District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
New London School District,2020,Non-High Needs,34.0,33.0,97.1
New Milford School District,2020,High Needs,162.0,132.0,81.5
New Milford School District,2020,Non-High Needs,195.0,190.0,97.4
Newington School District,2020,High Needs,152.0,140.0,92.1
Newington School District,2020,Non-High Needs,181.0,181.0,100.0
Newtown School District,2020,High Needs,97.0,88.0,90.7
Newtown School District,2020,Non-High Needs,332.0,330.0,99.4
North Branford School District,2020,High Needs,58.0,44.0,75.9
North Branford School District,2020,Non-High Needs,81.0,78.0,96.3
North Haven School District,2020,High Needs,97.0,79.0,81.4
North Haven School District,2020,Non-High Needs,172.0,171.0,99.4
North Stonington School District,2020,High Needs,18.0,14.0,
North Stonington School District,2020,Non-High Needs,30.0,30.0,100.0
Norwalk School District,2020,High Needs,636.0,508.0,79.9
Norwalk School District,2020,Non-High Needs,278.0,274.0,98.6
Norwich Free Academy District,2020,High Needs,398.0,322.0,80.9
Norwich Free Academy District,2020,Non-High Needs,246.0,242.0,98.4
Old Saybrook School District,2020,High Needs,54.0,47.0,87.0
Old Saybrook School District,2020,Non-High Needs,75.0,75.0,100.0
Oxford School District,2020,High Needs,38.0,34.0,89.5
Oxford School District,2020,Non-High Needs,100.0,98.0,98.0
Plainfield School District,2020,High Needs,115.0,93.0,80.9
Plainfield School District,2020,Non-High Needs,60.0,58.0,96.7
Plainville School District,2020,High Needs,68.0,59.0,86.8
Plainville School District,2020,Non-High Needs,92.0,92.0,100.0
Plymouth School District,2020,High Needs,57.0,46.0,80.7
Plymouth School District,2020,Non-High Needs,45.0,45.0,100.0
Portland School District,2020,High Needs,32.0,25.0,78.1
Portland School District,2020,Non-High Needs,59.0,59.0,100.0
Putnam School District,2020,High Needs,45.0,41.0,91.1
Putnam School District,2020,Non-High Needs,18.0,18.0,
Regional School District 01,2020,High Needs,55.0,48.0,87.3
Regional School District 01,2020,Non-High Needs,42.0,40.0,95.2
Regional School District 04,2020,High Needs,61.0,45.0,73.8
Regional School District 04,2020,Non-High Needs,96.0,94.0,97.9
Regional School District 05,2020,High Needs,106.0,93.0,87.7
Regional School District 05,2020,Non-High Needs,267.0,263.0,98.5
Regional School District 06,2020,High Needs,37.0,35.0,94.6
Regional School District 06,2020,Non-High Needs,74.0,74.0,100.0
Regional School District 07,2020,High Needs,36.0,30.0,83.3
Regional School District 07,2020,Non-High Needs,115.0,115.0,100.0
Regional School District 08,2020,High Needs,76.0,68.0,89.5
Regional School District 08,2020,Non-High Needs,177.0,177.0,100.0
Regional School District 09,2020,High Needs,52.0,44.0,84.6
Regional School District 09,2020,Non-High Needs,156.0,156.0,100.0
Regional School District 10,2020,High Needs,33.0,31.0,93.9
Regional School District 10,2020,Non-High Needs,127.0,126.0,99.2
Regional School District 11,2020,High Needs,10.0,10.0,
Regional School District 11,2020,Non-High Needs,18.0,17.0,
Regional School District 12,2020,High Needs,28.0,26.0,92.9
Regional School District 12,2020,Non-High Needs,48.0,46.0,95.8
Regional School District 13,2020,High Needs,41.0,34.0,82.9
Regional School District 13,2020,Non-High Needs,89.0,89.0,100.0
Regional School District 14,2020,High Needs,53.0,52.0,98.1
Regional School District 14,2020,Non-High Needs,95.0,93.0,97.9
Regional School District 15,2020,High Needs,97.0,85.0,87.6
Regional School District 15,2020,Non-High Needs,228.0,228.0,100.0
Regional School District 16,2020,High Needs,59.0,52.0,88.1
Regional School District 16,2020,Non-High Needs,115.0,115.0,100.0
Regional School District 17,2020,High Needs,57.0,47.0,82.5
Regional School District 17,2020,Non-High Needs,108.0,106.0,98.1
Regional School District 18,2020,High Needs,35.0,30.0,85.7
Regional School District 18,2020,Non-High Needs,94.0,94.0,100.0
Regional School District 19,2020,High Needs,136.0,117.0,86.0
Regional School District 19,2020,Non-High Needs,161.0,161.0,100.0
Ridgefield School District,2020,High Needs,58.0,49.0,84.5
Ridgefield School District,2020,Non-High Needs,335.0,334.0,99.7
Rocky Hill School District,2020,High Needs,72.0,60.0,83.3
Rocky Hill School District,2020,Non-High Needs,110.0,109.0,99.1
Seymour School District,2020,High Needs,79.0,68.0,86.1
Seymour School District,2020,Non-High Needs,82.0,80.0,97.6
Shelton School District,2020,High Needs,163.0,147.0,90.2
Shelton School District,2020,Non-High Needs,212.0,209.0,98.6
Simsbury School District,2020,High Needs,104.0,88.0,84.6
Simsbury School District,2020,Non-High Needs,260.0,260.0,100.0
Somers School District,2020,High Needs,26.0,21.0,80.8
Somers School District,2020,Non-High Needs,80.0,79.0,98.8
South Windsor School District,2020,High Needs,116.0,103.0,88.8
South Windsor School District,2020,Non-High Needs,218.0,217.0,99.5
Southington School District,2020,High Needs,177.0,147.0,83.1
Southington School District,2020,Non-High Needs,365.0,363.0,99.5
Stafford School District,2020,High Needs,54.0,45.0,83.3
Stafford School District,2020,Non-High Needs,52.0,52.0,100.0
Stamford Academy District,2020,High Needs,,,
Stamford Academy District,2020,Non-High Needs,,,
Stamford School District,2020,High Needs,827.0,668.0,80.8
Stamford School District,2020,Non-High Needs,396.0,389.0,98.2
Stonington School District,2020,High Needs,64.0,59.0,92.2
Stonington School District,2020,Non-High Needs,98.0,96.0,98.0
Stratford School District,2020,High Needs,332.0,294.0,88.6
Stratford School District,2020,Non-High Needs,192.0,190.0,99.0
Suffield School District,2020,High Needs,53.0,49.0,92.5
Suffield School District,2020,Non-High Needs,135.0,134.0,99.3
The Bridge Academy District,2020,High Needs,,,
The Bridge Academy District,2020,Non-High Needs,,,
The Gilbert School District,2020,High Needs,56.0,48.0,85.7
The Gilbert School District,2020,Non-High Needs,41.0,38.0,92.7
The Woodstock Academy District,2020,High Needs,51.0,43.0,84.3
The Woodstock Academy District,2020,Non-High Needs,246.0,241.0,98.0
Thomaston School District,2020,High Needs,20.0,19.0,95.0
Thomaston School District,2020,Non-High Needs,34.0,33.0,97.1
Thompson School District,2020,High Needs,25.0,19.0,76.0
Thompson School District,2020,Non-High Needs,23.0,22.0,95.7
Tolland School District,2020,High Needs,48.0,38.0,79.2
Tolland School District,2020,Non-High Needs,164.0,164.0,100.0
Torrington School District,2020,High Needs,157.0,115.0,73.2
Torrington School District,2020,Non-High Needs,69.0,66.0,95.7
Trumbull School District,2020,High Needs,172.0,150.0,87.2
Trumbull School District,2020,Non-High Needs,336.0,333.0,99.1
Unified School District #1,2020,High Needs,271.0,,
Unified School District #1,2020,Non-High Needs,6.0,,
Unified School District #2,2020,High Needs,,,
Unified School District #2,2020,Non-High Needs,,,
Vernon School District,2020,High Needs,122.0,88.0,72.1
Vernon School District,2020,Non-High Needs,81.0,79.0,97.5
Wallingford School District,2020,High Needs,200.0,172.0,86.0
Wallingford School District,2020,Non-High Needs,279.0,277.0,99.3
Waterbury School District,2020,High Needs,1163.0,951.0,81.8
Waterbury School District,2020,Non-High Needs,38.0,35.0,92.1
Waterford School District,2020,High Needs,102.0,77.0,75.5
Waterford School District,2020,Non-High Needs,120.0,116.0,96.7
Watertown School District,2020,High Needs,88.0,75.0,85.2
Watertown School District,2020,Non-High Needs,119.0,116.0,97.5
West Hartford School District,2020,High Needs,302.0,246.0,81.5
West Hartford School District,2020,Non-High Needs,437.0,433.0,99.1
West Haven School District,2020,High Needs,351.0,285.0,81.2
West Haven School District,2020,Non-High Needs,81.0,81.0,100.0
Westbrook School District,2020,High Needs,30.0,25.0,83.3
Westbrook School District,2020,Non-High Needs,25.0,25.0,100.0
Weston School District,2020,High Needs,32.0,32.0,100.0
Weston School District,2020,Non-High Needs,152.0,152.0,100.0
Westport School District,2020,High Needs,82.0,74.0,90.2
Westport School District,2020,Non-High Needs,360.0,360.0,100.0
Wethersfield School District,2020,High Needs,102.0,92.0,90.2
Wethersfield School District,2020,Non-High Needs,177.0,174.0,98.3
Wilton School District,2020,High Needs,80.0,73.0,91.3
Wilton School District,2020,Non-High Needs,234.0,234.0,100.0
Windham School District,2020,High Needs,149.0,114.0,76.5
Windham School District,2020,Non-High Needs,12.0,11.0,
Windsor Locks School District,2020,High Needs,76.0,59.0,77.6
Windsor Locks School District,2020,Non-High Needs,45.0,44.0,97.8
Windsor School District,2020,High Needs,190.0,155.0,81.6
Windsor School District,2020,Non-High Needs,115.0,113.0,98.3
Wolcott School District,2020,High Needs,77.0,69.0,89.6
Wolcott School District,2020,Non-High Needs,132.0,132.0,100.0
