District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
Eastern Connecticut Regional Educational Service Center (EASTCONN),2018,High Needs,40.0,29.0,72.5
Eastern Connecticut Regional Educational Service Center (EASTCONN),2018,Non-High Needs,44.0,35.0,79.5
Ellington School District,2018,High Needs,42.0,36.0,85.7
Ellington School District,2018,Non-High Needs,139.0,139.0,100.0
Elm City College Preparatory School District,2018,High Needs,26.0,25.0,96.2
Enfield School District,2018,High Needs,144.0,117.0,81.3
Enfield School District,2018,Non-High Needs,260.0,245.0,94.2
Explorations District,2018,High Needs,18.0,16.0,
Explorations District,2018,Non-High Needs,10.0,7.0,
Fairfield School District,2018,High Needs,223.0,199.0,89.2
Fairfield School District,2018,Non-High Needs,564.0,560.0,99.3
Farmington School District,2018,High Needs,74.0,63.0,85.1
Farmington School District,2018,Non-High Needs,223.0,221.0,99.1
Glastonbury School District,2018,High Needs,103.0,86.0,83.5
Glastonbury School District,2018,Non-High Needs,393.0,393.0,100.0
Granby School District,2018,High Needs,31.0,27.0,87.1
Granby School District,2018,Non-High Needs,131.0,130.0,99.2
Greenwich School District,2018,High Needs,186.0,161.0,86.6
Greenwich School District,2018,Non-High Needs,435.0,429.0,98.6
Griswold School District,2018,High Needs,56.0,40.0,71.4
Griswold School District,2018,Non-High Needs,98.0,94.0,95.9
Groton School District,2018,High Needs,128.0,87.0,68.0
Groton School District,2018,Non-High Needs,148.0,144.0,97.3
Guilford School District,2018,High Needs,69.0,60.0,87.0
Guilford School District,2018,Non-High Needs,228.0,228.0,100.0
Hamden School District,2018,High Needs,209.0,159.0,76.1
Hamden School District,2018,Non-High Needs,224.0,216.0,96.4
Hartford School District,2018,High Needs,1073.0,714.0,66.5
Hartford School District,2018,Non-High Needs,243.0,217.0,89.3
Highville Charter School District,2018,High Needs,14.0,14.0,
Highville Charter School District,2018,Non-High Needs,7.0,7.0,
Jumoke Academy District,2018,High Needs,14.0,,
Killingly School District,2018,High Needs,99.0,78.0,78.8
Killingly School District,2018,Non-High Needs,101.0,93.0,92.1
Learn,2018,High Needs,117.0,98.0,83.8
Learn,2018,Non-High Needs,79.0,78.0,98.7
Lebanon School District,2018,High Needs,30.0,25.0,83.3
Lebanon School District,2018,Non-High Needs,59.0,58.0,98.3
Ledyard School District,2018,High Needs,76.0,66.0,86.8
Ledyard School District,2018,Non-High Needs,119.0,116.0,97.5
Litchfield School District,2018,High Needs,14.0,13.0,
Litchfield School District,2018,Non-High Needs,50.0,50.0,100.0
Madison School District,2018,High Needs,42.0,34.0,81.0
Madison School District,2018,Non-High Needs,250.0,250.0,100.0
Manchester School District,2018,High Needs,230.0,170.0,73.9
Manchester School District,2018,Non-High Needs,180.0,167.0,92.8
Meriden School District,2018,High Needs,487.0,357.0,73.3
Meriden School District,2018,Non-High Needs,139.0,135.0,97.1
Middletown School District,2018,High Needs,176.0,146.0,83.0
Middletown School District,2018,Non-High Needs,153.0,151.0,98.7
Milford School District,2018,High Needs,118.0,89.0,75.4
Milford School District,2018,Non-High Needs,319.0,318.0,99.7
Monroe School District,2018,High Needs,46.0,32.0,69.6
Monroe School District,2018,Non-High Needs,261.0,260.0,99.6
Montville School District,2018,High Needs,67.0,53.0,79.1
Montville School District,2018,Non-High Needs,114.0,112.0,98.2
Naugatuck School District,2018,High Needs,189.0,156.0,82.5
Naugatuck School District,2018,Non-High Needs,127.0,116.0,91.3
New Britain School District,2018,High Needs,542.0,387.0,71.4
New Britain School District,2018,Non-High Needs,85.0,72.0,84.7
New Canaan School District,2018,High Needs,43.0,38.0,88.4
New Canaan School District,2018,Non-High Needs,271.0,270.0,99.6
New Fairfield School District,2018,High Needs,41.0,36.0,87.8
New Fairfield School District,2018,Non-High Needs,165.0,163.0,98.8
New Haven School District,2018,High Needs,1137.0,872.0,76.7
New Haven School District,2018,Non-High Needs,391.0,333.0,85.2
New London School District,2018,High Needs,245.0,199.0,81.2
New London School District,2018,Non-High Needs,16.0,14.0,
New Milford School District,2018,High Needs,113.0,90.0,79.6
New Milford School District,2018,Non-High Needs,242.0,236.0,97.5
Newington School District,2018,High Needs,114.0,104.0,91.2
Newington School District,2018,Non-High Needs,189.0,184.0,97.4
Newtown School District,2018,High Needs,52.0,39.0,75.0
Newtown School District,2018,Non-High Needs,372.0,370.0,99.5
North Branford School District,2018,High Needs,47.0,42.0,89.4
North Branford School District,2018,Non-High Needs,104.0,100.0,96.2
North Haven School District,2018,High Needs,68.0,51.0,75.0
North Haven School District,2018,Non-High Needs,185.0,180.0,97.3
North Stonington School District,2018,High Needs,8.0,7.0,
North Stonington School District,2018,Non-High Needs,37.0,35.0,94.6
Norwalk School District,2018,High Needs,499.0,432.0,86.6
Norwalk School District,2018,Non-High Needs,394.0,386.0,98.0
Norwich Free Academy District,2018,High Needs,319.0,246.0,77.1
Norwich Free Academy District,2018,Non-High Needs,280.0,270.0,96.4
Old Saybrook School District,2018,High Needs,29.0,25.0,86.2
Old Saybrook School District,2018,Non-High Needs,81.0,81.0,100.0
Oxford School District,2018,High Needs,30.0,25.0,83.3
Oxford School District,2018,Non-High Needs,109.0,107.0,98.2
Path Academy District,2018,High Needs,47.0,6.0,12.8
Plainfield School District,2018,High Needs,89.0,69.0,77.5
Plainfield School District,2018,Non-High Needs,83.0,76.0,91.6
Plainville School District,2018,High Needs,75.0,60.0,80.0
Plainville School District,2018,Non-High Needs,97.0,94.0,96.9
Plymouth School District,2018,High Needs,53.0,43.0,81.1
Plymouth School District,2018,Non-High Needs,79.0,79.0,100.0
Portland School District,2018,High Needs,21.0,17.0,81.0
Portland School District,2018,Non-High Needs,64.0,61.0,95.3
Putnam School District,2018,High Needs,47.0,39.0,83.0
Putnam School District,2018,Non-High Needs,24.0,24.0,100.0
Regional School District 01,2018,High Needs,41.0,37.0,90.2
Regional School District 01,2018,Non-High Needs,51.0,50.0,98.0
Regional School District 04,2018,High Needs,41.0,37.0,90.2
Regional School District 04,2018,Non-High Needs,115.0,114.0,99.1
Regional School District 05,2018,High Needs,68.0,56.0,82.4
Regional School District 05,2018,Non-High Needs,297.0,292.0,98.3
Regional School District 06,2018,High Needs,33.0,31.0,93.9
Regional School District 06,2018,Non-High Needs,75.0,74.0,98.7
Regional School District 07,2018,High Needs,34.0,31.0,91.2
Regional School District 07,2018,Non-High Needs,131.0,131.0,100.0
Regional School District 08,2018,High Needs,49.0,40.0,81.6
Regional School District 08,2018,Non-High Needs,224.0,218.0,97.3
Regional School District 09,2018,High Needs,29.0,23.0,79.3
Regional School District 09,2018,Non-High Needs,206.0,204.0,99.0
Regional School District 10,2018,High Needs,33.0,27.0,81.8
Regional School District 10,2018,Non-High Needs,169.0,166.0,98.2
Regional School District 11,2018,High Needs,18.0,14.0,
Regional School District 11,2018,Non-High Needs,16.0,13.0,
Regional School District 12,2018,High Needs,29.0,25.0,86.2
Regional School District 12,2018,Non-High Needs,36.0,35.0,97.2
Regional School District 13,2018,High Needs,25.0,16.0,64.0
Regional School District 13,2018,Non-High Needs,109.0,109.0,100.0
Regional School District 14,2018,High Needs,57.0,52.0,91.2
Regional School District 14,2018,Non-High Needs,134.0,134.0,100.0
Regional School District 15,2018,High Needs,49.0,34.0,69.4
Regional School District 15,2018,Non-High Needs,243.0,242.0,99.6
Regional School District 16,2018,High Needs,38.0,33.0,86.8
Regional School District 16,2018,Non-High Needs,133.0,133.0,100.0
Regional School District 17,2018,High Needs,48.0,41.0,85.4
Regional School District 17,2018,Non-High Needs,120.0,118.0,98.3
Regional School District 18,2018,High Needs,29.0,25.0,86.2
Regional School District 18,2018,Non-High Needs,89.0,88.0,98.9
Regional School District 19,2018,High Needs,106.0,89.0,84.0
Regional School District 19,2018,Non-High Needs,202.0,195.0,96.5
Ridgefield School District,2018,High Needs,45.0,30.0,66.7
Ridgefield School District,2018,Non-High Needs,382.0,378.0,99.0
Rocky Hill School District,2018,High Needs,46.0,40.0,87.0
Rocky Hill School District,2018,Non-High Needs,133.0,132.0,99.2
Seymour School District,2018,High Needs,52.0,44.0,84.6
Seymour School District,2018,Non-High Needs,106.0,104.0,98.1
Shelton School District,2018,High Needs,113.0,83.0,73.5
Shelton School District,2018,Non-High Needs,246.0,240.0,97.6
Simsbury School District,2018,High Needs,73.0,54.0,74.0
Simsbury School District,2018,Non-High Needs,271.0,270.0,99.6
Somers School District,2018,High Needs,20.0,17.0,85.0
Somers School District,2018,Non-High Needs,97.0,96.0,99.0
South Windsor School District,2018,High Needs,104.0,87.0,83.7
South Windsor School District,2018,Non-High Needs,243.0,241.0,99.2
Southington School District,2018,High Needs,147.0,121.0,82.3
Southington School District,2018,Non-High Needs,395.0,389.0,98.5
Stafford School District,2018,High Needs,35.0,26.0,74.3
Stafford School District,2018,Non-High Needs,63.0,63.0,100.0
Stamford Academy District,2018,High Needs,60.0,,
Stamford Academy District,2018,Non-High Needs,6.0,,
Stamford School District,2018,High Needs,736.0,609.0,82.7
Stamford School District,2018,Non-High Needs,443.0,422.0,95.3
Stonington School District,2018,High Needs,48.0,40.0,83.3
Stonington School District,2018,Non-High Needs,130.0,127.0,97.7
Stratford School District,2018,High Needs,293.0,259.0,88.4
Stratford School District,2018,Non-High Needs,247.0,239.0,96.8
Suffield School District,2018,High Needs,54.0,46.0,85.2
Suffield School District,2018,Non-High Needs,137.0,137.0,100.0
The Bridge Academy District,2018,High Needs,32.0,25.0,78.1
The Bridge Academy District,2018,Non-High Needs,9.0,7.0,
The Gilbert School District,2018,High Needs,45.0,35.0,77.8
The Gilbert School District,2018,Non-High Needs,47.0,45.0,95.7
The Woodstock Academy District,2018,High Needs,24.0,23.0,95.8
The Woodstock Academy District,2018,Non-High Needs,229.0,227.0,99.1
Thomaston School District,2018,High Needs,14.0,14.0,
Thomaston School District,2018,Non-High Needs,44.0,42.0,95.5
Thompson School District,2018,High Needs,33.0,25.0,75.8
Thompson School District,2018,Non-High Needs,35.0,31.0,88.6
Tolland School District,2018,High Needs,44.0,35.0,79.5
Tolland School District,2018,Non-High Needs,177.0,173.0,97.7
Torrington School District,2018,High Needs,143.0,107.0,74.8
Torrington School District,2018,Non-High Needs,96.0,91.0,94.8
Trumbull School District,2018,High Needs,146.0,133.0,91.1
Trumbull School District,2018,Non-High Needs,424.0,419.0,98.8
Unified School District #1,2018,High Needs,,,
Unified School District #1,2018,Non-High Needs,,,
Unified School District #2,2018,High Needs,,,
Unified School District #2,2018,Non-High Needs,,,
Vernon School District,2018,High Needs,108.0,69.0,63.9
Vernon School District,2018,Non-High Needs,112.0,103.0,92.0
Wallingford School District,2018,High Needs,148.0,123.0,83.1
Wallingford School District,2018,Non-High Needs,319.0,313.0,98.1
Waterbury School District,2018,High Needs,1098.0,820.0,74.7
Waterbury School District,2018,Non-High Needs,245.0,210.0,85.7
Waterford School District,2018,High Needs,64.0,48.0,75.0
Waterford School District,2018,Non-High Needs,144.0,142.0,98.6
Watertown School District,2018,High Needs,69.0,55.0,79.7
Watertown School District,2018,Non-High Needs,149.0,145.0,97.3
West Hartford School District,2018,High Needs,250.0,204.0,81.6
West Hartford School District,2018,Non-High Needs,501.0,496.0,99.0
West Haven School District,2018,High Needs,294.0,225.0,76.5
West Haven School District,2018,Non-High Needs,122.0,117.0,95.9
Westbrook School District,2018,High Needs,27.0,20.0,74.1
Westbrook School District,2018,Non-High Needs,63.0,63.0,100.0
Weston School District,2018,High Needs,21.0,17.0,81.0
Weston School District,2018,Non-High Needs,184.0,184.0,100.0
Westport School District,2018,High Needs,64.0,61.0,95.3
Westport School District,2018,Non-High Needs,392.0,391.0,99.7
Wethersfield School District,2018,High Needs,98.0,83.0,84.7
Wethersfield School District,2018,Non-High Needs,216.0,212.0,98.1
Wilton School District,2018,High Needs,59.0,53.0,89.8
Wilton School District,2018,Non-High Needs,270.0,268.0,99.3
Windham School District,2018,High Needs,143.0,120.0,83.9
Windham School District,2018,Non-High Needs,19.0,18.0,
Windsor Locks School District,2018,High Needs,67.0,54.0,80.6
Windsor Locks School District,2018,Non-High Needs,55.0,55.0,100.0
Windsor School District,2018,High Needs,145.0,114.0,78.6
Windsor School District,2018,Non-High Needs,165.0,162.0,98.2
Wolcott School District,2018,High Needs,58.0,54.0,93.1
Wolcott School District,2018,Non-High Needs,124.0,122.0,98.4
