district,district_code,school,school_code,ppe_federal,ppe_state_local_other,ppe_total_source,fiscal_year,cpi_u,deflator,ppe_federal_real,ppe_state_local_other_real,ppe_total_source_real,enrollment
Killingly School District,690011,Killingly High School,696111,92,17890,17981,2020,258.856,1.2437880520443798,114.42850078808294,22251.36825107396,22364.552963809994,781.0
Killingly School District,690011,Killingly Intermediate School,695211,364,15942,16306,2020,258.856,1.2437880520443798,452.7388509441543,19828.469125691503,20281.20797663566,648.0
Killingly School District,690011,Killingly Memorial School,690311,576,12937,13513,2020,258.856,1.2437880520443798,716.4219179775628,16090.88602929814,16807.307947275705,527.0
Learn,2450014,Connecticut River Academy at Goodwin University,2456014,438,5913,6350,2020,258.856,1.2437880520443798,544.7791667954384,7354.518751738417,7898.054130481812,481.0
Learn,2450014,Dual Language & Arts Magnet Middle School,2455014,844,15376,16221,2020,258.856,1.2437880520443798,1049.757115925457,19124.485088234385,20175.485992211885,148.0
Learn,2450014,Marine Science Magnet High School,2456114,438,17069,17507,2020,258.856,1.2437880520443798,544.7791667954384,21230.21826034552,21774.99742714096,272.0
Learn,2450014,Regional Multicultural Magnet School,2450114,1348,15747,17095,2020,258.856,1.2437880520443798,1676.626294155824,19585.93045554285,21262.556749698677,505.0
Learn,2450014,Riverside Magnet School at Goodwin University,2450314,446,4958,5404,2020,258.856,1.2437880520443798,554.7294712117935,6166.701162036035,6721.430633247828,476.0
Learn,2450014,The Friendship School,2450214,718,14582,15299,2020,258.856,1.2437880520443798,893.0398213678648,18136.917374911147,19028.71340822697,503.0
Learn,2450014,Three Rivers Middle College Magnet School,2456214,651,14732,15383,2020,258.856,1.2437880520443798,809.7060218808913,18323.485582717803,19133.19160459869,67.0
Lebanon School District,710011,Lebanon Elementary School,710111,238,16296,16534,2020,258.856,1.2437880520443798,296.0215563865624,20268.77009611521,20564.79165250177,371.0
Lebanon School District,710011,Lebanon Middle School,715111,501,17762,18263,2020,258.856,1.2437880520443798,623.1378140742343,22092.16338041228,22715.30119448651,296.0
Lebanon School District,710011,Lyman Memorial High School,716211,291,23067,23358,2020,258.856,1.2437880520443798,361.94232314491455,28690.45899650771,29052.401319652625,308.0
Ledyard School District,720011,Gales Ferry School,720211,435,12590,13025,2020,258.856,1.2437880520443798,541.0478026393052,15659.291575238742,16200.339377878046,258.0
Ledyard School District,720011,Gallup Hill School,720411,537,14387,14924,2020,258.856,1.2437880520443798,667.9141839478319,17894.378704762494,18562.292888710323,586.0
Ledyard School District,720011,Juliet W. Long School,720311,248,13095,13343,2020,258.856,1.2437880520443798,308.4594369070062,16287.404541521151,16595.86397842816,263.0
Ledyard School District,720011,Ledyard High School,726111,166,17970,18136,2020,258.856,1.2437880520443798,206.46881663936705,22350.871295237503,22557.34011187687,754.0
Ledyard School District,720011,Ledyard Middle School,725111,357,14461,14818,2020,258.856,1.2437880520443798,444.0323345798436,17986.419020613776,18430.45135519362,544.0
Lisbon School District,730011,Lisbon Central School,730111,461,16137,16598,2020,258.856,1.2437880520443798,573.3862919924591,20071.00779584016,20644.394087832618,419.0
Litchfield School District,740011,Center School,740211,0,18070,18070,2020,258.856,1.2437880520443798,0.0,22475.250100441943,22475.250100441943,301.0
Litchfield School District,740011,Litchfield High School,746111,353,26365,26718,2020,258.856,1.2437880520443798,439.0571823716661,32792.47199215007,33231.52917452174,260.0
Litchfield School District,740011,Litchfield Intermediate School,740311,2099,21381,23480,2020,258.856,1.2437880520443798,2610.7111212411533,26593.432340760886,29204.14346200204,190.0
Litchfield School District,740011,Litchfield Middle School,746011,0,15087,15087,2020,258.856,1.2437880520443798,0.0,18765.03034119356,18765.03034119356,131.0
Madison School District,760011,Daniel Hand High School,766111,294,20861,21154,2020,258.856,1.2437880520443798,365.67368730104766,25946.662553697806,26311.09245294681,1014.0
Madison School District,760011,Dr. Robert H. Brown Elementary School,760611,294,20861,21155,2020,258.856,1.2437880520443798,365.67368730104766,25946.662553697806,26312.33624099885,335.0
Madison School District,760011,J. Milton Jeffrey Elementary School,760111,294,19533,19827,2020,258.856,1.2437880520443798,365.67368730104766,24294.91202058287,24660.58570788392,351.0
Madison School District,760011,Kathleen H. Ryerson Elementary School,760311,294,20400,20694,2020,258.856,1.2437880520443798,365.67368730104766,25373.27626170535,25738.9499490064,283.0
Madison School District,760011,Walter C. Polson Middle School,765211,294,21305,21599,2020,258.856,1.2437880520443798,365.67368730104766,26498.90444880551,26864.57813610656,588.0
Manchester School District,770011,Bowers School,770111,917,19077,19994,2020,258.856,1.2437880520443798,1140.5536437246965,23727.744668850635,24868.29831257533,337.0
Manchester School District,770011,Buckley School,770311,493,17685,18178,2020,258.856,1.2437880520443798,613.1875096578792,21996.391700404856,22609.579210062737,373.0
Manchester School District,770011,Elisabeth M. Bennet Academy,771711,433,19495,19927,2020,258.856,1.2437880520443798,538.5602265352164,24247.648074605186,24784.96451308836,907.0
Manchester School District,770011,Highland Park School,770411,493,18130,18622,2020,258.856,1.2437880520443798,613.1875096578792,22549.87738356461,23161.82110517044,316.0
Manchester School District,770011,Illing Middle School,775311,433,18506,18938,2020,258.856,1.2437880520443798,538.5602265352164,23017.54169113329,23554.858129616467,837.0
Manchester School District,770011,Keeney School,770611,493,17992,18484,2020,258.856,1.2437880520443798,613.1875096578792,22378.23463238248,22990.17835398832,274.0
Manchester School District,770011,Manchester High School,776111,553,20294,20846,2020,258.856,1.2437880520443798,687.814792780542,25241.434728188644,25928.005732917143,1597.0
Manchester School District,770011,Martin School,771611,1025,20775,21799,2020,258.856,1.2437880520443798,1274.8827533454894,25839.696781221992,27113.33574651544,225.0
Manchester School District,770011,Verplanck School,771211,1136,16300,17436,2020,258.856,1.2437880520443798,1412.9432271224157,20273.74524832339,21686.688475445808,478.0
Manchester School District,770011,Waddell School,771311,1363,17471,18834,2020,258.856,1.2437880520443798,1695.2831149364897,21730.22105726736,23425.504172203848,484.0
Mansfield School District,780011,Mansfield Elementary at Goodwin,780211,902,28165,29067,2020,258.856,1.2437880520443798,1121.8968229440306,35031.29048582996,36153.18730877399,192.0
Mansfield School District,780011,Mansfield Elementary at Vinton,780411,902,28112,29014,2020,258.856,1.2437880520443798,1121.8968229440306,34965.369719071605,36087.26654201563,226.0
Mansfield School District,780011,Mansfield Middle School,785111,5,12826,12831,2020,258.856,1.2437880520443798,6.218940260221899,15952.825555521216,15959.044495781438,552.0
Mansfield School District,780011,Southeast Elementary School,780511,902,30715,31616,2020,258.856,1.2437880520443798,1121.8968229440306,38202.95001854312,39323.60305343512,161.0
Marlborough School District,790011,Elmer Thienes-Mary Hall Elementary School,790111,434,16507,16940,2020,258.856,1.2437880520443798,539.8040145872608,20531.209375096576,21069.769601631797,448.0
Meriden School District,800011,Benjamin Franklin School,800111,1018,16185,17202,2020,258.856,1.2437880520443798,1266.1762369811786,20130.709622338287,21395.642071267423,356.0
Meriden School District,800011,Casimir Pulaski School,801111,874,11694,12569,2020,258.856,1.2437880520443798,1087.070757486788,14544.857480606976,15633.17202614581,610.0
Meriden School District,800011,Francis T. Maloney High School,806111,480,15382,15863,2020,258.856,1.2437880520443798,597.0182649813023,19131.94781654665,19730.20986958,1197.0
Meriden School District,800011,Hanover School,800311,1797,17156,18954,2020,258.856,1.2437880520443798,2235.0871295237507,21338.42782087338,23574.75873844917,451.0
Meriden School District,800011,Israel Putnam School,800411,1238,12088,13327,2020,258.856,1.2437880520443798,1539.8096084309425,15034.909973112462,16575.96336959545,496.0
Meriden School District,800011,John Barry School,800511,1078,11586,12664,2020,258.856,1.2437880520443798,1340.8035201038415,14410.528370986183,15751.331891090023,505.0
Meriden School District,800011,Lincoln Middle School,805211,395,12784,13179,2020,258.856,1.2437880520443798,491.29628055753005,15900.586457335352,16391.88273789288,799.0
Meriden School District,800011,Nathan Hale School,800711,968,11672,12640,2020,258.856,1.2437880520443798,1203.9868343789597,14517.494143462,15721.480977840962,557.0
Meriden School District,800011,Orville H. Platt High School,806211,491,16391,16882,2020,258.856,1.2437880520443798,610.6999335537905,20386.929961059428,20997.62989461322,980.0
Meriden School District,800011,Roger Sherman School,800811,849,12137,12986,2020,258.856,1.2437880520443798,1055.9760561856783,15095.855587662638,16151.831643848316,475.0
Meriden School District,800011,Thomas Hooker School,801011,816,12980,13796,2020,258.856,1.2437880520443798,1014.931050468214,16144.36891553605,17159.299966004262,417.0
Meriden School District,800011,Washington Middle School,805411,596,14817,15414,2020,258.856,1.2437880520443798,741.2976790184504,18429.207567141577,19171.74903421207,787.0
Middletown School District,830011,Beman Middle School,835411,328,20784,21112,2020,258.856,1.2437880520443798,407.9624810705566,25850.89087369039,26258.853354760948,618.0
Middletown School District,830011,Bielefield School,830211,797,18066,18862,2020,258.856,1.2437880520443798,991.2990774793708,22470.274948233764,23460.33023766109,290.0
Middletown School District,830011,Farm Hill School,830511,1049,18268,19317,2020,258.856,1.2437880520443798,1304.7336665945545,22721.52013474673,24026.253801341285,309.0
Middletown School District,830011,Keigwin Middle School,831511,473,19154,19627,2020,258.856,1.2437880520443798,588.3117486169916,23823.51634885805,24411.82809747504,316.0
Middletown School District,830011,Lawrence School,831311,441,17426,17866,2020,258.856,1.2437880520443798,548.5105309515715,21674.25059492536,22221.51733782489,317.0
Middletown School District,830011,Macdonough School,830911,1084,18670,19754,2020,258.856,1.2437880520443798,1348.2662484161078,23221.522931668573,24569.78918008468,222.0
Middletown School District,830011,Middletown High School,836211,585,19376,19961,2020,258.856,1.2437880520443798,727.6160104459622,24099.637296411904,24827.253306857867,1283.0
Middletown School District,830011,Moody School,831211,547,23030,23577,2020,258.856,1.2437880520443798,680.3520644682758,28644.438838582068,29324.790903050343,210.0
Middletown School District,830011,Snow School,831111,1403,17894,19296,2020,258.856,1.2437880520443798,1745.034637018265,22256.34340328213,24000.134252248357,363.0
Middletown School District,830011,Spencer School,830111,1171,19499,20670,2020,258.856,1.2437880520443798,1456.4758089439688,24252.62322681336,25709.09903575733,283.0
Middletown School District,830011,Wesley School,831411,250,18800,19050,2020,258.856,1.2437880520443798,310.9470130110949,23383.21537843434,23694.16239144544,236.0
Milford School District,840011,Calf Pen Meadow School,840111,404,19835,20239,2020,258.856,1.2437880520443798,502.49037302592944,24670.536012300272,25173.026385326204,273.0
Milford School District,840011,East Shore Middle School,845111,404,20286,20690,2020,258.856,1.2437880520443798,502.49037302592944,25231.48442377229,25733.97479679822,407.0
Milford School District,840011,Harborside Middle School,845211,404,21147,21551,2020,258.856,1.2437880520443798,502.49037302592944,26302.3859365825,26804.87630960843,424.0
Milford School District,840011,J. F. Kennedy School,841911,404,18462,18866,2020,258.856,1.2437880520443798,502.49037302592944,22962.81501684334,23465.30538986927,324.0
Milford School District,840011,Jonathan Law High School,846211,404,21555,21959,2020,258.856,1.2437880520443798,502.49037302592944,26809.85146181661,27312.341834842537,816.0
Milford School District,840011,Joseph A. Foran High School,846311,404,20127,20531,2020,258.856,1.2437880520443798,502.49037302592944,25033.72212349723,25536.212496523163,872.0
Milford School District,840011,Live Oaks School,841611,404,18805,19209,2020,258.856,1.2437880520443798,502.49037302592944,23389.434318694563,23891.92469172049,315.0
Milford School District,840011,Mathewson School,841711,404,20613,21017,2020,258.856,1.2437880520443798,502.49037302592944,25638.203116790803,26140.69348981673,359.0
Milford School District,840011,Meadowside School,840711,408,19289,19697,2020,258.856,1.2437880520443798,507.46552523410696,23991.42773588404,24498.893261118148,277.0
Milford School District,840011,Orange Avenue School,840811,404,18585,18989,2020,258.856,1.2437880520443798,502.49037302592944,23115.8009472448,23618.291320270728,389.0
Milford School District,840011,Orchard Hills School,841811,404,19913,20317,2020,258.856,1.2437880520443798,502.49037302592944,24767.551480359736,25270.041853385665,322.0
Milford School District,840011,Pumpkin Delight School,841011,408,18351,18759,2020,258.856,1.2437880520443798,507.46552523410696,22824.75454306641,23332.22006830052,272.0
Milford School District,840011,West Shore Middle School,845311,404,19922,20326,2020,258.856,1.2437880520443798,502.49037302592944,24778.74557282813,25281.235945854063,471.0
Monroe School District,850011,Fawn Hollow Elementary School,850511,215,14727,14941,2020,258.856,1.2437880520443798,267.4144311895417,18317.26664245758,18583.43728559508,570.0
Monroe School District,850011,Jockey Hollow School,855211,238,17001,17239,2020,258.856,1.2437880520443798,296.0215563865624,21145.6406728065,21441.662229193065,755.0
Monroe School District,850011,Masuk High School,856111,337,20151,20488,2020,258.856,1.2437880520443798,419.156573538956,25063.573036746297,25482.72961028525,997.0
Monroe School District,850011,Monroe Elementary School,850111,469,17108,17576,2020,258.856,1.2437880520443798,583.3365964088141,21278.72599437525,21860.81880273202,362.0
Monroe School District,850011,Stepney Elementary School,850311,110,17260,17370,2020,258.856,1.2437880520443798,136.81668572488178,21467.781778286,21604.59846401088,430.0
Montville School District,860011,Dr. Charles E. Murphy School,860711,772,16530,17302,2020,258.856,1.2437880520443798,960.2043761782612,20559.8165002936,21520.02087647186,286.0
Montville School District,860011,Leonard J. Tyl Middle School,865111,284,17641,17925,2020,258.856,1.2437880520443798,353.23580678060387,21941.665026114904,22294.90083289551,531.0
Montville School District,860011,Mohegan School,860111,756,16066,16822,2020,258.856,1.2437880520443798,940.3037673455513,19982.698844145005,20923.00261149056,328.0
Montville School District,860011,Montville High School,866111,39,19426,19465,2020,258.856,1.2437880520443798,48.50773402973081,24161.826699014124,24210.33443304385,541.0
Montville School District,860011,Oakdale School,860511,703,18171,18874,2020,258.856,1.2437880520443798,874.383000587199,22600.872693698424,23475.255694285624,267.0
Naugatuck School District,880011,Andrew Avenue School,880811,606,15133,15739,2020,258.856,1.2437880520443798,753.7355595388942,18822.2445915876,19575.98015112649,249.0
Naugatuck School District,880011,City Hill Middle School,885111,606,14824,15430,2020,258.856,1.2437880520443798,753.7355595388942,18437.91408350589,19191.64964304478,687.0
Naugatuck School District,880011,Cross Street Intermediate School,880211,606,15665,16271,2020,258.856,1.2437880520443798,753.7355595388942,19483.93983527521,20237.675394814105,326.0
Naugatuck School District,880011,Hillside Intermediate School,880411,606,14954,15560,2020,258.856,1.2437880520443798,753.7355595388942,18599.606530271656,19353.34208981055,336.0
Naugatuck School District,880011,Hop Brook Elementary School,880511,606,15519,16126,2020,258.856,1.2437880520443798,753.7355595388942,19302.34677967673,20057.32612726767,313.0
Naugatuck School District,880011,Maple Hill School,880311,605,12861,13466,2020,258.856,1.2437880520443798,752.4917714868498,15996.35813734277,16748.84990882962,496.0
Naugatuck School District,880011,Naugatuck High School,886111,606,16757,17363,2020,258.856,1.2437880520443798,753.7355595388942,20842.156388107676,21595.891947646567,1240.0
Naugatuck School District,880011,Salem School,880611,606,14026,14632,2020,258.856,1.2437880520443798,753.7355595388942,17445.371217974473,18199.106777513367,272.0
Naugatuck School District,880011,Western School,880711,607,14487,15094,2020,258.856,1.2437880520443798,754.9793475909386,18018.75750996693,18773.73685755787,253.0
New Beginnings Inc Family Academy District,2800013,New Beginnings Inc Family Academy,2800113,535,12970,13505,2020,258.856,1.2437880520443798,665.4266078437432,16131.931035015608,16797.357642859348,505.0
New Britain School District,890011,Chamberlain Elementary School,890311,1144,15272,16416,2020,258.856,1.2437880520443798,1422.8935315387705,18995.13113082177,20418.024662360534,442.0
New Britain School District,890011,DiLoreto Elementary & Middle School,891111,844,13044,13888,2020,258.856,1.2437880520443798,1049.757115925457,16223.97135086689,17273.728466792345,813.0
New Britain School District,890011,Gaffney Elementary School,890511,1347,17925,19272,2020,258.856,1.2437880520443798,1675.3825061037796,22294.90083289551,23970.28333899929,493.0
New Britain School District,890011,Holmes Elementary School,890611,1149,13386,14535,2020,258.856,1.2437880520443798,1429.1124717989924,16649.34686466607,18078.45933646506,501.0
New Britain School District,890011,House of Arts Letters and Science (HALS) Academy,895411,426,12287,12712,2020,258.856,1.2437880520443798,529.8537101709057,15282.423795469294,15811.033717588156,153.0
New Britain School District,890011,Jefferson Elementary School,890711,1387,13640,15027,2020,258.856,1.2437880520443798,1725.1340281855548,16965.26902988534,18690.403058070897,420.0
New Britain School District,890011,Lincoln Elementary School,890811,1350,14218,15568,2020,258.856,1.2437880520443798,1679.1138702599128,17684.17852396699,19363.292394226904,620.0
New Britain School District,890011,New Britain High School,896111,782,15488,16271,2020,258.856,1.2437880520443798,972.6422566987052,19263.789350063355,20237.675394814105,2221.0
New Britain School District,890011,Northend Elementary School,890911,934,13435,14369,2020,258.856,1.2437880520443798,1161.6980406094508,16710.29247921624,17871.990519825693,266.0
New Britain School District,890011,Pulaski Middle School,895311,1211,13164,14375,2020,258.856,1.2437880520443798,1506.227331025744,16373.225917112217,17879.45324813796,901.0
New Britain School District,890011,Slade Middle School,895211,1166,14394,15560,2020,258.856,1.2437880520443798,1450.256868683747,17903.085221126803,19353.34208981055,854.0
New Britain School District,890011,Smalley Elementary School,891211,1437,13127,14564,2020,258.856,1.2437880520443798,1787.3234307877738,16327.205759186574,18114.529189974342,610.0
New Britain School District,890011,Smith Elementary School,891311,1046,13478,14524,2020,258.856,1.2437880520443798,1301.002302438421,16763.775365454152,18064.777667892573,514.0
New Britain School District,890011,Vance Elementary School,891511,933,13088,14021,2020,258.856,1.2437880520443798,1160.4542525574063,16278.698025156842,17439.15227771425,496.0
New Canaan School District,900011,East School,900411,243,20703,20946,2020,258.856,1.2437880520443798,302.2404966467843,25750.1440414748,26052.38453812158,555.0
New Canaan School District,900011,New Canaan High School,906111,243,22080,22323,2020,258.856,1.2437880520443798,302.2404966467843,27462.840189139904,27765.08068578669,1324.0
New Canaan School District,900011,Saxe Middle School,905111,243,20880,21123,2020,258.856,1.2437880520443798,302.2404966467843,25970.29452668665,26272.53502333344,1324.0
New Canaan School District,900011,South School,900211,243,20169,20412,2020,258.856,1.2437880520443798,302.2404966467843,25085.961221683097,25388.20171832988,538.0
New Canaan School District,900011,West School,900311,243,22803,23046,2020,258.856,1.2437880520443798,302.2404966467843,28362.09895076799,28664.33944741477,461.0
New Fairfield School District,910011,Consolidated School,910111,416,16431,16847,2020,258.856,1.2437880520443798,517.415829650462,20436.681483141205,20954.097312791662,494.0
New Fairfield School District,910011,New Fairfield Elementary School,910211,416,17806,18222,2020,258.856,1.2437880520443798,517.415829650462,22146.890054702228,22664.30588435269,442.0
New Fairfield School District,910011,New Fairfield High School,916111,416,19938,20355,2020,258.856,1.2437880520443798,517.415829650462,24798.646181660846,25317.305799363352,698.0
New Fairfield School District,910011,New Fairfield Middle School,915211,416,17055,17472,2020,258.856,1.2437880520443798,517.415829650462,21212.805227616896,21731.4648453194,537.0
New Hartford School District,920011,Ann Antolini School,920311,318,17603,17921,2020,258.856,1.2437880520443798,395.5246005501128,21894.401080137217,22289.92568068733,242.0
New Hartford School District,920011,Bakerville Consolidated School,920111,358,21612,21970,2020,258.856,1.2437880520443798,445.276122631888,26880.747380783137,27326.023503415025,102.0
New Hartford School District,920011,New Hartford Elementary School,920211,1025,17462,18486,2020,258.856,1.2437880520443798,1274.8827533454894,21719.02696479896,22992.665930092404,90.0
New Haven School District,930011,Augusta Lewis Troup School,931511,2238,13651,15889,2020,258.856,1.2437880520443798,2783.597660475322,16978.95069845783,19762.548358933152,437.0
New Haven School District,930011,Barack H. Obama Magnet University School,932811,1735,16685,18420,2020,258.856,1.2437880520443798,2157.972270296999,20752.60364836048,22910.57591865748,267.0
New Haven School District,930011,Barnard Environmental Magnet School,930211,1155,15470,16625,2020,258.856,1.2437880520443798,1436.5752001112587,19241.40116512656,20677.976365237813,512.0
New Haven School District,930011,Beecher School,930311,1283,14317,15600,2020,258.856,1.2437880520443798,1595.780070772939,17807.313541119387,19403.093611892324,493.0
New Haven School District,930011,Benjamin Jepson Magnet School,931811,1222,15049,16272,2020,258.856,1.2437880520443798,1519.9089995982322,18717.766395215876,20238.91918286615,509.0
New Haven School District,930011,Betsy Ross Arts and Design Academy,935511,1201,18273,19474,2020,258.856,1.2437880520443798,1493.7894505053002,22727.739075006957,24221.52852551225,444.0
New Haven School District,930011,Bishop Woods Architecture and Design Magnet School,934311,1567,15188,16755,2020,258.856,1.2437880520443798,1949.015877553543,18890.65293445004,20839.668812003583,432.0
New Haven School District,930011,Brennan Rogers School,932111,1744,14916,16660,2020,258.856,1.2437880520443798,2169.1663627653984,18552.34258429397,20721.508947059367,416.0
New Haven School District,930011,"Celentano BioTech, Health and Medical Magnet School",934811,1933,15516,17449,2020,258.856,1.2437880520443798,2404.242304601786,19298.6154155206,21702.85772012238,374.0
New Haven School District,930011,Clinton Avenue School,930611,1317,16168,17485,2020,258.856,1.2437880520443798,1638.0688645424482,20109.56522545353,21747.63408999598,454.0
New Haven School District,930011,Conte/West Hills Magnet School,933111,1337,13008,14344,2020,258.856,1.2437880520443798,1662.944625583336,16179.194980993292,17840.895818524583,693.0
New Haven School District,930011,Cooperative High School - Inter-District Magnet,936411,1176,17278,18453,2020,258.856,1.2437880520443798,1462.6947492041909,21490.169963222797,22951.62092437494,581.0
New Haven School District,930011,Davis Academy for Arts & Design Innovation,930911,1825,14195,16020,2020,258.856,1.2437880520443798,2269.913194980993,17655.57139876997,19925.484593750964,514.0
New Haven School District,930011,East Rock Community Magnet School,934611,1820,16277,18097,2020,258.856,1.2437880520443798,2263.694254720772,20245.13812312637,22508.832377847142,457.0
New Haven School District,930011,Edgewood School,931211,1670,12734,14404,2020,258.856,1.2437880520443798,2077.1260469141143,15838.397054733132,17915.523101647246,443.0
New Haven School District,930011,Engineering - Science University Magnet School,931711,1203,16692,17895,2020,258.856,1.2437880520443798,1496.277026609389,20761.31016472479,22257.587191334176,596.0
New Haven School District,930011,Fair Haven School,931611,1631,13027,14658,2020,258.856,1.2437880520443798,2028.6183128843836,16202.826953982136,18231.44526686652,833.0
New Haven School District,930011,Family Academy of Multilingual Exploration,934111,1489,12374,13863,2020,258.856,1.2437880520443798,1852.0004094940816,15390.633355997155,17242.63376549124,496.0
New Haven School District,930011,High School In The Community,936611,2279,16505,18784,2020,258.856,1.2437880520443798,2834.592970609141,20528.72179899249,23363.31476960163,265.0
New Haven School District,930011,Hill Central Music Academy,930711,1513,13716,15229,2020,258.856,1.2437880520443798,1881.8513227431467,17059.796921840712,18941.64824458386,475.0
New Haven School District,930011,Hill Regional Career High School,936311,1817,17656,19473,2020,258.856,1.2437880520443798,2259.962890564638,21960.32184689557,24220.28473746021,632.0
New Haven School District,930011,James Hillhouse High School,936211,1842,14458,16300,2020,258.856,1.2437880520443798,2291.057591865748,17982.687656457645,20273.74524832339,1074.0
New Haven School District,930011,John C. Daniels,931311,1264,15828,17092,2020,258.856,1.2437880520443798,1572.148097784096,19686.677287758444,21258.82538554254,516.0
New Haven School District,930011,John S. Martinez Sea and Sky STEM School,930811,1637,12750,14387,2020,258.856,1.2437880520443798,2036.0810411966495,15858.297663565843,17894.378704762494,521.0
New Haven School District,930011,King/Robinson Magnet School,933011,1917,14865,16782,2020,258.856,1.2437880520443798,2384.341695769076,18488.909393639708,20873.251089408783,515.0
New Haven School District,930011,Lincoln-Bassett School,932011,1677,14278,15955,2020,258.856,1.2437880520443798,2085.832563278425,17758.805807089655,19844.63837036808,336.0
New Haven School District,930011,Mauro-Sheridan Magnet School,931911,1172,16048,17221,2020,258.856,1.2437880520443798,1457.719596996013,19960.310659208208,21419.274044256264,538.0
New Haven School District,930011,Metropolitan Business Academy,936011,1808,15908,17716,2020,258.856,1.2437880520443798,2248.7687980962387,19786.180331921994,22034.949130018234,397.0
New Haven School District,930011,Nathan Hale School,931411,1246,13988,15234,2020,258.856,1.2437880520443798,1549.7599128472973,17398.107271996785,18947.867184844083,535.0
New Haven School District,930011,New Haven Academy,937011,1159,15884,17043,2020,258.856,1.2437880520443798,1441.550352319436,19756.32941867293,21197.879770992364,296.0
New Haven School District,930011,Quinnipiac Real World Math STEM School,933511,1190,14465,15655,2020,258.856,1.2437880520443798,1480.107781932812,17991.394172821954,19471.501954754767,255.0
New Haven School District,930011,Roberto Clemente Leadership Academy for Global Awareness,934211,1693,14824,16517,2020,258.856,1.2437880520443798,2105.733172111135,18437.91408350589,20543.647255617023,445.0
New Haven School District,930011,Ross/Woodward School,931011,1153,14120,15273,2020,258.856,1.2437880520443798,1434.08762400717,17562.287294866645,18996.37491887381,680.0
New Haven School District,930011,Sound School,936711,1359,20849,22208,2020,258.856,1.2437880520443798,1690.307962728312,25931.737097073277,27622.04505980159,335.0
New Haven School District,930011,Truman School,932911,1829,13134,14962,2020,258.856,1.2437880520443798,2274.888347189171,16335.912275550883,18609.55683468801,533.0
New Haven School District,930011,West Rock Authors Academy,934911,2659,20041,22700,2020,258.856,1.2437880520443798,3307.232430386006,24926.756351021417,28233.98878140742,173.0
New Haven School District,930011,Wexler/Grant - Lincoln/Bassett Community School,933211,1823,16080,17903,2020,258.856,1.2437880520443798,2267.4256188769045,20000.111876873627,22267.53749575053,361.0
New Haven School District,930011,Wilbur Cross High School,936111,1286,14573,15860,2020,258.856,1.2437880520443798,1599.5114349290725,18125.72328244275,19726.478505423864,1553.0
New Haven School District,930011,Worthington Hooker School,933811,1191,14304,15495,2020,258.856,1.2437880520443798,1481.3515699848565,17791.14429644281,19272.495866427664,417.0
New London School District,950011,Bennie Dover Jackson Middle School,955111,1496,16785,18281,2020,258.856,1.2437880520443798,1860.706925858392,20876.98245356492,22737.689379423307,266.0
New London School District,950011,C.B. Jennings International Elementary Magnet,950311,2061,15768,17829,2020,258.856,1.2437880520443798,2563.4471752634668,19612.05000463578,22175.49717989925,477.0
New London School District,950011,Harbor Elementary School,950611,1336,17305,18641,2020,258.856,1.2437880520443798,1661.7008375312914,21523.752240627997,23185.453078159284,280.0
New London School District,950011,Nathan Hale Arts Magnet School,950911,1195,16050,17245,2020,258.856,1.2437880520443798,1486.326722193034,19962.798235312297,21449.12495750533,536.0
New London School District,950011,New London High School,956111,839,15823,16662,2020,258.856,1.2437880520443798,1043.5381756652346,19680.45834749822,20723.996523163456,568.0
New London School District,950011,New London Visual and Performing Arts Magnet Pathway,951411,1310,16489,17800,2020,258.856,1.2437880520443798,1629.3623481781376,20508.82119015978,22139.42732638996,204.0
New London School District,950011,Science and Technology Magnet Pathway for High School Grades,951311,1090,16195,17285,2020,258.856,1.2437880520443798,1355.728976728374,20143.14750285873,21498.876479587107,548.0
New London School District,950011,Winthrop STEM Elementary Magnet School,950811,1199,15920,17120,2020,258.856,1.2437880520443798,1491.3018744012113,19801.105788546527,21293.651450999783,505.0
New Milford School District,960011,Hill And Plain School,960511,364,15190,15554,2020,258.856,1.2437880520443798,452.7388509441543,18893.14051055413,19345.87936149828,375.0
New Milford School District,960011,New Milford High School,966111,364,15889,16253,2020,258.856,1.2437880520443798,452.7388509441543,19762.548358933152,20215.287209877304,1330.0
New Milford School District,960011,Northville Elementary School,960811,364,15087,15451,2020,258.856,1.2437880520443798,452.7388509441543,18765.03034119356,19217.76919213771,476.0
New Milford School District,960011,Sarah Noble Intermediate School,960911,364,14951,15315,2020,258.856,1.2437880520443798,452.7388509441543,18595.87516611552,19048.61401705968,803.0
New Milford School District,960011,Schaghticoke Middle School,965211,364,15937,16301,2020,258.856,1.2437880520443798,452.7388509441543,19822.25018543128,20274.989036375435,939.0
Newington School District,940011,Anna Reynolds School,940611,441,17555,17995,2020,258.856,1.2437880520443798,548.5105309515715,21834.699253639086,22381.965996538616,404.0
Newington School District,940011,Elizabeth Green School,940211,441,20394,20835,2020,258.856,1.2437880520443798,548.5105309515715,25365.81353339308,25914.32406434465,284.0
Newington School District,940011,John Paterson School,940811,261,17916,18177,2020,258.856,1.2437880520443798,324.6286815835831,22283.706740427107,22608.33542201069,392.0
Newington School District,940011,John Wallace Middle School,945311,208,16560,16768,2020,258.856,1.2437880520443798,258.707914825231,20597.13014185493,20855.83805668016,659.0
Newington School District,940011,Martin Kellogg Middle School,945111,388,16814,17202,2020,258.856,1.2437880520443798,482.58976419321937,20913.0523070742,21395.642071267423,629.0
