district,district_code,school,school_code,ppe_federal,ppe_state_local_other,ppe_total_source,fiscal_year,cpi_u,deflator,ppe_federal_real,ppe_state_local_other_real,ppe_total_source_real,enrollment
Plainville School District,1100011,Plainville High School,1106111,1258,21482,22740,2024,313.698,1.026343808376209,1291.140510937271,22047.917691537725,23339.058202474997,688.0
Plymouth School District,1110011,Eli Terry Jr. Middle School,1115111,918,22830,23748,2024,313.698,1.026343808376209,942.18361608936,23431.429145228853,24373.61276131821,276.0
Plymouth School District,1110011,Harry S. Fisher Elementary School,1110411,1002,18638,19639,2024,313.698,1.026343808376209,1028.3964959929615,19128.995900515783,20156.36605270037,293.0
Plymouth School District,1110011,Plymouth Center School,1110211,1002,19114,20115,2024,313.698,1.026343808376209,1028.3964959929615,19617.53555330286,20644.905705487447,327.0
Plymouth School District,1110011,Terryville High School,1116111,1002,22600,23602,2024,313.698,1.026343808376209,1028.3964959929615,23195.370069302324,24223.76656529529,370.0
Pomfret School District,1120011,Pomfret Community School,1120111,1463,20765,22228,2024,313.698,1.026343808376209,1501.5409916543938,21312.029180931982,22813.570172586376,347.0
Portland School District,1130011,Brownstone Intermediate School,1130511,712,18725,19437,2024,313.698,1.026343808376209,730.7567915638608,19218.287811844515,19949.044603408376,210.0
Portland School District,1130011,Gildersleeve School,1130411,1534,18159,19693,2024,313.698,1.026343808376209,1574.4114020491047,18637.37721630358,20211.78861835269,269.0
Portland School District,1130011,Portland High School,1136111,936,24732,25668,2024,313.698,1.026343808376209,960.6578046401318,25383.535068760404,26344.19287340053,305.0
Portland School District,1130011,Portland Middle School,1135111,936,16763,17700,2024,313.698,1.026343808376209,960.6578046401318,17204.60125981039,18166.2854082589,211.0
Portland School District,1130011,Valley View School,1130211,712,18804,19515,2024,313.698,1.026343808376209,730.7567915638608,19299.36897270624,20029.09942046172,228.0
Preston School District,1140011,Preston Plains School,1145111,1092,26073,27165,2024,313.698,1.026343808376209,1120.7674387468203,26759.8621157929,27880.62955453972,130.0
Preston School District,1140011,Preston Veterans' Memorial School,1140411,1070,21879,22949,2024,313.698,1.026343808376209,1098.1878749625437,22455.37618346308,23553.56405842562,314.0
Putnam School District,1160011,Putnam Elementary School,1160311,1526,16999,18526,2024,313.698,1.026343808376209,1566.2006515820951,17446.818398587176,19014.04539397765,558.0
Putnam School District,1160011,Putnam High School,1166111,737,20502,21238,2024,313.698,1.026343808376209,756.415386773266,21042.10075932904,21797.489802293927,271.0
Putnam School District,1160011,Putnam Middle School,1165111,1113,16980,18093,2024,313.698,1.026343808376209,1142.3206587227207,17427.31786622803,18569.63852495075,335.0
Redding School District,1170011,John Read Middle School,1175111,16,31121,31137,2024,313.698,1.026343808376209,16.421500934019345,31940.845660476003,31957.26716141002,353.0
Redding School District,1170011,Redding Elementary School,1170111,1135,26247,27382,2024,313.698,1.026343808376209,1164.9002225069974,26938.44593845036,28103.34616095736,511.0
Regional School District 01,2010012,Housatonic Valley Regional High School,2016112,772,35063,35835,2024,313.698,1.026343808376209,792.3374200664334,35986.69295309502,36779.030373161455,308.0
Regional School District 04,2040012,John Winthrop Middle School,2045112,644,31474,32118,2024,313.698,1.026343808376209,660.9654125942786,32303.145024832804,32964.11043742708,223.0
Regional School District 04,2040012,Valley Regional High School,2046112,681,25452,26133,2024,313.698,1.026343808376209,698.9401335041983,26122.502610791274,26821.442744295477,483.0
Regional School District 05,2050012,Amity Middle School: Bethany,2055112,323,23389,23713,2024,313.698,1.026343808376209,331.50905010551554,24005.155334111158,24337.690728025045,352.0
Regional School District 05,2050012,Amity Middle School: Orange,2055212,323,21675,21998,2024,313.698,1.026343808376209,331.50905010551554,22246.00204655433,22577.511096659848,359.0
Regional School District 05,2050012,Amity Regional High School,2056112,408,21630,22038,2024,313.698,1.026343808376209,418.7482738174933,22199.816575177403,22618.56484899489,1364.0
Regional School District 06,2060012,Goshen Center School,2060112,0,23013,23013,2024,313.698,1.026343808376209,0.0,23619.2500621617,23619.2500621617,144.0
Regional School District 06,2060012,James Morris School,2060212,0,26001,26001,2024,313.698,1.026343808376209,0.0,26685.965361589813,26685.965361589813,111.0
Regional School District 06,2060012,Wamogo Regional High School,2066112,548,26775,27324,2024,313.698,1.026343808376209,562.4364069901626,27480.355469273,28043.81822007154,379.0
Regional School District 06,2060012,Wamogo Regional Middle School,2060512,2398,11652,14051,2024,313.698,1.026343808376209,2461.1724524861493,11958.958055199588,14421.156851494114,152.0
Regional School District 06,2060012,Warren Elementary School,2060312,0,31351,31351,2024,313.698,1.026343808376209,0.0,32176.90473640253,32176.90473640253,54.0
Regional School District 07,2070012,Northwestern Regional High School,2076112,451,27409,27860,2024,313.698,1.026343808376209,462.8810575776703,28131.05744378352,28593.938501361183,521.0
Regional School District 07,2070012,Northwestern Regional Middle School,2075112,374,27271,27646,2024,313.698,1.026343808376209,383.8525843327022,27989.4219982276,28374.30092636868,235.0
Regional School District 08,2080012,RHAM High School,2086112,389,24635,25023,2024,313.698,1.026343808376209,399.2477414583453,25283.97971934791,25682.20111699788,779.0
Regional School District 08,2080012,RHAM Middle School,2085112,384,25683,26067,2024,313.698,1.026343808376209,394.11602241646426,26359.588030526174,26753.70405294264,369.0
Regional School District 09,2090012,Joel Barlow High School,2096112,454,29352,29806,2024,313.698,1.026343808376209,465.96008900279895,30125.24346345849,30591.203552461287,737.0
Regional School District 10,2100012,Har-Bur Middle School,2105112,401,18359,18761,2024,313.698,1.026343808376209,411.5638671588599,18842.645977978824,19255.23618894606,660.0
Regional School District 10,2100012,Harwinton Consolidated School,2100312,379,19185,19564,2024,313.698,1.026343808376209,388.9843033745833,19690.405963697573,20079.390267072155,368.0
Regional School District 10,2100012,Lake Garda Elementary School,2100212,340,16524,16864,2024,313.698,1.026343808376209,348.9568948479111,16959.30508960848,17308.26198445639,453.0
Regional School District 10,2100012,Lewis S. Mills High School,2106112,626,20839,21465,2024,313.698,1.026343808376209,642.4912240435069,21387.97862275182,22030.469846795328,627.0
Regional School District 11,2110012,Parish Hill High School,2116112,1159,28764,29924,2024,313.698,1.026343808376209,1189.5324739080263,29521.75330413328,30712.31212184968,205.0
Regional School District 12,2120012,Booth Free School,2120212,832,32060,32892,2024,313.698,1.026343808376209,853.9180485690059,32904.58249654126,33758.50054511027,85.0
Regional School District 12,2120012,Shepaug Valley School,2120312,851,29693,30544,2024,313.698,1.026343808376209,873.4185809281539,30475.226702114775,31348.64528304293,496.0
Regional School District 12,2120012,The Burnham School,2120112,832,34573,35404,2024,313.698,1.026343808376209,853.9180485690059,35483.78448699068,36336.67619175131,72.0
Regional School District 12,2120012,Washington Primary School,2120412,832,29033,29865,2024,313.698,1.026343808376209,853.9180485690059,29797.83978858648,30651.757837155485,139.0
Regional School District 13,2130012,Coginchaug Regional High School,2136112,424,30608,31032,2024,313.698,1.026343808376209,435.1697747515127,31414.33128677901,31849.50106153052,359.0
Regional School District 13,2130012,Frank Ward Strong School,2135112,337,25783,26120,2024,313.698,1.026343808376209,345.87786342278247,26462.2224113638,26808.100274786582,310.0
Regional School District 13,2130012,Frederick Brewster School,2130112,964,27906,28870,2024,313.698,1.026343808376209,989.3954312746656,28641.15031654649,29630.54574782116,230.0
Regional School District 13,2130012,John Lyman School,2130512,859,28115,28973,2024,313.698,1.026343808376209,881.6293313951636,28855.65617249712,29736.259160083904,174.0
Regional School District 13,2130012,Middlefield Memorial School,2130412,555,25028,25583,2024,313.698,1.026343808376209,569.620813648796,25687.33283603976,26256.95364968856,245.0
Regional School District 14,2140012,Bethlehem Elementary School,2140112,558,23353,23911,2024,313.698,1.026343808376209,572.6998450739246,23968.20695700961,24540.906802083537,280.0
Regional School District 14,2140012,Mitchell Elementary School,2140212,468,22262,22730,2024,313.698,1.026343808376209,480.3289023200659,22848.465862071167,23328.794764391238,327.0
Regional School District 14,2140012,Nonnewaug High School,2146112,456,23450,23907,2024,313.698,1.026343808376209,468.01277661955135,24067.762306422104,24536.80142685003,652.0
Regional School District 14,2140012,Woodbury Middle School,2145112,758,23794,24552,2024,313.698,1.026343808376209,777.9686067491665,24420.82457650352,25198.793183252685,313.0
Regional School District 15,2150012,Gainfield Elementary School,2150412,221,21837,22058,2024,313.698,1.026343808376209,226.8219816511422,22412.26974351128,22639.09172516242,347.0
Regional School District 15,2150012,Long Meadow Elementary School,2150712,970,21932,22902,2024,313.698,1.026343808376209,995.5534941249228,22509.772405307016,23505.32589943194,528.0
Regional School District 15,2150012,Memorial Middle School,2155212,594,21965,22559,2024,313.698,1.026343808376209,609.6482221754682,22543.641750983432,23153.289973158902,408.0
Regional School District 15,2150012,Middlebury Elementary School,2150612,428,23223,23652,2024,313.698,1.026343808376209,439.2751499850175,23834.782261920704,24275.0837557141,320.0
Regional School District 15,2150012,Pomperaug Elementary School,2150512,638,21613,22251,2024,313.698,1.026343808376209,654.8073497440214,22182.36873043501,22837.17608017903,422.0
Regional School District 15,2150012,Pomperaug Regional High School,2156212,494,24433,24927,2024,313.698,1.026343808376209,507.0138413378473,25076.65827005592,25583.672111393764,995.0
Regional School District 15,2150012,Rochambeau Middle School,2155112,1060,22688,23747,2024,313.698,1.026343808376209,1087.9244368787815,23285.68832443943,24372.58641750984,387.0
Regional School District 16,2160012,Laurel Ledge School,2160112,384,20765,21148,2024,313.698,1.026343808376209,394.11602241646426,21312.029180931982,21705.11885954007,295.0
Regional School District 16,2160012,Long River Middle School,2165112,384,20150,20534,2024,313.698,1.026343808376209,394.11602241646426,20680.82773878061,21074.94376119708,434.0
Regional School District 16,2160012,Prospect Elementary School,2160512,384,17898,18281,2024,313.698,1.026343808376209,394.11602241646426,18369.50148231739,18762.59116092548,605.0
Regional School District 16,2160012,Woodland Regional High School,2166012,411,22176,22587,2024,313.698,1.026343808376209,421.827305242622,22760.20029455081,23182.027599793437,590.0
Regional School District 17,2170012,Burr District Elementary School,2170212,458,20615,21072,2024,313.698,1.026343808376209,470.0654642363037,21158.07760967555,21627.11673010348,297.0
Regional School District 17,2170012,Haddam-Killingworth High School,2176112,458,27262,27720,2024,313.698,1.026343808376209,470.0654642363037,27980.184903952213,28450.25036818852,518.0
Regional School District 17,2170012,Haddam-Killingworth Intermediate School,2170512,458,21072,21529,2024,313.698,1.026343808376209,470.0654642363037,21627.11673010348,22096.15585053141,280.0
Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,458,25356,25814,2024,313.698,1.026343808376209,470.0654642363037,26023.97360518716,26494.039069423463,395.0
Regional School District 17,2170012,Killingworth Elementary School,2170312,458,24684,25142,2024,313.698,1.026343808376209,470.0654642363037,25334.270565958344,25804.33603019465,269.0
Regional School District 18,2180012,Center School,2180312,376,23598,23974,2024,313.698,1.026343808376209,385.9052719494546,24219.661190061783,24605.56646201124,99.0
Regional School District 18,2180012,Lyme Consolidated School,2180112,1157,21593,22749,2024,313.698,1.026343808376209,1187.479786291274,22161.841854267484,23348.29529675038,215.0
Regional School District 18,2180012,Lyme-Old Lyme High School,2186112,230,26514,26744,2024,313.698,1.026343808376209,236.0590759265281,27212.479735286808,27448.538811213337,392.0
Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,329,26781,27110,2024,313.698,1.026343808376209,337.6671129557728,27486.513532123256,27824.18064507903,272.0
Regional School District 18,2180012,Mile Creek School,2180212,163,20749,20912,2024,313.698,1.026343808376209,167.29404076532208,21295.607679997964,21462.90172076329,311.0
Regional School District 19,2190012,E. O. Smith High School,2196112,871,21481,22353,2024,313.698,1.026343808376209,893.9454570956781,22046.891347729343,22941.8631486334,1033.0
Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,423,22062,22485,2024,313.698,1.026343808376209,434.1434309431364,22643.19710039593,23077.34053133906,377.0
