district,district_code,school,school_code,fiscal_year,enrollment_total,n_native_american,n_asian,n_black,n_hispanic,n_two_or_more,n_white,n_pacific_islander,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_nonwhite
Hartford School District,640011,iGOAL 1 - HPHS,644911,2017,48.0,0.0,,14.0,32.0,0.0,,0.0,46.0,,29.166666666666668,66.66666666666666,,0.0,0.0,0.0,95.83333333333334,
Hartford School District,640011,iGOAL 1 - M.D. Fox School,645711,2017,26.0,0.0,0.0,,19.0,0.0,,0.0,22.0,,,73.07692307692307,0.0,0.0,0.0,0.0,84.61538461538461,
Hartford School District,640011,iGOAL 1 - Moylan School,649811,2017,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0
Hartford School District,640011,iGOAL 1 - Rawson School,644411,2017,45.0,0.0,,14.0,28.0,0.0,,0.0,42.0,,31.11111111111111,62.22222222222222,,0.0,0.0,0.0,93.33333333333331,
Hartford School District,640011,iGOAL 2 - Moylan School,648511,2017,9.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,100.0
Hartford School District,640011,iGOAL 2 - Weaver High School,645011,2017,24.0,0.0,,,13.0,0.0,0.0,0.0,16.0,0.0,,54.16666666666666,,0.0,0.0,0.0,66.66666666666666,100.0
Hartland School District,650011,Hartland School,650111,2017,189.0,,,,,,171.0,,,90.47619047619048,,,,,,,,9.523809523809518
Hebron School District,670011,Gilead Hill School,670211,2017,306.0,,,,13.0,,282.0,0.0,16.0,92.15686274509804,,4.248366013071895,,,,0.0,5.228758169934641,7.843137254901961
Hebron School District,670011,Hebron Elementary School,670111,2017,399.0,0.0,,,29.0,11.0,352.0,0.0,32.0,88.22055137844612,,7.268170426065162,,0.0,2.756892230576441,0.0,8.020050125313283,11.779448621553884
Highville Charter School District,2860013,Highville Charter School,2860113,2017,502.0,0.0,0.0,479.0,15.0,,,0.0,494.0,,95.4183266932271,2.98804780876494,0.0,0.0,,0.0,98.40637450199203,
Integrated Day Charter School District,2640013,Integrated Day Charter School,2640113,2017,330.0,,44.0,,46.0,31.0,180.0,0.0,49.0,54.54545454545454,,13.93939393939394,13.333333333333334,,9.393939393939393,0.0,14.84848484848485,45.45454545454546
Interdistrict School for Arts and Comm District,2650013,Interdistrict School For Arts And Communication,2655113,2017,270.0,,,63.0,129.0,17.0,51.0,,192.0,18.88888888888889,23.33333333333333,47.77777777777778,,,6.296296296296296,,71.11111111111111,81.11111111111111
Jumoke Academy District,2610013,Jumoke Academy,2610113,2017,753.0,0.0,8.0,711.0,29.0,,,0.0,740.0,,94.42231075697212,3.851261620185923,1.0624169986719787,0.0,,0.0,98.27357237715805,
Kent School District,680011,Kent Center School,680111,2017,235.0,0.0,,0.0,21.0,,197.0,0.0,21.0,83.82978723404256,0.0,8.936170212765958,,0.0,,0.0,8.936170212765958,16.170212765957444
Killingly School District,690011,Goodyear Early Childhood Center,698011,2017,133.0,,6.0,8.0,,,111.0,0.0,11.0,83.45864661654136,6.015037593984962,,4.511278195488721,,,0.0,8.270676691729323,16.54135338345864
Killingly School District,690011,Killingly Alternative Learning Program,690611,2017,17.0,,0.0,,0.0,,14.0,0.0,3.0,82.35294117647058,,0.0,0.0,,,0.0,17.647058823529413,17.64705882352942
Killingly School District,690011,Killingly Central School,690111,2017,369.0,10.0,10.0,17.0,,,324.0,0.0,20.0,87.8048780487805,4.607046070460704,,2.710027100271003,2.710027100271003,,0.0,5.420054200542006,12.195121951219503
Killingly School District,690011,Killingly High School,696111,2017,823.0,,,18.0,313.0,32.0,440.0,0.0,331.0,53.4629404617254,2.187120291616039,38.03159173754557,,,3.888213851761847,0.0,40.2187120291616,46.537059538274605
Killingly School District,690011,Killingly Intermediate School,695211,2017,683.0,9.0,19.0,11.0,130.0,43.0,471.0,0.0,141.0,68.96046852122987,1.610541727672035,19.03367496339678,2.781844802342606,1.3177159590043923,6.295754026354319,0.0,20.644216691068813,31.03953147877013
Killingly School District,690011,Killingly Memorial School,690311,2017,493.0,,23.0,,0.0,32.0,419.0,0.0,3.0,84.98985801217039,,0.0,4.665314401622718,,6.490872210953347,0.0,0.6085192697768762,15.010141987829613
Learn,2450014,Connecticut River Academy at Goodwin University,2456014,2017,454.0,0.0,14.0,98.0,214.0,,114.0,,312.0,25.11013215859031,21.58590308370044,47.136563876651984,3.0837004405286343,0.0,,,68.72246696035242,74.88986784140968
Learn,2450014,Dual Language & Arts Magnet Middle School,2455014,2017,147.0,0.0,,,59.0,17.0,53.0,0.0,62.0,36.054421768707485,,40.13605442176871,,0.0,11.564625850340136,0.0,42.17687074829932,63.94557823129252
Learn,2450014,LEARN Transition Academy,2450414,2017,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,
Learn,2450014,Learn ABA Program at Center School,2451214,2017,8.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,
Learn,2450014,Learn High School,2450614,2017,,0.0,,0.0,,,,0.0,3.0,,,,,,,,,
Learn,2450014,Learn Intensive Program,2451114,2017,16.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,
Learn,2450014,Learn Ledyard RICHES Program,2450714,2017,,0.0,0.0,,0.0,0.0,,0.0,3.0,,,,,,,,,
Learn,2450014,Learn Pathways Program,2450514,2017,,0.0,0.0,0.0,,,,0.0,3.0,,,,,,,,,
Learn,2450014,Learn SAILS Middle School Program,2450814,2017,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,
Learn,2450014,Learn SAILS Program at Salem,2451014,2017,6.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,
Learn,2450014,Marine Science Magnet High School,2456114,2017,271.0,,6.0,10.0,47.0,22.0,182.0,,57.0,67.15867158671587,3.690036900369003,17.343173431734318,2.214022140221402,,8.118081180811808,,21.033210332103323,32.84132841328413
Learn,2450014,Regional Multicultural Magnet School,2450114,2017,535.0,,18.0,64.0,185.0,72.0,192.0,,249.0,35.88785046728972,11.962616822429908,34.57943925233645,3.364485981308411,,13.457943925233645,,46.54205607476635,64.11214953271028
Learn,2450014,Riverside Magnet School at Goodwin University,2450314,2017,394.0,,7.0,104.0,161.0,30.0,90.0,,265.0,22.84263959390863,26.39593908629442,40.86294416243655,1.7766497461928936,,7.614213197969544,,67.25888324873097,77.15736040609137
Learn,2450014,The Friendship School,2450214,2017,505.0,,15.0,43.0,167.0,41.0,234.0,,210.0,46.33663366336634,8.514851485148515,33.069306930693074,2.9702970297029703,,8.118811881188119,,41.58415841584159,53.66336633663366
Learn,2450014,Three Rivers Middle College Magnet School,2456214,2017,67.0,0.0,,11.0,16.0,,32.0,0.0,27.0,47.76119402985074,16.417910447761194,23.88059701492537,,0.0,,0.0,40.298507462686565,52.23880597014926
Lebanon School District,710011,Lebanon Elementary School,710111,2017,352.0,6.0,8.0,10.0,20.0,,305.0,,30.0,86.64772727272727,2.840909090909091,5.681818181818182,2.272727272727273,1.7045454545454544,,,8.522727272727272,13.352272727272734
Lebanon School District,710011,Lebanon Middle School,715111,2017,295.0,,6.0,,19.0,,260.0,,22.0,88.13559322033898,,6.440677966101695,2.0338983050847457,,,,7.457627118644068,11.864406779661024
Lebanon School District,710011,Lyman Memorial High School,716211,2017,364.0,,,,14.0,,336.0,,17.0,92.3076923076923,,3.8461538461538463,,,,,4.670329670329671,7.692307692307693
Ledyard School District,720011,Gales Ferry School,720211,2017,215.0,0.0,,11.0,16.0,11.0,167.0,,27.0,77.67441860465117,5.116279069767442,7.441860465116279,,0.0,5.116279069767442,,12.558139534883722,22.325581395348834
Ledyard School District,720011,Gallup Hill School,720411,2017,335.0,22.0,,13.0,37.0,42.0,213.0,,50.0,63.582089552238806,3.880597014925373,11.044776119402986,,6.567164179104477,12.53731343283582,,14.925373134328357,36.4179104477612
Ledyard School District,720011,Juliet W. Long School,720311,2017,284.0,,,9.0,41.0,16.0,211.0,0.0,50.0,74.29577464788733,3.169014084507042,14.43661971830986,,,5.633802816901409,0.0,17.6056338028169,25.704225352112672
Ledyard School District,720011,Ledyard Center School,720111,2017,402.0,20.0,16.0,,40.0,25.0,286.0,,43.0,71.14427860696517,,9.950248756218906,3.9800995024875614,4.975124378109453,6.218905472636816,,10.696517412935323,28.855721393034827
Ledyard School District,720011,Ledyard High School,726111,2017,798.0,21.0,36.0,55.0,83.0,16.0,587.0,0.0,138.0,73.55889724310777,6.892230576441103,10.401002506265664,4.511278195488721,2.631578947368421,2.0050125313283207,0.0,17.293233082706767,26.441102756892235
Ledyard School District,720011,Ledyard Middle School,725111,2017,332.0,19.0,12.0,27.0,26.0,15.0,233.0,0.0,53.0,70.18072289156626,8.132530120481928,7.83132530120482,3.614457831325301,5.72289156626506,4.518072289156627,0.0,15.963855421686745,29.819277108433734
Lisbon School District,730011,Lisbon Central School,730111,2017,393.0,,7.0,7.0,31.0,26.0,318.0,,38.0,80.91603053435115,1.7811704834605595,7.888040712468193,1.7811704834605595,,6.615776081424936,,9.669211195928751,19.08396946564885
Litchfield School District,740011,Center School,740211,2017,296.0,0.0,,,19.0,,265.0,0.0,22.0,89.52702702702703,,6.418918918918918,,0.0,,0.0,7.432432432432432,10.472972972972968
Litchfield School District,740011,Litchfield High School,746111,2017,292.0,0.0,,,15.0,,264.0,,18.0,90.41095890410958,,5.136986301369863,,0.0,,,6.164383561643835,9.589041095890424
Litchfield School District,740011,Litchfield Intermediate School,740311,2017,188.0,0.0,,0.0,7.0,,169.0,,7.0,89.8936170212766,0.0,3.723404255319149,,0.0,,,3.723404255319149,10.106382978723405
Litchfield School District,740011,Litchfield Middle School,746011,2017,160.0,0.0,,0.0,7.0,,147.0,,7.0,91.875,0.0,4.375,,0.0,,,4.375,8.125
Madison School District,760011,Daniel Hand High School,766111,2017,1153.0,,47.0,,42.0,25.0,1023.0,0.0,45.0,88.72506504770165,,3.6426712922810056,4.076322636600174,,2.168256721595837,0.0,3.902862098872507,11.274934952298352
Madison School District,760011,Dr. Robert H. Brown Elementary School,760611,2017,414.0,0.0,,,18.0,18.0,363.0,0.0,21.0,87.68115942028986,,4.3478260869565215,,0.0,4.3478260869565215,0.0,5.072463768115942,12.31884057971014
Madison School District,760011,Island Avenue Elementary School,760211,2017,269.0,0.0,6.0,,14.0,,243.0,,17.0,90.33457249070632,,5.204460966542751,2.2304832713754648,0.0,,,6.319702602230483,9.66542750929368
Madison School District,760011,J. Milton Jeffrey Elementary School,760111,2017,327.0,0.0,10.0,0.0,17.0,13.0,287.0,0.0,17.0,87.76758409785933,0.0,5.198776758409786,3.058103975535168,0.0,3.9755351681957194,0.0,5.198776758409786,12.232415902140673
Madison School District,760011,Kathleen H. Ryerson Elementary School,760311,2017,235.0,,16.0,0.0,,11.0,195.0,0.0,3.0,82.97872340425532,0.0,,6.808510638297872,,4.680851063829787,0.0,1.276595744680851,17.02127659574468
Madison School District,760011,Town Campus Learning Center,769011,2017,46.0,0.0,,,,0.0,39.0,0.0,,84.78260869565217,,,,0.0,0.0,0.0,,15.217391304347828
Madison School District,760011,Walter C. Polson Middle School,765211,2017,487.0,,20.0,,15.0,13.0,437.0,0.0,18.0,89.73305954825463,,3.0800821355236137,4.106776180698152,,2.6694045174537986,0.0,3.696098562628337,10.26694045174537
Manchester School District,770011,Bowers School,770111,2017,414.0,0.0,17.0,77.0,125.0,6.0,189.0,0.0,202.0,45.65217391304348,18.59903381642512,30.193236714975846,4.1062801932367154,0.0,1.4492753623188406,0.0,48.792270531400966,54.34782608695652
Manchester School District,770011,Buckley School,770311,2017,375.0,,38.0,65.0,61.0,10.0,199.0,,126.0,53.06666666666666,17.333333333333336,16.266666666666666,10.133333333333333,,2.666666666666667,,33.6,46.93333333333334
Manchester School District,770011,Elementary Site 2,771111,2017,,0.0,0.0,,0.0,0.0,,0.0,3.0,,,,,,,,,
Manchester School District,770011,Elisabeth M. Bennet Academy,771711,2017,407.0,,30.0,78.0,115.0,,163.0,0.0,193.0,40.04914004914005,19.164619164619165,28.25552825552825,7.371007371007371,,,0.0,47.420147420147416,59.95085995085995
Manchester School District,770011,Highland Park School,770411,2017,272.0,,13.0,59.0,52.0,,142.0,0.0,111.0,52.20588235294118,21.69117647058824,19.11764705882353,4.779411764705882,,,0.0,40.80882352941176,47.79411764705882
Manchester School District,770011,Illing Middle School,775311,2017,811.0,,46.0,183.0,220.0,35.0,325.0,,403.0,40.07398273736128,22.564734895191123,27.12700369913687,5.672009864364981,,4.315659679408138,,49.69173859432799,59.92601726263872
Manchester School District,770011,Keeney School,770611,2017,361.0,0.0,29.0,48.0,69.0,11.0,204.0,0.0,117.0,56.50969529085873,13.29639889196676,19.113573407202217,8.033240997229916,0.0,3.0470914127423825,0.0,32.40997229916898,43.49030470914127
Manchester School District,770011,Manchester Head Start,778011,2017,179.0,,16.0,40.0,45.0,,73.0,0.0,85.0,40.78212290502793,22.3463687150838,25.13966480446928,8.938547486033519,,,0.0,47.48603351955308,59.21787709497207
Manchester School District,770011,Manchester High School,776111,2017,1555.0,,125.0,357.0,396.0,68.0,601.0,,753.0,38.649517684887456,22.958199356913184,25.466237942122188,8.038585209003216,,4.372990353697749,,48.424437299035375,61.350482315112544
Manchester School District,770011,Manchester High School-Site 2,770211,2017,43.0,,,11.0,13.0,0.0,16.0,,24.0,37.2093023255814,25.58139534883721,30.23255813953488,,,0.0,,55.81395348837209,62.7906976744186
Manchester School District,770011,Manchester Preschool - Site 2,770811,2017,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester School District,770011,Manchester Regional Academy,779011,2017,70.0,0.0,0.0,21.0,27.0,,,0.0,48.0,,30.0,38.57142857142858,0.0,0.0,,0.0,68.57142857142857,
Manchester School District,770011,Manchester Transition Center,779111,2017,19.0,0.0,0.0,,,0.0,9.0,0.0,,47.368421052631575,,,0.0,0.0,0.0,0.0,,52.631578947368425
Manchester School District,770011,Martin School,771611,2017,266.0,0.0,15.0,45.0,84.0,7.0,115.0,0.0,129.0,43.23308270676692,16.917293233082706,31.57894736842105,5.639097744360902,0.0,2.631578947368421,0.0,48.49624060150376,56.766917293233085
Manchester School District,770011,New Horizons,770711,2017,18.0,0.0,,6.0,,,,0.0,9.0,,33.33333333333333,,,0.0,,0.0,50.0,
Manchester School District,770011,Robertson School,771011,2017,363.0,,92.0,116.0,69.0,6.0,78.0,,185.0,21.487603305785125,31.955922865013772,19.00826446280992,25.34435261707989,,1.6528925619834711,,50.964187327823694,78.51239669421487
Manchester School District,770011,Verplanck School,771211,2017,390.0,0.0,41.0,105.0,163.0,,72.0,,268.0,18.461538461538463,26.923076923076923,41.7948717948718,10.512820512820513,0.0,,,68.71794871794872,81.53846153846153
Manchester School District,770011,Waddell School,771311,2017,347.0,0.0,38.0,74.0,94.0,,127.0,,168.0,36.59942363112392,21.32564841498559,27.089337175792505,10.95100864553314,0.0,,,48.414985590778095,63.40057636887608
Manchester School District,770011,Washington School,771411,2017,344.0,,9.0,103.0,139.0,12.0,78.0,,242.0,22.67441860465116,29.94186046511628,40.406976744186046,2.616279069767442,,3.488372093023256,,70.34883720930233,77.32558139534883
Mansfield School District,780011,Mansfield Elementary at Goodwin,780211,2017,200.0,,44.0,,12.0,7.0,133.0,0.0,15.0,66.5,,6.0,22.0,,3.5000000000000004,0.0,7.5,33.5
Mansfield School District,780011,Mansfield Elementary at Vinton,780411,2017,254.0,,33.0,,31.0,15.0,165.0,0.0,34.0,64.96062992125984,,12.20472440944882,12.992125984251969,,5.905511811023622,0.0,13.385826771653544,35.03937007874016
Mansfield School District,780011,Mansfield Middle School,785111,2017,533.0,0.0,50.0,11.0,67.0,26.0,379.0,0.0,78.0,71.10694183864915,2.063789868667917,12.570356472795496,9.380863039399625,0.0,4.878048780487805,0.0,14.634146341463412,28.89305816135085
Mansfield School District,780011,Southeast Elementary School,780511,2017,227.0,,33.0,8.0,33.0,,147.0,0.0,41.0,64.75770925110133,3.524229074889868,14.537444933920703,14.537444933920703,,,0.0,18.06167400881057,35.24229074889867
Marlborough School District,790011,Elmer Thienes-Mary Hall Elementary School,790111,2017,535.0,,7.0,,36.0,11.0,473.0,0.0,39.0,88.41121495327103,,6.728971962616822,1.3084112149532712,,2.0560747663551404,0.0,7.289719626168225,11.588785046728972
Meriden School District,800011,Benjamin Franklin School,800111,2017,345.0,7.0,20.0,27.0,176.0,,107.0,,203.0,31.01449275362319,7.82608695652174,51.01449275362319,5.797101449275362,2.0289855072463765,,,58.84057971014492,68.98550724637681
Meriden School District,800011,Casimir Pulaski School,801111,2017,532.0,,31.0,35.0,309.0,20.0,132.0,,344.0,24.81203007518797,6.578947368421052,58.08270676691729,5.827067669172932,,3.7593984962406015,,64.66165413533834,75.18796992481202
Meriden School District,800011,Community Classroom Collaborative,800211,2017,10.0,0.0,0.0,,,0.0,6.0,0.0,,60.0,,,0.0,0.0,0.0,0.0,,40.0
Meriden School District,800011,Francis T. Maloney High School,806111,2017,1191.0,,44.0,128.0,585.0,25.0,406.0,,713.0,34.089000839630565,10.747271200671705,49.1183879093199,3.6943744752308985,,2.0990764063811924,,59.86565910999161,65.91099916036944
Meriden School District,800011,Hanover School,800311,2017,586.0,,8.0,31.0,307.0,12.0,224.0,,338.0,38.225255972696246,5.290102389078498,52.38907849829352,1.3651877133105803,,2.04778156996587,,57.67918088737202,61.77474402730376
Meriden School District,800011,Israel Putnam School,800411,2017,567.0,10.0,35.0,38.0,304.0,20.0,160.0,0.0,342.0,28.21869488536155,6.701940035273369,53.61552028218695,6.172839506172839,1.763668430335097,3.527336860670194,0.0,60.31746031746032,71.78130511463846
Meriden School District,800011,John Barry School,800511,2017,476.0,,30.0,47.0,316.0,11.0,69.0,,363.0,14.495798319327733,9.873949579831931,66.38655462184873,6.302521008403361,,2.3109243697478994,,76.26050420168067,85.50420168067227
Meriden School District,800011,Lincoln Middle School,805211,2017,725.0,,20.0,71.0,390.0,14.0,222.0,,461.0,30.620689655172413,9.793103448275865,53.79310344827586,2.7586206896551726,,1.9310344827586208,,63.58620689655172,69.37931034482759
Meriden School District,800011,Nathan Hale School,800711,2017,613.0,,24.0,42.0,338.0,16.0,184.0,,380.0,30.0163132137031,6.851549755301795,55.13866231647635,3.915171288743882,,2.6101141924959217,,61.99021207177814,69.9836867862969
Meriden School District,800011,Orville H. Platt High School,806211,2017,970.0,0.0,27.0,123.0,512.0,,278.0,,635.0,28.659793814432987,12.68041237113402,52.78350515463918,2.783505154639176,0.0,,,65.4639175257732,71.34020618556701
Meriden School District,800011,Roger Sherman School,800811,2017,584.0,,18.0,38.0,346.0,26.0,151.0,,384.0,25.85616438356164,6.506849315068493,59.24657534246576,3.0821917808219177,,4.452054794520548,,65.75342465753424,74.14383561643837
Meriden School District,800011,STARS - Hanover,800611,2017,42.0,0.0,0.0,,21.0,,17.0,0.0,24.0,40.47619047619048,,50.0,0.0,0.0,,0.0,57.14285714285714,59.523809523809526
Meriden School District,800011,STARS - MS,801511,2017,6.0,0.0,0.0,0.0,,0.0,,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,50.0,
Meriden School District,800011,STEP - ES,800911,2017,19.0,0.0,0.0,,9.0,,,0.0,12.0,,,47.368421052631575,0.0,0.0,,0.0,63.1578947368421,
Meriden School District,800011,STEPS - MS,801211,2017,20.0,0.0,0.0,,11.0,0.0,,0.0,14.0,,,55.00000000000001,0.0,0.0,0.0,0.0,70.0,
Meriden School District,800011,Success Academy,801411,2017,35.0,0.0,,,23.0,,8.0,0.0,26.0,22.857142857142858,,65.71428571428571,,0.0,,0.0,74.28571428571429,77.14285714285714
Meriden School District,800011,Thomas Hooker School,801011,2017,417.0,8.0,11.0,15.0,185.0,10.0,188.0,0.0,200.0,45.08393285371702,3.597122302158273,44.36450839328538,2.6378896882494005,1.9184652278177456,2.3980815347721824,0.0,47.961630695443645,54.91606714628298
Meriden School District,800011,Venture Academy,801311,2017,40.0,0.0,,8.0,23.0,,6.0,0.0,31.0,15.0,20.0,57.49999999999999,,0.0,,0.0,77.5,85.0
Meriden School District,800011,Washington Middle School,805411,2017,709.0,,25.0,83.0,332.0,12.0,251.0,,415.0,35.40197461212976,11.706629055007053,46.82651622002821,3.5260930888575457,,1.692524682651622,,58.53314527503526,64.59802538787024
Middletown School District,830011,Beman Middle School,835411,2017,695.0,,,118.0,127.0,34.0,387.0,0.0,245.0,55.68345323741008,16.97841726618705,18.27338129496403,,,4.892086330935252,0.0,35.25179856115108,44.31654676258992
Middletown School District,830011,Bielefield School,830211,2017,288.0,0.0,7.0,66.0,72.0,30.0,113.0,0.0,138.0,39.23611111111111,22.916666666666664,25.0,2.430555555555556,0.0,10.416666666666668,0.0,47.91666666666667,60.76388888888889
Middletown School District,830011,Evening Program - MHS,831611,2017,10.0,0.0,0.0,6.0,,0.0,,0.0,9.0,,60.0,,0.0,0.0,0.0,0.0,90.0,
Middletown School District,830011,Farm Hill School,830511,2017,333.0,0.0,13.0,69.0,88.0,23.0,140.0,0.0,157.0,42.04204204204204,20.72072072072072,26.426426426426424,3.903903903903904,0.0,6.906906906906906,0.0,47.147147147147145,57.95795795795796
Middletown School District,830011,ICM - Farm Hill,830611,2017,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,
Middletown School District,830011,ICM - Moody 3-5,830711,2017,6.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,
Middletown School District,830011,ICM - Moody K-2,830811,2017,6.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,
Middletown School District,830011,ICM - Spencer,832011,2017,7.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,
Middletown School District,830011,ICM- Beman Middle School,830411,2017,,0.0,0.0,,0.0,0.0,,0.0,3.0,,,,,,,,,
Middletown School District,830011,Keigwin Middle School,831511,2017,296.0,0.0,8.0,64.0,51.0,29.0,144.0,0.0,115.0,48.64864864864865,21.62162162162162,17.22972972972973,2.702702702702702,0.0,9.797297297297296,0.0,38.85135135135135,51.35135135135135
Middletown School District,830011,Lawrence School,831311,2017,278.0,0.0,44.0,49.0,38.0,30.0,117.0,0.0,87.0,42.086330935251794,17.62589928057554,13.66906474820144,15.827338129496402,0.0,10.79136690647482,0.0,31.294964028776977,57.913669064748206
Middletown School District,830011,MHS - Alternative Education Program 1,831811,2017,7.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,
Middletown School District,830011,MHS - Alternative Education Program 2,831911,2017,7.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,
Middletown School District,830011,Middletown High School,836211,2017,1238.0,,54.0,258.0,177.0,53.0,689.0,,435.0,55.65428109854604,20.84006462035541,14.297253634894991,4.361873990306947,,4.281098546042003,,35.137318255250406,44.34571890145396
Middletown School District,830011,Middletown Transition Center,839111,2017,26.0,0.0,,9.0,,,10.0,0.0,12.0,38.46153846153847,34.61538461538461,,,0.0,,0.0,46.15384615384615,61.53846153846153
Middletown School District,830011,Moody School,831211,2017,250.0,0.0,10.0,29.0,26.0,19.0,166.0,0.0,55.0,66.4,11.6,10.4,4.0,0.0,7.6,0.0,22.0,33.599999999999994
Middletown School District,830011,STEM - Macdonough,832111,2017,24.0,0.0,0.0,,,,15.0,0.0,,62.5,,,0.0,0.0,,0.0,,37.5
Middletown School District,830011,Snow School,831111,2017,404.0,0.0,28.0,67.0,79.0,32.0,198.0,0.0,146.0,49.00990099009901,16.584158415841586,19.554455445544555,6.930693069306932,0.0,7.920792079207921,0.0,36.13861386138614,50.99009900990099
Middletown School District,830011,Spencer School,830111,2017,262.0,,13.0,43.0,57.0,15.0,131.0,,100.0,50.0,16.412213740458014,21.75572519083969,4.961832061068702,,5.7251908396946565,,38.16793893129771,50.0
Middletown School District,830011,Virtual Learning Academy - MHS,831711,2017,8.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,
Middletown School District,830011,Wesley School,831411,2017,251.0,0.0,,46.0,37.0,15.0,142.0,,83.0,56.57370517928288,18.326693227091635,14.741035856573706,,0.0,5.9760956175298805,,33.067729083665334,43.426294820717125
Milford School District,840011,Calf Pen Meadow School,840111,2017,272.0,0.0,,14.0,18.0,,222.0,0.0,32.0,81.61764705882352,5.147058823529411,6.61764705882353,,0.0,,0.0,11.76470588235294,18.38235294117648
Milford School District,840011,East Shore Middle School,845111,2017,435.0,0.0,29.0,,29.0,,355.0,0.0,32.0,81.60919540229885,,6.666666666666667,6.666666666666667,0.0,,0.0,7.35632183908046,18.39080459770115
Milford School District,840011,Fifth Year Vocational Experience,840411,2017,8.0,0.0,0.0,0.0,,0.0,,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,37.5,
Milford School District,840011,Harborside Middle School,845211,2017,530.0,0.0,52.0,,27.0,0.0,432.0,,30.0,81.50943396226415,,5.09433962264151,9.811320754716984,0.0,0.0,,5.660377358490567,18.49056603773585
Milford School District,840011,J. F. Kennedy School,841911,2017,354.0,,45.0,24.0,42.0,,232.0,0.0,66.0,65.5367231638418,6.779661016949152,11.864406779661016,12.71186440677966,,,0.0,18.64406779661017,34.4632768361582
Milford School District,840011,Jonathan Law High School,846211,2017,865.0,,60.0,42.0,62.0,,697.0,,104.0,80.57803468208093,4.855491329479769,7.167630057803469,6.9364161849710975,,,,12.023121387283236,19.421965317919074
Milford School District,840011,Joseph A. Foran High School,846311,2017,903.0,,49.0,45.0,41.0,,759.0,,86.0,84.0531561461794,4.983388704318937,4.540420819490587,5.426356589147287,,,,9.523809523809524,15.946843853820596
Milford School District,840011,Live Oaks School,841611,2017,302.0,,26.0,,19.0,9.0,241.0,0.0,22.0,79.80132450331125,,6.291390728476822,8.609271523178808,,2.980132450331126,0.0,7.28476821192053,20.19867549668875
Milford School District,840011,Mathewson School,841711,2017,410.0,0.0,76.0,16.0,40.0,7.0,271.0,0.0,56.0,66.09756097560975,3.902439024390244,9.75609756097561,18.536585365853657,0.0,1.707317073170732,0.0,13.658536585365855,33.90243902439025
Milford School District,840011,Meadowside School,840711,2017,297.0,,86.0,,31.0,9.0,166.0,0.0,34.0,55.892255892255896,,10.437710437710438,28.95622895622896,,3.0303030303030303,0.0,11.447811447811448,44.1077441077441
Milford School District,840011,Orange Avenue School,840811,2017,409.0,,38.0,,41.0,7.0,317.0,0.0,44.0,77.50611246943765,,10.024449877750612,9.290953545232274,,1.7114914425427872,0.0,10.757946210268948,22.493887530562347
Milford School District,840011,Orchard Hills School,841811,2017,349.0,0.0,21.0,14.0,21.0,6.0,287.0,0.0,35.0,82.23495702005731,4.011461318051576,6.017191977077363,6.017191977077363,0.0,1.7191977077363898,0.0,10.028653295128938,17.76504297994269
Milford School District,840011,Post Grad Transitional Academy,840611,2017,,0.0,0.0,,0.0,0.0,,0.0,3.0,,,,,,,,,
Milford School District,840011,Pumpkin Delight School,841011,2017,260.0,0.0,24.0,31.0,24.0,,175.0,,55.0,67.3076923076923,11.923076923076923,9.230769230769232,9.230769230769232,0.0,,,21.153846153846157,32.69230769230769
Milford School District,840011,The Academy,840311,2017,35.0,0.0,0.0,,,0.0,29.0,0.0,,82.85714285714286,,,0.0,0.0,0.0,0.0,,17.14285714285714
Milford School District,840011,West Shore Middle School,845311,2017,450.0,,37.0,33.0,39.0,,337.0,,72.0,74.8888888888889,7.333333333333333,8.666666666666668,8.222222222222223,,,,16.0,25.1111111111111
