district,district_code,school,school_code,fiscal_year,enrollment_total,n_native_american,n_asian,n_black,n_hispanic,n_two_or_more,n_white,n_pacific_islander,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_nonwhite
Monroe School District,850011,Fawn Hollow Elementary School,850511,2017,515.0,0.0,29.0,15.0,48.0,22.0,401.0,0.0,63.0,77.86407766990291,2.912621359223301,9.320388349514564,5.631067961165048,0.0,4.271844660194175,0.0,12.233009708737864,22.135922330097088
Monroe School District,850011,Jockey Hollow School,855211,2017,782.0,,35.0,,62.0,15.0,656.0,0.0,65.0,83.88746803069054,,7.928388746803069,4.475703324808184,,1.918158567774936,0.0,8.312020460358056,16.112531969309458
Monroe School District,850011,Masuk Alternative Program,850211,2017,9.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,
Monroe School District,850011,Masuk High School,856111,2017,1051.0,,42.0,,78.0,36.0,870.0,0.0,81.0,82.77830637488105,,7.421503330161751,3.996194100856328,,3.425309229305423,0.0,7.706945765937203,17.221693625118945
Monroe School District,850011,Monroe Elementary School,850111,2017,375.0,,12.0,,25.0,,330.0,0.0,28.0,88.0,,6.666666666666667,3.2,,,0.0,7.466666666666668,12.0
Monroe School District,850011,Stepney Elementary School,850311,2017,447.0,0.0,23.0,,32.0,17.0,365.0,,35.0,81.65548098434004,,7.158836689038031,5.1454138702460845,0.0,3.803131991051454,,7.829977628635347,18.344519015659955
Montville School District,860011,Dr. Charles E. Murphy School,860711,2017,329.0,,9.0,,41.0,53.0,220.0,,44.0,66.8693009118541,,12.462006079027356,2.735562310030395,,16.109422492401215,,13.37386018237082,33.1306990881459
Montville School District,860011,Leonard J. Tyl Middle School,865111,2017,559.0,,43.0,,53.0,72.0,374.0,0.0,56.0,66.90518783542039,,9.481216457960643,7.6923076923076925,,12.880143112701251,0.0,10.01788908765653,33.09481216457961
Montville School District,860011,Mohegan School,860111,2017,329.0,0.0,61.0,7.0,47.0,36.0,178.0,0.0,54.0,54.1033434650456,2.127659574468085,14.285714285714285,18.54103343465045,0.0,10.94224924012158,0.0,16.41337386018237,45.8966565349544
Montville School District,860011,Montville High School,866111,2017,636.0,,68.0,17.0,65.0,51.0,421.0,,82.0,66.19496855345912,2.672955974842768,10.220125786163525,10.69182389937107,,8.018867924528301,,12.89308176100629,33.80503144654088
Montville School District,860011,Oakdale School,860511,2017,281.0,,9.0,,22.0,41.0,201.0,0.0,25.0,71.53024911032028,,7.829181494661921,3.202846975088968,,14.590747330960854,0.0,8.896797153024911,28.46975088967972
Montville School District,860011,Pre School Program,860311,2017,43.0,0.0,,,,,31.0,0.0,,72.09302325581395,,,,0.0,,0.0,,27.906976744186053
Montville School District,860011,The Palmer School,869011,2017,23.0,0.0,0.0,,,,19.0,0.0,,82.6086956521739,,,0.0,0.0,,0.0,,17.391304347826093
Naugatuck School District,880011,Andrew Avenue School,880811,2017,279.0,0.0,,19.0,83.0,,156.0,0.0,102.0,55.91397849462365,6.810035842293908,29.74910394265233,,0.0,,0.0,36.55913978494624,44.08602150537635
Naugatuck School District,880011,Central Avenue Preschool,888211,2017,31.0,0.0,0.0,,9.0,,19.0,0.0,12.0,61.29032258064516,,29.03225806451613,0.0,0.0,,0.0,38.70967741935484,38.70967741935484
Naugatuck School District,880011,City Hill Middle School,885111,2017,665.0,0.0,17.0,57.0,160.0,31.0,400.0,0.0,217.0,60.15037593984962,8.571428571428571,24.06015037593985,2.556390977443609,0.0,4.661654135338346,0.0,32.631578947368425,39.849624060150376
Naugatuck School District,880011,Cross Street Intermediate School,880211,2017,315.0,,13.0,22.0,57.0,,212.0,0.0,79.0,67.3015873015873,6.984126984126984,18.09523809523809,4.126984126984127,,,0.0,25.07936507936508,32.698412698412696
Naugatuck School District,880011,Genesis Academy,880911,2017,20.0,,,,,0.0,14.0,0.0,,70.0,,,,,0.0,0.0,,30.0
Naugatuck School District,880011,Head Start,888111,2017,119.0,0.0,,11.0,25.0,,70.0,0.0,36.0,58.82352941176471,9.243697478991598,21.008403361344534,,0.0,,0.0,30.252100840336134,41.17647058823529
Naugatuck School District,880011,Hillside Intermediate School,880411,2017,332.0,0.0,,34.0,95.0,21.0,175.0,,129.0,52.71084337349398,10.240963855421686,28.614457831325304,,0.0,6.325301204819277,,38.855421686746986,47.28915662650602
Naugatuck School District,880011,Hop Brook Elementary School,880511,2017,323.0,0.0,15.0,23.0,86.0,20.0,179.0,0.0,109.0,55.417956656346746,7.120743034055728,26.625386996904027,4.643962848297214,0.0,6.191950464396285,0.0,33.746130030959755,44.58204334365325
Naugatuck School District,880011,Maple Hill School,880311,2017,447.0,,,19.0,74.0,20.0,314.0,0.0,93.0,70.24608501118567,4.250559284116331,16.55480984340045,,,4.47427293064877,0.0,20.80536912751678,29.75391498881433
Naugatuck School District,880011,Naugatuck High School,886111,2017,1218.0,,39.0,103.0,275.0,58.0,741.0,,378.0,60.83743842364532,8.456486042692939,22.57799671592775,3.201970443349754,,4.761904761904762,,31.03448275862069,39.16256157635468
Naugatuck School District,880011,Salem School,880611,2017,268.0,0.0,,31.0,73.0,,138.0,0.0,104.0,51.49253731343284,11.567164179104475,27.23880597014925,,0.0,,0.0,38.80597014925373,48.50746268656716
Naugatuck School District,880011,Western School,880711,2017,256.0,,,15.0,72.0,8.0,156.0,,87.0,60.9375,5.859375,28.125,,,3.125,,33.984375,39.0625
New Beginnings Inc Family Academy District,2800013,New Beginnings Inc Family Academy,2800113,2017,499.0,,0.0,320.0,159.0,,12.0,0.0,479.0,2.404809619238477,64.12825651302605,31.863727454909817,0.0,,,0.0,95.99198396793588,97.59519038076152
New Britain School District,890011,Brookside School,899111,2017,54.0,0.0,0.0,7.0,42.0,,,0.0,49.0,,12.962962962962962,77.77777777777779,0.0,0.0,,0.0,90.74074074074076,
New Britain School District,890011,CLIMB,899411,2017,22.0,0.0,0.0,,17.0,0.0,,0.0,20.0,,,77.27272727272727,0.0,0.0,0.0,0.0,90.9090909090909,
New Britain School District,890011,Chamberlain Bridges,890211,2017,24.0,0.0,,0.0,19.0,0.0,,0.0,19.0,,0.0,79.16666666666666,,0.0,0.0,0.0,79.16666666666666,
New Britain School District,890011,Chamberlain Elementary School,890311,2017,493.0,0.0,,68.0,320.0,,84.0,0.0,388.0,17.038539553752535,13.79310344827586,64.90872210953347,,0.0,,0.0,78.70182555780933,82.96146044624746
New Britain School District,890011,DiLoreto Elementary & Middle School,891111,2017,850.0,,,57.0,652.0,16.0,114.0,0.0,709.0,13.411764705882351,6.705882352941177,76.70588235294117,,,1.8823529411764703,0.0,83.41176470588235,86.58823529411765
New Britain School District,890011,Gaffney Elementary School,890511,2017,594.0,0.0,25.0,56.0,340.0,18.0,155.0,0.0,396.0,26.094276094276093,9.427609427609427,57.23905723905723,4.208754208754209,0.0,3.0303030303030303,0.0,66.66666666666666,73.9057239057239
New Britain School District,890011,Gaffney KEY Elementary,891611,2017,43.0,0.0,,,24.0,,10.0,0.0,27.0,23.25581395348837,,55.81395348837209,,0.0,,0.0,62.7906976744186,76.74418604651163
New Britain School District,890011,Holmes Bridges,890411,2017,7.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,100.0
New Britain School District,890011,Holmes Elementary School,890611,2017,494.0,0.0,37.0,48.0,197.0,16.0,196.0,0.0,245.0,39.67611336032389,9.7165991902834,39.878542510121456,7.489878542510121,0.0,3.238866396761133,0.0,49.59514170040486,60.32388663967611
New Britain School District,890011,House of Arts Letters and Science (HALS) Academy,895411,2017,147.0,,6.0,22.0,45.0,,71.0,0.0,67.0,48.29931972789115,14.965986394557824,30.612244897959183,4.081632653061225,,,0.0,45.57823129251701,51.70068027210885
New Britain School District,890011,Jefferson Elementary School,890711,2017,455.0,0.0,11.0,31.0,263.0,20.0,130.0,0.0,294.0,28.57142857142857,6.813186813186813,57.8021978021978,2.417582417582418,0.0,4.395604395604396,0.0,64.61538461538461,71.42857142857143
New Britain School District,890011,Lincoln Elementary School,890811,2017,669.0,,,77.0,438.0,17.0,129.0,0.0,515.0,19.282511210762333,11.509715994020926,65.47085201793722,,,2.5411061285500747,0.0,76.98056801195816,80.71748878923766
New Britain School District,890011,Lincoln SCS,891011,2017,10.0,0.0,0.0,,6.0,0.0,,0.0,9.0,,,60.0,0.0,0.0,0.0,0.0,90.0,
New Britain School District,890011,New Britain High School,896111,2017,2198.0,,61.0,326.0,1327.0,,430.0,0.0,1653.0,19.56323930846224,14.83166515013649,60.37306642402184,2.775250227479527,,,0.0,75.20473157415833,80.43676069153776
New Britain School District,890011,New Britain High School Satellite Careers Academy,899511,2017,157.0,0.0,0.0,21.0,123.0,,,0.0,144.0,,13.375796178343949,78.343949044586,0.0,0.0,,0.0,91.71974522292994,
New Britain School District,890011,Northend Elementary School,890911,2017,254.0,0.0,,42.0,172.0,,26.0,0.0,214.0,10.236220472440944,16.535433070866144,67.71653543307087,,0.0,,0.0,84.25196850393701,89.76377952755905
New Britain School District,890011,Pulaski Middle School,895311,2017,791.0,0.0,34.0,96.0,508.0,14.0,139.0,0.0,604.0,17.572692793931733,12.13653603034134,64.22250316055626,4.298356510745891,0.0,1.7699115044247788,0.0,76.35903919089759,82.42730720606826
New Britain School District,890011,Roosevelt Early Learning Center,890111,2017,165.0,0.0,,17.0,117.0,,26.0,0.0,134.0,15.757575757575756,10.303030303030305,70.9090909090909,,0.0,,0.0,81.21212121212122,84.24242424242425
New Britain School District,890011,Slade KEY Middle,891711,2017,14.0,0.0,0.0,,8.0,0.0,,0.0,11.0,,,57.14285714285714,0.0,0.0,0.0,0.0,78.57142857142857,
New Britain School District,890011,Slade Middle School,895211,2017,807.0,,,112.0,518.0,16.0,150.0,0.0,630.0,18.587360594795538,13.878562577447337,64.18835192069393,,,1.982651796778191,0.0,78.06691449814126,81.41263940520446
New Britain School District,890011,Smalley Elementary School,891211,2017,685.0,0.0,12.0,38.0,530.0,10.0,95.0,0.0,568.0,13.86861313868613,5.547445255474453,77.37226277372264,1.7518248175182485,0.0,1.45985401459854,0.0,82.91970802919708,86.13138686131387
New Britain School District,890011,Smith Elementary School,891311,2017,566.0,0.0,19.0,59.0,365.0,13.0,110.0,0.0,424.0,19.434628975265017,10.424028268551238,64.48763250883393,3.356890459363958,0.0,2.2968197879858656,0.0,74.91166077738515,80.56537102473499
New Britain School District,890011,The Catalyst Academy,899011,2017,51.0,0.0,0.0,,33.0,,12.0,0.0,36.0,23.52941176470588,,64.70588235294117,0.0,0.0,,0.0,70.58823529411765,76.47058823529412
New Britain School District,890011,Vance Elementary School,891511,2017,515.0,0.0,6.0,64.0,335.0,18.0,92.0,0.0,399.0,17.864077669902912,12.427184466019416,65.0485436893204,1.1650485436893203,0.0,3.4951456310679614,0.0,77.47572815533981,82.13592233009709
New Canaan School District,900011,East School,900411,2017,547.0,,45.0,16.0,28.0,17.0,438.0,,44.0,80.07312614259597,2.9250457038391224,5.118829981718465,8.226691042047532,,3.107861060329068,,8.043875685557587,19.926873857404036
New Canaan School District,900011,New Canaan High School,906111,2017,1266.0,,58.0,12.0,45.0,23.0,1125.0,,57.0,88.86255924170617,0.9478672985781992,3.5545023696682465,4.581358609794629,,1.8167456556082149,,4.502369668246446,11.137440758293836
New Canaan School District,900011,Saxe Middle School,905111,2017,1359.0,,86.0,,50.0,26.0,1177.0,0.0,53.0,86.60779985283297,,3.679175864606328,6.328182487122884,,1.9131714495952907,0.0,3.899926416482708,13.392200147167031
New Canaan School District,900011,South School,900211,2017,545.0,,45.0,,22.0,21.0,453.0,,25.0,83.11926605504587,,4.036697247706423,8.256880733944955,,3.853211009174312,,4.587155963302752,16.88073394495413
New Canaan School District,900011,West School,900311,2017,524.0,0.0,33.0,,14.0,,466.0,0.0,17.0,88.93129770992367,,2.6717557251908395,6.297709923664121,0.0,,0.0,3.2442748091603053,11.068702290076333
New Fairfield School District,910011,Alternative Learning Center,910311,2017,13.0,0.0,0.0,0.0,,0.0,,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,23.07692307692308,
New Fairfield School District,910011,Consolidated School,910111,2017,502.0,,6.0,,76.0,14.0,399.0,0.0,79.0,79.4820717131474,,15.139442231075698,1.195219123505976,,2.788844621513944,0.0,15.737051792828684,20.517928286852595
New Fairfield School District,910011,New Fairfield Elementary School,910211,2017,488.0,,7.0,,44.0,9.0,420.0,0.0,47.0,86.0655737704918,,9.01639344262295,1.4344262295081966,,1.8442622950819672,0.0,9.631147540983608,13.934426229508205
New Fairfield School District,910011,New Fairfield High School,916111,2017,844.0,,18.0,6.0,58.0,18.0,742.0,,64.0,87.91469194312796,0.7109004739336493,6.872037914691943,2.132701421800948,,2.132701421800948,,7.582938388625592,12.085308056872035
New Fairfield School District,910011,New Fairfield Middle School,915211,2017,540.0,,14.0,10.0,49.0,,458.0,0.0,59.0,84.81481481481481,1.851851851851852,9.074074074074074,2.592592592592593,,,0.0,10.925925925925926,15.18518518518519
New Hartford School District,920011,Ann Antolini School,920311,2017,278.0,0.0,,0.0,9.0,,257.0,0.0,9.0,92.44604316546764,0.0,3.237410071942446,,0.0,,0.0,3.237410071942446,7.5539568345323715
New Hartford School District,920011,Bakerville Consolidated School,920111,2017,99.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,
New Hartford School District,920011,New Hartford Elementary School,920211,2017,66.0,0.0,,0.0,,0.0,61.0,0.0,3.0,92.42424242424242,0.0,,,0.0,0.0,0.0,4.545454545454546,7.575757575757578
New Haven School District,930011,ASPIRE,935611,2017,29.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,29.0,0.0,55.172413793103445,44.82758620689656,0.0,0.0,0.0,0.0,100.0,100.0
New Haven School District,930011,Augusta Lewis Troup School,931511,2017,471.0,0.0,6.0,261.0,165.0,6.0,33.0,0.0,426.0,7.006369426751593,55.4140127388535,35.03184713375796,1.2738853503184715,0.0,1.2738853503184715,0.0,90.44585987261146,92.9936305732484
New Haven School District,930011,Barack H. Obama Magnet University School,932811,2017,344.0,0.0,0.0,131.0,186.0,8.0,19.0,0.0,317.0,5.523255813953488,38.08139534883721,54.06976744186046,0.0,0.0,2.3255813953488373,0.0,92.15116279069768,94.47674418604652
New Haven School District,930011,Barack H. Obama Self Contained Autism,937611,2017,21.0,0.0,0.0,8.0,9.0,,,0.0,17.0,,38.095238095238095,42.85714285714285,0.0,0.0,,0.0,80.95238095238095,
New Haven School District,930011,Barnard Environmental Magnet School,930211,2017,562.0,0.0,6.0,292.0,174.0,6.0,84.0,0.0,466.0,14.94661921708185,51.95729537366548,30.96085409252669,1.0676156583629894,0.0,1.0676156583629894,0.0,82.91814946619218,85.05338078291815
New Haven School District,930011,Beecher School,930311,2017,503.0,,,285.0,137.0,9.0,66.0,0.0,422.0,13.12127236580517,56.66003976143141,27.23658051689861,,,1.7892644135188869,0.0,83.89662027833002,86.87872763419483
New Haven School District,930011,Benjamin Jepson Head Start,933411,2017,12.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,
New Haven School District,930011,Benjamin Jepson Magnet School,931811,2017,515.0,,,129.0,246.0,15.0,121.0,,375.0,23.495145631067963,25.04854368932039,47.76699029126213,,,2.912621359223301,,72.81553398058253,76.50485436893203
New Haven School District,930011,Betsy Ross Arts and Design Academy,935511,2017,448.0,,,190.0,127.0,8.0,114.0,0.0,317.0,25.44642857142857,42.410714285714285,28.348214285714285,,,1.7857142857142856,0.0,70.75892857142857,74.55357142857143
New Haven School District,930011,Bishop Woods Architecture and Design Magnet School,934311,2017,493.0,0.0,,175.0,249.0,,49.0,0.0,424.0,9.939148073022311,35.49695740365112,50.50709939148072,,0.0,,0.0,86.00405679513185,90.06085192697769
New Haven School District,930011,Bishop Woods Self Contained Autism,937911,2017,11.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,100.0
New Haven School District,930011,Brennan Rogers School,932111,2017,542.0,0.0,,342.0,156.0,,36.0,0.0,498.0,6.642066420664207,63.09963099630996,28.782287822878228,,0.0,,0.0,91.8819188191882,93.3579335793358
New Haven School District,930011,Brennan Rogers Self Contained Autism,937211,2017,21.0,0.0,0.0,10.0,8.0,,,0.0,18.0,,47.61904761904761,38.095238095238095,0.0,0.0,,0.0,85.71428571428571,
New Haven School District,930011,"Celentano BioTech, Health and Medical Magnet School",934811,2017,389.0,0.0,,246.0,93.0,,30.0,0.0,339.0,7.712082262210797,63.239074550128535,23.90745501285347,,0.0,,0.0,87.146529562982,92.2879177377892
New Haven School District,930011,Celentano Self Contained ID,937411,2017,11.0,0.0,0.0,6.0,,0.0,,0.0,9.0,,54.54545454545454,,0.0,0.0,0.0,0.0,81.81818181818183,
New Haven School District,930011,Clinton Avenue School,930611,2017,518.0,0.0,,86.0,388.0,,40.0,0.0,474.0,7.722007722007722,16.602316602316602,74.9034749034749,,0.0,,0.0,91.5057915057915,92.27799227799228
New Haven School District,930011,Clinton Self Contained ID,937811,2017,10.0,0.0,,,6.0,0.0,0.0,0.0,9.0,0.0,,60.0,,0.0,0.0,0.0,90.0,100.0
New Haven School District,930011,Conte/West Hills Magnet School,933111,2017,645.0,,8.0,267.0,310.0,,52.0,0.0,577.0,8.062015503875969,41.3953488372093,48.06201550387597,1.2403100775193798,,,0.0,89.45736434108527,91.93798449612405
New Haven School District,930011,Cooperative High School - Inter-District Magnet,936411,2017,644.0,0.0,12.0,292.0,215.0,8.0,117.0,0.0,507.0,18.16770186335404,45.3416149068323,33.38509316770186,1.8633540372670807,0.0,1.2422360248447204,0.0,78.72670807453416,81.83229813664596
New Haven School District,930011,Cortlandt V.R. Creed Health and Sport Sciences High School,936811,2017,222.0,0.0,,107.0,83.0,,27.0,0.0,190.0,12.162162162162163,48.1981981981982,37.38738738738739,,0.0,,0.0,85.58558558558559,87.83783783783784
New Haven School District,930011,Davis Academy for Arts & Design Innovation,930911,2017,511.0,,,302.0,76.0,16.0,110.0,0.0,378.0,21.52641878669276,59.09980430528376,14.87279843444227,,,3.131115459882583,0.0,73.97260273972603,78.47358121330724
New Haven School District,930011,Dr. Reginald Mayo Early Learning Center,932711,2017,458.0,0.0,,325.0,104.0,,18.0,0.0,429.0,3.930131004366813,70.96069868995633,22.707423580786028,,0.0,,0.0,93.66812227074236,96.0698689956332
New Haven School District,930011,East Rock Community Magnet School,934611,2017,490.0,,34.0,177.0,209.0,,66.0,0.0,386.0,13.46938775510204,36.12244897959184,42.6530612244898,6.938775510204081,,,0.0,78.77551020408163,86.53061224489795
New Haven School District,930011,East Rock Self Contained MD,937511,2017,29.0,0.0,0.0,,17.0,0.0,,0.0,20.0,,,58.620689655172406,0.0,0.0,0.0,0.0,68.96551724137932,
New Haven School District,930011,Edgewood School,931211,2017,427.0,,,216.0,58.0,16.0,131.0,0.0,274.0,30.679156908665107,50.585480093676814,13.583138173302109,,,3.747072599531616,0.0,64.16861826697892,69.3208430913349
New Haven School District,930011,Engineering - Science University Magnet School,931711,2017,601.0,,40.0,245.0,110.0,,198.0,0.0,355.0,32.945091514143094,40.76539101497504,18.302828618968388,6.655574043261231,,,0.0,59.06821963394343,67.05490848585691
New Haven School District,930011,Fair Haven School,931611,2017,874.0,,19.0,89.0,649.0,,108.0,,738.0,12.356979405034323,10.183066361556063,74.25629290617849,2.1739130434782608,,,,84.43935926773455,87.64302059496568
New Haven School District,930011,Fair Haven Self Contained ID,938711,2017,,0.0,0.0,,0.0,0.0,,0.0,3.0,,,,,,,,,
New Haven School District,930011,Family Academy of Multilingual Exploration,934111,2017,487.0,0.0,,9.0,459.0,,16.0,0.0,468.0,3.285420944558522,1.8480492813141685,94.2505133470226,,0.0,,0.0,96.09856262833677,96.71457905544148
