District,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Lebanon School District,2016,ELA,Non-High Needs,72.0,72.0,100.0,72.0,,559.0
Lebanon School District,2016,ELA,High Needs,11.0,11.0,,11.0,,
Ledyard School District,2016,ELA,Non-High Needs,134.0,131.0,97.8,131.0,,554.0
Ledyard School District,2016,ELA,High Needs,75.0,68.0,90.7,68.0,,475.0
Litchfield School District,2016,ELA,Non-High Needs,60.0,60.0,100.0,60.0,,557.0
Litchfield School District,2016,ELA,High Needs,18.0,14.0,,14.0,,
Madison School District,2016,ELA,Non-High Needs,258.0,255.0,98.8,255.0,98.4,612.0
Madison School District,2016,ELA,High Needs,45.0,41.0,91.1,41.0,61.0,509.0
Manchester School District,2016,ELA,Non-High Needs,169.0,161.0,95.3,161.0,,522.0
Manchester School District,2016,ELA,High Needs,232.0,191.0,82.3,191.0,,442.0
Meriden School District,2016,ELA,Non-High Needs,168.0,167.0,99.4,166.0,,525.0
Meriden School District,2016,ELA,High Needs,342.0,312.0,91.2,312.0,24.4,428.0
Middletown School District,2016,ELA,Non-High Needs,155.0,152.0,98.1,152.0,67.8,522.0
Middletown School District,2016,ELA,High Needs,149.0,133.0,89.3,133.0,38.3,457.0
Milford School District,2016,ELA,Non-High Needs,354.0,340.0,96.0,340.0,,552.0
Milford School District,2016,ELA,High Needs,131.0,112.0,85.5,112.0,,474.0
Monroe School District,2016,ELA,Non-High Needs,221.0,219.0,99.1,219.0,,581.0
Monroe School District,2016,ELA,High Needs,58.0,51.0,87.9,51.0,,476.0
Montville School District,2016,ELA,Non-High Needs,84.0,83.0,98.8,83.0,,547.0
Montville School District,2016,ELA,High Needs,60.0,54.0,90.0,53.0,,464.0
Naugatuck School District,2016,ELA,Non-High Needs,136.0,128.0,94.1,128.0,,519.0
Naugatuck School District,2016,ELA,High Needs,176.0,163.0,92.6,163.0,,437.0
New Britain School District,2016,ELA,Non-High Needs,131.0,124.0,94.7,124.0,,482.0
New Britain School District,2016,ELA,High Needs,415.0,347.0,83.6,347.0,16.1,407.0
New Canaan School District,2016,ELA,Non-High Needs,298.0,291.0,97.7,291.0,,617.0
New Canaan School District,2016,ELA,High Needs,30.0,28.0,93.3,28.0,,504.0
New Fairfield School District,2016,ELA,Non-High Needs,193.0,193.0,100.0,193.0,,577.0
New Fairfield School District,2016,ELA,High Needs,34.0,34.0,100.0,34.0,,493.0
New Haven School District,2016,ELA,Non-High Needs,445.0,413.0,92.8,412.0,58.3,498.0
New Haven School District,2016,ELA,High Needs,868.0,734.0,84.6,733.0,28.4,430.0
New London School District,2016,ELA,Non-High Needs,49.0,48.0,98.0,48.0,,538.0
New London School District,2016,ELA,High Needs,143.0,122.0,85.3,122.0,,419.0
New Milford School District,2016,ELA,Non-High Needs,227.0,222.0,97.8,222.0,84.2,559.0
New Milford School District,2016,ELA,High Needs,84.0,80.0,95.2,80.0,48.8,481.0
Newington School District,2016,ELA,Non-High Needs,229.0,227.0,99.1,227.0,,557.0
Newington School District,2016,ELA,High Needs,79.0,73.0,92.4,73.0,,467.0
Newtown School District,2016,ELA,Non-High Needs,360.0,350.0,97.2,350.0,91.4,587.0
Newtown School District,2016,ELA,High Needs,64.0,53.0,82.8,53.0,69.8,512.0
North Branford School District,2016,ELA,Non-High Needs,106.0,106.0,100.0,106.0,81.1,544.0
North Branford School District,2016,ELA,High Needs,49.0,48.0,98.0,48.0,,436.0
North Haven School District,2016,ELA,Non-High Needs,205.0,205.0,100.0,205.0,,551.0
North Haven School District,2016,ELA,High Needs,44.0,40.0,90.9,40.0,,494.0
North Stonington School District,2016,ELA,Non-High Needs,47.0,46.0,97.9,46.0,,561.0
North Stonington School District,2016,ELA,High Needs,9.0,9.0,,9.0,,
Norwalk School District,2016,ELA,Non-High Needs,406.0,384.0,94.6,384.0,79.7,546.0
Norwalk School District,2016,ELA,High Needs,426.0,368.0,86.4,368.0,37.0,451.0
Norwich Free Academy District,2016,ELA,Non-High Needs,299.0,296.0,99.0,296.0,83.1,561.0
Norwich Free Academy District,2016,ELA,High Needs,294.0,274.0,93.2,274.0,39.8,457.0
Norwich School District,2016,ELA,High Needs,9.0,,,,,
Old Saybrook School District,2016,ELA,Non-High Needs,78.0,77.0,98.7,77.0,,570.0
Old Saybrook School District,2016,ELA,High Needs,19.0,19.0,,19.0,,
Oxford School District,2016,ELA,Non-High Needs,146.0,146.0,100.0,146.0,,565.0
Oxford School District,2016,ELA,High Needs,25.0,21.0,84.0,21.0,,465.0
Path Academy District,2016,ELA,High Needs,23.0,6.0,26.1,6.0,,
Plainfield School District,2016,ELA,Non-High Needs,80.0,80.0,100.0,79.0,,531.0
Plainfield School District,2016,ELA,High Needs,80.0,69.0,86.3,67.0,,481.0
Plainville School District,2016,ELA,Non-High Needs,118.0,117.0,99.2,117.0,,533.0
Plainville School District,2016,ELA,High Needs,64.0,64.0,100.0,64.0,,461.0
Plymouth School District,2016,ELA,Non-High Needs,75.0,73.0,97.3,73.0,68.5,519.0
Plymouth School District,2016,ELA,High Needs,44.0,38.0,86.4,38.0,36.8,450.0
Portland School District,2016,ELA,Non-High Needs,75.0,74.0,98.7,74.0,,585.0
Portland School District,2016,ELA,High Needs,20.0,18.0,90.0,18.0,,
Putnam School District,2016,ELA,Non-High Needs,22.0,22.0,100.0,22.0,,528.0
Putnam School District,2016,ELA,High Needs,38.0,34.0,89.5,33.0,33.3,447.0
Regional School District 01,2016,ELA,Non-High Needs,79.0,79.0,100.0,79.0,,563.0
Regional School District 01,2016,ELA,High Needs,31.0,28.0,90.3,28.0,,464.0
Regional School District 04,2016,ELA,Non-High Needs,124.0,122.0,98.4,122.0,86.1,587.0
Regional School District 04,2016,ELA,High Needs,22.0,22.0,100.0,22.0,40.9,462.0
Regional School District 05,2016,ELA,Non-High Needs,299.0,295.0,98.7,295.0,88.8,592.0
Regional School District 05,2016,ELA,High Needs,53.0,49.0,92.5,49.0,51.0,487.0
Regional School District 06,2016,ELA,Non-High Needs,86.0,86.0,100.0,86.0,,550.0
Regional School District 06,2016,ELA,High Needs,27.0,27.0,100.0,27.0,,492.0
Regional School District 07,2016,ELA,Non-High Needs,163.0,160.0,98.2,160.0,,571.0
Regional School District 07,2016,ELA,High Needs,31.0,27.0,87.1,27.0,,474.0
Regional School District 08,2016,ELA,Non-High Needs,207.0,204.0,98.6,204.0,,584.0
Regional School District 08,2016,ELA,High Needs,42.0,39.0,92.9,39.0,,465.0
Regional School District 09,2016,ELA,Non-High Needs,240.0,232.0,96.7,232.0,95.3,596.0
Regional School District 09,2016,ELA,High Needs,34.0,31.0,91.2,31.0,,516.0
Regional School District 10,2016,ELA,Non-High Needs,161.0,160.0,99.4,160.0,,577.0
Regional School District 10,2016,ELA,High Needs,29.0,27.0,93.1,26.0,,495.0
Regional School District 11,2016,ELA,Non-High Needs,31.0,31.0,100.0,31.0,,535.0
Regional School District 11,2016,ELA,High Needs,12.0,11.0,,11.0,,
Regional School District 12,2016,ELA,Non-High Needs,39.0,38.0,97.4,38.0,,593.0
Regional School District 12,2016,ELA,High Needs,11.0,11.0,,11.0,,
Regional School District 13,2016,ELA,Non-High Needs,120.0,119.0,99.2,119.0,,577.0
Regional School District 13,2016,ELA,High Needs,26.0,21.0,80.8,21.0,,452.0
Regional School District 14,2016,ELA,Non-High Needs,137.0,137.0,100.0,137.0,,549.0
Regional School District 14,2016,ELA,High Needs,37.0,34.0,91.9,34.0,,494.0
Regional School District 15,2016,ELA,Non-High Needs,261.0,258.0,98.9,258.0,,583.0
Regional School District 15,2016,ELA,High Needs,53.0,49.0,92.5,49.0,,466.0
Regional School District 16,2016,ELA,Non-High Needs,121.0,120.0,99.2,120.0,,555.0
Regional School District 16,2016,ELA,High Needs,47.0,44.0,93.6,44.0,,502.0
Regional School District 17,2016,ELA,Non-High Needs,121.0,120.0,99.2,120.0,,582.0
Regional School District 17,2016,ELA,High Needs,29.0,26.0,89.7,26.0,,475.0
Regional School District 18,2016,ELA,Non-High Needs,104.0,104.0,100.0,104.0,,582.0
Regional School District 18,2016,ELA,High Needs,16.0,15.0,,15.0,,
Regional School District 19,2016,ELA,Non-High Needs,204.0,198.0,97.1,198.0,89.9,579.0
Regional School District 19,2016,ELA,High Needs,78.0,70.0,89.7,70.0,,505.0
Ridgefield School District,2016,ELA,Non-High Needs,403.0,392.0,97.3,392.0,,614.0
Ridgefield School District,2016,ELA,High Needs,31.0,26.0,83.9,26.0,,509.0
Rocky Hill School District,2016,ELA,Non-High Needs,135.0,135.0,100.0,135.0,,560.0
Rocky Hill School District,2016,ELA,High Needs,39.0,36.0,92.3,36.0,,464.0
Salem School District,2016,ELA,High Needs,,,,,,
Seymour School District,2016,ELA,Non-High Needs,104.0,101.0,97.1,101.0,,522.0
Seymour School District,2016,ELA,High Needs,62.0,50.0,80.6,50.0,,463.0
Shelton School District,2016,ELA,Non-High Needs,289.0,284.0,98.3,284.0,,561.0
Shelton School District,2016,ELA,High Needs,92.0,87.0,94.6,87.0,,470.0
Sherman School District,2016,ELA,High Needs,,0.0,,0.0,,
Simsbury School District,2016,ELA,Non-High Needs,299.0,297.0,99.3,297.0,93.9,605.0
Simsbury School District,2016,ELA,High Needs,68.0,64.0,94.1,64.0,,511.0
Somers School District,2016,ELA,Non-High Needs,98.0,93.0,94.9,93.0,,556.0
Somers School District,2016,ELA,High Needs,10.0,10.0,,10.0,,
South Windsor School District,2016,ELA,Non-High Needs,269.0,267.0,99.3,267.0,89.9,574.0
South Windsor School District,2016,ELA,High Needs,66.0,59.0,89.4,59.0,,481.0
Southington School District,2016,ELA,Non-High Needs,372.0,368.0,98.9,368.0,,562.0
Southington School District,2016,ELA,High Needs,112.0,102.0,91.1,102.0,,464.0
Stafford School District,2016,ELA,Non-High Needs,77.0,71.0,92.2,71.0,,562.0
Stafford School District,2016,ELA,High Needs,32.0,30.0,93.8,30.0,,481.0
Stamford Academy District,2016,ELA,High Needs,54.0,25.0,46.3,25.0,,384.0
Stamford School District,2016,ELA,Non-High Needs,517.0,503.0,97.3,503.0,77.5,550.0
Stamford School District,2016,ELA,High Needs,669.0,595.0,88.9,595.0,36.3,451.0
Stonington School District,2016,ELA,Non-High Needs,125.0,123.0,98.4,123.0,,568.0
Stonington School District,2016,ELA,High Needs,50.0,45.0,90.0,45.0,,464.0
Stratford School District,2016,ELA,Non-High Needs,258.0,252.0,97.7,252.0,76.2,533.0
Stratford School District,2016,ELA,High Needs,224.0,212.0,94.6,212.0,43.4,466.0
Suffield School District,2016,ELA,Non-High Needs,147.0,145.0,98.6,145.0,,573.0
Suffield School District,2016,ELA,High Needs,40.0,35.0,87.5,35.0,,484.0
The Bridge Academy District,2016,ELA,Non-High Needs,6.0,6.0,,6.0,,
The Bridge Academy District,2016,ELA,High Needs,35.0,34.0,97.1,34.0,,431.0
The Gilbert School District,2016,ELA,Non-High Needs,69.0,68.0,98.6,68.0,,507.0
The Gilbert School District,2016,ELA,High Needs,34.0,34.0,100.0,34.0,,481.0
The Woodstock Academy District,2016,ELA,Non-High Needs,243.0,242.0,99.6,242.0,,547.0
The Woodstock Academy District,2016,ELA,High Needs,17.0,16.0,,16.0,,
Thomaston School District,2016,ELA,Non-High Needs,46.0,46.0,100.0,46.0,,522.0
Thomaston School District,2016,ELA,High Needs,17.0,16.0,,16.0,,
Thompson School District,2016,ELA,Non-High Needs,31.0,30.0,96.8,30.0,,528.0
Thompson School District,2016,ELA,High Needs,18.0,14.0,,14.0,,
Tolland School District,2016,ELA,Non-High Needs,177.0,176.0,99.4,176.0,92.6,586.0
Tolland School District,2016,ELA,High Needs,29.0,25.0,86.2,25.0,40.0,455.0
Torrington School District,2016,ELA,Non-High Needs,120.0,116.0,96.7,116.0,,525.0
Torrington School District,2016,ELA,High Needs,89.0,81.0,91.0,81.0,29.6,441.0
Trumbull School District,2016,ELA,Non-High Needs,417.0,415.0,99.5,415.0,88.7,571.0
Trumbull School District,2016,ELA,High Needs,81.0,80.0,98.8,80.0,50.0,485.0
Unified School District #1,2016,ELA,High Needs,109.0,0.0,0.0,0.0,,
Unified School District #2,2016,ELA,High Needs,20.0,8.0,40.0,8.0,,
Vernon School District,2016,ELA,Non-High Needs,118.0,116.0,98.3,116.0,,541.0
Vernon School District,2016,ELA,High Needs,84.0,76.0,90.5,76.0,,481.0
Wallingford School District,2016,ELA,Non-High Needs,367.0,363.0,98.9,363.0,,542.0
Wallingford School District,2016,ELA,High Needs,105.0,97.0,92.4,97.0,,450.0
Waterbury School District,2016,ELA,Non-High Needs,268.0,255.0,95.1,255.0,50.6,490.0
Waterbury School District,2016,ELA,High Needs,889.0,801.0,90.1,800.0,28.3,434.0
Waterford School District,2016,ELA,Non-High Needs,160.0,155.0,96.9,155.0,,552.0
Waterford School District,2016,ELA,High Needs,54.0,48.0,88.9,48.0,,469.0
Watertown School District,2016,ELA,Non-High Needs,141.0,138.0,97.9,138.0,,533.0
Watertown School District,2016,ELA,High Needs,65.0,61.0,93.8,61.0,,479.0
West Hartford School District,2016,ELA,Non-High Needs,545.0,537.0,98.5,537.0,89.8,596.0
West Hartford School District,2016,ELA,High Needs,225.0,215.0,95.6,215.0,43.7,466.0
West Haven School District,2016,ELA,Non-High Needs,135.0,131.0,97.0,131.0,,513.0
West Haven School District,2016,ELA,High Needs,187.0,173.0,92.5,173.0,31.2,442.0
Westbrook School District,2016,ELA,Non-High Needs,58.0,58.0,100.0,58.0,,532.0
Westbrook School District,2016,ELA,High Needs,18.0,17.0,,17.0,,
Weston School District,2016,ELA,Non-High Needs,189.0,183.0,96.8,182.0,,592.0
Weston School District,2016,ELA,High Needs,18.0,15.0,,15.0,,
Westport School District,2016,ELA,Non-High Needs,378.0,376.0,99.5,376.0,94.4,611.0
Westport School District,2016,ELA,High Needs,61.0,57.0,93.4,57.0,66.7,508.0
Wethersfield School District,2016,ELA,Non-High Needs,192.0,189.0,98.4,189.0,81.5,545.0
Wethersfield School District,2016,ELA,High Needs,67.0,63.0,94.0,63.0,38.1,452.0
Wilton School District,2016,ELA,Non-High Needs,293.0,286.0,97.6,286.0,96.2,614.0
Wilton School District,2016,ELA,High Needs,43.0,42.0,97.7,42.0,,536.0
Winchester School District,2016,ELA,High Needs,,0.0,,0.0,,
Windham School District,2016,ELA,Non-High Needs,15.0,15.0,,15.0,,
Windham School District,2016,ELA,High Needs,106.0,88.0,83.0,88.0,,420.0
Windsor Locks School District,2016,ELA,Non-High Needs,56.0,53.0,94.6,53.0,,506.0
Windsor Locks School District,2016,ELA,High Needs,38.0,36.0,94.7,36.0,,469.0
Windsor School District,2016,ELA,Non-High Needs,154.0,152.0,98.7,152.0,,535.0
Windsor School District,2016,ELA,High Needs,121.0,110.0,90.9,110.0,,457.0
Wolcott School District,2016,ELA,Non-High Needs,138.0,138.0,100.0,138.0,,556.0
Wolcott School District,2016,ELA,High Needs,56.0,52.0,92.9,52.0,,478.0
Woodstock School District,2016,ELA,High Needs,,0.0,,0.0,,
