District,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
New London School District,2025,Math,Non-High Needs,13.0,13.0,,13.0,,
New London School District,2025,Math,High Needs,187.0,172.0,92.0,167.0,,356.0
New Milford School District,2025,Math,Non-High Needs,158.0,155.0,98.1,154.0,,503.0
New Milford School District,2025,Math,High Needs,122.0,113.0,92.6,113.0,11.5,415.0
Newington School District,2025,Math,Non-High Needs,160.0,157.0,98.1,157.0,,524.0
Newington School District,2025,Math,High Needs,141.0,135.0,95.7,135.0,16.3,438.0
Newtown School District,2025,Math,Non-High Needs,219.0,217.0,99.1,217.0,,551.0
Newtown School District,2025,Math,High Needs,69.0,64.0,92.8,64.0,17.2,444.0
North Branford School District,2025,Math,Non-High Needs,69.0,68.0,98.6,68.0,,527.0
North Branford School District,2025,Math,High Needs,34.0,33.0,97.1,33.0,24.2,442.0
North Haven School District,2025,Math,Non-High Needs,145.0,145.0,100.0,145.0,,523.0
North Haven School District,2025,Math,High Needs,67.0,66.0,98.5,65.0,24.6,443.0
North Stonington School District,2025,Math,Non-High Needs,37.0,37.0,100.0,37.0,,525.0
North Stonington School District,2025,Math,High Needs,12.0,12.0,,12.0,,
Norwalk School District,2025,Math,Non-High Needs,356.0,348.0,97.8,348.0,39.7,510.0
Norwalk School District,2025,Math,High Needs,530.0,491.0,92.6,491.0,17.9,433.0
Norwich Free Academy District,2025,Math,Non-High Needs,183.0,182.0,99.5,182.0,,496.0
Norwich Free Academy District,2025,Math,High Needs,334.0,308.0,92.2,308.0,8.4,403.0
Norwich School District,2025,Math,High Needs,11.0,,,,,
Old Saybrook School District,2025,Math,Non-High Needs,48.0,47.0,97.9,46.0,,557.0
Old Saybrook School District,2025,Math,High Needs,25.0,25.0,100.0,25.0,,438.0
Oxford School District,2025,Math,Non-High Needs,83.0,83.0,100.0,83.0,,521.0
Oxford School District,2025,Math,High Needs,33.0,33.0,100.0,33.0,,419.0
Plainfield School District,2025,Math,Non-High Needs,69.0,69.0,100.0,69.0,,460.0
Plainfield School District,2025,Math,High Needs,83.0,77.0,92.8,77.0,,382.0
Plainville School District,2025,Math,Non-High Needs,92.0,92.0,100.0,91.0,,488.0
Plainville School District,2025,Math,High Needs,86.0,79.0,91.9,79.0,17.7,437.0
Plymouth School District,2025,Math,Non-High Needs,52.0,50.0,96.2,50.0,,485.0
Plymouth School District,2025,Math,High Needs,37.0,32.0,86.5,32.0,,431.0
Portland School District,2025,Math,Non-High Needs,48.0,48.0,100.0,48.0,,511.0
Portland School District,2025,Math,High Needs,35.0,33.0,94.3,33.0,,439.0
Preston School District,2025,Math,High Needs,,,,,,
Putnam School District,2025,Math,Non-High Needs,22.0,22.0,100.0,22.0,,473.0
Putnam School District,2025,Math,High Needs,39.0,36.0,92.3,36.0,,399.0
Regional School District 01,2025,Math,Non-High Needs,56.0,56.0,100.0,56.0,,514.0
Regional School District 01,2025,Math,High Needs,32.0,28.0,87.5,28.0,21.4,444.0
Regional School District 04,2025,Math,Non-High Needs,72.0,71.0,98.6,71.0,,512.0
Regional School District 04,2025,Math,High Needs,34.0,33.0,97.1,33.0,,462.0
Regional School District 05,2025,Math,Non-High Needs,247.0,246.0,99.6,246.0,61.0,574.0
Regional School District 05,2025,Math,High Needs,73.0,73.0,100.0,73.0,24.7,460.0
Regional School District 07,2025,Math,Non-High Needs,69.0,66.0,95.7,66.0,,546.0
Regional School District 07,2025,Math,High Needs,62.0,52.0,83.9,52.0,,455.0
Regional School District 08,2025,Math,Non-High Needs,143.0,141.0,98.6,141.0,,548.0
Regional School District 08,2025,Math,High Needs,42.0,35.0,83.3,35.0,,467.0
Regional School District 09,2025,Math,Non-High Needs,108.0,108.0,100.0,108.0,,582.0
Regional School District 09,2025,Math,High Needs,62.0,57.0,91.9,57.0,,501.0
Regional School District 10,2025,Math,Non-High Needs,120.0,120.0,100.0,120.0,,523.0
Regional School District 10,2025,Math,High Needs,41.0,39.0,95.1,39.0,,475.0
Regional School District 11,2025,Math,Non-High Needs,8.0,8.0,,8.0,,
Regional School District 11,2025,Math,High Needs,11.0,10.0,,10.0,,
Regional School District 12,2025,Math,Non-High Needs,71.0,71.0,100.0,71.0,,566.0
Regional School District 12,2025,Math,High Needs,33.0,32.0,97.0,32.0,,475.0
Regional School District 13,2025,Math,Non-High Needs,58.0,57.0,98.3,57.0,,534.0
Regional School District 13,2025,Math,High Needs,23.0,20.0,87.0,20.0,35.0,459.0
Regional School District 14,2025,Math,Non-High Needs,129.0,129.0,100.0,129.0,,530.0
Regional School District 14,2025,Math,High Needs,56.0,56.0,100.0,56.0,28.6,444.0
Regional School District 15,2025,Math,Non-High Needs,173.0,171.0,98.8,170.0,,545.0
Regional School District 15,2025,Math,High Needs,66.0,65.0,98.5,64.0,,437.0
Regional School District 16,2025,Math,Non-High Needs,110.0,110.0,100.0,110.0,45.5,530.0
Regional School District 16,2025,Math,High Needs,40.0,39.0,97.5,39.0,30.8,460.0
Regional School District 17,2025,Math,Non-High Needs,89.0,89.0,100.0,89.0,,560.0
Regional School District 17,2025,Math,High Needs,37.0,36.0,97.3,36.0,,459.0
Regional School District 18,2025,Math,Non-High Needs,72.0,69.0,95.8,69.0,,605.0
Regional School District 18,2025,Math,High Needs,21.0,17.0,81.0,17.0,,
Regional School District 19,2025,Math,Non-High Needs,138.0,137.0,99.3,137.0,58.4,548.0
Regional School District 19,2025,Math,High Needs,98.0,95.0,96.9,95.0,24.2,469.0
Regional School District 20,2025,Math,Non-High Needs,98.0,97.0,99.0,97.0,,514.0
Regional School District 20,2025,Math,High Needs,53.0,49.0,92.5,49.0,30.6,462.0
Ridgefield School District,2025,Math,Non-High Needs,276.0,273.0,98.9,273.0,73.6,588.0
Ridgefield School District,2025,Math,High Needs,85.0,79.0,92.9,79.0,,502.0
Rocky Hill School District,2025,Math,Non-High Needs,124.0,123.0,99.2,123.0,,585.0
Rocky Hill School District,2025,Math,High Needs,62.0,59.0,95.2,59.0,,464.0
Salem School District,2025,Math,High Needs,,,,,,
Seymour School District,2025,Math,Non-High Needs,69.0,68.0,98.6,68.0,,511.0
Seymour School District,2025,Math,High Needs,86.0,81.0,94.2,81.0,17.3,430.0
Shelton School District,2025,Math,Non-High Needs,175.0,174.0,99.4,174.0,51.7,541.0
Shelton School District,2025,Math,High Needs,127.0,122.0,96.1,122.0,20.5,444.0
Simsbury School District,2025,Math,Non-High Needs,208.0,207.0,99.5,207.0,66.2,567.0
Simsbury School District,2025,Math,High Needs,92.0,82.0,89.1,82.0,29.3,496.0
Somers School District,2025,Math,Non-High Needs,57.0,56.0,98.2,56.0,,513.0
Somers School District,2025,Math,High Needs,16.0,14.0,,14.0,,
South Windsor School District,2025,Math,Non-High Needs,255.0,255.0,100.0,255.0,71.0,585.0
South Windsor School District,2025,Math,High Needs,115.0,112.0,97.4,111.0,18.0,447.0
Southington School District,2025,Math,Non-High Needs,327.0,324.0,99.1,324.0,,515.0
Southington School District,2025,Math,High Needs,169.0,165.0,97.6,164.0,16.5,435.0
Stafford School District,2025,Math,Non-High Needs,61.0,60.0,98.4,60.0,,524.0
Stafford School District,2025,Math,High Needs,33.0,31.0,93.9,31.0,,455.0
Stamford School District,2025,Math,Non-High Needs,393.0,373.0,94.9,373.0,47.2,521.0
Stamford School District,2025,Math,High Needs,820.0,697.0,85.0,695.0,10.4,411.0
Sterling School District,2025,Math,High Needs,,0.0,,0.0,,
Stonington School District,2025,Math,Non-High Needs,85.0,84.0,98.8,84.0,,550.0
Stonington School District,2025,Math,High Needs,47.0,45.0,95.7,45.0,,459.0
Stratford School District,2025,Math,Non-High Needs,226.0,221.0,97.8,221.0,21.3,465.0
Stratford School District,2025,Math,High Needs,343.0,330.0,96.2,330.0,7.9,415.0
Suffield School District,2025,Math,Non-High Needs,100.0,98.0,98.0,97.0,,532.0
Suffield School District,2025,Math,High Needs,43.0,41.0,95.3,40.0,27.5,451.0
The Bridge Academy District,2025,Math,Non-High Needs,8.0,8.0,,8.0,,
The Bridge Academy District,2025,Math,High Needs,37.0,37.0,100.0,37.0,,433.0
The Gilbert School District,2025,Math,Non-High Needs,25.0,24.0,96.0,24.0,,480.0
The Gilbert School District,2025,Math,High Needs,36.0,34.0,94.4,34.0,,410.0
The Woodstock Academy District,2025,Math,Non-High Needs,248.0,246.0,99.2,246.0,,497.0
The Woodstock Academy District,2025,Math,High Needs,28.0,25.0,89.3,24.0,,397.0
Thomaston School District,2025,Math,Non-High Needs,24.0,24.0,100.0,24.0,,490.0
Thomaston School District,2025,Math,High Needs,17.0,16.0,,16.0,,
Thompson School District,2025,Math,Non-High Needs,24.0,24.0,100.0,23.0,,418.0
Thompson School District,2025,Math,High Needs,32.0,24.0,75.0,23.0,,454.0
Tolland School District,2025,Math,Non-High Needs,130.0,129.0,99.2,129.0,57.4,546.0
Tolland School District,2025,Math,High Needs,41.0,39.0,95.1,39.0,17.9,427.0
Torrington School District,2025,Math,Non-High Needs,85.0,83.0,97.6,83.0,,487.0
Torrington School District,2025,Math,High Needs,192.0,174.0,90.6,174.0,8.6,411.0
Trumbull School District,2025,Math,Non-High Needs,391.0,390.0,99.7,390.0,58.5,559.0
Trumbull School District,2025,Math,High Needs,169.0,165.0,97.6,165.0,30.9,469.0
Unified School District #2,2025,Math,High Needs,13.0,11.0,,11.0,,
Vernon School District,2025,Math,Non-High Needs,109.0,108.0,99.1,108.0,,499.0
Vernon School District,2025,Math,High Needs,137.0,125.0,91.2,125.0,10.4,404.0
Wallingford School District,2025,Math,Non-High Needs,252.0,248.0,98.4,248.0,,506.0
Wallingford School District,2025,Math,High Needs,161.0,149.0,92.5,149.0,11.4,432.0
Waterbury School District,2025,Math,Non-High Needs,147.0,145.0,98.6,145.0,22.1,446.0
Waterbury School District,2025,Math,High Needs,1067.0,1023.0,95.9,1023.0,8.6,381.0
Waterford School District,2025,Math,Non-High Needs,113.0,112.0,99.1,112.0,,559.0
Waterford School District,2025,Math,High Needs,73.0,69.0,94.5,69.0,,498.0
Watertown School District,2025,Math,Non-High Needs,87.0,85.0,97.7,85.0,,487.0
Watertown School District,2025,Math,High Needs,91.0,83.0,91.2,82.0,18.3,440.0
West Hartford School District,2025,Math,Non-High Needs,448.0,446.0,99.6,445.0,72.1,586.0
West Hartford School District,2025,Math,High Needs,257.0,244.0,94.9,244.0,24.2,455.0
West Haven School District,2025,Math,Non-High Needs,177.0,174.0,98.3,172.0,15.7,448.0
West Haven School District,2025,Math,High Needs,323.0,300.0,92.9,298.0,7.7,405.0
Westbrook School District,2025,Math,Non-High Needs,17.0,17.0,,17.0,,
Westbrook School District,2025,Math,High Needs,27.0,26.0,96.3,26.0,,460.0
Weston School District,2025,Math,Non-High Needs,144.0,143.0,99.3,143.0,,606.0
Weston School District,2025,Math,High Needs,25.0,23.0,92.0,23.0,,434.0
Westport School District,2025,Math,Non-High Needs,332.0,331.0,99.7,331.0,,622.0
Westport School District,2025,Math,High Needs,75.0,74.0,98.7,74.0,,465.0
Wethersfield School District,2025,Math,Non-High Needs,171.0,171.0,100.0,171.0,43.9,520.0
Wethersfield School District,2025,Math,High Needs,122.0,121.0,99.2,121.0,9.9,422.0
Wilton School District,2025,Math,Non-High Needs,222.0,220.0,99.1,220.0,88.6,628.0
Wilton School District,2025,Math,High Needs,66.0,62.0,93.9,62.0,41.9,507.0
Windham School District,2025,Math,Non-High Needs,14.0,14.0,,14.0,,
Windham School District,2025,Math,High Needs,102.0,91.0,89.2,91.0,,390.0
Windsor Locks School District,2025,Math,Non-High Needs,44.0,44.0,100.0,44.0,,480.0
Windsor Locks School District,2025,Math,High Needs,60.0,51.0,85.0,51.0,,409.0
Windsor School District,2025,Math,Non-High Needs,117.0,111.0,94.9,111.0,,487.0
Windsor School District,2025,Math,High Needs,159.0,145.0,91.2,143.0,14.7,424.0
Wolcott School District,2025,Math,Non-High Needs,101.0,99.0,98.0,99.0,,500.0
Wolcott School District,2025,Math,High Needs,46.0,41.0,89.1,41.0,,433.0
Woodstock School District,2025,Math,High Needs,,,,,,
