District,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Montville School District,2024,ELA,Non-High Needs,79.0,79.0,100.0,79.0,,521.0
Montville School District,2024,ELA,High Needs,60.0,58.0,96.7,58.0,,430.0
Naugatuck School District,2024,ELA,Non-High Needs,139.0,137.0,98.6,137.0,59.1,494.0
Naugatuck School District,2024,ELA,High Needs,189.0,175.0,92.6,174.0,26.4,407.0
New Britain School District,2024,ELA,Non-High Needs,127.0,118.0,92.9,118.0,53.4,481.0
New Britain School District,2024,ELA,High Needs,479.0,418.0,87.3,418.0,23.2,401.0
New Canaan School District,2024,ELA,Non-High Needs,273.0,270.0,98.9,255.0,94.5,618.0
New Canaan School District,2024,ELA,High Needs,49.0,45.0,91.8,45.0,,488.0
New Fairfield School District,2024,ELA,Non-High Needs,140.0,137.0,97.9,137.0,,541.0
New Fairfield School District,2024,ELA,High Needs,37.0,34.0,91.9,34.0,,475.0
New Haven School District,2024,ELA,Non-High Needs,285.0,274.0,96.1,274.0,63.9,521.0
New Haven School District,2024,ELA,High Needs,999.0,819.0,82.0,819.0,25.8,411.0
New London School District,2024,ELA,Non-High Needs,21.0,21.0,100.0,21.0,,467.0
New London School District,2024,ELA,High Needs,175.0,159.0,90.9,159.0,,378.0
New Milford School District,2024,ELA,Non-High Needs,189.0,185.0,97.9,185.0,77.3,533.0
New Milford School District,2024,ELA,High Needs,125.0,115.0,92.0,113.0,46.0,472.0
Newington School District,2024,ELA,Non-High Needs,198.0,194.0,98.0,194.0,69.1,526.0
Newington School District,2024,ELA,High Needs,126.0,114.0,90.5,114.0,47.4,463.0
Newtown School District,2024,ELA,Non-High Needs,263.0,257.0,97.7,257.0,81.3,567.0
Newtown School District,2024,ELA,High Needs,78.0,67.0,85.9,67.0,38.8,474.0
North Branford School District,2024,ELA,Non-High Needs,69.0,69.0,100.0,69.0,,507.0
North Branford School District,2024,ELA,High Needs,30.0,28.0,93.3,28.0,,466.0
North Haven School District,2024,ELA,Non-High Needs,180.0,178.0,98.9,177.0,,537.0
North Haven School District,2024,ELA,High Needs,71.0,68.0,95.8,68.0,,458.0
North Stonington School District,2024,ELA,Non-High Needs,46.0,45.0,97.8,45.0,,549.0
North Stonington School District,2024,ELA,High Needs,12.0,12.0,,12.0,,
Norwalk School District,2024,ELA,Non-High Needs,369.0,351.0,95.1,351.0,72.6,537.0
Norwalk School District,2024,ELA,High Needs,624.0,519.0,83.2,519.0,24.9,405.0
Norwich Free Academy District,2024,ELA,Non-High Needs,239.0,238.0,99.6,238.0,70.2,534.0
Norwich Free Academy District,2024,ELA,High Needs,324.0,302.0,93.2,302.0,28.8,414.0
Norwich School District,2024,ELA,High Needs,10.0,6.0,,6.0,,
Old Saybrook School District,2024,ELA,Non-High Needs,57.0,57.0,100.0,57.0,,575.0
Old Saybrook School District,2024,ELA,High Needs,28.0,27.0,96.4,27.0,,481.0
Oxford School District,2024,ELA,Non-High Needs,112.0,112.0,100.0,112.0,,525.0
Oxford School District,2024,ELA,High Needs,36.0,36.0,100.0,36.0,,446.0
Plainfield School District,2024,ELA,Non-High Needs,48.0,45.0,93.8,45.0,,523.0
Plainfield School District,2024,ELA,High Needs,72.0,49.0,68.1,45.0,,438.0
Plainville School District,2024,ELA,Non-High Needs,89.0,84.0,94.4,84.0,,533.0
Plainville School District,2024,ELA,High Needs,70.0,60.0,85.7,60.0,,451.0
Plymouth School District,2024,ELA,Non-High Needs,32.0,31.0,96.9,31.0,,486.0
Plymouth School District,2024,ELA,High Needs,37.0,35.0,94.6,35.0,,442.0
Portland School District,2024,ELA,Non-High Needs,52.0,51.0,98.1,51.0,,540.0
Portland School District,2024,ELA,High Needs,30.0,28.0,93.3,28.0,,433.0
Preston School District,2024,ELA,High Needs,,,,,,
Putnam School District,2024,ELA,Non-High Needs,21.0,21.0,100.0,21.0,,492.0
Putnam School District,2024,ELA,High Needs,44.0,42.0,95.5,42.0,,430.0
Regional School District 01,2024,ELA,Non-High Needs,52.0,52.0,100.0,52.0,,533.0
Regional School District 01,2024,ELA,High Needs,44.0,38.0,86.4,38.0,,444.0
Regional School District 04,2024,ELA,Non-High Needs,65.0,65.0,100.0,65.0,,528.0
Regional School District 04,2024,ELA,High Needs,45.0,44.0,97.8,44.0,,455.0
Regional School District 05,2024,ELA,Non-High Needs,255.0,254.0,99.6,251.0,81.7,574.0
Regional School District 05,2024,ELA,High Needs,72.0,69.0,95.8,67.0,50.7,478.0
Regional School District 06,2024,ELA,Non-High Needs,51.0,50.0,98.0,50.0,,537.0
Regional School District 06,2024,ELA,High Needs,37.0,33.0,89.2,33.0,,477.0
Regional School District 07,2024,ELA,Non-High Needs,122.0,115.0,94.3,115.0,,534.0
Regional School District 07,2024,ELA,High Needs,50.0,44.0,88.0,44.0,,472.0
Regional School District 08,2024,ELA,Non-High Needs,146.0,143.0,97.9,143.0,,556.0
Regional School District 08,2024,ELA,High Needs,52.0,46.0,88.5,46.0,,468.0
Regional School District 09,2024,ELA,Non-High Needs,157.0,157.0,100.0,157.0,,584.0
Regional School District 09,2024,ELA,High Needs,36.0,30.0,83.3,30.0,,492.0
Regional School District 10,2024,ELA,Non-High Needs,139.0,138.0,99.3,138.0,,556.0
Regional School District 10,2024,ELA,High Needs,28.0,26.0,92.9,26.0,34.6,452.0
Regional School District 11,2024,ELA,Non-High Needs,16.0,16.0,,16.0,,
Regional School District 11,2024,ELA,High Needs,13.0,13.0,,13.0,,
Regional School District 12,2024,ELA,Non-High Needs,62.0,62.0,100.0,62.0,85.5,570.0
Regional School District 12,2024,ELA,High Needs,23.0,22.0,95.7,21.0,42.9,454.0
Regional School District 13,2024,ELA,Non-High Needs,70.0,69.0,98.6,69.0,85.5,570.0
Regional School District 13,2024,ELA,High Needs,34.0,29.0,85.3,29.0,27.6,441.0
Regional School District 14,2024,ELA,Non-High Needs,96.0,96.0,100.0,96.0,,526.0
Regional School District 14,2024,ELA,High Needs,52.0,52.0,100.0,52.0,,456.0
Regional School District 15,2024,ELA,Non-High Needs,169.0,169.0,100.0,168.0,,569.0
Regional School District 15,2024,ELA,High Needs,76.0,74.0,97.4,73.0,,474.0
Regional School District 16,2024,ELA,Non-High Needs,112.0,112.0,100.0,112.0,,532.0
Regional School District 16,2024,ELA,High Needs,41.0,41.0,100.0,41.0,,464.0
Regional School District 17,2024,ELA,Non-High Needs,99.0,99.0,100.0,99.0,,569.0
Regional School District 17,2024,ELA,High Needs,27.0,26.0,96.3,26.0,,471.0
Regional School District 18,2024,ELA,Non-High Needs,71.0,69.0,97.2,69.0,,597.0
Regional School District 18,2024,ELA,High Needs,24.0,24.0,100.0,24.0,,489.0
Regional School District 19,2024,ELA,Non-High Needs,182.0,179.0,98.4,179.0,82.1,574.0
Regional School District 19,2024,ELA,High Needs,104.0,95.0,91.3,95.0,46.3,458.0
Ridgefield School District,2024,ELA,Non-High Needs,307.0,300.0,97.7,300.0,91.7,605.0
Ridgefield School District,2024,ELA,High Needs,66.0,60.0,90.9,60.0,,514.0
Rocky Hill School District,2024,ELA,Non-High Needs,104.0,104.0,100.0,104.0,,561.0
Rocky Hill School District,2024,ELA,High Needs,62.0,56.0,90.3,56.0,,432.0
Seymour School District,2024,ELA,Non-High Needs,78.0,77.0,98.7,77.0,75.3,529.0
Seymour School District,2024,ELA,High Needs,87.0,85.0,97.7,85.0,43.5,473.0
Shelton School District,2024,ELA,Non-High Needs,208.0,206.0,99.0,206.0,80.6,549.0
Shelton School District,2024,ELA,High Needs,136.0,131.0,96.3,131.0,48.9,460.0
Simsbury School District,2024,ELA,Non-High Needs,219.0,217.0,99.1,217.0,94.0,602.0
Simsbury School District,2024,ELA,High Needs,92.0,83.0,90.2,83.0,,500.0
Somers School District,2024,ELA,Non-High Needs,80.0,79.0,98.8,79.0,,553.0
Somers School District,2024,ELA,High Needs,19.0,16.0,,16.0,,
South Windsor School District,2024,ELA,Non-High Needs,241.0,239.0,99.2,233.0,83.7,576.0
South Windsor School District,2024,ELA,High Needs,91.0,91.0,100.0,91.0,42.9,464.0
Southington School District,2024,ELA,Non-High Needs,332.0,329.0,99.1,329.0,76.3,538.0
Southington School District,2024,ELA,High Needs,156.0,144.0,92.3,143.0,45.5,466.0
Stafford School District,2024,ELA,Non-High Needs,41.0,40.0,97.6,40.0,,542.0
Stafford School District,2024,ELA,High Needs,36.0,36.0,100.0,36.0,,422.0
Stamford School District,2024,ELA,Non-High Needs,474.0,458.0,96.6,457.0,75.5,545.0
Stamford School District,2024,ELA,High Needs,794.0,692.0,87.2,690.0,32.5,427.0
Stonington School District,2024,ELA,Non-High Needs,120.0,119.0,99.2,119.0,91.6,579.0
Stonington School District,2024,ELA,High Needs,55.0,49.0,89.1,49.0,55.1,483.0
Stratford School District,2024,ELA,Non-High Needs,233.0,230.0,98.7,229.0,53.7,478.0
Stratford School District,2024,ELA,High Needs,329.0,313.0,95.1,309.0,30.1,425.0
Suffield School District,2024,ELA,Non-High Needs,112.0,111.0,99.1,111.0,,568.0
Suffield School District,2024,ELA,High Needs,48.0,47.0,97.9,47.0,,468.0
The Bridge Academy District,2024,ELA,High Needs,41.0,41.0,100.0,41.0,,429.0
The Gilbert School District,2024,ELA,Non-High Needs,40.0,40.0,100.0,40.0,,494.0
The Gilbert School District,2024,ELA,High Needs,47.0,47.0,100.0,47.0,,470.0
The Woodstock Academy District,2024,ELA,Non-High Needs,213.0,212.0,99.5,212.0,,529.0
The Woodstock Academy District,2024,ELA,High Needs,40.0,34.0,85.0,34.0,,452.0
Thomaston School District,2024,ELA,Non-High Needs,31.0,31.0,100.0,31.0,,524.0
Thomaston School District,2024,ELA,High Needs,15.0,12.0,,12.0,,
Thompson School District,2024,ELA,Non-High Needs,29.0,28.0,96.6,28.0,,485.0
Thompson School District,2024,ELA,High Needs,22.0,21.0,95.5,21.0,47.6,457.0
Tolland School District,2024,ELA,Non-High Needs,109.0,109.0,100.0,108.0,,562.0
Tolland School District,2024,ELA,High Needs,49.0,47.0,95.9,47.0,,471.0
Torrington School District,2024,ELA,Non-High Needs,84.0,83.0,98.8,83.0,66.3,518.0
Torrington School District,2024,ELA,High Needs,164.0,139.0,84.8,139.0,30.9,430.0
Trumbull School District,2024,ELA,Non-High Needs,408.0,408.0,100.0,408.0,82.1,569.0
Trumbull School District,2024,ELA,High Needs,147.0,143.0,97.3,141.0,48.9,477.0
Unified School District #2,2024,ELA,High Needs,13.0,11.0,,11.0,,
Vernon School District,2024,ELA,Non-High Needs,126.0,125.0,99.2,125.0,,503.0
Vernon School District,2024,ELA,High Needs,122.0,110.0,90.2,110.0,,443.0
Voluntown School District,2024,ELA,High Needs,,,,,,
Wallingford School District,2024,ELA,Non-High Needs,227.0,225.0,99.1,225.0,64.4,522.0
Wallingford School District,2024,ELA,High Needs,174.0,167.0,96.0,167.0,37.7,446.0
Waterbury School District,2024,ELA,Non-High Needs,170.0,167.0,98.2,167.0,54.5,487.0
Waterbury School District,2024,ELA,High Needs,1041.0,995.0,95.6,993.0,21.7,400.0
Waterford School District,2024,ELA,Non-High Needs,115.0,114.0,99.1,114.0,,572.0
Waterford School District,2024,ELA,High Needs,56.0,55.0,98.2,55.0,,482.0
Watertown School District,2024,ELA,Non-High Needs,103.0,102.0,99.0,102.0,,515.0
Watertown School District,2024,ELA,High Needs,79.0,76.0,96.2,76.0,,435.0
West Hartford School District,2024,ELA,Non-High Needs,469.0,465.0,99.1,465.0,90.5,601.0
West Hartford School District,2024,ELA,High Needs,267.0,253.0,94.8,252.0,44.8,469.0
West Haven School District,2024,ELA,Non-High Needs,164.0,157.0,95.7,157.0,47.8,480.0
West Haven School District,2024,ELA,High Needs,297.0,279.0,93.9,279.0,29.0,412.0
Westbrook School District,2024,ELA,Non-High Needs,16.0,16.0,,16.0,,
Westbrook School District,2024,ELA,High Needs,28.0,28.0,100.0,28.0,,467.0
Weston School District,2024,ELA,Non-High Needs,154.0,152.0,98.7,151.0,,617.0
Weston School District,2024,ELA,High Needs,31.0,26.0,83.9,26.0,,500.0
Westport School District,2024,ELA,Non-High Needs,331.0,331.0,100.0,318.0,95.6,630.0
Westport School District,2024,ELA,High Needs,75.0,72.0,96.0,70.0,70.0,530.0
Wethersfield School District,2024,ELA,Non-High Needs,185.0,185.0,100.0,184.0,75.5,544.0
Wethersfield School District,2024,ELA,High Needs,104.0,99.0,95.2,98.0,33.7,444.0
Wilton School District,2024,ELA,Non-High Needs,243.0,242.0,99.6,236.0,97.5,623.0
Wilton School District,2024,ELA,High Needs,61.0,56.0,91.8,56.0,71.4,533.0
Winchester School District,2024,ELA,High Needs,,0.0,,0.0,,
Windham School District,2024,ELA,Non-High Needs,23.0,22.0,95.7,22.0,,487.0
Windham School District,2024,ELA,High Needs,118.0,108.0,91.5,108.0,25.9,406.0
Windsor Locks School District,2024,ELA,Non-High Needs,55.0,55.0,100.0,55.0,,507.0
Windsor Locks School District,2024,ELA,High Needs,67.0,54.0,80.6,54.0,,462.0
Windsor School District,2024,ELA,Non-High Needs,122.0,119.0,97.5,119.0,,528.0
Windsor School District,2024,ELA,High Needs,139.0,120.0,86.3,120.0,,453.0
Wolcott School District,2024,ELA,Non-High Needs,101.0,97.0,96.0,97.0,,523.0
Wolcott School District,2024,ELA,High Needs,58.0,53.0,91.4,53.0,,471.0
