District,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
New London School District,2022,ELA,Non-High Needs,15.0,15.0,,15.0,,
New London School District,2022,ELA,High Needs,148.0,133.0,89.9,133.0,,421.0
New Milford School District,2022,ELA,Non-High Needs,228.0,220.0,96.5,220.0,,554.0
New Milford School District,2022,ELA,High Needs,104.0,87.0,83.7,87.0,,462.0
Newington School District,2022,ELA,Non-High Needs,198.0,198.0,100.0,197.0,,527.0
Newington School District,2022,ELA,High Needs,122.0,115.0,94.3,114.0,,450.0
Newtown School District,2022,ELA,Non-High Needs,279.0,272.0,97.5,272.0,,557.0
Newtown School District,2022,ELA,High Needs,81.0,73.0,90.1,73.0,,470.0
North Branford School District,2022,ELA,Non-High Needs,81.0,80.0,98.8,80.0,82.5,545.0
North Branford School District,2022,ELA,High Needs,35.0,34.0,97.1,34.0,35.3,453.0
North Haven School District,2022,ELA,Non-High Needs,146.0,143.0,97.9,143.0,71.3,529.0
North Haven School District,2022,ELA,High Needs,62.0,54.0,87.1,54.0,50.0,480.0
North Stonington School District,2022,ELA,Non-High Needs,47.0,47.0,100.0,47.0,,580.0
North Stonington School District,2022,ELA,High Needs,9.0,9.0,,9.0,,
Norwalk School District,2022,ELA,Non-High Needs,378.0,365.0,96.6,364.0,70.9,534.0
Norwalk School District,2022,ELA,High Needs,536.0,481.0,89.7,479.0,27.1,433.0
Norwich Free Academy District,2022,ELA,Non-High Needs,242.0,229.0,94.6,229.0,70.3,519.0
Norwich Free Academy District,2022,ELA,High Needs,295.0,249.0,84.4,246.0,30.5,442.0
Norwich School District,2022,ELA,High Needs,,,,,,
Old Saybrook School District,2022,ELA,Non-High Needs,62.0,62.0,100.0,62.0,,577.0
Old Saybrook School District,2022,ELA,High Needs,32.0,29.0,90.6,29.0,,453.0
Oxford School District,2022,ELA,Non-High Needs,114.0,114.0,100.0,114.0,,528.0
Oxford School District,2022,ELA,High Needs,26.0,25.0,96.2,25.0,,477.0
Plainfield School District,2022,ELA,Non-High Needs,65.0,63.0,96.9,63.0,,479.0
Plainfield School District,2022,ELA,High Needs,72.0,61.0,84.7,58.0,29.3,445.0
Plainville School District,2022,ELA,Non-High Needs,88.0,87.0,98.9,87.0,,514.0
Plainville School District,2022,ELA,High Needs,69.0,65.0,94.2,65.0,,460.0
Plymouth School District,2022,ELA,Non-High Needs,56.0,55.0,98.2,55.0,,506.0
Plymouth School District,2022,ELA,High Needs,32.0,26.0,81.3,26.0,,455.0
Portland School District,2022,ELA,Non-High Needs,53.0,53.0,100.0,53.0,,536.0
Portland School District,2022,ELA,High Needs,24.0,23.0,95.8,23.0,,461.0
Putnam School District,2022,ELA,Non-High Needs,27.0,27.0,100.0,27.0,,501.0
Putnam School District,2022,ELA,High Needs,34.0,32.0,94.1,32.0,,443.0
Regional School District 01,2022,ELA,Non-High Needs,46.0,44.0,95.7,44.0,,525.0
Regional School District 01,2022,ELA,High Needs,41.0,40.0,97.6,40.0,,458.0
Regional School District 04,2022,ELA,Non-High Needs,97.0,93.0,95.9,93.0,91.4,584.0
Regional School District 04,2022,ELA,High Needs,34.0,31.0,91.2,29.0,,498.0
Regional School District 05,2022,ELA,Non-High Needs,259.0,255.0,98.5,255.0,90.6,586.0
Regional School District 05,2022,ELA,High Needs,59.0,52.0,88.1,52.0,67.3,525.0
Regional School District 06,2022,ELA,Non-High Needs,68.0,67.0,98.5,67.0,,573.0
Regional School District 06,2022,ELA,High Needs,31.0,30.0,96.8,30.0,,498.0
Regional School District 07,2022,ELA,Non-High Needs,114.0,110.0,96.5,110.0,,544.0
Regional School District 07,2022,ELA,High Needs,45.0,39.0,86.7,39.0,,457.0
Regional School District 08,2022,ELA,Non-High Needs,163.0,160.0,98.2,160.0,85.0,563.0
Regional School District 08,2022,ELA,High Needs,40.0,40.0,100.0,39.0,51.3,493.0
Regional School District 09,2022,ELA,Non-High Needs,149.0,148.0,99.3,148.0,,592.0
Regional School District 09,2022,ELA,High Needs,51.0,47.0,92.2,47.0,,503.0
Regional School District 10,2022,ELA,Non-High Needs,132.0,128.0,97.0,128.0,,544.0
Regional School District 10,2022,ELA,High Needs,29.0,26.0,89.7,26.0,,498.0
Regional School District 11,2022,ELA,Non-High Needs,13.0,13.0,,12.0,,
Regional School District 11,2022,ELA,High Needs,16.0,16.0,,16.0,,
Regional School District 12,2022,ELA,Non-High Needs,45.0,43.0,95.6,43.0,79.1,557.0
Regional School District 12,2022,ELA,High Needs,25.0,22.0,88.0,22.0,50.0,472.0
Regional School District 13,2022,ELA,Non-High Needs,85.0,85.0,100.0,85.0,,560.0
Regional School District 13,2022,ELA,High Needs,25.0,20.0,80.0,20.0,,467.0
Regional School District 14,2022,ELA,Non-High Needs,112.0,112.0,100.0,112.0,,534.0
Regional School District 14,2022,ELA,High Needs,56.0,51.0,91.1,49.0,,456.0
Regional School District 15,2022,ELA,Non-High Needs,205.0,198.0,96.6,198.0,86.9,567.0
Regional School District 15,2022,ELA,High Needs,79.0,66.0,83.5,66.0,,496.0
Regional School District 16,2022,ELA,Non-High Needs,114.0,113.0,99.1,112.0,,540.0
Regional School District 16,2022,ELA,High Needs,39.0,39.0,100.0,39.0,25.6,436.0
Regional School District 17,2022,ELA,Non-High Needs,120.0,120.0,100.0,120.0,80.8,566.0
Regional School District 17,2022,ELA,High Needs,34.0,33.0,97.1,33.0,33.3,468.0
Regional School District 18,2022,ELA,Non-High Needs,94.0,94.0,100.0,94.0,,594.0
Regional School District 18,2022,ELA,High Needs,18.0,16.0,,16.0,,
Regional School District 19,2022,ELA,Non-High Needs,182.0,178.0,97.8,178.0,80.3,567.0
Regional School District 19,2022,ELA,High Needs,68.0,57.0,83.8,57.0,,495.0
Ridgefield School District,2022,ELA,Non-High Needs,317.0,305.0,96.2,305.0,92.1,607.0
Ridgefield School District,2022,ELA,High Needs,75.0,62.0,82.7,62.0,,523.0
Rocky Hill School District,2022,ELA,Non-High Needs,124.0,123.0,99.2,123.0,,573.0
Rocky Hill School District,2022,ELA,High Needs,50.0,43.0,86.0,43.0,,482.0
Seymour School District,2022,ELA,Non-High Needs,83.0,82.0,98.8,82.0,,537.0
Seymour School District,2022,ELA,High Needs,72.0,64.0,88.9,62.0,,457.0
Shelton School District,2022,ELA,Non-High Needs,216.0,213.0,98.6,212.0,,541.0
Shelton School District,2022,ELA,High Needs,113.0,107.0,94.7,107.0,,445.0
Sherman School District,2022,ELA,High Needs,,0.0,,0.0,,
Simsbury School District,2022,ELA,Non-High Needs,222.0,222.0,100.0,222.0,91.9,595.0
Simsbury School District,2022,ELA,High Needs,65.0,59.0,90.8,59.0,,509.0
Somers School District,2022,ELA,Non-High Needs,96.0,95.0,99.0,95.0,,528.0
Somers School District,2022,ELA,High Needs,13.0,10.0,,10.0,,
South Windsor School District,2022,ELA,Non-High Needs,250.0,247.0,98.8,247.0,82.6,570.0
South Windsor School District,2022,ELA,High Needs,95.0,92.0,96.8,92.0,35.9,465.0
Southington School District,2022,ELA,Non-High Needs,373.0,369.0,98.9,369.0,,545.0
Southington School District,2022,ELA,High Needs,155.0,140.0,90.3,140.0,,462.0
Sprague School District,2022,ELA,High Needs,,0.0,,0.0,,
Stafford School District,2022,ELA,Non-High Needs,63.0,63.0,100.0,63.0,66.7,527.0
Stafford School District,2022,ELA,High Needs,24.0,21.0,87.5,21.0,47.6,467.0
Stamford School District,2022,ELA,Non-High Needs,414.0,399.0,96.4,399.0,71.7,546.0
Stamford School District,2022,ELA,High Needs,559.0,461.0,82.5,461.0,34.9,448.0
Stonington School District,2022,ELA,Non-High Needs,94.0,93.0,98.9,93.0,84.9,561.0
Stonington School District,2022,ELA,High Needs,49.0,46.0,93.9,45.0,,487.0
Stratford School District,2022,ELA,Non-High Needs,257.0,253.0,98.4,253.0,51.0,495.0
Stratford School District,2022,ELA,High Needs,253.0,242.0,95.7,242.0,23.1,436.0
Suffield School District,2022,ELA,Non-High Needs,120.0,120.0,100.0,120.0,,548.0
Suffield School District,2022,ELA,High Needs,46.0,44.0,95.7,44.0,,481.0
The Bridge Academy District,2022,ELA,Non-High Needs,18.0,17.0,,17.0,,
The Bridge Academy District,2022,ELA,High Needs,24.0,24.0,100.0,24.0,,412.0
The Gilbert School District,2022,ELA,Non-High Needs,37.0,37.0,100.0,37.0,,506.0
The Gilbert School District,2022,ELA,High Needs,31.0,28.0,90.3,28.0,,483.0
The Woodstock Academy District,2022,ELA,Non-High Needs,290.0,285.0,98.3,282.0,,519.0
The Woodstock Academy District,2022,ELA,High Needs,25.0,24.0,96.0,24.0,,473.0
Thomaston School District,2022,ELA,Non-High Needs,41.0,41.0,100.0,41.0,85.4,540.0
Thomaston School District,2022,ELA,High Needs,20.0,20.0,100.0,20.0,35.0,450.0
Thompson School District,2022,ELA,Non-High Needs,27.0,25.0,92.6,25.0,,503.0
Thompson School District,2022,ELA,High Needs,21.0,12.0,57.1,12.0,,
Tolland School District,2022,ELA,Non-High Needs,148.0,148.0,100.0,148.0,,556.0
Tolland School District,2022,ELA,High Needs,33.0,32.0,97.0,32.0,,501.0
Torrington School District,2022,ELA,Non-High Needs,73.0,68.0,93.2,65.0,,515.0
Torrington School District,2022,ELA,High Needs,134.0,111.0,82.8,110.0,,455.0
Trumbull School District,2022,ELA,Non-High Needs,369.0,366.0,99.2,366.0,83.3,569.0
Trumbull School District,2022,ELA,High Needs,125.0,120.0,96.0,119.0,51.3,478.0
Unified School District #2,2022,ELA,High Needs,9.0,7.0,,,,
Vernon School District,2022,ELA,Non-High Needs,112.0,110.0,98.2,110.0,,520.0
Vernon School District,2022,ELA,High Needs,103.0,94.0,91.3,93.0,,420.0
Wallingford School District,2022,ELA,Non-High Needs,274.0,266.0,97.1,266.0,,542.0
Wallingford School District,2022,ELA,High Needs,147.0,132.0,89.8,132.0,,455.0
Waterbury School District,2022,ELA,Non-High Needs,150.0,149.0,99.3,148.0,40.5,469.0
Waterbury School District,2022,ELA,High Needs,896.0,845.0,94.3,843.0,19.6,417.0
Waterford School District,2022,ELA,Non-High Needs,119.0,119.0,100.0,119.0,,558.0
Waterford School District,2022,ELA,High Needs,59.0,57.0,96.6,57.0,,468.0
Watertown School District,2022,ELA,Non-High Needs,113.0,109.0,96.5,109.0,,515.0
Watertown School District,2022,ELA,High Needs,80.0,74.0,92.5,73.0,,460.0
West Hartford School District,2022,ELA,Non-High Needs,503.0,499.0,99.2,499.0,86.4,582.0
West Hartford School District,2022,ELA,High Needs,214.0,201.0,93.9,201.0,45.3,469.0
West Haven School District,2022,ELA,Non-High Needs,146.0,142.0,97.3,142.0,47.2,479.0
West Haven School District,2022,ELA,High Needs,263.0,235.0,89.4,231.0,27.3,430.0
Westbrook School District,2022,ELA,Non-High Needs,39.0,38.0,97.4,38.0,,568.0
Westbrook School District,2022,ELA,High Needs,25.0,25.0,100.0,25.0,,448.0
Weston School District,2022,ELA,Non-High Needs,169.0,167.0,98.8,167.0,,615.0
Weston School District,2022,ELA,High Needs,15.0,14.0,,14.0,,
Westport School District,2022,ELA,Non-High Needs,382.0,382.0,100.0,382.0,95.0,617.0
Westport School District,2022,ELA,High Needs,55.0,53.0,96.4,53.0,58.5,506.0
Wethersfield School District,2022,ELA,Non-High Needs,201.0,200.0,99.5,200.0,,525.0
Wethersfield School District,2022,ELA,High Needs,91.0,87.0,95.6,87.0,31.0,448.0
Wilton School District,2022,ELA,Non-High Needs,239.0,237.0,99.2,237.0,95.4,615.0
Wilton School District,2022,ELA,High Needs,98.0,86.0,87.8,86.0,65.1,523.0
Windham School District,2022,ELA,Non-High Needs,19.0,18.0,,18.0,,
Windham School District,2022,ELA,High Needs,131.0,120.0,91.6,120.0,,415.0
Windsor Locks School District,2022,ELA,Non-High Needs,60.0,58.0,96.7,58.0,,498.0
Windsor Locks School District,2022,ELA,High Needs,50.0,40.0,80.0,40.0,,427.0
Windsor School District,2022,ELA,Non-High Needs,147.0,145.0,98.6,145.0,,509.0
Windsor School District,2022,ELA,High Needs,132.0,121.0,91.7,120.0,28.3,440.0
Wolcott School District,2022,ELA,Non-High Needs,121.0,117.0,96.7,117.0,,528.0
Wolcott School District,2022,ELA,High Needs,54.0,45.0,83.3,45.0,,473.0
