District,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Plainfield School District,2016,Math,High Needs,80.0,69.0,86.3,67.0,20.9,449.0
Plainville School District,2016,Math,Non-High Needs,118.0,117.0,99.2,117.0,,518.0
Plainville School District,2016,Math,High Needs,64.0,64.0,100.0,64.0,25.0,454.0
Plymouth School District,2016,Math,Non-High Needs,75.0,73.0,97.3,73.0,,511.0
Plymouth School District,2016,Math,High Needs,44.0,38.0,86.4,38.0,,413.0
Portland School District,2016,Math,Non-High Needs,75.0,74.0,98.7,74.0,,565.0
Portland School District,2016,Math,High Needs,20.0,18.0,90.0,18.0,,
Putnam School District,2016,Math,Non-High Needs,22.0,22.0,100.0,22.0,,488.0
Putnam School District,2016,Math,High Needs,38.0,34.0,89.5,33.0,,420.0
Regional School District 01,2016,Math,Non-High Needs,79.0,79.0,100.0,79.0,,527.0
Regional School District 01,2016,Math,High Needs,31.0,28.0,90.3,28.0,,434.0
Regional School District 04,2016,Math,Non-High Needs,124.0,122.0,98.4,122.0,,545.0
Regional School District 04,2016,Math,High Needs,22.0,22.0,100.0,22.0,,412.0
Regional School District 05,2016,Math,Non-High Needs,299.0,295.0,98.7,295.0,,580.0
Regional School District 05,2016,Math,High Needs,53.0,49.0,92.5,49.0,26.5,460.0
Regional School District 06,2016,Math,Non-High Needs,86.0,86.0,100.0,86.0,,523.0
Regional School District 06,2016,Math,High Needs,27.0,27.0,100.0,27.0,,459.0
Regional School District 07,2016,Math,Non-High Needs,163.0,160.0,98.2,160.0,63.1,554.0
Regional School District 07,2016,Math,High Needs,31.0,27.0,87.1,27.0,22.2,453.0
Regional School District 08,2016,Math,Non-High Needs,207.0,204.0,98.6,204.0,,582.0
Regional School District 08,2016,Math,High Needs,42.0,39.0,92.9,38.0,,456.0
Regional School District 09,2016,Math,Non-High Needs,240.0,232.0,96.7,232.0,,583.0
Regional School District 09,2016,Math,High Needs,34.0,31.0,91.2,31.0,,502.0
Regional School District 10,2016,Math,Non-High Needs,161.0,160.0,99.4,160.0,,565.0
Regional School District 10,2016,Math,High Needs,29.0,27.0,93.1,26.0,,457.0
Regional School District 11,2016,Math,Non-High Needs,31.0,31.0,100.0,31.0,,515.0
Regional School District 11,2016,Math,High Needs,12.0,11.0,,11.0,,
Regional School District 12,2016,Math,Non-High Needs,39.0,38.0,97.4,38.0,,575.0
Regional School District 12,2016,Math,High Needs,11.0,11.0,,11.0,,
Regional School District 13,2016,Math,Non-High Needs,120.0,119.0,99.2,119.0,,548.0
Regional School District 13,2016,Math,High Needs,26.0,21.0,80.8,21.0,,417.0
Regional School District 14,2016,Math,Non-High Needs,137.0,137.0,100.0,137.0,,545.0
Regional School District 14,2016,Math,High Needs,37.0,34.0,91.9,34.0,20.6,477.0
Regional School District 15,2016,Math,Non-High Needs,261.0,258.0,98.9,258.0,,569.0
Regional School District 15,2016,Math,High Needs,53.0,49.0,92.5,49.0,20.4,447.0
Regional School District 16,2016,Math,Non-High Needs,121.0,120.0,99.2,120.0,,517.0
Regional School District 16,2016,Math,High Needs,47.0,44.0,93.6,44.0,25.0,457.0
Regional School District 17,2016,Math,Non-High Needs,121.0,120.0,99.2,120.0,,551.0
Regional School District 17,2016,Math,High Needs,29.0,26.0,89.7,26.0,,438.0
Regional School District 18,2016,Math,Non-High Needs,104.0,104.0,100.0,104.0,,560.0
Regional School District 18,2016,Math,High Needs,16.0,15.0,,15.0,,
Regional School District 19,2016,Math,Non-High Needs,204.0,198.0,97.1,198.0,59.6,567.0
Regional School District 19,2016,Math,High Needs,78.0,70.0,89.7,70.0,37.1,484.0
Ridgefield School District,2016,Math,Non-High Needs,403.0,392.0,97.3,392.0,,611.0
Ridgefield School District,2016,Math,High Needs,31.0,26.0,83.9,26.0,,493.0
Rocky Hill School District,2016,Math,Non-High Needs,135.0,135.0,100.0,135.0,,554.0
Rocky Hill School District,2016,Math,High Needs,39.0,36.0,92.3,36.0,19.4,450.0
Salem School District,2016,Math,High Needs,,,,,,
Seymour School District,2016,Math,Non-High Needs,104.0,101.0,97.1,101.0,,512.0
Seymour School District,2016,Math,High Needs,62.0,50.0,80.6,50.0,20.0,465.0
Shelton School District,2016,Math,Non-High Needs,289.0,284.0,98.3,284.0,,545.0
Shelton School District,2016,Math,High Needs,92.0,87.0,94.6,87.0,25.3,457.0
Sherman School District,2016,Math,High Needs,,0.0,,0.0,,
Simsbury School District,2016,Math,Non-High Needs,299.0,297.0,99.3,297.0,78.8,606.0
Simsbury School District,2016,Math,High Needs,68.0,64.0,94.1,64.0,43.8,506.0
Somers School District,2016,Math,Non-High Needs,98.0,93.0,94.9,93.0,,546.0
Somers School District,2016,Math,High Needs,10.0,10.0,,10.0,,
South Windsor School District,2016,Math,Non-High Needs,269.0,267.0,99.3,267.0,67.0,566.0
South Windsor School District,2016,Math,High Needs,66.0,59.0,89.4,59.0,27.1,476.0
Southington School District,2016,Math,Non-High Needs,372.0,368.0,98.9,368.0,,555.0
Southington School District,2016,Math,High Needs,112.0,102.0,91.1,102.0,18.6,464.0
Stafford School District,2016,Math,Non-High Needs,77.0,71.0,92.2,71.0,,551.0
Stafford School District,2016,Math,High Needs,32.0,30.0,93.8,30.0,,467.0
Stamford Academy District,2016,Math,High Needs,54.0,25.0,46.3,25.0,0.0,370.0
Stamford School District,2016,Math,Non-High Needs,517.0,503.0,97.3,503.0,54.7,541.0
Stamford School District,2016,Math,High Needs,669.0,595.0,88.9,591.0,13.2,435.0
Stonington School District,2016,Math,Non-High Needs,125.0,123.0,98.4,123.0,56.9,558.0
Stonington School District,2016,Math,High Needs,50.0,45.0,90.0,45.0,17.8,447.0
Stratford School District,2016,Math,Non-High Needs,258.0,252.0,97.7,252.0,,504.0
Stratford School District,2016,Math,High Needs,224.0,212.0,94.6,212.0,15.6,440.0
Suffield School District,2016,Math,Non-High Needs,147.0,145.0,98.6,145.0,61.4,552.0
Suffield School District,2016,Math,High Needs,40.0,35.0,87.5,35.0,25.7,460.0
The Bridge Academy District,2016,Math,Non-High Needs,6.0,6.0,,6.0,,
The Bridge Academy District,2016,Math,High Needs,35.0,34.0,97.1,34.0,,424.0
The Gilbert School District,2016,Math,Non-High Needs,69.0,68.0,98.6,68.0,45.6,531.0
The Gilbert School District,2016,Math,High Needs,34.0,34.0,100.0,33.0,18.2,434.0
The Woodstock Academy District,2016,Math,Non-High Needs,243.0,242.0,99.6,242.0,,547.0
The Woodstock Academy District,2016,Math,High Needs,17.0,16.0,,16.0,,
Thomaston School District,2016,Math,Non-High Needs,46.0,46.0,100.0,46.0,,497.0
Thomaston School District,2016,Math,High Needs,17.0,16.0,,16.0,,
Thompson School District,2016,Math,Non-High Needs,31.0,30.0,96.8,30.0,,499.0
Thompson School District,2016,Math,High Needs,18.0,14.0,,14.0,,
Tolland School District,2016,Math,Non-High Needs,177.0,176.0,99.4,176.0,,587.0
Tolland School District,2016,Math,High Needs,29.0,25.0,86.2,25.0,,445.0
Torrington School District,2016,Math,Non-High Needs,120.0,116.0,96.7,116.0,,496.0
Torrington School District,2016,Math,High Needs,89.0,81.0,91.0,81.0,9.9,423.0
Trumbull School District,2016,Math,Non-High Needs,417.0,415.0,99.5,415.0,,573.0
Trumbull School District,2016,Math,High Needs,81.0,80.0,98.8,80.0,26.3,479.0
Unified School District #1,2016,Math,High Needs,109.0,0.0,0.0,0.0,,
Unified School District #2,2016,Math,High Needs,20.0,8.0,40.0,8.0,,
Vernon School District,2016,Math,Non-High Needs,118.0,116.0,98.3,116.0,,523.0
Vernon School District,2016,Math,High Needs,84.0,76.0,90.5,76.0,21.1,447.0
Wallingford School District,2016,Math,Non-High Needs,367.0,363.0,98.9,363.0,,508.0
Wallingford School District,2016,Math,High Needs,105.0,97.0,92.4,97.0,9.3,434.0
Waterbury School District,2016,Math,Non-High Needs,268.0,255.0,95.1,255.0,15.3,454.0
Waterbury School District,2016,Math,High Needs,889.0,801.0,90.1,794.0,7.4,406.0
Waterford School District,2016,Math,Non-High Needs,160.0,155.0,96.9,155.0,51.0,535.0
Waterford School District,2016,Math,High Needs,54.0,48.0,88.9,48.0,12.5,440.0
Watertown School District,2016,Math,Non-High Needs,141.0,138.0,97.9,138.0,,499.0
Watertown School District,2016,Math,High Needs,65.0,61.0,93.8,61.0,19.7,455.0
West Hartford School District,2016,Math,Non-High Needs,545.0,537.0,98.5,536.0,70.5,584.0
West Hartford School District,2016,Math,High Needs,225.0,215.0,95.6,215.0,20.5,448.0
West Haven School District,2016,Math,Non-High Needs,135.0,131.0,97.0,131.0,,485.0
West Haven School District,2016,Math,High Needs,187.0,173.0,92.5,173.0,9.2,429.0
Westbrook School District,2016,Math,Non-High Needs,58.0,58.0,100.0,58.0,,503.0
Westbrook School District,2016,Math,High Needs,18.0,17.0,,17.0,,
Weston School District,2016,Math,Non-High Needs,189.0,183.0,96.8,182.0,,593.0
Weston School District,2016,Math,High Needs,18.0,15.0,,15.0,,
Westport School District,2016,Math,Non-High Needs,378.0,376.0,99.5,376.0,,619.0
Westport School District,2016,Math,High Needs,61.0,57.0,93.4,57.0,26.3,469.0
Wethersfield School District,2016,Math,Non-High Needs,192.0,189.0,98.4,189.0,,540.0
Wethersfield School District,2016,Math,High Needs,67.0,63.0,94.0,63.0,23.8,453.0
Wilton School District,2016,Math,Non-High Needs,293.0,286.0,97.6,285.0,,608.0
Wilton School District,2016,Math,High Needs,43.0,42.0,97.7,42.0,,511.0
Winchester School District,2016,Math,High Needs,,0.0,,0.0,,
Windham School District,2016,Math,Non-High Needs,15.0,15.0,,15.0,,
Windham School District,2016,Math,High Needs,106.0,88.0,83.0,88.0,,401.0
Windsor Locks School District,2016,Math,Non-High Needs,56.0,53.0,94.6,53.0,,488.0
Windsor Locks School District,2016,Math,High Needs,38.0,36.0,94.7,36.0,19.4,453.0
Windsor School District,2016,Math,Non-High Needs,154.0,152.0,98.7,152.0,,517.0
Windsor School District,2016,Math,High Needs,121.0,110.0,90.9,110.0,10.9,433.0
Wolcott School District,2016,Math,Non-High Needs,138.0,138.0,100.0,138.0,,541.0
Wolcott School District,2016,Math,High Needs,56.0,52.0,92.9,52.0,19.2,446.0
Woodstock School District,2016,Math,High Needs,,0.0,,0.0,,
