District,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Clinton School District,2024,Math,High Needs,61.0,58.0,95.1,58.0,,440.0
Colchester School District,2024,Math,Non-High Needs,89.0,88.0,98.9,88.0,,527.0
Colchester School District,2024,Math,High Needs,48.0,45.0,93.8,45.0,,437.0
Common Ground High School District,2024,Math,Non-High Needs,13.0,12.0,,12.0,,
Common Ground High School District,2024,Math,High Needs,37.0,34.0,91.9,34.0,,420.0
Connecticut Technical Education and Career System,2024,Math,Non-High Needs,1113.0,1094.0,98.3,1092.0,14.5,438.0
Connecticut Technical Education and Career System,2024,Math,High Needs,1551.0,1515.0,97.7,1515.0,4.4,396.0
Cooperative Educational Services,2024,Math,High Needs,11.0,6.0,,6.0,,
Coventry School District,2024,Math,Non-High Needs,64.0,62.0,96.9,62.0,,520.0
Coventry School District,2024,Math,High Needs,28.0,27.0,96.4,27.0,,459.0
Cromwell School District,2024,Math,Non-High Needs,85.0,81.0,95.3,80.0,,531.0
Cromwell School District,2024,Math,High Needs,48.0,48.0,100.0,48.0,18.8,463.0
Danbury School District,2024,Math,Non-High Needs,283.0,279.0,98.6,279.0,21.5,470.0
Danbury School District,2024,Math,High Needs,610.0,587.0,96.2,587.0,5.8,394.0
Darien School District,2024,Math,Non-High Needs,255.0,250.0,98.0,238.0,87.8,625.0
Darien School District,2024,Math,High Needs,97.0,81.0,83.5,80.0,41.3,503.0
Derby School District,2024,Math,Non-High Needs,41.0,41.0,100.0,41.0,,444.0
Derby School District,2024,Math,High Needs,68.0,64.0,94.1,64.0,,368.0
East Granby School District,2024,Math,Non-High Needs,48.0,48.0,100.0,48.0,,538.0
East Granby School District,2024,Math,High Needs,19.0,19.0,,19.0,,
East Haddam School District,2024,Math,Non-High Needs,43.0,43.0,100.0,43.0,,492.0
East Haddam School District,2024,Math,High Needs,24.0,22.0,91.7,22.0,,447.0
East Hampton School District,2024,Math,Non-High Needs,93.0,92.0,98.9,91.0,,509.0
East Hampton School District,2024,Math,High Needs,30.0,30.0,100.0,30.0,,428.0
East Hartford School District,2024,Math,Non-High Needs,149.0,144.0,96.6,144.0,34.0,475.0
East Hartford School District,2024,Math,High Needs,402.0,367.0,91.3,367.0,9.8,405.0
East Haven School District,2024,Math,Non-High Needs,72.0,71.0,98.6,71.0,21.1,472.0
East Haven School District,2024,Math,High Needs,121.0,109.0,90.1,108.0,7.4,413.0
East Lyme School District,2024,Math,Non-High Needs,145.0,144.0,99.3,144.0,46.5,530.0
East Lyme School District,2024,Math,High Needs,74.0,61.0,82.4,61.0,29.5,488.0
East Windsor School District,2024,Math,Non-High Needs,20.0,19.0,95.0,19.0,,
East Windsor School District,2024,Math,High Needs,39.0,38.0,97.4,38.0,,410.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2024,Math,Non-High Needs,31.0,29.0,93.5,29.0,,476.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2024,Math,High Needs,48.0,41.0,85.4,41.0,,408.0
EdAdvance,2024,Math,Non-High Needs,,,,,,
EdAdvance,2024,Math,High Needs,,,,,,
Ellington School District,2024,Math,Non-High Needs,106.0,104.0,98.1,104.0,,544.0
Ellington School District,2024,Math,High Needs,65.0,56.0,86.2,56.0,19.6,452.0
Elm City College Preparatory School District,2024,Math,Non-High Needs,11.0,11.0,,11.0,,
Elm City College Preparatory School District,2024,Math,High Needs,34.0,26.0,76.5,26.0,,398.0
Enfield School District,2024,Math,Non-High Needs,165.0,164.0,99.4,164.0,44.5,512.0
Enfield School District,2024,Math,High Needs,165.0,152.0,92.1,152.0,17.1,447.0
Explorations District,2024,Math,Non-High Needs,7.0,6.0,,6.0,,
Explorations District,2024,Math,High Needs,19.0,14.0,,14.0,,
Fairfield School District,2024,Math,Non-High Needs,466.0,461.0,98.9,458.0,65.3,569.0
Fairfield School District,2024,Math,High Needs,212.0,199.0,93.9,198.0,25.8,472.0
Farmington School District,2024,Math,Non-High Needs,232.0,226.0,97.4,217.0,61.8,573.0
Farmington School District,2024,Math,High Needs,89.0,85.0,95.5,83.0,36.1,478.0
Glastonbury School District,2024,Math,Non-High Needs,374.0,374.0,100.0,372.0,62.4,574.0
Glastonbury School District,2024,Math,High Needs,95.0,85.0,89.5,85.0,24.7,468.0
Goodwin University Educational Services (GUES),2024,Math,Non-High Needs,28.0,27.0,96.4,27.0,,417.0
Goodwin University Educational Services (GUES),2024,Math,High Needs,83.0,65.0,78.3,64.0,,390.0
Granby School District,2024,Math,Non-High Needs,105.0,104.0,99.0,104.0,,543.0
Granby School District,2024,Math,High Needs,35.0,33.0,94.3,33.0,,470.0
Great Oaks Charter School District,2024,Math,Non-High Needs,21.0,18.0,85.7,18.0,,
Great Oaks Charter School District,2024,Math,High Needs,70.0,59.0,84.3,59.0,,365.0
Greenwich School District,2024,Math,Non-High Needs,461.0,457.0,99.1,447.0,75.8,605.0
Greenwich School District,2024,Math,High Needs,210.0,201.0,95.7,200.0,26.5,479.0
Griswold School District,2024,Math,Non-High Needs,70.0,69.0,98.6,69.0,,483.0
Griswold School District,2024,Math,High Needs,76.0,72.0,94.7,72.0,,412.0
Groton School District,2024,Math,Non-High Needs,104.0,102.0,98.1,102.0,,518.0
Groton School District,2024,Math,High Needs,135.0,120.0,88.9,120.0,15.0,423.0
Guilford School District,2024,Math,Non-High Needs,201.0,201.0,100.0,199.0,,572.0
Guilford School District,2024,Math,High Needs,68.0,65.0,95.6,63.0,,460.0
Hamden School District,2024,Math,Non-High Needs,205.0,199.0,97.1,199.0,31.7,487.0
Hamden School District,2024,Math,High Needs,198.0,181.0,91.4,180.0,5.0,410.0
Hartford School District,2024,Math,Non-High Needs,168.0,159.0,94.6,159.0,32.7,486.0
Hartford School District,2024,Math,High Needs,946.0,739.0,78.1,736.0,8.3,384.0
Highville Charter School District,2024,Math,Non-High Needs,,,,,,
Highville Charter School District,2024,Math,High Needs,,,,,,
Jumoke Academy District,2024,Math,Non-High Needs,,,,,,
Killingly School District,2024,Math,Non-High Needs,82.0,82.0,100.0,82.0,15.9,461.0
Killingly School District,2024,Math,High Needs,88.0,80.0,90.9,80.0,7.5,421.0
Learn,2024,Math,Non-High Needs,49.0,49.0,100.0,49.0,,556.0
Learn,2024,Math,High Needs,51.0,51.0,100.0,51.0,,442.0
Lebanon School District,2024,Math,Non-High Needs,51.0,50.0,98.0,50.0,,481.0
Lebanon School District,2024,Math,High Needs,29.0,29.0,100.0,27.0,,427.0
Ledyard School District,2024,Math,Non-High Needs,108.0,108.0,100.0,108.0,,499.0
Ledyard School District,2024,Math,High Needs,69.0,65.0,94.2,65.0,15.4,433.0
Litchfield School District,2024,Math,Non-High Needs,26.0,26.0,100.0,26.0,,513.0
Litchfield School District,2024,Math,High Needs,26.0,25.0,96.2,25.0,,476.0
Madison School District,2024,Math,Non-High Needs,163.0,162.0,99.4,161.0,,590.0
Madison School District,2024,Math,High Needs,30.0,30.0,100.0,30.0,,462.0
Manchester School District,2024,Math,Non-High Needs,166.0,147.0,88.6,147.0,27.2,486.0
Manchester School District,2024,Math,High Needs,303.0,238.0,78.5,237.0,10.1,410.0
Meriden School District,2024,Math,Non-High Needs,125.0,123.0,98.4,123.0,,479.0
Meriden School District,2024,Math,High Needs,518.0,465.0,89.8,463.0,8.9,402.0
Middletown School District,2024,Math,Non-High Needs,134.0,132.0,98.5,132.0,,476.0
Middletown School District,2024,Math,High Needs,186.0,167.0,89.8,167.0,7.2,389.0
Milford School District,2024,Math,Non-High Needs,242.0,238.0,98.3,238.0,42.9,507.0
Milford School District,2024,Math,High Needs,151.0,138.0,91.4,138.0,23.9,450.0
Monroe School District,2024,Math,Non-High Needs,223.0,215.0,96.4,214.0,,522.0
Monroe School District,2024,Math,High Needs,49.0,43.0,87.8,43.0,,429.0
Montville School District,2024,Math,Non-High Needs,79.0,79.0,100.0,79.0,,493.0
Montville School District,2024,Math,High Needs,60.0,58.0,96.7,58.0,,394.0
Naugatuck School District,2024,Math,Non-High Needs,139.0,137.0,98.6,137.0,26.3,467.0
Naugatuck School District,2024,Math,High Needs,189.0,175.0,92.6,174.0,6.9,378.0
New Britain School District,2024,Math,Non-High Needs,127.0,118.0,92.9,118.0,14.4,437.0
New Britain School District,2024,Math,High Needs,479.0,418.0,87.3,418.0,5.7,381.0
New Canaan School District,2024,Math,Non-High Needs,273.0,270.0,98.9,255.0,,607.0
New Canaan School District,2024,Math,High Needs,49.0,45.0,91.8,45.0,,484.0
New Fairfield School District,2024,Math,Non-High Needs,140.0,137.0,97.9,137.0,46.7,523.0
New Fairfield School District,2024,Math,High Needs,37.0,34.0,91.9,34.0,17.6,441.0
New Haven School District,2024,Math,Non-High Needs,285.0,274.0,96.1,274.0,27.4,476.0
New Haven School District,2024,Math,High Needs,999.0,819.0,82.0,819.0,5.1,389.0
New London School District,2024,Math,Non-High Needs,21.0,21.0,100.0,21.0,,410.0
New London School District,2024,Math,High Needs,175.0,159.0,90.9,159.0,,375.0
New Milford School District,2024,Math,Non-High Needs,189.0,185.0,97.9,185.0,,496.0
New Milford School District,2024,Math,High Needs,125.0,115.0,92.0,113.0,13.3,447.0
Newington School District,2024,Math,Non-High Needs,198.0,194.0,98.0,194.0,,513.0
Newington School District,2024,Math,High Needs,126.0,114.0,90.5,114.0,21.1,451.0
Newtown School District,2024,Math,Non-High Needs,263.0,257.0,97.7,257.0,57.6,555.0
Newtown School District,2024,Math,High Needs,78.0,67.0,85.9,67.0,23.9,456.0
North Branford School District,2024,Math,Non-High Needs,69.0,69.0,100.0,69.0,,497.0
North Branford School District,2024,Math,High Needs,30.0,28.0,93.3,28.0,,439.0
North Haven School District,2024,Math,Non-High Needs,180.0,178.0,98.9,177.0,,515.0
North Haven School District,2024,Math,High Needs,71.0,68.0,95.8,68.0,20.6,451.0
North Stonington School District,2024,Math,Non-High Needs,46.0,45.0,97.8,45.0,,526.0
North Stonington School District,2024,Math,High Needs,12.0,12.0,,12.0,,
Norwalk School District,2024,Math,Non-High Needs,369.0,351.0,95.1,351.0,,516.0
Norwalk School District,2024,Math,High Needs,624.0,519.0,83.2,519.0,10.8,414.0
Norwich Free Academy District,2024,Math,Non-High Needs,239.0,238.0,99.6,238.0,,493.0
Norwich Free Academy District,2024,Math,High Needs,324.0,302.0,93.2,302.0,9.3,398.0
Norwich School District,2024,Math,High Needs,10.0,6.0,,6.0,,
Old Saybrook School District,2024,Math,Non-High Needs,57.0,57.0,100.0,57.0,,544.0
Old Saybrook School District,2024,Math,High Needs,28.0,27.0,96.4,27.0,,454.0
Oxford School District,2024,Math,Non-High Needs,112.0,112.0,100.0,112.0,,520.0
Oxford School District,2024,Math,High Needs,36.0,36.0,100.0,36.0,,436.0
Plainfield School District,2024,Math,Non-High Needs,48.0,45.0,93.8,45.0,,469.0
Plainfield School District,2024,Math,High Needs,72.0,49.0,68.1,45.0,,399.0
Plainville School District,2024,Math,Non-High Needs,89.0,84.0,94.4,84.0,,521.0
Plainville School District,2024,Math,High Needs,70.0,60.0,85.7,60.0,21.7,444.0
Plymouth School District,2024,Math,Non-High Needs,32.0,31.0,96.9,31.0,,467.0
Plymouth School District,2024,Math,High Needs,37.0,35.0,94.6,35.0,,421.0
Portland School District,2024,Math,Non-High Needs,52.0,51.0,98.1,51.0,,512.0
Portland School District,2024,Math,High Needs,30.0,28.0,93.3,28.0,,413.0
Preston School District,2024,Math,High Needs,,,,,,
Putnam School District,2024,Math,Non-High Needs,21.0,21.0,100.0,21.0,,460.0
Putnam School District,2024,Math,High Needs,44.0,42.0,95.5,42.0,,406.0
Regional School District 01,2024,Math,Non-High Needs,52.0,52.0,100.0,52.0,,503.0
Regional School District 01,2024,Math,High Needs,44.0,38.0,86.4,38.0,,411.0
Regional School District 04,2024,Math,Non-High Needs,65.0,65.0,100.0,65.0,44.6,513.0
Regional School District 04,2024,Math,High Needs,45.0,44.0,97.8,44.0,13.6,424.0
Regional School District 05,2024,Math,Non-High Needs,255.0,254.0,99.6,251.0,55.4,552.0
Regional School District 05,2024,Math,High Needs,72.0,69.0,95.8,67.0,22.4,459.0
Regional School District 06,2024,Math,Non-High Needs,51.0,50.0,98.0,50.0,,514.0
Regional School District 06,2024,Math,High Needs,37.0,33.0,89.2,33.0,,443.0
Regional School District 07,2024,Math,Non-High Needs,122.0,115.0,94.3,115.0,,514.0
Regional School District 07,2024,Math,High Needs,50.0,44.0,88.0,44.0,15.9,437.0
Regional School District 08,2024,Math,Non-High Needs,146.0,143.0,97.9,143.0,,547.0
Regional School District 08,2024,Math,High Needs,52.0,46.0,88.5,46.0,17.4,447.0
Regional School District 09,2024,Math,Non-High Needs,157.0,157.0,100.0,157.0,,569.0
Regional School District 09,2024,Math,High Needs,36.0,30.0,83.3,30.0,26.7,468.0
Regional School District 10,2024,Math,Non-High Needs,139.0,138.0,99.3,138.0,,507.0
Regional School District 10,2024,Math,High Needs,28.0,26.0,92.9,26.0,,391.0
Regional School District 11,2024,Math,Non-High Needs,16.0,16.0,,16.0,,
Regional School District 11,2024,Math,High Needs,13.0,13.0,,13.0,,
Regional School District 12,2024,Math,Non-High Needs,62.0,62.0,100.0,62.0,,530.0
Regional School District 12,2024,Math,High Needs,23.0,22.0,95.7,21.0,,426.0
Regional School District 13,2024,Math,Non-High Needs,70.0,69.0,98.6,69.0,,543.0
Regional School District 13,2024,Math,High Needs,34.0,29.0,85.3,29.0,,400.0
Regional School District 14,2024,Math,Non-High Needs,96.0,96.0,100.0,96.0,,526.0
Regional School District 14,2024,Math,High Needs,52.0,52.0,100.0,52.0,19.2,448.0
Regional School District 15,2024,Math,Non-High Needs,169.0,169.0,100.0,168.0,,575.0
Regional School District 15,2024,Math,High Needs,76.0,74.0,97.4,73.0,26.0,473.0
Regional School District 16,2024,Math,Non-High Needs,112.0,112.0,100.0,112.0,,520.0
Regional School District 16,2024,Math,High Needs,41.0,41.0,100.0,41.0,,422.0
Regional School District 17,2024,Math,Non-High Needs,99.0,99.0,100.0,99.0,,557.0
Regional School District 17,2024,Math,High Needs,27.0,26.0,96.3,26.0,,455.0
Regional School District 18,2024,Math,Non-High Needs,71.0,69.0,97.2,69.0,,573.0
Regional School District 18,2024,Math,High Needs,24.0,24.0,100.0,24.0,,488.0
Regional School District 19,2024,Math,Non-High Needs,182.0,179.0,98.4,179.0,,538.0
Regional School District 19,2024,Math,High Needs,104.0,95.0,91.3,95.0,21.1,439.0
Ridgefield School District,2024,Math,Non-High Needs,307.0,300.0,97.7,300.0,,588.0
Ridgefield School District,2024,Math,High Needs,66.0,60.0,90.9,60.0,,500.0
Rocky Hill School District,2024,Math,Non-High Needs,104.0,104.0,100.0,104.0,,560.0
Rocky Hill School District,2024,Math,High Needs,62.0,56.0,90.3,56.0,25.0,443.0
Seymour School District,2024,Math,Non-High Needs,78.0,77.0,98.7,77.0,,502.0
Seymour School District,2024,Math,High Needs,87.0,85.0,97.7,85.0,18.8,454.0
Shelton School District,2024,Math,Non-High Needs,208.0,206.0,99.0,206.0,53.4,538.0
Shelton School District,2024,Math,High Needs,136.0,131.0,96.3,131.0,22.1,453.0
Simsbury School District,2024,Math,Non-High Needs,219.0,217.0,99.1,217.0,,584.0
Simsbury School District,2024,Math,High Needs,92.0,83.0,90.2,83.0,,478.0
Somers School District,2024,Math,Non-High Needs,80.0,79.0,98.8,79.0,,516.0
Somers School District,2024,Math,High Needs,19.0,16.0,,16.0,,
South Windsor School District,2024,Math,Non-High Needs,241.0,239.0,99.2,233.0,,574.0
South Windsor School District,2024,Math,High Needs,91.0,91.0,100.0,91.0,20.9,456.0
Southington School District,2024,Math,Non-High Needs,332.0,329.0,99.1,329.0,,521.0
Southington School District,2024,Math,High Needs,156.0,144.0,92.3,143.0,16.8,432.0
Stafford School District,2024,Math,Non-High Needs,41.0,40.0,97.6,40.0,,539.0
Stafford School District,2024,Math,High Needs,36.0,36.0,100.0,36.0,,418.0
Stamford School District,2024,Math,Non-High Needs,474.0,458.0,96.6,457.0,43.1,515.0
Stamford School District,2024,Math,High Needs,794.0,692.0,87.2,690.0,10.6,411.0
Stonington School District,2024,Math,Non-High Needs,120.0,119.0,99.2,119.0,,546.0
Stonington School District,2024,Math,High Needs,55.0,49.0,89.1,49.0,24.5,446.0
Stratford School District,2024,Math,Non-High Needs,233.0,230.0,98.7,229.0,14.8,445.0
Stratford School District,2024,Math,High Needs,329.0,313.0,95.1,309.0,9.1,409.0
Suffield School District,2024,Math,Non-High Needs,112.0,111.0,99.1,111.0,,539.0
Suffield School District,2024,Math,High Needs,48.0,47.0,97.9,47.0,,440.0
The Bridge Academy District,2024,Math,High Needs,41.0,41.0,100.0,41.0,,422.0
The Gilbert School District,2024,Math,Non-High Needs,40.0,40.0,100.0,40.0,27.5,476.0
The Gilbert School District,2024,Math,High Needs,47.0,47.0,100.0,47.0,12.8,433.0
The Woodstock Academy District,2024,Math,Non-High Needs,213.0,212.0,99.5,212.0,32.1,492.0
The Woodstock Academy District,2024,Math,High Needs,40.0,34.0,85.0,34.0,17.6,434.0
Thomaston School District,2024,Math,Non-High Needs,31.0,31.0,100.0,31.0,,488.0
Thomaston School District,2024,Math,High Needs,15.0,12.0,,12.0,,
Thompson School District,2024,Math,Non-High Needs,29.0,28.0,96.6,28.0,,443.0
Thompson School District,2024,Math,High Needs,22.0,21.0,95.5,21.0,,423.0
Tolland School District,2024,Math,Non-High Needs,109.0,109.0,100.0,108.0,60.2,558.0
Tolland School District,2024,Math,High Needs,49.0,47.0,95.9,47.0,12.8,441.0
Torrington School District,2024,Math,Non-High Needs,84.0,83.0,98.8,83.0,,498.0
Torrington School District,2024,Math,High Needs,164.0,139.0,84.8,139.0,10.8,417.0
Trumbull School District,2024,Math,Non-High Needs,408.0,408.0,100.0,408.0,62.3,568.0
Trumbull School District,2024,Math,High Needs,147.0,143.0,97.3,141.0,29.1,471.0
Unified School District #2,2024,Math,High Needs,13.0,11.0,,11.0,,
Vernon School District,2024,Math,Non-High Needs,126.0,125.0,99.2,125.0,24.8,477.0
Vernon School District,2024,Math,High Needs,122.0,110.0,90.2,110.0,15.5,420.0
Voluntown School District,2024,Math,High Needs,,,,,,
Wallingford School District,2024,Math,Non-High Needs,227.0,225.0,99.1,225.0,,493.0
Wallingford School District,2024,Math,High Needs,174.0,167.0,96.0,167.0,13.2,421.0
Waterbury School District,2024,Math,Non-High Needs,170.0,167.0,98.2,167.0,21.6,448.0
Waterbury School District,2024,Math,High Needs,1041.0,995.0,95.6,993.0,6.3,380.0
Waterford School District,2024,Math,Non-High Needs,115.0,114.0,99.1,114.0,,562.0
Waterford School District,2024,Math,High Needs,56.0,55.0,98.2,55.0,20.0,464.0
Watertown School District,2024,Math,Non-High Needs,103.0,102.0,99.0,102.0,,473.0
Watertown School District,2024,Math,High Needs,79.0,76.0,96.2,76.0,,388.0
West Hartford School District,2024,Math,Non-High Needs,469.0,465.0,99.1,465.0,68.4,580.0
West Hartford School District,2024,Math,High Needs,267.0,253.0,94.8,252.0,22.2,450.0
West Haven School District,2024,Math,Non-High Needs,164.0,157.0,95.7,157.0,16.6,455.0
West Haven School District,2024,Math,High Needs,297.0,279.0,93.9,279.0,6.8,403.0
Westbrook School District,2024,Math,Non-High Needs,16.0,16.0,,16.0,,
Westbrook School District,2024,Math,High Needs,28.0,28.0,100.0,28.0,,466.0
Weston School District,2024,Math,Non-High Needs,154.0,152.0,98.7,151.0,68.9,581.0
Weston School District,2024,Math,High Needs,31.0,26.0,83.9,26.0,23.1,452.0
Westport School District,2024,Math,Non-High Needs,331.0,331.0,100.0,318.0,,627.0
Westport School District,2024,Math,High Needs,75.0,72.0,96.0,70.0,,488.0
Wethersfield School District,2024,Math,Non-High Needs,185.0,185.0,100.0,184.0,,521.0
Wethersfield School District,2024,Math,High Needs,104.0,99.0,95.2,98.0,20.4,430.0
Wilton School District,2024,Math,Non-High Needs,243.0,242.0,99.6,236.0,82.6,618.0
Wilton School District,2024,Math,High Needs,61.0,56.0,91.8,56.0,,520.0
Winchester School District,2024,Math,High Needs,,0.0,,0.0,,
Windham School District,2024,Math,Non-High Needs,23.0,22.0,95.7,22.0,,448.0
Windham School District,2024,Math,High Needs,118.0,108.0,91.5,108.0,,378.0
Windsor Locks School District,2024,Math,Non-High Needs,55.0,55.0,100.0,55.0,,490.0
Windsor Locks School District,2024,Math,High Needs,67.0,54.0,80.6,54.0,13.0,436.0
Windsor School District,2024,Math,Non-High Needs,122.0,119.0,97.5,119.0,,492.0
Windsor School District,2024,Math,High Needs,139.0,120.0,86.3,120.0,14.2,442.0
Wolcott School District,2024,Math,Non-High Needs,101.0,97.0,96.0,97.0,32.0,497.0
Wolcott School District,2024,Math,High Needs,58.0,53.0,91.4,53.0,13.2,450.0
