district,district_code,fiscal_year,object,expenditures,pupils,pupil_basis,ppe,cpi_u,deflator,expenditures_real,ppe_real
Chaplin School District,0240011,2019,Other,6252,154,2,41,255.653,1.2593711006716135,7873.588121398928,51.63421512753615
Chaplin School District,0240011,2019,Total,3877011,171,1,22673,255.653,1.2593711006716135,4882595.6103859525,28553.720965527493
Cheshire School District,0250011,2019,Salaries,47028260,4270,2,11014,255.653,1.2593711006716135,59226031.558870815,13870.71330279715
Cheshire School District,0250011,2019,Employee Benefits,11194202,4270,2,2622,255.653,1.2593711006716135,14097654.493880378,3302.0710259609705
Cheshire School District,0250011,2019,Purchased Services,8950677,4270,2,2096,255.653,1.2593711006716135,11272223.945246095,2639.641827007702
Cheshire School District,0250011,2019,Tuition,2375888,54,4,43998,255.653,1.2593711006716135,2992124.6856324784,55409.809687349654
Cheshire School District,0250011,2019,Supplies,2158698,4270,2,506,255.653,1.2593711006716135,2718601.8762776107,637.2417769398364
Cheshire School District,0250011,2019,Property,1133778,4270,2,266,255.653,1.2593711006716135,1427847.2477772606,334.9927127786492
Cheshire School District,0250011,2019,Other,57494,4270,2,13,255.653,1.2593711006716135,72406.28206201375,16.371824308730975
Cheshire School District,0250011,2019,Total,72898997,4324,1,16859,255.653,1.2593711006716135,91806890.08974665,21231.737386222732
Chester School District,0260011,2019,Salaries,3002290,194,2,15476,255.653,1.2593711006716135,3780997.2618353786,19490.02715399389
Chester School District,0260011,2019,Employee Benefits,920068,194,2,4743,255.653,1.2593711006716135,1158707.04985273,5973.197130485463
Chester School District,0260011,2019,Purchased Services,452407,194,2,2332,255.653,1.2593711006716135,569748.3015415426,2936.8534067662026
Chester School District,0260011,2019,Tuition,16045,7,4,2292,255.653,1.2593711006716135,20206.60931027604,2886.478562739338
Chester School District,0260011,2019,Supplies,177325,194,2,914,255.653,1.2593711006716135,223317.98042659386,1151.0651860138548
Chester School District,0260011,2019,Property,2522,194,2,13,255.653,1.2593711006716135,3176.1339158938094,16.371824308730975
Chester School District,0260011,2019,Other,4539,194,2,23,255.653,1.2593711006716135,5716.285425948454,28.96553531544711
Chester School District,0260011,2019,Total,4575197,201,1,22762,255.653,1.2593711006716135,5761870.881679464,28665.804993487265
Clinton School District,0270011,2019,Salaries,19640600,1743,2,11268,255.653,1.2593711006716135,24734804.03985089,14190.593562367741
Clinton School District,0270011,2019,Employee Benefits,6830059,1743,2,3919,255.653,1.2593711006716135,8601578.92048206,4935.475343532054
Clinton School District,0270011,2019,Purchased Services,3874957,1743,2,2223,255.653,1.2593711006716135,4880008.862145173,2799.5819567929966
Clinton School District,0270011,2019,Tuition,1003941,23,4,43650,255.653,1.2593711006716135,1264334.2821793603,54971.54854431593
Clinton School District,0270011,2019,Supplies,1631714,1743,2,936,255.653,1.2593711006716135,2054933.456161281,1178.7713502286304
Clinton School District,0270011,2019,Property,1107462,1743,2,635,255.653,1.2593711006716135,1394705.6378919864,799.7006489264746
Clinton School District,0270011,2019,Other,55582,1743,2,32,255.653,1.2593711006716135,69998.36451752963,40.29987522149163
Clinton School District,0270011,2019,Total,34144315,1766,1,19334,255.653,1.2593711006716135,43000363.56322829,24348.680860384975
Colchester School District,0280011,2019,Salaries,26002509,2311,2,11252,255.653,1.2593711006716135,32746808.379553538,14170.443624756996
Colchester School District,0280011,2019,Employee Benefits,6362055,2311,2,2753,255.653,1.2593711006716135,8012188.207883342,3467.048640148952
Colchester School District,0280011,2019,Purchased Services,4228603,2311,2,1830,255.653,1.2593711006716135,5325380.414413287,2304.649114229053
Colchester School District,0280011,2019,Tuition,2643677,132,4,20028,255.653,1.2593711006716135,3329370.4133102293,25222.684404251075
Colchester School District,0280011,2019,Supplies,2164811,2311,2,937,255.653,1.2593711006716135,2726300.4118160163,1180.030721329302
Colchester School District,0280011,2019,Property,281014,2311,2,122,255.653,1.2593711006716135,353900.9104841328,153.64327428193684
Colchester School District,0280011,2019,Other,455286,2311,2,197,255.653,1.2593711006716135,573374.0309403762,248.09610683230787
Colchester School District,0280011,2019,Total,42137955,2443,1,17248,255.653,1.2593711006716135,53067322.76840092,21721.63274438399
Colebrook School District,0290011,2019,Salaries,1216715,84,2,14485,255.653,1.2593711006716135,1532295.7087536622,18241.990393228323
Colebrook School District,0290011,2019,Employee Benefits,228434,84,2,2719,255.653,1.2593711006716135,287683.17801081936,3424.230022726117
Colebrook School District,0290011,2019,Purchased Services,442483,84,2,5268,255.653,1.2593711006716135,557250.3027384776,6634.36695833806
Colebrook School District,0290011,2019,Tuition,0,6,4,0,255.653,1.2593711006716135,0.0,0.0
Colebrook School District,0290011,2019,Supplies,95439,84,2,1136,255.653,1.2593711006716135,120193.11847699812,1430.6455703629529
Colebrook School District,0290011,2019,Property,8063,84,2,96,255.653,1.2593711006716135,10154.309184715219,120.8996256644749
Colebrook School District,0290011,2019,Other,32806,84,2,391,255.653,1.2593711006716135,41314.92832863295,492.4141003626009
Colebrook School District,0290011,2019,Total,2023940,90,1,22488,255.653,1.2593711006716135,2548891.5454933057,28320.737311903245
Columbia School District,0300011,2019,Salaries,5442727,433,2,12570,255.653,1.2593711006716135,6854413.092645109,15830.294735442181
Columbia School District,0300011,2019,Employee Benefits,1390801,433,2,3212,255.653,1.2593711006716135,1751534.5861851808,4045.099975357223
Columbia School District,0300011,2019,Purchased Services,1703139,433,2,3933,255.653,1.2593711006716135,2144884.0370267513,4953.106538941456
Columbia School District,0300011,2019,Tuition,3672066,251,4,14630,255.653,1.2593711006716135,4624493.800158809,18424.599202825706
Columbia School District,0300011,2019,Supplies,501978,433,2,1159,255.653,1.2593711006716135,632176.5863729352,1459.6111056784
Columbia School District,0300011,2019,Property,181830,433,2,420,255.653,1.2593711006716135,228991.44723511947,528.9358622820777
Columbia School District,0300011,2019,Other,22938,433,2,53,255.653,1.2593711006716135,28887.45430720547,66.74666833559552
Columbia School District,0300011,2019,Total,12915479,684,1,18882,255.653,1.2593711006716135,16265381.00393111,23779.445122881407
Common Ground High School District,2680013,2019,Salaries,2423180,216,2,11218,255.653,1.2593711006716135,3051682.8637254406,14127.62500733416
Common Ground High School District,2680013,2019,Employee Benefits,390222,216,2,1807,255.653,1.2593711006716135,491434.3096462784,2275.6835789136057
Common Ground High School District,2680013,2019,Purchased Services,721493,216,2,3340,255.653,1.2593711006716135,908627.4335368645,4206.299476243189
Common Ground High School District,2680013,2019,Tuition,0,0,4,0,255.653,1.2593711006716135,0.0,0.0
Common Ground High School District,2680013,2019,Supplies,104150,216,2,482,255.653,1.2593711006716135,131163.50013494855,607.0168705237177
Common Ground High School District,2680013,2019,Property,37642,216,2,174,255.653,1.2593711006716135,47405.246971480876,219.13057151686075
Common Ground High School District,2680013,2019,Other,6837,216,2,32,255.653,1.2593711006716135,8610.320215291822,40.29987522149163
Common Ground High School District,2680013,2019,Total,3683524,216,1,17053,255.653,1.2593711006716135,4638923.674230305,21476.055379753027
Connecticut Technical Education and Career System,9000016,2019,Salaries,0,10709,2,0,255.653,1.2593711006716135,0.0,0.0
Connecticut Technical Education and Career System,9000016,2019,Employee Benefits,0,10709,2,0,255.653,1.2593711006716135,0.0,0.0
Connecticut Technical Education and Career System,9000016,2019,Purchased Services,0,10709,2,0,255.653,1.2593711006716135,0.0,0.0
Connecticut Technical Education and Career System,9000016,2019,Tuition,0,0,4,0,255.653,1.2593711006716135,0.0,0.0
Connecticut Technical Education and Career System,9000016,2019,Supplies,0,10709,2,0,255.653,1.2593711006716135,0.0,0.0
Connecticut Technical Education and Career System,9000016,2019,Property,0,10709,2,0,255.653,1.2593711006716135,0.0,0.0
Connecticut Technical Education and Career System,9000016,2019,Other,0,10709,2,0,255.653,1.2593711006716135,0.0,0.0
Connecticut Technical Education and Career System,9000016,2019,Total,0,10709,1,0,255.653,1.2593711006716135,0.0,0.0
Cooperative Educational Services,2430014,2019,Salaries,19975317,1038,2,19244,255.653,1.2593711006716135,25156336.956554394,24235.33746132453
Cooperative Educational Services,2430014,2019,Employee Benefits,4542749,1038,2,4376,255.653,1.2593711006716135,5721006.808204872,5511.007936538981
Cooperative Educational Services,2430014,2019,Purchased Services,6111620,1038,2,5888,255.653,1.2593711006716135,7696797.606286647,7415.17704075446
Cooperative Educational Services,2430014,2019,Tuition,0,0,4,0,255.653,1.2593711006716135,0.0,0.0
Cooperative Educational Services,2430014,2019,Supplies,1030828,1038,2,993,255.653,1.2593711006716135,1298194.992963118,1250.5555029669122
Cooperative Educational Services,2430014,2019,Property,209300,1038,2,202,255.653,1.2593711006716135,263586.3713705687,254.39296233566594
Cooperative Educational Services,2430014,2019,Other,18538,1038,2,18,255.653,1.2593711006716135,23346.22146425037,22.668679812089042
Cooperative Educational Services,2430014,2019,Total,31888352,1038,1,30721,255.653,1.2593711006716135,40159268.956843846,38689.13958373264
Cornwall School District,0310011,2019,Salaries,1711831,91,2,18811,255.653,1.2593711006716135,2155830.490633789,23690.02977473372
Cornwall School District,0310011,2019,Employee Benefits,459560,91,2,5050,255.653,1.2593711006716135,578756.5830246467,6359.824058391649
Cornwall School District,0310011,2019,Purchased Services,562831,91,2,6185,255.653,1.2593711006716135,708813.0959621049,7789.210257653929
Cornwall School District,0310011,2019,Supplies,102140,91,2,1122,255.653,1.2593711006716135,128632.1642225986,1413.0143749535503
Cornwall School District,0310011,2019,Property,8280,91,2,91,255.653,1.2593711006716135,10427.59271356096,114.60277016111682
Cornwall School District,0310011,2019,Other � Includes Tuition,1106,93,1,12,255.653,1.2593711006716135,1392.8644373428046,15.112453208059362
Cornwall School District,0310011,2019,Total,2845748,93,1,30599,255.653,1.2593711006716135,3583852.790994043,38535.496309450704
Coventry School District,0320011,2019,Salaries,17750033,1641,2,10817,255.653,1.2593711006716135,22353878.59616746,13622.617195964844
Coventry School District,0320011,2019,Employee Benefits,4265759,1641,2,2599,255.653,1.2593711006716135,5372173.607029841,3273.1054906455233
Coventry School District,0320011,2019,Purchased Services,3904500,1641,2,2379,255.653,1.2593711006716135,4917214.462572315,2996.0438484977685
Coventry School District,0320011,2019,Tuition,1503536,89,4,16894,255.653,1.2593711006716135,1893509.7872193952,21275.81537474624
Coventry School District,0320011,2019,Supplies,1335379,1641,2,814,255.653,1.2593711006716135,1681737.7210437586,1025.1280759466933
Coventry School District,0320011,2019,Property,422407,1641,2,257,255.653,1.2593711006716135,531967.1685213943,323.6583728726047
Coventry School District,0320011,2019,Other,174144,1641,2,106,255.653,1.2593711006716135,219311.92095535746,133.49333667119103
Coventry School District,0320011,2019,Total,29355758,1730,1,16969,255.653,1.2593711006716135,36969793.26350953,21370.26820729661
Cromwell School District,0330011,2019,Salaries,19262607,1932,2,9970,255.653,1.2593711006716135,24258770.579394728,12555.929873695986
Cromwell School District,0330011,2019,Employee Benefits,5073655,1932,2,2626,255.653,1.2593711006716135,6389614.481778035,3307.108510363657
Cromwell School District,0330011,2019,Purchased Services,3102393,1932,2,1606,255.653,1.2593711006716135,3907064.087125909,2022.5499876786114
Cromwell School District,0330011,2019,Tuition,2860645,127,4,22525,255.653,1.2593711006716135,3602613.6422807476,28367.334042628096
Cromwell School District,0330011,2019,Supplies,1316857,1932,2,682,255.653,1.2593711006716135,1658411.649517119,858.8910906580404
Cromwell School District,0330011,2019,Property,508142,1932,2,263,255.653,1.2593711006716135,639939.349837475,331.21459947663436
Cromwell School District,0330011,2019,Other,53583,1932,2,28,255.653,1.2593711006716135,67480.88168728707,35.26239081880518
Cromwell School District,0330011,2019,Total,32177882,2059,1,15628,255.653,1.2593711006716135,40523894.6716213,19681.451561295977
Danbury School District,0340011,2019,Salaries,101724718,11508,2,8839,255.653,1.2593711006716135,128109170.0731695,11131.581158836392
Danbury School District,0340011,2019,Employee Benefits,30101107,11508,2,2616,255.653,1.2593711006716135,37908464.25402401,3294.514799356941
Danbury School District,0340011,2019,Purchased Services,12852565,11508,2,1117,255.653,1.2593711006716135,16186148.930503456,1406.7175194501922
Danbury School District,0340011,2019,Tuition,3948135,63,4,62669,255.653,1.2593711006716135,4972167.120550121,78923.52750798935
Danbury School District,0340011,2019,Supplies,4900842,11508,2,426,255.653,1.2593711006716135,6171978.783757672,536.4920888861074
Danbury School District,0340011,2019,Property,2713768,11508,2,236,255.653,1.2593711006716135,3417640.9931274033,297.21157975850076
Danbury School District,0340011,2019,Other,208261,11508,2,18,255.653,1.2593711006716135,262277.8847969709,22.668679812089042
Danbury School District,0340011,2019,Total,156449395,11571,1,13521,255.653,1.2593711006716135,197027846.78055802,17027.956652180885
Darien School District,0350011,2019,Salaries,64138702,4741,2,13529,255.653,1.2593711006716135,80774427.73338862,17038.031620986258
Darien School District,0350011,2019,Employee Benefits,15122956,4741,2,3190,255.653,1.2593711006716135,19045413.74312838,4017.3938111424472
Darien School District,0350011,2019,Purchased Services,12231114,4741,2,2580,255.653,1.2593711006716135,15403511.500619981,3249.1774397327627
Darien School District,0350011,2019,Tuition,7209424,42,4,171653,255.653,1.2593711006716135,9079340.238088347,216174.82754358448
Darien School District,0350011,2019,Supplies,4256694,4741,2,898,255.653,1.2593711006716135,5360757.408002254,1130.915248403109
Darien School District,0350011,2019,Property,2701814,4741,2,570,255.653,1.2593711006716135,3402586.4709899747,717.8415273828197
Darien School District,0350011,2019,Other,21275,4741,2,4,255.653,1.2593711006716135,26793.120166788576,5.037484402686454
Darien School District,0350011,2019,Total,105681980,4783,1,22095,255.653,1.2593711006716135,133092831.47375545,27825.804469339302
Deep River School District,0360011,2019,Salaries,3514211,242,2,14522,255.653,1.2593711006716135,4425695.775062292,18288.58712395317
Deep River School District,0360011,2019,Employee Benefits,1044636,242,2,4317,255.653,1.2593711006716135,1315584.3891211916,5436.705041599355
Deep River School District,0360011,2019,Purchased Services,736032,242,2,3041,255.653,1.2593711006716135,926937.429969529,3829.7475171423766
Deep River School District,0360011,2019,Tuition,34965,21,4,1665,255.653,1.2593711006716135,44033.91053498297,2096.8528826182364
Deep River School District,0360011,2019,Supplies,165220,242,2,683,255.653,1.2593711006716135,208073.29325296398,860.150461758712
Deep River School District,0360011,2019,Property,2475,242,2,10,255.653,1.2593711006716135,3116.9434741622435,12.593711006716134
Deep River School District,0360011,2019,Other,42330,242,2,175,255.653,1.2593711006716135,53309.1786914294,220.38994261753237
Deep River School District,0360011,2019,Total,5539870,263,1,21064,255.653,1.2593711006716135,6976752.179477652,26527.392864546866
Derby School District,0370011,2019,Salaries,13830509,1298,2,10655,255.653,1.2593711006716135,17417743.342178658,13418.599077656041
Derby School District,0370011,2019,Employee Benefits,4306738,1298,2,3318,255.653,1.2593711006716135,5423781.375364264,4178.5933120284135
Derby School District,0370011,2019,Purchased Services,4220748,1298,2,3252,255.653,1.2593711006716135,5315488.054417511,4095.474819384087
Derby School District,0370011,2019,Tuition,2486991,124,4,20056,255.653,1.2593711006716135,3132044.593030397,25257.94679506988
Derby School District,0370011,2019,Supplies,1033828,1298,2,796,255.653,1.2593711006716135,1301973.1062651328,1002.4593961346044
Derby School District,0370011,2019,Property,338000,1298,2,260,255.653,1.2593711006716135,425667.43202700536,327.4364861746195
Derby School District,0370011,2019,Other,74992,1298,2,58,255.653,1.2593711006716135,94442.75758156565,73.04352383895359
Derby School District,0370011,2019,Total,26291806,1422,1,18489,255.653,1.2593711006716135,33111140.660864532,23284.512280317464
East Granby School District,0400011,2019,Salaries,10856252,848,2,12802,255.653,1.2593711006716135,13672050.030408405,16122.468830797996
East Granby School District,0400011,2019,Employee Benefits,2895621,848,2,3415,255.653,1.2593711006716135,3646661.405897838,4300.75230879356
East Granby School District,0400011,2019,Purchased Services,2013329,848,2,2374,255.653,1.2593711006716135,2535528.358744079,2989.7469929944104
East Granby School District,0400011,2019,Tuition,1053256,49,4,21495,255.653,1.2593711006716135,1326440.168008981,27070.181808936333
East Granby School District,0400011,2019,Supplies,888093,848,2,1047,255.653,1.2593711006716135,1118438.6589087553,1318.5615424031794
East Granby School District,0400011,2019,Property,138475,848,2,163,255.653,1.2593711006716135,174391.41316550167,205.277489409473
East Granby School District,0400011,2019,Other,95442,848,2,113,255.653,1.2593711006716135,120196.89659030014,142.30893437589233
East Granby School District,0400011,2019,Total,17940468,897,1,20001,255.653,1.2593711006716135,22593706.93172386,25188.68138453294
East Haddam School District,0410011,2019,Salaries,13002611,1007,2,12912,255.653,1.2593711006716135,16375112.52667483,16260.999651871874
East Haddam School District,0410011,2019,Employee Benefits,3211529,1007,2,3189,255.653,1.2593711006716135,4044506.8115688064,4016.1344400417756
East Haddam School District,0410011,2019,Purchased Services,2649421,1007,2,2631,255.653,1.2593711006716135,3336604.240912487,3313.405365867015
East Haddam School District,0410011,2019,Tuition,776020,32,4,24251,255.653,1.2593711006716135,977297.1615431855,30541.0085623873
East Haddam School District,0410011,2019,Supplies,1199867,1007,2,1192,255.653,1.2593711006716135,1511077.8244495469,1501.1703520005633
East Haddam School District,0410011,2019,Property,689131,1007,2,684,255.653,1.2593711006716135,867871.6659769297,861.4098328593836
East Haddam School District,0410011,2019,Other,44670,1007,2,44,255.653,1.2593711006716135,56256.10706700097,55.412328429550996
East Haddam School District,0410011,2019,Total,21573249,1039,1,20763,255.653,1.2593711006716135,27168726.338192787,26148.322163244713
East Hampton School District,0420011,2019,Salaries,20542802,1864,2,11021,255.653,1.2593711006716135,25871011.165619023,13879.528900501853
East Hampton School District,0420011,2019,Employee Benefits,5524436,1864,2,2964,255.653,1.2593711006716135,6957315.045909886,3732.7759423906623
East Hampton School District,0420011,2019,Purchased Services,3424024,1864,2,1837,255.653,1.2593711006716135,4312116.873606021,2313.464711933754
East Hampton School District,0420011,2019,Tuition,1277188,95,4,13444,255.653,1.2593711006716135,1608453.6573245768,16930.985077429174
East Hampton School District,0420011,2019,Supplies,1173945,1864,2,630,255.653,1.2593711006716135,1478432.4067779374,793.4037934231166
East Hampton School District,0420011,2019,Property,476643,1864,2,256,255.653,1.2593711006716135,600270.4195374199,322.39900177193306
East Hampton School District,0420011,2019,Other,44496,1864,2,24,255.653,1.2593711006716135,56036.976495484116,30.224906416118724
East Hampton School District,0420011,2019,Total,32463534,1959,1,16571,255.653,1.2593711006716135,40883636.545270346,20869.038509229307
East Hartford School District,0430011,2019,Salaries,76931292,6812,2,11293,255.653,1.2593711006716135,96885045.8821293,14222.07783988453
East Hartford School District,0430011,2019,Employee Benefits,17974980,6812,2,2639,255.653,1.2593711006716135,22637170.34715024,3323.480334672388
East Hartford School District,0430011,2019,Purchased Services,12765004,6812,2,1874,255.653,1.2593711006716135,16075877.13755755,2360.061442658604
East Hartford School District,0430011,2019,Tuition,8218092,1571,4,5231,255.653,1.2593711006716135,10349627.567460582,6587.77022761321
East Hartford School District,0430011,2019,Supplies,4476800,6812,2,657,255.653,1.2593711006716135,5637952.543486679,827.40681314125
East Hartford School District,0430011,2019,Property,2116296,6812,2,311,255.653,1.2593711006716135,2665202.022866933,391.6644123088718
East Hartford School District,0430011,2019,Other,1139633,6812,2,167,255.653,1.2593711006716135,1435220.8655716928,210.31497381215945
East Hartford School District,0430011,2019,Total,123622096,8383,1,14747,255.653,1.2593711006716135,155686095.10685188,18571.945621604285
East Haven School District,0440011,2019,Salaries,28320505,2868,2,9875,255.653,1.2593711006716135,35666025.55342593,12436.289619132183
East Haven School District,0440011,2019,Employee Benefits,11510994,2868,2,4014,255.653,1.2593711006716135,14496613.18360434,5055.1155980958565
East Haven School District,0440011,2019,Purchased Services,7546511,2868,2,2631,255.653,1.2593711006716135,9503857.86430044,3313.405365867015
East Haven School District,0440011,2019,Tuition,5052663,451,4,11203,255.653,1.2593711006716135,6363177.763632737,14108.734440824086
East Haven School District,0440011,2019,Supplies,1729253,2868,2,603,255.653,1.2593711006716135,2177771.2539496897,759.400773704983
East Haven School District,0440011,2019,Property,343244,2868,2,120,255.653,1.2593711006716135,432271.5740789273,151.1245320805936
East Haven School District,0440011,2019,Other,143840,2868,2,50,255.653,1.2593711006716135,181147.9391206049,62.96855503358068
East Haven School District,0440011,2019,Total,54647010,3319,1,16465,255.653,1.2593711006716135,68820865.13211267,20735.545172558115
East Lyme School District,0450011,2019,Salaries,30152087,2693,2,11196,255.653,1.2593711006716135,37972666.99273625,14099.918843119385
East Lyme School District,0450011,2019,Employee Benefits,8185913,2693,2,3040,255.653,1.2593711006716135,10309102.264812069,3828.488146041705
East Lyme School District,0450011,2019,Purchased Services,7388131,2693,2,2743,255.653,1.2593711006716135,9304398.669376068,3454.454929142236
East Lyme School District,0450011,2019,Tuition,1599472,95,4,16837,255.653,1.2593711006716135,2014328.813133427,21204.031222007958
East Lyme School District,0450011,2019,Supplies,1741031,2693,2,647,255.653,1.2593711006716135,2192604.1267733998,814.8131021345339
East Lyme School District,0450011,2019,Property,348212,2693,2,129,255.653,1.2593711006716135,438528.1297070639,162.45887198663814
East Lyme School District,0450011,2019,Other,84671,2693,2,31,255.653,1.2593711006716135,106632.21046496619,39.04050412082002
East Lyme School District,0450011,2019,Total,49499517,2788,1,17754,255.653,1.2593711006716135,62338261.20700324,22358.874521323825
East Windsor School District,0470011,2019,Salaries,16312939,1092,2,14939,255.653,1.2593711006716135,20544043.94361889,18813.744872933235
East Windsor School District,0470011,2019,Employee Benefits,3811893,1092,2,3491,255.653,1.2593711006716135,4800587.883052419,4396.464512444602
East Windsor School District,0470011,2019,Purchased Services,2776696,1092,2,2543,255.653,1.2593711006716135,3496890.6977504664,3202.5807090079134
East Windsor School District,0470011,2019,Tuition,2262311,139,4,16276,255.653,1.2593711006716135,2849089.0941314986,20497.524034531183
East Windsor School District,0470011,2019,Supplies,620275,1092,2,568,255.653,1.2593711006716135,781156.409469085,715.3227851814764
East Windsor School District,0470011,2019,Property,473357,1092,2,433,255.653,1.2593711006716135,596132.1261006129,545.3076865908087
East Windsor School District,0470011,2019,Other,538646,1092,2,493,255.653,1.2593711006716135,678355.2058923619,620.8699526311054
East Windsor School District,0470011,2019,Total,26796117,1231,1,21768,255.653,1.2593711006716135,33746255.36001533,27413.990119419683
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2019,Salaries,11020914,429,2,25690,255.653,1.2593711006716135,13879420.594587194,32353.24357625375
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2019,Employee Benefits,2432175,429,2,5669,255.653,1.2593711006716135,3063010.9067759817,7139.374769707377
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2019,Purchased Services,1880233,429,2,4383,255.653,1.2593711006716135,2367911.10272909,5519.823534243682
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2019,Tuition,0,0,4,0,255.653,1.2593711006716135,0.0,0.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2019,Supplies,376788,429,2,878,255.653,1.2593711006716135,474515.9182798559,1105.7278263896767
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2019,Property,90348,429,2,211,255.653,1.2593711006716135,113781.66020347894,265.72730224171045
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2019,Other,15116,429,2,35,255.653,1.2593711006716135,19036.65355775211,44.07798852350647
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2019,Total,15815573,429,1,36866,255.653,1.2593711006716135,19917675.57676225,46427.974997359706
Eastford School District,0390011,2019,Salaries,2050439,165,2,12427,255.653,1.2593711006716135,2582263.6202900023,15650.20466804614
Eastford School District,0390011,2019,Employee Benefits,362264,165,2,2196,255.653,1.2593711006716135,456224.8124137014,2765.5789370748635
Eastford School District,0390011,2019,Purchased Services,615630,165,2,3731,255.653,1.2593711006716135,775306.6307064655,4698.71357660579
Eastford School District,0390011,2019,Tuition,915996,50,4,18320,255.653,1.2593711006716135,1153578.8907307952,23071.67856430396
Eastford School District,0390011,2019,Supplies,125303,165,2,759,255.653,1.2593711006716135,157802.9770274552,955.8626654097546
Eastford School District,0390011,2019,Property,8289,165,2,50,255.653,1.2593711006716135,10438.927053467005,62.96855503358068
Eastford School District,0390011,2019,Other,51513,165,2,312,255.653,1.2593711006716135,64873.983508896825,392.92378340954343
Eastford School District,0390011,2019,Total,4129434,215,1,19207,255.653,1.2593711006716135,5200489.841730784,24188.740730599682
Easton School District,0460011,2019,Salaries,10761154,897,2,11997,255.653,1.2593711006716135,13552286.357476735,15108.675094757347
Easton School District,0460011,2019,Employee Benefits,3188107,897,2,3554,255.653,1.2593711006716135,4015009.8216488757,4475.804891786915
Easton School District,0460011,2019,Purchased Services,2324696,897,2,2592,255.653,1.2593711006716135,2927654.9602468973,3264.289892940822
Easton School District,0460011,2019,Tuition,361065,10,4,36107,255.653,1.2593711006716135,454714.82646399614,45472.112331949946
Easton School District,0460011,2019,Supplies,637829,897,2,711,255.653,1.2593711006716135,803263.4097702745,895.4128525775172
Easton School District,0460011,2019,Property,160972,897,2,179,255.653,1.2593711006716135,202723.48481731096,225.42742702021883
Easton School District,0460011,2019,Other,17388,897,2,19,255.653,1.2593711006716135,21897.944698478015,23.928050912760657
Easton School District,0460011,2019,Total,17451211,907,1,19241,255.653,1.2593711006716135,21977550.80512257,24231.559348022514
EdAdvance,2420014,2019,Salaries,3183963,278,2,11453,255.653,1.2593711006716135,4009790.9878076925,14423.577215991989
EdAdvance,2420014,2019,Employee Benefits,906289,278,2,3260,255.653,1.2593711006716135,1141354.175456576,4105.54978818946
EdAdvance,2420014,2019,Purchased Services,502149,278,2,1806,255.653,1.2593711006716135,632391.9388311501,2274.424207812934
EdAdvance,2420014,2019,Tuition,0,0,4,0,255.653,1.2593711006716135,0.0,0.0
EdAdvance,2420014,2019,Supplies,160933,278,2,579,255.653,1.2593711006716135,202674.3693443848,729.1758672888642
EdAdvance,2420014,2019,Property,32313,278,2,116,255.653,1.2593711006716135,40694.05837600185,146.08704767790718
EdAdvance,2420014,2019,Other,604025,278,2,2173,255.653,1.2593711006716135,760691.6290831714,2736.6134017594163
EdAdvance,2420014,2019,Total,5389672,278,1,19387,255.653,1.2593711006716135,6787597.158898977,24415.42752872057
Ellington School District,0480011,2019,Salaries,26237523,2732,2,9604,255.653,1.2593711006716135,33042778.219406776,12095.000050850176
Ellington School District,0480011,2019,Employee Benefits,6687964,2732,2,2448,255.653,1.2593711006716135,8422628.583932128,3082.94045444411
Ellington School District,0480011,2019,Purchased Services,4786928,2732,2,1752,255.653,1.2593711006716135,6028518.784195766,2206.418168376667
Ellington School District,0480011,2019,Tuition,1540137,109,4,14130,255.653,1.2593711006716135,1939604.028875077,17794.9136524899
Ellington School District,0480011,2019,Supplies,1695955,2732,2,621,255.653,1.2593711006716135,2135836.715039526,782.069453517072
Ellington School District,0480011,2019,Property,224593,2732,2,82,255.653,1.2593711006716135,282845.93361313967,103.2684302550723
Ellington School District,0480011,2019,Other,77713,2732,2,28,255.653,1.2593711006716135,97869.5063464931,35.26239081880518
Ellington School District,0480011,2019,Total,41250812,2841,1,14520,255.653,1.2593711006716135,51950080.512037806,18286.06838175183
Elm City College Preparatory School District,2890013,2019,Salaries,7040481,756,2,9313,255.653,1.2593711006716135,8866578.306227582,11728.523060554737
Elm City College Preparatory School District,2890013,2019,Employee Benefits,1303383,756,2,1724,255.653,1.2593711006716135,1641442.8833066695,2171.1557775578617
Elm City College Preparatory School District,2890013,2019,Purchased Services,2896866,756,2,3832,255.653,1.2593711006716135,3648229.3229181743,4825.910057773623
Elm City College Preparatory School District,2890013,2019,Tuition,0,0,4,0,255.653,1.2593711006716135,0.0,0.0
Elm City College Preparatory School District,2890013,2019,Supplies,130300,756,2,172,255.653,1.2593711006716135,164096.05441751124,216.61182931551753
Elm City College Preparatory School District,2890013,2019,Property,157902,756,2,209,255.653,1.2593711006716135,198857.21553824912,263.2085600403672
Elm City College Preparatory School District,2890013,2019,Other,91158,756,2,121,255.653,1.2593711006716135,114801.75079502295,152.38390318126523
