district,district_code,fiscal_year,object,expenditures,pupils,pupil_basis,ppe,cpi_u,deflator,expenditures_real,ppe_real
Woodstock School District,1690011,2023,Tuition,8659820,445,4,19460,304.703,1.056642041594602,9150329.884641767,20562.254129430956
Woodstock School District,1690011,2023,Supplies,666492,773,2,862,304.703,1.056642041594602,704243.4675864695,910.825439854547
Woodstock School District,1690011,2023,Property,237150,773,2,307,304.703,1.056642041594602,250582.66016415987,324.3891067695428
Woodstock School District,1690011,2023,Other,18048,773,2,23,304.703,1.056642041594602,19070.27556669938,24.302766956675846
Woodstock School District,1690011,2023,Total,22427339,1218,1,18413,304.703,1.056642041594602,23697669.26849424,19455.94991188141
Achievement First Bridgeport Academy District,2850013,2024,Salaries,8111945,1098,2,7388,313.698,1.026343808376209,8325644.524638347,7582.628056283433
Achievement First Bridgeport Academy District,2850013,2024,Employee Benefits,1427869,1098,2,1300,313.698,1.026343808376209,1465484.5073223293,1334.2469508890717
Achievement First Bridgeport Academy District,2850013,2024,Purchased Services,5267847,1098,2,4798,313.698,1.026343808376209,5406622.151923188,4924.397592589051
Achievement First Bridgeport Academy District,2850013,2024,Tuition,0,0,4,0,313.698,1.026343808376209,0.0,0.0
Achievement First Bridgeport Academy District,2850013,2024,Supplies,257345,1098,2,234,313.698,1.026343808376209,264124.44736657554,240.16445116003294
Achievement First Bridgeport Academy District,2850013,2024,Property,960416,1098,2,875,313.698,1.026343808376209,985717.0150654452,898.050832329183
Achievement First Bridgeport Academy District,2850013,2024,Other,23454,1098,2,21,313.698,1.026343808376209,24071.867681655607,21.55321997590039
Achievement First Bridgeport Academy District,2850013,2024,Total,16048875,1098,1,14616,313.698,1.026343808376209,16471663.487653732,15001.041103226673
Achievement First Hartford Academy District,2880013,2024,Salaries,9633974,961,2,10025,313.698,1.026343808376209,9887769.56495738,10289.096678971497
Achievement First Hartford Academy District,2880013,2024,Employee Benefits,1759922,961,2,1831,313.698,1.026343808376209,1806285.0479250746,1879.2355131368388
Achievement First Hartford Academy District,2880013,2024,Purchased Services,4379595,961,2,4557,313.698,1.026343808376209,4494970.211445403,4677.048734770385
Achievement First Hartford Academy District,2880013,2024,Tuition,0,0,4,0,313.698,1.026343808376209,0.0,0.0
Achievement First Hartford Academy District,2880013,2024,Supplies,487590,961,2,507,313.698,1.026343808376209,500434.97752615577,520.356310846738
Achievement First Hartford Academy District,2880013,2024,Property,714806,961,2,744,313.698,1.026343808376209,733636.7122901645,763.5997934318996
Achievement First Hartford Academy District,2880013,2024,Other,22365,961,2,23,313.698,1.026343808376209,22954.179274333917,23.60590759265281
Achievement First Hartford Academy District,2880013,2024,Total,16998253,961,1,17688,313.698,1.026343808376209,17446051.71976232,18153.969282558388
Amistad Academy District,2790013,2024,Salaries,8485455,1125,2,7543,313.698,1.026343808376209,8708994.200504946,7741.711346581746
Amistad Academy District,2790013,2024,Employee Benefits,1577251,1125,2,1402,313.698,1.026343808376209,1618801.7981051842,1438.9340193434452
Amistad Academy District,2790013,2024,Purchased Services,5027475,1125,2,4469,313.698,1.026343808376209,5159917.838016182,4586.730479633278
Amistad Academy District,2790013,2024,Tuition,0,0,4,0,313.698,1.026343808376209,0.0,0.0
Amistad Academy District,2790013,2024,Supplies,258441,1125,2,230,313.698,1.026343808376209,265249.32018055586,236.0590759265281
Amistad Academy District,2790013,2024,Property,931849,1125,2,828,313.698,1.026343808376209,956397.4514915621,849.8126733355011
Amistad Academy District,2790013,2024,Other,21581,1125,2,19,313.698,1.026343808376209,22149.52572856697,19.50053235914797
Amistad Academy District,2790013,2024,Total,16302052,1125,1,14491,313.698,1.026343808376209,16731510.134026997,14872.748127179646
Andover School District,0010011,2024,Salaries,2863138,205,2,13967,313.698,1.026343808376209,2938563.9588266425,14334.943971590512
Andover School District,0010011,2024,Employee Benefits,740955,205,2,3614,313.698,1.026343808376209,760474.576535394,3709.2065234716197
Andover School District,0010011,2024,Purchased Services,633728,205,2,3091,313.698,1.026343808376209,650422.8089946383,3172.428711690862
Andover School District,0010011,2024,Supplies,264567,205,2,1291,313.698,1.026343808376209,271536.7023506685,1325.009856613686
Andover School District,0010011,2024,Property,0,205,2,0,313.698,1.026343808376209,0.0,0.0
Andover School District,0010011,2024,Other � Includes Tuition,59577,207,1,288,313.698,1.026343808376209,61146.48507162941,295.5870168123482
Andover School District,0010011,2024,Total,4561966,207,1,22038,313.698,1.026343808376209,4682145.558122781,22618.564848994894
Ansonia School District,0020011,2024,Salaries,26073856,2377,2,10969,313.698,1.026343808376209,26760740.66609287,11257.965234078638
Ansonia School District,0020011,2024,Employee Benefits,6340312,2377,2,2667,313.698,1.026343808376209,6507339.964373379,2737.2589369393495
Ansonia School District,0020011,2024,Purchased Services,9584265,2377,2,4032,313.698,1.026343808376209,9836751.040586807,4138.218235372875
Ansonia School District,0020011,2024,Tuition,5869341,190,4,30891,313.698,1.026343808376209,6023961.794598628,31704.786584549474
Ansonia School District,0020011,2024,Supplies,1884137,2377,2,793,313.698,1.026343808376209,1933772.3440825255,813.8906400423338
Ansonia School District,0020011,2024,Property,1209647,2377,2,509,313.698,1.026343808376209,1241513.7087708563,522.4089984634904
Ansonia School District,0020011,2024,Other,42524,2377,2,18,313.698,1.026343808376209,43644.24410738992,18.474188550771764
Ansonia School District,0020011,2024,Total,51004081,2567,1,19869,313.698,1.026343808376209,52347722.73626865,20392.4251286269
Area Cooperative Educational Services,2440014,2024,Salaries,61796279,1995,2,30976,313.698,1.026343808376209,63424228.33233875,31792.025808261453
Area Cooperative Educational Services,2440014,2024,Employee Benefits,17174580,1995,2,8609,313.698,1.026343808376209,17627023.844461873,8835.793846310784
Area Cooperative Educational Services,2440014,2024,Purchased Services,19311156,1995,2,9680,313.698,1.026343808376209,19819885.39318708,9935.008065081704
Area Cooperative Educational Services,2440014,2024,Tuition,0,0,4,0,313.698,1.026343808376209,0.0,0.0
Area Cooperative Educational Services,2440014,2024,Supplies,3789825,1995,2,1900,313.698,1.026343808376209,3889663.4235793664,1950.0532359147974
Area Cooperative Educational Services,2440014,2024,Property,1872468,1995,2,939,313.698,1.026343808376209,1921795.9381825835,963.7368360652604
Area Cooperative Educational Services,2440014,2024,Other,101378,1995,2,51,313.698,1.026343808376209,104048.68260556333,52.343534227186666
Area Cooperative Educational Services,2440014,2024,Total,104045685,1995,1,52153,313.698,1.026343808376209,106786644.58801141,53526.90863824443
Ashford School District,0030011,2024,Salaries,5441972,354,2,15373,313.698,1.026343808376209,5585334.267556695,15777.983366167462
Ashford School District,0030011,2024,Employee Benefits,1948086,354,2,5503,313.698,1.026343808376209,1999406.0042843756,5647.969977494278
Ashford School District,0030011,2024,Purchased Services,793385,354,2,2241,313.698,1.026343808376209,814285.7824085586,2300.0364745710845
Ashford School District,0030011,2024,Supplies,512972,354,2,1449,313.698,1.026343808376209,526485.6360703608,1487.172178337127
Ashford School District,0030011,2024,Property,306614,354,2,866,313.698,1.026343808376209,314691.38046146295,888.8137380537971
Ashford School District,0030011,2024,Other � Includes Tuition,354650,357,1,993,313.698,1.026343808376209,363992.8316406226,1019.1594017175756
Ashford School District,0030011,2024,Total,9357680,357,1,26212,313.698,1.026343808376209,9604196.928765884,26902.52390515719
Avon School District,0040011,2024,Salaries,42996633,3102,2,13861,313.698,1.026343808376209,44129328.06057419,14226.151527902633
Avon School District,0040011,2024,Employee Benefits,11186568,3102,2,3606,313.698,1.026343808376209,11481264.803779433,3700.99577300461
Avon School District,0040011,2024,Purchased Services,7048471,3102,2,2272,313.698,1.026343808376209,7234154.569369267,2331.853132630747
Avon School District,0040011,2024,Tuition,3830366,114,4,33600,313.698,1.026343808376209,3931272.4279147466,34485.15196144063
Avon School District,0040011,2024,Supplies,1999646,3102,2,645,313.698,1.026343808376209,2052324.291044253,661.9917564026549
Avon School District,0040011,2024,Property,1388193,3102,2,448,313.698,1.026343808376209,1424763.2903811948,459.80202615254166
Avon School District,0040011,2024,Other,141336,3102,2,46,313.698,1.026343808376209,145059.32850065987,47.21181518530562
Avon School District,0040011,2024,Total,68591213,3216,1,21328,313.698,1.026343808376209,70398166.77156374,21889.860745047787
Barkhamsted School District,0050011,2024,Salaries,2339416,218,2,10731,313.698,1.026343808376209,2401045.1268162373,11013.6954076851
Barkhamsted School District,0050011,2024,Employee Benefits,639657,218,2,2934,313.698,1.026343808376209,656508.0014345008,3011.2927337757974
Barkhamsted School District,0050011,2024,Purchased Services,1275224,218,2,5850,313.698,1.026343808376209,1308818.256692743,6004.111279000823
Barkhamsted School District,0050011,2024,Supplies,176160,218,2,808,313.698,1.026343808376209,180800.72528355298,829.285797167977
Barkhamsted School District,0050011,2024,Property,89700,218,2,411,313.698,1.026343808376209,92063.03961134596,421.82730524262195
Barkhamsted School District,0050011,2024,Other � Includes Tuition,239156,222,1,1077,313.698,1.026343808376209,245456.27983602067,1105.372281621177
Barkhamsted School District,0050011,2024,Total,4759312,222,1,21438,313.698,1.026343808376209,4884690.403330592,22002.75856396917
Berlin School District,0070011,2024,Salaries,37820908,2644,2,14304,313.698,1.026343808376209,38817254.75296623,14680.821835013296
Berlin School District,0070011,2024,Employee Benefits,8640384,2644,2,3268,313.698,1.026343808376209,8868004.620392863,3354.0915657734513
Berlin School District,0070011,2024,Purchased Services,7094543,2644,2,2683,313.698,1.026343808376209,7281440.281308776,2753.680437873369
Berlin School District,0070011,2024,Tuition,3481247,76,4,45806,313.698,1.026343808376209,3572956.303878253,47012.70448648063
Berlin School District,0070011,2024,Supplies,1391664,2644,2,526,313.698,1.026343808376209,1428325.7297400685,539.856843205886
Berlin School District,0070011,2024,Property,2116548,2644,2,801,313.698,1.026343808376209,2172305.9349310487,822.1013905093434
Berlin School District,0070011,2024,Other,108596,2644,2,41,313.698,1.026343808376209,111456.8322144228,42.08009614342457
Berlin School District,0070011,2024,Total,60653890,2720,1,22299,313.698,1.026343808376209,62251744.45543166,22886.440582981086
Bethany School District,0080011,2024,Salaries,5201735,445,2,11689,313.698,1.026343808376209,5338768.51006382,11996.932776109508
Bethany School District,0080011,2024,Employee Benefits,799989,445,2,1798,313.698,1.026343808376209,821063.7569190752,1845.3661674604239
Bethany School District,0080011,2024,Purchased Services,1446006,445,2,3249,313.698,1.026343808376209,1484099.3049748486,3334.591033414303
Bethany School District,0080011,2024,Supplies,536981,445,2,1207,313.698,1.026343808376209,551127.1245656651,1238.7969767100844
Bethany School District,0080011,2024,Property,393253,445,2,884,313.698,1.026343808376209,403612.78167536936,907.2879266045688
Bethany School District,0080011,2024,Other � Includes Tuition,220270,450,1,489,313.698,1.026343808376209,226072.75067102758,501.88212229596627
Bethany School District,0080011,2024,Total,8598233,450,1,19107,313.698,1.026343808376209,8824743.202525998,19610.35114664423
Bethel School District,0090011,2024,Salaries,38237719,3234,2,11824,313.698,1.026343808376209,39245046.14207933,12135.489190240296
Bethel School District,0090011,2024,Employee Benefits,9741589,3234,2,3012,313.698,1.026343808376209,9998219.553895786,3091.3475508291417
Bethel School District,0090011,2024,Purchased Services,7611231,3234,2,2354,313.698,1.026343808376209,7811739.810971063,2416.013324917596
Bethel School District,0090011,2024,Tuition,2802624,44,4,63696,313.698,1.026343808376209,2876455.7896065647,65373.995218331016
Bethel School District,0090011,2024,Supplies,1869947,3234,2,578,313.698,1.026343808376209,1919208.525441667,593.2267212414489
Bethel School District,0090011,2024,Property,704200,3234,2,218,313.698,1.026343808376209,722751.3098585265,223.7429502260136
Bethel School District,0090011,2024,Other,83590,3234,2,26,313.698,1.026343808376209,85792.07894216731,26.684939017781435
Bethel School District,0090011,2024,Total,61050899,3278,1,18624,313.698,1.026343808376209,62659212.1844513,19114.627087198518
Bloomfield School District,0110011,2024,Salaries,32825827,1960,2,16748,313.698,1.026343808376209,33690584.29627859,17189.20610268475
Bloomfield School District,0110011,2024,Employee Benefits,12590853,1960,2,6424,313.698,1.026343808376209,12922544.018725017,6593.232625008767
Bloomfield School District,0110011,2024,Purchased Services,8801119,1960,2,4490,313.698,1.026343808376209,9032973.992432212,4608.283699609179
Bloomfield School District,0110011,2024,Tuition,9774385,770,4,12694,313.698,1.026343808376209,10031879.525435293,13028.408303527598
Bloomfield School District,0110011,2024,Supplies,1808339,1960,2,923,313.698,1.026343808376209,1855977.5360952255,947.315335131241
Bloomfield School District,0110011,2024,Property,1404461,1960,2,717,313.698,1.026343808376209,1441459.851455859,735.8885106057419
Bloomfield School District,0110011,2024,Other,156397,1960,2,80,313.698,1.026343808376209,160517.09259861396,82.10750467009673
