year,leaid,lea_name,agency_type,enrollment,lowest_grade_offered,highest_grade_offered,county_code
2018,0900001,UNIFIED SCHOOL DISTRICT #3,5,,,,9003
2018,0900002,Connecticut Technical High Sc,5,10645,9,12,9007
2018,0900003,UNIFIED SCHOOL DISTRICT #1,5,156,8,12,9003
2018,0900004,UNIFIED SCHOOL DISTRICT #2,5,74,7,12,9003
2018,0900005,REGIONAL SCHOOL DISTRICT 19,1,1146,9,12,9013
2018,0900007,JUMOKE ACADEMY DISTRICT,7,717,-1,12,9003
2018,0900009,ODYSSEY COMMUNITY SCHOOL DIST,7,329,0,8,9003
2018,0900010,INTEGRATED DAY CHARTER SCHOOL,7,337,-1,8,9011
2018,0900011,INTRDIST SCH FOR ARTS AND COM,7,278,6,8,9011
2018,0900014,COMMON GROUND HIGH SCHOOL DIS,7,216,9,12,9009
2018,0900015,THE BRIDGE ACADEMY DISTRICT,7,281,7,12,9001
2018,0900016,SIDE BY SIDE COMMUNITY SCHOOL,7,236,-1,8,9001
2018,0900018,EXPLORATIONS DISTRICT,7,88,9,12,9005
2018,0900023,TRAILBLAZERS ACADEMY DISTRICT,7,127,6,8,9001
2018,0900024,AMISTAD ACADEMY DISTRICT,7,1083,0,12,9009
2018,0900026,DEPARTMENT OF SOCIAL SERVICES,5,,,,9003
2018,0900027,DEPARTMENT OF MENTAL HEALTH A,5,1,12,12,9003
2018,0900028,NEW BEGINNINGS INC.,7,482,-1,8,9001
2018,0900030,ANDOVER SCHOOL DISTRICT,1,191,-1,6,9013
2018,0900031,Stamford Academy,7,152,9,12,9001
2018,0900033,Park City Prep Charter School,7,360,5,8,9001
2018,0900060,ANSONIA SCHOOL DISTRICT,1,2305,-1,12,9009
2018,0900070,AREA COOPERATIVE EDUCATIONAL,9,1874,-1,12,9009
2018,0900090,ASHFORD SCHOOL DISTRICT,1,409,-1,8,9015
2018,0900120,AVON SCHOOL DISTRICT,1,3138,-1,12,9003
2018,0900150,BARKHAMSTED SCHOOL DISTRICT,1,226,-1,6,9005
2018,0900207,Highville Charter School,7,502,-1,12,9009
2018,0900208,Bridgeport Achievement First,7,1093,0,12,9001
2018,0900210,BERLIN SCHOOL DISTRICT,1,2787,-1,12,9003
2018,0900212,Achievement First Hartford Ac,7,1112,0,12,9003
2018,0900214,Elm City College Preparatory,7,756,0,12,9009
2018,0900215,Brass City Charter School Dis,7,287,-1,6,9009
2018,0900216,Elm City Montessori School Di,7,199,-1,4,9009
2018,0900217,Booker T Washington Academy D,7,360,0,5,9009
2018,0900218,Path Academy District,7,,,,9015
2018,0900219,Great Oaks Charter School Bri,7,465,6,10,9001
2018,0900220,Stamford Charter School for E,7,339,-1,4,9001
2018,0900221,Capital Preparatory Harbor Sc,7,634,0,12,9001
2018,0900240,BETHANY SCHOOL DISTRICT,1,364,-1,6,9009
2018,0900270,BETHEL SCHOOL DISTRICT,1,3102,-1,12,9001
2018,0900330,BLOOMFIELD SCHOOL DISTRICT,1,2171,-1,12,9003
2018,0900360,BOLTON SCHOOL DISTRICT,1,781,-1,12,9013
2018,0900390,BOZRAH SCHOOL DISTRICT,1,201,-1,8,9011
2018,0900420,BRANFORD SCHOOL DISTRICT,1,2850,-1,12,9009
2018,0900450,BRIDGEPORT SCHOOL DISTRICT,1,20396,-1,12,9001
2018,0900510,BRISTOL SCHOOL DISTRICT,1,7836,-1,12,9003
2018,0900540,BROOKFIELD SCHOOL DISTRICT,1,2619,-1,12,9001
2018,0900570,BROOKLYN SCHOOL DISTRICT,1,910,-1,8,9015
2018,0900630,CANAAN SCHOOL DISTRICT,1,63,0,8,9005
2018,0900660,CANTERBURY SCHOOL DISTRICT,1,465,-1,8,9015
2018,0900690,CANTON SCHOOL DISTRICT,1,1550,-1,12,9003
2018,0900700,CAPITOL REGION EDUCATION COUN,9,8672,-1,12,9003
2018,0900720,CHAPLIN SCHOOL DISTRICT,1,154,-1,6,9015
2018,0900750,CHESHIRE SCHOOL DISTRICT,1,4270,-1,12,9009
2018,0900780,CHESTER SCHOOL DISTRICT,1,194,0,6,9007
2018,0900810,CLINTON SCHOOL DISTRICT,1,1743,-1,12,9007
2018,0900840,COLCHESTER SCHOOL DISTRICT,1,2309,-1,12,9011
2018,0900870,COLEBROOK SCHOOL DISTRICT,1,84,0,6,9005
2018,0900900,COLUMBIA SCHOOL DISTRICT,1,433,-1,8,9013
2018,0900910,COOPERATIVE EDUCATIONAL SERVI,9,839,-1,12,9001
2018,0900930,CORNWALL SCHOOL DISTRICT,1,91,0,8,9005
2018,0900960,COVENTRY SCHOOL DISTRICT,1,1641,-1,12,9013
2018,0900990,CROMWELL SCHOOL DISTRICT,1,1932,-1,12,9007
2018,0901020,DANBURY SCHOOL DISTRICT,1,11507,-1,12,9001
2018,0901050,DARIEN SCHOOL DISTRICT,1,4740,-1,12,9001
2018,0901080,DEEP RIVER SCHOOL DISTRICT,1,242,0,6,9007
2018,0901110,DERBY SCHOOL DISTRICT,1,1298,-1,12,9009
2018,0901170,EAST GRANBY SCHOOL DISTRICT,1,848,-1,12,9003
2018,0901200,EAST HADDAM SCHOOL DISTRICT,1,1007,-1,12,9007
2018,0901230,EAST HAMPTON SCHOOL DISTRICT,1,1864,-1,12,9007
2018,0901260,EAST HARTFORD SCHOOL DISTRICT,1,6812,-1,12,9003
2018,0901290,EAST HAVEN SCHOOL DISTRICT,1,2868,-1,12,9009
2018,0901320,EAST LYME SCHOOL DISTRICT,1,2693,-1,12,9011
2018,0901350,EAST WINDSOR SCHOOL DISTRICT,1,1092,-1,12,9003
2018,0901360,EASTERN CONNECTICUT REGIONAL,9,429,-1,12,9015
2018,0901380,EASTFORD SCHOOL DISTRICT,1,165,-1,8,9015
2018,0901410,EASTON SCHOOL DISTRICT,1,897,-1,8,9001
2018,0901440,ELLINGTON SCHOOL DISTRICT,1,2732,-1,12,9013
2018,0901470,ENFIELD SCHOOL DISTRICT,1,5070,-1,12,9003
2018,0901500,ESSEX SCHOOL DISTRICT,1,332,-1,6,9007
2018,0901530,FAIRFIELD SCHOOL DISTRICT,1,9805,-1,12,9001
2018,0901560,FARMINGTON SCHOOL DISTRICT,1,4082,-1,12,9003
2018,0901590,FRANKLIN SCHOOL DISTRICT,1,154,-1,8,9011
2018,0901620,GLASTONBURY SCHOOL DISTRICT,1,5876,-1,12,9003
2018,0901680,GRANBY SCHOOL DISTRICT,1,1871,-1,12,9003
2018,0901710,GREENWICH SCHOOL DISTRICT,1,9074,-1,12,9001
2018,0901740,GRISWOLD SCHOOL DISTRICT,1,1765,-1,12,9011
2018,0901770,GROTON SCHOOL DISTRICT,1,4298,-1,12,9011
2018,0901800,GUILFORD SCHOOL DISTRICT,1,3291,-1,12,9009
2018,0901860,HAMDEN SCHOOL DISTRICT,1,5336,-1,12,9009
2018,0901890,HAMPTON SCHOOL DISTRICT,1,93,-1,6,9015
2018,0901920,HARTFORD SCHOOL DISTRICT,1,19051,-1,12,9003
2018,0901950,HARTLAND SCHOOL DISTRICT,1,160,-1,8,9003
2018,0902010,HEBRON SCHOOL DISTRICT,1,663,-1,6,9013
2018,0902040,KENT SCHOOL DISTRICT,1,213,-1,8,9005
2018,0902070,KILLINGLY SCHOOL DISTRICT,1,2462,-1,12,9015
2018,0902130,LEBANON SCHOOL DISTRICT,1,990,-1,12,9011
2018,0902160,LEDYARD SCHOOL DISTRICT,1,2417,-1,12,9011
2018,0902190,LISBON SCHOOL DISTRICT,1,401,-1,8,9011
2018,0902220,LITCHFIELD SCHOOL DISTRICT,1,890,-1,12,9005
2018,0902280,MADISON SCHOOL DISTRICT,1,2717,-1,12,9009
2018,0902310,MANCHESTER SCHOOL DISTRICT,1,6200,-1,12,9003
2018,0902340,MANSFIELD SCHOOL DISTRICT,1,1142,-1,8,9013
2018,0902370,MARLBOROUGH SCHOOL DISTRICT,1,449,-1,6,9003
2018,0902400,MERIDEN SCHOOL DISTRICT,1,7921,-1,12,9009
2018,0902490,MIDDLETOWN SCHOOL DISTRICT,1,4578,-1,12,9007
2018,0902520,MILFORD SCHOOL DISTRICT,1,5599,-1,12,9009
2018,0902550,MONROE SCHOOL DISTRICT,1,3105,-1,12,9001
2018,0902580,MONTVILLE SCHOOL DISTRICT,1,2059,-1,12,9011
2018,0902640,NAUGATUCK SCHOOL DISTRICT,1,4306,-1,12,9009
2018,0902670,NEW BRITAIN SCHOOL DISTRICT,1,10118,-1,12,9003
2018,0902700,NEW CANAAN SCHOOL DISTRICT,1,4161,-1,12,9001
2018,0902730,NEW FAIRFIELD SCHOOL DISTRICT,1,2237,-1,12,9001
2018,0902760,NEW HARTFORD SCHOOL DISTRICT,1,446,-1,6,9005
2018,0902790,NEW HAVEN SCHOOL DISTRICT,1,21075,-1,12,9009
2018,0902820,NEW LONDON SCHOOL DISTRICT,1,3512,-1,12,9011
2018,0902850,NEW MILFORD SCHOOL DISTRICT,1,3977,-1,12,9005
2018,0902880,NEWINGTON SCHOOL DISTRICT,1,4031,-1,12,9003
2018,0902910,NEWTOWN SCHOOL DISTRICT,1,4282,-1,12,9001
2018,0902940,NORFOLK SCHOOL DISTRICT,1,95,-1,6,9005
2018,0902970,NORTH BRANFORD SCHOOL DISTRIC,1,1729,-1,12,9009
2018,0903000,NORTH CANAAN SCHOOL DISTRICT,1,255,-1,8,9005
2018,0903030,NORTH HAVEN SCHOOL DISTRICT,1,3141,-1,12,9009
2018,0903060,NORTH STONINGTON SCHOOL DISTR,1,724,-1,12,9011
2018,0903090,NORWALK SCHOOL DISTRICT,1,11421,-1,12,9001
2018,0903120,NORWICH SCHOOL DISTRICT,1,3510,-1,12,9011
2018,0903180,OLD SAYBROOK SCHOOL DISTRICT,1,1212,-1,12,9007
2018,0903210,ORANGE SCHOOL DISTRICT,1,1180,-1,6,9009
2018,0903240,OXFORD SCHOOL DISTRICT,1,1789,-1,12,9009
2018,0903270,PLAINFIELD SCHOOL DISTRICT,1,2189,-1,12,9015
2018,0903300,PLAINVILLE SCHOOL DISTRICT,1,2337,-1,12,9003
2018,0903330,PLYMOUTH SCHOOL DISTRICT,1,1419,-1,12,9005
2018,0903360,POMFRET SCHOOL DISTRICT,1,379,-1,8,9015
2018,0903390,PORTLAND SCHOOL DISTRICT,1,1313,-1,12,9007
2018,0903420,PRESTON SCHOOL DISTRICT,1,440,-1,8,9011
2018,0903450,LEARN,9,2509,-1,12,9011
2018,0903480,PUTNAM SCHOOL DISTRICT,1,1201,-1,12,9015
2018,0903510,REDDING SCHOOL DISTRICT,1,854,-1,8,9001
2018,0903512,EDUCATION CONNECTION,4,278,2,12,9001
2018,0903515,REGIONAL SCHOOL DISTRICT 06,1,909,-1,12,9005
2018,0903520,REGIONAL SCHOOL DISTRICT 10,1,2260,-1,12,9003
2018,0903530,REGIONAL SCHOOL DISTRICT 12,1,683,-1,12,9005
2018,0903535,REGIONAL SCHOOL DISTRICT 13,1,1610,-1,12,9007
2018,0903536,REGIONAL SCHOOL DISTRICT 14,1,1647,-1,12,9005
2018,0903537,REGIONAL SCHOOL DISTRICT 15,1,3602,-1,12,9009
2018,0903538,REGIONAL SCHOOL DISTRICT 16,1,2124,-1,12,9009
2018,0903539,REGIONAL SCHOOL DISTRICT 17,1,2015,-1,12,9007
2018,0903540,REGIONAL SCHOOL DISTRICT 18,1,1257,-1,12,9011
2018,0903570,REGIONAL SCHOOL DISTRICT 11,1,225,7,12,9015
2018,0903600,REGIONAL SCHOOL DISTRICT 01,1,387,1,12,9005
2018,0903630,REGIONAL SCHOOL DISTRICT 04,1,885,7,12,9007
2018,0903660,REGIONAL SCHOOL DISTRICT 05,1,2167,7,12,9009
2018,0903720,REGIONAL SCHOOL DISTRICT 07,1,1063,7,12,9005
2018,0903750,REGIONAL SCHOOL DISTRICT 08,1,1435,7,12,9013
2018,0903780,REGIONAL SCHOOL DISTRICT 09,1,875,9,12,9001
2018,0903810,RIDGEFIELD SCHOOL DISTRICT,1,4838,-1,12,9001
2018,0903840,ROCKY HILL SCHOOL DISTRICT,1,2740,-1,12,9003
2018,0903900,SALEM SCHOOL DISTRICT,1,412,-1,8,9011
2018,0903930,SALISBURY SCHOOL DISTRICT,1,287,-1,8,9005
2018,0903960,SCOTLAND SCHOOL DISTRICT,1,105,-1,6,9015
2018,0903990,SEYMOUR SCHOOL DISTRICT,1,2164,-1,12,9009
2018,0904020,SHARON SCHOOL DISTRICT,1,115,0,8,9005
2018,0904050,SHELTON SCHOOL DISTRICT,1,4688,-1,12,9001
2018,0904080,SHERMAN SCHOOL DISTRICT,1,279,-1,8,9001
2018,0904110,SIMSBURY SCHOOL DISTRICT,1,4059,-1,12,9003
2018,0904140,SOMERS SCHOOL DISTRICT,1,1374,-1,12,9013
2018,0904170,SOUTH WINDSOR SCHOOL DISTRICT,1,4340,-1,12,9003
2018,0904230,SOUTHINGTON SCHOOL DISTRICT,1,6350,-1,12,9003
2018,0904260,SPRAGUE SCHOOL DISTRICT,1,313,-1,12,9011
2018,0904290,STAFFORD SCHOOL DISTRICT,1,1500,-1,12,9013
2018,0904320,STAMFORD SCHOOL DISTRICT,1,15942,-1,12,9001
2018,0904350,STERLING SCHOOL DISTRICT,1,361,-1,8,9015
2018,0904380,STONINGTON SCHOOL DISTRICT,1,2028,-1,12,9011
2018,0904440,STRATFORD SCHOOL DISTRICT,1,6762,-1,12,9001
2018,0904470,SUFFIELD SCHOOL DISTRICT,1,2135,-1,12,9003
2018,0904500,THOMASTON SCHOOL DISTRICT,1,845,-1,12,9005
2018,0904530,THOMPSON SCHOOL DISTRICT,1,984,-1,12,9015
2018,0904560,TOLLAND SCHOOL DISTRICT,1,2368,-1,12,9013
2018,0904590,TORRINGTON SCHOOL DISTRICT,1,3846,-1,12,9005
2018,0904620,TRUMBULL SCHOOL DISTRICT,1,6722,-1,12,9001
2018,0904650,UNION SCHOOL DISTRICT,1,52,-1,8,9013
2018,0904680,VERNON SCHOOL DISTRICT,1,3114,-1,12,9013
2018,0904710,VOLUNTOWN SCHOOL DISTRICT,1,264,-1,8,9011
2018,0904740,WALLINGFORD SCHOOL DISTRICT,1,5730,-1,12,9009
2018,0904830,WATERBURY SCHOOL DISTRICT,1,18751,-1,12,9009
2018,0904860,WATERFORD SCHOOL DISTRICT,1,2497,-1,12,9011
2018,0904890,WATERTOWN SCHOOL DISTRICT,1,2742,-1,12,9005
2018,0904920,WEST HARTFORD SCHOOL DISTRICT,1,9593,-1,12,9003
2018,0904950,WEST HAVEN SCHOOL DISTRICT,1,5811,-1,12,9009
2018,0904980,WESTBROOK SCHOOL DISTRICT,1,671,-1,12,9007
2018,0905010,WESTON SCHOOL DISTRICT,1,2309,-1,12,9001
2018,0905040,WESTPORT SCHOOL DISTRICT,1,5509,-1,12,9001
2018,0905070,WETHERSFIELD SCHOOL DISTRICT,1,3587,-1,12,9003
2018,0905100,WILLINGTON SCHOOL DISTRICT,1,427,-1,8,9013
2018,0905130,WILTON SCHOOL DISTRICT,1,3921,-1,12,9001
2018,0905160,WINCHESTER SCHOOL DISTRICT,1,536,-1,6,9005
2018,0905190,WINDHAM SCHOOL DISTRICT,1,3344,-1,12,9015
2018,0905220,WINDSOR SCHOOL DISTRICT,1,3257,-1,12,9003
2018,0905250,WINDSOR LOCKS SCHOOL DISTRICT,1,1561,-1,12,9003
2018,0905280,WOLCOTT SCHOOL DISTRICT,1,2232,-1,12,9009
2018,0905310,WOODBRIDGE SCHOOL DISTRICT,1,843,-1,6,9009
2018,0905370,WOODSTOCK SCHOOL DISTRICT,1,834,-1,8,9015
2018,0905371,NORWICH FREE ACADEMY,1,2256,9,12,9011
2018,0905372,THE GILBERT SCHOOL,1,510,7,12,9005
2018,0905373,WOODSTOCK ACADEMY,1,1098,9,12,9015
2019,0900001,Office of Early Childhood,5,,,,9003
2019,0900002,Connecticut Technical Education and Career System,5,10993,9,12,9007
2019,0900003,Unified School District #1,5,158,8,12,9003
2019,0900004,Unified School District #2,5,68,6,12,9003
2019,0900005,Regional School District 19,1,1098,9,12,9013
2019,0900007,Jumoke Academy District,7,705,-1,12,9003
2019,0900009,Odyssey Community School District,7,329,0,8,9003
2019,0900010,Integrated Day Charter School District,7,352,-1,8,9011
2019,0900011,Interdistrict School for Arts and Comm District,7,279,6,8,9011
2019,0900014,Common Ground High School District,7,222,9,12,9009
2019,0900015,The Bridge Academy District,7,281,7,12,9001
2019,0900016,Side By Side Charter School District,7,236,-1,8,9001
2019,0900018,Explorations District,7,93,9,12,9005
2019,0900023,Trailblazers Academy District,7,,,,9001
2019,0900024,Amistad Academy District,7,1103,0,12,9009
2019,0900026,Department of Social Services,5,,,,9003
2019,0900027,Department of Mental Health and Addiction Services,5,7,12,12,9003
2019,0900028,New Beginnings Inc Family Academy District,7,505,-1,8,9001
2019,0900030,Andover School District,1,195,-1,6,9013
2019,0900031,Stamford Academy District,7,147,9,12,9001
2019,0900033,Park City Prep Charter School District,7,361,5,8,9001
2019,0900060,Ansonia School District,1,2265,-1,12,9009
2019,0900070,Area Cooperative Educational Services,9,1835,-1,12,9009
2019,0900090,Ashford School District,1,390,-1,8,9015
2019,0900120,Avon School District,1,3162,-1,12,9003
2019,0900150,Barkhamsted School District,1,218,-1,6,9005
2019,0900207,Highville Charter School District,7,460,-1,12,9009
2019,0900208,Achievement First Bridgeport Academy District,7,1110,0,12,9001
2019,0900210,Berlin School District,1,2735,-1,12,9003
2019,0900212,Achievement First Hartford Academy District,7,1169,0,12,9003
2019,0900214,Elm City College Preparatory School District,7,767,0,12,9009
2019,0900215,Brass City Charter School District,7,326,-1,7,9009
2019,0900216,Elm City Montessori School District,7,229,-1,5,9009
2019,0900217,Booker T. Washington Academy District,7,420,0,6,9009
2019,0900219,Great Oaks Charter School District,7,555,6,11,9001
2019,0900220,Stamford Charter School for Excellence District,7,395,-1,5,9001
2019,0900221,Capital Preparatory Harbor School District,7,760,0,12,9001
2019,0900222,Judicial Centers,8,67,7,12,9003
2019,0900223,Shared Services,4,,,,9005
2019,0900224,Project Oceanology,4,,,,9011
2019,0900240,Bethany School District,1,369,-1,6,9009
2019,0900270,Bethel School District,1,3139,-1,12,9001
2019,0900330,Bloomfield School District,1,2192,-1,12,9003
2019,0900360,Bolton School District,1,774,-1,12,9013
2019,0900390,Bozrah School District,1,185,-1,8,9011
2019,0900420,Branford School District,1,2791,-1,12,9009
2019,0900450,Bridgeport School District,1,20111,-1,12,9001
2019,0900510,Bristol School District,1,7858,-1,12,9003
2019,0900540,Brookfield School District,1,2609,-1,12,9001
2019,0900570,Brooklyn School District,1,903,-1,8,9015
2019,0900630,Canaan School District,1,67,0,8,9005
2019,0900660,Canterbury School District,1,469,-1,8,9015
2019,0900690,Canton School District,1,1562,-1,12,9003
2019,0900700,Capitol Region Education Council,9,8653,-1,12,9003
2019,0900720,Chaplin School District,1,139,-1,6,9015
2019,0900750,Cheshire School District,1,4188,-1,12,9009
2019,0900780,Chester School District,1,186,0,6,9007
2019,0900810,Clinton School District,1,1679,-1,12,9007
2019,0900840,Colchester School District,1,2311,-1,12,9011
2019,0900870,Colebrook School District,1,74,0,6,9005
2019,0900900,Columbia School District,1,408,-1,8,9013
2019,0900910,Cooperative Educational Services,9,859,-1,12,9001
2019,0900930,Cornwall School District,1,87,0,8,9005
2019,0900960,Coventry School District,1,1673,-1,12,9013
2019,0900990,Cromwell School District,1,1968,-1,12,9007
2019,0901020,Danbury School District,1,11903,-1,12,9001
2019,0901050,Darien School District,1,4737,-1,12,9001
2019,0901080,Deep River School District,1,235,0,6,9007
2019,0901110,Derby School District,1,1280,-1,12,9009
2019,0901170,East Granby School District,1,831,-1,12,9003
2019,0901200,East Haddam School District,1,996,-1,12,9007
2019,0901230,East Hampton School District,1,1837,-1,12,9007
2019,0901260,East Hartford School District,1,6767,-1,12,9003
2019,0901290,East Haven School District,1,2871,-1,12,9009
2019,0901320,East Lyme School District,1,2687,-1,12,9011
2019,0901350,East Windsor School District,1,1067,-1,12,9003
2019,0901360,Eastern Connecticut Regional Educational Service Center,9,473,0,12,9015
2019,0901380,Eastford School District,1,150,-1,8,9015
2019,0901410,Easton School District,1,881,-1,8,9001
2019,0901440,Ellington School District,1,2676,-1,12,9013
2019,0901470,Enfield School District,1,5015,-1,12,9003
2019,0901500,Essex School District,1,330,-1,6,9007
2019,0901530,Fairfield School District,1,9624,-1,12,9001
2019,0901560,Farmington School District,1,4149,-1,12,9003
