"Student Counts by School and Race"
"All Districts, All Schools"
"2012-13"

"",,,,"Race",,,,,,,
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",0,15,31,21,0,6,460,533
,,"Bolton High School","=""0126111""",0,7,6,13,0,13,320,359
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",0,"*","*",9,0,14,231,259
,,"Dr. Helen Baldwin Middle School","=""0225111""",0,"*","*",13,0,7,206,231
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",0,"*","*",11,0,8,162,185
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",0,"*","*","*",0,8,234,251
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",0,"*","*",27,0,7,459,503
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",0,"*",55,70,0,"*",35,169
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",0,"*","*",8,0,7,85,103
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",0,"*","*",6,0,"*",322,337
,,"Nathan Hale-Ray High School","=""0416111""",0,"*","*",13,0,"*",378,399
,,"Nathan Hale-Ray Middle School","=""0415111""",0,"*",0,7,0,"*",496,508
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",0,17,6,19,0,16,470,528
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",0,"*",0,10,0,"*",102,116
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",0,"*",312,14,0,9,"*",341
"Kent School District","=""0680011""","Kent Center School","=""0680111""",0,7,0,19,0,19,226,271
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",0,7,"*",19,"*",33,359,422
,,"Community Connection - The Big Picture High School","=""0736011""",0,0,0,"*",0,0,"*",21
"Litchfield School District","=""0740011""","Center School","=""0740211""",0,6,0,9,"*","*",258,280
,,"Litchfield High School","=""0746111""",0,11,"*",17,0,"*",466,498
,,"Litchfield Intermediate School","=""0740311""",0,"*","*",11,6,"*",226,251
"Mansfield School District","=""0780011""","Mansfield Elementary at Goodwin","=""0780211""",0,38,"*",19,0,"*",156,221
,,"Mansfield Elementary at Vinton","=""0780411""",0,30,"*",28,0,"*",201,274
,,"Mansfield Middle School","=""0785111""",0,46,"*",48,"*",19,445,570
,,"Southeast Elementary School","=""0780511""",0,17,11,36,0,12,176,252
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",0,"*","*",34,0,25,564,639
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,"*","*",11,0,7,323,343
,,"Bakerville Consolidated School","=""0920111""",0,"*",0,"*",0,"*",101,110
,,"New Hartford Elementary School","=""0920211""",0,"*",0,7,0,"*",100,112
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",0,"*","*",27,0,9,273,315
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",0,18,7,32,0,6,352,415
,,"Old Saybrook Middle School","=""1065211""",0,21,"*",30,"*",13,475,553
,,"Old Saybrook Senior High School","=""1066111""",0,41,7,26,0,7,446,527
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",0,"*",143,91,0,"*",10,251
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",0,11,10,17,0,0,383,421
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",0,"*","*",11,"*","*",294,320
,,"Shepaug Valley Middle School","=""2125112""",0,"*","*",10,"*",0,181,199
,,"Washington Primary School","=""2120412""",0,"*","*",7,"*",0,125,138
,,"Booth Free School","=""2120212""",0,0,0,6,0,0,88,94
,,"The Burnham School","=""2120112""",0,0,0,0,0,"*","*",69
,,"Early Childhood Education Center","=""2128012""",0,0,0,0,0,0,21,21
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",0,"*","*",20,0,30,250,309
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",0,"*","*","*",0,"*",177,188
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",0,21,67,83,"*","*",47,233
"Simsbury School District","=""1280011""","Central School","=""1280111""",0,29,14,34,0,11,309,397
,,"Henry James Memorial School","=""1285111""",0,50,39,"*",0,"*",634,748
,,"Latimer Lane School","=""1280611""",0,27,17,26,0,6,368,444
,,"Simsbury High School","=""1286111""",0,55,75,70,0,7,1352,1559
,,"Squadron Line School","=""1280711""",0,42,"*",30,0,"*",556,659
,,"Tariffville School","=""1280311""",0,"*",31,21,0,"*",214,286
,,"Tootin' Hills School","=""1280411""",0,25,26,31,0,6,347,435
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",0,"*",79,51,0,"*","*",138
"Willington School District","=""1600011""","Center School","=""1600111""",0,"*","*",7,0,"*",176,193
,,"Hall Memorial School","=""1605111""",0,"*","*",20,"*",7,253,286
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",0,"*","*",16,0,14,465,499
,,"Woodstock Middle School","=""1695111""",0,"*","*",12,0,9,365,394
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",0,0,"*",29,0,"*",306,347
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",0,0,289,100,0,"*","*",399
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",0,0,"*","*",0,"*",119,127
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",0,0,91,70,0,0,7,168
"Union School District","=""1450011""","Union School","=""1450111""",0,0,"*","*",0,0,68,71
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",0,0,0,"*",0,"*",69,75
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",0,0,0,"*",0,"*",92,104
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",0,0,0,"*",0,"*",110,116
,,"Bridges II","=""0989211""",0,0,0,0,0,0,"*","*"

