"Student Counts by School and Race"
"All Districts, All Schools"
"2011-12"

"",,,,"Race",,,,,,,
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","*","*",534,45,0,"*",19,603
,,"J. P. Vincent School","=""0110311""","*","*",254,34,"*",14,14,322
,,"Metacomet School","=""0110511""","*",7,209,20,0,8,"*",251
,,"Wintonbury Early Childhood Magnet School","=""0110811""","*","*",106,24,0,22,150,321
,,"Carmen Arace Intermediate School","=""0110711""",0,"*",215,33,0,9,"*",263
,,"Carmen Arace Middle School","=""0115211""",0,"*",247,21,0,"*",10,286
,,"The Big Picture High School","=""0116211""",0,"*",77,14,0,"*",12,105
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","*","*",14,17,0,"*",197,234
"Branford School District","=""0140011""","Branford High School","=""0146111""","*",69,35,64,0,"*",881,1064
,,"Francis Walsh Intermediate School","=""0145111""","*",64,27,83,0,"*",823,1020
,,"John B. Sliney School","=""0141611""","*",21,"*",49,0,7,281,365
,,"Mary T. Murphy School","=""0141411""","*",61,21,50,0,"*",295,439
,,"Mary R. Tisko School","=""0141511""",0,20,"*",21,0,"*",335,384
,,"Indian Neck School","=""0148011""",0,0,"*","*",0,"*",39,46
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","*",45,456,519,"*","*",49,1073
,,"Beardsley School","=""0150211""","*","*",151,214,0,0,15,388
,,"Blackham School","=""0154011""","*",52,351,475,"*","*",182,1066
,,"Bryant School","=""0150411""","*",29,157,190,"*","*",31,413
,,"Central High School","=""0156211""",121,82,867,893,"*","*",211,2181
,,"Classical Studies Academy","=""0152111""","*",16,177,81,0,0,"*",290
,,"Geraldine Johnson School","=""0153211""",6,34,299,460,"*","*",52,857
,,"Hall School","=""0151111""","*","*",172,122,0,"*",9,310
,,"High Horizons Magnet School","=""0154511""","*",9,213,155,0,"*",45,429
,,"Interdistrict Discovery Magnet School","=""0153711""","*","*",92,103,0,0,98,312
,,"James J. Curiale School","=""0154211""","*",51,281,250,0,"*",28,615
,,"Jettie S. Tisdale School","=""0152211""","*",13,364,279,"*","*",10,670
,,"John Winthrop School","=""0153611""","*",40,265,235,0,"*",183,729
,,"Madison School","=""0152011""","*",10,168,252,0,"*",72,510
,,"Multicultural Magnet School","=""0154611""","*",16,106,305,0,"*",53,484
,,"Park City Magnet School","=""0151711""","*","*",254,166,0,0,60,523
,,"Read School","=""0152511""","*",10,379,383,0,"*",75,850
,,"Roosevelt School","=""0152611""","*","*",222,285,0,0,19,534
,,"Thomas Hooker School","=""0151311""","*",9,171,182,0,"*",50,416
,,"Warren Harding High School","=""0156311""","*",15,587,661,0,"*",40,1309
,,"Wilbur Cross School","=""0153911""","*",6,243,165,"*","*",12,431
,,"A.B. Skane Center","=""0154411""",0,"*",62,92,0,"*",64,229
,,"Barnum School","=""0150111""",0,"*",198,443,0,"*",12,659
,,"Black Rock School","=""0150311""",0,"*",62,136,0,"*",101,305
,,"Cesar Batalla School","=""0151411""",0,"*",245,819,0,"*",41,1146
,,"Columbus School","=""0150511""",0,"*",139,349,0,0,"*",523
,,"Edison School","=""0150711""",0,7,133,87,0,0,24,251
,,"Hallen School","=""0151211""",0,"*",192,117,0,0,"*",335
,,"Longfellow School","=""0151911""",0,"*",202,233,0,"*",15,454
,,"Luis Munoz Marin School","=""0151011""",0,"*",238,632,0,"*",21,897
,,"Park City Academy","=""0159211""",0,"*","*","*",0,0,"*","*"
,,"Waltersville School","=""0153011""",0,6,99,373,0,"*","*",483
,,"Bridgeport Learning Center","=""0159011""",0,0,"*",27,0,0,"*",51
,,"Make The Grade","=""0159511""",0,0,26,13,0,0,0,39
,,"Paul Laurence Dunbar School","=""0154111""",0,0,224,109,0,"*","*",344
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","*","*",90,254,0,39,909,1317
,,"Bristol Eastern High School","=""0176211""","*",40,91,178,0,"*",980,1308
,,"Chippens Hill Middle School","=""0175111""","*",23,67,150,0,"*",567,817
,,"Ivy Drive School","=""0171911""","*",10,23,61,0,"*",324,423
,,"Northeast Middle School","=""0175211""","*","*",32,71,0,8,441,560
,,"Edgewood School","=""0170311""",0,12,19,106,0,18,237,392
,,"Clara T. O'Connell School","=""0170711""",0,9,29,154,0,17,139,348
,,"Ellen P. Hubbell School","=""0171411""",0,28,23,135,0,48,326,560
,,"Greene-Hills School","=""0170511""",0,21,18,74,0,13,211,337
,,"John J. Jennings School","=""0170611""",0,11,9,36,0,0,331,387
,,"Memorial Boulevard Middle School","=""0175311""",0,19,29,101,0,13,350,512
,,"Mountain View School","=""0171711""",0,19,14,59,0,20,258,370
,,"South Side School","=""0171111""",0,12,49,112,0,7,413,593
,,"Stafford School","=""0171211""",0,"*",41,104,0,"*",328,493
,,"Destinations Academy","=""0179011""",0,0,"*",9,0,0,"*",17
,,"Community/Vocational Program","=""0179211""",0,0,0,"*",0,0,"*",15
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","*",38,"*",41,0,0,866,966
,,"Center Elementary School","=""0180311""","*",33,8,33,"*",0,333,409
,,"Huckleberry Hill Elementary School","=""0180411""","*",44,"*",45,0,0,494,591
,,"Whisconier Middle School","=""0185311""","*",51,"*",48,0,0,760,871
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","*",8,11,25,0,"*",480,534
,,"Brooklyn Middle School","=""0195111""",0,"*","*",15,0,15,354,396
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","*",8,25,32,0,"*",483,550
,,"Canton High School","=""0236111""",0,7,7,16,0,10,482,522
,,"Canton Intermediate School","=""0230311""",0,11,12,26,0,11,348,408
,,"Canton Middle School","=""0235111""",0,"*",11,10,0,"*",228,258
"Capitol Region Education Council","=""2410014""","Academy of Computer Science and Engineering","=""2415214""","*","*",113,134,0,7,126,389
,,"Academy of Computer Science and Engineering Middle School","=""2415014""","*",50,138,211,0,"*",256,684
,,"Academy of International Studies 6-12","=""2416114""","*",26,387,107,0,"*",183,719
,,"Academy of Science and Innovation","=""2416514""","*",12,116,90,0,"*",54,278
,,"Glastonbury/East Hartford Magnet School","=""2410114""","*",31,66,54,0,"*",85,259
,,"Great Path Academy at MCC","=""2416314""","*",7,109,64,0,"*",61,246
,,"Greater Hartford Academy of the Arts High School - Full Day","=""2416414""","*","*",99,123,0,6,165,400
,,"Montessori Magnet School","=""2413114""","*",12,87,144,0,"*",98,350
,,"Museum Academy","=""2410514""","*",6,114,76,0,"*",72,271
,,"University of Hartford Magnet School","=""2410214""","*",27,164,116,0,"*",120,441
,,"Academy of Aerospace and Engineering","=""2415114""",0,47,89,118,0,13,123,390
,,"Academy of International Studies Elementary School","=""2410414""",0,44,76,100,0,10,81,311
,,"Discovery Academy","=""2418114""",0,20,35,44,0,12,39,150
,,"Reggio Magnet School of the Arts","=""2410314""",0,"*",111,75,0,"*",87,284
,,"River Street School","=""2419314""",0,"*",24,25,0,"*",93,147
,,"River Street School Birken Campus","=""2419514""",0,"*",10,"*",0,0,41,58
,,"Soundbridge","=""2419114""",0,11,"*",9,0,"*",68,97
,,"Farmington Valley Regional Diagnostic Center","=""2419214""",0,0,"*","*",0,"*",17,24
,,"John J. Allison Polaris Center","=""2419014""",0,0,14,25,0,0,8,47
,,"Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",0,0,"*",0,0,0,"*",8
,,"IPM @ Plainville High School","=""2419414""",0,0,0,0,0,0,"*","*"
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","*",27,"*",10,0,"*",290,336
,,"Dodd Middle School","=""0255111""","*",71,"*",24,0,0,661,774
,,"Highland School","=""0250411""","*",93,20,38,0,"*",642,795
,,"Humiston School","=""0259011""","*","*","*","*",0,0,21,25
,,"Norton School","=""0250511""","*",39,9,19,0,"*",406,480
,,"Chapman School","=""0250111""",0,21,"*",16,0,"*",246,294
,,"Cheshire High School","=""0256111""",0,124,27,42,0,0,1356,1549
,,"Doolittle School","=""0250611""",0,52,14,28,0,0,443,537
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","*",8,"*",39,"*",15,398,466
,,"Lewin G. Joel Jr. School","=""0270311""","*",18,"*",60,0,7,565,658
,,"The Morgan School","=""0276111""","*",17,"*",39,"*",14,486,565
,,"Abraham Pierson School","=""0270111""",0,7,"*",28,0,"*",276,314
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",9,15,38,49,0,11,861,983
,,"Colchester Elementary School","=""0280411""","*",20,"*",32,0,21,594,680
,,"Jack Jackter Intermediate School","=""0280211""",6,13,17,24,0,8,586,654
,,"William J. Johnston Middle School","=""0285111""",7,14,22,32,0,7,618,700
"Connecticut Technical Education and Career System","=""9000016""","A. I. Prince Technical High School","=""9001516""","*","*",262,443,0,"*",41,755
,,"Bullard-Havens Technical High School","=""9001116""","*",7,349,445,0,"*",68,874
,,"E. C. Goodwin Technical High School","=""9001916""","*","*",70,320,0,12,209,618
,,"Ella T. Grasso Technical High School","=""9002716""",9,"*",63,174,"*",16,298,569
,,"Emmett O'Brien Technical High School","=""9002516""","*",6,45,100,0,"*",392,546
,,"H. C. Wilcox Technical High School","=""9001716""",6,"*",44,232,0,"*",479,772
,,"H. H. Ellis Technical High School","=""9001316""","*","*","*",24,0,15,488,540
,,"Henry Abbott Technical High School","=""9001216""","*",10,35,191,"*","*",392,638
,,"Howell Cheney Technical High School","=""9001616""","*",17,108,142,0,"*",388,673
,,"Norwich Technical High School","=""9002016""","*",7,25,79,"*",39,500,656
,,"Oliver Wolcott Technical High School","=""9002216""","*",8,14,45,0,"*",590,669
,,"Platt Technical High School","=""9002616""",7,8,119,245,0,12,494,885
,,"Vinal Technical High School","=""9001816""","*","*",61,79,0,7,454,607
,,"W. F. Kaynor Technical High School","=""9002316""",7,"*",127,214,"*",13,392,761
,,"Windham Technical High School","=""9002416""",7,"*",17,156,"*","*",385,572
,,"Eli Whitney Technical High School","=""9001416""",0,"*",179,307,0,"*",29,521
"Cooperative Educational Services","=""2430014""","Merit Academy","=""2439414""","*",0,31,30,0,"*",78,147
,,"Oakview Middle/High School","=""2439214""",0,"*",19,"*",0,0,60,90
,,"Oakview Primary School","=""2439114""",0,"*",18,"*",0,0,20,51
,,"Six-Six Magnet School","=""2430114""",0,19,170,158,0,6,110,463
,,"RISE Transitional Program","=""2439314""",0,0,"*","*",0,0,7,11
,,"School Readiness","=""2438014""",0,0,"*","*",0,0,0,51
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","*",7,"*",16,0,8,345,380
,,"George Hersey Robertson School","=""0320411""","*",6,"*",17,0,18,355,401
,,"Capt. Nathan Hale School","=""0325111""",0,"*","*",21,0,20,401,452
,,"Coventry High School","=""0326111""",0,"*","*",17,0,16,484,524
,,"Coventry Early Intervention Services","=""0328011""",0,0,0,"*",0,"*",20,23
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","*",19,46,36,0,"*",439,546
,,"Cromwell Middle School","=""0335111""",0,"*",42,33,0,"*",398,500
,,"Edna C. Stevens School","=""0330211""",0,38,45,"*",0,"*",363,480
,,"Woodside Intermediate School","=""0330311""",0,"*",41,45,0,"*",343,456
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","*",249,324,954,0,"*",1344,2889
,,"King Street Primary School","=""0341311""","*",23,"*",149,0,10,223,415
,,"Rogers Park Middle School","=""0345211""","*",69,103,452,0,"*",465,1110
,,"Western CT Academy of International Studies Elementary Magnet School","=""0341911""","*",36,"*",74,0,0,248,389
,,"Alternative Center For Excellence","=""0346211""",0,"*","*",25,0,0,49,91
,,"Broadview Middle School","=""0345111""",0,80,117,361,0,13,551,1122
,,"Ellsworth Avenue School","=""0341411""",0,27,39,205,0,8,99,378
,,"Great Plain School","=""0341111""",0,14,9,120,0,10,161,314
,,"Hayestown Avenue School","=""0340211""",0,48,31,180,"*","*",118,396
,,"King Street Intermediate School","=""0341711""",0,29,30,128,0,7,178,372
,,"Mill Ridge Educational Center","=""0341811""",0,16,"*",33,"*",8,86,148
,,"Mill Ridge Primary School","=""0340511""",0,44,52,135,0,8,187,426
,,"Morris Street School","=""0340611""",0,17,31,259,0,10,89,406
,,"Park Avenue School","=""0340811""",0,32,27,229,0,7,131,426
,,"Pembroke School","=""0341511""",0,26,29,126,0,8,177,366
,,"Shelter Rock School","=""0341211""",0,41,34,188,0,12,144,419
,,"South Street School","=""0341011""",0,14,24,199,0,12,94,343
,,"Stadley Rough School","=""0341611""",0,38,"*",167,0,"*",236,467
"Darien School District","=""0350011""","Darien High School","=""0356111""","*",36,"*",53,0,"*",1217,1315
,,"Ox Ridge Elementary School","=""0351311""","*",11,"*",12,0,"*",436,465
,,"Royle Elementary School","=""0350511""","*",20,"*",18,0,"*",365,409
,,"Hindley Elementary School","=""0350211""",0,35,"*",18,0,"*",510,570
,,"Holmes Elementary School","=""0350711""",0,16,0,10,0,0,393,419
,,"Middlesex Middle School","=""0355111""",0,38,"*","*",0,0,1076,1154
,,"Tokeneke Elementary School","=""0350611""",0,12,"*",13,0,"*",449,483
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","*","*",16,14,0,7,193,238
,,"R. Dudley Seymour School","=""0400211""","*",7,8,"*",0,"*",105,129
,,"East Granby High School","=""0406111""",0,"*",10,11,0,"*",229,263
,,"East Granby Middle School","=""0405111""",0,"*",12,13,0,"*",183,216
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","*",10,8,12,0,"*",515,550
,,"Center School","=""0420311""",0,10,"*",12,0,"*",277,303
,,"East Hampton Middle School","=""0425111""",0,10,"*",23,"*","*",428,469
,,"Memorial School","=""0420111""",0,"*","*",28,0,16,565,621
,,"The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","*",17,53,37,0,"*",78,188
,,"Dr. Franklin H. Mayberry School","=""0430611""","*",19,142,194,"*","*",40,401
,,"Dr. John A. Langford School","=""0432211""","*","*",146,180,0,0,34,381
,,"Dr. Thomas S. O'Connell School","=""0431011""","*","*",79,111,0,0,110,313
,,"East Hartford High School","=""0436211""","*",103,594,684,0,"*",339,1732
,,"East Hartford Middle School","=""0435111""","*",49,381,441,0,"*",174,1051
,,"Governor William Pitkin School","=""0432011""","*",66,110,107,0,"*",74,361
,,"Joseph O. Goodwin School","=""0430411""","*",14,102,115,0,"*",115,348
,,"Robert J. O'Brien School","=""0431811""","*","*",211,226,0,0,75,547
,,"Silver Lane School","=""0431211""","*","*",91,151,0,"*",37,287
,,"Woodland School","=""0439011""","*","*",57,86,0,0,39,186
,,"Anna E. Norris School","=""0430911""",0,15,83,154,0,0,22,274
,,"Hockanum School","=""0430511""",0,21,86,145,0,0,45,297
,,"Sunset Ridge Middle School","=""0432411""",0,12,192,137,0,0,63,404
,,"Synergy Alternative Program","=""0436411""",0,"*",58,60,0,0,"*",151
,,"Willowbrook Early Childhood","=""0438011""",0,"*",78,123,0,"*",26,233
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","*",12,"*",27,0,7,236,285
,,"Deer Run School","=""0440111""","*",20,9,54,0,"*",217,305
,,"D. C. Moore School","=""0441411""",0,19,"*",61,0,"*",171,266
,,"Dominick H. Ferrara School","=""0441311""",0,"*",15,42,0,"*",178,251
,,"East Haven High School","=""0446111""",0,40,25,153,0,10,657,885
,,"Grove J. Tuttle School","=""0441011""",0,15,"*",53,0,"*",117,196
,,"Joseph Melillo Middle School","=""0445111""",0,25,19,112,"*","*",488,647
,,"Momauguin School","=""0440711""",0,"*",7,45,0,"*",105,166
,,"Overbrook Early Learning Center","=""0441811""",0,15,8,47,0,9,157,236
,,"Pathways","=""0449011""",0,0,"*","*",0,0,28,36
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",6,98,20,36,0,8,994,1162
,,"East Lyme Middle School","=""0455111""","*",91,24,30,"*","*",703,854
,,"Flanders School","=""0450111""",0,55,"*",17,0,"*",283,362
,,"Integrated Preschool","=""0458011""",0,"*","*","*",0,0,44,51
,,"Lillie B. Haynes School","=""0450411""",0,32,"*",23,0,"*",268,338
,,"Niantic Center School","=""0450211""",0,8,"*",11,0,"*",185,211
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","*",45,60,71,0,"*",324,532
,,"East Windsor Middle School","=""0475411""","*","*",32,53,0,23,255,378
,,"East Windsor High School","=""0476111""",0,15,51,31,"*","*",266,374
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","*",0,6,15,0,"*",101,126
,,"Quinebaug Middle College","=""2536114""","*","*","*",12,0,"*",87,110
,,"EastConn Special Education","=""2539014""",0,0,"*",8,0,"*",44,59
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","*","*","*","*",0,"*",165,176
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","*",13,"*",19,"*","*",350,391
,,"Samuel Staples Elementary School","=""0460111""","*",39,"*",33,0,15,572,666
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",7,"*","*",45,"*","*",134,197
,,"B.E.A.M Elementary School","=""2429014""",0,"*",7,"*",0,0,10,24
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","*",18,15,18,0,"*",357,421
,,"Windermere School","=""0480611""","*",65,21,22,0,"*",315,442
,,"Center School","=""0480111""",0,7,10,20,0,11,400,448
,,"Crystal Lake School","=""0480211""",0,7,"*",8,0,"*",193,217
,,"Ellington High School","=""0486111""",0,23,22,34,0,27,694,800
,,"Windermere Intermediate School","=""0480711""",0,25,15,21,0,13,345,419
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","*","*",469,115,0,7,"*",600
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","*","*",27,33,"*",19,317,401
,,"Enfield High School","=""0496111""","*","*",61,51,0,13,610,744
,,"Enfield Street School","=""0490211""","*","*",13,33,"*",15,232,300
,,"Enrico Fermi High School","=""0496211""","*","*",56,53,0,28,905,1058
,,"Hazardville Memorial School","=""0490411""","*","*",21,56,0,18,254,366
,,"Henry Barnard School","=""0491811""","*",9,17,44,"*",24,263,362
,,"John F. Kennedy Middle School","=""0495211""","*",26,81,108,"*",52,924,1201
,,"Nathan Hale School","=""0491111""","*","*",9,14,0,14,214,258
,,"Prudence Crandall School","=""0491511""","*","*",25,52,0,26,307,433
,,"Eli Whitney School","=""0491611""",0,"*",26,54,"*",22,303,416
,,"Head Start Program","=""0498011""",0,"*",12,31,0,"*",48,104
,,"Enfield Transitional Learning Academy","=""0499011""",0,0,"*",0,0,"*",8,10
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","*",22,"*",17,0,23,372,443
,,"Fairfield Ludlowe High School","=""0516011""","*",59,26,101,"*",29,1314,1537
,,"Fairfield Warde High School","=""0516211""","*",77,51,166,"*",47,1006,1353
,,"McKinley School","=""0510611""","*",49,28,98,0,"*",247,453
,,"Riverfield School","=""0511211""","*",13,"*",15,0,13,365,419
,,"Roger Ludlowe Middle School","=""0515311""","*",40,30,70,0,"*",839,997
,,"Stratfield School","=""0511411""","*",21,"*",39,0,15,429,511
,,"Tomlinson Middle School","=""0515111""","*",31,"*",78,0,16,614,756
,,"Sherman School","=""0511311""",0,17,"*",27,0,"*",394,456
,,"Dwight Elementary School","=""0510111""",0,19,"*",15,0,"*",247,291
,,"Early Childhood Center","=""0518011""",0,16,"*",15,0,"*",92,130
,,"Fairfield Woods Middle School","=""0515211""",0,36,15,48,0,18,652,769
,,"Holland Hill School","=""0510411""",0,29,8,60,0,7,248,352
,,"Jennings School","=""0511711""",0,21,14,40,0,9,277,361
,,"Mill Hill School","=""0510711""",0,21,"*",34,0,"*",386,459
,,"North Stratfield School","=""0511611""",0,25,"*",44,0,"*",397,485
,,"Osborn Hill School","=""0511811""",0,27,"*",9,0,"*",496,542
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","*",15,"*","*",0,0,47,69
,,"Farmington High School","=""0526111""","*",138,66,61,0,"*",1025,1293
,,"Irving A. Robbins Middle School","=""0525111""","*",77,46,32,0,"*",492,652
,,"Union School","=""0520111""","*",29,22,16,0,"*",238,307
,,"West District School","=""0520311""","*",56,9,16,0,"*",264,347
,,"East Farms School","=""0520411""",0,95,"*",23,0,"*",329,464
,,"Noah Wallace School","=""0520211""",0,62,"*",20,0,"*",244,341
,,"West Woods Upper Elementary School","=""0520511""",0,80,30,32,0,0,433,575
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*","*",0,14,"*","*",179,204
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","*",59,"*",36,0,15,382,506
,,"Glastonbury High School","=""0546111""",6,161,78,148,0,39,1772,2204
,,"Hebron Avenue School","=""0540411""","*",33,9,8,0,"*",408,466
,,"Hopewell School","=""0540611""","*",57,"*",22,"*",20,376,481
,,"Buttonball Lane School","=""0540211""",0,47,"*",38,0,"*",427,545
,,"Eastbury School","=""0540311""",0,32,6,14,0,13,255,320
,,"Naubuc School","=""0540711""",0,49,24,82,"*","*",271,451
,,"Nayaug Elementary School","=""0540911""",0,27,19,33,0,27,540,646
,,"Smith Middle School","=""0545211""",0,102,34,75,"*","*",838,1076
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*","*",17,8,0,13,351,392
,,"Granby Memorial High School","=""0566111""","*",8,20,21,0,"*",698,756
,,"Granby Memorial Middle School","=""0565111""","*","*",12,14,0,6,320,356
,,"Kelly Lane Primary School","=""0560411""","*","*",17,12,0,13,279,327
,,"Wells Road Intermediate School","=""0560311""",0,6,15,13,0,14,279,327
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","*",66,"*",85,0,14,603,774
,,"Greenwich High School","=""0576111""","*",180,82,416,"*",38,1936,2656
,,"North Mianus School","=""0570711""","*",55,"*",51,0,6,344,461
,,"North Street School","=""0570811""","*",38,"*",37,0,31,322,438
,,"Parkway School","=""0571111""","*",15,0,24,0,"*",224,268
,,"Central Middle School","=""0575111""",0,55,23,78,0,18,430,604
,,"Cos Cob School","=""0570211""",0,47,7,57,0,18,273,402
,,"Glenville School","=""0570411""",0,40,"*",46,0,"*",288,385
,,"Hamilton Avenue School","=""0570511""",0,24,34,179,0,18,158,413
,,"International School At Dundee","=""0571311""",0,51,"*",61,"*",16,228,366
,,"Julian Curtiss School","=""0570311""",0,41,21,90,0,16,175,343
,,"New Lebanon School","=""0570611""",0,"*",26,140,0,"*",83,261
,,"Old Greenwich School","=""0570911""",0,20,"*",28,0,"*",357,428
,,"Riverside School","=""0571011""",0,34,0,74,0,14,400,522
,,"Western Middle School","=""0575311""",0,"*",42,146,0,"*",249,474
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",14,19,31,39,0,49,575,727
,,"Griswold High School","=""0586211""",11,11,19,27,"*","*",577,652
,,"Griswold Middle School","=""0585111""","*",12,21,33,0,"*",509,586
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*",23,15,20,0,"*",287,355
,,"Catherine Kolnaski Magnet School","=""0592011""",7,35,97,169,0,34,144,486
,,"Charles Barnum Magnet School","=""0591811""","*",21,41,40,0,"*",268,392
,,"Claude Chester School","=""0590311""","*",55,33,79,"*",27,133,334
,,"Fitch Middle School","=""0595111""","*",22,61,64,"*",11,241,407
,,"Northeast Academy Magnet School","=""0591911""","*",32,"*",32,0,19,321,425
,,"Pleasant Valley School","=""0591211""","*",25,29,69,"*",27,196,356
,,"Robert E. Fitch High School","=""0596111""","*",87,170,168,"*",30,753,1237
,,"S. B. Butler School","=""0590111""","*","*",20,16,0,14,257,321
,,"Thames River Magnet School","=""0591711""",7,"*",37,49,"*",22,251,373
,,"West Side Middle School","=""0595211""","*",12,61,68,0,"*",116,268
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","*",18,"*",34,0,11,484,551
,,"Guilford High School","=""0606111""","*",37,14,53,0,"*",1019,1131
,,"Guilford Lakes School","=""0600211""","*",12,9,12,0,"*",349,389
,,"A. Baldwin Middle School","=""0600711""",0,26,7,33,0,8,511,585
,,"A. W. Cox School","=""0600611""",0,"*","*",20,0,23,258,313
,,"Calvin Leete School","=""0600411""",0,13,"*",10,0,"*",292,327
,,"Melissa Jones School","=""0600311""",0,9,"*",39,"*",13,296,360
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","*",100,642,263,0,"*",825,1853
,,"Hamden Middle School","=""0625211""","*",59,314,145,0,"*",368,907
,,"Helen Street School","=""0620411""","*","*",99,81,0,13,65,267
,,"West Woods School","=""0621411""","*",72,53,41,0,"*",294,476
,,"Alice Peck Learning Center","=""0628011""",0,"*",30,20,0,"*",31,89
,,"Bear Path School","=""0621211""",0,45,51,49,0,20,303,468
,,"Church Street School","=""0620211""",0,20,183,115,0,14,74,406
,,"Dunbar Hill School","=""0620311""",0,31,122,33,0,14,121,321
