"Student Counts by School and Race"
"All Districts, All Schools"
"2020-21"

"",,,,"Race",,,,,,,
,,"Northeast Middle School Learning Center","=""0172811""",0,0,"*","*",0,0,"*",9
,,"South Side GOAL","=""0173111""",0,0,"*","*",0,"*","*","*"
,,"ACCESS","=""0170211""",0,0,0,8,0,"*","*",11
,,"Greene-Hills GOAL","=""0170911""",0,0,0,"*",0,0,0,"*"
,,"Ivy Drive Extended Resource","=""0172211""",0,0,0,"*",0,0,0,"*"
,,"Mt. View Extended Resource","=""0172411""",0,0,0,"*",0,0,"*","*"
,,"Northeast MS/Extended Resource","=""0172711""",0,0,0,"*",0,0,"*",6
,,"South Side Extended Resource","=""0173011""",0,0,0,"*",0,"*","*",10
,,"Breakthrough GOAL","=""0172511""",0,0,0,0,0,"*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","*",77,22,109,"*","*",687,902
,,"Center Elementary School","=""0180311""","*",27,9,25,0,"*",273,346
,,"Huckleberry Hill Elementary School","=""0180411""",8,36,16,70,0,9,371,510
,,"Whisconier Middle School","=""0185311""","*",63,22,108,"*",9,581,790
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","*","*",10,62,0,21,378,482
,,"Brooklyn Middle School","=""0195111""",0,7,6,34,0,21,266,334
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","*",0,"*",16,0,"*",222,246
,,"Dr. Helen Baldwin Middle School","=""0225111""","*",0,"*",10,0,"*",169,182
"Canton School District","=""0230011""","Canton High School","=""0236111""","*",16,27,40,0,"*",390,481
,,"Canton Intermediate School","=""0230311""",0,"*",23,19,"*",10,279,341
,,"Canton Middle School","=""0235111""",0,"*",23,16,0,"*",193,243
,,"Cherry Brook Primary School","=""0230211""",0,"*",23,26,"*",17,359,435
"Capital Preparatory Harbor School District","=""2970013""","Capital Preparatory Harbor School","=""2970113""","*","*",539,231,0,"*",8,785
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","*",68,253,304,0,"*",125,776
,,"Academy of Aerospace and Engineering Elementary","=""2410714""","*",87,131,162,"*",30,110,524
,,"Academy of Computer Science and Engineering","=""2415214""","*",7,113,204,"*",16,66,410
,,"Academy of Computer Science and Engineering Middle School","=""2415014""","*","*",202,339,0,27,90,676
,,"Academy of International Studies 6-12","=""2416114""","*",17,350,203,"*",43,98,714
,,"Academy of International Studies Elementary School","=""2410414""","*",104,166,151,0,"*",49,496
,,"Academy of Science and Innovation","=""2416514""","*","*",186,366,0,32,160,778
,,"Ana Grace Academy of the Arts","=""2410614""","*",9,129,229,"*",36,78,483
,,"Discovery Academy","=""2418114""","*",28,78,244,0,"*",144,522
,,"Glastonbury/East Hartford Magnet School","=""2410114""","*",49,116,190,0,"*",80,465
,,"Museum Academy","=""2410514""","*","*",234,149,0,38,80,521
,,"Reggio Magnet School of the Arts","=""2410314""","*","*",142,187,0,35,137,512
,,"University of Hartford Magnet School","=""2410214""","*","*",221,123,0,33,77,478
,,"Greater Hartford Academy of the Arts High School - Full Day","=""2416414""",0,"*",105,217,0,"*",95,439
,,"Montessori Magnet School","=""2413114""",0,12,39,212,0,22,73,358
,,"River Street School","=""2419314""",0,"*",28,23,0,"*",50,109
,,"River Street School Birken Campus","=""2419514""",0,"*",9,9,0,"*",22,46
,,"STRIVE - Southern Transition Real-World and Independent Voc Ed","=""2419714""",0,"*",0,"*","*",0,10,14
,,"Soundbridge","=""2419114""",0,"*",0,"*",0,0,12,15
,,"CREC Impact Academy","=""2411914""",0,0,15,24,0,"*","*",43
,,"Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",0,0,95,170,0,18,66,349
,,"John J. Allison Polaris Center","=""2419014""",0,0,19,25,0,0,9,53
,,"River Street School Early Learning Center","=""2411414""",0,0,"*","*",0,0,"*",6
,,"Farmington Valley Regional Diagnostic Center","=""2419214""",0,0,0,0,0,"*","*",9
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","*",146,41,74,0,"*",1085,1368
,,"Dodd Middle School","=""0255111""","*",70,21,44,0,"*",481,633
,,"Chapman School","=""0250111""",0,16,6,16,0,13,269,320
,,"Cheshire Quinnipiac University Transition Collaborative","=""0250311""",0,"*",0,0,0,0,"*","*"
,,"Darcey School","=""0250211""",0,"*","*",18,0,11,118,156
,,"Doolittle School","=""0250611""",0,31,20,30,0,32,316,429
,,"Highland School","=""0250411""",0,75,20,61,0,19,571,746
,,"Highland School Autism Program","=""0250711""",0,"*","*","*",0,0,11,15
,,"Humiston Alternative School","=""0250911""",0,"*","*","*",0,0,20,24
,,"Norton School","=""0250511""",0,43,15,21,0,14,310,403
,,"Doolittle Bridges Program","=""0251111""",0,0,0,"*",0,0,"*","*"
,,"QU College Life","=""0251011""",0,0,0,0,0,0,7,7
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","*",16,"*",103,0,"*",344,473
,,"The Morgan School","=""0276111""","*",20,"*",80,0,8,452,564
,,"Lewin G. Joel Jr. School","=""0270311""",0,"*","*",136,0,12,366,526
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","*",20,"*",60,0,35,603,733
,,"Colchester Elementary School","=""0280411""","*","*",6,37,0,25,424,498
,,"Jack Jackter Intermediate School","=""0280211""","*",14,"*",35,0,17,373,445
,,"William J. Johnston Middle School","=""0285111""",0,11,10,42,0,23,415,501
,,"Bacon Academy Alternative Education","=""0280511""",0,0,0,0,0,0,"*","*"
,,"East of the River Transition Academy","=""0280711""",0,0,0,0,0,0,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","*","*",6,27,0,18,346,400
"Connecticut Technical Education and Career System","=""9000016""","A. I. Prince Technical High School","=""9001516""","*",13,204,500,"*",18,42,781
,,"Bullard-Havens Technical High School","=""9001116""","*","*",224,544,0,24,24,828
,,"Ella T. Grasso Technical High School","=""9002716""",9,"*",31,206,"*",54,270,578
,,"H. C. Wilcox Technical High School","=""9001716""","*","*",43,354,0,35,340,782
,,"H. H. Ellis Technical High School","=""9001316""","*","*",9,52,0,15,635,717
,,"Howell Cheney Technical High School","=""9001616""","*","*",63,207,0,52,342,678
,,"Norwich Technical High School","=""9002016""","*",8,51,135,"*",43,437,681
,,"Oliver Wolcott Technical High School","=""9002216""","*","*",13,94,"*",23,500,633
,,"Platt Technical High School","=""9002616""","*",9,123,364,"*",27,297,824
,,"W. F. Kaynor Technical High School","=""9002316""","*",25,88,374,"*",32,273,800
,,"Windham Technical High School","=""9002416""","*",0,"*",178,0,20,272,478
,,"E. C. Goodwin Technical High School","=""9001916""",0,"*",58,403,"*",30,181,677
,,"Eli Whitney Technical High School","=""9001416""",0,"*",232,319,0,"*",57,623
,,"Emmett O'Brien Technical High School","=""9002516""",0,"*",48,213,"*",29,391,692
,,"Henry Abbott Technical High School","=""9001216""",0,"*",23,333,"*",21,326,713
,,"J. M. Wright Technical High School","=""9002116""",0,"*",84,285,0,"*",68,448
,,"Vinal Technical High School","=""9001816""",0,"*",27,77,"*",25,274,405
"Cooperative Educational Services","=""2430014""","Eastern Fairfield County Diagnostic Center","=""2430314""","*",0,"*",0,0,0,0,"*"
,,"Merit Academy","=""2439414""","*","*",21,36,0,11,66,136
,,"Six-Six Magnet School","=""2430114""","*",25,107,189,0,"*",108,449
,,"Oakview Primary School","=""2439114""",0,"*",15,17,"*","*",16,55
,,"Oakview Transition School","=""2430214""",0,"*",8,"*",0,"*",16,32
,,"School Readiness","=""2438014""",0,"*",24,24,0,"*","*",52
,,"Oakview Middle/High School","=""2439214""",0,0,14,18,0,"*","*",50
,,"RISE Transitional Program","=""2439314""",0,0,0,"*","*","*",9,13
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","*","*","*",33,0,16,363,419
,,"George Hersey Robertson School","=""0320411""","*",6,"*",40,0,17,308,376
,,"Capt. Nathan Hale School","=""0325111""",0,"*","*",24,0,9,344,387
,,"Coventry Grammar School","=""0320211""",0,"*","*",16,0,15,293,328
,,"Coventry Academy","=""0320111""",0,0,0,"*",0,"*",9,12
,,"Hale Early Education Center","=""0320311""",0,0,0,"*",0,"*",72,80
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","*",27,43,50,"*",15,329,469
,,"Cromwell High School","=""0336111""",0,44,50,50,0,11,397,552
,,"Edna C. Stevens School","=""0330211""",0,26,30,85,0,32,318,491
,,"Woodside Intermediate School","=""0330311""",0,26,27,56,"*","*",329,463
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","*",59,82,534,0,"*",312,1023
,,"Danbury High School","=""0346111""","*",224,278,1692,"*",73,1066,3340
,,"Ellsworth Avenue School","=""0341411""","*",14,13,337,0,"*",104,479
,,"Hayestown Avenue School","=""0340211""","*",54,30,249,0,"*",117,461
,,"Morris Street School","=""0340611""","*","*",14,268,0,12,56,362
,,"Shelter Rock School","=""0341211""","*",47,27,251,"*",19,172,518
,,"Stadley Rough School","=""0341611""","*",21,36,241,0,"*",173,487
,,"Alternative Center For Excellence","=""0346211""",0,"*",8,35,0,"*",27,80
,,"DPS Early Childhood Center","=""0340111""",0,"*",12,80,0,"*",31,134
,,"Great Plain School","=""0341111""",0,30,"*",124,0,"*",114,284
,,"King Street Intermediate School","=""0341711""",0,"*",37,183,0,"*",155,395
,,"King Street Primary School","=""0341311""",0,15,17,222,0,9,125,388
,,"Mill Ridge Primary School","=""0340511""",0,25,47,150,0,13,120,355
,,"Park Avenue School","=""0340811""",0,26,34,366,"*","*",157,597
,,"Pembroke School","=""0341511""",0,36,28,162,0,12,103,341
,,"Rogers Park Middle School","=""0345211""",0,41,84,646,"*","*",266,1068
,,"South Street School","=""0341011""",0,20,31,238,0,6,106,401
,,"Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,29,32,118,0,10,157,346
,,"Westside Middle School Academy","=""0340311""",0,53,49,308,0,13,321,744
,,"Western Connection","=""0340711""",0,0,0,"*",0,0,"*",11
"Darien School District","=""0350011""","Darien High School","=""0356111""","*",78,17,87,0,"*",1182,1382
,,"Hindley Elementary School","=""0350211""","*",26,"*",23,0,20,355,429
,,"Middlesex Middle School","=""0355111""","*",61,"*",74,0,37,956,1143
,,"Holmes Elementary School","=""0350711""",0,28,0,32,0,26,347,433
,,"Ox Ridge Elementary School","=""0351311""",0,27,0,34,0,27,357,445
,,"Royle Elementary School","=""0350511""",0,11,8,22,0,13,333,387
,,"Tokeneke Elementary School","=""0350611""",0,25,"*",21,0,"*",364,434
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","*","*","*",12,0,13,185,218
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","*",12,14,12,0,"*",136,183
,,"Allgrove School","=""0400111""",0,"*",11,"*",0,11,138,175
,,"East Granby High School","=""0406111""",0,15,29,19,0,9,187,259
,,"East Granby Middle School","=""0405111""",0,20,"*",20,0,"*",146,209
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","*","*","*",21,0,8,313,349
,,"East Haddam Elementary School","=""0410111""",0,"*","*",10,0,7,264,287
,,"Nathan Hale-Ray High School","=""0416111""",0,8,"*",6,0,"*",276,294
,,"East of the River Transition Academy","=""0410311""",0,0,0,0,0,0,"*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","*","*","*",24,0,15,380,428
,,"Center School","=""0420311""",0,"*","*",17,0,15,262,301
,,"East Hampton High School","=""0426111""",0,6,"*",37,"*",7,468,523
,,"Memorial School","=""0420111""",0,9,"*",43,"*",21,477,559
,,"The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,9,9
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","*",27,64,47,0,"*",40,182
,,"Dr. Franklin H. Mayberry School","=""0430611""","*",15,86,174,"*",14,21,312
,,"Dr. John A. Langford School","=""0432211""","*",7,98,176,0,"*",21,307
,,"Early Childhood Learning Center at Hockanum School","=""0430211""","*",8,84,127,"*","*",29,254
,,"East Hartford High School","=""0436211""","*",78,573,774,"*",55,189,1675
,,"East Hartford Middle School","=""0435111""","*",33,344,562,"*",49,96,1089
,,"Joseph O. Goodwin School","=""0430411""","*",26,82,169,0,"*",49,350
,,"Silver Lane School","=""0431211""","*","*",91,155,0,12,10,270
,,"Sunset Ridge Middle School","=""0432411""","*","*",89,177,0,16,48,346
,,"Woodland School","=""0439011""","*","*",64,92,"*",11,24,195
,,"Anna E. Norris School","=""0430911""",0,"*",59,181,"*",9,16,271
,,"Dr. Thomas S. O'Connell School","=""0431011""",0,15,130,239,0,28,118,530
,,"Governor William Pitkin School","=""0432011""",0,33,77,123,"*","*",50,301
,,"Robert J. O'Brien School","=""0431811""",0,12,108,222,0,10,16,368
,,"Synergy Alternative Program","=""0436411""",0,0,24,58,0,"*","*",96
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","*","*",11,57,0,13,212,303
,,"East Haven High School","=""0446111""","*",41,41,260,0,"*",528,880
,,"Grove J. Tuttle School","=""0441011""","*",12,11,96,"*",7,131,259
,,"Joseph Melillo Middle School","=""0445111""","*",17,44,183,0,"*",264,524
,,"Deer Run School","=""0440111""",0,"*",10,74,"*",14,145,253
,,"Dominick H. Ferrara School","=""0441311""",0,8,8,65,0,6,78,165
,,"Momauguin School","=""0440711""",0,6,9,117,0,9,139,280
,,"Overbrook Early Learning Center","=""0441811""",0,7,"*",36,0,"*",55,107
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","*",96,15,67,"*",59,770,1010
,,"Lillie B. Haynes School","=""0450411""","*",42,"*",27,0,15,191,283
,,"East Lyme Middle School","=""0455111""",0,80,13,69,0,33,547,742
,,"Flanders School","=""0450111""",0,24,"*",22,0,"*",203,271
,,"Integrated Preschool","=""0458011""",0,"*",0,"*",0,0,45,48
,,"Niantic Center School","=""0450211""",0,"*","*",19,0,13,183,220
,,"Abilities in Motion (AIM) Program","=""0450511""",0,0,"*","*",0,0,15,19
,,"Coastal Connections","=""0450611""",0,0,0,"*",0,0,"*",15
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","*","*",36,83,0,11,156,297
,,"Broad Brook Elementary School","=""0470111""",0,51,43,101,0,39,233,467
,,"East Windsor High School","=""0476111""",0,6,47,53,0,16,148,270
,,"East Windsor Transition Program","=""0470411""",0,0,0,"*",0,0,"*",8
"EdAdvance","=""2420014""","B.E.A.M Elementary School","=""2429014""","*","*","*","*",0,0,17,26
,,"EdAdvance Headstart","=""2428014""","*","*",6,54,0,"*",61,133
,,"Steps Middle and High School","=""2420114""","*",0,"*",8,0,"*",19,32
,,"Steps-Expelled Student","=""2420314""",0,0,"*","*",0,0,0,"*"
,,"UPP @ POST","=""2420514""",0,0,"*","*",0,"*",14,21
,,"ACCESS HS- Expelled Student","=""2420414""",0,0,0,"*",0,0,"*","*"
,,"Partnership Learning Academy","=""2420614""",0,0,0,"*",0,0,"*",9
"Ellington School District","=""0480011""","Windermere School","=""0480611""","*",164,23,46,0,"*",366,622
,,"Center School","=""0480111""",0,10,21,32,"*","*",375,449
,,"Crystal Lake School","=""0480211""",0,14,15,21,0,13,249,312
,,"ECLIPSE - Ellington Continuing Life Independence Post-Secondary Education","=""0480411""",0,"*",0,0,0,"*",0,"*"
,,"Ellington High School","=""0486111""",0,67,33,35,0,29,649,813
,,"Ellington Middle School","=""0485111""",0,43,15,37,0,19,309,423
,,"TEPSEP - The Ellington Public Schools Expulsion Program","=""0480511""",0,0,0,0,0,"*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","*","*",507,232,0,9,23,774
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","*",11,31,66,0,"*",238,352
,,"Enfield High School","=""0496111""","*",62,100,242,"*",74,1034,1521
,,"John F. Kennedy Middle School","=""0495211""","*","*",68,218,0,45,754,1112
,,"Prudence Crandall School","=""0491511""","*",18,31,74,"*",18,229,373
,,"EPS PK STEAM Academy","=""0491011""",0,"*",9,12,0,"*",26,53
,,"Edgar H. Parkman School","=""0491311""",0,6,14,55,0,13,230,318
,,"Enfield High - Adaptive Learning Program (ALP)","=""0490111""",0,"*",0,0,0,0,"*","*"
,,"Enfield Street School","=""0490211""",0,6,13,32,0,27,180,258
,,"Enfield Transitional Learning Academy","=""0499011""",0,"*","*","*",0,"*",12,16
,,"Hazardville Memorial School","=""0490411""",0,9,11,74,0,25,211,330
,,"Head Start Program","=""0498011""",0,"*","*",29,0,9,46,90
,,"Henry Barnard School","=""0491811""",0,9,30,71,0,22,204,336
,,"John F. Kennedy - Adaptive Learning Program (ALP)","=""0490911""",0,"*","*","*",0,0,8,16
,,"SELC Integrated Pre-Kindergarten","=""0492211""",0,"*",0,11,0,"*",37,52
,,"Eagle Academy - High","=""0492411""",0,0,"*","*",0,0,10,17
,,"Eli Whitney - Adaptive Learning (IAL)","=""0491411""",0,0,"*","*",0,"*",0,"*"
,,"Enfield Alternative Education Program","=""0492311""",0,0,"*","*",0,0,7,13
,,"Henry Barnard - DLP","=""0490311""",0,0,"*",0,0,0,"*",8
,,"Henry Barnard - Educational Counseling Program (ECP)","=""0490611""",0,0,"*","*",0,"*","*",6
,,"Henry Barnard - Primary Adaptive Learning (PAL)","=""0490811""",0,0,"*","*",0,"*","*",8
,,"Prudence Crandall - SOAR","=""0490711""",0,0,"*",0,0,"*","*","*"
,,"Edgar H. Parkman - Adaptive Learning","=""0490511""",0,0,0,0,0,0,"*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","*",29,"*",29,0,27,255,350
,,"Fairfield Warde High School","=""0516211""","*",91,"*",235,0,60,1033,1472
,,"McKinley School","=""0510611""","*",47,39,138,0,"*",189,436
,,"Mill Hill School","=""0510711""","*",22,"*",26,0,25,285,360
,,"Roger Ludlowe Middle School","=""0515311""","*",39,"*",45,0,31,689,817
,,"Sherman School","=""0511311""",0,"*","*",22,0,15,363,413
