"Student Counts by School and Race"
"All Districts, All Schools"
"2023-24"

"",,,,"Race",,,,,,,
,,"TASK","=""0090311""","*","*","*","*",0,0,"*",11
,,"Community Partnership Program","=""0090211""",0,"*","*","*",0,0,8,12
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","*",6,411,63,"*",13,14,509
,,"Carmen Arace Intermediate School","=""0110711""","*","*",164,25,0,12,7,215
,,"Global Experience Magnet School","=""0116311""","*",0,91,70,0,"*",14,189
,,"Laurel Literacy Academy","=""0110611""","*","*",189,64,0,19,20,301
,,"Metacomet School","=""0110511""","*","*",143,36,"*",6,6,196
,,"Wintonbury Early Childhood Magnet School","=""0110811""","*","*",122,47,0,17,113,315
,,"Carmen Arace Middle School","=""0115211""",0,"*",164,30,0,12,"*",216
,,"BELIEVE Academy","=""0110211""",0,0,"*","*",0,0,0,"*"
,,"Steps to Success","=""0110111""",0,0,8,"*",0,"*","*",12
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","*","*",304,63,"*",13,0,384
"Branford School District","=""0140011""","Branford High School","=""0146111""","*",54,45,121,0,"*",526,784
,,"Francis Walsh Intermediate School","=""0145111""","*",48,"*",129,0,44,529,795
,,"Indian Neck School","=""0148011""",0,6,"*",15,0,"*",21,46
,,"John B. Sliney School","=""0141611""",0,9,6,49,0,20,173,257
,,"Mary R. Tisko School","=""0141511""",0,"*","*",43,"*",17,280,345
,,"Mary T. Murphy School","=""0141411""",0,56,15,80,0,24,174,349
,,"Branford High School Atlas Program","=""0140211""",0,0,"*",7,0,"*",14,25
,,"Access Transition Program","=""0140311""",0,0,0,"*",0,"*","*",9
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","*","*",134,405,0,10,34,587
,,"Bassick High School","=""0156111""","*","*",315,637,0,14,51,1033
,,"Beardsley School","=""0150211""","*","*",105,171,0,12,12,302
,,"Blackham School","=""0154011""","*",17,220,661,"*",22,118,1046
,,"Bridgeport Military Academy","=""0151611""","*","*",65,195,0,"*",27,296
,,"Bryant School","=""0150411""","*","*",82,185,0,8,24,304
,,"Central High School","=""0156211""","*",51,504,964,"*",18,155,1704
,,"Cesar Batalla School","=""0151411""","*",13,181,754,"*",13,55,1020
,,"Classical Studies Academy","=""0152111""","*",10,183,154,"*",15,18,385
,,"Columbus School","=""0150511""","*",0,101,388,0,"*",38,538
,,"Geraldine Johnson School","=""0153211""","*","*",179,537,0,21,47,802
,,"Hallen School","=""0151211""","*","*",121,121,0,13,17,278
,,"High Horizons Magnet School","=""0154511""","*","*",150,230,0,10,45,442
,,"Interdistrict Discovery Magnet School","=""0153711""","*",23,123,209,0,"*",113,482
,,"James J. Curiale School","=""0154211""","*",21,158,291,"*",15,26,513
,,"Jettie S. Tisdale School","=""0152211""","*",7,231,294,"*","*",39,577
,,"John Winthrop School","=""0153611""","*",27,118,357,"*",17,78,601
,,"Luis Munoz Marin School","=""0151011""","*",0,125,549,"*",11,22,710
,,"Madison School","=""0152011""","*","*",109,268,0,21,44,448
,,"Multicultural Magnet School","=""0154611""",12,"*",48,291,0,"*",60,422
,,"Park City Magnet School","=""0151711""","*",15,162,229,"*",21,43,477
,,"Paul Laurence Dunbar School","=""0154111""","*","*",132,234,0,8,15,394
,,"Read School","=""0152511""","*","*",217,506,"*",7,54,793
,,"Thomas Hooker School","=""0151311""","*","*",72,143,"*",10,21,252
,,"Warren Harding High School","=""0156311""","*",9,410,707,"*",17,53,1201
,,"A.B. Skane Center","=""0154411""",0,"*",61,99,0,"*",26,190
,,"Aerospace/Hydrospace, Engineering and Physical Sciences Magnet High School","=""0150811""",0,12,79,175,0,14,50,330
,,"Biotechnology, Research & Zoological Studies Magnet High School","=""0150611""",0,24,96,188,"*","*",45,366
,,"Black Rock School","=""0150311""",0,"*",51,261,"*",0,119,439
,,"Edison School","=""0150711""",0,"*",67,96,"*",12,12,193
,,"Geraldine Claytor Magnet Academy","=""0153111""",0,"*",180,221,0,"*",21,435
,,"Hall School","=""0151111""",0,"*",79,76,"*",7,9,175
,,"Information Technology & Software Engineering Magnet High School","=""0151511""",0,25,91,208,0,13,67,404
,,"Roosevelt School","=""0152611""",0,8,136,283,0,13,34,474
,,"Wilbur Cross School","=""0153911""",0,"*",113,170,0,"*",20,310
,,"Bridgeport Learning Center","=""0159011""",0,0,"*",21,0,0,"*",42
,,"The Transition Academy","=""0152811""",0,0,17,20,0,"*","*",41
,,"Waltersville School","=""0153011""",0,0,143,259,0,9,17,428
"Bristol School District","=""0170011""","Bristol Arts and Innovation Magnet School","=""0174011""","*","*",30,90,0,20,121,271
,,"Bristol Eastern High School","=""0176211""","*",63,92,305,"*",43,535,1041
,,"Chippens Hill Middle School","=""0175111""","*","*",49,215,0,25,251,563
,,"Greene-Hills School","=""0170511""","*","*",91,383,0,55,354,908
,,"South Side School","=""0171111""","*","*",39,229,0,29,201,506
,,"ACCESS","=""0170211""",0,"*","*","*",0,"*","*",11
,,"Bristol Central High School","=""0176111""",0,27,94,464,0,58,529,1172
,,"Bristol Eastern High School Learning Center","=""0174511""",0,"*","*",10,0,0,8,22
,,"Bristol Preparatory Academy","=""0173311""",0,"*","*",21,0,0,18,44
,,"Chippens Hill Middle School EXCEL","=""0171011""",0,"*","*",11,0,"*",7,26
,,"Edgewood Pre-K Academy","=""0170411""",0,14,"*",83,"*",22,117,246
,,"Ellen P. Hubbell School","=""0171411""",0,10,31,164,0,23,118,346
,,"Ivy Drive School","=""0171911""",0,"*",29,124,"*",29,178,372
,,"LEAD","=""0173711""",0,"*","*",13,0,"*",12,32
,,"LEAD Pre-K","=""0172911""",0,"*","*",10,0,"*",8,24
,,"Mountain View School","=""0171711""",0,20,30,134,0,28,130,342
,,"Northeast Middle School","=""0175211""",0,9,26,99,0,14,195,343
,,"Stafford School","=""0171211""",0,10,31,124,0,29,159,353
,,"West Bristol School","=""0172011""",0,33,53,332,0,56,368,842
,,"Breakthrough","=""0172611""",0,0,"*",6,0,"*",8,18
,,"Bristol Central High School EXCEL","=""0174411""",0,0,"*",8,0,0,"*",11
,,"Bristol Central High School Learning Center","=""0174311""",0,0,"*",19,0,0,"*",26
,,"Bristol Eastern High School EXCEL","=""0174811""",0,0,"*",9,0,"*",7,18
,,"Community/Vocational Program","=""0179211""",0,0,"*",9,0,"*",18,29
,,"Destinations Academy","=""0179011""",0,0,"*",7,0,0,"*",13
,,"Destinations Attendance Recovery","=""0174111""",0,0,"*",10,0,"*",10,22
,,"Mountain View School EXCEL","=""0172311""",0,0,"*","*",0,"*","*",10
,,"Northeast Middle School Learning Center","=""0172811""",0,0,"*","*",0,"*","*",8
,,"Stafford LEAD","=""0173211""",0,0,"*",12,0,"*","*",20
,,"CHMS Learning Center","=""0173411""",0,0,0,"*",0,0,"*","*"
,,"Greene Hills School Learning Center","=""0174711""",0,0,0,"*",0,0,"*",7
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","*",71,30,150,"*","*",612,871
,,"Candlewood Lake Elementary School","=""0180111""",18,89,47,209,0,6,738,1107
,,"Whisconier Middle School","=""0185311""","*",43,"*",96,0,0,422,591
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","*",10,"*",60,0,24,398,502
,,"Brooklyn Middle School","=""0195111""","*",11,"*",48,0,15,288,372
"Capital Preparatory Harbor School District","=""2970013""","Capital Preparatory Harbor School","=""2970113""","*","*",512,260,0,"*","*",781
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","*",79,253,323,"*",29,87,775
,,"Academy of Aerospace and Engineering Elementary","=""2410714""","*",76,143,227,"*",43,91,582
,,"Academy of Computer Science and Engineering Middle School","=""2415014""","*",28,185,284,"*",39,69,607
,,"Academy of International Studies 6-12","=""2416114""","*",17,343,231,"*",43,52,688
,,"Academy of International Studies Elementary School","=""2410414""","*",65,167,197,0,"*",29,486
,,"Academy of Science and Innovation","=""2416514""","*","*",181,381,0,44,110,740
,,"Discovery Academy","=""2418114""","*",30,84,254,0,"*",126,522
,,"Glastonbury/East Hartford Magnet School","=""2410114""","*",48,121,195,0,"*",62,460
,,"Museum Academy","=""2410514""","*","*",240,164,0,32,62,508
,,"Reggio Magnet School of the Arts","=""2410314""","*","*",128,201,0,40,125,511
,,"University of Hartford Magnet School","=""2410214""","*","*",241,125,0,36,57,470
,,"Academy of Computer Science and Engineering","=""2415214""",0,8,165,285,0,14,57,529
,,"Ana Grace Academy of the Arts","=""2410614""",0,"*",297,360,"*",64,123,856
,,"CREC Preschool at Progress Drive","=""2412114""",0,11,27,50,0,7,23,118
,,"Farmington Valley Regional Diagnostic Center","=""2419214""",0,"*",0,"*",0,"*",20,24
,,"Greater Hartford Academy of the Arts High School - Full Day","=""2416414""",0,"*",86,187,0,"*",86,388
,,"Montessori Magnet School","=""2413114""",0,13,36,231,0,19,54,353
,,"River Street School","=""2419314""",0,"*",19,34,0,"*",45,110
,,"River Street School Birken Campus","=""2419514""",0,"*",9,14,0,"*",19,47
,,"River Street School Early Learning Center","=""2411414""",0,"*","*",0,0,"*","*",8
,,"CREC Impact Academy","=""2411914""",0,0,"*",36,0,0,"*",61
,,"John J. Allison Polaris Center","=""2419014""",0,0,18,23,0,"*","*",48
,,"STRIVE - Southern Transition Real-World and Independent Voc Ed","=""2419714""",0,0,"*",0,0,0,"*",12
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","*",128,42,112,0,"*",868,1183
,,"Chapman School","=""0250111""",0,23,10,35,0,15,286,369
,,"Cheshire Community Life","=""0251211""",0,"*","*",0,0,0,6,9
,,"Darcey School","=""0250211""",0,17,"*",14,0,"*",100,145
,,"Dodd Middle School","=""0255111""",0,57,23,59,0,28,463,630
,,"Doolittle School","=""0250611""",0,46,"*",53,"*",28,373,525
,,"Highland Intensive Education Program","=""0251411""",0,"*","*","*",0,0,11,19
,,"Highland School","=""0250411""",0,68,22,101,0,32,643,866
,,"Norton School","=""0250511""",0,34,19,37,0,15,323,428
,,"Humiston Alternative School","=""0250911""",0,0,"*","*",0,"*",16,21
,,"Cheshire Quinnipiac University Transition Collaborative","=""0250311""",0,0,0,"*",0,0,"*",6
,,"Doolittle Bridges Program","=""0251111""",0,0,0,"*",0,"*","*","*"
,,"Norton Intensive Education Program","=""0251311""",0,0,0,"*",0,0,"*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","*",11,"*",121,0,"*",290,431
,,"The Morgan School","=""0276111""","*",19,"*",103,0,9,338,477
,,"Lewin G. Joel Jr. School","=""0270311""",0,"*","*",132,0,14,384,546
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","*",7,13,64,"*",25,495,606
,,"Jack Jackter Intermediate School","=""0280211""","*",6,"*",45,0,20,384,462
,,"Bacon Academy","=""0286111""",0,18,16,58,0,40,472,604
,,"William J. Johnston Middle School","=""0285111""",0,14,10,39,0,20,387,470
,,"East of the River Transition Academy","=""0280711""",0,0,"*",0,0,0,"*",7
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","*","*","*",44,0,21,403,475
"Connecticut Technical Education and Career System","=""9000016""","Ella T. Grasso Technical High School","=""9002716""",7,"*",45,260,"*",78,278,674
,,"Emmett O'Brien Technical High School","=""9002516""","*","*",74,227,0,31,311,652
,,"H. C. Wilcox Technical High School","=""9001716""","*","*",48,350,0,32,302,738
,,"H. H. Ellis Technical High School","=""9001316""","*","*",9,79,0,21,534,650
,,"Henry Abbott Technical High School","=""9001216""","*",9,26,354,"*",32,268,692
,,"J. M. Wright Technical High School","=""9002116""","*","*",71,305,0,10,60,451
,,"Norwich Technical High School","=""9002016""","*","*",34,160,"*",40,398,642
,,"Oliver Wolcott Technical High School","=""9002216""","*","*","*",121,0,37,482,648
,,"W. F. Kaynor Technical High School","=""9002316""","*",15,104,382,"*",39,237,785
,,"A. I. Prince Technical High School","=""9001516""",0,"*",237,405,0,"*",39,718
,,"Bullard-Havens Technical High School","=""9001116""",0,"*",213,558,0,22,"*",818
,,"Eli Whitney Technical High School","=""9001416""",0,"*",193,339,0,"*",29,582
,,"Howell Cheney Technical High School","=""9001616""",0,9,77,213,0,39,331,669
,,"Platt Technical High School","=""9002616""",0,"*",128,347,0,"*",260,780
,,"Vinal Technical High School","=""9001816""",0,"*",38,115,0,"*",358,547
,,"Windham Technical High School","=""9002416""",0,"*","*",191,0,21,266,491
,,"E. C. Goodwin Technical High School","=""9001916""",0,0,62,379,0,33,183,657
"Cooperative Educational Services","=""2430014""","Merit Academy","=""2439414""","*",0,20,36,0,"*",59,121
,,"Oakview Middle/High School","=""2439214""","*","*",14,11,0,"*",17,49
,,"Oakview Primary School","=""2439114""",0,"*",11,20,0,"*",17,53
,,"Oakview Transition School","=""2430214""",0,"*",14,18,"*","*",12,50
,,"Six-Six Magnet School","=""2430114""",0,28,99,198,0,20,102,447
,,"RISE Transitional Program","=""2439314""",0,0,"*",0,0,0,"*",10
,,"School Readiness","=""2438014""",0,0,29,41,0,"*","*",78
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","*",6,"*",35,0,17,317,381
,,"Coventry High School","=""0326111""","*",6,"*",24,"*",15,357,406
,,"George Hersey Robertson School","=""0320411""","*","*","*",26,0,22,297,350
,,"Coventry Grammar School","=""0320211""",0,"*","*",26,0,16,312,360
,,"Hale Early Education Center","=""0320311""",0,0,"*",13,0,"*",97,116
,,"Coventry Academy","=""0320111""",0,0,0,"*",0,0,"*",12
,,"Coventry RISE Program","=""0320611""",0,0,0,0,0,0,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","*",33,56,69,"*",13,347,523
,,"Cromwell Middle School","=""0335111""",0,22,29,63,0,23,334,471
,,"Edna C. Stevens School","=""0330211""",0,24,20,66,0,46,294,450
,,"Woodside Intermediate School","=""0330311""",0,22,23,71,0,32,291,439
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","*",40,58,748,0,"*",211,1098
,,"Danbury High School","=""0346111""",7,168,260,2185,0,99,884,3603
,,"Ellsworth Avenue School","=""0341411""","*","*",25,391,0,19,56,507
,,"Hayestown Avenue School","=""0340211""","*",31,27,305,0,"*",58,447
,,"Mill Ridge Primary School","=""0340511""","*",19,53,178,"*",24,65,341
,,"Rogers Park Middle School","=""0345211""","*",23,58,617,0,"*",161,878
,,"Shelter Rock School","=""0341211""","*",33,41,345,0,"*",103,550
,,"South Street School","=""0341011""","*",25,"*",277,0,15,42,377
,,"Stadley Rough School","=""0341611""","*","*",28,369,0,24,89,520
,,"Westside Middle School Academy","=""0340311""","*",44,39,386,0,"*",252,745
,,"DPS Early Childhood Center","=""0340111""",0,"*",6,39,0,"*","*",56
,,"DPS Early Childhood Center at Granville","=""0340411""",0,16,8,99,0,7,37,167
,,"Great Plain School","=""0341111""",0,15,13,145,0,16,75,264
,,"King Street Intermediate School","=""0341711""",0,13,28,212,0,16,84,353
,,"King Street Primary School","=""0341311""",0,15,16,268,0,16,89,404
,,"Morris Street School","=""0340611""",0,"*","*",295,0,19,36,362
,,"Park Avenue School","=""0340811""",0,18,24,467,0,15,75,599
,,"Pembroke School","=""0341511""",0,26,31,218,0,18,87,380
,,"Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,30,30,163,0,30,104,357
,,"Alternative Center For Excellence","=""0346211""",0,0,9,53,0,8,12,82
,,"Western Connection","=""0340711""",0,0,0,"*",0,"*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","*",81,9,113,"*",40,1152,1398
,,"Hindley Elementary School","=""0350211""","*",33,0,18,0,"*",350,420
,,"Holmes Elementary School","=""0350711""",0,41,"*","*",0,26,343,430
,,"Middlesex Middle School","=""0355111""",0,67,"*",76,"*",53,840,1047
,,"Ox Ridge Elementary School","=""0351311""",0,31,6,46,0,31,484,598
,,"Royle Elementary School","=""0350511""",0,"*","*",33,0,24,254,331
,,"Tokeneke Elementary School","=""0350611""",0,25,"*","*",0,41,335,428
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","*","*","*",16,0,12,319,354
,,"Nathan Hale-Ray High School","=""0416111""","*","*",0,20,"*","*",234,264
,,"Nathan Hale-Ray Middle School","=""0415111""",0,"*","*",30,0,13,321,371
,,"East of the River Transition Academy","=""0410311""",0,0,0,0,0,0,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","*","*",6,37,0,16,443,507
,,"Center School","=""0420311""",0,"*","*",17,0,8,219,250
,,"East Hampton Middle School","=""0425111""",0,"*","*",33,0,18,365,427
,,"Memorial School","=""0420111""",0,7,"*",43,"*",21,465,542
,,"The Transition Academy","=""0420211""",0,0,0,"*",0,0,"*","*"
,,"The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","*",22,69,60,"*","*",31,188
,,"Dr. Franklin H. Mayberry School","=""0430611""","*",11,79,195,"*",16,15,322
,,"Dr. John A. Langford School","=""0432211""","*",6,96,177,0,"*",28,313
,,"Dr. Thomas S. O'Connell School","=""0431011""","*","*",134,253,0,17,104,523
,,"East Hartford High School","=""0436211""","*",61,550,925,"*",51,130,1723
,,"East Hartford Middle School","=""0435111""","*",31,269,520,"*",29,63,918
,,"Governor William Pitkin School","=""0432011""","*",33,91,146,"*",17,41,332
,,"Joseph O. Goodwin School","=""0430411""","*",33,91,158,0,"*",45,337
,,"Robert J. O'Brien School","=""0431811""","*",9,107,201,0,"*",14,339
,,"Silver Lane School","=""0431211""","*",0,94,112,0,"*",11,220
,,"Woodland School","=""0439011""","*",0,65,87,0,"*",13,178
,,"Anna E. Norris School","=""0430911""",0,"*",53,167,"*",8,19,255
,,"Early Childhood Learning Center at Hockanum School","=""0430211""",0,13,79,177,"*","*",31,314
,,"Sunset Ridge Middle School","=""0432411""",0,11,87,149,0,13,62,322
,,"Synergy Alternative Program","=""0436411""",0,0,23,62,0,"*","*",96
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","*","*",13,82,0,23,233,357
,,"East Haven High School","=""0446111""","*",23,61,367,"*",22,400,878
,,"Grove J. Tuttle School","=""0441011""","*",16,12,120,0,"*",117,279
,,"Deer Run School","=""0440111""",0,"*",14,85,"*",16,99,221
,,"Dominick H. Ferrara School","=""0441311""",0,12,10,67,0,11,78,178
,,"Joseph Melillo Middle School","=""0445111""",0,22,28,226,"*","*",185,475
,,"Momauguin School","=""0440711""",0,6,12,159,0,16,115,308
,,"Overbrook Early Learning Center","=""0441811""",0,6,9,91,0,7,58,171
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","*",80,19,82,"*",50,691,927
,,"East Lyme Middle School","=""0455111""","*",69,"*",78,0,42,486,693
,,"Niantic Center School","=""0450211""","*","*","*",18,0,13,149,190
,,"Abilities in Motion (AIM) Program","=""0450511""",0,"*",0,"*",0,"*",7,13
,,"Flanders School","=""0450111""",0,21,0,"*","*",26,203,266
,,"Integrated Preschool","=""0458011""",0,"*",0,"*",0,"*",44,53
,,"Lillie B. Haynes School","=""0450411""",0,57,9,43,0,20,220,349
,,"Coastal Connections","=""0450611""",0,0,0,"*",0,"*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","*",6,39,70,"*",10,130,257
,,"Broad Brook Elementary School","=""0470111""",0,66,56,118,"*","*",196,480
,,"East Windsor Middle School","=""0475411""",0,8,43,83,0,17,149,300
,,"East Windsor Transition Program","=""0470411""",0,0,"*","*",0,"*","*",11
"EdAdvance","=""2420014""","B.E.A.M Elementary School","=""2429014""","*",0,0,0,0,0,"*","*"
,,"EdAdvance Headstart","=""2428014""","*","*",9,87,0,10,64,177
,,"ACCESS Middle and High School","=""2420714""",0,"*","*","*",0,"*",10,15
,,"Steps Middle and High School","=""2420114""",0,"*","*",8,0,"*",21,38
,,"Steps-Expelled Student","=""2420314""",0,0,"*",6,0,"*","*",10
,,"UPP @ POST","=""2420514""",0,0,"*","*",0,"*",27,34
,,"Partnership Learning Academy","=""2420614""",0,0,0,"*",0,0,"*",9
,,"ACCESS HS- Expelled Student","=""2420414""",0,0,0,0,0,0,"*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","*",144,35,62,0,"*",380,651
,,"Center School","=""0480111""",0,10,18,35,0,17,376,456
,,"Crystal Lake School","=""0480211""",0,11,9,30,0,14,245,309
,,"ECLIPSE - Ellington Continuing Life Independence Post-Secondary Education","=""0480411""",0,"*","*","*",0,"*",6,11
,,"Ellington High School","=""0486111""",0,69,26,58,0,20,543,716
,,"Ellington Middle School","=""0485111""",0,53,18,29,0,7,264,371
,,"BASES - Behavioral, Academic, Social and Emotional Support Program","=""0480811""",0,0,"*",6,0,"*",17,26
,,"TEPSEP - The Ellington Public Schools Expulsion Program","=""0480511""",0,0,"*",0,0,0,"*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","*","*",485,254,"*",19,14,775
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","*","*",103,297,0,75,970,1481
,,"John F. Kennedy Middle School","=""0495211""","*",33,76,225,"*",44,687,1068
,,"Prudence Crandall School","=""0491511""","*","*",26,69,0,20,199,325
,,"Eli Whitney School","=""0491611""",0,"*","*",83,0,26,204,329
,,"EPS PK STEAM Academy","=""0491011""",0,"*","*",13,0,"*",27,50
,,"Edgar H. Parkman School","=""0491311""",0,7,13,41,0,27,165,253
,,"Enfield High - Adaptive Learning Program (ALP)","=""0490111""",0,"*","*",6,0,0,"*",12
,,"Enfield Street School","=""0490211""",0,6,17,69,0,30,148,270
,,"Enfield Transitional Learning Academy","=""0499011""",0,"*",0,"*",0,0,17,22
,,"Hazardville Memorial School","=""0490411""",0,"*","*",88,0,25,199,325
,,"Head Start Program","=""0498011""",0,"*","*",25,0,17,49,102
,,"Henry Barnard - DLP","=""0490311""",0,"*","*",12,0,"*",24,42
,,"Henry Barnard School","=""0491811""",0,7,26,94,0,30,212,369
,,"SELC Integrated Pre-Kindergarten","=""0492211""",0,"*","*",10,0,"*",44,65
,,"Eagle Academy - Elementary","=""0492611""",0,0,"*","*",0,0,0,"*"
,,"Eagle Academy - Middle","=""0492511""",0,0,"*","*",0,0,6,11
,,"Edgar H. Parkman - Adaptive Learning","=""0490511""",0,0,"*","*",0,"*","*",11
,,"Eli Whitney - Adaptive Learning (IAL)","=""0491411""",0,0,"*",0,0,"*","*","*"
,,"Enfield Alternative Education Program","=""0492311""",0,0,"*",6,0,"*","*",17
,,"John F. Kennedy - Adaptive Learning Program (ALP)","=""0490911""",0,0,"*","*",0,"*",13,21
,,"Prudence Crandall - SOAR","=""0490711""",0,0,"*","*",0,0,7,13
,,"Eagle Academy - High","=""0492411""",0,0,0,"*",0,0,"*",12
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","*",93,"*",145,0,67,1147,1489
,,"Jennings School","=""0511711""","*",19,"*",42,0,22,193,280
,,"McKinley School","=""0510611""","*",52,40,151,"*",22,202,470
,,"Roger Ludlowe Middle School","=""0515311""","*",32,"*",54,0,54,608,760
,,"Stratfield School","=""0511411""","*",10,"*",41,0,18,259,339
,,"Burr Elementary School","=""0510211""",0,17,11,45,0,34,250,357
,,"Dwight Elementary School","=""0510111""",0,9,"*",14,"*",12,190,231
,,"Early Childhood Center","=""0518011""",0,16,"*",28,0,"*",75,132
,,"Early Childhood Center at Stratfield","=""0510811""",0,"*","*",12,0,0,26,47
,,"Fairfield School/Community Partnership","=""0510511""",0,"*","*","*",0,0,15,22
,,"Fairfield Warde High School","=""0516211""",0,97,67,254,0,69,883,1370
,,"Fairfield Woods Middle School","=""0515211""",0,60,21,120,0,40,501,742
,,"Holland Hill School","=""0510411""",0,28,17,73,0,32,229,379
,,"Mill Hill School","=""0510711""",0,26,"*",28,0,"*",325,402
,,"North Stratfield School","=""0511611""",0,25,12,58,0,21,298,414
,,"Osborn Hill School","=""0511811""",0,27,7,44,0,29,337,444
,,"Riverfield School","=""0511211""",0,"*","*",36,0,20,322,398
,,"Sherman School","=""0511311""",0,10,10,23,0,13,317,373
,,"Tomlinson Middle School","=""0515111""",0,40,41,115,0,27,367,590
,,"Walter Fitzgerald Campus","=""0510311""",0,"*","*",13,0,"*",21,42
