"Student Counts by School and Race"
"All Districts, All Schools"
"2016-17"

"",,,,"Race",,,,,,,
,,"Multicultural Magnet School","=""0154611""",19,8,56,263,"*","*",116,466
,,"Park City Magnet School","=""0151711""",6,40,230,172,"*","*",58,509
,,"Read School","=""0152511""","*",13,347,440,"*",6,110,923
,,"Roosevelt School","=""0152611""","*",24,202,298,0,"*",59,587
,,"Thomas Hooker School","=""0151311""","*","*",121,150,"*","*",40,321
,,"Warren Harding High School","=""0156311""","*",8,372,482,0,"*",105,973
,,"A.B. Skane Center","=""0154411""",0,18,53,93,0,0,56,220
,,"Biotechnology, Research & Zoological Studies Magnet High School","=""0150611""",0,"*",151,176,"*",0,142,491
,,"Bridgeport Learning Center","=""0159011""",0,"*",25,35,0,0,"*",64
,,"Hall School","=""0151111""",0,"*",123,77,0,"*",40,242
,,"High Horizons Magnet School","=""0154511""",0,6,200,128,0,6,77,417
,,"Waltersville School","=""0153011""",0,"*",157,305,0,"*",24,490
,,"Wilbur Cross School","=""0153911""",0,"*",176,169,"*","*",37,387
,,"Career and Craftsmanship","=""0152711""",0,0,22,22,0,0,0,44
,,"Paul Laurence Dunbar School","=""0154111""",0,0,189,185,"*","*",23,407
,,"The Transition Academy","=""0152811""",0,0,8,"*",0,0,"*",15
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","*",47,91,264,"*","*",736,1147
,,"Bristol Eastern High School","=""0176211""","*",44,86,207,"*",0,796,1138
,,"Chippens Hill Middle School","=""0175111""","*","*",60,195,0,0,477,751
,,"Ellen P. Hubbell School","=""0171411""","*",22,40,148,0,"*",202,415
,,"Greene-Hills School","=""0170511""","*",42,74,271,"*",0,534,924
,,"South Side School","=""0171111""","*","*",37,113,0,0,293,468
,,"Stafford School","=""0171211""","*",27,49,108,"*",0,262,448
,,"West Bristol School","=""0172011""","*",24,70,294,0,"*",494,885
,,"Edgewood School","=""0170311""",0,"*",17,92,"*",0,203,328
,,"Edgewood Pre-K Academy","=""0170411""",0,"*",6,18,0,"*",54,86
,,"Hubbell/Extended Resource","=""0172111""",0,"*",0,"*",0,0,7,13
,,"Ivy Drive School","=""0171911""",0,11,48,68,"*","*",258,388
,,"LEAD Pre-K","=""0172911""",0,"*",0,0,0,"*",6,8
,,"Mountain View School","=""0171711""",0,34,24,70,0,0,234,362
,,"Northeast Middle School","=""0175211""",0,"*",33,72,"*",0,330,450
,,"Stafford LEAD","=""0173211""",0,"*",0,0,0,0,"*",8
,,"Breakthrough","=""0172611""",0,0,"*","*",0,0,"*","*"
,,"Bristol Preparatory Academy","=""0173311""",0,0,"*",12,0,"*",28,46
,,"Chippens Hill Middle School EXCEL","=""0171011""",0,0,"*",7,0,0,"*",12
,,"Community/Vocational Program","=""0179211""",0,0,"*","*",0,0,9,12
,,"Destinations Academy","=""0179011""",0,0,"*","*",0,0,10,21
,,"LEAD","=""0173711""",0,0,"*","*",0,0,"*",10
,,"Northeast Middle School Learning Center","=""0172811""",0,0,"*","*",0,0,"*",9
,,"South Side Extended Resource","=""0173011""",0,0,"*","*",0,0,"*","*"
,,"South Side GOAL","=""0173111""",0,0,"*","*","*",0,"*",9
,,"West bristol Extended Resource","=""0173611""",0,0,"*","*",0,0,"*",8
,,"Breakthrough GOAL","=""0172511""",0,0,0,"*",0,0,"*","*"
,,"CHMS Learning Center","=""0173411""",0,0,0,"*",0,0,"*",7
,,"Mountain View School EXCEL","=""0172311""",0,0,0,"*",0,0,"*","*"
,,"ACCESS","=""0170211""",0,0,0,0,0,0,"*","*"
,,"Greene-Hills GOAL","=""0170911""",0,0,0,0,0,0,"*","*"
,,"Northeast MS/Extended Resource","=""0172711""",0,0,0,0,0,0,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","*",68,17,67,0,"*",700,856
,,"Center Elementary School","=""0180311""","*",29,6,23,0,"*",294,359
,,"Huckleberry Hill Elementary School","=""0180411""","*",49,13,58,"*","*",406,535
,,"Whisconier Middle School","=""0185311""","*",79,24,80,"*",0,727,915
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","*",13,"*",51,"*",20,409,501
,,"Brooklyn Middle School","=""0195111""","*",9,"*",25,0,10,303,352
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","*","*","*",13,0,9,233,260
,,"Dr. Helen Baldwin Middle School","=""0225111""",0,0,"*",11,0,"*",183,206
"Canton School District","=""0230011""","Canton High School","=""0236111""","*",16,24,30,0,"*",411,496
,,"Canton Intermediate School","=""0230311""","*",9,27,34,0,"*",305,379
,,"Canton Middle School","=""0235111""","*",10,11,15,0,"*",244,282
,,"Cherry Brook Primary School","=""0230211""",0,8,42,28,"*","*",369,456
,,"Canton Academy","=""0230411""",0,0,0,0,0,0,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering Elementary","=""2410714""","*",59,95,107,0,"*",112,389
,,"Academy of Computer Science and Engineering","=""2415214""",8,"*",114,230,"*",16,99,474
,,"Academy of International Studies 6-12","=""2416114""","*",31,352,133,"*",34,133,688
,,"Discovery Academy","=""2418114""","*",36,89,166,"*",33,157,484
,,"Museum Academy","=""2410514""","*","*",171,136,0,35,99,469
,,"Reggio Magnet School of the Arts","=""2410314""","*","*",149,123,0,18,142,437
,,"Two Rivers Magnet High School","=""2416714""","*",16,126,179,"*",7,75,408
,,"University of Hartford Magnet School","=""2410214""","*",25,190,125,0,"*",90,454
,,"Academy of Aerospace and Engineering","=""2415114""",0,80,206,216,"*","*",199,733
,,"Academy of Computer Science and Engineering Middle School","=""2415014""",0,50,142,231,0,38,197,658
,,"Academy of International Studies Elementary School","=""2410414""",0,74,130,143,0,20,103,470
,,"Academy of Science and Innovation","=""2416514""",0,31,163,256,"*","*",106,574
,,"Ana Grace Academy of the Arts","=""2410614""",0,6,115,154,0,23,107,405
,,"Farmington Valley Regional Diagnostic Center","=""2419214""",0,"*","*","*",0,0,10,15
,,"Glastonbury/East Hartford Magnet School","=""2410114""",0,44,94,144,0,20,150,452
,,"Greater Hartford Academy of the Arts High School - Full Day","=""2416414""",0,"*",113,175,"*",22,157,469
,,"Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",0,"*",97,136,"*",6,86,327
,,"Montessori Magnet School","=""2413114""",0,13,43,182,0,14,97,349
,,"River Street School","=""2419314""",0,"*",24,26,0,"*",81,143
,,"River Street School Birken Campus","=""2419514""",0,"*",8,16,0,"*",35,65
,,"Soundbridge","=""2419114""",0,"*",0,"*",0,"*",26,32
,,"Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""",0,"*",0,"*",0,0,6,11
,,"Soundbridge @ Academy of Science and Innovation","=""2411314""",0,"*","*","*",0,0,"*",6
,,"Soundbridge @ Museum Academy","=""2411214""",0,"*","*","*",0,0,"*","*"
,,"John J. Allison Polaris Center","=""2419014""",0,0,18,33,0,"*","*",58
,,"Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",0,0,"*","*",0,0,"*",7
,,"IPM @ Plainville High School","=""2419414""",0,0,0,0,0,0,"*","*"
,,"STRIVE - Southern Transition Real-World and Independent Voc Ed","=""2419714""",0,0,0,0,0,0,7,7
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","*",23,13,"*",0,9,267,323
,,"Cheshire High School","=""0256111""","*",144,31,60,0,"*",1203,1445
,,"Dodd Middle School","=""0255111""","*",80,25,36,0,"*",631,783
,,"Doolittle School","=""0250611""","*",40,12,39,0,"*",362,464
,,"Highland School","=""0250411""","*",80,28,37,0,"*",569,722
,,"Darcey School","=""0250211""",0,12,"*",9,"*",11,119,157
,,"Norton School","=""0250511""",0,59,9,24,0,12,314,418
,,"Cheshire Quinnipiac University Transition Collaborative","=""0250311""",0,0,"*","*",0,0,13,16
,,"Humiston Alternative School","=""0250911""",0,0,0,"*",0,0,"*",14
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","*",9,"*",41,0,"*",221,280
,,"Jared Eliot School","=""0275111""","*",13,"*",49,0,"*",381,451
,,"Lewin G. Joel Jr. School","=""0270311""","*",12,"*",87,0,10,380,497
,,"The Morgan School","=""0276111""","*",13,"*",75,"*",16,450,559
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","*",13,25,44,0,"*",713,808
,,"William J. Johnston Middle School","=""0285111""","*",22,"*",25,0,18,523,605
,,"Colchester Elementary School","=""0280411""",0,9,"*",39,"*",15,479,549
,,"Jack Jackter Intermediate School","=""0280211""",0,9,"*",34,"*",22,428,498
,,"Bacon Academy Alternative Education","=""0280511""",0,0,0,0,0,0,12,12
"Connecticut Technical Education and Career System","=""9000016""","A. I. Prince Technical High School","=""9001516""","*",14,185,463,"*",8,44,720
,,"Bullard-Havens Technical High School","=""9001116""","*","*",243,472,0,24,35,780
,,"E. C. Goodwin Technical High School","=""9001916""","*",12,31,380,0,"*",190,624
,,"Eli Whitney Technical High School","=""9001416""","*","*",197,285,"*",11,47,546
,,"Ella T. Grasso Technical High School","=""9002716""","*","*",48,181,"*",21,225,484
,,"H. C. Wilcox Technical High School","=""9001716""","*","*",37,294,0,19,387,750
,,"H. H. Ellis Technical High School","=""9001316""",6,"*","*",34,"*",20,577,644
,,"Howell Cheney Technical High School","=""9001616""","*",14,67,154,"*",20,364,624
,,"Norwich Technical High School","=""9002016""","*","*",33,104,"*",48,448,643
,,"Oliver Wolcott Technical High School","=""9002216""","*","*",11,55,"*",16,552,639
,,"Platt Technical High School","=""9002616""","*","*",97,283,0,36,358,783
,,"Vinal Technical High School","=""9001816""","*",6,48,92,"*",31,343,522
,,"W. F. Kaynor Technical High School","=""9002316""","*",20,98,250,"*",27,368,767
,,"Windham Technical High School","=""9002416""","*","*",6,171,0,11,284,474
,,"Emmett O'Brien Technical High School","=""9002516""",0,"*",64,147,"*",28,326,570
,,"Henry Abbott Technical High School","=""9001216""",0,12,24,284,0,27,320,667
,,"J. M. Wright Technical High School","=""9002116""",0,8,68,165,0,7,71,319
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","*",21,122,206,0,"*",99,466
,,"Merit Academy","=""2439414""",0,"*",19,32,0,"*",74,140
,,"Oakview Middle/High School","=""2439214""",0,"*",21,23,0,"*",39,87
,,"Oakview Primary School","=""2439114""",0,"*",20,12,0,"*",13,51
,,"School Readiness","=""2438014""",0,"*",24,40,0,0,"*",84
,,"RISE Transitional Program","=""2439314""",0,0,0,"*",0,0,"*",14
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","*","*","*",20,0,11,336,374
,,"Coventry High School","=""0326111""","*","*","*",23,0,16,417,465
,,"Coventry Grammar School","=""0320211""",0,"*","*",23,0,9,292,335
,,"George Hersey Robertson School","=""0320411""",0,"*","*",22,0,9,345,386
,,"Hale Early Education Center","=""0320311""",0,0,"*","*",0,"*",38,46
,,"Coventry Academy","=""0320111""",0,0,0,"*",0,"*",6,10
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","*",40,51,42,0,"*",421,563
,,"Woodside Intermediate School","=""0330311""","*",27,41,37,"*",10,319,438
,,"Cromwell Middle School","=""0335111""",0,37,40,"*",0,"*",361,479
,,"Edna C. Stevens School","=""0330211""",0,29,32,70,"*","*",348,509
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","*",210,268,1314,"*",70,1173,3041
,,"King Street Primary School","=""0341311""","*",16,17,197,0,"*",177,419
,,"Pembroke School","=""0341511""","*",36,17,144,0,"*",134,348
,,"Shelter Rock School","=""0341211""","*",47,34,239,0,"*",217,545
,,"Stadley Rough School","=""0341611""","*",23,34,218,"*",19,199,495
,,"Western CT Academy of International Studies Elementary Magnet School","=""0341911""","*",36,32,111,0,"*",208,393
,,"Westside Middle School Academy","=""0340311""","*",49,45,195,"*",18,285,595
,,"Alternative Center For Excellence","=""0346211""",0,"*",12,39,0,"*",30,83
,,"Broadview Middle School","=""0345111""",0,75,70,486,0,29,351,1011
,,"DPS Early Childhood Center","=""0340111""",0,10,"*",76,0,"*",38,134
,,"Ellsworth Avenue School","=""0341411""",0,23,15,292,0,16,104,450
,,"Great Plain School","=""0341111""",0,15,14,177,0,11,128,345
,,"Hayestown Avenue School","=""0340211""",0,60,35,233,0,14,125,467
,,"King Street Intermediate School","=""0341711""",0,32,34,134,0,6,150,356
,,"Mill Ridge Primary School","=""0340511""",0,22,36,127,0,10,154,349
,,"Morris Street School","=""0340611""",0,15,25,264,0,12,57,373
,,"Park Avenue School","=""0340811""",0,27,28,365,0,20,152,592
,,"Rogers Park Middle School","=""0345211""",0,53,74,534,"*","*",271,950
,,"South Street School","=""0341011""",0,16,29,269,0,8,81,403
,,"Western Connection","=""0340711""",0,0,0,0,0,0,"*","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","*",50,"*",55,0,12,1002,1133
,,"Royle Elementary School","=""0350511""","*",19,"*",32,0,12,344,414
,,"Darien High School","=""0356111""",0,62,13,65,0,8,1206,1354
,,"Hindley Elementary School","=""0350211""",0,19,"*","*",0,18,434,491
,,"Holmes Elementary School","=""0350711""",0,19,"*","*",0,19,415,471
,,"Ox Ridge Elementary School","=""0351311""",0,20,0,28,0,23,381,452
,,"Tokeneke Elementary School","=""0350611""",0,18,"*",13,"*",15,435,486
"Derby School District","=""0370011""","Little Raiders University","=""0370111""","*","*",6,10,0,"*",25,45
,,"Bradley School","=""0370611""",0,"*",31,73,"*",17,192,326
,,"Derby High School","=""0376111""",0,9,63,87,"*","*",178,345
,,"Derby Middle School","=""0375011""",0,"*",47,89,"*",15,163,321
,,"Irving School","=""0370411""",0,"*",67,136,"*",20,99,329
,,"RAISE Academy","=""0370511""",0,0,"*",6,0,"*",6,15
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","*",7,23,12,0,"*",197,247
,,"Allgrove School","=""0400111""",0,9,10,18,"*","*",144,191
,,"East Granby Middle School","=""0405111""",0,"*",18,12,0,"*",176,220
,,"R. Dudley Seymour School","=""0400211""",0,21,25,12,0,6,134,198
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","*","*","*",13,0,8,268,294
,,"Nathan Hale-Ray High School","=""0416111""","*","*","*",6,"*","*",318,334
,,"Nathan Hale-Ray Middle School","=""0415111""",0,8,"*",8,0,"*",375,398
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","*",13,"*",23,0,"*",443,488
,,"Center School","=""0420311""",0,"*","*",12,"*",6,303,324
,,"East Hampton Middle School","=""0425111""",0,7,"*",22,"*",10,380,423
,,"Memorial School","=""0420111""",0,8,6,29,0,31,559,633
,,"The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,"*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","*",35,64,38,0,"*",56,197
,,"Dr. Franklin H. Mayberry School","=""0430611""","*",14,126,181,0,"*",35,361
,,"Early Childhood Learning Center at Hockanum School","=""0430211""","*",21,76,150,0,"*",50,307
,,"East Hartford High School","=""0436211""","*",97,606,680,0,"*",234,1629
,,"East Hartford Middle School","=""0435111""",8,48,344,484,0,9,146,1039
,,"Robert J. O'Brien School","=""0431811""","*",10,152,227,"*","*",34,430
,,"Sunset Ridge Middle School","=""0432411""","*",10,98,131,0,"*",66,307
,,"Anna E. Norris School","=""0430911""",0,"*",93,187,0,"*",25,319
,,"Dr. John A. Langford School","=""0432211""",0,10,109,174,"*","*",34,329
,,"Dr. Thomas S. O'Connell School","=""0431011""",0,18,150,216,0,7,153,544
,,"Governor William Pitkin School","=""0432011""",0,"*",106,132,0,"*",77,355
,,"Joseph O. Goodwin School","=""0430411""",0,"*",102,161,0,"*",77,363
,,"Synergy Alternative Program","=""0436411""",0,"*",30,45,0,"*",10,87
,,"Woodland School","=""0439011""",0,"*",63,79,0,"*",25,170
,,"Silver Lane School","=""0431211""",0,0,90,154,0,"*","*",276
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","*",37,26,201,"*",12,642,921
,,"Grove J. Tuttle School","=""0441011""","*",7,9,94,0,"*",161,274
,,"Joseph Melillo Middle School","=""0445111""","*",25,25,141,0,"*",356,557
,,"Carbone School/East Haven Academy","=""0441711""",0,13,9,52,0,8,271,353
,,"Deer Run School","=""0440111""",0,14,13,44,"*","*",172,253
,,"Dominick H. Ferrara School","=""0441311""",0,8,"*",48,0,"*",123,192
,,"Momauguin School","=""0440711""",0,6,14,97,0,6,168,291
,,"Overbrook Early Learning Center","=""0441811""",0,"*","*",40,0,9,70,130
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","*",91,31,40,"*",17,837,1019
,,"East Lyme Middle School","=""0455111""","*",94,13,57,"*",35,630,832
,,"Lillie B. Haynes School","=""0450411""","*",27,"*",24,0,12,231,305
,,"Abilities in Motion (AIM) Program","=""0450511""",0,"*","*","*",0,0,10,13
,,"Flanders School","=""0450111""",0,32,"*",27,0,"*",291,363
,,"Integrated Preschool","=""0458011""",0,"*",0,"*",0,0,45,50
,,"Niantic Center School","=""0450211""",0,"*","*",16,0,11,136,169
,,"Coastal Connections","=""0450611""",0,0,"*",0,0,0,"*",22
,,"Medically Fragile Program (WAVES)","=""0450711""",0,0,0,0,0,0,"*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","*",29,39,85,0,"*",255,430
,,"East Windsor Middle School","=""0475411""","*","*",40,58,0,12,183,303
,,"East Windsor High School","=""0476111""",0,9,34,49,0,14,197,303
,,"East Windsor Transition Program","=""0470411""",0,0,0,0,0,0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","*","*",9,25,0,7,78,121
,,"EastConn Special Education","=""2539014""","*","*","*",13,0,7,100,128
,,"Quinebaug Middle College","=""2536114""",0,0,"*",31,0,"*",125,164
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","*",20,"*",19,0,10,267,318
,,"Samuel Staples Elementary School","=""0460111""",0,30,"*",33,"*",21,473,563
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","*",34,34,29,0,"*",660,778
,,"Windermere School","=""0480611""","*",160,39,35,0,"*",501,761
,,"Center School","=""0480111""",0,14,18,16,0,7,375,430
,,"Crystal Lake School","=""0480211""",0,"*",7,14,0,"*",208,237
,,"Ellington Middle School","=""0485111""",0,31,13,22,0,13,359,438
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","*","*",528,177,0,9,10,726
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","*",10,"*",51,0,12,242,325
,,"Eli Whitney School","=""0491611""","*","*",26,56,0,20,284,397
,,"Enfield High School","=""0496111""","*",40,101,172,"*",67,1140,1530
,,"Hazardville Memorial School","=""0490411""","*",10,31,44,0,"*",189,278
,,"Henry Barnard School","=""0491811""","*",28,22,61,0,"*",247,381
,,"John F. Kennedy Middle School","=""0495211""","*",38,63,155,"*",62,795,1126
,,"Nathan Hale School","=""0491111""",0,"*",18,21,0,"*",180,231
,,"EPS PK STEAM Academy","=""0491011""",0,"*",9,15,0,"*",21,50
,,"Eli Whitney - Adaptive Learning (IAL)","=""0491411""",0,"*",0,0,0,0,"*","*"
,,"Enfield Street School","=""0490211""",0,12,11,44,0,13,208,288
,,"Head Start Program","=""0498011""",0,"*","*",28,"*",9,59,104
,,"Prudence Crandall School","=""0491511""",0,11,26,65,0,21,276,399
,,"SELC Integrated Pre-Kindergarten","=""0492211""",0,"*","*","*",0,0,70,76
,,"Enfield Transitional Learning Academy","=""0499011""",0,0,"*","*",0,0,8,10
,,"Prudence Crandall - SOAR","=""0490711""",0,0,"*",0,0,"*","*",8
,,"Edgar H. Parkman - Adaptive Learning","=""0490511""",0,0,0,"*",0,0,"*","*"
,,"Henry Barnard - DLP","=""0490311""",0,0,0,"*",0,0,"*",8
,,"Henry Barnard - Educational Counseling Program (ECP)","=""0490611""",0,0,0,"*",0,0,"*","*"
,,"Henry Barnard - Primary Adaptive Learning (PAL)","=""0490811""",0,0,0,0,0,0,6,6
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","*",80,"*",113,0,28,1247,1495
,,"Fairfield Warde High School","=""0516211""","*",98,"*",188,0,51,1111,1498
,,"Fairfield Woods Middle School","=""0515211""","*",48,"*",89,0,22,713,894
,,"Sherman School","=""0511311""","*",12,"*",25,0,21,422,484
,,"Burr Elementary School","=""0510211""",0,25,8,29,0,28,323,413
,,"Dwight Elementary School","=""0510111""",0,16,9,21,0,14,277,337
,,"Early Childhood Center","=""0518011""",0,8,"*",24,0,"*",85,127
,,"Holland Hill School","=""0510411""",0,30,9,95,0,19,251,404
,,"Jennings School","=""0511711""",0,16,8,27,0,14,252,317
,,"McKinley School","=""0510611""",0,50,22,139,0,28,210,449
,,"Mill Hill School","=""0510711""",0,28,8,19,0,17,312,384
,,"North Stratfield School","=""0511611""",0,28,7,47,0,16,299,397
,,"Osborn Hill School","=""0511811""",0,27,9,15,0,17,377,445
,,"Riverfield School","=""0511211""",0,23,"*",21,0,"*",366,425
,,"Roger Ludlowe Middle School","=""0515311""",0,38,"*",52,0,"*",657,773
,,"Stratfield School","=""0511411""",0,26,"*",33,"*",22,332,419
,,"Tomlinson Middle School","=""0515111""",0,42,"*",95,"*",28,503,684
,,"Fairfield School/Community Partnership","=""0510511""",0,0,"*","*",0,"*",15,18
,,"Walter Fitzgerald Campus","=""0510311""",0,0,"*","*",0,0,24,28
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*",206,73,72,0,"*",819,1184
