"Student Counts by School and Race"
"All Districts, All Schools"
"2010-11"

"",,,,"Race",,,,,,,
,,"Ellen P. Hubbell School","=""0171411""",0,28,24,109,0,44,315,520
,,"Greene-Hills School","=""0170511""",0,18,12,86,0,20,218,354
,,"John J. Jennings School","=""0170611""",0,7,11,38,0,0,310,366
,,"Memorial Boulevard Middle School","=""0175311""",0,18,31,100,0,15,351,515
,,"Mountain View School","=""0171711""",0,24,12,58,0,16,270,380
,,"South Side School","=""0171111""",0,"*",52,122,0,"*",419,610
,,"Stafford School","=""0171211""",0,"*",31,113,0,"*",376,544
,,"Destinations Academy","=""0179011""",0,0,"*",9,0,"*",12,27
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""","*",34,"*",37,0,0,323,400
,,"Whisconier Middle School","=""0185311""","*",51,"*",35,0,0,790,890
,,"Brookfield High School","=""0186111""",0,30,16,36,0,0,914,996
,,"Huckleberry Hill Elementary School","=""0180411""",0,"*","*",44,0,0,496,583
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","*","*",15,23,0,8,508,562
,,"Brooklyn Middle School","=""0195111""",0,8,"*",15,0,"*",352,385
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","*",0,0,7,0,"*",77,86
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","*","*","*",9,0,0,190,206
,,"Canterbury Elementary School","=""0220211""",0,"*","*",13,0,10,287,318
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","*",13,19,31,0,"*",522,591
,,"Canton High School","=""0236111""",0,8,11,13,0,10,473,515
,,"Canton Intermediate School","=""0230311""",0,8,9,21,0,9,358,405
,,"Canton Middle School","=""0235111""",0,"*",10,12,0,"*",236,266
"Capitol Region Education Council","=""2410014""","Academy of Computer Science and Engineering","=""2415214""","*","*",80,110,0,6,93,293
,,"Academy of Computer Science and Engineering Middle School","=""2415014""","*",44,134,223,0,"*",233,658
,,"Academy of International Studies 6-12","=""2416114""","*",26,389,100,0,"*",186,711
,,"Glastonbury/East Hartford Magnet School","=""2410114""","*",30,57,50,0,"*",103,262
,,"Great Path Academy at MCC","=""2416314""","*","*",135,65,0,"*",73,284
,,"Greater Hartford Academy of the Arts High School - Full Day","=""2416414""","*",7,104,105,0,"*",148,372
,,"Montessori Magnet School","=""2413114""","*",12,96,134,0,"*",87,337
,,"Reggio Magnet School of the Arts","=""2410314""","*",11,102,58,0,"*",80,255
,,"University of Hartford Magnet School","=""2410214""","*",31,166,107,0,"*",106,430
,,"Academy of Aerospace and Engineering","=""2415114""",0,"*",57,76,0,"*",57,214
,,"Academy of International Studies Elementary School","=""2410414""",0,35,64,76,0,6,63,244
,,"Academy of Science and Innovation","=""2416514""",0,7,82,59,0,6,25,179
,,"River Street School","=""2419314""",0,"*",24,25,0,"*",97,151
,,"River Street School Birken Campus","=""2419514""",0,"*",7,"*",0,0,36,52
,,"Soundbridge","=""2419114""",0,10,10,"*",0,"*",72,103
,,"CREC Early Learning Center at Asylum Hill","=""2418014""",0,0,13,7,0,0,0,20
,,"Farmington Valley Regional Diagnostic Center","=""2419214""",0,0,"*","*",0,"*",13,21
,,"John J. Allison Polaris Center","=""2419014""",0,0,11,27,0,0,8,46
,,"Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",0,0,"*","*",0,0,"*",9
,,"IPM @ Plainville High School","=""2419414""",0,0,0,0,0,0,"*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","*","*","*",11,0,9,162,187
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""","*","*",98,55,0,0,66,225
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","*",40,7,21,0,"*",272,343
,,"Highland School","=""0250411""","*",94,14,34,0,"*",683,827
,,"Humiston School","=""0259011""","*",0,"*","*",0,0,18,22
,,"Norton School","=""0250511""","*",42,7,20,0,"*",412,487
,,"Chapman School","=""0250111""",0,25,"*","*",0,0,258,300
,,"Cheshire High School","=""0256111""",0,114,30,46,0,0,1326,1516
,,"Dodd Middle School","=""0255111""",0,64,15,19,0,0,688,786
,,"Doolittle School","=""0250611""",0,53,12,20,0,0,432,517
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","*","*","*",28,0,7,262,304
,,"Jared Eliot School","=""0275111""","*",10,"*",34,"*",12,431,492
,,"Lewin G. Joel Jr. School","=""0270311""","*",18,6,64,0,"*",588,683
,,"The Morgan School","=""0276111""","*",18,"*",38,"*",19,474,557
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",6,13,40,40,0,6,882,987
,,"Colchester Elementary School","=""0280411""","*",21,15,26,0,"*",621,698
,,"Jack Jackter Intermediate School","=""0280211""","*",17,15,28,0,"*",617,688
,,"William J. Johnston Middle School","=""0285111""","*",10,23,39,0,"*",619,705
"Connecticut Technical Education and Career System","=""9000016""","A. I. Prince Technical High School","=""9001516""","*","*",268,416,0,0,36,726
,,"Bullard-Havens Technical High School","=""9001116""","*","*",330,463,0,0,70,872
,,"E. C. Goodwin Technical High School","=""9001916""","*","*",71,322,0,11,184,596
,,"Ella T. Grasso Technical High School","=""9002716""",14,7,73,162,"*","*",320,583
,,"Emmett O'Brien Technical High School","=""9002516""","*","*",37,77,0,0,415,535
,,"H. C. Wilcox Technical High School","=""9001716""",7,"*",43,239,0,"*",500,794
,,"H. H. Ellis Technical High School","=""9001316""","*",9,"*",16,0,13,511,558
,,"Henry Abbott Technical High School","=""9001216""","*",8,39,185,"*",0,403,640
,,"Howell Cheney Technical High School","=""9001616""","*",17,107,122,0,"*",397,658
,,"Norwich Technical High School","=""9002016""",7,6,27,69,0,33,504,646
,,"Oliver Wolcott Technical High School","=""9002216""","*",8,15,43,0,"*",632,709
,,"Platt Technical High School","=""9002616""","*",10,119,217,0,"*",515,869
,,"Vinal Technical High School","=""9001816""","*","*",57,67,0,"*",469,599
,,"W. F. Kaynor Technical High School","=""9002316""",8,"*",120,198,0,"*",407,745
,,"Windham Technical High School","=""9002416""",8,"*",17,139,"*","*",405,574
,,"Eli Whitney Technical High School","=""9001416""",0,"*",199,304,0,0,"*",539
"Cooperative Educational Services","=""2430014""","Merit Academy","=""2439414""","*","*",25,26,0,"*",76,135
,,"Six-Six Magnet School","=""2430114""","*",18,172,145,0,"*",109,452
,,"Oakview Middle/High School","=""2439214""",0,"*",15,"*",0,0,58,82
,,"Oakview Primary School","=""2439114""",0,"*",17,"*",0,0,23,53
,,"School Readiness","=""2438014""",0,"*",9,40,0,0,"*",53
,,"RISE Transitional Program","=""2439314""",0,0,"*","*",0,0,10,12
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","*","*","*",17,0,17,351,391
,,"Coventry High School","=""0326111""","*","*",8,20,0,13,514,558
,,"George Hersey Robertson School","=""0320411""","*","*","*",22,0,23,357,411
,,"Capt. Nathan Hale School","=""0325111""",0,"*","*",17,0,20,416,462
,,"Coventry Early Intervention Services","=""0328011""",0,0,"*","*",0,0,9,13
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","*",14,53,36,"*","*",479,588
,,"Edna C. Stevens School","=""0330211""","*",38,45,"*",0,0,373,489
,,"Cromwell Middle School","=""0335111""",0,"*",37,40,0,"*",373,475
,,"Woodside Intermediate School","=""0330311""",0,"*",46,37,0,"*",350,465
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","*",239,321,923,0,"*",1407,2898
,,"King Street Primary School","=""0341311""","*",30,11,130,0,"*",234,415
,,"Shelter Rock School","=""0341211""","*",41,31,181,0,"*",139,409
,,"South Street School","=""0341011""","*",21,25,220,0,"*",111,388
,,"Western CT Academy of International Studies Elementary Magnet School","=""0341911""","*",33,26,69,0,"*",254,386
,,"Alternative Center For Excellence","=""0346211""",0,"*","*",20,0,0,46,80
,,"Broadview Middle School","=""0345111""",0,94,116,308,"*","*",583,1114
,,"Ellsworth Avenue School","=""0341411""",0,30,31,223,0,6,106,396
,,"Great Plain School","=""0341111""",0,14,9,115,0,7,154,299
,,"Hayestown Avenue School","=""0340211""",0,50,38,178,0,12,110,388
,,"King Street Intermediate School","=""0341711""",0,23,35,125,0,7,184,374
,,"Mill Ridge Educational Center","=""0341811""",0,13,"*",29,0,"*",80,134
,,"Mill Ridge Primary School","=""0340511""",0,37,43,125,0,6,191,402
,,"Morris Street School","=""0340611""",0,17,23,203,0,9,90,342
,,"Park Avenue School","=""0340811""",0,37,"*",213,0,"*",138,425
,,"Pembroke School","=""0341511""",0,27,"*",118,0,"*",168,343
,,"Rogers Park Middle School","=""0345211""",0,68,120,429,0,14,463,1094
,,"Stadley Rough School","=""0341611""",0,43,23,147,0,0,239,452
"Darien School District","=""0350011""","Darien High School","=""0356111""","*",38,"*",52,0,0,1216,1315
,,"Middlesex Middle School","=""0355111""","*",27,"*",37,0,"*",1090,1159
,,"Ox Ridge Elementary School","=""0351311""","*",12,"*",12,0,"*",443,472
,,"Royle Elementary School","=""0350511""","*",22,"*",13,0,"*",378,419
,,"Hindley Elementary School","=""0350211""",0,33,"*",24,0,"*",532,594
,,"Holmes Elementary School","=""0350711""",0,18,0,10,0,0,411,439
,,"Tokeneke Elementary School","=""0350611""",0,16,"*",16,0,"*",405,444
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","*","*","*",19,0,"*",324,351
"Derby School District","=""0370011""","Derby High School","=""0376111""","*","*",65,73,"*","*",238,385
,,"Bradley School","=""0370611""",0,"*",36,60,"*",13,244,367
,,"Derby Middle School","=""0375011""",0,"*",59,68,"*","*",185,319
,,"Irving School","=""0370411""",0,"*",91,128,"*",7,163,396
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","*","*",19,19,0,9,199,255
,,"R. Dudley Seymour School","=""0400211""","*","*",7,7,0,"*",130,150
,,"East Granby High School","=""0406111""",0,10,14,"*",0,"*",238,275
,,"East Granby Middle School","=""0405111""",0,"*",12,9,0,"*",182,211
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","*",11,"*",9,0,0,523,552
,,"Center School","=""0420311""",0,8,"*",13,0,"*",257,288
,,"East Hampton Middle School","=""0425111""",0,10,"*",24,"*","*",465,508
,,"Memorial School","=""0420111""",0,12,0,28,0,12,563,615
,,"The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,7,7
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","*","*",48,30,0,0,85,180
,,"Dr. Franklin H. Mayberry School","=""0430611""","*","*",153,186,0,0,45,408
,,"Dr. John A. Langford School","=""0432211""","*",21,143,154,0,"*",48,369
,,"Dr. Thomas S. O'Connell School","=""0431011""","*","*",91,112,0,0,123,338
,,"East Hartford High School","=""0436211""","*",104,599,560,0,"*",460,1734
,,"East Hartford Middle School","=""0435111""","*",52,373,375,0,"*",215,1021
,,"Governor William Pitkin School","=""0432011""","*",60,120,102,0,"*",96,382
,,"Robert J. O'Brien School","=""0431811""","*",23,148,166,0,"*",47,388
,,"Anna E. Norris School","=""0430911""",0,20,103,136,0,0,32,291
,,"Hockanum School","=""0430511""",0,"*",97,136,0,"*",62,317
,,"Joseph O. Goodwin School","=""0430411""",0,"*",132,106,0,"*",132,390
,,"Silver Lane School","=""0431211""",0,"*",108,161,0,"*",35,308
,,"Sunset Ridge Middle School","=""0432411""",0,15,157,122,0,0,52,346
,,"Synergy Alternative Program","=""0436411""",0,"*",59,"*",0,0,52,152
,,"Willowbrook Early Childhood","=""0438011""",0,"*",91,121,0,"*",59,287
,,"Woodland School","=""0439011""",0,"*",59,79,0,0,"*",188
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","*",12,"*",27,0,"*",243,290
,,"D. C. Moore School","=""0441411""",0,"*",13,63,0,"*",185,273
,,"Deer Run School","=""0440111""",0,21,"*",51,0,"*",263,348
,,"Dominick H. Ferrara School","=""0441311""",0,"*",14,44,0,"*",173,246
,,"East Haven High School","=""0446111""",0,41,25,131,0,7,739,943
,,"Grove J. Tuttle School","=""0441011""",0,9,"*",54,0,"*",130,204
,,"Joseph Melillo Middle School","=""0445111""",0,20,"*",105,0,"*",537,680
,,"Momauguin School","=""0440711""",0,6,"*",53,0,"*",116,181
,,"Overbrook Early Learning Center","=""0441811""",0,14,"*",44,0,"*",156,226
,,"Pathways","=""0449011""",0,0,"*","*",0,0,27,34
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","*",84,22,37,0,"*",1054,1208
,,"East Lyme Middle School","=""0455111""","*",90,15,30,0,"*",709,850
,,"Flanders School","=""0450111""","*",57,"*",15,0,"*",285,365
,,"Lillie B. Haynes School","=""0450411""",0,36,"*",19,0,"*",289,365
,,"Niantic Center School","=""0450211""",0,10,"*",14,"*","*",196,229
,,"Integrated Preschool","=""0458011""",0,0,"*","*",0,0,42,44
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","*",44,70,75,"*",30,336,558
,,"East Windsor Middle School","=""0475411""","*",13,50,44,"*",18,265,393
,,"East Windsor High School","=""0476111""",0,"*",57,24,0,"*",280,378
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","*",0,"*",11,0,"*",94,112
,,"EastConn Special Education","=""2539014""","*",0,"*",15,0,"*",46,67
,,"Quinebaug Middle College","=""2536114""",0,"*",7,11,0,"*",81,105
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","*","*","*","*",0,"*",169,180
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","*",8,"*",20,"*","*",357,396
,,"Samuel Staples Elementary School","=""0460111""","*",38,"*",31,0,11,617,705
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""","*","*",0,66,"*",0,107,183
,,"B.E.A.M Elementary School","=""2429014""",0,0,"*","*",0,0,22,34
"Ellington School District","=""0480011""","Center School","=""0480111""","*",12,11,14,0,"*",382,432
,,"Ellington Middle School","=""0485111""","*",13,"*",21,0,15,347,410
,,"Windermere Intermediate School","=""0480711""","*",23,18,18,0,"*",362,436
,,"Crystal Lake School","=""0480211""",0,"*","*",7,0,"*",199,217
,,"Ellington High School","=""0486111""",0,17,19,24,"*","*",715,791
,,"Windermere School","=""0480611""",0,57,19,23,0,17,323,439
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","*","*",450,122,0,6,"*",585
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","*","*",6,13,"*",15,285,325
,,"Eli Whitney School","=""0491611""","*",12,21,41,"*",25,317,418
,,"Enfield High School","=""0496111""","*",12,58,41,0,"*",687,809
,,"Enrico Fermi High School","=""0496211""","*","*",53,47,0,27,956,1102
,,"Hazardville Memorial School","=""0490411""","*",11,"*",20,0,16,305,366
,,"Henry Barnard School","=""0491811""","*",13,43,40,"*",23,272,397
,,"John F. Kennedy Middle School","=""0495211""","*","*",57,66,0,26,684,848
,,"Nathan Hale School","=""0491111""","*","*",9,14,0,15,202,247
,,"Prudence Crandall School","=""0491511""","*",14,8,35,"*",14,305,379
,,"Thomas G. Alcorn School","=""0491711""","*","*",42,82,"*",20,145,301
,,"Enfield Street School","=""0490211""",0,"*",32,48,"*",22,234,347
,,"Enfield Transitional Learning Academy","=""0499011""",0,"*","*","*",0,0,7,10
,,"Harriet Beecher Stowe School","=""0491211""",0,"*",10,16,0,"*",201,234
,,"Head Start Program","=""0498011""",0,"*","*",29,0,13,52,104
"Explorations District","=""2720013""","Explorations","=""2726113""","*","*","*","*",0,0,73,80
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","*",15,"*",15,0,19,363,420
,,"Early Childhood Center","=""0518011""","*","*","*",11,0,"*",97,118
,,"Fairfield Ludlowe High School","=""0516011""","*",61,34,87,"*",33,1280,1503
,,"Fairfield Warde High School","=""0516211""","*",67,47,161,"*",51,994,1328
,,"Holland Hill School","=""0510411""","*",21,"*",45,0,10,245,333
,,"McKinley School","=""0510611""","*",59,"*",103,0,27,276,490
,,"Riverfield School","=""0511211""","*",11,"*",18,0,13,404,451
,,"Roger Ludlowe Middle School","=""0515311""","*",38,37,90,0,"*",802,985
,,"Stratfield School","=""0511411""","*",22,"*",34,0,14,426,504
,,"Dwight Elementary School","=""0510111""",0,19,"*",14,0,"*",273,314
,,"Fairfield Woods Middle School","=""0515211""",0,33,12,40,0,18,565,668
,,"Jennings School","=""0511711""",0,17,15,32,0,13,270,347
,,"Mill Hill School","=""0510711""",0,24,"*",35,0,"*",400,474
,,"North Stratfield School","=""0511611""",0,28,"*",38,0,"*",400,483
,,"Osborn Hill School","=""0511811""",0,26,"*",12,0,"*",494,538
,,"Sherman School","=""0511311""",0,15,8,20,0,10,389,442
,,"Tomlinson Middle School","=""0515111""",0,27,15,67,0,13,662,784
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*",121,71,"*",0,0,1059,1309
,,"Irving A. Robbins Middle School","=""0525111""","*",82,44,37,0,"*",522,688
,,"Union School","=""0520111""","*",31,16,9,0,"*",242,300
,,"West District School","=""0520311""","*",56,"*",14,0,0,256,338
,,"West Woods Upper Elementary School","=""0520511""","*",66,30,31,0,"*",473,603
,,"East Farms School","=""0520411""",0,83,"*",23,0,"*",346,469
,,"Farmington Collaborative PK","=""0528011""",0,19,"*","*",0,0,48,76
,,"Noah Wallace School","=""0520211""",0,65,"*",17,0,"*",249,346
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",6,166,81,129,0,38,1781,2201
,,"Hebron Avenue School","=""0540411""","*",43,"*",14,0,11,427,505
,,"Hopewell School","=""0540611""","*",57,"*",25,0,17,394,502
,,"Buttonball Lane School","=""0540211""",0,50,12,38,0,17,401,518
,,"Eastbury School","=""0540311""",0,32,7,13,0,12,239,303
,,"Gideon Welles School","=""0540811""",0,51,"*",36,"*",15,390,506
,,"Naubuc School","=""0540711""",0,58,29,74,"*","*",311,497
,,"Nayaug Elementary School","=""0540911""",0,30,19,37,0,22,555,663
,,"Smith Middle School","=""0545211""",0,93,35,64,0,21,900,1113
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*",19,20,0,13,725,785
,,"Granby Memorial Middle School","=""0565111""","*","*",13,12,0,"*",322,355
,,"Kelly Lane Primary School","=""0560411""","*","*",14,15,0,12,283,330
,,"Frank M. Kearns Primary School","=""0560111""",0,"*",23,"*",0,11,373,423
,,"Wells Road Intermediate School","=""0560311""",0,7,12,13,0,14,301,347
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","*",63,"*",75,0,12,637,793
,,"Greenwich High School","=""0576111""","*",168,91,421,"*",30,1960,2673
,,"New Lebanon School","=""0570611""","*",10,12,127,0,"*",89,243
,,"North Mianus School","=""0570711""","*",64,"*",39,0,"*",341,452
,,"North Street School","=""0570811""","*",38,"*",37,0,27,339,451
,,"Parkway School","=""0571111""","*",14,"*",30,0,9,236,292
,,"Western Middle School","=""0575311""","*",40,35,137,0,"*",275,493
,,"Central Middle School","=""0575111""",0,47,16,82,0,12,464,621
,,"Cos Cob School","=""0570211""",0,51,12,59,0,15,281,418
,,"Glenville School","=""0570411""",0,43,"*",42,0,"*",255,347
,,"Hamilton Avenue School","=""0570511""",0,26,39,180,0,13,158,416
,,"International School At Dundee","=""0571311""",0,45,"*",60,"*",15,241,372
,,"Julian Curtiss School","=""0570311""",0,36,24,83,0,13,197,353
,,"Old Greenwich School","=""0570911""",0,20,"*",25,0,"*",351,410
,,"Riverside School","=""0571011""",0,31,0,62,0,12,409,514
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",12,19,28,40,0,26,601,726
,,"Griswold High School","=""0586211""",16,"*",20,24,0,"*",633,709
,,"Griswold Middle School","=""0585111""","*",11,14,27,0,"*",513,570
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*",24,19,18,0,"*",292,359
,,"Catherine Kolnaski Magnet School","=""0592011""",9,35,114,134,0,22,164,478
,,"Charles Barnum Magnet School","=""0591811""","*",20,45,35,0,"*",264,384
,,"Claude Chester School","=""0590311""",7,68,46,76,0,20,171,388
,,"Fitch Middle School","=""0595111""",11,29,66,65,"*","*",231,411
,,"Northeast Academy Magnet School","=""0591911""",6,35,20,31,0,8,328,428
,,"Pleasant Valley School","=""0591211""","*",24,20,63,"*",18,167,302
,,"Robert E. Fitch High School","=""0596111""",22,86,178,141,"*","*",823,1271
,,"S. B. Butler School","=""0590111""","*",17,19,19,0,"*",283,347
