"Student Counts by School and Race"
"All Districts, All Schools"
"2025-26"

"",,,,"Race",,,,,,,
,,"Cesar Batalla School","=""0151411""",0,"*",161,698,"*",20,38,927
,,"Edison School","=""0150711""",0,"*",48,93,"*",8,8,162
,,"Geraldine Claytor Magnet Academy","=""0153111""",0,"*",145,282,0,"*",24,471
,,"Hallen School","=""0151211""",0,"*",110,118,"*",10,13,255
,,"Jettie S. Tisdale School","=""0152211""",0,"*",188,324,"*",12,30,557
,,"Madison School","=""0152011""",0,"*",96,277,0,"*",43,441
,,"Roosevelt School","=""0152611""",0,8,141,298,0,8,24,479
,,"Wilbur Cross School","=""0153911""",0,"*",92,171,0,"*",16,291
,,"Bridgeport Learning Center","=""0159011""",0,0,26,22,0,"*","*",52
,,"The Transition Academy","=""0152811""",0,0,"*",22,0,0,"*",42
"Bristol School District","=""0170011""","Bristol Arts and Innovation Magnet School","=""0174011""","*","*",27,92,0,29,109,261
,,"Bristol Eastern High School","=""0176211""","*",60,80,316,"*",46,464,968
,,"Chippens Hill Middle School","=""0175111""","*","*",55,243,0,29,246,593
,,"Edgewood Pre-K Academy","=""0170411""","*",9,9,107,"*",18,97,242
,,"Ellen P. Hubbell School","=""0171411""","*","*",30,159,0,27,101,325
,,"Greene-Hills School","=""0170511""","*","*",79,404,0,66,323,904
,,"LEAD","=""0173711""","*","*","*",17,0,"*",10,36
,,"South Side School","=""0171111""","*","*",36,219,0,36,175,482
,,"Stafford School","=""0171211""","*","*",24,144,0,24,145,350
,,"Bristol Central High School","=""0176111""",0,36,109,430,0,55,472,1102
,,"Bristol Central High School EXCEL","=""0174411""",0,"*","*",7,0,"*","*",13
,,"Chippens Hill Middle School EXCEL","=""0171011""",0,"*","*",7,0,"*","*",17
,,"Ivy Drive School","=""0171911""",0,"*",24,132,"*",22,183,382
,,"Mountain View School","=""0171711""",0,15,18,154,0,27,117,331
,,"Mountain View School EXCEL","=""0172311""",0,"*","*",7,0,"*","*",16
,,"Northeast Middle School","=""0175211""",0,10,22,107,0,22,159,320
,,"Stafford LEAD","=""0173211""",0,"*","*",19,0,"*",12,36
,,"West Bristol School","=""0172011""",0,22,60,328,0,51,382,843
,,"ACCESS","=""0170211""",0,0,"*",7,0,0,"*",10
,,"Bristol Central High School Learning Center","=""0174311""",0,0,"*",13,0,0,"*",23
,,"Bristol Eastern High School EXCEL","=""0174811""",0,0,"*",9,0,"*",6,17
,,"Bristol Eastern High School Learning Center","=""0174511""",0,0,"*","*",0,0,18,33
,,"Community/Vocational Program","=""0179211""",0,0,"*",10,0,"*",13,27
,,"Destinations Academy","=""0179011""",0,0,"*",9,0,"*","*",18
,,"Northeast Middle School EXCEL","=""0174611""",0,0,"*",7,0,0,"*",11
,,"Breakthrough","=""0172611""",0,0,0,"*",0,"*",9,19
,,"Bristol Preparatory Academy","=""0173311""",0,0,0,22,0,"*","*",42
,,"CHMS Learning Center","=""0173411""",0,0,0,"*",0,0,"*","*"
,,"Destinations Attendance Recovery","=""0174111""",0,0,0,6,0,"*","*",12
,,"LEAD Pre-K","=""0172911""",0,0,0,12,0,"*","*",18
,,"Northeast Middle School Learning Center","=""0172811""",0,0,0,"*",0,0,"*",7
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","*",71,31,160,"*",0,544,812
,,"Candlewood Lake Elementary School","=""0180111""",9,66,41,246,0,34,678,1074
,,"Whisconier Middle School","=""0185311""","*",52,29,101,0,"*",413,609
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","*","*",8,52,0,31,345,443
,,"Brooklyn Middle School","=""0195111""","*",13,7,47,"*",18,294,381
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","*","*","*",32,0,"*",245,290
,,"Dr. Helen Baldwin Middle School","=""0225111""",0,"*","*",20,0,7,172,203
"Capital Preparatory Harbor School District","=""2970013""","Capital Preparatory Harbor School","=""2970113""","*","*",490,264,0,9,"*",772
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","*",64,267,336,"*",33,67,771
,,"Academy of Aerospace and Engineering Elementary","=""2410714""","*",83,159,241,"*",39,100,625
,,"Academy of Computer Science and Engineering Middle School","=""2415014""","*","*",220,326,0,34,52,656
,,"Academy of International Studies 6-12","=""2416114""","*",15,328,264,"*",39,46,694
,,"Academy of International Studies Elementary School","=""2410414""","*",47,176,203,0,"*",36,491
,,"Academy of Science and Innovation","=""2416514""","*","*",177,433,0,40,91,756
,,"Ana Grace Academy of the Arts","=""2410614""","*",8,302,366,"*",59,109,846
,,"Museum Academy","=""2410514""","*","*",253,167,0,34,34,492
,,"Reggio Magnet School of the Arts","=""2410314""","*","*",136,196,0,42,128,509
,,"Academy of Computer Science and Engineering","=""2415214""",0,10,184,290,0,23,75,582
,,"CREC Preschool at Progress Drive","=""2412114""",0,6,20,58,0,8,26,118
,,"Discovery Academy","=""2418114""",0,28,96,262,0,30,102,518
,,"Glastonbury/East Hartford Magnet School","=""2410114""",0,30,121,209,0,30,58,448
,,"Greater Hartford Academy of the Arts High School - Full Day","=""2416414""",0,"*",94,213,"*",22,99,432
,,"Montessori Magnet School","=""2413114""",0,11,36,232,0,26,48,353
,,"River Street School","=""2419314""",0,"*",20,46,0,"*",34,111
,,"River Street School Birken Campus","=""2419514""",0,"*",10,22,0,"*",13,49
,,"University of Hartford Magnet School","=""2410214""",0,12,247,133,0,37,48,477
,,"CREC Impact Academy","=""2411914""",0,0,"*",34,0,"*",0,62
,,"Farmington Valley Regional Diagnostic Center","=""2419214""",0,0,"*","*",0,"*",15,25
,,"John J. Allison Polaris Center","=""2419014""",0,0,19,21,0,"*","*",55
,,"River Street School Early Learning Center","=""2411414""",0,0,"*",0,0,0,"*",10
,,"STRIVE - Southern Transition Real-World and Independent Voc Ed","=""2419714""",0,0,"*","*",0,0,10,12
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","*",48,"*",43,0,16,269,392
,,"Cheshire High School","=""0256111""","*",133,51,124,"*",35,858,1203
,,"Cheshire Community Life","=""0251211""",0,"*","*",0,0,0,"*",9
,,"Darcey School","=""0250211""",0,11,"*",18,0,"*",94,134
,,"Dodd Middle School","=""0255111""",0,67,23,53,0,35,511,689
,,"Doolittle School","=""0250611""",0,59,"*",56,"*",26,369,531
,,"Highland Intensive Education Program","=""0251411""",0,"*","*","*",0,"*",15,23
,,"Highland School","=""0250411""",0,103,25,119,0,37,627,911
,,"Norton School","=""0250511""",0,38,15,42,0,15,285,395
,,"Humiston Alternative School","=""0250911""",0,0,"*","*",0,"*",15,20
,,"Norton Intensive Education Program","=""0251311""",0,0,"*","*",0,0,"*",11
,,"Cheshire Quinnipiac University Transition Collaborative","=""0250311""",0,0,0,"*",0,0,"*",10
,,"Doolittle Bridges Program","=""0251111""",0,0,0,0,0,0,"*","*"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","*","*",13,56,"*",17,421,513
,,"Jack Jackter Intermediate School","=""0280211""","*","*",8,55,"*",32,423,526
,,"Bacon Academy","=""0286111""",0,16,20,48,0,29,450,563
,,"William J. Johnston Middle School","=""0285111""",0,"*","*",46,0,20,376,453
,,"East of the River Transition Academy","=""0280711""",0,0,0,"*",0,0,"*",6
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","*","*","*",47,0,18,363,434
"Connecticut Technical Education and Career System","=""9000016""","A. I. Prince Technical High School","=""9001516""","*","*",254,440,0,49,37,788
,,"Bullard-Havens Technical High School","=""9001116""","*","*",215,562,0,23,20,826
,,"E. C. Goodwin Technical High School","=""9001916""","*","*",77,402,0,39,200,722
,,"Ella T. Grasso Technical High School","=""9002716""","*","*",55,282,0,62,277,690
,,"Emmett O'Brien Technical High School","=""9002516""","*","*",77,248,0,28,281,639
,,"H. C. Wilcox Technical High School","=""9001716""","*","*",47,386,0,40,296,779
,,"H. H. Ellis Technical High School","=""9001316""","*","*","*",86,0,29,527,654
,,"Henry Abbott Technical High School","=""9001216""","*",6,31,472,"*",27,200,738
,,"Oliver Wolcott Technical High School","=""9002216""","*","*",9,133,0,36,466,649
,,"Platt Technical High School","=""9002616""","*","*",124,359,0,39,230,758
,,"W. F. Kaynor Technical High School","=""9002316""","*",8,130,417,"*",44,235,841
,,"Windham Technical High School","=""9002416""","*","*",10,216,0,21,276,529
,,"Eli Whitney Technical High School","=""9001416""",0,"*",187,361,0,"*",25,593
,,"Howell Cheney Technical High School","=""9001616""",0,"*",91,205,0,"*",314,655
,,"J. M. Wright Technical High School","=""9002116""",0,"*",78,398,0,"*",42,535
,,"Norwich Technical High School","=""9002016""",0,"*","*",168,0,71,395,666
,,"Vinal Technical High School","=""9001816""",0,"*","*",103,0,47,361,550
"Cooperative Educational Services","=""2430014""","Merit Academy","=""2439414""","*","*",8,21,0,6,46,83
,,"Oakview Middle/High School","=""2439214""","*","*",11,17,0,"*",15,49
,,"Oakview Transition School","=""2430214""","*","*",10,10,"*","*",18,46
,,"School Readiness","=""2438014""","*","*",24,32,0,"*",18,78
,,"Six-Six Magnet School","=""2430114""","*",25,107,189,0,"*",98,440
,,"Oakview Primary School","=""2439114""",0,"*",12,19,0,"*",14,48
,,"RISE Transitional Program","=""2439314""",0,0,"*",0,0,0,"*",9
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","*","*",0,37,0,21,298,364
,,"Coventry Grammar School","=""0320211""","*","*",9,26,0,12,278,330
,,"Coventry High School","=""0326111""","*",7,"*",30,"*",13,339,392
,,"George Hersey Robertson School","=""0320411""","*","*",6,28,0,17,327,384
,,"Coventry RISE Program","=""0320611""",0,"*",0,0,0,0,"*",6
,,"Hale Early Education Center","=""0320311""",0,0,"*",15,0,"*",109,128
,,"Coventry Academy","=""0320111""",0,0,0,"*",0,0,"*",12
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","*",31,43,67,"*",18,344,508
,,"Cromwell Middle School","=""0335111""",0,20,22,68,0,36,296,442
,,"Edna C. Stevens School","=""0330211""",0,19,23,62,0,26,250,380
,,"Woodside Intermediate School","=""0330311""",0,23,22,69,0,31,291,436
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","*","*",8,700,0,117,143,976
,,"DPS Early Childhood Center at Granville","=""0340411""","*",10,"*",117,0,16,33,187
,,"Danbury High School","=""0346111""","*","*",37,1740,0,309,603,2723
,,"Ellsworth Avenue School","=""0341411""","*","*",8,385,0,43,53,494
,,"Great Plain School","=""0341111""","*","*","*",154,0,36,72,272
,,"Hayestown Avenue School","=""0340211""","*","*","*",291,0,53,52,405
,,"Morris Street School","=""0340611""","*","*","*",268,0,27,26,326
,,"Park Avenue School","=""0340811""","*","*","*",409,0,45,72,535
,,"Pembroke School","=""0341511""","*","*",6,205,0,41,80,335
,,"Shelter Rock School","=""0341211""","*","*",6,356,0,64,102,531
,,"Stadley Rough School","=""0341611""","*","*",6,339,0,60,70,480
,,"Western Connection","=""0340711""","*","*","*","*",0,0,"*",11
,,"DPS Early Childhood Center","=""0340111""",0,"*","*",35,0,7,8,54
,,"King Street Intermediate School","=""0341711""",0,"*","*",262,0,55,80,404
,,"King Street Primary School","=""0341311""",0,"*","*",239,0,30,76,355
,,"Mill Ridge Primary School","=""0340511""",0,"*","*",166,0,51,58,292
,,"Rogers Park Middle School","=""0345211""",0,"*","*",646,0,98,149,909
,,"South Street School","=""0341011""",0,"*","*",241,0,50,40,342
,,"Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,"*","*",168,0,69,92,337
,,"Westside Middle School Academy","=""0340311""",0,9,9,440,0,79,195,732
,,"Alternative Center For Excellence","=""0346211""",0,0,"*",42,0,13,"*",68
"Darien School District","=""0350011""","Darien High School","=""0356111""","*",78,19,107,"*",54,1065,1326
,,"Hindley Elementary School","=""0350211""","*",31,0,"*",0,20,346,417
,,"Holmes Elementary School","=""0350711""",0,37,"*","*",0,22,314,390
,,"Middlesex Middle School","=""0355111""",0,91,10,80,0,61,796,1038
,,"Ox Ridge Elementary School","=""0351311""",0,30,"*",32,0,"*",416,497
,,"Royle Elementary School","=""0350511""",0,"*","*",47,0,28,272,367
,,"Tokeneke Elementary School","=""0350611""",0,25,"*","*",0,36,323,407
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","*","*","*",24,0,10,293,330
,,"Nathan Hale-Ray High School","=""0416111""","*","*",0,24,"*","*",206,236
,,"Nathan Hale-Ray Middle School","=""0415111""",0,"*","*",21,0,13,319,358
,,"East of the River Transition Academy","=""0410311""",0,0,0,"*",0,0,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","*",22,68,65,"*",9,33,199
,,"Dr. Franklin H. Mayberry School","=""0430611""","*",7,71,187,"*",12,18,301
,,"Dr. John A. Langford School","=""0432211""","*","*",87,164,0,7,21,283
,,"Dr. Thomas S. O'Connell School","=""0431011""","*","*",137,222,0,19,95,487
,,"Early Childhood Learning Center at Hockanum School","=""0430211""","*",13,121,187,0,"*",25,355
,,"East Hartford High School","=""0436211""","*",56,525,876,"*",53,136,1654
,,"East Hartford Middle School","=""0435111""","*",28,293,548,"*",31,55,960
,,"Governor William Pitkin School","=""0432011""","*",29,93,127,"*",12,51,315
,,"Joseph O. Goodwin School","=""0430411""","*",26,79,145,0,"*",41,295
,,"Robert J. O'Brien School","=""0431811""","*",7,100,190,0,"*",18,320
,,"Anna E. Norris School","=""0430911""",0,"*",48,159,"*",9,23,247
,,"Sunset Ridge Middle School","=""0432411""",0,13,72,174,0,16,57,332
,,"Woodland School","=""0439011""",0,"*",44,65,0,"*",13,128
,,"Silver Lane School","=""0431211""",0,0,72,110,0,"*","*",198
,,"Synergy Alternative Program","=""0436411""",0,0,22,44,0,"*","*",71
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","*","*",18,102,0,20,193,340
,,"East Haven High School","=""0446111""","*",32,61,390,0,"*",350,863
,,"Grove J. Tuttle School","=""0441011""","*",16,14,119,0,"*",116,275
,,"Joseph Melillo Middle School","=""0445111""","*",20,34,227,"*",12,153,448
,,"Overbrook Early Learning Center","=""0441811""","*","*",15,89,0,7,68,186
,,"Deer Run School","=""0440111""",0,6,15,89,0,21,97,228
,,"Dominick H. Ferrara School","=""0441311""",0,6,14,65,0,8,62,155
,,"Momauguin School","=""0440711""",0,"*",16,146,"*",14,88,275
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","*",91,16,96,"*",47,631,885
,,"East Lyme Middle School","=""0455111""","*",72,"*",85,0,42,484,697
,,"Flanders School","=""0450111""","*","*",0,24,0,28,164,236
,,"Lillie B. Haynes School","=""0450411""","*",46,"*",48,0,31,233,365
,,"Niantic Center School","=""0450211""","*","*","*",15,0,12,144,178
,,"Abilities in Motion (AIM) Program","=""0450511""",0,"*","*",0,0,0,10,12
,,"Integrated Preschool","=""0458011""",0,"*",0,8,0,"*",47,60
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","*","*",48,56,0,9,128,249
,,"Broad Brook Elementary School","=""0470111""",0,57,37,119,0,34,180,427
,,"East Windsor Middle School","=""0475411""",0,8,36,87,0,20,146,297
,,"East Windsor Transition Program","=""0470411""",0,"*","*","*",0,"*","*",8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","*",0,"*",18,0,"*",52,79
,,"Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",0,0,6,34,0,21,66,127
,,"EastConn Transition Academy","=""2530114""",0,0,"*",0,0,0,"*",13
,,"Quinebaug Middle College","=""2536114""",0,0,"*",18,0,"*",112,140
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","*",85,35,63,0,"*",502,702
,,"Ellington Middle School","=""0485111""","*",43,"*",31,0,19,304,410
,,"Windermere School","=""0480611""","*",131,38,65,0,"*",365,629
,,"Center School","=""0480111""",0,13,14,41,0,16,343,427
,,"BASES - Behavioral, Academic, Social and Emotional Support Program","=""0480811""",0,"*",6,8,0,"*",21,39
,,"Crystal Lake School","=""0480211""",0,"*",15,24,"*",14,228,294
,,"ECLIPSE - Ellington Continuing Life Independence Post-Secondary Education","=""0480411""",0,"*",0,"*",0,0,8,10
,,"TEPSEP - The Ellington Public Schools Expulsion Program","=""0480511""",0,0,0,"*",0,0,0,"*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","*","*",15,61,0,24,165,268
,,"Enfield High School","=""0496111""","*",36,94,307,"*",57,866,1366
,,"Enfield Street School","=""0490211""","*","*",10,50,0,20,138,222
,,"Eli Whitney School","=""0491611""",0,"*","*",100,0,28,201,340
,,"Enfield High - Adaptive Learning Program (ALP)","=""0490111""",0,"*","*","*",0,"*",9,19
,,"Enfield Street DLP","=""0492811""",0,"*","*","*",0,"*","*",14
,,"Enfield Transitional Learning Academy","=""0499011""",0,"*","*",6,0,"*",17,28
,,"Hazardville Memorial School","=""0490411""",0,"*","*",67,0,28,193,303
,,"Head Start Program","=""0498011""",0,"*","*",43,0,13,35,96
,,"Henry Barnard - DLP","=""0490311""",0,"*",7,15,0,"*",7,34
,,"Henry Barnard School","=""0491811""",0,10,24,77,0,22,167,300
,,"John F. Kennedy Middle School","=""0495211""",0,"*",52,230,"*",62,578,950
,,"Prudence Crandall School","=""0491511""",0,9,22,102,0,31,185,349
,,"EPS PK STEAM Academy","=""0491011""",0,0,"*",16,0,"*",24,51
,,"Eagle Academy - High","=""0492411""",0,0,"*","*",0,0,11,18
,,"Eagle Academy - Middle","=""0492511""",0,0,"*","*",0,0,"*",7
,,"Edgar H. Parkman - Adaptive Learning","=""0490511""",0,0,"*","*",0,"*",8,17
,,"Eli Whitney - Adaptive Learning (IAL)","=""0491411""",0,0,"*","*",0,0,"*",9
,,"Enfield Alternative Education Program","=""0492311""",0,0,"*",8,0,"*",10,25
,,"SELC Integrated Pre-Kindergarten","=""0492211""",0,0,7,20,0,7,43,77
,,"John F. Kennedy - Adaptive Learning Program (ALP)","=""0490911""",0,0,0,7,0,"*","*",17
,,"Prudence Crandall - SOAR","=""0490711""",0,0,0,"*",0,"*",11,16
,,"Eagle Academy - Elementary","=""0492611""",0,0,0,0,0,0,"*","*"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","*",9,"*",14,"*",10,186,224
,,"Fairfield Ludlowe High School","=""0516011""","*",87,"*",146,0,72,995,1338
,,"Fairfield Woods Middle School","=""0515211""","*",62,"*",101,0,60,526,772
,,"Holland Hill School","=""0510411""","*",27,"*",77,0,35,233,395
,,"McKinley School","=""0510611""","*",45,38,161,"*",19,192,457
,,"Roger Ludlowe Middle School","=""0515311""","*",31,"*",56,0,45,581,725
,,"Stratfield School","=""0511411""","*","*",9,39,0,17,236,309
,,"Burr Elementary School","=""0510211""",0,15,11,40,0,31,241,338
,,"Early Childhood Center","=""0518011""",0,"*","*",19,0,11,56,93
,,"Early Childhood Center at Holland Hill","=""0510911""",0,"*","*",9,0,"*",18,32
,,"Early Childhood Center at Stratfield","=""0510811""",0,"*","*",13,0,"*",38,60
,,"Fairfield School/Community Partnership","=""0510511""",0,"*","*","*",0,0,21,29
,,"Fairfield Warde High School","=""0516211""",0,90,80,242,0,69,784,1265
,,"Jennings School","=""0511711""",0,18,7,36,0,20,192,273
,,"Mill Hill School","=""0510711""",0,16,"*",39,"*",25,293,376
,,"North Stratfield School","=""0511611""",0,25,12,44,0,20,294,395
,,"Osborn Hill School","=""0511811""",0,"*","*",48,0,45,339,453
,,"Riverfield School","=""0511211""",0,16,0,41,0,24,349,430
,,"Sherman School","=""0511311""",0,7,7,34,0,15,313,376
,,"Tomlinson Middle School","=""0515111""",0,35,36,120,"*","*",353,575
,,"Walter Fitzgerald Campus","=""0510311""",0,0,"*",10,0,"*",24,42
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*",334,"*",145,0,84,620,1243
,,"Irving A. Robbins Middle School","=""0525111""","*",187,37,92,0,"*",318,669
,,"Noah Wallace School","=""0520211""","*",101,"*",54,0,23,195,390
,,"West Woods Upper Elementary School","=""0520511""","*",177,"*",88,0,41,346,674
,,"East Farms School","=""0520411""",0,90,14,56,0,29,183,372
,,"Farmington Collaborative PK","=""0528011""",0,13,"*",20,0,"*",48,92
,,"Union School","=""0520111""",0,31,13,43,0,20,171,278
,,"West District School","=""0520311""",0,84,13,31,0,22,190,340
,,"Farmington Alternative High School","=""0520611""",0,0,0,"*",0,"*",6,11
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*","*","*",20,0,12,154,192
