"Student Counts by School and Race"
"All Districts, All Schools"
"2024-25"

"",,,,"Race",,,,,,,
,,"Davis Academy for Arts & Design Innovation","=""0930911""",0,6,279,126,0,34,44,489
,,"Edgewood School","=""0931211""",0,15,171,94,0,29,88,397
,,"Fair Haven School","=""0931611""",0,28,43,631,"*","*",23,734
,,"Family Academy of Multilingual Exploration","=""0934111""",0,"*",10,418,0,"*",8,441
,,"Hill Central Music Academy","=""0930711""",0,15,69,327,0,"*","*",430
,,"Hill Regional Career High School","=""0936311""",0,28,245,283,0,13,56,625
,,"John C. Daniels","=""0931311""",0,"*",54,424,0,"*",25,522
,,"Metropolitan Business Academy","=""0936011""",0,14,116,205,0,10,35,380
,,"New Haven Academy","=""0937011""",0,"*",141,117,0,"*",49,321
,,"New Haven Collaborative","=""0930710""",0,"*","*","*",0,0,"*",12
,,"Off-Campus Classroom Program (OCC)","=""0937311""",0,"*",42,34,0,0,"*",83
,,"Ross/Woodward School","=""0931011""",0,16,168,296,0,29,53,562
,,"Sound School","=""0936711""",0,"*",40,144,"*",10,136,332
,,"Wilbur Cross Self Contained MD","=""0938511""",0,"*",10,24,0,0,"*",39
,,"Barack H. Obama Magnet University School","=""0932811""",0,0,165,154,0,15,9,343
,,"Barack H. Obama Self Contained Autism","=""0937611""",0,0,"*",7,0,"*",0,12
,,"Bishop Woods Self Contained Autism","=""0937911""",0,0,13,"*",0,0,"*",24
,,"Celentano Self Contained ID","=""0937411""",0,0,10,"*",0,"*",0,16
,,"Clemente SC","=""0930610""",0,0,"*","*",0,0,0,7
,,"Clinton Self Contained ID","=""0937811""",0,0,"*",9,0,0,"*",11
,,"East Rock Self Contained MD","=""0937511""",0,0,12,"*",0,0,"*",27
,,"Fair Haven Self Contained ID","=""0938711""",0,0,12,13,0,"*","*",27
,,"Gateway to College Program","=""0930110""",0,0,29,13,0,"*","*",45
,,"James Hillhouse Self Contained MD","=""0930210""",0,0,"*",8,0,"*","*",14
,,"John C Daniels SC","=""0930810""",0,0,"*","*",0,0,0,11
,,"Lincoln Bassett Self Contained","=""0930310""",0,0,"*","*",0,0,"*",10
,,"Lincoln-Bassett School","=""0932011""",0,0,140,79,0,8,9,236
,,"Nathan Hale Self Contained ID","=""0937711""",0,0,"*","*",0,0,0,9
,,"Riverside Education Academy","=""0939111""",0,0,41,30,0,"*","*",78
,,"Wexler/Grant - Lincoln Bassett Self Contained","=""0938611""",0,0,"*","*",0,"*",0,6
,,"Wexler/Grant - Lincoln/Bassett Community School","=""0933211""",0,0,119,62,0,"*","*",194
,,"Lincoln Bassett Integrated PK","=""0930510""",0,0,0,"*",0,0,0,"*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","*","*",62,223,"*",28,22,343
,,"C.B. Jennings International Elementary Magnet","=""0950311""","*","*",81,266,"*",28,26,406
,,"Nathan Hale Arts Magnet School","=""0950911""","*",8,61,242,"*",63,69,445
,,"New London High School","=""0956111""","*","*",97,428,"*",37,35,605
,,"New London Visual and Performing Arts Magnet Pathway","=""0951411""","*","*",47,116,0,52,47,268
,,"Science and Technology Magnet Pathway for High School Grades","=""0951311""","*","*",35,74,0,27,31,171
,,"Winthrop STEM Elementary Magnet School","=""0950811""","*","*",75,243,"*",47,74,449
,,"Science and Technology Magnet Pathway for Middle Grades","=""0951211""",0,"*",24,62,0,24,"*",133
,,"Preschool Program at B.P. Learned Mission","=""0951111""",0,0,6,44,0,6,10,66
,,"Start on Success (SOS)","=""0951511""",0,0,"*","*",0,0,"*",7
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","*",38,56,294,0,"*",736,1150
,,"Hill And Plain School","=""0960511""",0,17,6,142,0,16,190,371
,,"Northville Elementary School","=""0960811""",0,11,13,106,0,12,286,428
,,"Sarah Noble Intermediate School","=""0960911""",0,27,"*",199,"*",22,487,753
,,"Schaghticoke Middle School","=""0965211""",0,33,26,208,0,22,502,791
,,"Litchfield Hills Transition Center","=""0969011""",0,0,0,"*",0,"*",13,19
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","*",42,"*",112,0,33,198,407
,,"Elizabeth Green School","=""0940211""","*",37,17,81,0,"*",124,278
,,"John Paterson School","=""0940811""","*",34,23,106,0,"*",216,394
,,"John Wallace Middle School","=""0945311""","*",59,39,154,0,"*",328,610
,,"Newington High School","=""0946111""","*",126,75,352,"*",64,634,1255
,,"Martin Kellogg Middle School","=""0945111""",0,71,38,170,0,29,259,567
,,"Newington Transition Academy","=""0940111""",0,"*",0,"*",0,"*","*",8
,,"Ruth Chaffee School","=""0940711""",0,37,15,63,0,16,186,317
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*","*",10,38,0,"*",274,327
,,"Newtown High School","=""0976111""","*",32,26,164,"*",32,998,1254
,,"Newtown Middle School","=""0975111""","*",11,15,99,"*",9,457,593
,,"Hawley Elementary School","=""0970111""",0,7,"*",42,0,"*",227,281
,,"Middle Gate Elementary School","=""0970311""",0,8,12,57,"*","*",315,397
,,"Newtown Preschool","=""0978011""",0,"*",0,8,0,"*",57,68
,,"Program for Adaptive Learning","=""0970811""",0,"*",0,"*",0,0,11,18
,,"Reed Intermediate School","=""0970511""",0,13,16,82,"*","*",465,583
,,"Sandy Hook Elementary School","=""0970211""",0,11,9,53,0,13,263,349
,,"Newtown Community Partnership","=""0970611""",0,0,"*","*",0,0,10,14
,,"Reaching Independence through Structured Education","=""0970711""",0,0,"*","*",0,0,"*",7
,,"Newtown Kindergarten Readiness","=""0970911""",0,0,0,"*",0,0,"*",16
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","*",7,"*",36,0,19,317,385
,,"North Branford High School","=""0996111""",0,11,10,52,0,7,352,432
,,"North Branford Intermediate School","=""0995111""",0,"*","*",43,0,10,294,352
,,"Totoket Valley Elementary School","=""0990611""",0,9,7,35,0,16,301,368
,,"School to Work Program","=""0999011""",0,0,0,0,0,0,"*","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","*",32,18,36,0,"*",206,305
,,"North Haven Middle School","=""1015211""","*",57,39,108,0,"*",519,752
,,"Ridge Road Elementary School","=""1010311""","*",29,31,65,0,"*",260,415
,,"Clintonville Elementary School","=""1010811""",0,40,10,57,0,10,255,372
,,"Green Acres Elementary School","=""1010711""",0,36,22,55,0,24,267,404
,,"North Haven High School","=""1016111""",0,82,58,143,0,33,628,944
,,"North Haven Transition Partnership","=""1010111""",0,"*",0,"*",0,0,10,14
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","*","*","*",20,0,7,343,379
,,"Wheeler High School","=""1026111""","*","*","*",20,"*",9,306,344
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","*",69,226,1078,"*",34,324,1739
,,"Brookside Elementary School","=""1030211""","*","*",47,280,0,21,53,408
,,"Concord Magnet School","=""1030311""","*",19,47,133,"*",25,161,388
,,"Jefferson Marine Science Elementary School","=""1030711""","*",34,60,306,0,"*",34,457
,,"Kendall College & Career Academy","=""1030811""","*",14,68,297,"*",10,24,416
,,"Marvin Elementary School","=""1032211""","*","*",39,219,0,15,90,375
,,"Norwalk High School","=""1036111""","*",28,222,886,0,"*",332,1494
,,"Ponus Ridge STEAM Academy","=""1035311""","*",30,100,423,0,"*",62,637
,,"Roton Middle School","=""1035511""","*",13,50,264,"*",21,112,463
,,"Silvermine Dual Language Magnet School","=""1032311""","*","*",23,348,0,15,36,428
,,"South Norwalk Elementary School","=""1031511""","*","*",27,139,0,"*","*",179
,,"Tracey Magnet School","=""1031411""","*","*",59,263,0,25,72,434
,,"West Rocks Middle School","=""1035411""","*",18,90,413,"*",20,114,657
,,"Wolfpit Integrated Arts Elementary School","=""1032411""","*",6,55,128,"*",28,118,341
,,"Center for Global Studies","=""1030511""",0,21,39,114,0,19,90,283
,,"Cranbury Elementary School","=""1030411""",0,"*",33,149,"*",22,185,410
,,"Fox Run Elementary School","=""1032011""",0,17,64,196,0,22,99,398
,,"Naramake Elementary School","=""1032111""",0,17,38,180,0,15,108,358
,,"Nathan Hale Middle School","=""1035211""",0,21,68,279,0,15,116,499
,,"Norwalk 18-21 Next Steps (NNS)","=""1031111""",0,"*","*",14,0,0,8,28
,,"Norwalk Early Childhood Center","=""1030111""",0,12,28,108,0,12,27,187
,,"P-TECH Norwalk","=""1030911""",0,35,60,204,"*","*",79,388
,,"Rowayton School","=""1031311""",0,"*",34,119,0,"*",225,402
,,"Norwalk 18-21 Project SEARCH at CTSCC Norwalk","=""1030611""",0,0,"*","*",0,"*",7,13
,,"Norwalk Alternative Opportunity Program","=""1031011""",0,0,6,11,0,0,0,17
,,"Norwalk 18-21 Project SEARCH at Norwalk Hospital","=""1031611""",0,0,0,"*",0,0,"*","*"
"Norwich Free Academy District","=""9010022""","Compass","=""9010522""","*","*",15,19,0,"*",14,56
,,"Norwich Free Academy","=""9016122""",19,142,368,582,6,103,800,2020
,,"Atlas","=""9010622""",0,0,"*","*",0,0,"*",10
,,"Wildcat Learning Academy","=""9010422""",0,0,"*",6,0,0,"*",11
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","*",7,68,159,"*",32,136,404
,,"Samuel Huntington School","=""1040811""","*","*",64,127,0,37,109,358
,,"Teachers' Memorial Middle School","=""1045211""","*",18,117,177,"*",39,94,447
,,"Uncas Elementary School","=""1041911""","*","*",57,111,"*",23,33,232
,,"Veterans' Memorial School","=""1041811""","*",19,49,130,"*",26,63,290
,,"Wequonnoc Magnet School","=""1041511""","*",0,44,90,0,"*",43,197
,,"John B. Stanton School","=""1041411""",0,"*",75,160,"*",38,88,382
,,"Kelly STEAM Magnet Middle School","=""1045111""",0,47,105,224,"*","*",171,593
,,"Special Needs Program @ Mahan","=""1040511""",0,"*","*","*",0,0,"*",10
,,"Strive Program @ Kelly","=""1041111""",0,"*","*","*",0,0,"*",10
,,"Thomas W. Mahan School","=""1041711""",0,49,31,82,"*","*",78,257
,,"Transition Academy","=""1041011""",0,"*",6,10,0,"*",13,34
,,"Virtual Learning Academy","=""1049211""",0,0,"*",0,0,0,"*","*"
,,"STRIVE Program @ Case","=""1041311""",0,0,0,"*",0,0,"*","*"
,,"Strive Autism Program @ Huntington","=""1040411""",0,0,0,"*",0,0,0,"*"
,,"Strive Program @ Stanton","=""1041211""",0,0,0,0,0,"*",0,"*"
,,"Rose City Program","=""1041611""",0,0,0,0,0,0,"*","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","*",105,92,86,0,"*",97,410
"Oxford School District","=""1080011""","Great Oak Elementary School","=""1080111""","*",9,"*",42,"*",6,307,369
,,"Oxford High School","=""1086011""","*",12,16,60,0,"*",377,476
,,"Oxford Middle School","=""1085111""","*",12,14,46,"*","*",292,371
,,"Quaker Farms School","=""1080311""","*",13,12,51,"*",12,294,384
,,"Comprehensive Learning Program","=""1080711""",0,0,0,"*",0,0,"*","*"
,,"Elementary Comprehensive Learning Program","=""1080611""",0,0,0,"*",0,0,"*","*"
,,"Connections Alternative Learning Center","=""1080411""",0,0,0,0,0,0,"*","*"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","*","*",190,206,0,7,25,434
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","*",6,20,12,"*",10,367,422
,,"Plainfield High School","=""1096111""","*",12,23,20,"*",13,434,515
,,"Plainfield Memorial School","=""1090311""","*","*",9,21,"*",13,242,291
,,"Shepard Hill Elementary School","=""1090411""","*","*",12,33,0,11,331,392
,,"Moosup Elementary School","=""1090111""",0,"*","*",19,0,13,209,252
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","*",7,21,91,"*",13,230,365
,,"Middle School of Plainville","=""1105211""","*",9,35,132,"*",25,332,535
,,"Plainville High School","=""1106111""","*","*",42,167,0,37,403,674
,,"Frank T. Wheeler School","=""1100411""",0,"*",15,71,"*",16,148,262
,,"Linden Street School","=""1100211""",0,8,23,97,0,12,223,363
,,"Plainville Transition Program","=""1100111""",0,0,0,"*",0,0,"*",9
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","*","*",7,60,0,17,244,337
,,"Eli Terry Jr. Middle School","=""1115111""",0,"*","*",49,0,15,217,290
,,"Harry S. Fisher Elementary School","=""1110411""",0,"*","*",57,0,24,198,286
,,"Plymouth Center School","=""1110211""",0,"*","*",52,0,15,241,320
,,"Terryville High School Transition Program","=""1110511""",0,0,0,0,0,0,"*","*"
"Portland School District","=""1130011""","Valley View School","=""1130211""","*","*",7,27,0,10,172,219
,,"Brownstone Intermediate School","=""1130511""",0,"*","*",41,0,12,154,217
,,"Gildersleeve School","=""1130411""",0,"*","*",45,0,16,180,253
,,"Portland High School","=""1136111""",0,6,22,49,0,12,234,323
,,"Portland Middle School","=""1135111""",0,6,8,50,0,10,140,214
,,"Portland Pathways Transition Program","=""1130111""",0,0,0,"*",0,"*","*",7
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*","*",16,"*","*",109,141
,,"Preston Veterans' Memorial School","=""1140411""",0,"*","*",25,"*",11,238,284
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","*",6,"*",110,0,45,392,558
,,"Putnam High School","=""1166111""","*","*","*",47,"*",9,189,253
,,"Putnam Middle School","=""1165111""",0,"*",10,56,"*",28,253,353
,,"Helping Hands","=""1169011""",0,0,0,0,0,0,"*","*"
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*",12,"*",60,"*",18,376,471
,,"John Read Middle School","=""1175111""",0,7,"*",46,"*",9,311,381
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","*","*","*",15,0,8,171,197
,,"Valley Regional High School","=""2046112""",0,"*","*",48,0,16,354,429
,,"Region 4 Transition Academy","=""2040112""",0,0,0,"*",0,0,"*",7
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",55,"*",45,0,24,245,380
,,"Amity Regional High School","=""2056112""","*",205,"*",151,0,52,887,1347
,,"Amity Middle School: Bethany","=""2055112""",0,62,7,47,0,24,233,373
,,"Amity Transition Academy - University of New Haven","=""2050412""",0,"*",0,0,0,"*","*",7
,,"SAILS","=""2050212""",0,"*","*","*",0,0,"*",7
,,"Spartan Prep","=""2050312""",0,0,"*",0,0,0,"*","*"
,,"Amity Transition Academy - Albertus Magnus","=""2050112""",0,0,0,"*",0,0,"*",6
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","*","*","*",16,0,8,504,536
,,"Northwestern Regional Middle School","=""2075112""","*","*","*",17,0,"*",193,218
,,"STEP","=""2079312""","*",0,0,0,0,"*",14,17
,,"AIM","=""2079112""",0,0,0,"*",0,0,"*",6
,,"FLEX","=""2079012""",0,0,0,"*",0,0,"*","*"
,,"Highlander Transition Academy","=""2070112""",0,0,0,"*",0,0,"*",17
,,"Links","=""2079212""",0,0,0,"*",0,0,"*",12
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","*","*",7,68,"*",26,606,714
,,"RHAM Middle School","=""2085112""",0,"*","*",34,0,10,298,352
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","*","*","*",20,0,"*",152,184
,,"Parish Hill Transition Program","=""2110112""",0,0,0,"*",0,0,"*","*"
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","*","*","*",26,0,12,275,319
,,"John Lyman School","=""2130512""","*","*",0,17,0,"*",183,207
,,"Coginchaug Regional High School","=""2136112""",0,"*","*",37,0,10,298,356
,,"Frederick Brewster School","=""2130112""",0,"*","*",18,0,9,179,214
,,"Middlefield Memorial School","=""2130412""",0,"*",0,15,0,"*",185,206
,,"Middlesex Transition Academy","=""2130312""",0,0,"*","*",0,"*",17,21
,,"Coginchaug Academy","=""2130612""",0,0,0,0,0,0,6,6
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","*","*","*",41,"*",12,215,276
,,"Woodbury Middle School","=""2145112""","*","*","*",40,0,14,237,300
,,"Mitchell Elementary School","=""2140212""",0,"*","*",42,0,14,264,328
,,"Nonnewaug High School","=""2146112""",0,6,8,126,0,16,491,647
,,"Region 14 Transition Academy","=""2140412""",0,0,0,0,0,0,"*","*"
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","*",26,"*",68,0,18,392,518
,,"Middlebury Elementary School","=""2150612""","*",14,"*",37,0,11,241,309
,,"Pomperaug Regional High School","=""2156212""","*",58,16,104,"*",31,758,970
,,"Gainfield Elementary School","=""2150412""",0,"*","*",24,0,14,272,321
,,"Memorial Middle School","=""2155212""",0,23,13,37,0,15,332,420
,,"Pomperaug Elementary School","=""2150512""",0,16,8,42,0,12,317,395
,,"Rochambeau Middle School","=""2155112""",0,20,12,38,0,22,320,412
,,"MIJ Program","=""2150112""",0,0,0,"*",0,0,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",10,"*",23,0,16,410,466
,,"Haddam-Killingworth Intermediate School","=""2170512""","*","*","*",13,0,10,250,280
,,"Burr District Elementary School","=""2170212""",0,"*","*",10,0,"*",262,278
,,"Haddam-Killingworth Middle School","=""2175112""",0,"*","*",21,0,14,376,423
,,"Killingworth Elementary School","=""2170312""",0,"*","*",15,0,13,226,257
,,"RSD17 Transition Program","=""2170412""",0,0,0,"*",0,0,0,"*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","*",73,34,146,0,"*",733,1010
,,"E.O. Smith High School at the Depot Campus","=""2190112""",0,0,"*","*",0,0,13,19
,,"STAAR Program","=""2190312""",0,0,0,"*",0,"*",20,22
"Regional School District 20","=""2200012""","Lakeview High School","=""2200612""","*","*",9,42,0,13,512,583
,,"Plumb Hill Middle School","=""2200512""","*","*","*",28,0,13,305,351
,,"Litchfield Center School","=""2200112""",0,"*","*",18,0,"*",220,246
,,"Litchfield Intermediate School","=""2200412""",0,"*","*",9,0,0,107,121
,,"Goshen Center School","=""2200212""",0,0,"*","*",0,7,120,135
,,"Region 20 Transition Program","=""2200812""",0,0,"*",0,0,0,"*",6
,,"Warren School","=""2200712""",0,0,"*","*",0,0,50,54
,,"James Morris School","=""2200312""",0,0,0,"*",0,"*",107,116
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*",32,"*",37,0,27,275,377
,,"East Ridge Middle School","=""1185111""","*",32,"*",47,0,21,384,489
,,"Farmingville Elementary School","=""1180411""","*",13,"*",25,0,17,253,311
,,"Ridgefield High School","=""1186111""","*",95,14,145,"*",61,1093,1411
,,"Scotts Ridge Middle School","=""1185211""","*",36,"*",52,0,22,433,548
,,"Branchville Elementary School","=""1180611""",0,15,"*",27,0,"*",284,340
,,"District Program BMES","=""1180111""",0,"*",0,"*",0,0,"*","*"
,,"District Program ERMS","=""1181011""",0,"*",0,0,0,0,"*","*"
,,"District Program FES","=""1181211""",0,"*",0,0,0,0,"*","*"
,,"District Program RES","=""1180711""",0,"*",0,0,0,0,"*","*"
,,"District Program SRMS","=""1181111""",0,"*",0,"*",0,"*","*",7
,,"Ridgebury Elementary School","=""1180311""",0,19,"*",30,0,"*",257,322
,,"Ridgefield Transition Program","=""1189011""",0,"*","*","*",0,0,10,16
,,"Scotland Elementary School","=""1180511""",0,"*","*",25,0,18,256,318
,,"Veterans Park Elementary School","=""1180211""",0,21,"*",23,0,"*",200,262
,,"Alternative High School","=""1188011""",0,0,0,"*",0,0,"*",17
,,"District Program RHS","=""1181311""",0,0,0,"*",0,"*",7,10
,,"VP Pathways","=""1181611""",0,0,0,"*",0,"*","*","*"
,,"RES Pathways","=""1181511""",0,0,0,0,0,"*","*",6
,,"District Program BES","=""1181411""",0,0,0,0,0,0,"*","*"
,,"District Program SES","=""1180911""",0,0,0,0,0,0,"*","*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","*",208,28,72,0,"*",288,622
,,"Moser School","=""1190611""",0,120,17,39,0,12,181,369
,,"Myrtle H. Stevens School","=""1190411""",0,77,11,76,0,23,214,401
,,"Rocky Hill DREAM Transition Academy","=""1190711""",0,"*","*","*",0,"*","*",10
,,"Rocky Hill High School","=""1196111""",0,181,35,92,"*","*",396,738
,,"West Hill School","=""1190511""",0,185,22,35,0,13,137,392
,,"Pathways","=""1190311""",0,0,0,0,0,0,"*","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*","*",6,37,0,23,318,389
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",0,12,25,85,0,15,188,325
,,"Booth Hill School","=""1261011""","*",22,13,54,"*",14,196,304
,,"Elizabeth Shelton School","=""1260511""","*","*",41,101,0,15,234,405
,,"Alternative Learning Center 1","=""1260211""",0,"*",6,14,0,"*",7,33
,,"Intermediate School","=""1265111""",0,35,84,145,0,24,426,714
,,"Life Skills","=""1260311""",0,"*","*","*",0,"*","*",12
,,"Long Hill School","=""1260811""",0,27,28,85,0,21,146,307
,,"Perry Hill Elementary School","=""1261111""",0,31,60,180,"*","*",409,711
,,"Pre-Kindergarten","=""1260111""",0,"*",9,18,0,"*",29,60
,,"Pre-Kindergarten 2","=""1261411""",0,"*",16,20,0,"*",13,59
,,"Shelton High School","=""1266111""",0,71,139,336,0,55,707,1308
,,"Sunnyside School","=""1260611""",0,10,29,78,"*","*",100,229
,,"Transition Program","=""1260711""",0,"*","*","*",0,0,8,14
,,"Shelton Pathways Academy","=""1261511""",0,0,"*","*",0,0,"*",9
,,"Therapeutic Learning Center","=""1261211""",0,0,0,"*",0,0,"*",7
"Simsbury School District","=""1280011""","Central School","=""1280111""","*",31,25,37,0,"*",276,393
,,"Henry James Memorial School","=""1285111""","*","*",42,87,0,49,465,685
,,"Farmington Valley Transition Academy","=""1280211""",0,"*",6,"*",0,0,29,39
,,"Latimer Lane School","=""1280611""",0,41,30,45,0,24,343,483
,,"Simsbury High School","=""1286111""",0,86,70,138,"*","*",832,1187
,,"Squadron Line School","=""1280711""",0,37,31,59,0,35,548,710
,,"Tariffville School","=""1280311""",0,9,33,41,0,15,138,236
,,"Tootin' Hills School","=""1280411""",0,13,19,49,0,21,266,368
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","*","*",15,43,0,15,568,645
,,"Somers High School","=""1296111""","*",6,"*",26,0,8,312,359
,,"Mabelle B. Avery Middle School","=""1295111""",0,"*",11,31,0,"*",284,335
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","*",112,28,71,"*",21,253,489
,,"Orchard Hill School","=""1320611""","*",236,33,63,0,"*",260,623
,,"Philip R. Smith School","=""1320111""","*",120,"*",49,0,30,245,468
,,"Pleasant Valley School","=""1320211""","*",377,44,68,0,"*",225,736
,,"Preschool Outreach Program","=""1320511""","*",29,"*",12,0,"*",55,106
,,"South Windsor High School","=""1326211""","*",475,112,158,0,"*",632,1442
,,"Timothy Edwards School","=""1325111""","*",431,"*",126,0,69,540,1221
,,"Alternative Education Program","=""1320311""",0,"*","*","*",0,0,"*",9
,,"South Windsor Transition Program","=""1329011""",0,0,"*","*",0,0,7,12
"Southington School District","=""1310011""","Southington High School","=""1316211""","*",91,53,259,"*",72,1428,1905
,,"John F. Kennedy Middle School","=""1315311""",0,38,"*",89,"*",38,474,659
,,"Comprehensive Learning Center (CLC) - HES","=""1311811""",0,"*","*","*",0,0,7,11
,,"Flanders Elementary School","=""1311311""",0,15,"*",34,0,"*",191,259
,,"Joseph A. Depaolo Middle School","=""1315111""",0,29,18,93,0,48,483,671
,,"R. E. Thalberg Elementary School","=""1310911""",0,48,10,50,0,30,305,443
,,"STELLAR (Southington's Transitional Education in Life, Learning Adult Responsibilities)","=""1312211""",0,"*","*","*",0,"*",12,19
,,"South End Elementary School","=""1310711""",0,8,"*",24,0,"*",200,243
,,"Specialized Learning Center (SLC) - HES","=""1311111""",0,"*","*",6,0,"*",13,27
,,"Therapeutic Learning Center (TLC) - SHS","=""1311211""",0,"*","*","*",0,"*",7,14
,,"Urbin T. Kelley School","=""1311411""",0,18,"*",35,0,"*",230,301
,,"Walter A. Derynoski Elementary School","=""1311511""",0,23,10,83,0,33,400,549
,,"William H. Hatton Elementary School","=""1310211""",0,7,6,43,0,13,251,320
,,"William M. Strong Elementary School","=""1310811""",0,12,9,23,0,24,226,294
,,"Wrinn Integrated Preschool - HES","=""1312011""",0,"*","*",15,0,"*",35,59
,,"Wrinn Integrated Preschool - SES","=""1312111""",0,"*","*",15,0,8,34,62
,,"Zaya A. Oshana Elementary School","=""1310611""",0,11,"*",39,0,"*",171,235
,,"Comprehensive Learning Center (CLC) - SHS","=""1311711""",0,0,"*","*",0,0,"*",10
,,"Karen Smith Academy","=""1310111""",0,0,"*",6,"*","*",19,28
,,"Therapeutic Learning Center (TLC) - JAD","=""1311611""",0,0,"*","*",0,"*",6,11
,,"Therapeutic Learning Center (TLC) - Primary - KES","=""1312311""",0,0,"*","*",0,"*","*",6
,,"Comprehensive Learning Center (CLC) - JFK","=""1310511""",0,0,0,"*",0,"*",17,23
,,"Therapeutic Learning Center (TLC) - Primary - DES","=""1312411""",0,0,0,"*",0,0,"*","*"
,,"Therapeutic Learning Center (TLC) - Intermediate - DES","=""1310411""",0,0,0,0,0,0,6,6
"Sprague School District","=""1330011""","Sayles School","=""1330111""","*","*","*",44,0,36,166,254
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","*",6,"*",40,0,15,373,438
,,"Stafford High School","=""1346111""","*","*","*",28,0,14,307,357
,,"Stafford Middle School","=""1345211""",0,"*","*",30,0,11,237,285
,,"West Stafford School","=""1340411""",0,"*","*",18,0,"*",152,176
"Stamford Charter School for Excellence District","=""2960013""","Stamford Charter School for Excellence","=""2960113""","*",118,219,170,"*",16,15,543
"Stamford School District","=""1350011""","Hart School","=""1352211""","*",56,69,342,0,"*",75,566
,,"Julia A. Stark School","=""1351211""","*","*",54,349,0,21,116,553
,,"K. T. Murphy School","=""1350511""","*",32,46,250,"*",7,52,390
,,"Newfield School","=""1350611""","*",30,73,318,0,"*",132,575
,,"Rogers International School","=""1350811""","*",50,53,384,0,"*",270,780
,,"Springdale School","=""1351111""",6,16,63,313,0,23,144,565
,,"Stamford High School","=""1356111""","*",92,394,1043,"*",57,511,2102
,,"Stillmeadow School","=""1352111""","*",28,47,337,0,"*",151,587
,,"Strawberry Hill an ext. of Rogers International","=""1350711""","*",82,83,324,0,"*",247,799
,,"The Academy of Information, Technology & Engineering","=""1356411""","*",72,97,301,"*",22,164,658
,,"Toquam Magnet School","=""1351911""","*",18,61,375,0,"*",63,532
,,"Westhill High School","=""1356311""","*",136,259,1349,"*",44,428,2224
,,"Westover School","=""1351411""","*",69,109,299,0,"*",116,624
,,"Apples PreK","=""1350111""",0,20,39,126,0,11,83,279
,,"Cloonan School","=""1355611""",0,21,78,284,0,17,47,447
,,"Davenport Ridge School","=""1352011""",0,36,60,286,0,14,277,673
,,"Dolan School","=""1355311""",0,14,74,362,0,27,100,577
,,"Northeast School","=""1351811""",0,9,45,175,0,28,179,436
,,"Preschool Team","=""1358011""",0,"*","*",56,0,0,22,85
,,"Rippowam Middle School","=""1355811""",0,28,94,453,"*","*",116,704
,,"Roxbury School","=""1350911""",0,35,66,280,0,17,111,509
,,"Scofield Middle School","=""1355711""",0,36,42,313,0,25,206,622
,,"Stamford Transition Services","=""1350211""",0,"*",8,18,0,"*",7,36
,,"The Academy of Information, Technology, & Engineering ARBOR","=""1351511""",0,"*","*","*",0,"*",9,14
,,"Turn of River School","=""1355511""",0,24,64,324,"*","*",125,560
,,"Anchor","=""1350411""",0,0,22,59,0,"*","*",88
,,"REACH - Cloonan","=""1351711""",0,0,"*","*",0,0,0,"*"
,,"REACH - SHS","=""1352311""",0,0,"*",9,0,0,"*",11
,,"Reach - Stark","=""1351611""",0,0,"*","*",0,0,"*",9
