"Student Counts by School and Race"
"All Districts, All Schools"
"2007-08"

"",,,,"Race",,,,,,
"District","District Code","School","School Code","American Indian","Asian","Black, not of Hispanic Origin","Hispanic/Latino","Not Reported","White, not of Hispanic Origin","Total"
,,"Long River Middle School","=""2165112""",0,"*",19,"*",0,594,631
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",12,"*",6,0,693,716
,,"Haddam-Killingworth Middle School","=""2175112""","*",16,11,"*",0,805,843
,,"Burr District Elementary School","=""2170212""",0,9,"*","*",0,265,279
,,"Haddam Elementary School","=""2170112""",0,"*",0,"*",0,258,266
,,"Killingworth Elementary School","=""2170312""",0,8,"*","*",0,438,452
"Regional School District 18","=""2180012""","Center School","=""2180312""","*",16,0,"*",0,213,233
,,"Mile Creek School","=""2180212""","*",6,"*",9,0,275,295
,,"Lyme Consolidated School","=""2180112""",0,"*","*",0,0,159,162
,,"Lyme-Old Lyme High School","=""2186112""",0,8,7,7,0,449,471
,,"Lyme-Old Lyme Middle School","=""2185112""",0,14,"*","*",0,348,371
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",10,51,36,46,0,1041,1184
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*",9,"*","*",0,433,446
,,"Ridgebury Elementary School","=""1180311""","*",17,"*",20,0,424,465
,,"Ridgefield High School","=""1186111""","*",60,"*",45,0,1631,1751
,,"Scotland Elementary School","=""1180511""",0,"*","*",15,0,362,390
,,"Branchville Elementary School","=""1180611""",0,31,"*","*",0,392,438
,,"East Ridge Middle School","=""1185111""",0,27,6,19,0,691,743
,,"Farmingville Elementary School","=""1180411""",0,"*","*",11,0,361,384
,,"Scotts Ridge Middle School","=""1185211""",0,"*","*",20,0,541,577
,,"Veterans Park Elementary School","=""1180211""",0,"*","*",16,0,314,344
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","*",56,"*",42,0,479,611
,,"West Hill School","=""1190511""","*",118,22,"*",0,473,631
,,"Dr. Oran A. Moser School","=""1190211""",0,19,"*","*",0,64,89
,,"Myrtle H. Stevens School","=""1190411""",0,51,21,45,0,403,520
,,"Rocky Hill High School","=""1196111""",0,39,32,52,0,632,755
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*",17,14,"*",0,471,506
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","*",0,"*","*",0,184,190
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""","*","*",25,26,0,273,339
,,"Bungay School","=""1240111""","*",21,"*",31,0,497,562
,,"Paul E. Chatfield School","=""1240411""","*","*",8,9,0,258,284
,,"Seymour High School","=""1246111""",6,19,28,55,0,754,862
,,"Seymour Middle School","=""1245111""","*","*",21,40,0,483,558
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","*",28,"*",15,0,574,629
,,"Booth Hill School","=""1261011""","*",22,"*",11,0,457,494
,,"Intermediate School","=""1265111""","*","*",26,64,0,790,907
,,"Lafayette School","=""1260411""","*","*",32,67,0,264,386
,,"Long Hill School","=""1260811""","*",37,"*",50,0,502,609
,,"Shelton High School","=""1266111""","*",67,"*",118,0,1450,1687
,,"Sunnyside School","=""1260611""","*",32,"*",31,0,293,379
,,"Elizabeth Shelton School","=""1260511""",0,"*","*",19,0,513,553
"Sherman School District","=""1270011""","Sherman School","=""1270111""","*",11,6,"*",0,433,456
"Simsbury School District","=""1280011""","Central School","=""1280111""","*",26,22,"*",0,370,440
,,"Latimer Lane School","=""1280611""","*",32,21,"*",0,469,532
,,"Simsbury High School","=""1286111""","*",70,53,"*",0,1371,1535
,,"Henry James Memorial School","=""1285111""",0,30,26,28,0,732,816
,,"Squadron Line School","=""1280711""",0,44,23,20,0,715,802
,,"Tariffville School","=""1280311""",0,17,24,10,0,207,258
,,"Tootin' Hills School","=""1280411""",0,20,10,19,0,517,566
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","*",41,36,"*",0,343,448
,,"Eli Terry School","=""1320711""","*",29,"*",25,0,354,433
,,"Orchard Hill School","=""1320611""","*",56,"*",22,0,409,507
,,"South Windsor High School","=""1326211""","*",99,92,"*",0,1380,1651
,,"Timothy Edwards School","=""1325111""","*",80,61,"*",0,953,1149
,,"Philip R. Smith School","=""1320111""",0,46,24,19,0,347,436
,,"Wapping Elementary School","=""1320411""",0,27,20,21,0,242,310
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","*",21,17,"*",0,740,797
,,"Flanders Elementary School","=""1311311""","*",16,"*",39,0,264,334
,,"Joseph A. Depaolo Middle School","=""1315111""","*","*",25,32,0,655,735
,,"Southington High School","=""1316211""","*",60,"*",88,0,1967,2164
,,"Walter A. Derynoski Elementary School","=""1311511""","*",24,"*",28,0,638,702
,,"William H. Hatton Elementary School","=""1310211""","*","*",10,28,0,383,430
,,"William M. Strong Elementary School","=""1310811""","*",15,12,"*",0,427,466
,,"Zaya A. Oshana Elementary School","=""1310611""","*","*","*","*",0,204,215
,,"R. E. Thalberg Elementary School","=""1310911""",0,30,"*","*",0,385,430
,,"South End Elementary School","=""1310711""",0,6,"*","*",0,191,207
,,"Urbin T. Kelley School","=""1311411""",0,22,8,15,0,369,414
"Sprague School District","=""1330011""","Sayles School","=""1330111""","*","*",27,23,0,290,351
"Stafford School District","=""1340011""","West Stafford School","=""1340411""","*",7,"*",7,0,185,205
,,"Stafford Elementary School","=""1340611""",0,"*","*",15,0,500,526
,,"Stafford High School","=""1346111""",0,11,7,15,0,488,521
,,"Stafford Middle School","=""1345211""",0,"*","*",13,0,451,477
,,"Staffordville School","=""1340311""",0,"*","*",11,0,162,178
"Stamford School District","=""1350011""","Northeast School","=""1351811""","*","*",92,247,0,390,814
,,"Scofield Middle School","=""1355711""","*","*",109,143,0,290,604
,,"Springdale School","=""1351111""","*","*",84,212,0,229,565
,,"Stillmeadow School","=""1352111""","*","*",115,212,0,210,601
,,"Cloonan School","=""1355611""",0,42,132,175,0,245,594
,,"Davenport Ridge School","=""1352011""",0,25,152,125,0,213,515
,,"Dolan School","=""1355311""",0,27,155,200,0,243,625
,,"Hart School","=""1352211""",0,23,142,163,0,92,420
,,"Julia A. Stark School","=""1351211""",0,41,171,233,0,156,601
,,"K. T. Murphy School","=""1350511""",0,36,93,281,0,138,548
,,"Newfield School","=""1350611""",0,63,85,138,0,346,632
,,"Preschool Team","=""1358011""",0,"*","*",36,0,38,83
,,"Rippowam Middle School","=""1355811""",0,49,186,225,0,347,807
,,"Rogers International School","=""1350811""",0,28,108,232,0,157,525
,,"Roxbury School","=""1350911""",0,45,144,148,0,317,654
,,"Stamford High School","=""1356111""",0,95,493,444,0,765,1797
,,"The Academy of Information, Technology & Engineering","=""1356411""",0,23,116,121,0,218,478
,,"Toquam Magnet School","=""1351911""",0,38,106,118,0,191,453
,,"Turn of River School","=""1355511""",0,34,95,215,0,265,609
,,"Westhill High School","=""1356311""",0,115,537,714,0,965,2331
,,"Westover School","=""1351411""",0,80,128,127,0,303,638
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","*",6,"*","*",0,485,503
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","*",25,"*",14,0,476,529
,,"Pawcatuck Middle School","=""1375111""","*",12,22,"*",0,287,332
,,"Stonington High School","=""1376111""",11,22,15,32,0,731,811
,,"Stonington Middle School","=""1375211""","*",18,"*",12,0,395,435
,,"West Broad Street School","=""1370411""","*","*","*","*",0,159,175
,,"West Vine Street School","=""1370611""","*",6,6,"*",0,217,236
,,"Special Needs Preschool Program","=""1378011""",0,"*","*",0,0,15,18
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","*","*",96,77,0,328,516
,,"Bunnell High School","=""1386211""","*","*",259,206,0,881,1387
,,"Chapel School","=""1380311""","*","*",122,59,0,309,505
,,"David Wooster Middle School","=""1385211""","*","*",154,110,0,283,570
,,"Franklin School","=""1380411""","*","*",108,100,0,173,396
,,"Harry B. Flood Middle School","=""1385311""","*","*",121,128,0,302,569
,,"Johnson House Elementary School","=""1381511""","*","*",195,83,0,422,720
,,"Lordship School","=""1380811""","*","*",49,50,0,121,225
,,"Nichols School","=""1380911""","*","*",88,108,0,218,430
,,"Second Hill Lane School","=""1381011""",8,35,106,165,0,374,688
,,"Stratford High School","=""1386111""","*","*",296,167,0,473,971
,,"Wilcoxson School","=""1381411""",0,15,71,87,0,225,398
,,"Strive-Stratford","=""1389011""",0,0,"*","*",0,"*",8
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","*",17,"*",13,0,531,572
,,"Suffield Middle School","=""1395111""","*","*",13,14,0,597,636
,,"A. Ward Spaulding School","=""1390411""",0,9,14,10,0,508,541
,,"Suffield High School","=""1396111""",0,6,17,15,0,807,845
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","*","*",14,33,0,354,408
"The Woodstock Academy District","=""9030022""","The Woodstock Academy","=""9036122""","*",12,"*",27,0,1102,1153
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",14,9,11,16,0,524,574
,,"Thompson Middle School","=""1415111""",7,"*","*",13,0,474,503
,,"Tourtellotte Memorial High School","=""1416111""","*","*","*",9,0,383,399
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","*",28,17,"*",0,701,760
,,"Tolland High School","=""1426111""","*",19,"*",15,0,803,849
,,"Tolland Intermediate School","=""1420211""","*",17,15,"*",0,464,507
,,"Tolland Middle School","=""1425111""","*",42,22,"*",0,940,1013
"Torrington School District","=""1430011""","East School","=""1430111""","*","*",19,26,0,422,481
,,"Forbes School","=""1430211""","*","*",32,72,0,265,383
,,"Torrington High School","=""1436111""","*","*",80,147,0,1024,1295
,,"Torrington Middle School","=""1435111""",7,42,72,150,0,891,1162
,,"Vogel-Wetmore School","=""1431311""","*","*",40,107,0,289,448
,,"Southwest School","=""1430811""",0,8,14,38,0,245,305
,,"Torringford School","=""1430911""",0,22,41,53,0,567,683
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","*",25,21,"*",0,452,514
,,"Hillcrest Middle School","=""1445211""","*",30,"*",31,0,653,743
,,"Middlebrook School","=""1440311""","*","*",26,45,0,373,473
,,"Trumbull High School","=""1446111""","*","*",100,116,0,1792,2095
,,"Daniels Farm School","=""1440811""",0,29,9,17,0,458,513
,,"Frenchtown Elementary School","=""1441011""",0,65,23,58,0,455,601
,,"Jane Ryan School","=""1440411""",0,18,10,20,0,375,423
,,"Madison Middle School","=""1445111""",0,46,43,48,0,743,880
,,"Tashua School","=""1440911""",0,23,11,16,0,411,461
,,"Trumbull Early Childhood Education Center","=""1448011""",0,15,11,28,0,146,200
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""","*","*",280,186,0,81,551
,,"Robinson Correctional Institution","=""3361315""","*",0,16,11,0,"*",29
,,"Cheshire Correctional Institution","=""3360315""",0,"*",22,"*",0,"*",29
,,"Gates Correctional Institution","=""3360515""",0,"*",22,11,0,"*",38
,,"Bergin Correctional Institution","=""3361715""",0,0,24,"*",0,"*",38
,,"Bridgeport Correctional Center","=""3360115""",0,0,21,"*",0,"*",32
,,"Brooklyn Correctional Institution","=""3360215""",0,0,"*",8,0,"*",13
,,"Corrigan Correctional Institution","=""3362415""",0,0,28,23,0,19,70
,,"Enfield Correctional Institution","=""3360415""",0,0,14,"*",0,"*",22
,,"Garner Correctional Institution","=""3361915""",0,0,13,"*",0,"*",28
,,"Hartford Correctional Center","=""3360615""",0,0,29,28,0,12,69
,,"MacDougall/Walker Correctional Institution","=""3362215""",0,0,41,"*",0,"*",78
,,"New Haven Correctional Center","=""3360915""",0,0,11,"*",0,"*",25
,,"Northern Correctional Institution","=""3362615""",0,0,13,"*",0,"*",28
,,"Osborn Correctional Institution","=""3361215""",0,0,14,13,0,9,36
,,"Webster Correctional Institution","=""3361415""",0,0,7,"*",0,"*",12
,,"Willard/Cybulski Correctional Institution","=""3361515""",0,0,15,16,0,7,38
,,"York Correctional Institution","=""3362515""",0,0,20,19,0,20,59
"Vernon School District","=""1460011""","Northeast School","=""1460311""","*","*",32,45,0,215,313
,,"Center Road School","=""1461411""","*","*",33,24,0,372,449
,,"Lake Street School","=""1460111""","*","*",13,8,0,206,236
,,"Maple Street School","=""1460211""","*","*",78,62,0,179,339
,,"Rockville High School","=""1466111""",6,61,111,83,0,953,1214
,,"Skinner Road School","=""1461011""","*","*",42,39,0,220,327
,,"Vernon Center Middle School","=""1465111""","*","*",98,66,0,599,819
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",13,"*","*",16,0,271,309
"Wallingford School District","=""1480011""","Highland School","=""1480211""",0,13,9,11,0,302,335
,,"Cook Hill School","=""1481011""","*",18,"*",17,0,355,400
,,"Dag Hammarskjold Middle School","=""1485211""","*",23,"*",89,0,614,745
,,"Evarts C. Stevens School","=""1480911""","*",21,13,62,"*",307,405
,,"James H. Moran Middle School","=""1485311""","*",30,"*",73,0,715,847
,,"Lyman Hall High School","=""1486111""","*","*",35,103,0,1008,1175
,,"Mark T. Sheehan High School","=""1486211""","*",43,"*",50,0,867,991
,,"Pond Hill School","=""1481211""","*","*",12,42,0,267,328
,,"Mary G. Fritz Elementary School of Yalesville","=""1480811""",0,39,"*",26,"*",455,534
,,"Moses Y. Beach School","=""1480111""",0,8,6,85,0,232,331
,,"Parker Farms School","=""1480311""",0,28,6,81,0,237,352
,,"Rock Hill School","=""1480411""",0,18,"*",19,"*",296,347
,,"A.R.T.S. Academy","=""1489011""",0,0,0,"*",0,"*",21
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","*","*",276,572,0,328,1197
,,"Washington School","=""1512311""","*","*",46,222,0,31,313
,,"B. W. Tinker School","=""1512111""","*","*",133,181,0,238,574
,,"Barnard School","=""1510311""","*","*",64,122,0,80,270
,,"Crosby High School","=""1516211""","*","*",383,580,0,368,1368
,,"Driggs School","=""1510911""","*","*",185,288,0,75,550
,,"Enlightenment School","=""1519111""","*",0,59,85,0,"*",166
,,"Gilmartin School","=""1512611""","*","*",61,106,0,68,239
,,"H. S. Chase School","=""1510711""","*","*",207,343,0,223,798
,,"Hopeville School","=""1511311""","*","*",70,303,0,82,465
,,"John F. Kennedy High School","=""1516411""","*","*",303,517,0,461,1313
,,"Maloney Interdistrict Magnet School","=""1513111""","*","*",141,133,0,300,593
,,"Margaret M. Generali Elementary School","=""1511111""","*","*",161,215,0,178,563
,,"Michael F. Wallace Middle School","=""1515111""",6,37,386,566,0,348,1343
,,"North End Middle School","=""1515311""","*","*",456,584,0,204,1259
,,"Rotella Interdistrict Magnet School","=""1513311""","*","*",127,125,0,343,614
,,"Waterbury Arts Magnet School (Middle)","=""1515011""","*","*",80,72,0,156,313
,,"Wendell L. Cross School","=""1510811""","*","*",92,126,0,112,349
,,"Wilby High School","=""1516311""",10,21,442,531,0,200,1204
,,"Woodrow Wilson School","=""1513211""","*","*",143,167,0,44,357
,,"Brooklyn Elementary School","=""1511011""",0,"*",65,105,0,"*",229
,,"Bucks Hill School","=""1510511""",0,8,190,280,0,107,585
,,"Bunker Hill School","=""1510611""",0,7,153,236,0,123,519
,,"Carrington School","=""1512711""",0,7,104,268,0,136,515
,,"F. J. Kingsbury School","=""1511411""",0,8,172,231,0,84,495
,,"Regan School","=""1512811""",0,"*",122,116,0,"*",313
,,"Special Education Preschool","=""1518011""",0,"*",51,100,0,"*",199
,,"Sprague School","=""1512011""",0,6,138,286,0,58,488
,,"Walsh School","=""1512211""",0,"*",209,301,0,"*",551
,,"Waterbury Arts Magnet School","=""1516011""",0,"*",114,"*",0,260,485
,,"State Street School","=""1519011""",0,0,32,28,0,17,77
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",7,39,36,54,0,594,730
,,"Cohanzie Elementary School","=""1520111""",8,18,20,21,0,320,387
,,"Great Neck Elementary School","=""1520211""","*",22,"*",16,0,229,280
,,"Oswegatchie Elementary School","=""1520611""","*",29,15,"*",0,224,286
,,"Waterford High School","=""1526111""","*",45,56,"*",0,867,1013
,,"Southwest Elementary School","=""1520511""",0,8,7,11,0,210,236
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","*",7,"*",10,0,354,380
,,"Heminway Park School","=""1530611""","*","*",8,11,0,243,272
,,"John Trumbull Primary School","=""1530211""","*","*",18,42,0,716,798
,,"Polk School","=""1530411""","*",16,"*",18,0,319,356
,,"Swift Middle School","=""1535111""","*",12,"*",13,0,567,602
,,"Watertown High School","=""1536111""",8,19,20,27,0,916,990
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","*",80,41,"*",0,303,457
,,"Bristow Middle School","=""1555311""","*","*",35,58,0,287,409
,,"Bugbee School","=""1550411""","*",27,"*",19,0,317,384
,,"Charter Oak International Academy","=""1550511""","*","*",73,143,0,69,341
,,"Conard High School","=""1556111""","*","*",156,279,0,890,1461
,,"Hall High School","=""1556211""","*","*",181,171,0,1104,1568
,,"King Philip Middle School","=""1555111""","*",106,"*",104,0,593,907
,,"Morley School","=""1550911""","*",17,27,"*",0,304,367
,,"Sedgwick Middle School","=""1555211""","*","*",92,153,0,524,865
,,"Webster Hill School","=""1551211""","*",60,"*",84,0,250,436
,,"Whiting Lane School","=""1551311""","*","*",59,73,0,317,504
,,"Wolcott School","=""1551511""","*",69,46,72,"*",281,470
,,"Braeburn School","=""1550211""",0,29,25,46,0,340,440
,,"Duffy School","=""1550611""",0,21,27,31,0,478,557
,,"Norfeldt School","=""1551011""",0,43,31,23,0,347,444
,,"Smith School","=""1551711""",0,82,"*",125,"*",113,380
"West Haven School District","=""1560011""","Washington School","=""1561211""",0,9,90,115,0,186,400
,,"Alma E. Pagels School","=""1560811""","*","*",73,49,0,214,358
,,"Carrigan 5/6 Intermediate School","=""1565311""","*","*",229,220,0,279,744
,,"Clarence E. Thompson School","=""1561011""","*","*",116,118,0,99,353
,,"Edith E. Mackrille School","=""1560611""","*","*",68,68,0,219,384
,,"Forest School","=""1560311""","*","*",163,148,0,118,444
,,"Harry M. Bailey Middle School","=""1565111""",8,33,122,112,0,435,710
,,"Savin Rock Community School","=""1561411""","*","*",124,143,0,173,452
,,"Seth G. Haley School","=""1560411""","*","*",97,77,0,321,528
,,"West Haven High School","=""1566111""",12,62,456,324,0,904,1758
,,"Anna V. Molloy School","=""1561311""",0,23,89,73,0,81,266
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","*","*",6,15,0,332,356
,,"Westbrook Middle School","=""1545111""","*","*","*",8,0,298,314
,,"Westbrook High School","=""1546111""",0,"*","*",12,0,289,310
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","*",20,"*",6,0,555,587
,,"Hurlbutt Elementary School","=""1570111""",0,32,9,14,0,540,595
,,"Weston High School","=""1576111""",0,20,12,20,0,752,804
,,"Weston Intermediate School","=""1570211""",0,15,18,7,0,539,579
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","*",39,"*",19,0,773,840
,,"Green's Farms School","=""1580411""","*",30,"*",23,0,431,495
,,"King's Highway Elementary School","=""1580511""","*",13,"*",6,0,470,496
,,"Saugatuck Elementary School","=""1580811""","*",16,"*",16,0,472,509
,,"Staples High School","=""1586111""","*",48,"*",32,0,1615,1724
,,"Coleytown Elementary School","=""1580311""",0,15,6,9,0,430,460
,,"Coleytown Middle School","=""1585311""",0,18,10,14,0,462,504
,,"Long Lots School","=""1580711""",0,34,15,31,0,514,594
,,"Stepping Stones Preschool","=""1588011""",0,"*",0,0,0,"*",56
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","*",26,"*",40,0,297,377
,,"Charles Wright School","=""1591011""","*","*",15,52,0,223,306
,,"Emerson-Williams School","=""1590211""","*","*",19,65,0,362,461
,,"Highcrest School","=""1591111""","*",22,"*",41,0,357,442
,,"Samuel B. Webb Elementary School","=""1591211""","*","*",32,43,0,360,449
,,"Silas Deane Middle School","=""1595211""","*","*",39,67,0,441,564
,,"Wethersfield High School","=""1596111""","*","*",60,151,0,969,1212
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",0,54,11,19,0,931,1015
,,"Miller-Driscoll School","=""1610511""","*",43,"*",11,0,480,536
,,"Cider Mill School","=""1610711""",0,64,6,25,0,951,1046
,,"Ina E. Driscoll School","=""1610611""",0,31,7,10,0,462,510
,,"Wilton High School","=""1616111""",0,47,17,24,0,1168,1256
"Winchester School District","=""1620011""","ABLE","=""1629011""","*",0,0,0,0,"*",7
,,"Batcheller Early Education Center","=""1620411""",11,6,10,18,0,283,328
,,"Bridges 2","=""1629111""","*",0,0,0,0,"*","*"
,,"Mary P. Hinsdale School","=""1620211""","*","*",19,30,0,314,372
,,"Pearson School","=""1625111""",0,"*","*",36,0,288,341
,,"Joy D. Rice School","=""1626111""",0,0,"*",0,0,"*",11
"Windham School District","=""1630011""","Early Headstart","=""1638011""","*","*","*",59,0,29,97
,,"Eastern Regional Academy/Windham","=""1639011""","*",0,"*",37,0,14,56
,,"Natchaug School","=""1630111""",7,7,19,201,0,76,310
,,"North Windham School","=""1630311""","*","*",37,234,0,163,445
,,"W. B. Sweeney School","=""1630611""","*","*",30,226,0,78,342
,,"Windham Center School","=""1630511""","*","*","*",150,0,100,259
,,"Windham Early Childhood Center","=""1638311""","*","*",8,119,0,45,177
,,"Windham High School","=""1636111""","*","*",55,510,0,406,986
,,"Windham Middle School","=""1635111""","*","*",50,597,0,294,960
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""","*",41,40,"*",0,302,410
,,"South Elementary School","=""1650411""","*","*",43,33,0,327,429
,,"Windsor Locks High School","=""1656111""",0,39,38,23,0,484,584
,,"Windsor Locks Middle School","=""1655111""",0,24,33,23,0,325,405
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","*","*",242,59,0,76,396
,,"Oliver Ellsworth School","=""1640911""","*","*",208,50,0,169,450
,,"Poquonock Elementary School","=""1640511""","*","*",114,25,0,149,313
,,"Sage Park Middle School","=""1645311""","*","*",492,103,0,284,921
,,"Windsor High School","=""1646111""",8,60,767,145,0,492,1472
,,"Clover Street School","=""1640111""",0,19,155,35,0,72,281
,,"Roger Wolcott Early Child Center","=""1641011""",0,21,99,37,0,100,257
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","*","*",21,28,0,854,916
,,"Alcott School","=""1660611""",0,7,6,20,0,361,394
,,"Frisbie School","=""1660211""",0,"*","*",21,0,355,394
,,"Tyrrell Middle School","=""1665111""",0,9,13,24,0,712,758
,,"Wakelee School","=""1660511""",0,11,11,15,0,419,456
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""","*",43,"*",18,0,391,467
,,"Beecher Road Primary School","=""1670111""","*",40,"*",11,0,258,319
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","*",12,"*",19,0,459,496
,,"Woodstock Middle School","=""1695111""",10,"*","*",19,0,413,448
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",0,11,"*","*",0,327,347
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",0,"*","*","*",0,320,328
,,"Shared Services Integrated Preschool","=""0058011""",0,0,0,0,0,30,30
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",0,9,"*","*",0,322,341
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",0,"*",82,47,0,"*",152
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",0,"*","*",6,0,116,129
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,13,"*","*",0,350,377
,,"Samuel Staples Elementary School","=""0460111""",0,30,8,30,0,733,801
"EdAdvance","=""2420014""","B.E.A.M Elementary School","=""2429014""",0,"*",6,"*",0,15,23
,,"EdAdvance Headstart","=""2428014""",0,"*","*",45,0,100,156
"Elm City College Preparatory School","=""2810013""","Elm City College Preparatory School","=""2810113""",0,"*",373,94,0,"*",476
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",0,9,"*","*",0,490,507
,,"Hebron Elementary School","=""0670111""",0,"*","*",10,0,676,697
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",0,"*",251,19,0,"*",277
"Kent School District","=""0680011""","Kent Center School","=""0680111""",0,12,6,18,0,221,257
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",0,25,11,21,0,603,660
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,"*",0,"*",0,342,347
,,"New Hartford Elementary School","=""0920211""",0,0,"*",0,0,"*",106
,,"Bakerville Consolidated School","=""0920111""",0,0,0,"*",0,"*",160
,,"Bridges I","=""0929011""",0,0,0,0,0,"*","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",0,"*","*","*",0,155,164
,,"IEP Program","=""0989011""",0,"*",0,"*",0,"*","*"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",0,"*",136,64,0,"*",206
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",0,13,10,11,0,506,540
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",0,"*","*","*",0,202,211
,,"Wamogo Regional High School","=""2066112""",0,"*",6,"*",0,559,573
,,"Warren Elementary School","=""2060312""",0,"*","*","*",0,101,108
,,"Goshen Center School","=""2060112""",0,0,"*","*",0,215,218
,,"Stepping Stones Preschool Program","=""2068012""",0,0,"*",0,0,"*",14
"Regional School District 07","=""2070012""","Links","=""2079212""",0,"*",0,0,0,"*",23
,,"Northwestern Regional High School","=""2076112""",0,"*","*","*",0,739,748
,,"Northwestern Regional Middle School","=""2075112""",0,"*","*","*",0,343,351
,,"AIM","=""2079112""",0,0,"*","*",0,"*",7
,,"FLEX","=""2079012""",0,0,0,0,0,6,6
,,"STEP","=""2079312""",0,0,0,0,0,15,15
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",0,"*",11,"*",0,283,307
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",0,"*",6,"*",0,207,219
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",0,23,76,72,0,59,230
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",0,"*",12,"*",0,404,427
,,"Somers Elementary School","=""1290411""",0,11,18,15,0,685,729
,,"Somers High School","=""1296111""",0,8,10,9,0,540,567
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",0,"*","*","*",0,379,387
,,"Thomaston Center School","=""1400211""",0,"*","*","*",0,285,294
,,"Thomaston High School","=""1406211""",0,"*","*",10,0,567,585
"Unified School District #2","=""3470015""","Albert J. Solnit - South Campus","=""3470315""",0,"*",22,"*",0,23,67
,,"Albert J. Solnit Children's Center - North Campus","=""3470115""",0,0,19,10,0,10,39
,,"High Meadows","=""3476515""",0,0,10,11,0,9,30
,,"Walter G. Cady School","=""3476715""",0,0,48,26,0,16,90
"Willington School District","=""1600011""","Center School","=""1600111""",0,"*","*",13,0,223,248
,,"Hall Memorial School","=""1605111""",0,"*","*",13,0,324,351
"Achievement First Bridgeport Academy District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",0,0,50,"*",0,"*",85
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",0,0,361,8,0,0,369
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",0,0,300,53,0,9,362
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",0,0,"*","*",0,339,359
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",0,0,89,32,0,10,131
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",0,0,177,77,0,6,260
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",0,0,102,"*",0,"*",150
