"Student Counts by School and Race"
"All Districts, All Schools"
"2022-23"

"",,,,"Race",,,,,,,
,,"Roaring Brook School","=""0040311""","*",76,24,32,"*",28,319,483
,,"Thompson Brook School","=""0040511""","*",97,20,33,0,"*",288,456
,,"Avon Early Learning Center at Roaring Brook School","=""0040111""",0,7,"*",7,"*","*",33,57
,,"Avon High School","=""0046111""",0,182,55,79,0,38,569,923
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","*",34,"*",107,0,25,671,858
,,"Emma Hart Willard School","=""0070411""","*",18,18,50,"*",14,335,437
,,"Catherine M. McGee Middle School","=""0075111""",0,26,10,74,0,18,454,582
,,"Mary E. Griswold School","=""0070511""",0,11,"*",63,"*",15,429,528
,,"Richard D. Hubbard School","=""0070111""",0,17,"*",32,0,"*",162,227
,,"Central Connecticut Transition Academy","=""0070311""",0,0,"*","*",0,"*",20,26
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","*",36,10,37,0,"*",338,429
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","*",19,13,72,"*",14,164,287
,,"Bethel High School","=""0096111""","*",75,41,250,"*",23,661,1063
,,"Bethel Middle School","=""0095111""","*",48,29,194,"*",33,445,764
,,"Frank A. Berry School","=""0090111""","*",35,18,97,"*",17,214,388
,,"Ralph M. T. Johnson School","=""0090511""","*",60,38,180,"*",31,358,682
,,"Community Partnership Program","=""0090211""",0,"*","*","*",0,0,7,10
,,"TASK","=""0090311""",0,0,"*","*",0,0,9,12
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","*","*",424,69,"*",13,12,525
,,"Carmen Arace Intermediate School","=""0110711""","*",9,162,30,0,8,"*",215
,,"Global Experience Magnet School","=""0116311""","*","*",82,66,"*",18,25,195
,,"Laurel Literacy Academy","=""0110611""","*",8,201,63,"*",15,18,307
,,"Carmen Arace Middle School","=""0115211""",0,"*",193,35,0,"*",9,246
,,"Metacomet School","=""0110511""",0,"*",162,34,0,10,"*",218
,,"Wintonbury Early Childhood Magnet School","=""0110811""",0,18,134,41,0,15,102,310
,,"Steps to Success","=""0110111""",0,0,11,"*",0,"*",0,14
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","*",0,363,68,0,8,"*",444
"Branford School District","=""0140011""","Branford High School","=""0146111""","*",55,42,125,0,"*",559,818
,,"Francis Walsh Intermediate School","=""0145111""","*",45,32,112,0,"*",547,767
,,"Indian Neck School","=""0148011""","*","*","*",10,0,"*",26,43
,,"John B. Sliney School","=""0141611""",0,"*","*",48,0,28,182,275
,,"Mary R. Tisko School","=""0141511""",0,"*",6,39,"*",18,286,352
,,"Mary T. Murphy School","=""0141411""",0,55,17,78,0,25,191,366
,,"Access Transition Program","=""0140311""",0,0,0,"*",0,"*","*",8
,,"Branford High School Atlas Program","=""0140211""",0,0,0,"*",0,0,"*",15
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences Magnet High School","=""0150811""","*",12,77,166,0,"*",41,307
,,"Barnum School","=""0150111""","*","*",147,383,0,"*",40,580
,,"Bassick High School","=""0156111""","*","*",338,597,0,14,49,1009
,,"Beardsley School","=""0150211""","*","*",108,165,"*",14,16,307
,,"Biotechnology, Research & Zoological Studies Magnet High School","=""0150611""","*",28,118,193,"*",8,43,392
,,"Blackham School","=""0154011""","*",23,232,650,"*",23,127,1068
,,"Bridgeport Military Academy","=""0151611""","*","*",74,197,"*","*",31,308
,,"Bryant School","=""0150411""","*",6,100,170,0,"*",26,311
,,"Central High School","=""0156211""","*",56,523,904,"*",20,166,1677
,,"Cesar Batalla School","=""0151411""","*",11,193,774,"*",8,62,1054
,,"Classical Studies Academy","=""0152111""","*",10,187,159,"*",10,24,396
,,"Columbus School","=""0150511""","*",0,111,375,0,"*",41,542
,,"Geraldine Johnson School","=""0153211""",6,18,189,530,0,21,42,806
,,"Hallen School","=""0151211""","*","*",115,111,0,11,18,261
,,"High Horizons Magnet School","=""0154511""","*","*",146,201,0,9,47,414
,,"Interdistrict Discovery Magnet School","=""0153711""","*",20,131,206,0,"*",109,482
,,"James J. Curiale School","=""0154211""","*",21,168,286,"*",15,31,523
,,"Jettie S. Tisdale School","=""0152211""","*",8,238,280,"*","*",37,567
,,"John Winthrop School","=""0153611""","*",26,125,340,"*",17,89,600
,,"Luis Munoz Marin School","=""0151011""","*","*",133,541,0,10,35,724
,,"Madison School","=""0152011""","*","*",101,246,0,16,57,427
,,"Multicultural Magnet School","=""0154611""",18,"*",32,266,0,"*",69,396
,,"Park City Magnet School","=""0151711""","*",17,183,221,0,"*",49,488
,,"Paul Laurence Dunbar School","=""0154111""","*","*",141,193,0,10,17,368
,,"Read School","=""0152511""","*",6,231,438,"*",6,44,730
,,"Roosevelt School","=""0152611""","*",14,137,261,0,"*",41,466
,,"Thomas Hooker School","=""0151311""","*",0,83,145,"*",9,23,262
,,"Waltersville School","=""0153011""","*",0,144,276,0,"*",22,451
,,"Warren Harding High School","=""0156311""","*",11,381,639,"*",16,58,1109
,,"A.B. Skane Center","=""0154411""",0,"*",72,87,"*","*",18,187
,,"Black Rock School","=""0150311""",0,8,53,261,"*","*",119,445
,,"Edison School","=""0150711""",0,"*",62,93,"*",9,15,184
,,"Geraldine Claytor Magnet Academy","=""0153111""",0,"*",149,216,0,"*",20,395
,,"Hall School","=""0151111""",0,"*",82,79,0,"*",11,183
,,"Information Technology & Software Engineering Magnet High School","=""0151511""",0,26,93,207,0,10,56,392
,,"The Transition Academy","=""0152811""",0,"*",15,15,0,"*","*",34
,,"Wilbur Cross School","=""0153911""",0,"*",118,163,0,"*",15,301
,,"Bridgeport Learning Center","=""0159011""",0,0,25,"*",0,0,"*",48
"Bristol School District","=""0170011""","Bristol Arts and Innovation Magnet School","=""0174011""","*","*",26,92,0,21,103,256
,,"Bristol Eastern High School","=""0176211""","*",60,94,321,0,"*",586,1113
,,"Greene-Hills School","=""0170511""","*","*",60,307,0,49,377,824
,,"South Side School","=""0171111""","*","*",30,198,0,18,224,480
,,"Edgewood School","=""0170311""",0,10,10,99,0,20,112,251
,,"Bristol Central High School","=""0176111""",0,27,86,479,0,60,594,1246
,,"Bristol Preparatory Academy","=""0173311""",0,"*",6,26,0,"*",25,60
,,"Chippens Hill Middle School","=""0175111""",0,"*",59,216,"*",20,265,580
,,"Chippens Hill Middle School EXCEL","=""0171011""",0,"*",0,6,0,"*","*",11
,,"EXCEL - MS","=""0171611""",0,"*","*","*",0,0,"*",6
,,"Edgewood Pre-K Academy","=""0170411""",0,"*","*",40,0,11,55,112
,,"Ellen P. Hubbell School","=""0171411""",0,9,32,161,0,24,126,352
,,"Ivy Drive School","=""0171911""",0,"*",31,109,"*",26,183,358
,,"LEAD","=""0173711""",0,"*","*",9,0,"*",11,28
,,"Mountain View School","=""0171711""",0,20,22,101,0,31,157,331
,,"Northeast Middle School","=""0175211""",0,13,26,81,0,16,200,336
,,"Stafford School","=""0171211""",0,7,25,162,0,17,135,346
,,"West Bristol School","=""0172011""",0,21,64,338,0,56,340,819
,,"Breakthrough","=""0172611""",0,0,"*",8,0,"*",10,24
,,"CHMS Learning Center","=""0173411""",0,0,"*","*",0,0,"*",6
,,"Destinations Academy","=""0179011""",0,0,"*",7,0,0,"*",14
,,"Destinations Attendance Recovery","=""0174111""",0,0,"*","*",0,0,12,21
,,"Mountain View School EXCEL","=""0172311""",0,0,"*","*",0,"*","*",10
,,"Stafford LEAD","=""0173211""",0,0,"*",7,0,0,"*",9
,,"ACCESS","=""0170211""",0,0,0,6,0,0,6,12
,,"Chippens Hilll Middle School Extended Resource","=""0170811""",0,0,0,"*",0,"*",0,6
,,"Community/Vocational Program","=""0179211""",0,0,0,"*",0,"*",15,21
,,"Greene Hills Extended Resource","=""0173811""",0,0,0,"*",0,0,"*",7
,,"LEAD Pre-K","=""0172911""",0,0,0,"*",0,"*",8,19
,,"Northeast Middle School Learning Center","=""0172811""",0,0,0,"*",0,0,"*","*"
,,"Ivy Drive Extended Resource","=""0172211""",0,0,0,0,0,0,"*","*"
,,"South Side Extended Resource","=""0173011""",0,0,0,0,0,0,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","*",71,28,123,"*","*",639,871
,,"Center Elementary School","=""0180311""","*",23,13,87,0,"*",243,370
,,"Huckleberry Hill Elementary School","=""0180411""",8,40,13,63,0,11,392,527
,,"Whisconier Middle School","=""0185311""","*",55,20,124,"*",12,564,782
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","*",12,"*",64,0,23,423,532
,,"Brooklyn Middle School","=""0195111""",0,7,8,37,0,22,284,358
"Capital Preparatory Harbor School District","=""2970013""","Capital Preparatory Harbor School","=""2970113""","*","*",518,240,"*","*","*",772
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","*",65,250,325,"*",22,102,768
,,"Academy of Aerospace and Engineering Elementary","=""2410714""","*",79,145,222,"*",33,97,578
,,"Academy of Computer Science and Engineering","=""2415214""","*","*",148,255,0,19,65,496
,,"Academy of Computer Science and Engineering Middle School","=""2415014""","*",19,188,323,"*",39,70,642
,,"Academy of International Studies Elementary School","=""2410414""","*",71,172,191,0,"*",30,494
,,"Academy of Science and Innovation","=""2416514""","*","*",175,378,0,41,131,756
,,"Glastonbury/East Hartford Magnet School","=""2410114""","*",47,137,219,0,"*",59,495
,,"Museum Academy","=""2410514""","*","*",244,152,0,37,71,513
,,"University of Hartford Magnet School","=""2410214""","*","*",252,133,0,39,71,510
,,"Academy of International Studies 6-12","=""2416114""",0,"*",369,217,"*",42,61,709
,,"Ana Grace Academy of the Arts","=""2410614""",0,"*",266,400,"*",60,129,863
,,"Discovery Academy","=""2418114""",0,28,81,265,0,23,123,520
,,"Greater Hartford Academy of the Arts High School - Full Day","=""2416414""",0,"*",93,211,0,"*",94,424
,,"Montessori Magnet School","=""2413114""",0,15,44,219,0,17,53,348
,,"Reggio Magnet School of the Arts","=""2410314""",0,10,135,197,0,40,132,514
,,"River Street School","=""2419314""",0,"*",18,32,0,"*",51,113
,,"River Street School Birken Campus","=""2419514""",0,"*",8,11,0,"*",18,43
,,"CREC Impact Academy","=""2411914""",0,0,23,32,0,"*","*",58
,,"Farmington Valley Regional Diagnostic Center","=""2419214""",0,0,"*","*",0,0,15,19
,,"John J. Allison Polaris Center","=""2419014""",0,0,14,24,0,0,10,48
,,"River Street School Early Learning Center","=""2411414""",0,0,"*","*",0,"*","*",10
,,"STRIVE - Southern Transition Real-World and Independent Voc Ed","=""2419714""",0,0,"*","*",0,0,13,16
,,"Capitol Region Transition Academy","=""2412014""",0,0,0,"*",0,0,0,"*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","*",139,48,100,0,"*",929,1239
,,"Chapman School","=""0250111""",0,16,8,29,0,13,293,359
,,"Cheshire Community Life","=""0251211""",0,"*",0,0,0,0,"*","*"
,,"Darcey School","=""0250211""",0,19,7,18,0,6,99,149
,,"Dodd Middle School","=""0255111""",0,63,29,46,0,20,464,622
,,"Doolittle School","=""0250611""",0,37,"*",47,"*",33,382,518
,,"Highland School","=""0250411""",0,76,17,92,0,28,605,818
,,"Highland School Autism Program","=""0250711""",0,"*","*","*",0,"*",12,20
,,"Norton School","=""0250511""",0,40,16,33,0,12,328,429
,,"QU College Life","=""0251011""",0,"*",0,"*",0,0,"*",6
,,"Doolittle Bridges Program","=""0251111""",0,0,"*",0,0,0,"*","*"
,,"Cheshire Quinnipiac University Transition Collaborative","=""0250311""",0,0,0,"*",0,0,"*",7
,,"Humiston Alternative School","=""0250911""",0,0,0,"*",0,"*",18,23
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","*",10,"*",111,0,7,286,418
,,"The Morgan School","=""0276111""","*",23,"*",94,0,6,395,524
,,"Lewin G. Joel Jr. School","=""0270311""",0,17,"*",128,0,"*",384,549
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","*",6,9,65,"*",29,518,630
,,"Bacon Academy","=""0286111""",0,17,"*",58,"*",38,542,672
,,"Jack Jackter Intermediate School","=""0280211""",0,"*","*",39,0,21,374,444
,,"William J. Johnston Middle School","=""0285111""",0,17,12,38,0,22,388,477
,,"East of the River Transition Academy","=""0280711""",0,0,"*",0,0,0,"*",6
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","*","*","*",49,0,17,388,462
"Connecticut Technical Education and Career System","=""9000016""","A. I. Prince Technical High School","=""9001516""","*","*",227,442,0,36,44,757
,,"E. C. Goodwin Technical High School","=""9001916""","*",0,54,386,"*",27,178,647
,,"Ella T. Grasso Technical High School","=""9002716""",8,"*",41,252,"*",73,274,654
,,"Emmett O'Brien Technical High School","=""9002516""","*","*",52,201,0,36,328,627
,,"H. C. Wilcox Technical High School","=""9001716""","*","*",40,351,0,38,324,761
,,"H. H. Ellis Technical High School","=""9001316""","*","*",9,78,0,21,553,668
,,"J. M. Wright Technical High School","=""9002116""","*","*",74,278,0,7,64,429
,,"Norwich Technical High School","=""9002016""","*",6,37,149,"*",49,412,661
,,"Oliver Wolcott Technical High School","=""9002216""","*","*","*",108,0,36,465,618
,,"W. F. Kaynor Technical High School","=""9002316""","*",15,113,381,"*",38,234,791
,,"Bullard-Havens Technical High School","=""9001116""",0,6,205,554,0,25,20,810
,,"Eli Whitney Technical High School","=""9001416""",0,"*",212,351,0,"*",28,619
,,"Henry Abbott Technical High School","=""9001216""",0,"*",26,333,"*",38,294,702
,,"Howell Cheney Technical High School","=""9001616""",0,8,70,216,0,42,323,659
,,"Platt Technical High School","=""9002616""",0,6,134,334,0,42,271,787
,,"Vinal Technical High School","=""9001816""",0,"*",32,109,0,"*",353,529
,,"Windham Technical High School","=""9002416""",0,0,8,172,0,25,259,464
"Cooperative Educational Services","=""2430014""","Merit Academy","=""2439414""","*","*",15,36,0,8,48,110
,,"Oakview Middle/High School","=""2439214""","*","*",17,12,0,"*",15,50
,,"Oakview Primary School","=""2439114""",0,"*",12,19,"*","*",19,54
,,"Oakview Transition School","=""2430214""",0,"*",14,18,"*","*",15,54
,,"School Readiness","=""2438014""",0,"*",31,43,0,0,"*",83
,,"Six-Six Magnet School","=""2430114""",0,30,94,200,0,24,109,457
,,"RISE Transitional Program","=""2439314""",0,0,"*","*",0,0,12,14
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","*","*","*",40,0,13,327,389
,,"Coventry High School","=""0326111""","*","*","*",22,"*",13,360,404
,,"George Hersey Robertson School","=""0320411""","*","*",0,27,0,19,303,357
,,"Coventry Grammar School","=""0320211""",0,"*","*",27,0,13,324,375
,,"Coventry Academy","=""0320111""",0,0,0,6,0,0,12,18
,,"Hale Early Education Center","=""0320311""",0,0,0,"*",0,"*",95,107
,,"Coventry RISE Program","=""0320611""",0,0,0,0,0,0,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","*",37,54,59,"*",11,373,536
,,"Cromwell Middle School","=""0335111""",0,29,30,64,"*","*",338,483
,,"Edna C. Stevens School","=""0330211""",0,27,21,67,0,41,317,473
,,"Woodside Intermediate School","=""0330311""",0,19,21,63,0,29,299,431
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","*",48,54,661,0,"*",225,1026
,,"Danbury High School","=""0346111""","*",174,273,2110,"*",93,932,3590
,,"Ellsworth Avenue School","=""0341411""","*","*",19,361,0,15,54,466
,,"Hayestown Avenue School","=""0340211""","*",37,29,289,0,"*",70,449
,,"Mill Ridge Primary School","=""0340511""","*",22,54,160,0,"*",77,329
,,"Rogers Park Middle School","=""0345211""","*",27,73,636,0,"*",191,950
,,"Shelter Rock School","=""0341211""","*",43,40,361,0,"*",115,583
,,"South Street School","=""0341011""",6,22,14,280,0,16,48,386
,,"Stadley Rough School","=""0341611""","*","*",23,346,0,21,98,502
,,"Westside Middle School Academy","=""0340311""","*",42,43,376,0,"*",257,744
,,"Alternative Center For Excellence","=""0346211""",0,"*",7,44,0,"*",26,83
,,"DPS Early Childhood Center","=""0340111""",0,"*",8,49,0,"*","*",68
,,"DPS Early Childhood Center at Granville","=""0340411""",0,18,"*",97,0,"*",43,172
,,"Great Plain School","=""0341111""",0,18,11,131,0,13,76,249
,,"King Street Intermediate School","=""0341711""",0,12,33,227,0,12,105,389
,,"King Street Primary School","=""0341311""",0,10,19,258,0,14,89,390
,,"Morris Street School","=""0340611""",0,"*","*",299,0,16,45,376
,,"Park Avenue School","=""0340811""",0,22,17,480,"*","*",73,608
,,"Pembroke School","=""0341511""",0,28,28,217,0,18,75,366
,,"Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,31,35,157,0,24,104,351
,,"Western Connection","=""0340711""",0,0,"*","*",0,"*",9,13
"Darien School District","=""0350011""","Darien High School","=""0356111""","*",82,14,109,"*",36,1172,1415
,,"Hindley Elementary School","=""0350211""","*",37,"*",21,0,19,341,422
,,"Holmes Elementary School","=""0350711""",0,40,0,26,0,26,342,434
,,"Middlesex Middle School","=""0355111""",0,55,"*",73,"*",44,891,1068
,,"Ox Ridge Elementary School","=""0351311""",0,29,"*",39,0,"*",429,526
,,"Royle Elementary School","=""0350511""",0,"*","*",35,0,27,279,366
,,"Tokeneke Elementary School","=""0350611""",0,"*","*",29,0,38,350,447
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","*","*","*",22,"*","*",161,192
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","*",15,17,"*",0,12,145,201
,,"Allgrove School","=""0400111""",0,10,6,11,0,6,169,202
,,"East Granby High School","=""0406111""",0,23,31,15,0,9,180,258
,,"East Granby Middle School","=""0405111""",0,13,11,20,"*","*",141,195
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","*","*","*",31,0,13,284,337
,,"Nathan Hale-Ray High School","=""0416111""","*",6,"*",21,0,"*",230,262
,,"Nathan Hale-Ray Middle School","=""0415111""",0,"*",0,34,"*",10,329,378
,,"East of the River Transition Academy","=""0410311""",0,0,0,0,0,0,6,6
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","*","*","*",41,0,11,452,514
,,"Center School","=""0420311""",0,"*","*",23,0,9,224,265
,,"The Transition Academy","=""0420211""",0,0,0,0,0,0,"*","*"
,,"East Hampton Middle School","=""0425111""",0,7,6,27,0,19,374,433
,,"Memorial School","=""0420111""",0,"*","*",34,"*",22,477,544
,,"The Learning Center at East Hampton","=""0429011""",0,0,0,"*",0,0,"*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","*",11,93,188,"*",14,21,333
,,"Dr. John A. Langford School","=""0432211""","*",7,98,178,0,"*",28,320
,,"Dr. Thomas S. O'Connell School","=""0431011""","*","*",132,253,0,19,107,525
,,"Early Childhood Learning Center at Hockanum School","=""0430211""","*",13,109,148,0,"*",37,319
,,"East Hartford High School","=""0436211""","*",63,539,883,"*",59,147,1698
,,"East Hartford Middle School","=""0435111""","*",29,263,500,"*",32,63,890
,,"Governor William Pitkin School","=""0432011""","*",32,95,145,"*",18,46,340
,,"Robert J. O'Brien School","=""0431811""","*",11,113,186,"*",7,19,341
,,"Silver Lane School","=""0431211""","*","*",93,127,0,"*",7,233
,,"Woodland School","=""0439011""","*","*",49,69,0,8,14,142
,,"Anna E. Norris School","=""0430911""",0,7,52,175,0,10,26,270
,,"Connecticut IB Academy","=""0436311""",0,21,64,54,0,7,30,176
,,"Joseph O. Goodwin School","=""0430411""",0,29,91,167,0,11,46,344
,,"Sunset Ridge Middle School","=""0432411""",0,15,93,157,0,14,59,338
,,"Synergy Alternative Program","=""0436411""",0,"*",21,62,0,"*",12,97
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","*","*",12,75,0,16,224,333
,,"East Haven High School","=""0446111""","*",26,57,339,0,"*",409,849
,,"Grove J. Tuttle School","=""0441011""","*",9,18,133,0,"*",116,286
,,"Deer Run School","=""0440111""",0,8,15,88,0,16,110,237
,,"Dominick H. Ferrara School","=""0441311""",0,12,9,62,0,6,75,164
,,"Joseph Melillo Middle School","=""0445111""",0,22,31,225,0,14,224,516
,,"Momauguin School","=""0440711""",0,8,16,153,0,13,124,314
,,"Overbrook Early Learning Center","=""0441811""",0,"*",6,81,0,"*",59,157
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","*",85,14,74,"*",50,737,966
,,"East Lyme Middle School","=""0455111""","*",75,"*",78,0,48,502,715
,,"Integrated Preschool","=""0458011""","*","*",0,"*",0,"*",42,51
,,"Lillie B. Haynes School","=""0450411""","*",56,"*",45,0,19,226,362
,,"Niantic Center School","=""0450211""","*","*","*",19,0,12,172,211
,,"Abilities in Motion (AIM) Program","=""0450511""",0,"*",0,"*",0,"*",16,24
,,"Flanders School","=""0450111""",0,26,0,20,0,20,208,274
,,"Coastal Connections","=""0450611""",0,0,0,0,0,"*","*",10
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","*","*",46,76,0,20,173,324
,,"Broad Brook Elementary School","=""0470111""",0,49,42,94,0,41,202,428
,,"East Windsor High School","=""0476111""",0,"*",42,73,"*",8,127,257
,,"East Windsor Transition Program","=""0470411""",0,0,"*","*",0,"*","*",10
"EdAdvance","=""2420014""","B.E.A.M Elementary School","=""2429014""","*",0,0,"*",0,0,7,10
,,"ACCESS Middle and High School","=""2420714""",0,"*","*","*",0,0,9,15
,,"EdAdvance Headstart","=""2428014""",0,"*","*",79,0,8,67,166
,,"Steps Middle and High School","=""2420114""",0,"*","*",9,0,"*",16,34
,,"Steps-Expelled Student","=""2420314""",0,0,"*","*",0,"*",6,13
,,"UPP @ POST","=""2420514""",0,0,"*","*",0,0,24,29
,,"Partnership Learning Academy","=""2420614""",0,0,0,"*",0,"*",6,9
,,"ACCESS HS- Expelled Student","=""2420414""",0,0,0,0,0,"*",0,"*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","*",158,32,58,0,"*",371,644
,,"Center School","=""0480111""",0,12,20,38,0,17,379,466
,,"BASES - Behavioral, Academic, Social and Emotional Support Program","=""0480811""",0,"*","*","*",0,"*",10,20
,,"Crystal Lake School","=""0480211""",0,14,13,23,0,12,245,307
,,"ECLIPSE - Ellington Continuing Life Independence Post-Secondary Education","=""0480411""",0,"*","*",0,0,"*","*",9
,,"Ellington High School","=""0486111""",0,70,25,48,0,25,569,737
,,"Ellington Middle School","=""0485111""",0,45,14,27,0,9,303,398
,,"TEPSEP - The Ellington Public Schools Expulsion Program","=""0480511""",0,0,0,"*",0,0,"*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","*","*",497,250,0,16,18,783
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","*",46,106,286,"*",69,979,1490
,,"Hazardville Memorial School","=""0490411""","*",0,"*",92,0,28,204,329
,,"John F. Kennedy Middle School","=""0495211""","*",26,78,218,"*",46,723,1096
,,"Eli Whitney School","=""0491611""",0,"*",17,88,0,"*",212,339
,,"EPS PK STEAM Academy","=""0491011""",0,"*",12,15,0,"*",25,60
,,"Edgar H. Parkman School","=""0491311""",0,"*","*",55,0,21,178,269
,,"Enfield Alternative Education Program","=""0492311""",0,"*","*","*",0,6,8,21
,,"Enfield High - Adaptive Learning Program (ALP)","=""0490111""",0,"*",0,"*",0,0,"*",9
,,"Enfield Street School","=""0490211""",0,"*","*",58,0,31,176,285
,,"Enfield Transitional Learning Academy","=""0499011""",0,"*","*","*",0,0,20,25
,,"Head Start Program","=""0498011""",0,"*","*",36,0,17,41,100
,,"Henry Barnard - DLP","=""0490311""",0,"*",9,6,0,"*",19,37
,,"Henry Barnard School","=""0491811""",0,11,20,97,0,30,207,365
,,"Prudence Crandall School","=""0491511""",0,"*",30,67,"*",18,209,341
,,"SELC Integrated Pre-Kindergarten","=""0492211""",0,6,"*",12,0,"*",42,69
,,"Eagle Academy - Elementary","=""0492611""",0,0,"*","*",0,0,"*","*"
,,"Eagle Academy - High","=""0492411""",0,0,"*","*",0,0,6,8
,,"Eli Whitney - Educational Counseling Program (ECP)","=""0492711""",0,0,"*","*",0,0,0,"*"
,,"John F. Kennedy - Adaptive Learning Program (ALP)","=""0490911""",0,0,"*","*",0,0,12,21
,,"Eagle Academy - Middle","=""0492511""",0,0,0,"*",0,0,"*",10
,,"Edgar H. Parkman - Adaptive Learning","=""0490511""",0,0,0,"*",0,0,"*",6
,,"Eli Whitney - Adaptive Learning (IAL)","=""0491411""",0,0,0,"*",0,"*","*","*"
,,"Prudence Crandall - SOAR","=""0490711""",0,0,0,"*",0,0,"*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","*",23,"*",36,0,32,251,352
,,"Fairfield Ludlowe High School","=""0516011""","*",90,"*",138,0,61,1177,1498
,,"Jennings School","=""0511711""","*",16,"*",33,0,19,190,262
,,"McKinley School","=""0510611""","*",44,35,139,"*",17,195,433
,,"Mill Hill School","=""0510711""","*",22,"*",31,0,24,323,404
,,"Dwight Elementary School","=""0510111""",0,9,6,11,0,17,202,245
,,"Early Childhood Center","=""0518011""",0,13,"*",16,0,"*",64,103
,,"Early Childhood Center at Stratfield","=""0510811""",0,"*","*",13,0,"*",23,45
,,"Fairfield School/Community Partnership","=""0510511""",0,"*",0,"*",0,0,19,22
,,"Fairfield Warde High School","=""0516211""",0,102,49,243,0,62,962,1418
,,"Fairfield Woods Middle School","=""0515211""",0,63,24,117,0,35,504,743
,,"Holland Hill School","=""0510411""",0,28,15,73,0,32,226,374
,,"North Stratfield School","=""0511611""",0,22,10,46,0,20,313,411
