town_code,district_code,town,fiscal_year,entitlement,alliance_portion,education_diversity_portion,non_alliance_portion
28,28,COLCHESTER,2013,13723859,0.0,,13723859.0
29,29,COLEBROOK,2013,506256,0.0,,506256.0
30,30,COLUMBIA,2013,2563631,0.0,,2563631.0
31,31,CORNWALL,2013,85322,0.0,,85322.0
32,32,COVENTRY,2013,8918028,0.0,,8918028.0
33,33,CROMWELL,2013,4423837,0.0,,4423837.0
34,34,DANBURY,2013,24554515,1696559.0,,22857956.0
35,35,DARIEN,2013,1616006,0.0,,1616006.0
36,36,DEEP RIVER,2013,1711882,0.0,,1711882.0
37,37,DERBY,2013,7146221,280532.0,,6865689.0
38,38,DURHAM,2013,3986743,0.0,,3986743.0
39,39,EASTFORD,2013,1116844,0.0,,1116844.0
40,40,EAST GRANBY,2013,1349822,0.0,,1349822.0
41,41,EAST HADDAM,2013,3765035,0.0,,3765035.0
42,42,EAST HAMPTON,2013,7665929,0.0,,7665929.0
43,43,EAST HARTFORD,2013,43425561,1714744.0,,41710817.0
44,44,EAST HAVEN,2013,19253992,489867.0,,18764125.0
45,45,EAST LYME,2013,7132157,0.0,,7132157.0
46,46,EASTON,2013,593868,0.0,,593868.0
47,47,EAST WINDSOR,2013,5650470,168335.0,,5482135.0
48,48,ELLINGTON,2013,9649604,0.0,,9649604.0
49,49,ENFIELD,2013,28810492,0.0,,28810492.0
50,50,ESSEX,2013,389697,0.0,,389697.0
51,51,FAIRFIELD,2013,3590008,0.0,,3590008.0
52,52,FARMINGTON,2013,1611013,0.0,,1611013.0
53,53,FRANKLIN,2013,948235,0.0,,948235.0
54,54,GLASTONBURY,2013,6415031,0.0,,6415031.0
55,55,GOSHEN,2013,218188,0.0,,218188.0
56,56,GRANBY,2013,5477633,0.0,,5477633.0
57,57,GREENWICH,2013,3418642,0.0,,3418642.0
58,58,GRISWOLD,2013,10878817,0.0,,10878817.0
59,59,GROTON,2013,25625179,0.0,,25625179.0
60,60,GUILFORD,2013,3058981,0.0,,3058981.0
61,61,HADDAM,2013,1776625,0.0,,1776625.0
62,62,HAMDEN,2013,23913747,882986.0,,23030761.0
63,63,HAMPTON,2013,1339928,0.0,,1339928.0
64,64,HARTFORD,2013,192783001,4808111.0,,187974890.0
65,65,HARTLAND,2013,1358660,0.0,,1358660.0
66,66,HARWINTON,2013,2760313,0.0,,2760313.0
67,67,HEBRON,2013,6969354,0.0,,6969354.0
68,68,KENT,2013,167342,0.0,,167342.0
69,69,KILLINGLY,2013,15625767,380134.0,,15245633.0
70,70,KILLINGWORTH,2013,2237730,0.0,,2237730.0
71,71,LEBANON,2013,5523871,0.0,,5523871.0
72,72,LEDYARD,2013,12141501,0.0,,12141501.0
73,73,LISBON,2013,3927193,0.0,,3927193.0
74,74,LITCHFIELD,2013,1508386,0.0,,1508386.0
75,75,LYME,2013,145556,0.0,,145556.0
76,76,MADISON,2013,1576061,0.0,,1576061.0
77,77,MANCHESTER,2013,31962679,1343579.0,,30619100.0
78,78,MANSFIELD,2013,10156014,0.0,,10156014.0
79,79,MARLBOROUGH,2013,3171682,0.0,,3171682.0
80,80,MERIDEN,2013,55561122,1777411.0,,53783711.0
81,81,MIDDLEBURY,2013,714234,0.0,,714234.0
82,82,MIDDLEFIELD,2013,2132776,0.0,,2132776.0
83,83,MIDDLETOWN,2013,17449023,796637.0,,16652386.0
84,84,MILFORD,2013,11048292,0.0,,11048292.0
85,85,MONROE,2013,6592969,0.0,,6592969.0
86,86,MONTVILLE,2013,12715670,0.0,,12715670.0
87,87,MORRIS,2013,657975,0.0,,657975.0
88,88,NAUGATUCK,2013,29846550,635149.0,,29211401.0
89,89,NEW BRITAIN,2013,76583631,2654335.0,,73929296.0
90,90,NEW CANAAN,2013,1495604,0.0,,1495604.0
91,91,NEW FAIRFIELD,2013,4451451,0.0,,4451451.0
92,92,NEW HARTFORD,2013,3167099,0.0,,3167099.0
93,93,NEW HAVEN,2013,146351428,3841903.0,,142509525.0
94,94,NEWINGTON,2013,12895927,0.0,,12895927.0
95,95,NEW LONDON,2013,23749566,809001.0,,22940565.0
96,96,NEW MILFORD,2013,12080862,0.0,,12080862.0
97,97,NEWTOWN,2013,4338374,0.0,,4338374.0
98,98,NORFOLK,2013,381414,0.0,,381414.0
99,99,NORTH BRANFORD,2013,8225632,0.0,,8225632.0
100,100,NORTH CANAAN,2013,2091544,0.0,,2091544.0
101,101,NORTH HAVEN,2013,3295851,0.0,,3295851.0
102,102,NORTH STONINGTON,2013,2906538,0.0,,2906538.0
103,103,NORWALK,2013,10672607,577476.0,,10095131.0
104,104,NORWICH,2013,33341525,1024982.0,,32316543.0
105,105,OLD LYME,2013,605586,0.0,,605586.0
106,106,OLD SAYBROOK,2013,652677,0.0,,652677.0
107,107,ORANGE,2013,1107407,0.0,,1107407.0
108,108,OXFORD,2013,4667270,0.0,,4667270.0
109,109,PLAINFIELD,2013,15560284,0.0,,15560284.0
110,110,PLAINVILLE,2013,10346140,0.0,,10346140.0
111,111,PLYMOUTH,2013,9876832,0.0,,9876832.0
112,112,POMFRET,2013,3130001,0.0,,3130001.0
113,113,PORTLAND,2013,4347783,0.0,,4347783.0
114,114,PRESTON,2013,3077693,0.0,,3077693.0
115,115,PROSPECT,2013,5377654,0.0,,5377654.0
116,116,PUTNAM,2013,8251714,179863.0,,8071851.0
117,117,REDDING,2013,687733,0.0,,687733.0
118,118,RIDGEFIELD,2013,2063814,0.0,,2063814.0
119,119,ROCKY HILL,2013,3481162,0.0,,3481162.0
120,120,ROXBURY,2013,158114,0.0,,158114.0
121,121,SALEM,2013,3114216,0.0,,3114216.0
122,122,SALISBURY,2013,187266,0.0,,187266.0
123,123,SCOTLAND,2013,1450305,0.0,,1450305.0
124,124,SEYMOUR,2013,10004094,0.0,,10004094.0
125,125,SHARON,2013,145798,0.0,,145798.0
126,126,SHELTON,2013,5146279,0.0,,5146279.0
127,127,SHERMAN,2013,244327,0.0,,244327.0
128,128,SIMSBURY,2013,5513204,0.0,,5513204.0
129,129,SOMERS,2013,5975301,0.0,,5975301.0
130,130,SOUTHBURY,2013,2518902,0.0,,2518902.0
131,131,SOUTHINGTON,2013,20191195,0.0,,20191195.0
132,132,SOUTH WINDSOR,2013,13017444,0.0,,13017444.0
133,133,SPRAGUE,2013,2632445,0.0,,2632445.0
134,134,STAFFORD,2013,9930162,0.0,,9930162.0
135,135,STAMFORD,2013,8899110,920233.0,,7978877.0
136,136,STERLING,2013,3211166,0.0,,3211166.0
137,137,STONINGTON,2013,2079926,0.0,,2079926.0
138,138,STRATFORD,2013,21072199,0.0,,21072199.0
139,139,SUFFIELD,2013,6183966,0.0,,6183966.0
140,140,THOMASTON,2013,5712479,0.0,,5712479.0
141,141,THOMPSON,2013,7674408,0.0,,7674408.0
142,142,TOLLAND,2013,10866063,0.0,,10866063.0
143,143,TORRINGTON,2013,24402168,0.0,,24402168.0
144,144,TRUMBULL,2013,3195332,0.0,,3195332.0
145,145,UNION,2013,241460,0.0,,241460.0
146,146,VERNON,2013,18316776,671611.0,,17645165.0
147,147,VOLUNTOWN,2013,2550166,0.0,,2550166.0
148,148,WALLINGFORD,2013,21712580,0.0,,21712580.0
149,149,WARREN,2013,99777,0.0,,99777.0
150,150,WASHINGTON,2013,240147,0.0,,240147.0
151,151,WATERBURY,2013,118012691,4395509.0,,113617182.0
152,152,WATERFORD,2013,1485842,0.0,,1485842.0
153,153,WATERTOWN,2013,11886760,0.0,,11886760.0
154,154,WESTBROOK,2013,427677,0.0,,427677.0
155,155,WEST HARTFORD,2013,16996060,0.0,,16996060.0
156,156,WEST HAVEN,2013,42781151,1381848.0,,41399303.0
157,157,WESTON,2013,948564,0.0,,948564.0
158,158,WESTPORT,2013,1988255,0.0,,1988255.0
159,159,WETHERSFIELD,2013,8313255,0.0,,8313255.0
160,160,WILLINGTON,2013,3710213,0.0,,3710213.0
161,161,WILTON,2013,1557195,0.0,,1557195.0
162,162,WINCHESTER,2013,8031362,207371.0,,7823991.0
163,163,WINDHAM,2013,24933574,763857.0,,24169717.0
164,164,WINDSOR,2013,11854648,306985.0,,11547663.0
165,165,WINDSOR LOCKS,2013,4904674,252306.0,,4652368.0
166,166,WOLCOTT,2013,13685912,0.0,,13685912.0
167,167,WOODBRIDGE,2013,721370,0.0,,721370.0
168,168,WOODBURY,2013,895683,0.0,,895683.0
169,169,WOODSTOCK,2013,5453688,0.0,,5453688.0
1,1,ANDOVER,2014,2374179,0.0,,2374179.0
2,2,ANSONIA,2014,16106868,1075200.0,,15031668.0
3,3,ASHFORD,2014,3932659,0.0,,3932659.0
4,4,AVON,2014,1233025,0.0,,1233025.0
5,5,BARKHAMSTED,2014,1662194,0.0,,1662194.0
6,6,BEACON FALLS,2014,4120120,0.0,,4120120.0
7,7,BERLIN,2014,6297565,0.0,,6297565.0
8,8,BETHANY,2014,2047539,0.0,,2047539.0
9,9,BETHEL,2014,8236612,0.0,,8236612.0
10,10,BETHLEHEM,2014,1318800,0.0,,1318800.0
11,11,BLOOMFIELD,2014,5912407,502062.0,,5410345.0
12,12,BOLTON,2014,3042318,0.0,,3042318.0
13,13,BOZRAH,2014,1246760,0.0,,1246760.0
14,14,BRANFORD,2014,1867736,0.0,,1867736.0
15,15,BRIDGEPORT,2014,173724236,9528892.0,,164195344.0
16,16,BRIDGEWATER,2014,137292,0.0,,137292.0
17,17,BRISTOL,2014,44153337,2496023.0,,41657314.0
18,18,BROOKFIELD,2014,1545573,0.0,,1545573.0
19,19,BROOKLYN,2014,7074400,0.0,,7074400.0
20,20,BURLINGTON,2014,4376480,0.0,,4376480.0
21,21,CANAAN,2014,209258,0.0,,209258.0
22,22,CANTERBURY,2014,4754383,0.0,,4754383.0
23,23,CANTON,2014,3441275,0.0,,3441275.0
24,24,CHAPLIN,2014,1893336,0.0,,1893336.0
25,25,CHESHIRE,2014,9448555,0.0,,9448555.0
26,26,CHESTER,2014,670370,0.0,,670370.0
27,27,CLINTON,2014,6502667,0.0,,6502667.0
28,28,COLCHESTER,2014,13744786,0.0,,13744786.0
29,29,COLEBROOK,2014,507229,0.0,,507229.0
30,30,COLUMBIA,2014,2569178,0.0,,2569178.0
31,31,CORNWALL,2014,85322,0.0,,85322.0
32,32,COVENTRY,2014,8927536,0.0,,8927536.0
33,33,CROMWELL,2014,4463075,0.0,,4463075.0
34,34,DANBURY,2014,27294245,4436289.0,,22857956.0
35,35,DARIEN,2014,1616006,0.0,,1616006.0
36,36,DEEP RIVER,2014,1716525,0.0,,1716525.0
37,37,DERBY,2014,7535221,669532.0,,6865689.0
38,38,DURHAM,2014,3990500,0.0,,3990500.0
39,39,EASTFORD,2014,1116844,0.0,,1116844.0
40,40,EAST GRANBY,2014,1363675,0.0,,1363675.0
41,41,EAST HADDAM,2014,3772908,0.0,,3772908.0
42,42,EAST HAMPTON,2014,7678924,0.0,,7678924.0
43,43,EAST HARTFORD,2014,46063573,4352756.0,,41710817.0
44,44,EAST HAVEN,2014,19665083,900958.0,,18764125.0
45,45,EAST LYME,2014,7132867,0.0,,7132867.0
46,46,EASTON,2014,593868,0.0,,593868.0
47,47,EAST WINDSOR,2014,5701430,219295.0,,5482135.0
48,48,ELLINGTON,2014,9689955,0.0,,9689955.0
49,49,ENFIELD,2014,28901129,0.0,,28901129.0
50,50,ESSEX,2014,389697,0.0,,389697.0
51,51,FAIRFIELD,2014,3590008,0.0,,3590008.0
52,52,FARMINGTON,2014,1611013,0.0,,1611013.0
53,53,FRANKLIN,2014,948235,0.0,,948235.0
54,54,GLASTONBURY,2014,6491365,0.0,,6491365.0
55,55,GOSHEN,2014,218188,0.0,,218188.0
56,56,GRANBY,2014,5510322,0.0,,5510322.0
57,57,GREENWICH,2014,3418642,0.0,,3418642.0
58,58,GRISWOLD,2014,10899492,0.0,,10899492.0
59,59,GROTON,2014,25625179,0.0,,25625179.0
60,60,GUILFORD,2014,3058981,0.0,,3058981.0
61,61,HADDAM,2014,1802413,0.0,,1802413.0
62,62,HAMDEN,2014,25583020,2552259.0,,23030761.0
63,63,HAMPTON,2014,1339928,0.0,,1339928.0
64,64,HARTFORD,2014,196929178,8954288.0,,187974890.0
65,65,HARTLAND,2014,1358660,0.0,,1358660.0
66,66,HARWINTON,2014,2767961,0.0,,2767961.0
67,67,HEBRON,2014,6995307,0.0,,6995307.0
68,68,KENT,2014,167342,0.0,,167342.0
69,69,KILLINGLY,2014,15760281,514648.0,,15245633.0
70,70,KILLINGWORTH,2014,2241883,0.0,,2241883.0
71,71,LEBANON,2014,5523871,0.0,,5523871.0
72,72,LEDYARD,2014,12160738,0.0,,12160738.0
73,73,LISBON,2014,3927193,0.0,,3927193.0
74,74,LITCHFIELD,2014,1513186,0.0,,1513186.0
75,75,LYME,2014,145556,0.0,,145556.0
76,76,MADISON,2014,1576061,0.0,,1576061.0
77,77,MANCHESTER,2014,33211635,2592535.0,,30619100.0
78,78,MANSFIELD,2014,10168358,0.0,,10168358.0
79,79,MARLBOROUGH,2014,3188469,0.0,,3188469.0
80,80,MERIDEN,2014,57915330,4131619.0,,53783711.0
81,81,MIDDLEBURY,2014,725879,0.0,,725879.0
82,82,MIDDLEFIELD,2014,2138129,0.0,,2138129.0
83,83,MIDDLETOWN,2014,18617109,1964723.0,,16652386.0
84,84,MILFORD,2014,11233587,0.0,,11233587.0
85,85,MONROE,2014,6592969,0.0,,6592969.0
86,86,MONTVILLE,2014,12744864,0.0,,12744864.0
87,87,MORRIS,2014,657975,0.0,,657975.0
88,88,NAUGATUCK,2014,30372065,1160664.0,,29211401.0
89,89,NEW BRITAIN,2014,81027680,7098384.0,,73929296.0
90,90,NEW CANAAN,2014,1495604,0.0,,1495604.0
91,91,NEW FAIRFIELD,2014,4453833,0.0,,4453833.0
92,92,NEW HARTFORD,2014,3178553,0.0,,3178553.0
93,93,NEW HAVEN,2014,150438559,7929034.0,,142509525.0
94,94,NEWINGTON,2014,12969479,0.0,,12969479.0
95,95,NEW LONDON,2014,24820650,1880085.0,,22940565.0
96,96,NEW MILFORD,2014,12106565,0.0,,12106565.0
97,97,NEWTOWN,2014,4385990,0.0,,4385990.0
98,98,NORFOLK,2014,381414,0.0,,381414.0
99,99,NORTH BRANFORD,2014,8240664,0.0,,8240664.0
100,100,NORTH CANAAN,2014,2091544,0.0,,2091544.0
101,101,NORTH HAVEN,2014,3341384,0.0,,3341384.0
102,102,NORTH STONINGTON,2014,2906538,0.0,,2906538.0
103,103,NORWALK,2014,10999197,904066.0,,10095131.0
104,104,NORWICH,2014,34694767,2378224.0,,32316543.0
105,105,OLD LYME,2014,605586,0.0,,605586.0
106,106,OLD SAYBROOK,2014,652677,0.0,,652677.0
107,107,ORANGE,2014,1148338,0.0,,1148338.0
108,108,OXFORD,2014,4672933,0.0,,4672933.0
109,109,PLAINFIELD,2014,15579905,0.0,,15579905.0
110,110,PLAINVILLE,2014,10374760,0.0,,10374760.0
111,111,PLYMOUTH,2014,9897349,0.0,,9897349.0
112,112,POMFRET,2014,3133660,0.0,,3133660.0
113,113,PORTLAND,2014,4373610,0.0,,4373610.0
114,114,PRESTON,2014,3077693,0.0,,3077693.0
115,115,PROSPECT,2014,5393363,0.0,,5393363.0
116,116,PUTNAM,2014,8333085,261234.0,,8071851.0
117,117,REDDING,2014,687733,0.0,,687733.0
118,118,RIDGEFIELD,2014,2063814,0.0,,2063814.0
119,119,ROCKY HILL,2014,3534001,0.0,,3534001.0
120,120,ROXBURY,2014,158114,0.0,,158114.0
121,121,SALEM,2014,3114216,0.0,,3114216.0
122,122,SALISBURY,2014,187266,0.0,,187266.0
123,123,SCOTLAND,2014,1450305,0.0,,1450305.0
124,124,SEYMOUR,2014,10037455,0.0,,10037455.0
125,125,SHARON,2014,145798,0.0,,145798.0
126,126,SHELTON,2014,5216028,0.0,,5216028.0
127,127,SHERMAN,2014,244327,0.0,,244327.0
128,128,SIMSBURY,2014,5579797,0.0,,5579797.0
129,129,SOMERS,2014,6002619,0.0,,6002619.0
130,130,SOUTHBURY,2014,2572079,0.0,,2572079.0
131,131,SOUTHINGTON,2014,20277594,0.0,,20277594.0
132,132,SOUTH WINDSOR,2014,13042067,0.0,,13042067.0
133,133,SPRAGUE,2014,2637313,0.0,,2637313.0
134,134,STAFFORD,2014,9945832,0.0,,9945832.0
135,135,STAMFORD,2014,9834019,1855142.0,,7978877.0
136,136,STERLING,2014,3222242,0.0,,3222242.0
137,137,STONINGTON,2014,2079926,0.0,,2079926.0
138,138,STRATFORD,2014,21232331,0.0,,21232331.0
139,139,SUFFIELD,2014,6230106,0.0,,6230106.0
140,140,THOMASTON,2014,5726245,0.0,,5726245.0
141,141,THOMPSON,2014,7678747,0.0,,7678747.0
142,142,TOLLAND,2014,10886298,0.0,,10886298.0
143,143,TORRINGTON,2014,24492930,0.0,,24492930.0
144,144,TRUMBULL,2014,3251084,0.0,,3251084.0
145,145,UNION,2014,241485,0.0,,241485.0
146,146,VERNON,2014,19047379,1402214.0,,17645165.0
147,147,VOLUNTOWN,2014,2550166,0.0,,2550166.0
148,148,WALLINGFORD,2014,21740956,0.0,,21740956.0
149,149,WARREN,2014,99777,0.0,,99777.0
150,150,WASHINGTON,2014,240147,0.0,,240147.0
151,151,WATERBURY,2014,125472257,11855075.0,,113617182.0
152,152,WATERFORD,2014,1485842,0.0,,1485842.0
153,153,WATERTOWN,2014,11921886,0.0,,11921886.0
154,154,WESTBROOK,2014,427677,0.0,,427677.0
155,155,WEST HARTFORD,2014,17376679,0.0,,17376679.0
156,156,WEST HAVEN,2014,44209129,2809826.0,,41399303.0
157,157,WESTON,2014,948564,0.0,,948564.0
158,158,WESTPORT,2014,1988255,0.0,,1988255.0
159,159,WETHERSFIELD,2014,8424814,0.0,,8424814.0
160,160,WILLINGTON,2014,3714771,0.0,,3714771.0
161,161,WILTON,2014,1557195,0.0,,1557195.0
162,162,WINCHESTER,2014,8051173,227182.0,,7823991.0
163,163,WINDHAM,2014,25897490,1727773.0,,24169717.0
164,164,WINDSOR,2014,12195139,647476.0,,11547663.0
165,165,WINDSOR LOCKS,2014,5066931,414563.0,,4652368.0
166,166,WOLCOTT,2014,13691817,0.0,,13691817.0
167,167,WOODBRIDGE,2014,727769,0.0,,727769.0
168,168,WOODBURY,2014,919642,0.0,,919642.0
169,169,WOODSTOCK,2014,5459104,0.0,,5459104.0
1,1,ANDOVER,2015,2379549,0.0,,2379549.0
2,2,ANSONIA,2015,16548642,1516974.0,,15031668.0
3,3,ASHFORD,2015,3933350,0.0,,3933350.0
4,4,AVON,2015,1233415,0.0,,1233415.0
5,5,BARKHAMSTED,2015,1668460,0.0,,1668460.0
6,6,BEACON FALLS,2015,4128939,0.0,,4128939.0
7,7,BERLIN,2015,6311635,0.0,,6311635.0
8,8,BETHANY,2015,2053378,0.0,,2053378.0
9,9,BETHEL,2015,8261688,0.0,,8261688.0
10,10,BETHLEHEM,2015,1319337,0.0,,1319337.0
11,11,BLOOMFIELD,2015,6230536,820191.0,,5410345.0
12,12,BOLTON,2015,3046046,0.0,,3046046.0
13,13,BOZRAH,2015,1249912,0.0,,1249912.0
14,14,BRANFORD,2015,1911260,0.0,,1911260.0
15,15,BRIDGEPORT,2015,178900148,14704804.0,,164195344.0
16,16,BRIDGEWATER,2015,137292,0.0,,137292.0
17,17,BRISTOL,2015,45348587,3691273.0,,41657314.0
18,18,BROOKFIELD,2015,1555658,0.0,,1555658.0
19,19,BROOKLYN,2015,7087589,0.0,,7087589.0
20,20,BURLINGTON,2015,4394032,0.0,,4394032.0
21,21,CANAAN,2015,209258,0.0,,209258.0
22,22,CANTERBURY,2015,4754383,0.0,,4754383.0
23,23,CANTON,2015,3457436,0.0,,3457436.0
24,24,CHAPLIN,2015,1893763,0.0,,1893763.0
25,25,CHESHIRE,2015,9506203,0.0,,9506203.0
26,26,CHESTER,2015,675408,0.0,,675408.0
27,27,CLINTON,2015,6502667,0.0,,6502667.0
28,28,COLCHESTER,2015,13761528,0.0,,13761528.0
29,29,COLEBROOK,2015,508008,0.0,,508008.0
30,30,COLUMBIA,2015,2573616,0.0,,2573616.0
31,31,CORNWALL,2015,85322,0.0,,85322.0
32,32,COVENTRY,2015,8935142,0.0,,8935142.0
33,33,CROMWELL,2015,4499307,0.0,,4499307.0
34,34,DANBURY,2015,29554523,6696567.0,,22857956.0
35,35,DARIEN,2015,1616006,0.0,,1616006.0
36,36,DEEP RIVER,2015,1720239,0.0,,1720239.0
37,37,DERBY,2015,7905484,1039795.0,,6865689.0
38,38,DURHAM,2015,3993506,0.0,,3993506.0
39,39,EASTFORD,2015,1116844,0.0,,1116844.0
40,40,EAST GRANBY,2015,1377206,0.0,,1377206.0
41,41,EAST HADDAM,2015,3779206,0.0,,3779206.0
42,42,EAST HAMPTON,2015,7690997,0.0,,7690997.0
43,43,EAST HARTFORD,2015,48811203,7100386.0,,41710817.0
44,44,EAST HAVEN,2015,20004233,1240108.0,,18764125.0
45,45,EAST LYME,2015,7138163,0.0,,7138163.0
46,46,EASTON,2015,593868,0.0,,593868.0
47,47,EAST WINDSOR,2015,5789350,307215.0,,5482135.0
48,48,ELLINGTON,2015,9722237,0.0,,9722237.0
49,49,ENFIELD,2015,28973638,0.0,,28973638.0
50,50,ESSEX,2015,389697,0.0,,389697.0
51,51,FAIRFIELD,2015,3590008,0.0,,3590008.0
52,52,FARMINGTON,2015,1611013,0.0,,1611013.0
53,53,FRANKLIN,2015,948235,0.0,,948235.0
54,54,GLASTONBURY,2015,6552432,0.0,,6552432.0
55,55,GOSHEN,2015,218188,0.0,,218188.0
56,56,GRANBY,2015,5536473,0.0,,5536473.0
57,57,GREENWICH,2015,3418642,0.0,,3418642.0
58,58,GRISWOLD,2015,10922908,0.0,,10922908.0
59,59,GROTON,2015,25625179,0.0,,25625179.0
60,60,GUILFORD,2015,3058981,0.0,,3058981.0
61,61,HADDAM,2015,1823044,0.0,,1823044.0
62,62,HAMDEN,2015,27018047,3987286.0,,23030761.0
63,63,HAMPTON,2015,1339928,0.0,,1339928.0
64,64,HARTFORD,2015,200830551,12855661.0,,187974890.0
65,65,HARTLAND,2015,1358660,0.0,,1358660.0
66,66,HARWINTON,2015,2774080,0.0,,2774080.0
67,67,HEBRON,2015,7016070,0.0,,7016070.0
68,68,KENT,2015,167342,0.0,,167342.0
69,69,KILLINGLY,2015,15871254,625621.0,,15245633.0
70,70,KILLINGWORTH,2015,2245206,0.0,,2245206.0
71,71,LEBANON,2015,5524550,0.0,,5524550.0
72,72,LEDYARD,2015,12178128,0.0,,12178128.0
73,73,LISBON,2015,3927193,0.0,,3927193.0
74,74,LITCHFIELD,2015,1517026,0.0,,1517026.0
75,75,LYME,2015,145556,0.0,,145556.0
76,76,MADISON,2015,1576061,0.0,,1576061.0
77,77,MANCHESTER,2015,34476141,3857041.0,,30619100.0
78,78,MANSFIELD,2015,10186654,0.0,,10186654.0
79,79,MARLBOROUGH,2015,3201941,0.0,,3201941.0
80,80,MERIDEN,2015,59964898,6181187.0,,53783711.0
81,81,MIDDLEBURY,2015,738899,0.0,,738899.0
82,82,MIDDLEFIELD,2015,2142785,0.0,,2142785.0
83,83,MIDDLETOWN,2015,19648776,2996390.0,,16652386.0
84,84,MILFORD,2015,11381824,0.0,,11381824.0
85,85,MONROE,2015,6613738,0.0,,6613738.0
86,86,MONTVILLE,2015,12768219,0.0,,12768219.0
87,87,MORRIS,2015,657975,0.0,,657975.0
88,88,NAUGATUCK,2015,30805615,1594214.0,,29211401.0
89,89,NEW BRITAIN,2015,85008849,11079553.0,,73929296.0
90,90,NEW CANAAN,2015,1495604,0.0,,1495604.0
91,91,NEW FAIRFIELD,2015,4468243,0.0,,4468243.0
92,92,NEW HARTFORD,2015,3187717,0.0,,3187717.0
93,93,NEW HAVEN,2015,154577620,12068095.0,,142509525.0
94,94,NEWINGTON,2015,13031837,0.0,,13031837.0
95,95,NEW LONDON,2015,25677518,2736953.0,,22940565.0
96,96,NEW MILFORD,2015,12127127,0.0,,12127127.0
97,97,NEWTOWN,2015,4441264,0.0,,4441264.0
98,98,NORFOLK,2015,381414,0.0,,381414.0
99,99,NORTH BRANFORD,2015,8252689,0.0,,8252689.0
100,100,NORTH CANAAN,2015,2091790,0.0,,2091790.0
101,101,NORTH HAVEN,2015,3393016,0.0,,3393016.0
102,102,NORTH STONINGTON,2015,2906538,0.0,,2906538.0
103,103,NORWALK,2015,11275807,1180676.0,,10095131.0
104,104,NORWICH,2015,36195392,3878849.0,,32316543.0
105,105,OLD LYME,2015,605586,0.0,,605586.0
106,106,OLD SAYBROOK,2015,652677,0.0,,652677.0
107,107,ORANGE,2015,1185863,0.0,,1185863.0
108,108,OXFORD,2015,4677464,0.0,,4677464.0
109,109,PLAINFIELD,2015,15600016,0.0,,15600016.0
110,110,PLAINVILLE,2015,10405528,0.0,,10405528.0
111,111,PLYMOUTH,2015,9913763,0.0,,9913763.0
112,112,POMFRET,2015,3136587,0.0,,3136587.0
113,113,PORTLAND,2015,4394272,0.0,,4394272.0
114,114,PRESTON,2015,3077693,0.0,,3077693.0
115,115,PROSPECT,2015,5405931,0.0,,5405931.0
116,116,PUTNAM,2015,8471318,399467.0,,8071851.0
117,117,REDDING,2015,687733,0.0,,687733.0
118,118,RIDGEFIELD,2015,2063814,0.0,,2063814.0
119,119,ROCKY HILL,2015,3587753,0.0,,3587753.0
120,120,ROXBURY,2015,158114,0.0,,158114.0
121,121,SALEM,2015,3114216,0.0,,3114216.0
122,122,SALISBURY,2015,187266,0.0,,187266.0
123,123,SCOTLAND,2015,1450663,0.0,,1450663.0
124,124,SEYMOUR,2015,10072953,0.0,,10072953.0
125,125,SHARON,2015,145798,0.0,,145798.0
126,126,SHELTON,2015,5286265,0.0,,5286265.0
127,127,SHERMAN,2015,244327,0.0,,244327.0
128,128,SIMSBURY,2015,5633072,0.0,,5633072.0
129,129,SOMERS,2015,6024473,0.0,,6024473.0
130,130,SOUTHBURY,2015,2631384,0.0,,2631384.0
131,131,SOUTHINGTON,2015,20361334,0.0,,20361334.0
132,132,SOUTH WINDSOR,2015,13071926,0.0,,13071926.0
133,133,SPRAGUE,2015,2641208,0.0,,2641208.0
134,134,STAFFORD,2015,9958369,0.0,,9958369.0
135,135,STAMFORD,2015,10605319,2626442.0,,7978877.0
136,136,STERLING,2015,3231103,0.0,,3231103.0
137,137,STONINGTON,2015,2079926,0.0,,2079926.0
138,138,STRATFORD,2015,21391105,0.0,,21391105.0
139,139,SUFFIELD,2015,6267018,0.0,,6267018.0
140,140,THOMASTON,2015,5737258,0.0,,5737258.0
141,141,THOMPSON,2015,7682218,0.0,,7682218.0
142,142,TOLLAND,2015,10902485,0.0,,10902485.0
143,143,TORRINGTON,2015,24565539,0.0,,24565539.0
144,144,TRUMBULL,2015,3310992,0.0,,3310992.0
145,145,UNION,2015,241791,0.0,,241791.0
146,146,VERNON,2015,19650126,2004961.0,,17645165.0
147,147,VOLUNTOWN,2015,2550166,0.0,,2550166.0
148,148,WALLINGFORD,2015,21769831,0.0,,21769831.0
149,149,WARREN,2015,99777,0.0,,99777.0
150,150,WASHINGTON,2015,240147,0.0,,240147.0
151,151,WATERBURY,2015,132732623,19115441.0,,113617182.0
152,152,WATERFORD,2015,1485842,0.0,,1485842.0
153,153,WATERTOWN,2015,11951602,0.0,,11951602.0
154,154,WESTBROOK,2015,427677,0.0,,427677.0
155,155,WEST HARTFORD,2015,18181174,0.0,,18181174.0
156,156,WEST HAVEN,2015,45496942,4097639.0,,41399303.0
157,157,WESTON,2015,948564,0.0,,948564.0
158,158,WESTPORT,2015,1988255,0.0,,1988255.0
159,159,WETHERSFIELD,2015,8518846,0.0,,8518846.0
160,160,WILLINGTON,2015,3718418,0.0,,3718418.0
161,161,WILTON,2015,1557195,0.0,,1557195.0
