town_code,district_code,town,fiscal_year,entitlement,alliance_portion,education_diversity_portion,non_alliance_portion
65,65,HARTLAND,2009,1350837,,,
66,66,HARWINTON,2009,2728401,,,
67,67,HEBRON,2009,6872931,,,
68,68,KENT,2009,167342,,,
69,69,KILLINGLY,2009,15245633,,,
70,70,KILLINGWORTH,2009,2227467,,,
71,71,LEBANON,2009,5467634,,,
72,72,LEDYARD,2009,12030465,,,
73,73,LISBON,2009,3899238,,,
74,74,LITCHFIELD,2009,1479851,,,
75,75,LYME,2009,145556,,,
76,76,MADISON,2009,1576061,,,
77,77,MANCHESTER,2009,30619100,,,
78,78,MANSFIELD,2009,10070677,,,
79,79,MARLBOROUGH,2009,3124421,,,
80,80,MERIDEN,2009,53783711,,,
81,81,MIDDLEBURY,2009,684186,,,
82,82,MIDDLEFIELD,2009,2100239,,,
83,83,MIDDLETOWN,2009,16652386,,,
84,84,MILFORD,2009,10728519,,,
85,85,MONROE,2009,6572118,,,
86,86,MONTVILLE,2009,12549431,,,
87,87,MORRIS,2009,657975,,,
88,88,NAUGATUCK,2009,29211401,,,
89,89,NEW BRITAIN,2009,73929296,,,
90,90,NEW CANAAN,2009,1495604,,,
91,91,NEW FAIRFIELD,2009,4414083,,,
92,92,NEW HARTFORD,2009,3143902,,,
93,93,NEW HAVEN,2009,142509525,,,
94,94,NEWINGTON,2009,12632615,,,
95,95,NEW LONDON,2009,22940565,,,
96,96,NEW MILFORD,2009,11939587,,,
97,97,NEWTOWN,2009,4309646,,,
98,98,NORFOLK,2009,381414,,,
99,99,NORTH BRANFORD,2009,8117122,,,
100,100,NORTH CANAAN,2009,2064592,,,
101,101,NORTH HAVEN,2009,3174940,,,
102,102,NORTH STONINGTON,2009,2892440,,,
103,103,NORWALK,2009,10095131,,,
104,104,NORWICH,2009,32316543,,,
105,105,OLD LYME,2009,605586,,,
106,106,OLD SAYBROOK,2009,652677,,,
107,107,ORANGE,2009,1055910,,,
108,108,OXFORD,2009,4606861,,,
109,109,PLAINFIELD,2009,15353204,,,
110,110,PLAINVILLE,2009,10161853,,,
111,111,PLYMOUTH,2009,9743272,,,
112,112,POMFRET,2009,3092817,,,
113,113,PORTLAND,2009,4272257,,,
114,114,PRESTON,2009,3057025,,,
115,115,PROSPECT,2009,5319201,,,
116,116,PUTNAM,2009,8071851,,,
117,117,REDDING,2009,687733,,,
118,118,RIDGEFIELD,2009,2063814,,,
119,119,ROCKY HILL,2009,3355227,,,
120,120,ROXBURY,2009,158114,,,
121,121,SALEM,2009,3099694,,,
122,122,SALISBURY,2009,187266,,,
123,123,SCOTLAND,2009,1444458,,,
124,124,SEYMOUR,2009,9836508,,,
125,125,SHARON,2009,145798,,,
126,126,SHELTON,2009,4975852,,,
127,127,SHERMAN,2009,244327,,,
128,128,SIMSBURY,2009,5367517,,,
129,129,SOMERS,2009,5918636,,,
130,130,SOUTHBURY,2009,2422233,,,
131,131,SOUTHINGTON,2009,19839108,,,
132,132,SOUTH WINDSOR,2009,12858826,,,
133,133,SPRAGUE,2009,2600651,,,
134,134,STAFFORD,2009,9809424,,,
135,135,STAMFORD,2009,7552108,,,
136,136,STERLING,2009,3166394,,,
137,137,STONINGTON,2009,2061204,,,
138,138,STRATFORD,2009,20495602,,,
139,139,SUFFIELD,2009,6082494,,,
140,140,THOMASTON,2009,5630307,,,
141,141,THOMPSON,2009,7608489,,,
142,142,TOLLAND,2009,10759283,,,
143,143,TORRINGTON,2009,23933343,,,
144,144,TRUMBULL,2009,3031988,,,
145,145,UNION,2009,239576,,,
146,146,VERNON,2009,17645165,,,
147,147,VOLUNTOWN,2009,2536177,,,
148,148,WALLINGFORD,2009,21440233,,,
149,149,WARREN,2009,99777,,,
150,150,WASHINGTON,2009,240147,,,
151,151,WATERBURY,2009,113617182,,,
152,152,WATERFORD,2009,1445404,,,
153,153,WATERTOWN,2009,11749383,,,
154,154,WESTBROOK,2009,427677,,,
155,155,WEST HARTFORD,2009,16076120,,,
156,156,WEST HAVEN,2009,41399303,,,
157,157,WESTON,2009,948564,,,
158,158,WESTPORT,2009,1988255,,,
159,159,WETHERSFIELD,2009,8018422,,,
160,160,WILLINGTON,2009,3676637,,,
161,161,WILTON,2009,1557195,,,
162,162,WINCHESTER,2009,7823991,,,
163,163,WINDHAM,2009,24169717,,,
164,164,WINDSOR,2009,11547663,,,
165,165,WINDSOR LOCKS,2009,4652368,,,
166,166,WOLCOTT,2009,13539371,,,
167,167,WOODBRIDGE,2009,721370,,,
168,168,WOODBURY,2009,876018,,,
169,169,WOODSTOCK,2009,5390055,,,
1,1,ANDOVER,2010,2330856,,,
2,2,ANSONIA,2010,15031668,,,
3,3,ASHFORD,2010,3896069,,,
4,4,AVON,2010,1232688,,,
5,5,BARKHAMSTED,2010,1615872,,,
6,6,BEACON FALLS,2010,4044804,,,
7,7,BERLIN,2010,6169410,,,
8,8,BETHANY,2010,2030845,,,
9,9,BETHEL,2010,8157837,,,
10,10,BETHLEHEM,2010,1318171,,,
11,11,BLOOMFIELD,2010,5410345,,,
12,12,BOLTON,2010,3015660,,,
13,13,BOZRAH,2010,1229255,,,
14,14,BRANFORD,2010,1759095,,,
15,15,BRIDGEPORT,2010,164195344,,,
16,16,BRIDGEWATER,2010,137292,,,
17,17,BRISTOL,2010,41657314,,,
18,18,BROOKFIELD,2010,1530693,,,
19,19,BROOKLYN,2010,6978295,,,
20,20,BURLINGTON,2010,4295578,,,
21,21,CANAAN,2010,207146,,,
22,22,CANTERBURY,2010,4733625,,,
23,23,CANTON,2010,3348790,,,
24,24,CHAPLIN,2010,1880888,,,
25,25,CHESHIRE,2010,9298837,,,
26,26,CHESTER,2010,665733,,,
27,27,CLINTON,2010,6465651,,,
28,28,COLCHESTER,2010,13547231,,,
29,29,COLEBROOK,2010,495044,,,
30,30,COLUMBIA,2010,2550037,,,
31,31,CORNWALL,2010,85322,,,
32,32,COVENTRY,2010,8845691,,,
33,33,CROMWELL,2010,4313692,,,
34,34,DANBURY,2010,22857956,,,
35,35,DARIEN,2010,1616006,,,
36,36,DEEP RIVER,2010,1687351,,,
37,37,DERBY,2010,6865689,,,
38,38,DURHAM,2010,3954812,,,
39,39,EASTFORD,2010,1109873,,,
40,40,EAST GRANBY,2010,1301142,,,
41,41,EAST HADDAM,2010,3718223,,,
42,42,EAST HAMPTON,2010,7595720,,,
43,43,EAST HARTFORD,2010,41710817,,,
44,44,EAST HAVEN,2010,18764125,,,
45,45,EAST LYME,2010,7100611,,,
46,46,EASTON,2010,593868,,,
47,47,EAST WINDSOR,2010,5482135,,,
48,48,ELLINGTON,2010,9504917,,,
49,49,ENFIELD,2010,28380144,,,
50,50,ESSEX,2010,389697,,,
51,51,FAIRFIELD,2010,3590008,,,
52,52,FARMINGTON,2010,1611013,,,
53,53,FRANKLIN,2010,941077,,,
54,54,GLASTONBURY,2010,6201152,,,
55,55,GOSHEN,2010,218188,,,
56,56,GRANBY,2010,5394276,,,
57,57,GREENWICH,2010,3418642,,,
58,58,GRISWOLD,2010,10735024,,,
59,59,GROTON,2010,25374989,,,
60,60,GUILFORD,2010,3058981,,,
61,61,HADDAM,2010,1728610,,,
62,62,HAMDEN,2010,23030761,,,
63,63,HAMPTON,2010,1337582,,,
64,64,HARTFORD,2010,187974890,,,
65,65,HARTLAND,2010,1350837,,,
66,66,HARWINTON,2010,2728401,,,
67,67,HEBRON,2010,6872931,,,
68,68,KENT,2010,167342,,,
69,69,KILLINGLY,2010,15245633,,,
70,70,KILLINGWORTH,2010,2227467,,,
71,71,LEBANON,2010,5467634,,,
72,72,LEDYARD,2010,12030465,,,
73,73,LISBON,2010,3899238,,,
74,74,LITCHFIELD,2010,1479851,,,
75,75,LYME,2010,145556,,,
76,76,MADISON,2010,1576061,,,
77,77,MANCHESTER,2010,30619100,,,
78,78,MANSFIELD,2010,10070677,,,
79,79,MARLBOROUGH,2010,3124421,,,
80,80,MERIDEN,2010,53783711,,,
81,81,MIDDLEBURY,2010,684186,,,
82,82,MIDDLEFIELD,2010,2100239,,,
83,83,MIDDLETOWN,2010,16652386,,,
84,84,MILFORD,2010,10728519,,,
85,85,MONROE,2010,6572118,,,
86,86,MONTVILLE,2010,12549431,,,
87,87,MORRIS,2010,657975,,,
88,88,NAUGATUCK,2010,29211401,,,
89,89,NEW BRITAIN,2010,73929296,,,
90,90,NEW CANAAN,2010,1495604,,,
91,91,NEW FAIRFIELD,2010,4414083,,,
92,92,NEW HARTFORD,2010,3143902,,,
93,93,NEW HAVEN,2010,142509525,,,
94,94,NEWINGTON,2010,12632615,,,
95,95,NEW LONDON,2010,22940565,,,
96,96,NEW MILFORD,2010,11939587,,,
97,97,NEWTOWN,2010,4309646,,,
98,98,NORFOLK,2010,381414,,,
99,99,NORTH BRANFORD,2010,8117122,,,
100,100,NORTH CANAAN,2010,2064592,,,
101,101,NORTH HAVEN,2010,3174940,,,
102,102,NORTH STONINGTON,2010,2892440,,,
103,103,NORWALK,2010,10095131,,,
104,104,NORWICH,2010,32316543,,,
105,105,OLD LYME,2010,605586,,,
106,106,OLD SAYBROOK,2010,652677,,,
107,107,ORANGE,2010,1055910,,,
108,108,OXFORD,2010,4606861,,,
109,109,PLAINFIELD,2010,15353204,,,
110,110,PLAINVILLE,2010,10161853,,,
111,111,PLYMOUTH,2010,9743272,,,
112,112,POMFRET,2010,3092817,,,
113,113,PORTLAND,2010,4272257,,,
114,114,PRESTON,2010,3057025,,,
115,115,PROSPECT,2010,5319201,,,
116,116,PUTNAM,2010,8071851,,,
117,117,REDDING,2010,687733,,,
118,118,RIDGEFIELD,2010,2063814,,,
119,119,ROCKY HILL,2010,3355227,,,
120,120,ROXBURY,2010,158114,,,
121,121,SALEM,2010,3099694,,,
122,122,SALISBURY,2010,187266,,,
123,123,SCOTLAND,2010,1444458,,,
124,124,SEYMOUR,2010,9836508,,,
125,125,SHARON,2010,145798,,,
126,126,SHELTON,2010,4975852,,,
127,127,SHERMAN,2010,244327,,,
128,128,SIMSBURY,2010,5367517,,,
129,129,SOMERS,2010,5918636,,,
130,130,SOUTHBURY,2010,2422233,,,
131,131,SOUTHINGTON,2010,19839108,,,
132,132,SOUTH WINDSOR,2010,12858826,,,
133,133,SPRAGUE,2010,2600651,,,
134,134,STAFFORD,2010,9809424,,,
135,135,STAMFORD,2010,7978877,,,
136,136,STERLING,2010,3166394,,,
137,137,STONINGTON,2010,2061204,,,
138,138,STRATFORD,2010,20495602,,,
139,139,SUFFIELD,2010,6082494,,,
140,140,THOMASTON,2010,5630307,,,
141,141,THOMPSON,2010,7608489,,,
142,142,TOLLAND,2010,10759283,,,
143,143,TORRINGTON,2010,23933343,,,
144,144,TRUMBULL,2010,3031988,,,
145,145,UNION,2010,239576,,,
146,146,VERNON,2010,17645165,,,
147,147,VOLUNTOWN,2010,2536177,,,
148,148,WALLINGFORD,2010,21440233,,,
149,149,WARREN,2010,99777,,,
150,150,WASHINGTON,2010,240147,,,
151,151,WATERBURY,2010,113617182,,,
152,152,WATERFORD,2010,1445404,,,
153,153,WATERTOWN,2010,11749383,,,
154,154,WESTBROOK,2010,427677,,,
155,155,WEST HARTFORD,2010,16076120,,,
156,156,WEST HAVEN,2010,41399303,,,
157,157,WESTON,2010,948564,,,
158,158,WESTPORT,2010,1988255,,,
159,159,WETHERSFIELD,2010,8018422,,,
160,160,WILLINGTON,2010,3676637,,,
161,161,WILTON,2010,1557195,,,
162,162,WINCHESTER,2010,7823991,,,
163,163,WINDHAM,2010,24169717,,,
164,164,WINDSOR,2010,11547663,,,
165,165,WINDSOR LOCKS,2010,4652368,,,
166,166,WOLCOTT,2010,13539371,,,
167,167,WOODBRIDGE,2010,721370,,,
168,168,WOODBURY,2010,876018,,,
169,169,WOODSTOCK,2010,5390055,,,
1,1,ANDOVER,2011,2330856,,,
2,2,ANSONIA,2011,15031668,,,
3,3,ASHFORD,2011,3896069,,,
4,4,AVON,2011,1232688,,,
5,5,BARKHAMSTED,2011,1615872,,,
6,6,BEACON FALLS,2011,4044804,,,
7,7,BERLIN,2011,6169410,,,
8,8,BETHANY,2011,2030845,,,
9,9,BETHEL,2011,8157837,,,
10,10,BETHLEHEM,2011,1318171,,,
11,11,BLOOMFIELD,2011,5410345,,,
12,12,BOLTON,2011,3015660,,,
13,13,BOZRAH,2011,1229255,,,
14,14,BRANFORD,2011,1759095,,,
15,15,BRIDGEPORT,2011,164195344,,,
16,16,BRIDGEWATER,2011,137292,,,
17,17,BRISTOL,2011,41657314,,,
18,18,BROOKFIELD,2011,1530693,,,
19,19,BROOKLYN,2011,6978295,,,
20,20,BURLINGTON,2011,4295578,,,
21,21,CANAAN,2011,207146,,,
22,22,CANTERBURY,2011,4733625,,,
23,23,CANTON,2011,3348790,,,
24,24,CHAPLIN,2011,1880888,,,
25,25,CHESHIRE,2011,9298837,,,
26,26,CHESTER,2011,665733,,,
27,27,CLINTON,2011,6465651,,,
28,28,COLCHESTER,2011,13547231,,,
29,29,COLEBROOK,2011,495044,,,
30,30,COLUMBIA,2011,2550037,,,
31,31,CORNWALL,2011,85322,,,
32,32,COVENTRY,2011,8845691,,,
33,33,CROMWELL,2011,4313692,,,
34,34,DANBURY,2011,22857956,,,
35,35,DARIEN,2011,1616006,,,
36,36,DEEP RIVER,2011,1687351,,,
37,37,DERBY,2011,6865689,,,
38,38,DURHAM,2011,3954812,,,
39,39,EASTFORD,2011,1109873,,,
40,40,EAST GRANBY,2011,1301142,,,
41,41,EAST HADDAM,2011,3718223,,,
42,42,EAST HAMPTON,2011,7595720,,,
43,43,EAST HARTFORD,2011,41710817,,,
44,44,EAST HAVEN,2011,18764125,,,
45,45,EAST LYME,2011,7100611,,,
46,46,EASTON,2011,593868,,,
47,47,EAST WINDSOR,2011,5482135,,,
48,48,ELLINGTON,2011,9504917,,,
49,49,ENFIELD,2011,28380144,,,
50,50,ESSEX,2011,389697,,,
51,51,FAIRFIELD,2011,3590008,,,
52,52,FARMINGTON,2011,1611013,,,
53,53,FRANKLIN,2011,941077,,,
54,54,GLASTONBURY,2011,6201152,,,
55,55,GOSHEN,2011,218188,,,
56,56,GRANBY,2011,5394276,,,
57,57,GREENWICH,2011,3418642,,,
58,58,GRISWOLD,2011,10735024,,,
59,59,GROTON,2011,25374989,,,
60,60,GUILFORD,2011,3058981,,,
61,61,HADDAM,2011,1728610,,,
62,62,HAMDEN,2011,23030761,,,
63,63,HAMPTON,2011,1337582,,,
64,64,HARTFORD,2011,187974890,,,
65,65,HARTLAND,2011,1350837,,,
66,66,HARWINTON,2011,2728401,,,
67,67,HEBRON,2011,6872931,,,
68,68,KENT,2011,167342,,,
69,69,KILLINGLY,2011,15245633,,,
70,70,KILLINGWORTH,2011,2227467,,,
71,71,LEBANON,2011,5467634,,,
72,72,LEDYARD,2011,12030465,,,
73,73,LISBON,2011,3899238,,,
74,74,LITCHFIELD,2011,1479851,,,
75,75,LYME,2011,145556,,,
76,76,MADISON,2011,1576061,,,
77,77,MANCHESTER,2011,30619100,,,
78,78,MANSFIELD,2011,10070677,,,
79,79,MARLBOROUGH,2011,3124421,,,
80,80,MERIDEN,2011,53783711,,,
81,81,MIDDLEBURY,2011,684186,,,
82,82,MIDDLEFIELD,2011,2100239,,,
83,83,MIDDLETOWN,2011,16652386,,,
84,84,MILFORD,2011,10728519,,,
85,85,MONROE,2011,6572118,,,
86,86,MONTVILLE,2011,12549431,,,
87,87,MORRIS,2011,657975,,,
88,88,NAUGATUCK,2011,29211401,,,
89,89,NEW BRITAIN,2011,73929296,,,
90,90,NEW CANAAN,2011,1495604,,,
91,91,NEW FAIRFIELD,2011,4414083,,,
92,92,NEW HARTFORD,2011,3143902,,,
93,93,NEW HAVEN,2011,142509525,,,
94,94,NEWINGTON,2011,12632615,,,
95,95,NEW LONDON,2011,22940565,,,
96,96,NEW MILFORD,2011,11939587,,,
97,97,NEWTOWN,2011,4309646,,,
98,98,NORFOLK,2011,381414,,,
99,99,NORTH BRANFORD,2011,8117122,,,
100,100,NORTH CANAAN,2011,2064592,,,
101,101,NORTH HAVEN,2011,3174940,,,
102,102,NORTH STONINGTON,2011,2892440,,,
103,103,NORWALK,2011,10095131,,,
104,104,NORWICH,2011,32316543,,,
105,105,OLD LYME,2011,605586,,,
106,106,OLD SAYBROOK,2011,652677,,,
107,107,ORANGE,2011,1055910,,,
108,108,OXFORD,2011,4606861,,,
109,109,PLAINFIELD,2011,15353204,,,
110,110,PLAINVILLE,2011,10161853,,,
111,111,PLYMOUTH,2011,9743272,,,
112,112,POMFRET,2011,3092817,,,
113,113,PORTLAND,2011,4272257,,,
114,114,PRESTON,2011,3057025,,,
115,115,PROSPECT,2011,5319201,,,
116,116,PUTNAM,2011,8071851,,,
117,117,REDDING,2011,687733,,,
118,118,RIDGEFIELD,2011,2063814,,,
119,119,ROCKY HILL,2011,3355227,,,
120,120,ROXBURY,2011,158114,,,
121,121,SALEM,2011,3099694,,,
122,122,SALISBURY,2011,187266,,,
123,123,SCOTLAND,2011,1444458,,,
124,124,SEYMOUR,2011,9836508,,,
125,125,SHARON,2011,145798,,,
126,126,SHELTON,2011,4975852,,,
127,127,SHERMAN,2011,244327,,,
128,128,SIMSBURY,2011,5367517,,,
129,129,SOMERS,2011,5918636,,,
130,130,SOUTHBURY,2011,2422233,,,
131,131,SOUTHINGTON,2011,19839108,,,
132,132,SOUTH WINDSOR,2011,12858826,,,
133,133,SPRAGUE,2011,2600651,,,
134,134,STAFFORD,2011,9809424,,,
135,135,STAMFORD,2011,7978877,,,
136,136,STERLING,2011,3166394,,,
137,137,STONINGTON,2011,2061204,,,
138,138,STRATFORD,2011,20495602,,,
139,139,SUFFIELD,2011,6082494,,,
140,140,THOMASTON,2011,5630307,,,
141,141,THOMPSON,2011,7608489,,,
142,142,TOLLAND,2011,10759283,,,
143,143,TORRINGTON,2011,23933343,,,
144,144,TRUMBULL,2011,3031988,,,
145,145,UNION,2011,239576,,,
146,146,VERNON,2011,17645165,,,
147,147,VOLUNTOWN,2011,2536177,,,
148,148,WALLINGFORD,2011,21440233,,,
149,149,WARREN,2011,99777,,,
150,150,WASHINGTON,2011,240147,,,
151,151,WATERBURY,2011,113617182,,,
152,152,WATERFORD,2011,1445404,,,
153,153,WATERTOWN,2011,11749383,,,
154,154,WESTBROOK,2011,427677,,,
155,155,WEST HARTFORD,2011,16076120,,,
156,156,WEST HAVEN,2011,41399303,,,
157,157,WESTON,2011,948564,,,
158,158,WESTPORT,2011,1988255,,,
159,159,WETHERSFIELD,2011,8018422,,,
160,160,WILLINGTON,2011,3676637,,,
161,161,WILTON,2011,1557195,,,
162,162,WINCHESTER,2011,7823991,,,
163,163,WINDHAM,2011,24169717,,,
164,164,WINDSOR,2011,11547663,,,
165,165,WINDSOR LOCKS,2011,4652368,,,
166,166,WOLCOTT,2011,13539371,,,
167,167,WOODBRIDGE,2011,721370,,,
168,168,WOODBURY,2011,876018,,,
169,169,WOODSTOCK,2011,5390055,,,
1,1,ANDOVER,2012,2330856,,,
2,2,ANSONIA,2012,15031668,,,
3,3,ASHFORD,2012,3896069,,,
4,4,AVON,2012,1232688,,,
5,5,BARKHAMSTED,2012,1615872,,,
6,6,BEACON FALLS,2012,4044804,,,
7,7,BERLIN,2012,6169410,,,
8,8,BETHANY,2012,2030845,,,
9,9,BETHEL,2012,8157837,,,
10,10,BETHLEHEM,2012,1318171,,,
11,11,BLOOMFIELD,2012,5410345,,,
12,12,BOLTON,2012,3015660,,,
13,13,BOZRAH,2012,1229255,,,
14,14,BRANFORD,2012,1759095,,,
15,15,BRIDGEPORT,2012,164195344,,,
16,16,BRIDGEWATER,2012,137292,,,
17,17,BRISTOL,2012,41657314,,,
18,18,BROOKFIELD,2012,1530693,,,
19,19,BROOKLYN,2012,6978295,,,
20,20,BURLINGTON,2012,4295578,,,
21,21,CANAAN,2012,207146,,,
22,22,CANTERBURY,2012,4733625,,,
23,23,CANTON,2012,3348790,,,
24,24,CHAPLIN,2012,1880888,,,
25,25,CHESHIRE,2012,9298837,,,
26,26,CHESTER,2012,665733,,,
27,27,CLINTON,2012,6465651,,,
28,28,COLCHESTER,2012,13547231,,,
29,29,COLEBROOK,2012,495044,,,
30,30,COLUMBIA,2012,2550037,,,
31,31,CORNWALL,2012,85322,,,
32,32,COVENTRY,2012,8845691,,,
33,33,CROMWELL,2012,4313692,,,
34,34,DANBURY,2012,22857956,,,
35,35,DARIEN,2012,1616006,,,
36,36,DEEP RIVER,2012,1687351,,,
37,37,DERBY,2012,6865689,,,
38,38,DURHAM,2012,3954812,,,
39,39,EASTFORD,2012,1109873,,,
40,40,EAST GRANBY,2012,1301142,,,
41,41,EAST HADDAM,2012,3718223,,,
42,42,EAST HAMPTON,2012,7595720,,,
43,43,EAST HARTFORD,2012,41710817,,,
44,44,EAST HAVEN,2012,18764125,,,
45,45,EAST LYME,2012,7100611,,,
46,46,EASTON,2012,593868,,,
47,47,EAST WINDSOR,2012,5482135,,,
48,48,ELLINGTON,2012,9504917,,,
49,49,ENFIELD,2012,28380144,,,
50,50,ESSEX,2012,389697,,,
51,51,FAIRFIELD,2012,3590008,,,
52,52,FARMINGTON,2012,1611013,,,
53,53,FRANKLIN,2012,941077,,,
54,54,GLASTONBURY,2012,6201152,,,
55,55,GOSHEN,2012,218188,,,
56,56,GRANBY,2012,5394276,,,
57,57,GREENWICH,2012,3418642,,,
58,58,GRISWOLD,2012,10735024,,,
59,59,GROTON,2012,25374989,,,
60,60,GUILFORD,2012,3058981,,,
61,61,HADDAM,2012,1728610,,,
62,62,HAMDEN,2012,23030761,,,
63,63,HAMPTON,2012,1337582,,,
64,64,HARTFORD,2012,187974890,,,
65,65,HARTLAND,2012,1350837,,,
66,66,HARWINTON,2012,2728401,,,
67,67,HEBRON,2012,6872931,,,
68,68,KENT,2012,167342,,,
69,69,KILLINGLY,2012,15245633,,,
70,70,KILLINGWORTH,2012,2227467,,,
71,71,LEBANON,2012,5467634,,,
72,72,LEDYARD,2012,12030465,,,
73,73,LISBON,2012,3899238,,,
74,74,LITCHFIELD,2012,1479851,,,
75,75,LYME,2012,145556,,,
76,76,MADISON,2012,1576061,,,
77,77,MANCHESTER,2012,30619100,,,
78,78,MANSFIELD,2012,10070677,,,
79,79,MARLBOROUGH,2012,3124421,,,
80,80,MERIDEN,2012,53783711,,,
81,81,MIDDLEBURY,2012,684186,,,
82,82,MIDDLEFIELD,2012,2100239,,,
83,83,MIDDLETOWN,2012,16652386,,,
84,84,MILFORD,2012,10728519,,,
85,85,MONROE,2012,6572118,,,
86,86,MONTVILLE,2012,12549431,,,
87,87,MORRIS,2012,657975,,,
88,88,NAUGATUCK,2012,29211401,,,
89,89,NEW BRITAIN,2012,73929296,,,
90,90,NEW CANAAN,2012,1495604,,,
91,91,NEW FAIRFIELD,2012,4414083,,,
92,92,NEW HARTFORD,2012,3143902,,,
93,93,NEW HAVEN,2012,142509525,,,
94,94,NEWINGTON,2012,12632615,,,
95,95,NEW LONDON,2012,22940565,,,
96,96,NEW MILFORD,2012,11939587,,,
97,97,NEWTOWN,2012,4309646,,,
98,98,NORFOLK,2012,381414,,,
99,99,NORTH BRANFORD,2012,8117122,,,
100,100,NORTH CANAAN,2012,2064592,,,
101,101,NORTH HAVEN,2012,3174940,,,
102,102,NORTH STONINGTON,2012,2892440,,,
103,103,NORWALK,2012,10095131,,,
104,104,NORWICH,2012,32316543,,,
105,105,OLD LYME,2012,605586,,,
106,106,OLD SAYBROOK,2012,652677,,,
107,107,ORANGE,2012,1055910,,,
108,108,OXFORD,2012,4606861,,,
109,109,PLAINFIELD,2012,15353204,,,
110,110,PLAINVILLE,2012,10161853,,,
111,111,PLYMOUTH,2012,9743272,,,
112,112,POMFRET,2012,3092817,,,
113,113,PORTLAND,2012,4272257,,,
114,114,PRESTON,2012,3057025,,,
115,115,PROSPECT,2012,5319201,,,
116,116,PUTNAM,2012,8071851,,,
117,117,REDDING,2012,687733,,,
118,118,RIDGEFIELD,2012,2063814,,,
119,119,ROCKY HILL,2012,3355227,,,
120,120,ROXBURY,2012,158114,,,
121,121,SALEM,2012,3099694,,,
122,122,SALISBURY,2012,187266,,,
123,123,SCOTLAND,2012,1444458,,,
124,124,SEYMOUR,2012,9836508,,,
125,125,SHARON,2012,145798,,,
126,126,SHELTON,2012,4975852,,,
127,127,SHERMAN,2012,244327,,,
128,128,SIMSBURY,2012,5367517,,,
129,129,SOMERS,2012,5918636,,,
130,130,SOUTHBURY,2012,2422233,,,
131,131,SOUTHINGTON,2012,19839108,,,
132,132,SOUTH WINDSOR,2012,12858826,,,
133,133,SPRAGUE,2012,2600651,,,
134,134,STAFFORD,2012,9809424,,,
135,135,STAMFORD,2012,7978877,,,
136,136,STERLING,2012,3166394,,,
137,137,STONINGTON,2012,2061204,,,
138,138,STRATFORD,2012,20495602,,,
139,139,SUFFIELD,2012,6082494,,,
140,140,THOMASTON,2012,5630307,,,
141,141,THOMPSON,2012,7608489,,,
142,142,TOLLAND,2012,10759283,,,
143,143,TORRINGTON,2012,23933343,,,
144,144,TRUMBULL,2012,3031988,,,
145,145,UNION,2012,239576,,,
146,146,VERNON,2012,17645165,,,
147,147,VOLUNTOWN,2012,2536177,,,
148,148,WALLINGFORD,2012,21440233,,,
149,149,WARREN,2012,99777,,,
150,150,WASHINGTON,2012,240147,,,
151,151,WATERBURY,2012,113617182,,,
152,152,WATERFORD,2012,1445404,,,
153,153,WATERTOWN,2012,11749383,,,
154,154,WESTBROOK,2012,427677,,,
155,155,WEST HARTFORD,2012,16076120,,,
156,156,WEST HAVEN,2012,41399303,,,
157,157,WESTON,2012,948564,,,
158,158,WESTPORT,2012,1988255,,,
159,159,WETHERSFIELD,2012,8018422,,,
160,160,WILLINGTON,2012,3676637,,,
161,161,WILTON,2012,1557195,,,
162,162,WINCHESTER,2012,7823991,,,
163,163,WINDHAM,2012,24169717,,,
164,164,WINDSOR,2012,11547663,,,
165,165,WINDSOR LOCKS,2012,4652368,,,
166,166,WOLCOTT,2012,13539371,,,
167,167,WOODBRIDGE,2012,721370,,,
168,168,WOODBURY,2012,876018,,,
169,169,WOODSTOCK,2012,5390055,,,
1,1,ANDOVER,2013,2367466,0.0,,2367466.0
2,2,ANSONIA,2013,15571383,539715.0,,15031668.0
3,3,ASHFORD,2013,3931796,0.0,,3931796.0
4,4,AVON,2013,1232688,0.0,,1232688.0
5,5,BARKHAMSTED,2013,1654360,0.0,,1654360.0
6,6,BEACON FALLS,2013,4109097,0.0,,4109097.0
7,7,BERLIN,2013,6280132,0.0,,6280132.0
8,8,BETHANY,2013,2042361,0.0,,2042361.0
9,9,BETHEL,2013,8228760,0.0,,8228760.0
10,10,BETHLEHEM,2013,1318800,0.0,,1318800.0
11,11,BLOOMFIELD,2013,5614895,204550.0,,5410345.0
12,12,BOLTON,2013,3038788,0.0,,3038788.0
13,13,BOZRAH,2013,1242936,0.0,,1242936.0
14,14,BRANFORD,2013,1824612,0.0,,1824612.0
15,15,BRIDGEPORT,2013,168599571,4404227.0,,164195344.0
16,16,BRIDGEWATER,2013,137292,0.0,,137292.0
17,17,BRISTOL,2013,43047496,1390182.0,,41657314.0
18,18,BROOKFIELD,2013,1545179,0.0,,1545179.0
19,19,BROOKLYN,2013,7058407,0.0,,7058407.0
20,20,BURLINGTON,2013,4354540,0.0,,4354540.0
21,21,CANAAN,2013,209258,0.0,,209258.0
22,22,CANTERBURY,2013,4754383,0.0,,4754383.0
23,23,CANTON,2013,3421074,0.0,,3421074.0
24,24,CHAPLIN,2013,1893247,0.0,,1893247.0
25,25,CHESHIRE,2013,9376495,0.0,,9376495.0
26,26,CHESTER,2013,665733,0.0,,665733.0
27,27,CLINTON,2013,6502667,0.0,,6502667.0
