"Smarter Balanced Assessments, 2021-22"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
,,,"Y",405,391,96.5,391,150,38.4,119,30.4,87,22.3,35,9.0,122,31.2
,,"Math","N",1191,1174,98.6,1174,91,7.8,291,24.8,391,33.3,401,34.2,792,67.5
,,,"Y",405,385,95.1,385,151,39.2,122,31.7,70,18.2,42,10.9,112,29.1
"Regional School District 16","=""2160012""","ELA","N",605,602,99.5,602,32,5.3,119,19.8,233,38.7,218,36.2,451,74.9
,,,"Y",291,285,97.9,285,75,26.3,82,28.8,86,30.2,42,14.7,128,44.9
,,"Math","N",605,602,99.5,602,34,5.6,163,27.1,189,31.4,216,35.9,405,67.3
,,,"Y",291,284,97.6,284,92,32.4,90,31.7,61,21.5,41,14.4,102,35.9
"Regional School District 17","=""2170012""","ELA","N",581,576,99.1,576,22,3.8,92,16.0,232,40.3,230,39.9,462,80.2
,,,"Y",206,198,96.1,198,53,26.8,58,29.3,56,28.3,31,15.7,87,43.9
,,"Math","N",581,576,99.1,576,38,6.6,144,25.0,179,31.1,215,37.3,394,68.4
,,,"Y",206,198,96.1,198,72,36.4,65,32.8,36,18.2,25,12.6,61,30.8
"Regional School District 18","=""2180012""","ELA","N",373,373,100.0,373,14,3.8,48,12.9,140,37.5,171,45.8,311,83.4
,,,"Y",147,145,98.6,142,32,22.5,28,19.7,48,33.8,34,23.9,82,57.7
,,"Math","N",372,372,100.0,372,15,4.0,58,15.6,108,29.0,191,51.3,299,80.4
,,,"Y",147,144,98.0,141,39,27.7,40,28.4,33,23.4,29,20.6,62,44.0
"Ridgefield School District","=""1180011""","ELA","N",1576,1547,98.2,1547,31,2.0,181,11.7,566,36.6,769,49.7,1335,86.3
,,,"Y",442,419,94.8,419,93,22.2,113,27.0,127,30.3,86,20.5,213,50.8
,,"Math","N",1576,1523,96.6,1523,27,1.8,275,18.1,482,31.6,739,48.5,1221,80.2
,,,"Y",442,411,93.0,411,116,28.2,126,30.7,104,25.3,65,15.8,169,41.1
"Rocky Hill School District","=""1190011""","ELA","N",804,803,99.9,803,24,3.0,87,10.8,267,33.3,425,52.9,692,86.2
,,,"Y",381,372,97.6,372,97,26.1,114,30.6,111,29.8,50,13.4,161,43.3
,,"Math","N",804,803,99.9,803,32,4.0,136,16.9,213,26.5,422,52.6,635,79.1
,,,"Y",382,373,97.6,373,134,35.9,115,30.8,77,20.6,47,12.6,124,33.2
"Salem School District","=""1210011""","ELA","N",175,175,100.0,175,9,5.1,23,13.1,70,40.0,73,41.7,143,81.7
,,,"Y",74,73,98.6,73,26,35.6,13,17.8,21,28.8,13,17.8,34,46.6
,,"Math","N",176,176,100.0,176,10,5.7,36,20.5,61,34.7,69,39.2,130,73.9
,,,"Y",74,73,98.6,73,23,31.5,21,28.8,18,24.7,11,15.1,29,39.7
"Salisbury School District","=""1220011""","ELA","N",142,142,100.0,142,"*","*","*","*",40,28.2,78,54.9,118,83.1
,,,"Y",40,39,97.5,39,"*","*","*","*",12,30.8,8,20.5,20,51.3
,,"Math","N",142,142,100.0,142,8,5.6,36,25.4,39,27.5,59,41.5,98,69.0
,,,"Y",40,39,97.5,39,12,30.8,10,25.6,11,28.2,6,15.4,17,43.6
"Scotland School District","=""1230011""","ELA","N",23,23,100.0,23,"*","*","*","*",7,30.4,"*","*","*","*"
,,,"Y",28,26,92.9,26,"*","*","*","*",10,38.5,"*","*","*","*"
,,"Math","N",23,23,100.0,23,"*","*",6,26.1,"*","*","*","*","*","*"
,,,"Y",28,26,92.9,26,"*","*",11,42.3,"*","*","*","*","*","*"
"Seymour School District","=""1240011""","ELA","N",493,491,99.6,491,58,11.8,127,25.9,177,36.0,129,26.3,306,62.3
,,,"Y",472,468,99.2,468,178,38.0,141,30.1,92,19.7,57,12.2,149,31.8
,,"Math","N",493,491,99.6,491,61,12.4,155,31.6,150,30.5,125,25.5,275,56.0
,,,"Y",472,468,99.2,468,215,45.9,117,25.0,85,18.2,51,10.9,136,29.1
"Sharon School District","=""1250011""","ELA","N",29,29,100.0,29,"*","*",7,24.1,12,41.4,"*","*","*","*"
,,,"Y",34,34,100.0,34,"*","*",10,29.4,11,32.4,"*","*","*","*"
,,"Math","N",29,29,100.0,29,"*","*",12,41.4,"*","*","*","*","*","*"
,,,"Y",34,34,100.0,34,"*","*",10,29.4,"*","*","*","*","*","*"
"Shelton School District","=""1260011""","ELA","N",1240,1236,99.7,1236,85,6.9,241,19.5,483,39.1,427,34.5,910,73.6
,,,"Y",893,887,99.3,887,283,31.9,248,28.0,242,27.3,114,12.9,356,40.1
,,"Math","N",1239,1233,99.5,1233,95,7.7,299,24.2,393,31.9,446,36.2,839,68.0
,,,"Y",893,885,99.1,885,311,35.1,297,33.6,177,20.0,100,11.3,277,31.3
"Sherman School District","=""1270011""","ELA","N",148,141,95.3,141,"*","*",27,19.1,59,41.8,"*","*","*","*"
,,,"Y",39,37,94.9,37,"*","*",9,24.3,8,21.6,"*","*","*","*"
,,"Math","N",148,140,94.6,140,"*","*",36,25.7,45,32.1,"*","*","*","*"
,,,"Y",39,36,92.3,36,19,52.8,9,25.0,"*","*","*","*",8,22.2
"Side By Side Charter School District","=""2700013""","ELA","N",51,51,100.0,51,6,11.8,9,17.6,23,45.1,13,25.5,36,70.6
,,,"Y",80,80,100.0,80,30,37.5,19,23.8,24,30.0,7,8.8,31,38.8
,,"Math","N",51,51,100.0,51,"*","*",15,29.4,"*","*",18,35.3,"*","*"
,,,"Y",80,80,100.0,80,"*","*",28,35.0,17,21.3,"*","*","*","*"
"Simsbury School District","=""1280011""","ELA","N",1313,1305,99.4,1305,45,3.4,145,11.1,459,35.2,656,50.3,1115,85.4
,,,"Y",520,502,96.5,502,132,26.3,125,24.9,157,31.3,88,17.5,245,48.8
,,"Math","N",1313,1304,99.3,1304,57,4.4,239,18.3,380,29.1,628,48.2,1008,77.3
,,,"Y",520,501,96.3,501,169,33.7,136,27.1,105,21.0,91,18.2,196,39.1
"Somers School District","=""1290011""","ELA","N",449,442,98.4,442,42,9.5,92,20.8,189,42.8,119,26.9,308,69.7
,,,"Y",131,128,97.7,128,62,48.4,33,25.8,19,14.8,14,10.9,33,25.8
,,"Math","N",449,442,98.4,442,52,11.8,143,32.4,147,33.3,100,22.6,247,55.9
,,,"Y",131,128,97.7,128,71,55.5,34,26.6,14,10.9,9,7.0,23,18.0
"South Windsor School District","=""1320011""","ELA","N",1617,1612,99.7,1612,57,3.5,177,11.0,568,35.2,810,50.2,1378,85.5
,,,"Y",660,649,98.3,649,195,30.0,161,24.8,183,28.2,110,16.9,293,45.1
,,"Math","N",1617,1612,99.7,1612,82,5.1,252,15.6,459,28.5,819,50.8,1278,79.3
,,,"Y",660,646,97.9,646,235,36.4,173,26.8,134,20.7,104,16.1,238,36.8
"Southington School District","=""1310011""","ELA","N",1872,1862,99.5,1862,112,6.0,349,18.7,770,41.4,631,33.9,1401,75.2
,,,"Y",872,857,98.3,857,272,31.7,243,28.4,228,26.6,114,13.3,342,39.9
,,"Math","N",1872,1859,99.3,1859,95,5.1,461,24.8,629,33.8,674,36.3,1303,70.1
,,,"Y",872,853,97.8,853,317,37.2,255,29.9,179,21.0,102,12.0,281,32.9
"Sprague School District","=""1330011""","ELA","N",56,56,100.0,56,12,21.4,18,32.1,18,32.1,8,14.3,26,46.4
,,,"Y",111,111,100.0,111,56,50.5,23,20.7,26,23.4,6,5.4,32,28.8
,,"Math","N",56,56,100.0,56,18,32.1,23,41.1,"*","*","*","*",15,26.8
,,,"Y",111,110,99.1,110,53,48.2,36,32.7,"*","*","*","*",21,19.1
"Stafford School District","=""1340011""","ELA","N",354,353,99.7,353,50,14.2,93,26.3,119,33.7,91,25.8,210,59.5
,,,"Y",286,284,99.3,284,103,36.3,78,27.5,72,25.4,31,10.9,103,36.3
,,"Math","N",354,353,99.7,353,57,16.1,114,32.3,105,29.7,77,21.8,182,51.6
,,,"Y",286,283,99.0,283,128,45.2,86,30.4,47,16.6,22,7.8,69,24.4
"Stamford Charter School for Excellence District","=""2960013""","ELA","N",106,106,100.0,106,"*","*","*","*",25,23.6,73,68.9,98,92.5
,,,"Y",154,154,100.0,154,"*","*","*","*",51,33.1,53,34.4,104,67.5
,,"Math","N",106,106,100.0,106,0,0.0,10,9.4,25,23.6,71,67.0,96,90.6
,,,"Y",154,154,100.0,154,15,9.7,36,23.4,51,33.1,52,33.8,103,66.9
"Stamford School District","=""1350011""","ELA","N",2672,2655,99.4,2655,380,14.3,518,19.5,899,33.9,858,32.3,1757,66.2
,,,"Y",4512,4450,98.6,4449,2297,51.6,1022,23.0,785,17.6,345,7.8,1130,25.4
,,"Math","N",2672,2648,99.1,2648,526,19.9,686,25.9,628,23.7,808,30.5,1436,54.2
,,,"Y",4512,4431,98.2,4426,2560,57.8,1043,23.6,578,13.1,245,5.5,823,18.6
"Sterling School District","=""1360011""","ELA","N",121,121,100.0,121,33,27.3,"*","*",45,37.2,"*","*","*","*"
,,,"Y",91,88,96.7,88,38,43.2,"*","*",24,27.3,"*","*","*","*"
,,"Math","N",121,121,100.0,121,54,44.6,34,28.1,"*","*","*","*",33,27.3
,,,"Y",91,88,96.7,88,50,56.8,20,22.7,"*","*","*","*",18,20.5
"Stonington School District","=""1370011""","ELA","N",518,516,99.6,516,15,2.9,66,12.8,200,38.8,235,45.5,435,84.3
,,,"Y",280,276,98.6,275,62,22.5,68,24.7,93,33.8,52,18.9,145,52.7
,,"Math","N",518,515,99.4,515,34,6.6,79,15.3,171,33.2,231,44.9,402,78.1
,,,"Y",280,275,98.2,274,76,27.7,89,32.5,57,20.8,52,19.0,109,39.8
"Stratford School District","=""1380011""","ELA","N",1302,1297,99.6,1297,251,19.4,334,25.8,439,33.8,273,21.0,712,54.9
,,,"Y",1765,1753,99.3,1753,829,47.3,422,24.1,378,21.6,124,7.1,502,28.6
,,"Math","N",1302,1297,99.6,1297,375,28.9,431,33.2,279,21.5,212,16.3,491,37.9
,,,"Y",1764,1744,98.9,1744,1009,57.9,426,24.4,208,11.9,101,5.8,309,17.7
"Suffield School District","=""1390011""","ELA","N",609,605,99.3,605,44,7.3,106,17.5,243,40.2,212,35.0,455,75.2
,,,"Y",242,235,97.1,235,84,35.7,65,27.7,54,23.0,32,13.6,86,36.6
,,"Math","N",609,607,99.7,607,39,6.4,136,22.4,208,34.3,224,36.9,432,71.2
,,,"Y",242,236,97.5,236,79,33.5,76,32.2,52,22.0,29,12.3,81,34.3
"The Bridge Academy District","=""2690013""","ELA","N",20,20,100.0,20,7,35.0,7,35.0,"*","*","*","*",6,30.0
,,,"Y",81,81,100.0,81,37,45.7,27,33.3,"*","*","*","*",17,21.0
,,"Math","N",20,20,100.0,20,9,45.0,8,40.0,"*","*","*","*","*","*"
,,,"Y",81,81,100.0,81,51,63.0,19,23.5,"*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","N",58,57,98.3,57,7,12.3,16,28.1,22,38.6,12,21.1,34,59.6
,,,"Y",109,102,93.6,102,42,41.2,31,30.4,20,19.6,9,8.8,29,28.4
,,"Math","N",58,57,98.3,57,16,28.1,17,29.8,17,29.8,7,12.3,24,42.1
,,,"Y",109,104,95.4,104,59,56.7,29,27.9,9,8.7,7,6.7,16,15.4
"Thomaston School District","=""1400011""","ELA","N",227,221,97.4,221,37,16.7,45,20.4,92,41.6,47,21.3,139,62.9
,,,"Y",163,161,98.8,161,61,37.9,43,26.7,40,24.8,17,10.6,57,35.4
,,"Math","N",227,220,96.9,220,44,20.0,75,34.1,63,28.6,38,17.3,101,45.9
,,,"Y",163,157,96.3,157,72,45.9,46,29.3,28,17.8,11,7.0,39,24.8
"Thompson School District","=""1410011""","ELA","N",218,218,100.0,218,39,17.9,64,29.4,66,30.3,49,22.5,115,52.8
,,,"Y",239,230,96.2,230,92,40.0,57,24.8,57,24.8,24,10.4,81,35.2
,,"Math","N",218,218,100.0,218,51,23.4,76,34.9,50,22.9,41,18.8,91,41.7
,,,"Y",239,228,95.4,228,110,48.2,59,25.9,36,15.8,23,10.1,59,25.9
"Tolland School District","=""1420011""","ELA","N",707,694,98.2,694,55,7.9,152,21.9,258,37.2,229,33.0,487,70.2
,,,"Y",270,260,96.3,260,109,41.9,68,26.2,65,25.0,18,6.9,83,31.9
,,"Math","N",707,695,98.3,695,62,8.9,185,26.6,220,31.7,228,32.8,448,64.5
,,,"Y",270,260,96.3,260,107,41.2,82,31.5,53,20.4,18,6.9,71,27.3
"Torrington School District","=""1430011""","ELA","N",524,523,99.8,523,73,14.0,130,24.9,182,34.8,138,26.4,320,61.2
,,,"Y",1390,1372,98.7,1372,525,38.3,374,27.3,353,25.7,120,8.7,473,34.5
,,"Math","N",522,519,99.4,519,139,26.8,178,34.3,117,22.5,85,16.4,202,38.9
,,,"Y",1390,1352,97.3,1351,713,52.8,371,27.5,200,14.8,67,5.0,267,19.8
"Trumbull School District","=""1440011""","ELA","N",2175,2168,99.7,2168,63,2.9,296,13.7,705,32.5,1104,50.9,1809,83.4
,,,"Y",885,876,99.0,875,214,24.5,243,27.8,248,28.3,170,19.4,418,47.8
,,"Math","N",2175,2166,99.6,2166,92,4.2,358,16.5,630,29.1,1086,50.1,1716,79.2
,,,"Y",885,873,98.6,873,276,31.6,236,27.0,198,22.7,163,18.7,361,41.4
"Unified School District #2","=""3470015""","ELA","Y",34,31,91.2,31,24,77.4,7,22.6,0,0.0,0,0.0,0,0.0
,,"Math","Y",34,32,94.1,32,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","ELA","N",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","N",540,536,99.3,536,50,9.3,103,19.2,189,35.3,194,36.2,383,71.5
,,,"Y",809,794,98.1,794,295,37.2,204,25.7,200,25.2,95,12.0,295,37.2
,,"Math","N",539,534,99.1,534,50,9.4,148,27.7,159,29.8,177,33.1,336,62.9
,,,"Y",809,783,96.8,783,309,39.5,242,30.9,141,18.0,91,11.6,232,29.6
"Voluntown School District","=""1470011""","ELA","N",88,88,100.0,88,8,9.1,22,25.0,36,40.9,22,25.0,58,65.9
,,,"Y",63,63,100.0,63,18,28.6,16,25.4,21,33.3,8,12.7,29,46.0
,,"Math","N",88,88,100.0,88,"*","*",21,23.9,36,40.9,"*","*","*","*"
,,,"Y",63,63,100.0,63,"*","*",24,38.1,17,27.0,"*","*","*","*"
"Wallingford School District","=""1480011""","ELA","N",1309,1307,99.8,1307,118,9.0,334,25.6,486,37.2,369,28.2,855,65.4
,,,"Y",985,977,99.2,977,436,44.6,245,25.1,201,20.6,95,9.7,296,30.3
,,"Math","N",1309,1303,99.5,1303,202,15.5,429,32.9,394,30.2,278,21.3,672,51.6
,,,"Y",984,968,98.4,967,483,49.9,292,30.2,127,13.1,65,6.7,192,19.9
"Waterbury School District","=""1510011""","ELA","N",1087,1080,99.4,1080,308,28.5,290,26.9,299,27.7,183,16.9,482,44.6
,,,"Y",7160,7097,99.1,7096,4075,57.4,1579,22.3,1062,15.0,380,5.4,1442,20.3
,,"Math","N",1086,1073,98.8,1073,453,42.2,323,30.1,196,18.3,101,9.4,297,27.7
,,,"Y",7149,7054,98.7,7053,4926,69.8,1412,20.0,528,7.5,187,2.7,715,10.1
"Waterford School District","=""1520011""","ELA","N",625,624,99.8,624,54,8.7,112,17.9,256,41.0,202,32.4,458,73.4
,,,"Y",438,436,99.5,436,125,28.7,125,28.7,131,30.0,55,12.6,186,42.7
,,"Math","N",624,623,99.8,623,52,8.3,165,26.5,203,32.6,203,32.6,406,65.2
,,,"Y",438,432,98.6,432,155,35.9,122,28.2,104,24.1,51,11.8,155,35.9
"Watertown School District","=""1530011""","ELA","N",643,635,98.8,635,68,10.7,143,22.5,263,41.4,161,25.4,424,66.8
,,,"Y",516,506,98.1,506,155,30.6,130,25.7,154,30.4,67,13.2,221,43.7
,,"Math","N",643,634,98.6,634,69,10.9,193,30.4,221,34.9,151,23.8,372,58.7
,,,"Y",517,505,97.7,505,176,34.9,151,29.9,127,25.1,51,10.1,178,35.2
"West Hartford School District","=""1550011""","ELA","N",2581,2569,99.5,2568,109,4.2,327,12.7,879,34.2,1253,48.8,2132,83.0
,,,"Y",1439,1420,98.7,1410,534,37.9,355,25.2,331,23.5,190,13.5,521,37.0
,,"Math","N",2582,2560,99.1,2558,171,6.7,508,19.9,715,28.0,1164,45.5,1879,73.5
,,,"Y",1437,1400,97.4,1390,617,44.4,360,25.9,229,16.5,184,13.2,413,29.7
"West Haven School District","=""1560011""","ELA","N",755,754,99.9,754,120,15.9,213,28.2,266,35.3,155,20.6,421,55.8
,,,"Y",1887,1867,98.9,1867,781,41.8,531,28.4,402,21.5,153,8.2,555,29.7
,,"Math","N",755,753,99.7,753,165,21.9,248,32.9,207,27.5,133,17.7,340,45.2
,,,"Y",1887,1850,98.0,1849,879,47.5,560,30.3,266,14.4,144,7.8,410,22.2
"Westbrook School District","=""1540011""","ELA","N",132,131,99.2,131,"*","*","*","*",57,43.5,56,42.7,113,86.3
,,,"Y",118,117,99.2,117,"*","*",28,23.9,32,27.4,"*","*","*","*"
,,"Math","N",132,131,99.2,131,"*","*","*","*",44,33.6,58,44.3,102,77.9
,,,"Y",118,117,99.2,117,"*","*",38,32.5,29,24.8,"*","*","*","*"
"Weston School District","=""1570011""","ELA","N",862,859,99.7,859,16,1.9,110,12.8,322,37.5,411,47.8,733,85.3
,,,"Y",135,131,97.0,131,40,30.5,40,30.5,30,22.9,21,16.0,51,38.9
,,"Math","N",863,860,99.7,860,23,2.7,146,17.0,260,30.2,431,50.1,691,80.3
,,,"Y",135,129,95.6,129,43,33.3,41,31.8,27,20.9,18,14.0,45,34.9
"Westport School District","=""1580011""","ELA","N",1976,1957,99.0,1957,36,1.8,229,11.7,674,34.4,1018,52.0,1692,86.5
,,,"Y",383,376,98.2,376,111,29.5,116,30.9,92,24.5,57,15.2,149,39.6
,,"Math","N",1976,1956,99.0,1956,42,2.1,269,13.8,562,28.7,1083,55.4,1645,84.1
,,,"Y",383,375,97.9,375,138,36.8,109,29.1,70,18.7,58,15.5,128,34.1
"Wethersfield School District","=""1590011""","ELA","N",997,995,99.8,995,78,7.8,182,18.3,381,38.3,354,35.6,735,73.9
,,,"Y",627,620,98.9,618,237,38.3,151,24.4,155,25.1,75,12.1,230,37.2
,,"Math","N",996,993,99.7,993,126,12.7,289,29.1,265,26.7,313,31.5,578,58.2
,,,"Y",625,616,98.6,615,297,48.3,166,27.0,107,17.4,45,7.3,152,24.7
"Willington School District","=""1600011""","ELA","N",132,131,99.2,131,20,15.3,38,29.0,42,32.1,31,23.7,73,55.7
,,,"Y",131,129,98.5,129,51,39.5,37,28.7,32,24.8,9,7.0,41,31.8
,,"Math","N",132,131,99.2,131,17,13.0,46,35.1,36,27.5,32,24.4,68,51.9
,,,"Y",131,128,97.7,127,54,42.5,40,31.5,21,16.5,12,9.4,33,26.0
"Wilton School District","=""1610011""","ELA","N",1350,1335,98.9,1335,37,2.8,146,10.9,481,36.0,671,50.3,1152,86.3
,,,"Y",341,328,96.2,328,73,22.3,106,32.3,107,32.6,42,12.8,149,45.4
,,"Math","N",1350,1327,98.3,1327,29,2.2,195,14.7,392,29.5,711,53.6,1103,83.1
,,,"Y",341,320,93.8,320,74,23.1,124,38.8,73,22.8,49,15.3,122,38.1
"Winchester School District","=""1620011""","ELA","N",112,112,100.0,112,18,16.1,26,23.2,41,36.6,27,24.1,68,60.7
,,,"Y",174,173,99.4,173,62,35.8,41,23.7,46,26.6,24,13.9,70,40.5
,,"Math","N",112,112,100.0,112,12,10.7,31,27.7,30,26.8,39,34.8,69,61.6
,,,"Y",174,173,99.4,173,54,31.2,49,28.3,35,20.2,35,20.2,70,40.5
"Windham School District","=""1630011""","ELA","N",326,325,99.7,325,61,18.8,77,23.7,118,36.3,69,21.2,187,57.5
,,,"Y",1226,1211,98.8,1211,723,59.7,272,22.5,166,13.7,50,4.1,216,17.8
,,"Math","N",325,323,99.4,323,81,25.1,84,26.0,105,32.5,53,16.4,158,48.9
,,,"Y",1226,1206,98.4,1204,792,65.8,262,21.8,110,9.1,40,3.3,150,12.5
"Windsor Locks School District","=""1650011""","ELA","N",293,293,100.0,293,27,9.2,74,25.3,117,39.9,75,25.6,192,65.5
,,,"Y",352,347,98.6,347,139,40.1,93,26.8,79,22.8,36,10.4,115,33.1
,,"Math","N",293,293,100.0,293,38,13.0,96,32.8,82,28.0,77,26.3,159,54.3
,,,"Y",352,347,98.6,347,157,45.2,108,31.1,54,15.6,28,8.1,82,23.6
"Windsor School District","=""1640011""","ELA","N",645,637,98.8,637,132,20.7,159,25.0,190,29.8,156,24.5,346,54.3
,,,"Y",743,730,98.3,730,364,49.9,176,24.1,129,17.7,61,8.4,190,26.0
,,"Math","N",645,636,98.6,636,151,23.7,177,27.8,170,26.7,138,21.7,308,48.4
,,,"Y",742,723,97.4,722,412,57.1,180,24.9,79,10.9,51,7.1,130,18.0
"Wolcott School District","=""1660011""","ELA","N",602,601,99.8,601,39,6.5,108,18.0,243,40.4,211,35.1,454,75.5
,,,"Y",391,389,99.5,389,102,26.2,114,29.3,113,29.0,60,15.4,173,44.5
,,"Math","N",603,602,99.8,602,60,10.0,184,30.6,173,28.7,185,30.7,358,59.5
,,,"Y",390,386,99.0,386,126,32.6,121,31.3,83,21.5,56,14.5,139,36.0
"Woodbridge School District","=""1670011""","ELA","N",376,375,99.7,375,13,3.5,28,7.5,95,25.3,239,63.7,334,89.1
,,,"Y",121,112,92.6,112,22,19.6,32,28.6,30,26.8,28,25.0,58,51.8
,,"Math","N",376,375,99.7,375,12,3.2,42,11.2,110,29.3,211,56.3,321,85.6
,,,"Y",121,112,92.6,112,30,26.8,30,26.8,27,24.1,25,22.3,52,46.4
"Woodstock School District","=""1690011""","ELA","N",363,359,98.9,359,33,9.2,77,21.4,145,40.4,104,29.0,249,69.4
,,,"Y",157,154,98.1,154,64,41.6,37,24.0,30,19.5,23,14.9,53,34.4
,,"Math","N",363,359,98.9,359,63,17.5,145,40.4,93,25.9,58,16.2,151,42.1
,,,"Y",157,154,98.1,154,85,55.2,43,27.9,19,12.3,7,4.5,26,16.9

