"Smarter Balanced Assessments, 2024-25"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","Subject","High Needs (F/R, EL or SWD)","Total Number of Students","Total Number Tested","Smarter Balanced Participation Rate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%"
,,"Math","N",192,192,100.0,192,9,4.7,31,16.1,55,28.6,97,50.5,152,79.2
,,,"Y",94,94,100.0,93,24,25.8,28,30.1,21,22.6,20,21.5,41,44.1
"Regional School District 13","=""2130012""","ELA","N",421,416,98.8,416,38,9.1,65,15.6,150,36.1,163,39.2,313,75.2
,,,"Y",203,192,94.6,192,74,38.5,51,26.6,47,24.5,20,10.4,67,34.9
,,"Math","N",421,416,98.8,416,34,8.2,121,29.1,130,31.3,131,31.5,261,62.7
,,,"Y",203,191,94.1,191,91,47.6,63,33.0,23,12.0,14,7.3,37,19.4
"Regional School District 14","=""2140012""","ELA","N",367,367,100.0,367,22,6.0,66,18.0,128,34.9,151,41.1,279,76.0
,,,"Y",220,214,97.3,214,53,24.8,64,29.9,73,34.1,24,11.2,97,45.3
,,"Math","N",367,367,100.0,367,25,6.8,86,23.4,115,31.3,141,38.4,256,69.8
,,,"Y",220,213,96.8,213,69,32.4,67,31.5,41,19.2,36,16.9,77,36.2
"Regional School District 15","=""2150012""","ELA","N",1194,1191,99.7,1191,103,8.6,270,22.7,470,39.5,348,29.2,818,68.7
,,,"Y",432,427,98.8,427,172,40.3,123,28.8,93,21.8,39,9.1,132,30.9
,,"Math","N",1194,1188,99.5,1188,75,6.3,263,22.1,394,33.2,456,38.4,850,71.5
,,,"Y",432,427,98.8,427,162,37.9,124,29.0,89,20.8,52,12.2,141,33.0
"Regional School District 16","=""2160012""","ELA","N",527,523,99.2,523,21,4.0,88,16.8,199,38.0,215,41.1,414,79.2
,,,"Y",323,320,99.1,320,74,23.1,101,31.6,95,29.7,50,15.6,145,45.3
,,"Math","N",527,523,99.2,523,24,4.6,89,17.0,152,29.1,258,49.3,410,78.4
,,,"Y",323,320,99.1,320,79,24.7,99,30.9,72,22.5,70,21.9,142,44.4
"Regional School District 17","=""2170012""","ELA","N",616,614,99.7,614,24,3.9,93,15.1,238,38.8,259,42.2,497,80.9
,,,"Y",225,221,98.2,221,68,30.8,56,25.3,75,33.9,22,10.0,97,43.9
,,"Math","N",616,613,99.5,613,23,3.8,127,20.7,189,30.8,274,44.7,463,75.5
,,,"Y",225,221,98.2,221,77,34.8,59,26.7,51,23.1,34,15.4,85,38.5
"Regional School District 18","=""2180012""","ELA","N",387,387,100.0,387,10,2.6,42,10.9,143,37.0,192,49.6,335,86.6
,,,"Y",164,162,98.8,162,37,22.8,39,24.1,52,32.1,34,21.0,86,53.1
,,"Math","N",387,387,100.0,387,10,2.6,53,13.7,103,26.6,221,57.1,324,83.7
,,,"Y",164,162,98.8,162,41,25.3,35,21.6,45,27.8,41,25.3,86,53.1
"Regional School District 20","=""2200012""","ELA","N",403,401,99.5,401,18,4.5,48,12.0,178,44.4,157,39.2,335,83.5
,,,"Y",270,268,99.3,268,65,24.3,70,26.1,91,34.0,42,15.7,133,49.6
,,"Math","N",403,399,99.0,399,12,3.0,86,21.6,119,29.8,182,45.6,301,75.4
,,,"Y",270,267,98.9,267,75,28.1,79,29.6,70,26.2,43,16.1,113,42.3
"Ridgefield School District","=""1180011""","ELA","N",1540,1531,99.4,1530,28,1.8,157,10.3,509,33.3,836,54.6,1345,87.9
,,,"Y",521,501,96.2,501,103,20.6,140,27.9,156,31.1,102,20.4,258,51.5
,,"Math","N",1540,1530,99.4,1530,20,1.3,168,11.0,395,25.8,947,61.9,1342,87.7
,,,"Y",521,498,95.6,498,98,19.7,153,30.7,126,25.3,121,24.3,247,49.6
"Rocky Hill School District","=""1190011""","ELA","N",748,748,100.0,748,20,2.7,86,11.5,263,35.2,379,50.7,642,85.8
,,,"Y",447,441,98.7,441,126,28.6,119,27.0,142,32.2,54,12.2,196,44.4
,,"Math","N",748,747,99.9,747,17,2.3,105,14.1,209,28.0,416,55.7,625,83.7
,,,"Y",447,440,98.4,440,120,27.3,152,34.5,106,24.1,62,14.1,168,38.2
"Salem School District","=""1210011""","ELA","N",168,166,98.8,166,18,10.8,37,22.3,62,37.3,49,29.5,111,66.9
,,,"Y",86,83,96.5,83,36,43.4,27,32.5,13,15.7,7,8.4,20,24.1
,,"Math","N",168,165,98.2,165,"*","*",44,26.7,50,30.3,"*","*","*","*"
,,,"Y",86,81,94.2,81,36,44.4,24,29.6,"*","*","*","*",21,25.9
"Salisbury School District","=""1220011""","ELA","N",123,123,100.0,123,6,4.9,15,12.2,36,29.3,66,53.7,102,82.9
,,,"Y",55,55,100.0,55,16,29.1,10,18.2,15,27.3,14,25.5,29,52.7
,,"Math","N",123,123,100.0,123,"*","*","*","*",40,32.5,62,50.4,102,82.9
,,,"Y",55,55,100.0,55,"*","*",14,25.5,"*","*",14,25.5,"*","*"
"Scotland School District","=""1230011""","ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",29,26,89.7,26,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",29,26,89.7,26,"*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","ELA","N",430,427,99.3,427,38,8.9,103,24.1,155,36.3,131,30.7,286,67.0
,,,"Y",523,506,96.7,506,177,35.0,129,25.5,131,25.9,69,13.6,200,39.5
,,"Math","N",430,427,99.3,427,40,9.4,101,23.7,134,31.4,152,35.6,286,67.0
,,,"Y",523,507,96.9,507,165,32.5,135,26.6,118,23.3,89,17.6,207,40.8
"Sharon School District","=""1250011""","ELA","N",28,28,100.0,28,"*","*","*","*",13,46.4,"*","*","*","*"
,,,"Y",28,28,100.0,28,"*","*","*","*",8,28.6,"*","*","*","*"
,,"Math","N",28,28,100.0,28,"*","*",10,35.7,6,21.4,"*","*","*","*"
,,,"Y",28,28,100.0,28,"*","*",13,46.4,6,21.4,"*","*","*","*"
"Shelton School District","=""1260011""","ELA","N",1068,1067,99.9,1067,100,9.4,235,22.0,394,36.9,338,31.7,732,68.6
,,,"Y",1000,996,99.6,996,372,37.3,273,27.4,224,22.5,127,12.8,351,35.2
,,"Math","N",1068,1067,99.9,1067,78,7.3,224,21.0,312,29.2,453,42.5,765,71.7
,,,"Y",1001,995,99.4,995,331,33.3,290,29.1,191,19.2,183,18.4,374,37.6
"Sherman School District","=""1270011""","ELA","N",121,117,96.7,117,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",21,21,100.0,20,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",121,117,96.7,117,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",21,21,100.0,19,"*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","ELA","N",51,51,100.0,51,"*","*","*","*",26,51.0,13,25.5,39,76.5
,,,"Y",80,80,100.0,80,"*","*",21,26.3,27,33.8,"*","*","*","*"
,,"Math","N",51,51,100.0,51,"*","*","*","*",16,31.4,19,37.3,35,68.6
,,,"Y",80,80,100.0,80,"*","*",23,28.8,"*","*",17,21.3,"*","*"
"Simsbury School District","=""1280011""","ELA","N",1374,1365,99.3,1365,21,1.5,109,8.0,454,33.3,781,57.2,1235,90.5
,,,"Y",581,566,97.4,566,145,25.6,140,24.7,170,30.0,111,19.6,281,49.6
,,"Math","N",1374,1365,99.3,1365,23,1.7,166,12.2,370,27.1,806,59.0,1176,86.2
,,,"Y",581,565,97.2,565,173,30.6,146,25.8,133,23.5,113,20.0,246,43.5
"Somers School District","=""1290011""","ELA","N",509,505,99.2,505,"*","*",121,24.0,181,35.8,"*","*","*","*"
,,,"Y",147,144,98.0,144,60,41.7,50,34.7,"*","*","*","*",34,23.6
,,"Math","N",509,505,99.2,505,64,12.7,135,26.7,162,32.1,144,28.5,306,60.6
,,,"Y",147,144,98.0,144,69,47.9,47,32.6,22,15.3,6,4.2,28,19.4
"South Windsor School District","=""1320011""","ELA","N",1748,1745,99.8,1745,80,4.6,222,12.7,594,34.0,849,48.7,1443,82.7
,,,"Y",677,664,98.1,664,228,34.3,173,26.1,162,24.4,101,15.2,263,39.6
,,"Math","N",1747,1742,99.7,1742,81,4.6,271,15.6,395,22.7,995,57.1,1390,79.8
,,,"Y",675,660,97.8,659,226,34.3,163,24.7,138,20.9,132,20.0,270,41.0
"Southington School District","=""1310011""","ELA","N",1731,1722,99.5,1722,58,3.4,287,16.7,683,39.7,694,40.3,1377,80.0
,,,"Y",1032,1016,98.4,1016,286,28.1,276,27.2,299,29.4,155,15.3,454,44.7
,,"Math","N",1731,1722,99.5,1722,41,2.4,290,16.8,528,30.7,863,50.1,1391,80.8
,,,"Y",1032,1012,98.1,1011,287,28.4,293,29.0,228,22.6,203,20.1,431,42.6
"Sprague School District","=""1330011""","ELA","N",70,69,98.6,69,20,29.0,16,23.2,18,26.1,15,21.7,33,47.8
,,,"Y",98,98,100.0,98,53,54.1,19,19.4,18,18.4,8,8.2,26,26.5
,,"Math","N",70,69,98.6,69,23,33.3,26,37.7,"*","*","*","*",20,29.0
,,,"Y",98,97,99.0,97,55,56.7,25,25.8,"*","*","*","*",17,17.5
"Stafford School District","=""1340011""","ELA","N",280,280,100.0,280,51,18.2,67,23.9,106,37.9,56,20.0,162,57.9
,,,"Y",280,280,100.0,280,117,41.8,74,26.4,61,21.8,28,10.0,89,31.8
,,"Math","N",280,279,99.6,279,38,13.6,92,33.0,94,33.7,55,19.7,149,53.4
,,,"Y",280,279,99.6,279,109,39.1,96,34.4,46,16.5,28,10.0,74,26.5
"Stamford Charter School for Excellence District","=""2960013""","ELA","N",130,130,100.0,130,"*","*","*","*",29,22.3,90,69.2,119,91.5
,,,"Y",207,207,100.0,207,"*","*","*","*",70,33.8,72,34.8,142,68.6
,,"Math","N",130,129,99.2,129,"*","*","*","*",22,17.1,94,72.9,116,89.9
,,,"Y",207,207,100.0,207,"*","*","*","*",52,25.1,84,40.6,136,65.7
"Stamford School District","=""1350011""","ELA","N",2330,2317,99.4,2317,343,14.8,498,21.5,744,32.1,732,31.6,1476,63.7
,,,"Y",4694,4642,98.9,4639,2478,53.4,1107,23.9,770,16.6,284,6.1,1054,22.7
,,"Math","N",2330,2316,99.4,2316,389,16.8,582,25.1,571,24.7,774,33.4,1345,58.1
,,,"Y",4692,4620,98.5,4619,2509,54.3,1183,25.6,616,13.3,311,6.7,927,20.1
"Sterling School District","=""1360011""","ELA","N",87,87,100.0,87,20,23.0,25,28.7,25,28.7,17,19.5,42,48.3
,,,"Y",102,101,99.0,101,40,39.6,26,25.7,23,22.8,12,11.9,35,34.7
,,"Math","N",87,87,100.0,87,24,27.6,26,29.9,26,29.9,11,12.6,37,42.5
,,,"Y",102,101,99.0,101,44,43.6,31,30.7,16,15.8,10,9.9,26,25.7
"Stonington School District","=""1370011""","ELA","N",470,469,99.8,469,13,2.8,50,10.7,182,38.8,224,47.8,406,86.6
,,,"Y",280,278,99.3,278,72,25.9,77,27.7,81,29.1,48,17.3,129,46.4
,,"Math","N",470,469,99.8,469,14,3.0,69,14.7,124,26.4,262,55.9,386,82.3
,,,"Y",280,277,98.9,277,84,30.3,77,27.8,59,21.3,57,20.6,116,41.9
"Stratford School District","=""1380011""","ELA","N",1022,1020,99.8,1020,181,17.7,265,26.0,334,32.7,240,23.5,574,56.3
,,,"Y",1851,1838,99.3,1838,922,50.2,473,25.7,315,17.1,128,7.0,443,24.1
,,"Math","N",1022,1019,99.7,1019,230,22.6,305,29.9,259,25.4,225,22.1,484,47.5
,,,"Y",1849,1833,99.1,1833,989,54.0,494,27.0,228,12.4,122,6.7,350,19.1
"Suffield School District","=""1390011""","ELA","N",635,634,99.8,633,41,6.5,121,19.1,242,38.2,229,36.2,471,74.4
,,,"Y",293,290,99.0,290,98,33.8,80,27.6,73,25.2,39,13.4,112,38.6
,,"Math","N",635,634,99.8,634,23,3.6,99,15.6,230,36.3,282,44.5,512,80.8
,,,"Y",292,288,98.6,288,88,30.6,89,30.9,62,21.5,49,17.0,111,38.5
"The Bridge Academy District","=""2690013""","ELA","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",82,82,100.0,82,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",82,82,100.0,82,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","N",71,71,100.0,71,18,25.4,20,28.2,24,33.8,9,12.7,33,46.5
,,,"Y",108,108,100.0,108,49,45.4,24,22.2,29,26.9,6,5.6,35,32.4
,,"Math","N",71,71,100.0,71,14,19.7,25,35.2,15,21.1,17,23.9,32,45.1
,,,"Y",108,108,100.0,108,51,47.2,33,30.6,13,12.0,11,10.2,24,22.2
"Thomaston School District","=""1400011""","ELA","N",195,193,99.0,193,29,15.0,41,21.2,80,41.5,43,22.3,123,63.7
,,,"Y",185,185,100.0,185,74,40.0,47,25.4,43,23.2,21,11.4,64,34.6
,,"Math","N",195,193,99.0,193,27,14.0,68,35.2,67,34.7,31,16.1,98,50.8
,,,"Y",185,185,100.0,185,85,45.9,49,26.5,35,18.9,16,8.6,51,27.6
"Thompson School District","=""1410011""","ELA","N",181,181,100.0,181,22,12.2,41,22.7,78,43.1,40,22.1,118,65.2
,,,"Y",234,229,97.9,229,73,31.9,60,26.2,63,27.5,33,14.4,96,41.9
,,"Math","N",181,181,100.0,181,22,12.2,62,34.3,57,31.5,40,22.1,97,53.6
,,,"Y",234,228,97.4,228,73,32.0,68,29.8,48,21.1,39,17.1,87,38.2
"Tolland School District","=""1420011""","ELA","N",675,665,98.5,665,34,5.1,103,15.5,253,38.0,275,41.4,528,79.4
,,,"Y",275,261,94.9,261,69,26.4,72,27.6,90,34.5,30,11.5,120,46.0
,,"Math","N",675,665,98.5,665,18,2.7,107,16.1,201,30.2,339,51.0,540,81.2
,,,"Y",275,259,94.2,259,74,28.6,76,29.3,65,25.1,44,17.0,109,42.1
"Torrington School District","=""1430011""","ELA","N",469,460,98.1,460,60,13.0,100,21.7,163,35.4,137,29.8,300,65.2
,,,"Y",1409,1375,97.6,1375,573,41.7,312,22.7,320,23.3,170,12.4,490,35.6
,,"Math","N",469,460,98.1,460,91,19.8,138,30.0,132,28.7,99,21.5,231,50.2
,,,"Y",1411,1372,97.2,1372,640,46.6,392,28.6,229,16.7,111,8.1,340,24.8
"Trumbull School District","=""1440011""","ELA","N",2130,2126,99.8,2126,57,2.7,257,12.1,741,34.9,1071,50.4,1812,85.2
,,,"Y",1036,1025,98.9,1025,226,22.0,246,24.0,312,30.4,241,23.5,553,54.0
,,"Math","N",2130,2126,99.8,2126,55,2.6,287,13.5,533,25.1,1251,58.8,1784,83.9
,,,"Y",1037,1025,98.8,1025,249,24.3,250,24.4,238,23.2,288,28.1,526,51.3
"Unified School District #2","=""3470015""","ELA","Y",26,24,92.3,24,20,83.3,"*","*","*","*","*","*","*","*"
,,"Math","Y",26,24,92.3,24,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","ELA","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","N",493,485,98.4,485,28,5.8,97,20.0,143,29.5,217,44.7,360,74.2
,,,"Y",870,859,98.7,859,282,32.8,197,22.9,241,28.1,139,16.2,380,44.2
,,"Math","N",493,485,98.4,485,42,8.7,108,22.3,111,22.9,224,46.2,335,69.1
,,,"Y",869,855,98.4,855,314,36.7,269,31.5,174,20.4,98,11.5,272,31.8
"Voluntown School District","=""1470011""","ELA","N",60,59,98.3,59,"*","*",10,16.9,23,39.0,"*","*","*","*"
,,,"Y",60,60,100.0,60,27,45.0,"*","*",15,25.0,"*","*","*","*"
,,"Math","N",60,59,98.3,59,"*","*","*","*",18,30.5,21,35.6,39,66.1
,,,"Y",60,60,100.0,60,"*","*",16,26.7,11,18.3,"*","*","*","*"
"Wallingford School District","=""1480011""","ELA","N",1193,1189,99.7,1189,108,9.1,256,21.5,473,39.8,352,29.6,825,69.4
,,,"Y",1048,1037,99.0,1037,426,41.1,270,26.0,233,22.5,108,10.4,341,32.9
,,"Math","N",1193,1188,99.6,1188,118,9.9,316,26.6,358,30.1,396,33.3,754,63.5
,,,"Y",1048,1035,98.8,1035,441,42.6,292,28.2,196,18.9,106,10.2,302,29.2
"Waterbury School District","=""1510011""","ELA","N",956,953,99.7,953,195,20.5,238,25.0,330,34.6,190,19.9,520,54.6
,,,"Y",7303,7275,99.6,7275,3778,51.9,1759,24.2,1270,17.5,468,6.4,1738,23.9
,,"Math","N",954,952,99.8,952,270,28.4,287,30.1,239,25.1,156,16.4,395,41.5
,,,"Y",7290,7237,99.3,7237,4339,60.0,1719,23.8,814,11.2,365,5.0,1179,16.3
"Waterford School District","=""1520011""","ELA","N",568,565,99.5,565,45,8.0,125,22.1,198,35.0,197,34.9,395,69.9
,,,"Y",440,433,98.4,433,135,31.2,130,30.0,111,25.6,57,13.2,168,38.8
,,"Math","N",568,565,99.5,565,35,6.2,125,22.1,174,30.8,231,40.9,405,71.7
,,,"Y",439,431,98.2,431,119,27.6,140,32.5,105,24.4,67,15.5,172,39.9
"Watertown School District","=""1530011""","ELA","N",597,592,99.2,592,78,13.2,158,26.7,209,35.3,147,24.8,356,60.1
,,,"Y",607,598,98.5,598,237,39.6,171,28.6,139,23.2,51,8.5,190,31.8
,,"Math","N",596,590,99.0,590,82,13.9,183,31.0,180,30.5,145,24.6,325,55.1
,,,"Y",604,594,98.3,594,232,39.1,178,30.0,117,19.7,67,11.3,184,31.0
"West Hartford School District","=""1550011""","ELA","N",2419,2412,99.7,2412,60,2.5,271,11.2,790,32.8,1291,53.5,2081,86.3
,,,"Y",1628,1608,98.8,1607,592,36.8,436,27.1,365,22.7,214,13.3,579,36.0
,,"Math","N",2419,2408,99.5,2407,79,3.3,349,14.5,662,27.5,1317,54.7,1979,82.2
,,,"Y",1628,1604,98.5,1604,625,39.0,453,28.2,285,17.8,241,15.0,526,32.8
"West Haven School District","=""1560011""","ELA","N",660,659,99.8,659,70,10.6,156,23.7,277,42.0,156,23.7,433,65.7
,,,"Y",1940,1919,98.9,1919,719,37.5,522,27.2,483,25.2,195,10.2,678,35.3
,,"Math","N",660,659,99.8,659,84,12.7,186,28.2,186,28.2,203,30.8,389,59.0
,,,"Y",1936,1910,98.7,1910,763,39.9,517,27.1,397,20.8,233,12.2,630,33.0
"Westbrook School District","=""1540011""","ELA","N",135,133,98.5,133,"*","*","*","*",43,32.3,66,49.6,109,82.0
,,,"Y",117,116,99.1,116,"*","*",42,36.2,24,20.7,"*","*","*","*"
,,"Math","N",135,133,98.5,133,"*","*","*","*",44,33.1,74,55.6,118,88.7
,,,"Y",117,116,99.1,116,"*","*",34,29.3,26,22.4,"*","*","*","*"
"Weston School District","=""1570011""","ELA","N",804,803,99.9,803,7,0.9,77,9.6,271,33.7,448,55.8,719,89.5
,,,"Y",152,151,99.3,151,38,25.2,44,29.1,45,29.8,24,15.9,69,45.7
,,"Math","N",804,802,99.8,802,14,1.7,85,10.6,222,27.7,481,60.0,703,87.7
,,,"Y",152,151,99.3,151,30,19.9,52,34.4,37,24.5,32,21.2,69,45.7
"Westport School District","=""1580011""","ELA","N",1979,1974,99.7,1974,37,1.9,190,9.6,638,32.3,1109,56.2,1747,88.5
,,,"Y",427,414,97.0,414,113,27.3,112,27.1,124,30.0,65,15.7,189,45.7
,,"Math","N",1979,1973,99.7,1973,19,1.0,205,10.4,500,25.3,1249,63.3,1749,88.6
,,,"Y",427,412,96.5,412,125,30.3,130,31.6,81,19.7,76,18.4,157,38.1
"Wethersfield School District","=""1590011""","ELA","N",937,935,99.8,934,61,6.5,180,19.3,359,38.4,334,35.8,693,74.2
,,,"Y",615,609,99.0,608,215,35.4,170,28.0,157,25.8,66,10.9,223,36.7
,,"Math","N",937,935,99.8,934,87,9.3,237,25.4,247,26.4,363,38.9,610,65.3
,,,"Y",615,608,98.9,607,247,40.7,196,32.3,99,16.3,65,10.7,164,27.0
"Willington School District","=""1600011""","ELA","N",118,117,99.2,117,"*","*",33,28.2,46,39.3,"*","*","*","*"
,,,"Y",116,109,94.0,109,44,40.4,"*","*",36,33.0,"*","*","*","*"
,,"Math","N",118,117,99.2,117,6,5.1,30,25.6,37,31.6,44,37.6,81,69.2
,,,"Y",116,108,93.1,108,35,32.4,38,35.2,21,19.4,14,13.0,35,32.4
"Wilton School District","=""1610011""","ELA","N",1281,1275,99.5,1275,14,1.1,137,10.7,419,32.9,705,55.3,1124,88.2
,,,"Y",393,383,97.5,383,73,19.1,112,29.2,135,35.2,63,16.4,198,51.7
,,"Math","N",1281,1274,99.5,1274,10,0.8,125,9.8,290,22.8,849,66.6,1139,89.4
,,,"Y",393,378,96.2,378,65,17.2,113,29.9,92,24.3,108,28.6,200,52.9
"Winchester School District","=""1620011""","ELA","N",115,115,100.0,115,20,17.4,29,25.2,35,30.4,31,27.0,66,57.4
,,,"Y",207,207,100.0,206,80,38.8,57,27.7,38,18.4,31,15.0,69,33.5
,,"Math","N",115,115,100.0,115,18,15.7,37,32.2,34,29.6,26,22.6,60,52.2
,,,"Y",207,205,99.0,205,81,39.5,56,27.3,37,18.0,31,15.1,68,33.2
"Windham School District","=""1630011""","ELA","N",301,300,99.7,300,45,15.0,68,22.7,115,38.3,72,24.0,187,62.3
,,,"Y",1239,1229,99.2,1229,652,53.1,302,24.6,209,17.0,66,5.4,275,22.4
,,"Math","N",301,300,99.7,300,47,15.7,89,29.7,89,29.7,75,25.0,164,54.7
,,,"Y",1237,1225,99.0,1224,664,54.2,311,25.4,167,13.6,82,6.7,249,20.3
"Windsor Locks School District","=""1650011""","ELA","N",247,247,100.0,247,35,14.2,73,29.6,85,34.4,54,21.9,139,56.3
,,,"Y",358,355,99.2,355,145,40.8,105,29.6,80,22.5,25,7.0,105,29.6
,,"Math","N",247,247,100.0,247,34,13.8,77,31.2,75,30.4,61,24.7,136,55.1
,,,"Y",357,350,98.0,349,160,45.8,107,30.7,55,15.8,27,7.7,82,23.5
"Windsor School District","=""1640011""","ELA","N",602,598,99.3,598,75,12.5,124,20.7,224,37.5,175,29.3,399,66.7
,,,"Y",774,756,97.7,756,349,46.2,185,24.5,160,21.2,62,8.2,222,29.4
,,"Math","N",602,598,99.3,598,83,13.9,168,28.1,161,26.9,186,31.1,347,58.0
,,,"Y",774,756,97.7,756,366,48.4,209,27.6,113,14.9,68,9.0,181,23.9
"Wolcott School District","=""1660011""","ELA","N",517,517,100.0,517,23,4.4,91,17.6,208,40.2,195,37.7,403,77.9
,,,"Y",425,421,99.1,420,100,23.8,116,27.6,131,31.2,73,17.4,204,48.6
,,"Math","N",517,517,100.0,517,28,5.4,100,19.3,168,32.5,221,42.7,389,75.2
,,,"Y",425,420,98.8,420,117,27.9,124,29.5,105,25.0,74,17.6,179,42.6
"Woodbridge School District","=""1670011""","ELA","N",365,364,99.7,364,9,2.5,30,8.2,92,25.3,233,64.0,325,89.3
,,,"Y",139,134,96.4,134,27,20.1,36,26.9,33,24.6,38,28.4,71,53.0
,,"Math","N",365,363,99.5,363,"*","*","*","*",74,20.4,244,67.2,318,87.6
,,,"Y",139,133,95.7,133,"*","*",37,27.8,"*","*",45,33.8,"*","*"
"Woodstock School District","=""1690011""","ELA","N",331,326,98.5,326,41,12.6,79,24.2,109,33.4,97,29.8,206,63.2
,,,"Y",189,181,95.8,181,66,36.5,50,27.6,49,27.1,16,8.8,65,35.9
,,"Math","N",331,326,98.5,326,48,14.7,116,35.6,95,29.1,67,20.6,162,49.7
,,,"Y",189,180,95.2,180,81,45.0,58,32.2,27,15.0,14,7.8,41,22.8

