"NAME","S1901_C01_001E","S1901_C01_012E","S1901_C01_013E","state","county","county subdivision"
"Chaplin town, Windham County, Connecticut","988","70500","86512","09","015","13810"
"Plainfield town, Windham County, Connecticut","5595","70206","80199","09","015","59980"
"Thompson town, Windham County, Connecticut","3569","80125","91728","09","015","75870"
"Woodstock town, Windham County, Connecticut","3249","86821","109117","09","015","88190"
"Scotland town, Windham County, Connecticut","614","86053","94506","09","015","67400"
"Pomfret town, Windham County, Connecticut","1647","93472","121445","09","015","61030"
"Windham town, Windham County, Connecticut","8590","47481","56029","09","015","86790"
"Ashford town, Windham County, Connecticut","1774","70952","86383","09","015","01430"
"Brooklyn town, Windham County, Connecticut","2915","76047","91154","09","015","09190"
"Killingly town, Windham County, Connecticut","7088","62550","75271","09","015","40500"
"Putnam town, Windham County, Connecticut","4096","60201","77623","09","015","62710"
"Chester town, Middlesex County, Connecticut","1772","88167","98471","09","007","14300"
"Essex town, Middlesex County, Connecticut","3074","89261","124738","09","007","26270"
"East Hampton town, Middlesex County, Connecticut","4831","95513","112934","09","007","22490"
"Cromwell town, Middlesex County, Connecticut","5897","89243","113749","09","007","18080"
"Andover town, Tolland County, Connecticut","1216","105328","117520","09","013","01080"
"Coventry town, Tolland County, Connecticut","4648","96143","119754","09","013","17800"
"Bolton town, Tolland County, Connecticut","1821","105772","124831","09","013","06260"
"Tolland town, Tolland County, Connecticut","5252","118194","149918","09","013","76290"
"Somers town, Tolland County, Connecticut","3625","108560","140267","09","013","69220"
"Vernon town, Tolland County, Connecticut","13039","64587","79399","09","013","78250"
"Union town, Tolland County, Connecticut","374","87083","110699","09","013","77830"
"Stafford town, Tolland County, Connecticut","4707","74386","91620","09","013","72090"
"Columbia town, Tolland County, Connecticut","2156","109962","128066","09","013","16400"
"Ellington town, Tolland County, Connecticut","7000","91510","116360","09","013","25360"
"Mansfield town, Tolland County, Connecticut","5740","51911","94771","09","013","44910"
"Willington town, Tolland County, Connecticut","2577","76908","94252","09","013","85950"
"Greenwich town, Fairfield County, Connecticut","22271","152577","281265","09","001","33620"
"Redding town, Fairfield County, Connecticut","3452","132838","186665","09","001","63480"
"New Canaan town, Fairfield County, Connecticut","7116","190227","336642","09","001","50580"
"New Fairfield town, Fairfield County, Connecticut","4971","112457","146962","09","001","50860"
"Newtown town, Fairfield County, Connecticut","9885","127602","158402","09","001","52980"
"Weston town, Fairfield County, Connecticut","3447","222535","300718","09","001","83430"
"County subdivisions not defined, Fairfield County, Connecticut","0","-666666666","-666666666","09","001","00000"
"Easton town, Fairfield County, Connecticut","2799","157448","196388","09","001","23890"
"Bridgeport town, Fairfield County, Connecticut","50638","46662","64103","09","001","08070"
"Darien town, Fairfield County, Connecticut","6895","232523","365528","09","001","18850"
"Ridgefield town, Fairfield County, Connecticut","9001","163945","231085","09","001","63970"
"Shelton town, Fairfield County, Connecticut","16185","97131","121788","09","001","68170"
"Westport town, Fairfield County, Connecticut","9916","206466","321258","09","001","83500"
"Danbury town, Fairfield County, Connecticut","30000","73297","94300","09","001","18500"
"Sherman town, Fairfield County, Connecticut","1470","101818","162296","09","001","68310"
"Brookfield town, Fairfield County, Connecticut","6200","114615","139490","09","001","08980"
"Trumbull town, Fairfield County, Connecticut","12190","122451","149704","09","001","77200"
"Southbury town, New Haven County, Connecticut","7966","98790","124159","09","009","69640"
"Seymour town, New Haven County, Connecticut","6203","76195","96846","09","009","67610"
"Cheshire town, New Haven County, Connecticut","10169","120546","144173","09","009","14160"
"Hamden town, New Haven County, Connecticut","22577","77274","98596","09","009","35650"
"North Branford town, New Haven County, Connecticut","5339","90461","126771","09","009","53890"
"Waterbury town, New Haven County, Connecticut","40937","42401","57747","09","009","80070"
"North Haven town, New Haven County, Connecticut","9064","96598","120153","09","009","54870"
"Milford town, New Haven County, Connecticut","22451","91799","117833","09","009","47535"
"Harwinton town, Litchfield County, Connecticut","1943","111202","129342","09","005","37280"
"Morris town, Litchfield County, Connecticut","854","87308","132291","09","005","49460"
"Plymouth town, Litchfield County, Connecticut","4858","82063","96832","09","005","60750"
"Sharon town, Litchfield County, Connecticut","1278","81919","149514","09","005","67960"
"Thomaston town, Litchfield County, Connecticut","3157","68539","87766","09","005","75730"
"Salisbury town, Litchfield County, Connecticut","1700","72658","112264","09","005","66420"
"Torrington town, Litchfield County, Connecticut","14471","63172","76193","09","005","76570"
"Cornwall town, Litchfield County, Connecticut","598","80000","155748","09","005","17240"
"New Milford town, Litchfield County, Connecticut","10512","89969","113947","09","005","52630"
"Watertown town, Litchfield County, Connecticut","8513","79576","103481","09","005","80490"
"Colebrook town, Litchfield County, Connecticut","590","98250","109729","09","005","16050"
"Goshen town, Litchfield County, Connecticut","1098","109886","148485","09","005","32290"
"Woodbury town, Litchfield County, Connecticut","4129","81362","121600","09","005","87910"
"Bridgewater town, Litchfield County, Connecticut","699","111250","173607","09","005","08210"
"Canaan town, Litchfield County, Connecticut","507","80298","130306","09","005","10940"
"Litchfield town, Litchfield County, Connecticut","3415","84694","117493","09","005","43370"
"Warren town, Litchfield County, Connecticut","593","104375","164084","09","005","79510"
"Norfolk town, Litchfield County, Connecticut","700","75208","110487","09","005","53470"
"North Canaan town, Litchfield County, Connecticut","1402","62432","81117","09","005","54030"
"Roxbury town, Litchfield County, Connecticut","892","118971","181584","09","005","65930"
"New Hartford town, Litchfield County, Connecticut","2580","106765","124879","09","005","51350"
"Washington town, Litchfield County, Connecticut","1388","108250","191455","09","005","79720"
"Canton town, Hartford County, Connecticut","4046","87567","122143","09","003","12270"
"Enfield town, Hartford County, Connecticut","16744","79730","93055","09","003","25990"
"Newington town, Hartford County, Connecticut","12366","81646","93852","09","003","52140"
"Eastford town, Windham County, Connecticut","681","92813","102132","09","015","21860"
"Hampton town, Windham County, Connecticut","785","81016","101312","09","015","36000"
"Colchester town, New London County, Connecticut","5985","105281","119617","09","011","15910"
"New London town, New London County, Connecticut","10732","46298","62493","09","011","52350"
"Bozrah town, New London County, Connecticut","986","90156","100990","09","011","06820"
"County subdivisions not defined, New London County, Connecticut","0","-666666666","-666666666","09","011","00000"
"Franklin town, New London County, Connecticut","717","96719","104926","09","011","29910"
"Lebanon town, New London County, Connecticut","2818","91684","105711","09","011","42390"
"Waterford town, New London County, Connecticut","7715","90893","106044","09","011","80280"
"North Stonington town, New London County, Connecticut","1982","75833","94603","09","011","55500"
"Stonington town, New London County, Connecticut","8210","81667","115663","09","011","73770"
"Norwich town, New London County, Connecticut","16121","57052","72998","09","011","56270"
"East Lyme town, New London County, Connecticut","7345","95217","117347","09","011","23400"
"Voluntown town, New London County, Connecticut","987","85052","91719","09","011","78600"
"Lisbon town, New London County, Connecticut","1714","91125","105541","09","011","43230"
"Montville town, New London County, Connecticut","6997","74106","92241","09","011","48900"
"Lyme town, New London County, Connecticut","1056","100435","173072","09","011","44210"
"Old Lyme town, New London County, Connecticut","3197","96567","142540","09","011","57040"
"Naugatuck town, New Haven County, Connecticut","11589","74944","94227","09","009","49950"
"Prospect town, New Haven County, Connecticut","3347","101134","116493","09","009","62290"
"Meriden town, New Haven County, Connecticut","25595","58843","75379","09","009","46520"
"South Windsor town, Hartford County, Connecticut","9783","107374","124979","09","003","71390"
"Windsor Locks town, Hartford County, Connecticut","5307","70067","91141","09","003","87070"
"Farmington town, Hartford County, Connecticut","10463","93053","131301","09","003","27600"
"Wethersfield town, Hartford County, Connecticut","10917","86216","108251","09","003","84900"
"Granby town, Hartford County, Connecticut","4147","121250","149864","09","003","32640"
"Manchester town, Hartford County, Connecticut","23645","74503","89184","09","003","44700"
"Suffield town, Hartford County, Connecticut","5158","114208","152145","09","003","74540"
"Canterbury town, Windham County, Connecticut","1916","91973","105208","09","015","12130"
"Hebron town, Tolland County, Connecticut","3528","121200","142171","09","013","37910"
"Monroe town, Fairfield County, Connecticut","6673","118669","149558","09","001","48620"
"Stratford town, Fairfield County, Connecticut","19857","79430","97330","09","001","74190"
"Stamford town, Fairfield County, Connecticut","49141","93059","140870","09","001","73070"
"Wilton town, Fairfield County, Connecticut","6090","193292","261380","09","001","86370"
"Fairfield town, Fairfield County, Connecticut","20641","139122","203662","09","001","26620"
"Bethel town, Fairfield County, Connecticut","7164","101968","120506","09","001","04720"
"Norwalk town, Fairfield County, Connecticut","34187","85769","126441","09","001","56060"
"Bethlehem town, Litchfield County, Connecticut","1204","98409","123757","09","005","04930"
"Kent town, Litchfield County, Connecticut","1176","78125","123053","09","005","40290"
"Winchester town, Litchfield County, Connecticut","4550","68750","81565","09","005","86440"
"Barkhamsted town, Litchfield County, Connecticut","1336","109688","120699","09","005","02760"
"Sterling town, Windham County, Connecticut","1446","78684","81910","09","015","73420"
"Ledyard town, New London County, Connecticut","5769","94099","113870","09","011","42600"
"Preston town, New London County, Connecticut","1830","79444","97139","09","011","62150"
"Salem town, New London County, Connecticut","1661","109460","135014","09","011","66210"
"Sprague town, New London County, Connecticut","1149","68301","87801","09","011","71670"
"Groton town, New London County, Connecticut","15958","66657","86557","09","011","34250"
"Griswold town, New London County, Connecticut","4898","64365","78904","09","011","33900"
