District,District Code,fiscal_year,ppe_total,cpi_u,deflator,ppe_total_real
Amistad Academy District,2790013.0,2010,13397.0,218.076,1.4763752086428583,19778.99867018837
Amistad Academy District,2790013.0,2011,13993.0,224.923,1.431432090093054,20030.029236672104
Amistad Academy District,2790013.0,2012,13959.0,229.586,1.402359028860645,19575.529683865738
Amistad Academy District,2790013.0,2013,11895.0,232.952,1.3820958824135443,16440.03052130911
Amistad Academy District,2790013.0,2014,13132.0,236.715,1.3601250448851994,17861.162089432437
Amistad Academy District,2790013.0,2015,12306.0,237.002,1.3584779875275312,16717.430114513798
Amistad Academy District,2790013.0,2016,11379.0,240.005,1.3414803858252953,15264.705310306035
Amistad Academy District,2790013.0,2017,12669.0,245.121,1.3134819130143889,16640.50235597929
Amistad Academy District,2790013.0,2018,12243.0,251.1,1.282206292313819,15698.051636798087
Amistad Academy District,2790013.0,2019,12250.0,255.653,1.2593711006716135,15427.295983227266
Amistad Academy District,2790013.0,2020,12126.0,258.856,1.2437880520443798,15082.17391909015
Amistad Academy District,2790013.0,2021,13414.0,270.973,1.1881700390813843,15938.112904237689
Amistad Academy District,2790013.0,2022,14901.0,292.626,1.1002508321201807,16394.837649422814
Amistad Academy District,2790013.0,2023,14184.0,304.703,1.056642041594602,14987.410717977837
Amistad Academy District,2790013.0,2024,14491.0,313.698,1.026343808376209,14872.748127179646
Amistad Academy District,2790013.0,2025,15236.0,321.962,1.0,15236.0
Andover School District,10011.0,2007,10658.0,207.344,1.5527914962574272,16549.65176711166
Andover School District,10011.0,2008,10833.0,215.254,1.4957306252148626,16203.249862952604
Andover School District,10011.0,2009,11790.0,214.565,1.5005336378253675,17691.29158996108
Andover School District,10011.0,2010,12262.0,218.076,1.4763752086428583,18103.31280837873
Andover School District,10011.0,2011,12923.0,224.923,1.431432090093054,18498.39690027253
Andover School District,10011.0,2012,13585.0,229.586,1.402359028860645,19051.04740707186
Andover School District,10011.0,2013,13996.0,232.952,1.3820958824135443,19343.81397025997
Andover School District,10011.0,2014,15224.0,236.715,1.3601250448851994,20706.543683332275
Andover School District,10011.0,2015,15640.0,237.002,1.3584779875275312,21246.59572493059
Andover School District,10011.0,2016,17232.0,240.005,1.3414803858252953,23116.39000854149
Andover School District,10011.0,2017,21810.0,245.121,1.3134819130143889,28647.040522843818
Andover School District,10011.0,2018,21211.0,251.1,1.282206292313819,27196.877666268418
Andover School District,10011.0,2019,22935.0,255.653,1.2593711006716135,28883.67619390345
Andover School District,10011.0,2020,22752.0,258.856,1.2437880520443798,28298.66576011373
Andover School District,10011.0,2021,24220.0,270.973,1.1881700390813843,28777.47834655113
Andover School District,10011.0,2022,22525.0,292.626,1.1002508321201807,24783.14999350707
Andover School District,10011.0,2023,22832.0,304.703,1.056642041594602,24125.251093687955
Andover School District,10011.0,2024,22038.0,313.698,1.026343808376209,22618.56484899489
Andover School District,10011.0,2025,19009.0,321.962,1.0,19009.0
Ansonia School District,20011.0,2007,9332.0,207.344,1.5527914962574272,14490.650243074311
Ansonia School District,20011.0,2008,10261.0,215.254,1.4957306252148626,15347.691945329703
Ansonia School District,20011.0,2009,10214.0,214.565,1.5005336378253675,15326.450576748304
Ansonia School District,20011.0,2010,10462.0,218.076,1.4763752086428583,15445.837432821589
Ansonia School District,20011.0,2011,10992.0,224.923,1.431432090093054,15734.30153430285
Ansonia School District,20011.0,2012,11376.0,229.586,1.402359028860645,15953.236312318691
Ansonia School District,20011.0,2013,13360.0,232.952,1.3820958824135443,18464.80098904495
Ansonia School District,20011.0,2014,13014.0,236.715,1.3601250448851994,17700.667334135986
Ansonia School District,20011.0,2015,13263.0,237.002,1.3584779875275312,18017.493548577648
Ansonia School District,20011.0,2016,13932.0,240.005,1.3414803858252953,18689.504735318013
Ansonia School District,20011.0,2017,14531.0,245.121,1.3134819130143889,19086.20567801208
Ansonia School District,20011.0,2018,15432.0,251.1,1.282206292313819,19787.007502986857
Ansonia School District,20011.0,2019,15653.0,255.653,1.2593711006716135,19712.93583881277
Ansonia School District,20011.0,2020,15710.0,258.856,1.2437880520443798,19539.910297617207
Ansonia School District,20011.0,2021,17747.0,270.973,1.1881700390813843,21086.45368357733
Ansonia School District,20011.0,2022,18281.0,292.626,1.1002508321201807,20113.685461989025
Ansonia School District,20011.0,2023,18865.0,304.703,1.056642041594602,19933.552114682167
Ansonia School District,20011.0,2024,19869.0,313.698,1.026343808376209,20392.4251286269
Ansonia School District,20011.0,2025,20187.0,321.962,1.0,20187.0
Area Cooperative Educational Services,2440014.0,2018,31736.0,251.1,1.282206292313819,40692.09889287136
Area Cooperative Educational Services,2440014.0,2019,34302.0,255.653,1.2593711006716135,43198.94749523768
Area Cooperative Educational Services,2440014.0,2020,36894.0,258.856,1.2437880520443798,45888.31639212535
Area Cooperative Educational Services,2440014.0,2021,39628.0,270.973,1.1881700390813843,47084.802308717095
Area Cooperative Educational Services,2440014.0,2022,44824.0,292.626,1.1002508321201807,49317.64329895498
Area Cooperative Educational Services,2440014.0,2023,49216.0,304.703,1.056642041594602,52003.694719119936
Area Cooperative Educational Services,2440014.0,2024,52153.0,313.698,1.026343808376209,53526.90863824443
Area Cooperative Educational Services,2440014.0,2025,57640.0,321.962,1.0,57640.0
Ashford School District,30011.0,2007,12380.0,207.344,1.5527914962574272,19223.55872366695
Ashford School District,30011.0,2008,13880.0,215.254,1.4957306252148626,20760.741077982293
Ashford School District,30011.0,2009,15352.0,214.565,1.5005336378253675,23036.192407895043
Ashford School District,30011.0,2010,15556.0,218.076,1.4763752086428583,22966.49274564831
Ashford School District,30011.0,2011,14873.0,224.923,1.431432090093054,21289.68947595399
Ashford School District,30011.0,2012,15187.0,229.586,1.402359028860645,21297.62657130661
Ashford School District,30011.0,2013,16704.0,232.952,1.3820958824135443,23086.529619835845
Ashford School District,30011.0,2014,17295.0,236.715,1.3601250448851994,23523.362651289524
Ashford School District,30011.0,2015,17887.0,237.002,1.3584779875275312,24299.09576290495
Ashford School District,30011.0,2016,19165.0,240.005,1.3414803858252953,25709.471594341783
Ashford School District,30011.0,2017,18990.0,245.121,1.3134819130143889,24943.02152814324
Ashford School District,30011.0,2018,19512.0,251.1,1.282206292313819,25018.40917562724
Ashford School District,30011.0,2019,19450.0,255.653,1.2593711006716135,24494.767908062884
Ashford School District,30011.0,2020,20404.0,258.856,1.2437880520443798,25378.251413913527
Ashford School District,30011.0,2021,21992.0,270.973,1.1881700390813843,26130.235499477803
Ashford School District,30011.0,2022,22361.0,292.626,1.1002508321201807,24602.70885703936
Ashford School District,30011.0,2023,24046.0,304.703,1.056642041594602,25408.014532183803
Ashford School District,30011.0,2024,26212.0,313.698,1.026343808376209,26902.52390515719
Ashford School District,30011.0,2025,26551.0,321.962,1.0,26551.0
Avon School District,40011.0,2007,10615.0,207.344,1.5527914962574272,16482.88173277259
Avon School District,40011.0,2008,11130.0,215.254,1.4957306252148626,16647.48185864142
Avon School District,40011.0,2009,11575.0,214.565,1.5005336378253675,17368.67685782863
Avon School District,40011.0,2010,11961.0,218.076,1.4763752086428583,17658.92387057723
Avon School District,40011.0,2011,12562.0,224.923,1.431432090093054,17981.649915748945
Avon School District,40011.0,2012,13301.0,229.586,1.402359028860645,18652.777442875435
Avon School District,40011.0,2013,14108.0,232.952,1.3820958824135443,19498.608709090284
Avon School District,40011.0,2014,14756.0,236.715,1.3601250448851994,20070.005162326
Avon School District,40011.0,2015,15833.0,237.002,1.3584779875275312,21508.7819765234
Avon School District,40011.0,2016,16218.0,240.005,1.3414803858252953,21756.12889731464
Avon School District,40011.0,2017,16715.0,245.121,1.3134819130143889,21954.850176035507
Avon School District,40011.0,2018,17416.0,251.1,1.282206292313819,22330.904786937477
Avon School District,40011.0,2019,17947.0,255.653,1.2593711006716135,22601.93314375345
Avon School District,40011.0,2020,18162.0,258.856,1.2437880520443798,22589.678601230025
Avon School District,40011.0,2021,19428.0,270.973,1.1881700390813843,23083.767519273133
Avon School District,40011.0,2022,20144.0,292.626,1.1002508321201807,22163.45276222892
Avon School District,40011.0,2023,20828.0,304.703,1.056642041594602,22007.74044233237
Avon School District,40011.0,2024,21328.0,313.698,1.026343808376209,21889.860745047787
Avon School District,40011.0,2025,22569.0,321.962,1.0,22569.0
Barkhamsted School District,50011.0,2007,9606.0,207.344,1.5527914962574272,14916.115113048843
Barkhamsted School District,50011.0,2008,10078.0,215.254,1.4957306252148626,15073.973240915384
Barkhamsted School District,50011.0,2009,10523.0,214.565,1.5005336378253675,15790.115470836345
Barkhamsted School District,50011.0,2010,10596.0,218.076,1.4763752086428583,15643.671710779729
Barkhamsted School District,50011.0,2011,10744.0,224.923,1.431432090093054,15379.306375959772
Barkhamsted School District,50011.0,2012,11142.0,229.586,1.402359028860645,15625.084299565304
Barkhamsted School District,50011.0,2013,11469.0,232.952,1.3820958824135443,15851.25767540094
Barkhamsted School District,50011.0,2014,13399.0,236.715,1.3601250448851994,18224.315476416785
Barkhamsted School District,50011.0,2015,13377.0,237.002,1.3584779875275312,18172.360039155785
Barkhamsted School District,50011.0,2016,17098.0,240.005,1.3414803858252953,22936.6316368409
Barkhamsted School District,50011.0,2017,17239.0,245.121,1.3134819130143889,22643.114698455047
Barkhamsted School District,50011.0,2018,16829.0,251.1,1.282206292313819,21578.249693349266
Barkhamsted School District,50011.0,2019,18051.0,255.653,1.2593711006716135,22732.907738223297
Barkhamsted School District,50011.0,2020,18887.0,258.856,1.2437880520443798,23491.4249389622
Barkhamsted School District,50011.0,2021,21271.0,270.973,1.1881700390813843,25273.564901300124
Barkhamsted School District,50011.0,2022,22401.0,292.626,1.1002508321201807,24646.71889032417
Barkhamsted School District,50011.0,2023,22595.0,304.703,1.056642041594602,23874.826929830037
Barkhamsted School District,50011.0,2024,21438.0,313.698,1.026343808376209,22002.75856396917
Barkhamsted School District,50011.0,2025,21860.0,321.962,1.0,21860.0
Berlin School District,70011.0,2007,11115.0,207.344,1.5527914962574272,17259.277480901303
Berlin School District,70011.0,2008,11722.0,215.254,1.4957306252148626,17532.95438876862
Berlin School District,70011.0,2009,12603.0,214.565,1.5005336378253675,18911.225437513105
Berlin School District,70011.0,2010,13047.0,218.076,1.4763752086428583,19262.26734716337
Berlin School District,70011.0,2011,13264.0,224.923,1.431432090093054,18986.51524299427
Berlin School District,70011.0,2012,14219.0,229.586,1.402359028860645,19940.143031369505
Berlin School District,70011.0,2013,14349.0,232.952,1.3820958824135443,19831.693816751947
Berlin School District,70011.0,2014,15102.0,236.715,1.3601250448851994,20540.60842785628
Berlin School District,70011.0,2015,15425.0,237.002,1.3584779875275312,20954.52295761217
Berlin School District,70011.0,2016,16044.0,240.005,1.3414803858252953,21522.71131018104
Berlin School District,70011.0,2017,16702.0,245.121,1.3134819130143889,21937.77491116632
Berlin School District,70011.0,2018,16732.0,251.1,1.282206292313819,21453.87568299482
Berlin School District,70011.0,2019,17340.0,255.653,1.2593711006716135,21837.494885645778
Berlin School District,70011.0,2020,18172.0,258.856,1.2437880520443798,22602.11648175047
Berlin School District,70011.0,2021,19421.0,270.973,1.1881700390813843,23075.450328999563
Berlin School District,70011.0,2022,20891.0,292.626,1.1002508321201807,22985.34013382269
Berlin School District,70011.0,2023,21295.0,304.703,1.056642041594602,22501.19227575705
Berlin School District,70011.0,2024,22299.0,313.698,1.026343808376209,22886.44058298109
Berlin School District,70011.0,2025,23479.0,321.962,1.0,23479.0
Bethany School District,80011.0,2007,10604.0,207.344,1.5527914962574272,16465.80102631376
Bethany School District,80011.0,2008,10867.0,215.254,1.4957306252148626,16254.10470420991
Bethany School District,80011.0,2009,11694.0,214.565,1.5005336378253675,17547.240360729847
Bethany School District,80011.0,2010,12623.0,218.076,1.4763752086428583,18636.284258698804
Bethany School District,80011.0,2011,13317.0,224.923,1.431432090093054,19062.3811437692
Bethany School District,80011.0,2012,13977.0,229.586,1.402359028860645,19600.772146385232
Bethany School District,80011.0,2013,14529.0,232.952,1.3820958824135443,20080.471075586385
Bethany School District,80011.0,2014,16027.0,236.715,1.3601250448851994,21798.72409437509
Bethany School District,80011.0,2015,17561.0,237.002,1.3584779875275312,23856.231938970977
Bethany School District,80011.0,2016,17925.0,240.005,1.3414803858252953,24046.03591591842
Bethany School District,80011.0,2017,19748.0,245.121,1.3134819130143889,25938.640818208147
Bethany School District,80011.0,2018,18738.0,251.1,1.282206292313819,24025.98150537634
Bethany School District,80011.0,2019,18822.0,255.653,1.2593711006716135,23703.882856841108
Bethany School District,80011.0,2020,19132.0,258.856,1.2437880520443798,23796.153011713075
Bethany School District,80011.0,2021,19724.0,270.973,1.1881700390813843,23435.465850841225
Bethany School District,80011.0,2022,19292.0,292.626,1.1002508321201807,21226.039053262528
Bethany School District,80011.0,2023,18782.0,304.703,1.056642041594602,19845.850825229816
Bethany School District,80011.0,2024,19107.0,313.698,1.026343808376209,19610.35114664423
Bethany School District,80011.0,2025,19937.0,321.962,1.0,19937.0
Bethel School District,90011.0,2007,11902.0,207.344,1.5527914962574272,18481.324388455894
Bethel School District,90011.0,2008,12849.0,215.254,1.4957306252148626,19218.64280338577
Bethel School District,90011.0,2009,13463.0,214.565,1.5005336378253675,20201.68436604292
Bethel School District,90011.0,2010,13706.0,218.076,1.4763752086428583,20235.19860965902
Bethel School District,90011.0,2011,14459.0,224.923,1.431432090093054,20697.076590655462
Bethel School District,90011.0,2012,14603.0,229.586,1.402359028860645,20478.648898451997
Bethel School District,90011.0,2013,14935.0,232.952,1.3820958824135443,20641.602003846285
Bethel School District,90011.0,2014,15487.0,236.715,1.3601250448851994,21064.256570137084
Bethel School District,90011.0,2015,16235.0,237.002,1.3584779875275312,22054.89012750947
Bethel School District,90011.0,2016,16291.0,240.005,1.3414803858252953,21854.05696547989
Bethel School District,90011.0,2017,16252.0,245.121,1.3134819130143889,21346.708050309844
Bethel School District,90011.0,2018,15657.0,251.1,1.282206292313819,20075.503918757466
Bethel School District,90011.0,2019,15968.0,255.653,1.2593711006716135,20109.637735524324
Bethel School District,90011.0,2020,15968.0,258.856,1.2437880520443798,19860.807615044658
Bethel School District,90011.0,2021,17266.0,270.973,1.1881700390813843,20514.943894779182
Bethel School District,90011.0,2022,17707.0,292.626,1.1002508321201807,19482.14148435204
Bethel School District,90011.0,2023,18533.0,304.703,1.056642041594602,19582.74695687276
Bethel School District,90011.0,2024,18624.0,313.698,1.026343808376209,19114.62708719852
Bethel School District,90011.0,2025,19093.0,321.962,1.0,19093.0
Bloomfield School District,110011.0,2007,14584.0,207.344,1.5527914962574272,22645.91118141832
Bloomfield School District,110011.0,2008,15258.0,215.254,1.4957306252148626,22821.85787952837
Bloomfield School District,110011.0,2009,16330.0,214.565,1.5005336378253675,24503.71430568825
Bloomfield School District,110011.0,2010,16805.0,218.076,1.4763752086428583,24810.48538124324
Bloomfield School District,110011.0,2011,17318.0,224.923,1.431432090093054,24789.540936231508
Bloomfield School District,110011.0,2012,17641.0,229.586,1.402359028860645,24739.015628130637
Bloomfield School District,110011.0,2013,18556.0,232.952,1.3820958824135443,25646.17119406573
Bloomfield School District,110011.0,2014,19764.0,236.715,1.3601250448851994,26881.51138711108
Bloomfield School District,110011.0,2015,19521.0,237.002,1.3584779875275312,26518.848794524936
Bloomfield School District,110011.0,2016,20879.0,240.005,1.3414803858252953,28008.76897564634
Bloomfield School District,110011.0,2017,20624.0,245.121,1.3134819130143889,27089.25097400875
Bloomfield School District,110011.0,2018,19906.0,251.1,1.282206292313819,25523.598454798885
Bloomfield School District,110011.0,2019,19954.0,255.653,1.2593711006716135,25129.49094280137
Bloomfield School District,110011.0,2020,19891.0,258.856,1.2437880520443798,24740.18814321476
Bloomfield School District,110011.0,2021,21496.0,270.973,1.1881700390813843,25540.90316009344
Bloomfield School District,110011.0,2022,22514.0,292.626,1.1002508321201807,24771.047234353748
Bloomfield School District,110011.0,2023,22782.0,304.703,1.056642041594602,24072.418991608225
Bloomfield School District,110011.0,2024,24674.0,313.698,1.026343808376209,25324.00712787458
Bloomfield School District,110011.0,2025,24952.0,321.962,1.0,24952.0
Bolton School District,120011.0,2007,12373.0,207.344,1.5527914962574272,19212.689183193143
Bolton School District,120011.0,2008,13575.0,215.254,1.4957306252148626,20304.54323729176
Bolton School District,120011.0,2009,14225.0,214.565,1.5005336378253675,21345.09099806585
Bolton School District,120011.0,2010,14380.0,218.076,1.4763752086428583,21230.275500284304
Bolton School District,120011.0,2011,14108.0,224.923,1.431432090093054,20194.643927032805
Bolton School District,120011.0,2012,14505.0,229.586,1.402359028860645,20341.21771362365
Bolton School District,120011.0,2013,14996.0,232.952,1.3820958824135443,20725.90985267351
Bolton School District,120011.0,2014,15843.0,236.715,1.3601250448851994,21548.46108611621
Bolton School District,120011.0,2015,16296.0,237.002,1.3584779875275312,22137.757284748648
Bolton School District,120011.0,2016,17174.0,240.005,1.3414803858252953,23038.584146163623
Bolton School District,120011.0,2017,17287.0,245.121,1.3134819130143889,22706.161830279736
Bolton School District,120011.0,2018,17734.0,251.1,1.282206292313819,22738.646387893263
Bolton School District,120011.0,2019,18494.0,255.653,1.2593711006716135,23290.80913582082
Bolton School District,120011.0,2020,18684.0,258.856,1.2437880520443798,23238.93596439719
Bolton School District,120011.0,2021,19183.0,270.973,1.1881700390813843,22792.665859698194
Bolton School District,120011.0,2022,19782.0,292.626,1.1002508321201807,21765.161961001413
Bolton School District,120011.0,2023,20685.0,304.703,1.056642041594602,21856.640630384343
Bolton School District,120011.0,2024,22301.0,313.698,1.026343808376209,22888.49327059784
Bolton School District,120011.0,2025,23319.0,321.962,1.0,23319.0
Booker T. Washington Academy District,2950013.0,2015,17461.0,237.002,1.3584779875275312,23720.384140218222
Booker T. Washington Academy District,2950013.0,2016,13410.0,240.005,1.3414803858252953,17989.25197391721
Booker T. Washington Academy District,2950013.0,2017,12783.0,245.121,1.3134819130143889,16790.23929406293
Booker T. Washington Academy District,2950013.0,2018,11953.0,251.1,1.282206292313819,15326.21181202708
Booker T. Washington Academy District,2950013.0,2019,12253.0,255.653,1.2593711006716135,15431.07409652928
Booker T. Washington Academy District,2950013.0,2020,13091.0,258.856,1.2437880520443798,16282.429389312976
Booker T. Washington Academy District,2950013.0,2021,13583.0,270.973,1.1881700390813843,16138.913640842444
Booker T. Washington Academy District,2950013.0,2022,13635.0,292.626,1.1002508321201807,15001.920095958663
Booker T. Washington Academy District,2950013.0,2023,14570.0,304.703,1.056642041594602,15395.274546033352
Booker T. Washington Academy District,2950013.0,2024,19545.0,313.698,1.026343808376209,20059.889734713008
Booker T. Washington Academy District,2950013.0,2025,17553.0,321.962,1.0,17553.0
Bozrah School District,130011.0,2007,12388.0,207.344,1.5527914962574272,19235.981055637007
Bozrah School District,130011.0,2008,13992.0,215.254,1.4957306252148626,20928.26290800636
Bozrah School District,130011.0,2009,14372.0,214.565,1.5005336378253675,21565.669442826184
Bozrah School District,130011.0,2010,15245.0,218.076,1.4763752086428583,22507.340055760375
Bozrah School District,130011.0,2011,17367.0,224.923,1.431432090093054,24859.68110864607
Bozrah School District,130011.0,2012,17019.0,229.586,1.402359028860645,23866.748312179312
Bozrah School District,130011.0,2013,16998.0,232.952,1.3820958824135443,23492.865809265422
Bozrah School District,130011.0,2014,18145.0,236.715,1.3601250448851994,24679.468939441944
Bozrah School District,130011.0,2015,20273.0,237.002,1.3584779875275312,27540.42424114564
Bozrah School District,130011.0,2016,20502.0,240.005,1.3414803858252953,27503.030870190203
Bozrah School District,130011.0,2017,21085.0,245.121,1.3134819130143889,27694.766135908383
Bozrah School District,130011.0,2018,19831.0,251.1,1.282206292313819,25427.432982875347
Bozrah School District,130011.0,2019,24343.0,255.653,1.2593711006716135,30656.87070364909
Bozrah School District,130011.0,2020,22039.0,258.856,1.2437880520443798,27411.844879006087
Bozrah School District,130011.0,2021,25041.0,270.973,1.1881700390813843,29752.965948636946
Bozrah School District,130011.0,2022,24710.0,292.626,1.1002508321201807,27187.198061689665
Bozrah School District,130011.0,2023,26390.0,304.703,1.056642041594602,27884.783477681547
Bozrah School District,130011.0,2024,28086.0,313.698,1.026343808376209,28825.89220205421
Bozrah School District,130011.0,2025,25699.0,321.962,1.0,25699.0
Branford School District,140011.0,2007,11992.0,207.344,1.5527914962574272,18621.075623119068
Branford School District,140011.0,2008,13002.0,215.254,1.4957306252148626,19447.48958904364
Branford School District,140011.0,2009,13522.0,214.565,1.5005336378253675,20290.21585067462
Branford School District,140011.0,2010,13863.0,218.076,1.4763752086428583,20466.989517415943
Branford School District,140011.0,2011,14407.0,224.923,1.431432090093054,20622.642121970628
Branford School District,140011.0,2012,15062.0,229.586,1.402359028860645,21122.33169269903
Branford School District,140011.0,2013,15592.0,232.952,1.3820958824135443,21549.63899859198
Branford School District,140011.0,2014,16123.0,236.715,1.3601250448851994,21929.29609868407
Branford School District,140011.0,2015,16842.0,237.002,1.3584779875275312,22879.48626593868
Branford School District,140011.0,2016,17758.0,240.005,1.3414803858252953,23822.008691485597
Branford School District,140011.0,2017,18513.0,245.121,1.3134819130143889,24316.490655635374
Branford School District,140011.0,2018,19330.0,251.1,1.282206292313819,24785.047630426125
Branford School District,140011.0,2019,20249.0,255.653,1.2593711006716135,25501.005417499506
Branford School District,140011.0,2020,20467.0,258.856,1.2437880520443798,25456.61006119232
Branford School District,140011.0,2021,22399.0,270.973,1.1881700390813843,26613.82070538393
Branford School District,140011.0,2022,23037.0,292.626,1.1002508321201807,25346.478419552604
Branford School District,140011.0,2023,23954.0,304.703,1.056642041594602,25310.803464357097
Branford School District,140011.0,2024,25027.0,313.698,1.026343808376209,25686.306492231382
Branford School District,140011.0,2025,29396.0,321.962,1.0,29396.0
Brass City Charter School District,2900013.0,2014,11312.0,236.715,1.3601250448851994,15385.734507741376
Brass City Charter School District,2900013.0,2015,13844.0,237.002,1.3584779875275312,18806.769259331144
Brass City Charter School District,2900013.0,2016,13744.0,240.005,1.3414803858252953,18437.306422782854
Brass City Charter School District,2900013.0,2017,14422.0,245.121,1.3134819130143889,18943.036149493517
Brass City Charter School District,2900013.0,2018,14273.0,251.1,1.282206292313819,18300.93041019514
Brass City Charter School District,2900013.0,2019,14204.0,255.653,1.2593711006716135,17888.107113939597
Brass City Charter School District,2900013.0,2020,12904.0,258.856,1.2437880520443798,16049.841023580677
Brass City Charter School District,2900013.0,2021,13132.0,270.973,1.1881700390813843,15603.04895321674
Brass City Charter School District,2900013.0,2022,14652.0,292.626,1.1002508321201807,16120.875192224888
Brass City Charter School District,2900013.0,2023,16231.0,304.703,1.056642041594602,17150.356977121985
Brass City Charter School District,2900013.0,2024,16251.0,313.698,1.026343808376209,16679.113229921775
Brass City Charter School District,2900013.0,2025,16205.0,321.962,1.0,16205.0
Bridgeport School District,150011.0,2007,11857.0,207.344,1.5527914962574272,18411.448771124316
Bridgeport School District,150011.0,2008,12510.0,215.254,1.4957306252148626,18711.59012143793
Bridgeport School District,150011.0,2009,13101.0,214.565,1.5005336378253675,19658.49118915014
Bridgeport School District,150011.0,2010,13479.0,218.076,1.4763752086428583,19900.06143729709
Bridgeport School District,150011.0,2011,13795.0,224.923,1.431432090093054,19746.60568283368
Bridgeport School District,150011.0,2012,13364.0,229.586,1.402359028860645,18741.126061693656
Bridgeport School District,150011.0,2013,13761.0,232.952,1.3820958824135443,19019.021437892785
Bridgeport School District,150011.0,2014,14010.0,236.715,1.3601250448851994,19055.351878841644
Bridgeport School District,150011.0,2015,13887.0,237.002,1.3584779875275312,18865.183812794825
Bridgeport School District,150011.0,2016,14296.0,240.005,1.3414803858252953,19177.80359575842
Bridgeport School District,150011.0,2017,14088.0,245.121,1.3134819130143889,18504.333190546706
Bridgeport School District,150011.0,2018,14051.0,251.1,1.282206292313819,18016.28061330147
Bridgeport School District,150011.0,2019,14419.0,255.653,1.2593711006716135,18158.871900584
Bridgeport School District,150011.0,2020,14718.0,258.856,1.2437880520443798,18306.07254998918
Bridgeport School District,150011.0,2021,16439.0,270.973,1.1881700390813843,19532.327272458875
Bridgeport School District,150011.0,2022,18223.0,292.626,1.1002508321201807,20049.87091372605
Bridgeport School District,150011.0,2023,18565.0,304.703,1.056642041594602,19616.55950220379
Bridgeport School District,150011.0,2024,18922.0,313.698,1.026343808376209,19420.477542094628
Bridgeport School District,150011.0,2025,18440.0,321.962,1.0,18440.0
Bristol School District,170011.0,2007,10895.0,207.344,1.5527914962574272,16917.66335172467
Bristol School District,170011.0,2008,11374.0,215.254,1.4957306252148626,17012.440131193845
Bristol School District,170011.0,2009,12037.0,214.565,1.5005336378253675,18061.92339850395
Bristol School District,170011.0,2010,12511.0,218.076,1.4763752086428583,18470.930235330805
Bristol School District,170011.0,2011,12679.0,224.923,1.431432090093054,18149.12747028983
Bristol School District,170011.0,2012,12852.0,229.586,1.402359028860645,18023.118238917006
Bristol School District,170011.0,2013,12654.0,232.952,1.3820958824135443,17489.04129606099
Bristol School District,170011.0,2014,13348.0,236.715,1.3601250448851994,18154.94909912764
Bristol School District,170011.0,2015,13833.0,237.002,1.3584779875275312,18791.82600146834
Bristol School District,170011.0,2016,14066.0,240.005,1.3414803858252953,18869.263107018603
Bristol School District,170011.0,2017,14281.0,245.121,1.3134819130143889,18757.835199758483
Bristol School District,170011.0,2018,15194.0,251.1,1.282206292313819,19481.84240541617
Bristol School District,170011.0,2019,15274.0,255.653,1.2593711006716135,19235.634191658224
Bristol School District,170011.0,2020,15936.0,258.856,1.2437880520443798,19821.006397379235
Bristol School District,170011.0,2021,17292.0,270.973,1.1881700390813843,20545.8363157953
Bristol School District,170011.0,2022,18740.0,292.626,1.1002508321201807,20618.700593932183
Bristol School District,170011.0,2023,19999.0,304.703,1.056642041594602,21131.78418985045
Bristol School District,170011.0,2024,20882.0,313.698,1.026343808376209,21432.111406512
Bristol School District,170011.0,2025,21445.0,321.962,1.0,21445.0
Brookfield School District,180011.0,2007,11067.0,207.344,1.5527914962574272,17184.743489080945
Brookfield School District,180011.0,2008,11774.0,215.254,1.4957306252148626,17610.73238127979
Brookfield School District,180011.0,2009,11888.0,214.565,1.5005336378253675,17838.34388646797
Brookfield School District,180011.0,2010,12263.0,218.076,1.4763752086428583,18104.78918358737
Brookfield School District,180011.0,2011,12996.0,224.923,1.431432090093054,18602.89144284933
Brookfield School District,180011.0,2012,13208.0,229.586,1.402359028860645,18522.358053191398
Brookfield School District,180011.0,2013,14203.0,232.952,1.3820958824135443,19629.90781791957
Brookfield School District,180011.0,2014,14494.0,236.715,1.3601250448851994,19713.65240056608
Brookfield School District,180011.0,2015,14727.0,237.002,1.3584779875275312,20006.305322317952
Brookfield School District,180011.0,2016,14994.0,240.005,1.3414803858252953,20114.15690506448
Brookfield School District,180011.0,2017,15377.0,245.121,1.3134819130143889,20197.411376422253
Brookfield School District,180011.0,2018,15900.0,251.1,1.282206292313819,20387.080047789725
Brookfield School District,180011.0,2019,16514.0,255.653,1.2593711006716135,20797.254356491027
Brookfield School District,180011.0,2020,16995.0,258.856,1.2437880520443798,21138.177944494237
Brookfield School District,180011.0,2021,18322.0,270.973,1.1881700390813843,21769.651456049123
Brookfield School District,180011.0,2022,19098.0,292.626,1.1002508321201807,21012.59039183121
Brookfield School District,180011.0,2023,20222.0,304.703,1.056642041594602,21367.41536512604
Brookfield School District,180011.0,2024,20908.0,313.698,1.026343808376209,21458.79634552978
Brookfield School District,180011.0,2025,22197.0,321.962,1.0,22197.0
Brooklyn School District,190011.0,2007,9920.0,207.344,1.5527914962574272,15403.691642873677
Brooklyn School District,190011.0,2008,10901.0,215.254,1.4957306252148626,16304.959545467216
Brooklyn School District,190011.0,2009,11772.0,214.565,1.5005336378253675,17664.281984480225
Brooklyn School District,190011.0,2010,12027.0,218.076,1.4763752086428583,17756.36463434766
Brooklyn School District,190011.0,2011,12694.0,224.923,1.431432090093054,18170.598951641223
