District,District Code,fiscal_year,enrollment_total,n_black,n_hispanic,n_white,n_native_american,n_asian,n_two_or_more,n_pacific_islander,n_ell,n_free_lunch,n_reduced_lunch,n_sped,n_frpl,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_ell,pct_free_lunch,pct_frpl,pct_sped,pct_nonwhite
East Hampton School District,0420011,2014,1877.0,,75.0,1721.0,0.0,33.0,32.0,,7.0,169.0,32.0,161.0,201.0,78.0,91.68886521044219,,3.9957378795950986,1.7581246670218436,0.0,1.7048481619605753,,4.1555673947789025,0.37293553542887586,9.003729355354288,10.708577517314865,8.577517314864144,8.311134789557812
East Hartford School District,0430011,2014,7158.0,2474.0,3039.0,1233.0,,364.0,24.0,,628.0,4048.0,508.0,1161.0,4556.0,5513.0,17.225481978206204,34.56272701872031,42.45599329421626,5.085219335009779,,0.3352891869237217,,77.01872031293658,8.77340039117072,56.552109527801065,63.64906398435317,16.21961441743504,82.7745180217938
East Haven School District,0440011,2014,3127.0,91.0,651.0,2185.0,,145.0,49.0,,201.0,1210.0,354.0,418.0,1564.0,742.0,69.87527982091461,2.910137511992325,20.81867604732971,4.63703229932843,,1.5669971218420211,,23.728813559322035,6.427886152862168,38.695235049568275,50.01598976654941,13.367444835305403,30.124720179085386
East Lyme School District,0450011,2014,2868.0,60.0,129.0,2350.0,,271.0,48.0,,38.0,271.0,69.0,377.0,340.0,189.0,81.93863319386332,2.092050209205021,4.497907949790795,9.449093444909344,,1.6736401673640167,,6.589958158995817,1.3249651324965133,9.449093444909344,11.85495118549512,13.14504881450488,18.061366806136675
East Windsor School District,0470011,2014,1216.0,128.0,159.0,807.0,,61.0,,0.0,33.0,391.0,96.0,199.0,487.0,287.0,66.36513157894737,10.526315789473683,13.075657894736842,5.016447368421053,,,0.0,23.601973684210524,2.7138157894736845,32.15460526315789,40.04934210526316,16.365131578947366,33.63486842105263
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2014,366.0,17.0,60.0,272.0,,,11.0,0.0,7.0,132.0,23.0,139.0,155.0,77.0,74.31693989071039,4.644808743169399,16.39344262295082,,,3.0054644808743167,0.0,21.03825136612022,1.912568306010929,36.0655737704918,42.349726775956285,37.97814207650273,25.683060109289613
Eastford School District,0390011,2014,152.0,,,142.0,,,,0.0,0.0,24.0,0.0,23.0,24.0,,93.42105263157895,,,,,,0.0,,0.0,15.789473684210526,15.789473684210526,15.131578947368421,6.578947368421055
Easton School District,0460011,2014,962.0,10.0,53.0,828.0,,48.0,21.0,,6.0,21.0,7.0,88.0,28.0,63.0,86.07068607068608,1.0395010395010396,5.50935550935551,4.98960498960499,,2.182952182952183,,6.548856548856549,0.6237006237006237,2.182952182952183,2.9106029106029108,9.147609147609149,13.92931392931392
EdAdvance,2420014,2014,229.0,9.0,50.0,162.0,,,0.0,0.0,0.0,219.0,0.0,39.0,219.0,59.0,70.74235807860262,3.9301310043668125,21.83406113537118,,,0.0,0.0,25.76419213973799,0.0,95.63318777292577,95.63318777292577,17.03056768558952,29.25764192139738
Ellington School District,0480011,2014,2664.0,108.0,116.0,2208.0,,150.0,,0.0,40.0,213.0,63.0,305.0,276.0,224.0,82.88288288288288,4.054054054054054,4.354354354354354,5.63063063063063,,,0.0,8.408408408408409,1.5015015015015014,7.995495495495495,10.36036036036036,11.44894894894895,17.117117117117118
Elm City College Preparatory School District,2890013,2014,624.0,470.0,137.0,6.0,,,,0.0,45.0,411.0,74.0,43.0,485.0,607.0,0.9615384615384616,75.32051282051282,21.955128205128204,,,,0.0,97.27564102564102,7.211538461538461,65.86538461538461,77.72435897435898,6.891025641025641,99.03846153846153
Enfield School District,0490011,2014,5225.0,290.0,571.0,3966.0,20.0,138.0,232.0,8.0,102.0,1515.0,376.0,740.0,1891.0,861.0,75.90430622009569,5.55023923444976,10.92822966507177,2.6411483253588517,0.3827751196172249,4.440191387559809,0.15311004784688995,16.47846889952153,1.9521531100478469,28.995215311004785,36.19138755980861,14.162679425837322,24.09569377990431
Essex School District,0500011,2014,510.0,,22.0,449.0,0.0,15.0,17.0,,,37.0,23.0,80.0,60.0,25.0,88.0392156862745,,4.313725490196078,2.941176470588235,0.0,3.3333333333333335,,4.901960784313726,,7.254901960784315,11.76470588235294,15.686274509803921,11.960784313725497
Explorations District,2720013,2014,83.0,,,76.0,,,,0.0,0.0,27.0,0.0,27.0,27.0,,91.56626506024097,,,,,,0.0,,0.0,32.53012048192771,32.53012048192771,32.53012048192771,8.433734939759034
Fairfield School District,0510011,2014,10288.0,242.0,890.0,8276.0,,578.0,283.0,,214.0,737.0,198.0,1135.0,935.0,1132.0,80.44323483670296,2.3522550544323484,8.650855365474339,5.618195956454121,,2.750777604976672,,11.003110419906688,2.0800933125972008,7.163685847589425,9.088258164852254,11.032270606531881,19.556765163297044
Farmington School District,0520011,2014,4036.0,210.0,251.0,2893.0,7.0,648.0,27.0,0.0,71.0,302.0,53.0,454.0,355.0,461.0,71.6798810703667,5.2031714568880085,6.219028741328048,16.05550049554014,0.1734390485629336,0.6689791873141724,0.0,11.422200198216055,1.759167492566898,7.482656095143707,8.79583746283449,11.248761149653122,28.320118929633296
Franklin School District,0530011,2014,185.0,0.0,14.0,162.0,,,,,0.0,,,28.0,,14.0,87.56756756756758,0.0,7.567567567567568,,,,,7.567567567567568,0.0,,,15.135135135135137,12.432432432432421
Glastonbury School District,0540011,2014,6410.0,187.0,477.0,4895.0,,611.0,225.0,,77.0,419.0,149.0,615.0,568.0,664.0,76.36505460218409,2.9173166926677068,7.441497659906396,9.53198127925117,,3.5101404056162244,,10.358814352574102,1.2012480499219969,6.536661466458658,8.861154446177848,9.594383775351014,23.634945397815912
Granby School District,0560011,2014,2065.0,90.0,74.0,1808.0,6.0,30.0,57.0,0.0,11.0,136.0,41.0,199.0,177.0,164.0,87.5544794188862,4.358353510895883,3.583535108958838,1.4527845036319613,0.29055690072639223,2.7602905569007263,0.0,7.941888619854722,0.5326876513317191,6.585956416464891,8.571428571428571,9.63680387409201,12.445520581113797
Greenwich School District,0570011,2014,8786.0,267.0,1672.0,5834.0,,712.0,288.0,,486.0,948.0,351.0,885.0,1299.0,1939.0,66.40109264739358,3.038925563396312,19.03027543819713,8.103801502390166,,3.2779421807420897,,22.069201001593445,5.531527430002276,10.78989301160938,14.784885044388801,10.072843159572047,33.59890735260642
Griswold School District,0580011,2014,1981.0,60.0,109.0,1655.0,,31.0,103.0,,12.0,597.0,151.0,284.0,748.0,169.0,83.54366481574962,3.0287733467945483,5.502271580010095,1.5648662291771833,,5.199394245330641,,8.531044926804645,0.6057546693589096,30.136294800605757,37.758707723372034,14.336193841494193,16.456335184250378
Groton School District,0590011,2014,4702.0,485.0,843.0,2725.0,44.0,297.0,297.0,11.0,99.0,1627.0,529.0,737.0,2156.0,1328.0,57.95406210123352,10.314759676733305,17.92854104636325,6.316461080391322,0.9357720119098255,6.316461080391322,0.23394300297745638,28.243300723096553,2.1054870267971078,34.60229689493832,45.852828583581456,15.674181199489578,42.04593789876648
Guilford School District,0600011,2014,3540.0,40.0,212.0,3063.0,,131.0,90.0,,33.0,205.0,110.0,376.0,315.0,252.0,86.52542372881355,1.1299435028248588,5.988700564971752,3.7005649717514126,,2.5423728813559325,,7.118644067796611,0.9322033898305085,5.790960451977401,8.898305084745763,10.621468926553671,13.47457627118645
Hamden School District,0620011,2014,5811.0,1699.0,984.0,2420.0,,474.0,225.0,,242.0,1906.0,429.0,801.0,2335.0,2683.0,41.64515573911547,29.237652727585612,16.933402168301498,8.156943727413527,,3.871966959215281,,46.17105489588711,4.164515573911547,32.799862330063675,40.182412665634146,13.784202374806402,58.35484426088453
Hampton School District,0630011,2014,111.0,0.0,10.0,99.0,0.0,,,0.0,0.0,,,18.0,,10.0,89.1891891891892,0.0,9.00900900900901,,0.0,,0.0,9.00900900900901,0.0,,,16.216216216216218,10.810810810810807
Hartford School District,0640011,2014,21820.0,6819.0,10881.0,2653.0,68.0,674.0,691.0,34.0,3695.0,17911.0,550.0,3457.0,18461.0,17700.0,12.158570119156737,31.25114573785518,49.86709440879927,3.0889092575618697,0.31164069660861593,3.166819431714024,0.15582034830430797,81.11824014665444,16.934005499541705,82.0852428964253,84.60586617781851,15.84326306141155,87.84142988084326
Hartland School District,0650011,2014,205.0,,,192.0,,,,0.0,0.0,,,27.0,,,93.65853658536587,,,,,,0.0,,0.0,,,13.170731707317074,6.341463414634134
Hebron School District,0670011,2014,868.0,,34.0,801.0,,7.0,21.0,0.0,,42.0,15.0,109.0,57.0,37.0,92.2811059907834,,3.9170506912442393,0.8064516129032258,,2.4193548387096775,0.0,4.262672811059908,,4.838709677419355,6.566820276497695,12.557603686635947,7.718894009216598
Highville Charter School District,2860013,2014,361.0,341.0,10.0,,0.0,,,0.0,0.0,188.0,72.0,15.0,260.0,351.0,,94.45983379501385,2.7700831024930745,,0.0,,0.0,97.22991689750693,0.0,52.07756232686981,72.02216066481995,4.1551246537396125,
Integrated Day Charter School District,2640013,2014,330.0,,47.0,193.0,,32.0,29.0,0.0,27.0,84.0,33.0,32.0,117.0,50.0,58.484848484848484,,14.242424242424242,9.696969696969697,,8.787878787878787,0.0,15.151515151515152,8.181818181818182,25.454545454545453,35.45454545454545,9.696969696969697,41.515151515151516
Interdistrict School for Arts and Comm District,2650013,2014,246.0,35.0,118.0,71.0,,,15.0,0.0,38.0,130.0,23.0,39.0,153.0,153.0,28.86178861788618,14.227642276422763,47.96747967479675,,,6.097560975609756,0.0,62.19512195121951,15.447154471544716,52.84552845528455,62.19512195121951,15.853658536585366,71.13821138211382
Jumoke Academy District,2610013,2014,704.0,679.0,6.0,0.0,,0.0,,12.0,0.0,361.0,88.0,38.0,449.0,685.0,0.0,96.44886363636364,0.8522727272727272,0.0,,,1.7045454545454544,97.30113636363636,0.0,51.27840909090909,63.77840909090909,5.3977272727272725,100.0
Kent School District,0680011,2014,272.0,0.0,18.0,232.0,0.0,6.0,16.0,0.0,,28.0,10.0,29.0,38.0,18.0,85.29411764705883,0.0,6.61764705882353,2.2058823529411766,0.0,5.88235294117647,0.0,6.61764705882353,,10.294117647058822,13.970588235294118,10.661764705882353,14.705882352941174
Killingly School District,0690011,2014,2671.0,43.0,108.0,2307.0,30.0,52.0,131.0,0.0,68.0,915.0,181.0,403.0,1096.0,151.0,86.37214526394608,1.6098839385997754,4.043429427180832,1.9468363908648447,1.1231748408835642,4.904530138524897,0.0,5.6533133657806065,2.545862972669412,34.25683264694871,41.03332085361288,15.087982029202546,13.62785473605392
Learn,2450014,2014,2137.0,295.0,682.0,892.0,12.0,69.0,180.0,7.0,120.0,705.0,135.0,277.0,840.0,977.0,41.74075807206364,13.80439868975199,31.913897987833412,3.2288254562470753,0.5615348619560131,8.423022929340195,0.32756200280767434,45.7182966775854,5.615348619560131,32.99017313991577,39.30744033692092,12.962096396817968,58.25924192793636
Lebanon School District,0710011,2014,1158.0,16.0,44.0,1055.0,20.0,18.0,,,,136.0,53.0,173.0,189.0,60.0,91.10535405872193,1.381692573402418,3.7996545768566494,1.5544041450777202,1.7271157167530224,,,5.181347150259067,,11.744386873920552,16.321243523316063,14.939550949913643,8.894645941278071
Ledyard School District,0720011,2014,2580.0,162.0,222.0,1888.0,115.0,103.0,,,23.0,417.0,101.0,377.0,518.0,384.0,73.17829457364341,6.279069767441861,8.604651162790699,3.9922480620155043,4.457364341085271,,,14.883720930232558,0.8914728682170543,16.162790697674417,20.07751937984496,14.612403100775193,26.821705426356587
Lisbon School District,0730011,2014,402.0,,23.0,337.0,,,30.0,,,67.0,14.0,59.0,81.0,26.0,83.83084577114428,,5.721393034825871,,,7.462686567164178,,6.467661691542288,,16.666666666666664,20.149253731343283,14.676616915422885,16.169154228855717
Litchfield School District,0740011,2014,992.0,6.0,43.0,908.0,0.0,19.0,7.0,9.0,,102.0,35.0,107.0,137.0,49.0,91.53225806451613,0.6048387096774194,4.334677419354839,1.9153225806451613,0.0,0.7056451612903225,0.9072580645161291,4.939516129032258,,10.28225806451613,13.81048387096774,10.786290322580646,8.467741935483872
Madison School District,0760011,2014,3297.0,22.0,90.0,2974.0,,114.0,87.0,,17.0,115.0,65.0,375.0,180.0,112.0,90.20321504397938,0.6672732787382469,2.72975432211101,3.4576888080072794,,2.6387625113739763,,3.397027600849257,0.5156202608431908,3.488019411586291,5.45950864422202,11.373976342129207,9.796784956020616
Manchester School District,0770011,2014,6256.0,1379.0,1564.0,2510.0,,508.0,269.0,,352.0,2940.0,478.0,837.0,3418.0,2943.0,40.12148337595908,22.042838874680307,25.0,8.120204603580563,,4.299872122762148,,47.04283887468031,5.626598465473146,46.994884910485936,54.63554987212276,13.379156010230178,59.87851662404092
Mansfield School District,0780011,2014,1249.0,,115.0,925.0,0.0,133.0,52.0,,52.0,254.0,54.0,144.0,308.0,118.0,74.05924739791834,,9.207365892714172,10.648518815052041,0.0,4.1633306645316255,,9.44755804643715,4.1633306645316255,20.336269015212167,24.65972778222578,11.529223378702962,25.94075260208166
Marlborough School District,0790011,2014,605.0,,33.0,543.0,0.0,,22.0,0.0,,37.0,17.0,58.0,54.0,36.0,89.75206611570248,,5.454545454545454,,0.0,3.6363636363636362,0.0,5.950413223140496,,6.115702479338843,8.925619834710744,9.586776859504132,10.247933884297524
Meriden School District,0800011,2014,8183.0,944.0,4028.0,2734.0,36.0,245.0,171.0,25.0,1019.0,4982.0,718.0,1341.0,5700.0,4972.0,33.41072956128559,11.536111450568251,49.224000977636564,2.9940119760479043,0.4399364536233655,2.089698154710986,0.30551142612733717,60.76011242820481,12.452645728950262,60.88231699865575,69.65660515703287,16.387632897470368,66.58927043871441
Middletown School District,0830011,2014,4847.0,998.0,800.0,2590.0,,195.0,246.0,,152.0,1944.0,258.0,624.0,2202.0,1798.0,53.43511450381679,20.59005570455952,16.505054672993605,4.023107076542191,,5.075304311945533,,37.09511037755313,3.135960387868785,40.10728285537446,45.430162987414896,12.87394264493501,46.56488549618321
Milford School District,0840011,2014,6434.0,321.0,383.0,5133.0,,567.0,17.0,,123.0,1055.0,274.0,802.0,1329.0,704.0,79.7792974821262,4.989120298414671,5.952751010258004,8.812558284115637,,0.26422132421510724,,10.941871308672676,1.9117189928504819,16.39726453217283,20.65589058128691,12.465029530618589,20.220702517873804
Monroe School District,0850011,2014,3379.0,43.0,234.0,2886.0,13.0,125.0,78.0,0.0,15.0,185.0,72.0,371.0,257.0,277.0,85.40988458123705,1.2725658478839894,6.925125776857058,3.6993193252441547,0.38472920982539216,2.3083752589523527,0.0,8.197691624741047,0.4439183190292986,5.4749926013613495,7.605800532701982,10.979579757324652,14.590115418762949
Montville School District,0860011,2014,2418.0,67.0,206.0,1657.0,43.0,217.0,220.0,8.0,87.0,632.0,207.0,291.0,839.0,273.0,68.52770885028949,2.7708850289495452,8.519437551695615,8.974358974358974,1.7783291976840365,9.098428453267163,0.3308519437551696,11.29032258064516,3.598014888337469,26.1373035566584,34.69809760132341,12.034739454094293,31.472291149710514
Naugatuck School District,0880011,2014,4356.0,314.0,848.0,2850.0,,135.0,196.0,,157.0,1401.0,376.0,611.0,1777.0,1162.0,65.42699724517907,7.208448117539026,19.4674012855831,3.0991735537190084,,4.499540863177227,,26.675849403122132,3.604224058769513,32.162534435261705,40.794306703397616,14.026629935720845,34.57300275482093
New Beginnings Inc Family Academy District,2800013,2014,402.0,285.0,101.0,,0.0,0.0,,0.0,,284.0,50.0,31.0,334.0,386.0,,70.8955223880597,25.12437810945274,0.0,0.0,,0.0,96.01990049751244,,70.64676616915423,83.08457711442786,7.711442786069651,
New Britain School District,0890011,2014,10136.0,1370.0,6150.0,2123.0,13.0,246.0,227.0,7.0,1668.0,7223.0,831.0,1648.0,8054.0,7520.0,20.945146014206788,13.516179952644041,60.674822415153905,2.4269928966061562,0.1282557221783741,2.2395422257300712,0.06906077348066297,74.19100236779795,16.456195737963693,71.26085240726124,79.45935280189424,16.25887924230466,79.05485398579322
New Canaan School District,0900011,2014,4192.0,52.0,155.0,3701.0,,204.0,71.0,,54.0,0.0,0.0,379.0,0.0,207.0,88.28721374045801,1.2404580152671756,3.697519083969466,4.866412213740458,,1.6937022900763359,,4.937977099236641,1.2881679389312977,0.0,0.0,9.041030534351146,11.712786259541986
New Fairfield School District,0910011,2014,2730.0,35.0,191.0,2403.0,7.0,52.0,42.0,0.0,38.0,193.0,88.0,282.0,281.0,226.0,88.02197802197801,1.282051282051282,6.996336996336996,1.9047619047619049,0.2564102564102564,1.5384615384615385,0.0,8.278388278388277,1.391941391941392,7.069597069597069,10.293040293040292,10.329670329670328,11.978021978021985
New Hartford School District,0920011,2014,545.0,,19.0,504.0,0.0,,12.0,0.0,,38.0,12.0,60.0,50.0,22.0,92.4770642201835,,3.486238532110092,,0.0,2.2018348623853212,0.0,4.036697247706423,,6.972477064220184,9.174311926605505,11.009174311926607,7.522935779816507
New Haven School District,0930011,2014,21420.0,9182.0,8412.0,3238.0,32.0,459.0,87.0,10.0,2739.0,12904.0,1179.0,2495.0,14083.0,17594.0,15.11671335200747,42.86647992530345,39.27170868347339,2.142857142857143,0.14939309056956115,0.40616246498599445,0.04668534080298786,82.13818860877684,12.787114845938374,60.242763772175536,65.7469654528478,11.647992530345471,84.88328664799253
New London School District,0950011,2014,3115.0,748.0,1557.0,529.0,20.0,37.0,216.0,8.0,657.0,1964.0,213.0,571.0,2177.0,2305.0,16.982343499197434,24.012841091492774,49.98394863563403,1.187800963081862,0.6420545746388443,6.934189406099518,0.2568218298555377,73.99678972712681,21.091492776886035,63.04975922953451,69.88764044943821,18.330658105939005,83.01765650080256
New Milford School District,0960011,2014,4504.0,,482.0,3662.0,,160.0,105.0,0.0,121.0,654.0,238.0,601.0,892.0,485.0,81.30550621669627,,10.701598579040853,3.5523978685612785,,2.331261101243339,0.0,10.768206039076377,2.6865008880994674,14.520426287744229,19.80461811722913,13.343694493783303,18.694493783303727
Newington School District,0940011,2014,4244.0,233.0,709.0,2728.0,,386.0,180.0,,156.0,702.0,233.0,554.0,935.0,942.0,64.2789820923657,5.4901036757775685,16.705937794533458,9.095193213949104,,4.2412818096135725,,22.19604147031103,3.6757775683317626,16.54099905749293,22.0311027332705,13.053722902921772,35.721017907634305
Newtown School District,0970011,2014,4920.0,,236.0,4364.0,,185.0,76.0,0.0,15.0,215.0,66.0,440.0,281.0,239.0,88.69918699186992,,4.796747967479675,3.760162601626017,,1.5447154471544715,0.0,4.857723577235772,0.3048780487804878,4.369918699186992,5.711382113821138,8.94308943089431,11.300813008130078
Norfolk School District,0980011,2014,117.0,0.0,,,0.0,0.0,0.0,0.0,0.0,9.0,9.0,22.0,18.0,3.0,,0.0,,0.0,0.0,0.0,0.0,2.564102564102564,0.0,7.6923076923076925,15.384615384615385,18.803418803418804,
North Branford School District,0990011,2014,2018.0,50.0,85.0,1823.0,6.0,47.0,7.0,0.0,17.0,226.0,98.0,291.0,324.0,135.0,90.33696729435084,2.4777006937561943,4.2120911793855305,2.3290386521308224,0.29732408325074333,0.3468780971258672,0.0,6.689791873141725,0.8424182358771061,11.199207135777998,16.05550049554014,14.420218037661051,9.663032705649158
North Canaan School District,1000011,2014,295.0,,34.0,246.0,0.0,,10.0,0.0,,51.0,13.0,44.0,64.0,37.0,83.38983050847457,,11.525423728813559,,0.0,3.389830508474576,0.0,12.54237288135593,,17.28813559322034,21.694915254237287,14.915254237288137,16.610169491525426
North Haven School District,1010011,2014,3402.0,129.0,212.0,2733.0,,238.0,84.0,,54.0,306.0,119.0,363.0,425.0,341.0,80.33509700176367,3.7918871252204585,6.231628453850676,6.995884773662551,,2.4691358024691357,,10.023515579071136,1.5873015873015872,8.994708994708994,12.49265138154027,10.670194003527337,19.66490299823633
