District,fiscal_year,cohort_count,graduation_count,graduation_rate
New Canaan School District,2016,280.0,275.0,98.2
New Fairfield School District,2016,243.0,237.0,97.5
New Haven School District,2016,1447.0,1122.0,77.5
New London School District,2016,243.0,180.0,74.1
New Milford School District,2016,342.0,313.0,91.5
Newington School District,2016,310.0,287.0,92.6
Newtown School District,2016,424.0,405.0,95.5
North Branford School District,2016,144.0,133.0,92.4
North Haven School District,2016,266.0,250.0,94.0
North Stonington School District,2016,49.0,42.0,85.7
Norwalk School District,2016,813.0,735.0,90.4
Norwich Free Academy District,2016,578.0,480.0,83.0
Old Saybrook School District,2016,135.0,125.0,92.6
Oxford School District,2016,143.0,133.0,93.0
Path Academy District,2016,38.0,,
Plainfield School District,2016,197.0,162.0,82.2
Plainville School District,2016,201.0,183.0,91.0
Plymouth School District,2016,106.0,93.0,87.7
Portland School District,2016,89.0,85.0,95.5
Putnam School District,2016,72.0,67.0,93.1
Regional School District 01,2016,100.0,96.0,96.0
Regional School District 04,2016,150.0,147.0,98.0
Regional School District 05,2016,397.0,376.0,94.7
Regional School District 06,2016,102.0,99.0,97.1
Regional School District 07,2016,191.0,179.0,93.7
Regional School District 08,2016,261.0,240.0,92.0
Regional School District 09,2016,254.0,243.0,95.7
Regional School District 10,2016,196.0,187.0,95.4
Regional School District 11,2016,33.0,26.0,78.8
Regional School District 12,2016,78.0,76.0,97.4
Regional School District 13,2016,149.0,135.0,90.6
Regional School District 14,2016,185.0,179.0,96.8
Regional School District 15,2016,289.0,273.0,94.5
Regional School District 16,2016,186.0,175.0,94.1
Regional School District 17,2016,149.0,142.0,95.3
Regional School District 18,2016,103.0,98.0,95.1
Regional School District 19,2016,288.0,265.0,92.0
Ridgefield School District,2016,430.0,417.0,97.0
Rocky Hill School District,2016,183.0,170.0,92.9
Seymour School District,2016,166.0,158.0,95.2
Shelton School District,2016,416.0,381.0,91.6
Simsbury School District,2016,366.0,348.0,95.1
Somers School District,2016,125.0,116.0,92.8
South Windsor School District,2016,325.0,305.0,93.8
Southington School District,2016,498.0,466.0,93.6
Stafford School District,2016,114.0,103.0,90.4
Stamford Academy District,2016,53.0,15.0,28.3
Stamford School District,2016,1191.0,1054.0,88.5
Stonington School District,2016,194.0,180.0,92.8
Stratford School District,2016,587.0,525.0,89.4
Suffield School District,2016,210.0,197.0,93.8
The Bridge Academy District,2016,34.0,27.0,79.4
The Gilbert School District,2016,101.0,85.0,84.2
The Woodstock Academy District,2016,244.0,240.0,98.4
Thomaston School District,2016,52.0,51.0,98.1
Thompson School District,2016,74.0,71.0,95.9
Tolland School District,2016,217.0,205.0,94.5
Torrington School District,2016,289.0,236.0,81.7
Trumbull School District,2016,536.0,526.0,98.1
Unified School District #1,2016,341.0,6.0,1.8
Unified School District #2,2016,49.0,13.0,26.5
Vernon School District,2016,208.0,158.0,76.0
Wallingford School District,2016,557.0,508.0,91.2
Waterbury School District,2016,1282.0,940.0,73.3
Waterford School District,2016,187.0,174.0,93.0
Watertown School District,2016,227.0,218.0,96.0
West Hartford School District,2016,775.0,728.0,93.9
West Haven School District,2016,465.0,360.0,77.4
Westbrook School District,2016,63.0,59.0,93.7
Weston School District,2016,204.0,203.0,99.5
Westport School District,2016,480.0,469.0,97.7
Wethersfield School District,2016,311.0,291.0,93.6
Wilton School District,2016,342.0,332.0,97.1
Windham School District,2016,150.0,119.0,79.3
Windsor Locks School District,2016,144.0,125.0,86.8
Windsor School District,2016,275.0,237.0,86.2
Wolcott School District,2016,219.0,205.0,93.6
"Four-Year Graduation Rates, 2015-16 All Districts, All Students Export .csv file Notes:Four-Year Graduation Rate is the percentage of students who received a standard diploma within four years, including early and summer graduates from the cohort.  Graduates District Four-Year Cohort Count  Graduation Count  Graduation Rate Achievement First Bridgeport Academy District  30  24  80.0 Achievement First Hartford Academy District  35  30  85.7 Amistad Academy District  30  27  90.0 Ansonia School District  138  112  81.2 Avon School District  240  233  97.1 Berlin School District  249  236  94.8 Bethel School District  251  237  94.4 Bloomfield School District  156  142  91.0 Bolton School District  85  78  91.8 Branford School District  256  240  93.8 Bridgeport School District  1,387  922  66.5 Bristol School District  659  548  83.2 Brookfield School District  215  208  96.7 Canton School District  106  102  96.2 Capital Preparatory Harbor School District  8 * * Capitol Region Education Council  425  393  92.5 Cheshire School District  387  371  95.9 Clinton School District  140  123  87.9 Colchester School District  214  202  94.4 Common Ground High School District  34  31  91.2 Connecticut Technical Education and Career System  2,471  2,400  97.1 Coventry School District  130  117  90.0 Cromwell School District  143  133  93.0 Danbury School District  766  590  77.0 Darien School District  332  327  98.5 Department of Mental Health and Addiction Services * * * Derby School District  97  74  76.3 East Granby School District  72  71  98.6 East Haddam School District  80  76  95.0 East Hampton School District  151  143  94.7 East Hartford School District  543  481  88.6 East Haven School District  240  177  73.8 East Lyme School District  259  241  93.1 East Windsor School District  78  68  87.2 Eastern Connecticut Regional Educational Service Center (EASTCONN)  73  60  82.2 Ellington School District  187  181  96.8 Elm City College Preparatory School District  17  15 * Enfield School District  447  378  84.6 Explorations District  27  20  74.1 Fairfield School District  760  719  94.6 Farmington School District  338  323  95.6 Glastonbury School District  537  521  97.0 Granby School District  194  191  98.5 Greenwich School District  634  598  94.3 Griswold School District  150  130  86.7 Groton School District  266  229  86.1 Guilford School District  251  234  93.2 Hamden School District  465  407  87.5 Hartford School District  1,515  1,071  70.7 Jumoke Academy District  7 * * Killingly School District  210  167  79.5 Learn  193  182  94.3 Lebanon School District  102  97  95.1 Ledyard School District  232  210  90.5 Litchfield School District  85  82  96.5 Madison School District  302  295  97.7 Manchester School District  407  338  83.0 Meriden School District  611  425  69.6 Middletown School District  334  289  86.5 Milford School District  482  445  92.3 Monroe School District  290  287  99.0 Montville School District  180  164  91.1 Naugatuck School District  310  264  85.2 New Britain School District  645  454  70.4 New Canaan School District  280  275  98.2 New Fairfield School District  243  237  97.5 New Haven School District  1,447  1,122  77.5 New London School District  243  180  74.1 New Milford School District  342  313  91.5 Newington School District  310  287  92.6 Newtown School District  424  405  95.5 North Branford School District  144  133  92.4 North Haven School District  266  250  94.0 North Stonington School District  49  42  85.7 Norwalk School District  813  735  90.4 Norwich Free Academy District  578  480  83.0 Old Saybrook School District  135  125  92.6 Oxford School District  143  133  93.0 Path Academy District  38 * * Plainfield School District  197  162  82.2 Plainville School District  201  183  91.0 Plymouth School District  106  93  87.7 Portland School District  89  85  95.5 Putnam School District  72  67  93.1 Regional School District 01  100  96  96.0 Regional School District 04  150  147  98.0 Regional School District 05  397  376  94.7 Regional School District 06  102  99  97.1 Regional School District 07  191  179  93.7 Regional School District 08  261  240  92.0 Regional School District 09  254  243  95.7 Regional School District 10  196  187  95.4 Regional School District 11  33  26  78.8 Regional School District 12  78  76  97.4 Regional School District 13  149  135  90.6 Regional School District 14  185  179  96.8 Regional School District 15  289  273  94.5 Regional School District 16  186  175  94.1 Regional School District 17  149  142  95.3 Regional School District 18  103  98  95.1 Regional School District 19  288  265  92.0 Ridgefield School District  430  417  97.0 Rocky Hill School District  183  170  92.9 Seymour School District  166  158  95.2 Shelton School District  416  381  91.6 Simsbury School District  366  348  95.1 Somers School District  125  116  92.8 South Windsor School District  325  305  93.8 Southington School District  498  466  93.6 Stafford School District  114  103  90.4 Stamford Academy District  53  15  28.3 Stamford School District  1,191  1,054  88.5 Stonington School District  194  180  92.8 Stratford School District  587  525  89.4 Suffield School District  210  197  93.8 The Bridge Academy District  34  27  79.4 The Gilbert School District  101  85  84.2 The Woodstock Academy District  244  240  98.4 Thomaston School District  52  51  98.1 Thompson School District  74  71  95.9 Tolland School District  217  205  94.5 Torrington School District  289  236  81.7 Trumbull School District  536  526  98.1 Unified School District #1  341  6  1.8 Unified School District #2  49  13  26.5 Vernon School District  208  158  76.0 Wallingford School District  557  508  91.2 Waterbury School District  1,282  940  73.3 Waterford School District  187  174  93.0 Watertown School District  227  218  96.0 West Hartford School District  775  728  93.9 West Haven School District  465  360  77.4 Westbrook School District  63  59  93.7 Weston School District  204  203  99.5 Westport School District  480  469  97.7 Wethersfield School District  311  291  93.6 Wilton School District  342  332  97.1 Windham School District  150  119  79.3 Windsor Locks School District  144  125  86.8 Windsor School District  275  237  86.2 Wolcott School District  219  205  93.6 * The data are suppressed to ensure confidentiality. * N/A is displayed when a category is not applicable for a district or school.",2016,,,
