District,fiscal_year,cohort_count,graduation_count,graduation_rate
Stafford School District,2015,92.0,85.0,92.4
Stamford Academy District,2015,48.0,16.0,33.3
Stamford School District,2015,1217.0,1064.0,87.4
Stonington School District,2015,200.0,181.0,90.5
Stratford School District,2015,535.0,490.0,91.6
Suffield School District,2015,212.0,203.0,95.8
The Bridge Academy District,2015,32.0,28.0,87.5
The Gilbert School District,2015,90.0,81.0,90.0
The Woodstock Academy District,2015,286.0,282.0,98.6
Thomaston School District,2015,63.0,61.0,96.8
Thompson School District,2015,70.0,65.0,92.9
Tolland School District,2015,212.0,201.0,94.8
Torrington School District,2015,282.0,236.0,83.7
Trumbull School District,2015,534.0,524.0,98.1
Unified School District #1,2015,412.0,10.0,2.4
Unified School District #2,2015,42.0,12.0,28.6
Vernon School District,2015,244.0,206.0,84.4
Wallingford School District,2015,502.0,468.0,93.2
Waterbury School District,2015,1344.0,930.0,69.2
Waterford School District,2015,216.0,201.0,93.1
Watertown School District,2015,205.0,181.0,88.3
West Hartford School District,2015,738.0,688.0,93.2
West Haven School District,2015,424.0,329.0,77.6
Westbrook School District,2015,78.0,76.0,97.4
Weston School District,2015,167.0,161.0,96.4
Westport School District,2015,462.0,456.0,98.7
Wethersfield School District,2015,284.0,258.0,90.8
Wilton School District,2015,330.0,317.0,96.1
Windham School District,2015,130.0,105.0,80.8
Windsor Locks School District,2015,131.0,114.0,87.0
Windsor School District,2015,310.0,273.0,88.1
Wolcott School District,2015,180.0,174.0,96.7
"Four-Year Graduation Rates, 2014-15 All Districts, All Students Export .csv file Notes:Four-Year Graduation Rate is the percentage of students who received a standard diploma within four years, including early and summer graduates from the cohort.  Graduates District Four-Year Cohort Count  Graduation Count  Graduation Rate Achievement First Bridgeport Academy District  31  29  93.5 Amistad Academy District  29  24  82.8 Ansonia School District  172  144  83.7 Avon School District  248  238  96.0 Berlin School District  210  197  93.8 Bethel School District  218  209  95.9 Bloomfield School District  176  154  87.5 Bolton School District  76  73  96.1 Branford School District  253  228  90.1 Bridgeport School District  1,188  755  63.6 Bristol School District  647  526  81.3 Brookfield School District  235  224  95.3 Canton School District  132  126  95.5 Capitol Region Education Council  323  292  90.4 Cheshire School District  392  381  97.2 Clinton School District  162  146  90.1 Colchester School District  228  210  92.1 Common Ground High School District  37  37 100.0 Connecticut Technical Education and Career System  2,468  2,404  97.4 Coventry School District  117  109  93.2 Cromwell School District  128  123  96.1 Danbury School District  772  595  77.1 Darien School District  334  323  96.7 Derby School District  102  85  83.3 East Granby School District  61  61 100.0 East Haddam School District  113  102  90.3 East Hampton School District  127  120  94.5 East Hartford School District  566  498  88.0 East Haven School District  244  184  75.4 East Lyme School District  274  260  94.9 East Windsor School District  90  78  86.7 Eastern Connecticut Regional Educational Service Center (EASTCONN)  72  54  75.0 Ellington School District  206  200  97.1 Elm City College Preparatory School District  14  10 * Enfield School District  392  340  86.7 Explorations District  23  20  87.0 Fairfield School District  717  675  94.1 Farmington School District  335  321  95.8 Glastonbury School District  524  512  97.7 Granby School District  165  161  97.6 Greenwich School District  647  616  95.2 Griswold School District  148  131  88.5 Groton School District  272  238  87.5 Guilford School District  274  260  94.9 Hamden School District  465  411  88.4 Hartford School District  1,484  1,041  70.1 Killingly School District  203  156  76.8 Learn  176  157  89.2 Lebanon School District  95  90  94.7 Ledyard School District  233  216  92.7 Litchfield School District  70  70 100.0 Madison School District  309  305  98.7 Manchester School District  454  367  80.8 Meriden School District  626  463  74.0 Middletown School District  315  278  88.3 Milford School District  459  417  90.8 Monroe School District  321  313  97.5 Montville School District  179  167  93.3 Naugatuck School District  337  288  85.5 New Britain School District  660  453  68.6 New Canaan School District  307  304  99.0 New Fairfield School District  264  261  98.9 New Haven School District  1,485  1,115  75.1 New London School District  202  149  73.8 New Milford School District  371  335  90.3 Newington School District  358  332  92.7 Newtown School District  453  432  95.4 North Branford School District  166  155  93.4 North Haven School District  296  270  91.2 North Stonington School District  51  47  92.2 Norwalk School District  876  785  89.6 Norwich Free Academy District  590  517  87.6 Old Saybrook School District  126  120  95.2 Oxford School District  125  116  92.8 Plainfield School District  168  137  81.5 Plainville School District  182  162  89.0 Plymouth School District  121  106  87.6 Portland School District  92  83  90.2 Putnam School District  65  56  86.2 Regional School District 01  87  82  94.3 Regional School District 04  182  176  96.7 Regional School District 05  417  402  96.4 Regional School District 06  87  83  95.4 Regional School District 07  143  139  97.2 Regional School District 08  269  249  92.6 Regional School District 09  256  246  96.1 Regional School District 10  191  183  95.8 Regional School District 11  51  50  98.0 Regional School District 12  72  70  97.2 Regional School District 13  154  141  91.6 Regional School District 14  189  186  98.4 Regional School District 15  293  278  94.9 Regional School District 16  167  158  94.6 Regional School District 17  168  162  96.4 Regional School District 18  89  84  94.4 Regional School District 19  292  267  91.4 Ridgefield School District  446  429  96.2 Rocky Hill School District  196  181  92.3 Seymour School District  148  132  89.2 Shelton School District  370  348  94.1 Simsbury School District  382  364  95.3 Somers School District  130  122  93.8 South Windsor School District  355  328  92.4 Southington School District  519  482  92.9 Stafford School District  92  85  92.4 Stamford Academy District  48  16  33.3 Stamford School District  1,217  1,064  87.4 Stonington School District  200  181  90.5 Stratford School District  535  490  91.6 Suffield School District  212  203  95.8 The Bridge Academy District  32  28  87.5 The Gilbert School District  90  81  90.0 The Woodstock Academy District  286  282  98.6 Thomaston School District  63  61  96.8 Thompson School District  70  65  92.9 Tolland School District  212  201  94.8 Torrington School District  282  236  83.7 Trumbull School District  534  524  98.1 Unified School District #1  412  10  2.4 Unified School District #2  42  12  28.6 Vernon School District  244  206  84.4 Wallingford School District  502  468  93.2 Waterbury School District  1,344  930  69.2 Waterford School District  216  201  93.1 Watertown School District  205  181  88.3 West Hartford School District  738  688  93.2 West Haven School District  424  329  77.6 Westbrook School District  78  76  97.4 Weston School District  167  161  96.4 Westport School District  462  456  98.7 Wethersfield School District  284  258  90.8 Wilton School District  330  317  96.1 Windham School District  130  105  80.8 Windsor Locks School District  131  114  87.0 Windsor School District  310  273  88.1 Wolcott School District  180  174  96.7 * The data are suppressed to ensure confidentiality. * N/A is displayed when a category is not applicable for a district or school.",2015,,,
