District,fiscal_year,cohort_count,graduation_count,graduation_rate
Granby School District,2018,162.0,157.0,96.9
Greenwich School District,2018,621.0,590.0,95.0
Griswold School District,2018,154.0,134.0,87.0
Groton School District,2018,276.0,231.0,83.7
Guilford School District,2018,297.0,288.0,97.0
Hamden School District,2018,433.0,375.0,86.6
Hartford School District,2018,1316.0,931.0,70.7
Highville Charter School District,2018,21.0,21.0,100.0
Jumoke Academy District,2018,14.0,,
Killingly School District,2018,200.0,171.0,85.5
Learn,2018,196.0,176.0,89.8
Lebanon School District,2018,89.0,83.0,93.3
Ledyard School District,2018,195.0,182.0,93.3
Litchfield School District,2018,64.0,63.0,98.4
Madison School District,2018,292.0,284.0,97.3
Manchester School District,2018,410.0,337.0,82.2
Meriden School District,2018,626.0,492.0,78.6
Middletown School District,2018,329.0,297.0,90.3
Milford School District,2018,437.0,407.0,93.1
Monroe School District,2018,307.0,292.0,95.1
Montville School District,2018,181.0,165.0,91.2
Naugatuck School District,2018,316.0,272.0,86.1
New Britain School District,2018,627.0,459.0,73.2
New Canaan School District,2018,314.0,308.0,98.1
New Fairfield School District,2018,206.0,199.0,96.6
New Haven School District,2018,1528.0,1205.0,78.9
New London School District,2018,261.0,213.0,81.6
New Milford School District,2018,355.0,326.0,91.8
Newington School District,2018,303.0,288.0,95.0
Newtown School District,2018,424.0,409.0,96.5
North Branford School District,2018,151.0,142.0,94.0
North Haven School District,2018,253.0,231.0,91.3
North Stonington School District,2018,45.0,42.0,93.3
Norwalk School District,2018,893.0,818.0,91.6
Norwich Free Academy District,2018,599.0,516.0,86.1
Old Saybrook School District,2018,110.0,106.0,96.4
Oxford School District,2018,139.0,132.0,95.0
Path Academy District,2018,47.0,6.0,12.8
Plainfield School District,2018,172.0,145.0,84.3
Plainville School District,2018,172.0,154.0,89.5
Plymouth School District,2018,132.0,122.0,92.4
Portland School District,2018,85.0,78.0,91.8
Putnam School District,2018,71.0,63.0,88.7
Regional School District 01,2018,92.0,87.0,94.6
Regional School District 04,2018,156.0,151.0,96.8
Regional School District 05,2018,365.0,348.0,95.3
Regional School District 06,2018,108.0,105.0,97.2
Regional School District 07,2018,165.0,162.0,98.2
Regional School District 08,2018,273.0,258.0,94.5
Regional School District 09,2018,235.0,227.0,96.6
Regional School District 10,2018,202.0,193.0,95.5
Regional School District 11,2018,34.0,27.0,79.4
Regional School District 12,2018,65.0,60.0,92.3
Regional School District 13,2018,134.0,125.0,93.3
Regional School District 14,2018,191.0,186.0,97.4
Regional School District 15,2018,292.0,276.0,94.5
Regional School District 16,2018,171.0,166.0,97.1
Regional School District 17,2018,168.0,159.0,94.6
Regional School District 18,2018,118.0,113.0,95.8
Regional School District 19,2018,308.0,284.0,92.2
Ridgefield School District,2018,427.0,408.0,95.6
Rocky Hill School District,2018,179.0,172.0,96.1
Seymour School District,2018,158.0,148.0,93.7
Shelton School District,2018,359.0,323.0,90.0
Simsbury School District,2018,344.0,324.0,94.2
Somers School District,2018,117.0,113.0,96.6
South Windsor School District,2018,347.0,328.0,94.5
Southington School District,2018,542.0,510.0,94.1
Stafford School District,2018,98.0,89.0,90.8
Stamford Academy District,2018,66.0,30.0,45.5
Stamford School District,2018,1179.0,1031.0,87.4
Stonington School District,2018,178.0,167.0,93.8
Stratford School District,2018,540.0,498.0,92.2
Suffield School District,2018,191.0,183.0,95.8
The Bridge Academy District,2018,41.0,32.0,78.0
The Gilbert School District,2018,92.0,80.0,87.0
The Woodstock Academy District,2018,253.0,250.0,98.8
Thomaston School District,2018,58.0,56.0,96.6
Thompson School District,2018,68.0,56.0,82.4
Tolland School District,2018,221.0,208.0,94.1
Torrington School District,2018,239.0,198.0,82.8
Trumbull School District,2018,570.0,552.0,96.8
Unified School District #1,2018,433.0,8.0,1.8
Unified School District #2,2018,25.0,,
Vernon School District,2018,220.0,172.0,78.2
Wallingford School District,2018,467.0,436.0,93.4
Waterbury School District,2018,1343.0,1030.0,76.7
Waterford School District,2018,208.0,190.0,91.3
Watertown School District,2018,218.0,200.0,91.7
West Hartford School District,2018,751.0,700.0,93.2
West Haven School District,2018,416.0,342.0,82.2
Westbrook School District,2018,90.0,83.0,92.2
Weston School District,2018,205.0,201.0,98.0
Westport School District,2018,456.0,452.0,99.1
Wethersfield School District,2018,314.0,295.0,93.9
Wilton School District,2018,329.0,321.0,97.6
Windham School District,2018,162.0,138.0,85.2
Windsor Locks School District,2018,122.0,109.0,89.3
Windsor School District,2018,310.0,276.0,89.0
Wolcott School District,2018,182.0,176.0,96.7
"Four-Year Graduation Rates, 2017-18 All Districts, All Students Export .csv file Notes:Four-Year Graduation Rate is the percentage of students who received a standard diploma within four years, including early and summer graduates from the cohort.  Graduates District Four-Year Cohort Count  Graduation Count  Graduation Rate Achievement First Bridgeport Academy District  30  22  73.3 Achievement First Hartford Academy District  35  31  88.6 Amistad Academy District  44  42  95.5 Ansonia School District  169  145  85.8 Avon School District  282  272  96.5 Berlin School District  216  203  94.0 Bethel School District  203  189  93.1 Bloomfield School District  168  147  87.5 Bolton School District  80  78  97.5 Branford School District  227  212  93.4 Bridgeport School District  1,446  1,086  75.1 Bristol School District  600  518  86.3 Brookfield School District  212  204  96.2 Canton School District  116  110  94.8 Capital Preparatory Harbor School District  32  18  56.3 Capitol Region Education Council  534  507  94.9 Cheshire School District  351  333  94.9 Clinton School District  132  120  90.9 Colchester School District  222  209  94.1 Common Ground High School District  37  34  91.9 Connecticut Technical Education and Career System  2,422  2,350  97.0 Coventry School District  123  116  94.3 Cromwell School District  153  150  98.0 Danbury School District  781  632  80.9 Darien School District  344  332  96.5 Department of Mental Health and Addiction Services * * * Derby School District  101  80  79.2 East Granby School District  59  56  94.9 East Haddam School District  84  78  92.9 East Hampton School District  113  107  94.7 East Hartford School District  509  449  88.2 East Haven School District  248  209  84.3 East Lyme School District  287  274  95.5 East Windsor School District  95  86  90.5 Eastern Connecticut Regional Educational Service Center (EASTCONN)  84  64  76.2 Ellington School District  181  175  96.7 Elm City College Preparatory School District  26  25  96.2 Enfield School District  404  362  89.6 Explorations District  28  23  82.1 Fairfield School District  787  759  96.4 Farmington School District  297  284  95.6 Glastonbury School District  496  479  96.6 Granby School District  162  157  96.9 Greenwich School District  621  590  95.0 Griswold School District  154  134  87.0 Groton School District  276  231  83.7 Guilford School District  297  288  97.0 Hamden School District  433  375  86.6 Hartford School District  1,316  931  70.7 Highville Charter School District  21  21 100.0 Jumoke Academy District  14 * * Killingly School District  200  171  85.5 Learn  196  176  89.8 Lebanon School District  89  83  93.3 Ledyard School District  195  182  93.3 Litchfield School District  64  63  98.4 Madison School District  292  284  97.3 Manchester School District  410  337  82.2 Meriden School District  626  492  78.6 Middletown School District  329  297  90.3 Milford School District  437  407  93.1 Monroe School District  307  292  95.1 Montville School District  181  165  91.2 Naugatuck School District  316  272  86.1 New Britain School District  627  459  73.2 New Canaan School District  314  308  98.1 New Fairfield School District  206  199  96.6 New Haven School District  1,528  1,205  78.9 New London School District  261  213  81.6 New Milford School District  355  326  91.8 Newington School District  303  288  95.0 Newtown School District  424  409  96.5 North Branford School District  151  142  94.0 North Haven School District  253  231  91.3 North Stonington School District  45  42  93.3 Norwalk School District  893  818  91.6 Norwich Free Academy District  599  516  86.1 Old Saybrook School District  110  106  96.4 Oxford School District  139  132  95.0 Path Academy District  47  6  12.8 Plainfield School District  172  145  84.3 Plainville School District  172  154  89.5 Plymouth School District  132  122  92.4 Portland School District  85  78  91.8 Putnam School District  71  63  88.7 Regional School District 01  92  87  94.6 Regional School District 04  156  151  96.8 Regional School District 05  365  348  95.3 Regional School District 06  108  105  97.2 Regional School District 07  165  162  98.2 Regional School District 08  273  258  94.5 Regional School District 09  235  227  96.6 Regional School District 10  202  193  95.5 Regional School District 11  34  27  79.4 Regional School District 12  65  60  92.3 Regional School District 13  134  125  93.3 Regional School District 14  191  186  97.4 Regional School District 15  292  276  94.5 Regional School District 16  171  166  97.1 Regional School District 17  168  159  94.6 Regional School District 18  118  113  95.8 Regional School District 19  308  284  92.2 Ridgefield School District  427  408  95.6 Rocky Hill School District  179  172  96.1 Seymour School District  158  148  93.7 Shelton School District  359  323  90.0 Simsbury School District  344  324  94.2 Somers School District  117  113  96.6 South Windsor School District  347  328  94.5 Southington School District  542  510  94.1 Stafford School District  98  89  90.8 Stamford Academy District  66  30  45.5 Stamford School District  1,179  1,031  87.4 Stonington School District  178  167  93.8 Stratford School District  540  498  92.2 Suffield School District  191  183  95.8 The Bridge Academy District  41  32  78.0 The Gilbert School District  92  80  87.0 The Woodstock Academy District  253  250  98.8 Thomaston School District  58  56  96.6 Thompson School District  68  56  82.4 Tolland School District  221  208  94.1 Torrington School District  239  198  82.8 Trumbull School District  570  552  96.8 Unified School District #1  433  8  1.8 Unified School District #2  25 * * Vernon School District  220  172  78.2 Wallingford School District  467  436  93.4 Waterbury School District  1,343  1,030  76.7 Waterford School District  208  190  91.3 Watertown School District  218  200  91.7 West Hartford School District  751  700  93.2 West Haven School District  416  342  82.2 Westbrook School District  90  83  92.2 Weston School District  205  201  98.0 Westport School District  456  452  99.1 Wethersfield School District  314  295  93.9 Wilton School District  329  321  97.6 Windham School District  162  138  85.2 Windsor Locks School District  122  109  89.3 Windsor School District  310  276  89.0 Wolcott School District  182  176  96.7 * The data are suppressed to ensure confidentiality. * N/A is displayed when a category is not applicable for a district or school.",2018,,,
