District,fiscal_year,cohort_count,graduation_count,graduation_rate
North Branford School District,2021,142.0,134.0,94.4
North Haven School District,2021,242.0,224.0,92.6
North Stonington School District,2021,47.0,45.0,95.7
Norwalk School District,2021,916.0,804.0,87.8
Norwich Free Academy District,2021,576.0,516.0,89.6
Old Saybrook School District,2021,103.0,97.0,94.2
Oxford School District,2021,134.0,129.0,96.3
Plainfield School District,2021,152.0,134.0,88.2
Plainville School District,2021,180.0,163.0,90.6
Plymouth School District,2021,96.0,88.0,91.7
Portland School District,2021,95.0,87.0,91.6
Putnam School District,2021,62.0,53.0,85.5
Regional School District 01,2021,80.0,72.0,90.0
Regional School District 04,2021,141.0,130.0,92.2
Regional School District 05,2021,363.0,349.0,96.1
Regional School District 06,2021,91.0,89.0,97.8
Regional School District 07,2021,193.0,181.0,93.8
Regional School District 08,2021,262.0,247.0,94.3
Regional School District 09,2021,201.0,195.0,97.0
Regional School District 10,2021,205.0,202.0,98.5
Regional School District 11,2021,35.0,32.0,91.4
Regional School District 12,2021,57.0,56.0,98.2
Regional School District 13,2021,129.0,125.0,96.9
Regional School District 14,2021,173.0,168.0,97.1
Regional School District 15,2021,289.0,273.0,94.5
Regional School District 16,2021,163.0,154.0,94.5
Regional School District 17,2021,174.0,170.0,97.7
Regional School District 18,2021,118.0,112.0,94.9
Regional School District 19,2021,279.0,259.0,92.8
Ridgefield School District,2021,412.0,395.0,95.9
Rocky Hill School District,2021,190.0,184.0,96.8
Seymour School District,2021,180.0,165.0,91.7
Shelton School District,2021,335.0,301.0,89.9
Simsbury School District,2021,321.0,316.0,98.4
Somers School District,2021,120.0,117.0,97.5
South Windsor School District,2021,320.0,305.0,95.3
Southington School District,2021,503.0,481.0,95.6
Stafford School District,2021,88.0,84.0,95.5
Stamford School District,2021,1135.0,969.0,85.4
Stonington School District,2021,175.0,166.0,94.9
Stratford School District,2021,576.0,534.0,92.7
Suffield School District,2021,196.0,188.0,95.9
The Bridge Academy District,2021,38.0,29.0,76.3
The Gilbert School District,2021,86.0,77.0,89.5
The Woodstock Academy District,2021,281.0,269.0,95.7
Thomaston School District,2021,65.0,64.0,98.5
Thompson School District,2021,56.0,44.0,78.6
Tolland School District,2021,222.0,214.0,96.4
Torrington School District,2021,219.0,172.0,78.5
Trumbull School District,2021,538.0,524.0,97.4
Unified School District #1,2021,287.0,11.0,3.8
Unified School District #2,2021,10.0,,
Vernon School District,2021,204.0,158.0,77.5
Wallingford School District,2021,503.0,476.0,94.6
Waterbury School District,2021,1131.0,946.0,83.6
Waterford School District,2021,216.0,199.0,92.1
Watertown School District,2021,182.0,160.0,87.9
West Hartford School District,2021,770.0,732.0,95.1
West Haven School District,2021,408.0,329.0,80.6
Westbrook School District,2021,49.0,48.0,98.0
Weston School District,2021,203.0,197.0,97.0
Westport School District,2021,467.0,455.0,97.4
Wethersfield School District,2021,289.0,271.0,93.8
Wilton School District,2021,342.0,328.0,95.9
Windham School District,2021,153.0,120.0,78.4
Windsor Locks School District,2021,117.0,96.0,82.1
Windsor School District,2021,291.0,245.0,84.2
Wolcott School District,2021,183.0,168.0,91.8
"Four-Year Graduation Rates, 2020-21 All Districts, All Students Export .csv file Notes:Four-Year Graduation Rate is the percentage of students who received a standard diploma within four years, including early and summer graduates from the cohort.  Graduates District Four-Year Cohort Count  Graduation Count  Graduation Rate Achievement First Bridgeport Academy District  61  54  88.5 Achievement First Hartford Academy District  44  44 100.0 Amistad Academy District  61  57  93.4 Ansonia School District  123  91  74.0 Avon School District  258  245  95.0 Berlin School District  248  233  94.0 Bethel School District  244  229  93.9 Bloomfield School District  165  146  88.5 Bolton School District  59  56  94.9 Branford School District  198  183  92.4 Bridgeport School District  1,308  994  76.0 Bristol School District  600  535  89.2 Brookfield School District  217  210  96.8 Canton School District  126  118  93.7 Capital Preparatory Harbor School District  51  44  86.3 Capitol Region Education Council  446  404  90.6 Cheshire School District  362  351  97.0 Clinton School District  141  130  92.2 Colchester School District  203  185  91.1 Common Ground High School District  60  47  78.3 Connecticut Technical Education and Career System  2,556  2,472  96.7 Coventry School District  113  108  95.6 Cromwell School District  138  134  97.1 Danbury School District  856  706  82.5 Darien School District  311  308  99.0 Department of Mental Health and Addiction Services * * * Derby School District  93  71  76.3 East Granby School District  67  64  95.5 East Haddam School District  93  88  94.6 East Hampton School District  132  126  95.5 East Hartford School District  549  501  91.3 East Haven School District  235  191  81.3 East Lyme School District  263  251  95.4 East Windsor School District  65  54  83.1 Eastern Connecticut Regional Educational Service Center (EASTCONN)  73  63  86.3 Ellington School District  195  190  97.4 Elm City College Preparatory School District  34  31  91.2 Enfield School District  415  378  91.1 Explorations District  18  14 * Fairfield School District  743  718  96.6 Farmington School District  321  311  96.9 Glastonbury School District  492  476  96.7 Granby School District  153  147  96.1 Great Oaks Charter School District  61  50  82.0 Greenwich School District  681  656  96.3 Griswold School District  136  116  85.3 Groton School District  250  214  85.6 Guilford School District  273  262  96.0 Hamden School District  403  353  87.6 Hartford School District  1,322  956  72.3 Highville Charter School District  14  14 * Jumoke Academy District  9  9 * Killingly School District  201  176  87.6 Learn  206  201  97.6 Lebanon School District  76  69  90.8 Ledyard School District  171  166  97.1 Litchfield School District  65  62  95.4 Madison School District  288  278  96.5 Manchester School District  438  355  81.1 Meriden School District  584  498  85.3 Middletown School District  357  333  93.3 Milford School District  464  430  92.7 Monroe School District  261  252  96.6 Montville School District  149  137  91.9 Naugatuck School District  332  295  88.9 New Britain School District  609  479  78.7 New Canaan School District  376  368  97.9 New Fairfield School District  189  183  96.8 New Haven School District  1,426  1,121  78.6 New London School District  260  226  86.9 New Milford School District  323  297  92.0 Newington School District  323  310  96.0 Newtown School District  392  378  96.4 North Branford School District  142  134  94.4 North Haven School District  242  224  92.6 North Stonington School District  47  45  95.7 Norwalk School District  916  804  87.8 Norwich Free Academy District  576  516  89.6 Old Saybrook School District  103  97  94.2 Oxford School District  134  129  96.3 Plainfield School District  152  134  88.2 Plainville School District  180  163  90.6 Plymouth School District  96  88  91.7 Portland School District  95  87  91.6 Putnam School District  62  53  85.5 Regional School District 01  80  72  90.0 Regional School District 04  141  130  92.2 Regional School District 05  363  349  96.1 Regional School District 06  91  89  97.8 Regional School District 07  193  181  93.8 Regional School District 08  262  247  94.3 Regional School District 09  201  195  97.0 Regional School District 10  205  202  98.5 Regional School District 11  35  32  91.4 Regional School District 12  57  56  98.2 Regional School District 13  129  125  96.9 Regional School District 14  173  168  97.1 Regional School District 15  289  273  94.5 Regional School District 16  163  154  94.5 Regional School District 17  174  170  97.7 Regional School District 18  118  112  94.9 Regional School District 19  279  259  92.8 Ridgefield School District  412  395  95.9 Rocky Hill School District  190  184  96.8 Seymour School District  180  165  91.7 Shelton School District  335  301  89.9 Simsbury School District  321  316  98.4 Somers School District  120  117  97.5 South Windsor School District  320  305  95.3 Southington School District  503  481  95.6 Stafford School District  88  84  95.5 Stamford School District  1,135  969  85.4 Stonington School District  175  166  94.9 Stratford School District  576  534  92.7 Suffield School District  196  188  95.9 The Bridge Academy District  38  29  76.3 The Gilbert School District  86  77  89.5 The Woodstock Academy District  281  269  95.7 Thomaston School District  65  64  98.5 Thompson School District  56  44  78.6 Tolland School District  222  214  96.4 Torrington School District  219  172  78.5 Trumbull School District  538  524  97.4 Unified School District #1  287  11  3.8 Unified School District #2  10 * * Vernon School District  204  158  77.5 Wallingford School District  503  476  94.6 Waterbury School District  1,131  946  83.6 Waterford School District  216  199  92.1 Watertown School District  182  160  87.9 West Hartford School District  770  732  95.1 West Haven School District  408  329  80.6 Westbrook School District  49  48  98.0 Weston School District  203  197  97.0 Westport School District  467  455  97.4 Wethersfield School District  289  271  93.8 Wilton School District  342  328  95.9 Windham School District  153  120  78.4 Windsor Locks School District  117  96  82.1 Windsor School District  291  245  84.2 Wolcott School District  183  168  91.8 * The data are suppressed to ensure confidentiality. * N/A is displayed when a category is not applicable for a district or school.",2021,,,
