District,fiscal_year,subject,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Guilford School District,2018,Math,269.0,268.0,99.6,268.0,63.4,573.0
Hamden School District,2018,Math,363.0,341.0,93.9,340.0,28.5,473.0
Hartford School District,2018,Math,1227.0,1085.0,88.4,1076.0,16.8,438.0
Highville Charter School District,2018,Math,15.0,14.0,,14.0,,
Jumoke Academy District,2018,Math,15.0,12.0,,12.0,,
Killingly School District,2018,Math,193.0,182.0,94.3,181.0,,477.0
Learn,2018,Math,205.0,199.0,97.1,199.0,33.7,486.0
Lebanon School District,2018,Math,92.0,91.0,98.9,90.0,43.3,519.0
Ledyard School District,2018,Math,192.0,186.0,96.9,186.0,50.5,517.0
Litchfield School District,2018,Math,72.0,71.0,98.6,70.0,42.9,527.0
Madison School District,2018,Math,271.0,262.0,96.7,262.0,70.6,582.0
Manchester School District,2018,Math,432.0,389.0,90.0,383.0,29.8,468.0
Meriden School District,2018,Math,514.0,471.0,91.6,466.0,12.7,437.0
Middletown School District,2018,Math,325.0,302.0,92.9,300.0,26.7,470.0
Milford School District,2018,Math,435.0,424.0,97.5,422.0,47.9,521.0
Monroe School District,2018,Math,247.0,237.0,96.0,236.0,58.5,553.0
Montville School District,2018,Math,143.0,138.0,96.5,138.0,38.4,502.0
Naugatuck School District,2018,Math,296.0,270.0,91.2,268.0,21.6,456.0
New Britain School District,2018,Math,611.0,535.0,87.6,533.0,10.3,417.0
New Canaan School District,2018,Math,312.0,302.0,96.8,302.0,78.8,604.0
New Fairfield School District,2018,Math,221.0,216.0,97.7,216.0,57.4,542.0
New Haven School District,2018,Math,1279.0,1169.0,91.4,1167.0,16.1,439.0
New London School District,2018,Math,248.0,233.0,94.0,231.0,19.5,446.0
New Milford School District,2018,Math,307.0,288.0,93.8,288.0,47.6,518.0
Newington School District,2018,Math,319.0,311.0,97.5,310.0,47.1,530.0
Newtown School District,2018,Math,409.0,392.0,95.8,391.0,61.9,556.0
North Branford School District,2018,Math,130.0,128.0,98.5,128.0,,493.0
North Haven School District,2018,Math,250.0,247.0,98.8,244.0,47.1,520.0
North Stonington School District,2018,Math,42.0,40.0,95.2,40.0,,495.0
Norwalk School District,2018,Math,832.0,796.0,95.7,795.0,30.7,478.0
Norwich Free Academy District,2018,Math,552.0,529.0,95.8,527.0,34.7,488.0
Norwich School District,2018,Math,15.0,14.0,,12.0,,
Old Saybrook School District,2018,Math,109.0,104.0,95.4,103.0,,564.0
Oxford School District,2018,Math,158.0,156.0,98.7,155.0,51.0,519.0
Path Academy District,2018,Math,24.0,11.0,45.8,11.0,,
Plainfield School District,2018,Math,163.0,148.0,90.8,144.0,24.3,462.0
Plainville School District,2018,Math,180.0,174.0,96.7,174.0,45.4,507.0
Plymouth School District,2018,Math,126.0,122.0,96.8,119.0,37.0,501.0
Portland School District,2018,Math,102.0,102.0,100.0,102.0,55.9,543.0
Putnam School District,2018,Math,78.0,74.0,94.9,71.0,19.7,458.0
Regional School District 01,2018,Math,110.0,106.0,96.4,106.0,,492.0
Regional School District 04,2018,Math,144.0,138.0,95.8,138.0,49.3,522.0
Regional School District 05,2018,Math,361.0,356.0,98.6,356.0,64.9,575.0
Regional School District 06,2018,Math,88.0,84.0,95.5,84.0,34.5,499.0
Regional School District 07,2018,Math,198.0,194.0,98.0,194.0,66.5,556.0
Regional School District 08,2018,Math,230.0,222.0,96.5,222.0,72.1,574.0
Regional School District 09,2018,Math,231.0,223.0,96.5,221.0,71.9,575.0
Regional School District 10,2018,Math,190.0,189.0,99.5,188.0,68.1,561.0
Regional School District 11,2018,Math,41.0,41.0,100.0,41.0,34.1,490.0
Regional School District 12,2018,Math,67.0,67.0,100.0,67.0,44.8,528.0
Regional School District 13,2018,Math,138.0,135.0,97.8,135.0,47.4,522.0
Regional School District 14,2018,Math,193.0,190.0,98.4,189.0,45.5,517.0
Regional School District 15,2018,Math,304.0,297.0,97.7,294.0,61.9,559.0
Regional School District 16,2018,Math,167.0,163.0,97.6,163.0,47.9,523.0
Regional School District 17,2018,Math,165.0,164.0,99.4,164.0,56.1,543.0
Regional School District 18,2018,Math,116.0,109.0,94.0,109.0,67.0,564.0
Regional School District 19,2018,Math,288.0,256.0,88.9,256.0,57.8,547.0
Ridgefield School District,2018,Math,404.0,383.0,94.8,381.0,77.4,593.0
Rocky Hill School District,2018,Math,182.0,181.0,99.5,181.0,51.4,525.0
Salem School District,2018,Math,,,,,,
Seymour School District,2018,Math,166.0,161.0,97.0,161.0,44.1,513.0
Shelton School District,2018,Math,356.0,346.0,97.2,345.0,49.0,527.0
Simsbury School District,2018,Math,358.0,344.0,96.1,344.0,77.0,592.0
Somers School District,2018,Math,124.0,124.0,100.0,124.0,50.8,518.0
South Windsor School District,2018,Math,321.0,317.0,98.8,316.0,51.3,533.0
Southington School District,2018,Math,464.0,448.0,96.6,446.0,48.0,521.0
Sprague School District,2018,Math,,,,,,
Stafford School District,2018,Math,93.0,89.0,95.7,89.0,43.8,497.0
Stamford Academy District,2018,Math,41.0,32.0,78.0,30.0,0.0,377.0
Stamford School District,2018,Math,1093.0,1032.0,94.4,1024.0,35.6,488.0
Stonington School District,2018,Math,175.0,163.0,93.1,163.0,46.6,532.0
Stratford School District,2018,Math,489.0,469.0,95.9,469.0,27.3,473.0
Suffield School District,2018,Math,215.0,213.0,99.1,211.0,52.6,547.0
The Bridge Academy District,2018,Math,34.0,34.0,100.0,34.0,,438.0
The Gilbert School District,2018,Math,120.0,116.0,96.7,116.0,43.1,511.0
The Woodstock Academy District,2018,Math,299.0,297.0,99.3,297.0,52.2,531.0
Thomaston School District,2018,Math,69.0,68.0,98.6,68.0,,519.0
Thompson School District,2018,Math,69.0,65.0,94.2,65.0,,484.0
Tolland School District,2018,Math,197.0,194.0,98.5,193.0,67.4,569.0
Torrington School District,2018,Math,196.0,191.0,97.4,189.0,22.2,468.0
Trumbull School District,2018,Math,526.0,515.0,97.9,515.0,66.2,565.0
Unified School District #2,2018,Math,16.0,14.0,,14.0,,
Vernon School District,2018,Math,203.0,191.0,94.1,190.0,35.3,488.0
Voluntown School District,2018,Math,,,,,,
Wallingford School District,2018,Math,460.0,446.0,97.0,444.0,40.3,504.0
Waterbury School District,2018,Math,1161.0,1068.0,92.0,1054.0,9.2,419.0
Waterford School District,2018,Math,193.0,191.0,99.0,189.0,51.3,525.0
Watertown School District,2018,Math,214.0,208.0,97.2,206.0,33.0,482.0
West Hartford School District,2018,Math,766.0,749.0,97.8,745.0,61.2,559.0
West Haven School District,2018,Math,371.0,338.0,91.1,334.0,17.7,447.0
Westbrook School District,2018,Math,59.0,56.0,94.9,56.0,57.1,537.0
Weston School District,2018,Math,211.0,205.0,97.2,202.0,77.7,598.0
Westport School District,2018,Math,485.0,477.0,98.4,473.0,79.5,609.0
Wethersfield School District,2018,Math,290.0,282.0,97.2,282.0,38.7,510.0
Wilton School District,2018,Math,326.0,317.0,97.2,316.0,73.4,591.0
Winchester School District,2018,Math,,,,,,
Windham School District,2018,Math,128.0,118.0,92.2,114.0,10.5,416.0
Windsor Locks School District,2018,Math,115.0,114.0,99.1,114.0,34.2,491.0
Windsor School District,2018,Math,279.0,265.0,95.0,265.0,29.8,482.0
Wolcott School District,2018,Math,202.0,198.0,98.0,198.0,40.4,500.0
Woodstock School District,2018,Math,,,,,,
"CT School Day SAT, 2017-18 All Districts, Math, All Students Export .csv file  Level 1Not Met Level 2Approaching Level 3Met Level 4Exceeded Level 3&4Met or Exceeded  District TotalNumberofStudents TotalNumberTested CT SchoolDay SATParticipationRate TotalNumberwithScoredTests Count % Count % Count % Count % Count % AverageScore Achievement First Bridgeport Academy District  53  45  84.9  45 * * 18  40.0  12  26.7 * * * * 490 Achievement First Hartford Academy District  36  36  100.0  36  13  36.1  16  44.4 * * * * 7  19.4  453 Amistad Academy District  51  45  88.2  45  15  33.3  15  33.3 * * * * 15  33.3  481 Ansonia School District  150  148  98.7  148  55  37.2  61  41.2 * * * * 32  21.6  460 Area Cooperative Educational Services  20  13  65.0  13 * * * * * * * * * * * Avon School District  226  218  96.5  218  13  6.0  33  15.1  106  48.6  66  30.3  172  78.9  594 Berlin School District  232  231  99.6  231  27  11.7  77  33.3  97  42.0  30  13.0  127  55.0  537 Bethel School District  233  230  98.7  229  33  14.4  98  42.8  73  31.9  25  10.9  98  42.8  516 Bloomfield School District  156  152  97.4  151  49  32.5  71  47.0 * * * * 31  20.5  461 Bolton School District  67  67  100.0  67  11  16.4  22  32.8  27  40.3  7  10.4  34  50.7  519 Branford School District  225  217  96.4  217  38  17.5  93  42.9  70  32.3  16  7.4  86  39.6  503 Bridgeport School District  1,218  1,052  86.4  1,047  533  50.9  377  36.0  110  10.5  27  2.6  137  13.1  428 Bristol School District  594  566  95.3  566  159  28.1  227  40.1  153  27.0  27  4.8  180  31.8  478 Brookfield School District  217  209  96.3  208  17  8.2  67  32.2  99  47.6  25  12.0  124  59.6  544 Brooklyn School District * * * * * * * * * * * * * * * Canton School District  120  117  97.5  117  8  6.8  35  29.9  49  41.9  25  21.4  74  63.2  561 Capital Preparatory Harbor School District  31  29  93.5  29  12  41.4  11  37.9  6  20.7  0  0.0  6  20.7  449 Capitol Region Education Council  523  488  93.3  481  158  32.8  194  40.3  107  22.2  22  4.6  129  26.8  468 Cheshire School District  375  358  95.5  358  28  7.8  121  33.8  156  43.6  53  14.8  209  58.4  549 Clinton School District  141  138  97.9  138 * * 49  35.5  60  43.5 * * * * 501 Colchester School District  189  183  96.8  180  24  13.3  74  41.1  69  38.3  13  7.2  82  45.6  515 Columbia School District * * * * * * * * * * * * * * * Common Ground High School District  46  45  97.8  45  16  35.6  17  37.8 * * * * 12  26.7  467 Connecticut Technical Education and Career System  2,435  2,389  98.1  2,380  824  34.6  1,234  51.8  305  12.8  17  0.7  322  13.5  445 Cooperative Educational Services  20  18  90.0  17 * * * * * * * * * * * Coventry School District  104  104  100.0  101  17  16.8  31  30.7  45  44.6  8  7.9  53  52.5  518 Cromwell School District  132  126  95.5  125  24  19.2  48  38.4  44  35.2  9  7.2  53  42.4  504 Danbury School District  686  662  96.5  662  211  31.9  309  46.7  124  18.7  18  2.7  142  21.5  460 Darien School District  339  306  90.3  305  16  5.2  44  14.4  126  41.3  119  39.0  245  80.3  605 Derby School District  70  66  94.3  66  32  48.5  23  34.8 * * * * 11  16.7  438 East Granby School District  73  73  100.0  73  6  8.2  31  42.5  27  37.0  9  12.3  36  49.3  531 East Haddam School District  74  71  95.9  71 * * 31  43.7  26  36.6 * * * * 507 East Hampton School District  130  127  97.7  127  14  11.0  57  44.9  40  31.5  16  12.6  56  44.1  524 East Hartford School District  530  503  94.9  502  206  41.0  208  41.4  66  13.1  22  4.4  88  17.5  451 East Haven School District  210  197  93.8  196  66  33.7  89  45.4 * * * * 41  20.9  458 East Lyme School District  254  246  96.9  245  35  14.3  83  33.9  83  33.9  44  18.0  127  51.8  540 East Windsor School District  67  65  97.0  65  18  27.7  33  50.8 * * * * 14  21.5  460 Eastern Connecticut Regional Educational Service Center (EASTCONN)  80  70  87.5  67  36  53.7  20  29.9  11  16.4  0  0.0  11  16.4  431 EdAdvance  8  6 * 6 * * * * * * * * * * * Ellington School District  199  196  98.5  196  22  11.2  72  36.7  83  42.3  19  9.7  102  52.0  528 Elm City College Preparatory School District  29  28  96.6  27 * * 13  48.1  8  29.6 * * * * 492 Enfield School District  311  306  98.4  306  52  17.0  166  54.2  70  22.9  18  5.9  88  28.8  490 Explorations District  24  24  100.0  23 * * 13  56.5 * * 0  0.0 * * 432 Fairfield School District  778  762  97.9  758  94  12.4  211  27.8  288  38.0  165  21.8  453  59.8  556 Farmington School District  289  284  98.3  282  22  7.8  59  20.9  123  43.6  78  27.7  201  71.3  582 Glastonbury School District  507  501  98.8  500  28  5.6  131  26.2  207  41.4  134  26.8  341  68.2  578 Granby School District  176  173  98.3  171  17  9.9  56  32.7  68  39.8  30  17.5  98  57.3  549 Greenwich School District  685  657  95.9  657  49  7.5  155  23.6  238  36.2  215  32.7  453  68.9  589 Griswold School District  134  125  93.3  125  36  28.8  51  40.8  31  24.8  7  5.6  38  30.4  478 Groton School District  273  251  91.9  244  49  20.1  85  34.8  93  38.1  17  7.0  110  45.1  501 Guilford School District  269  268  99.6  268  17  6.3  81  30.2  92  34.3  78  29.1  170  63.4  573 Hamden School District  363  341  93.9  340  102  30.0  141  41.5  74  21.8  23  6.8  97  28.5  473 Hartford School District  1,227  1,085  88.4  1,076  516  48.0  379  35.2  145  13.5  36  3.3  181  16.8  438 Highville Charter School District  15  14 * 14 * * * * * * * * * * * Jumoke Academy District  15  12 * 12 * * * * * * * * * * * Killingly School District  193  182  94.3  181 * * 95  52.5  45  24.9 * * * * 477 Learn  205  199  97.1  199  54  27.1  78  39.2  57  28.6  10  5.0  67  33.7  486 Lebanon School District  92  91  98.9  90  19  21.1  32  35.6  24  26.7  15  16.7  39  43.3  519 Ledyard School District  192  186  96.9  186  26  14.0  66  35.5  77  41.4  17  9.1  94  50.5  517 Litchfield School District  72  71  98.6  70  9  12.9  31  44.3  20  28.6  10  14.3  30  42.9  527 Madison School District  271  262  96.7  262  10  3.8  67  25.6  116  44.3  69  26.3  185  70.6  582 Manchester School District  432  389  90.0  383  120  31.3  149  38.9  106  27.7  8  2.1  114  29.8  468 Meriden School District  514  471  91.6  466  201  43.1  206  44.2  47  10.1  12  2.6  59  12.7  437 Middletown School District  325  302  92.9  300  90  30.0  130  43.3  66  22.0  14  4.7  80  26.7  470 Milford School District  435  424  97.5  422  70  16.6  150  35.5  155  36.7  47  11.1  202  47.9  521 Monroe School District  247  237  96.0  236  30  12.7  68  28.8  79  33.5  59  25.0  138  58.5  553 Montville School District  143  138  96.5  138  27  19.6  58  42.0  45  32.6  8  5.8  53  38.4  502 Naugatuck School District  296  270  91.2  268  91  34.0  119  44.4 * * * * 58  21.6  456 New Britain School District  611  535  87.6  533  294  55.2  184  34.5  49  9.2  6  1.1  55  10.3  417 New Canaan School District  312  302  96.8  302  12  4.0  52  17.2  128  42.4  110  36.4  238  78.8  604 New Fairfield School District  221  216  97.7  216  14  6.5  78  36.1  96  44.4  28  13.0  124  57.4  542 New Haven School District  1,279  1,169  91.4  1,167  518  44.4  461  39.5  148  12.7  40  3.4  188  16.1  439 New London School District  248  233  94.0  231  99  42.9  87  37.7  33  14.3  12  5.2  45  19.5  446 New Milford School District  307  288  93.8  288  40  13.9  111  38.5  115  39.9  22  7.6  137  47.6  518 Newington School District  319  311  97.5  310  35  11.3  129  41.6  114  36.8  32  10.3  146  47.1  530 Newtown School District  409  392  95.8  391  33  8.4  116  29.7  163  41.7  79  20.2  242  61.9  556 North Branford School District  130  128  98.5  128 * * 61  47.7  42  32.8 * * * * 493 North Haven School District  250  247  98.8  244  31  12.7  98  40.2  95  38.9  20  8.2  115  47.1  520 North Stonington School District  42  40  95.2  40 * * 15  37.5  13  32.5 * * * * 495 Norwalk School District  832  796  95.7  795  239  30.1  312  39.2  198  24.9  46  5.8  244  30.7  478 Norwich Free Academy District  552  529  95.8  527  142  26.9  202  38.3  143  27.1  40  7.6  183  34.7  488 Norwich School District  15  14 * 12 * * * * * * * * * * * Old Saybrook School District  109  104  95.4  103 * * 27  26.2  51  49.5 * * * * 564 Oxford School District  158  156  98.7  155  26  16.8  50  32.3  66  42.6  13  8.4  79  51.0  519 Path Academy District  24  11  45.8  11 * * * * * * * * * * * Plainfield School District  163  148  90.8  144  45  31.3  64  44.4 * * * * 35  24.3  462 Plainville School District  180  174  96.7  174  32  18.4  63  36.2  65  37.4  14  8.0  79  45.4  507 Plymouth School District  126  122  96.8  119  20  16.8  55  46.2  38  31.9  6  5.0  44  37.0  501 Portland School District  102  102  100.0  102  10  9.8  35  34.3  37  36.3  20  19.6  57  55.9  543 Putnam School District  78  74  94.9  71  21  29.6  36  50.7  14  19.7  0  0.0  14  19.7  458 Regional School District 01  110  106  96.4  106 * * 54  50.9  30  28.3 * * * * 492 Regional School District 04  144  138  95.8  138  16  11.6  54  39.1  54  39.1  14  10.1  68  49.3  522 Regional School District 05  361  356  98.6  356  21  5.9  104  29.2  136  38.2  95  26.7  231  64.9  575 Regional School District 06  88  84  95.5  84  7  8.3  48  57.1  23  27.4  6  7.1  29  34.5  499 Regional School District 07  198  194  98.0  194  19  9.8  46  23.7  99  51.0  30  15.5  129  66.5  556 Regional School District 08  230  222  96.5  222  14  6.3  48  21.6  105  47.3  55  24.8  160  72.1  574 Regional School District 09  231  223  96.5  221  9  4.1  53  24.0  106  48.0  53  24.0  159  71.9  575 Regional School District 10  190  189  99.5  188  15  8.0  45  23.9  99  52.7  29  15.4  128  68.1  561 Regional School District 11  41  41  100.0  41  8  19.5  19  46.3  14  34.1  0  0.0  14  34.1  490 Regional School District 12  67  67  100.0  67  7  10.4  30  44.8  21  31.3  9  13.4  30  44.8  528 Regional School District 13  138  135  97.8  135  14  10.4  57  42.2  54  40.0  10  7.4  64  47.4  522 Regional School District 14  193  190  98.4  189  24  12.7  79  41.8  70  37.0  16  8.5  86  45.5  517 Regional School District 15  304  297  97.7  294  27  9.2  85  28.9  114  38.8  68  23.1  182  61.9  559 Regional School District 16  167  163  97.6  163  16  9.8  69  42.3  68  41.7  10  6.1  78  47.9  523 Regional School District 17  165  164  99.4  164  13  7.9  59  36.0  69  42.1  23  14.0  92  56.1  543 Regional School District 18  116  109  94.0  109  8  7.3  28  25.7  50  45.9  23  21.1  73  67.0  564 Regional School District 19  288  256  88.9  256  23  9.0  85  33.2  105  41.0  43  16.8  148  57.8  547 Ridgefield School District  404  383  94.8  381  16  4.2  70  18.4  172  45.1  123  32.3  295  77.4  593 Rocky Hill School District  182  181  99.5  181  30  16.6  58  32.0  74  40.9  19  10.5  93  51.4  525 Salem School District * * * * * * * * * * * * * * * Seymour School District  166  161  97.0  161  27  16.8  63  39.1  57  35.4  14  8.7  71  44.1  513 Shelton School District  356  346  97.2  345  39  11.3  137  39.7  126  36.5  43  12.5  169  49.0  527 Simsbury School District  358  344  96.1  344  20  5.8  59  17.2  151  43.9  114  33.1  265  77.0  592 Somers School District  124  124  100.0  124  16  12.9  45  36.3  57  46.0  6  4.8  63  50.8  518 South Windsor School District  321  317  98.8  316  41  13.0  113  35.8  112  35.4  50  15.8  162  51.3  533 Southington School District  464  448  96.6  446  53  11.9  179  40.1  169  37.9  45  10.1  214  48.0  521 Sprague School District * * * * * * * * * * * * * * * Stafford School District  93  89  95.7  89  23  25.8  27  30.3  33  37.1  6  6.7  39  43.8  497 Stamford Academy District  41  32  78.0  30  23  76.7  7  23.3  0  0.0  0  0.0  0  0.0  377 Stamford School District  1,093  1,032  94.4  1,024  309  30.2  350  34.2  258  25.2  107  10.4  365  35.6  488 Stonington School District  175  163  93.1  163  17  10.4  70  42.9  49  30.1  27  16.6  76  46.6  532 Stratford School District  489  469  95.9  469  135  28.8  206  43.9  110  23.5  18  3.8  128  27.3  473 Suffield School District  215  213  99.1  211  20  9.5  80  37.9  68  32.2  43  20.4  111  52.6  547 The Bridge Academy District  34  34  100.0  34 * * 16  47.1 * * 0  0.0 * * 438 The Gilbert School District  120  116  96.7  116  26  22.4  40  34.5  36  31.0  14  12.1  50  43.1  511 The Woodstock Academy District  299  297  99.3  297  35  11.8  107  36.0  123  41.4  32  10.8  155  52.2  531 Thomaston School District  69  68  98.6  68 * * 27  39.7  29  42.6 * * * * 519 Thompson School District  69  65  94.2  65 * * 31  47.7  17  26.2 * * * * 484 Tolland School District  197  194  98.5  193  19  9.8  44  22.8  89  46.1  41  21.2  130  67.4  569 Torrington School District  196  191  97.4  189  51  27.0  96  50.8 * * * * 42  22.2  468 Trumbull School District  526  515  97.9  515  33  6.4  141  27.4  232  45.0  109  21.2  341  66.2  565 Unified School District #2  16  14 * 14 * * * * * * * * * * * Vernon School District  203  191  94.1  190  44  23.2  79  41.6  56  29.5  11  5.8  67  35.3  488 Voluntown School District * * * * * * * * * * * * * * * Wallingford School District  460  446  97.0  444  71  16.0  194  43.7  155  34.9  24  5.4  179  40.3  504 Waterbury School District  1,161  1,068  92.0  1,054  568  53.9  389  36.9 * * * * 97  9.2  419 Waterford School District  193  191  99.0  189  26  13.8  66  34.9  82  43.4  15  7.9  97  51.3  525 Watertown School District  214  208  97.2  206  59  28.6  79  38.3  62  30.1  6  2.9  68  33.0  482 West Hartford School District  766  749  97.8  745  81  10.9  208  27.9  290  38.9  166  22.3  456  61.2  559 West Haven School District  371  338  91.1  334  129  38.6  146  43.7 * * * * 59  17.7  447 Westbrook School District  59  56  94.9  56  7  12.5  17  30.4  26  46.4  6  10.7  32  57.1  537 Weston School District  211  205  97.2  202  11  5.4  34  16.8  85  42.1  72  35.6  157  77.7  598 Westport School District  485  477  98.4  473  16  3.4  81  17.1  209  44.2  167  35.3  376  79.5  609 Wethersfield School District  290  282  97.2  282  40  14.2  133  47.2  84  29.8  25  8.9  109  38.7  510 Wilton School District  326  317  97.2  316  18  5.7  66  20.9  128  40.5  104  32.9  232  73.4  591 Winchester School District * * * * * * * * * * * * * * * Windham School District  128  118  92.2  114  61  53.5  41  36.0  12  10.5  0  0.0  12  10.5  416 Windsor Locks School District  115  114  99.1  114  26  22.8  49  43.0  31  27.2  8  7.0  39  34.2  491 Windsor School District  279  265  95.0  265  72  27.2  114  43.0  68  25.7  11  4.2  79  29.8  482 Wolcott School District  202  198  98.0  198  36  18.2  82  41.4  70  35.4  10  5.1  80  40.4  500 Woodstock School District * * * * * * * * * * * * * * * * The data are suppressed to ensure confidentiality. For more information, please view the Suppression Guidelines.",2018,Math,,,,,,
