District,fiscal_year,subject,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Vernon School District,2025,Math,246.0,233.0,94.7,233.0,23.6,448.0
Wallingford School District,2025,Math,413.0,397.0,96.1,397.0,28.7,478.0
Waterbury School District,2025,Math,1214.0,1168.0,96.2,1168.0,10.3,389.0
Waterford School District,2025,Math,186.0,181.0,97.3,181.0,57.5,536.0
Watertown School District,2025,Math,178.0,168.0,94.4,167.0,26.9,464.0
West Hartford School District,2025,Math,705.0,690.0,97.9,689.0,55.2,540.0
West Haven School District,2025,Math,500.0,474.0,94.8,470.0,10.6,420.0
Westbrook School District,2025,Math,44.0,43.0,97.7,43.0,,497.0
Weston School District,2025,Math,169.0,166.0,98.2,166.0,72.3,583.0
Westport School District,2025,Math,407.0,405.0,99.5,405.0,75.1,593.0
Wethersfield School District,2025,Math,293.0,292.0,99.7,292.0,29.8,480.0
Wilton School District,2025,Math,288.0,282.0,97.9,282.0,78.4,602.0
Windham School District,2025,Math,116.0,105.0,90.5,105.0,13.3,401.0
Windsor Locks School District,2025,Math,104.0,95.0,91.3,95.0,13.7,442.0
Windsor School District,2025,Math,276.0,256.0,92.8,254.0,21.3,451.0
Wolcott School District,2025,Math,147.0,140.0,95.2,140.0,29.3,480.0
Woodstock School District,2025,Math,,,,,,
"CT School Day SAT, 2024-25 All Districts, Math, All Students Export .csv file  Level 1Not Met Level 2Approaching Level 3Met Level 4Exceeded Level 3&4Met or Exceeded  District TotalNumberofStudents TotalNumberTested CT SchoolDay SATParticipationRate TotalNumberwithScoredTests Count % Count % Count % Count % Count % AverageScore Achievement First Bridgeport Academy District  53  48  90.6  48  17  35.4  20  41.7 * * * * 11  22.9  453 Achievement First Hartford Academy District  48  48  100.0  48  25  52.1  15  31.3  8  16.7  0  0.0  8  16.7  421 Amistad Academy District  54  47  87.0  46  20  43.5  20  43.5 * * * * 6  13.0  441 Ansonia School District  152  149  98.0  149  80  53.7  55  36.9 * * * * 14  9.4  412 Area Cooperative Educational Services  40  29  72.5  29 * * * * 0  0.0  0  0.0  0  0.0  336 Avon School District  215  213  99.1  213  28  13.1  53  24.9  67  31.5  65  30.5  132  62.0  572 Berlin School District  193  188  97.4  188  40  21.3  83  44.1  43  22.9  22  11.7  65  34.6  495 Bethel School District  278  266  95.7  266  68  25.6  90  33.8  69  25.9  39  14.7  108  40.6  503 Bloomfield School District  151  149  98.7  147  92  62.6  43  29.3 * * * * 12  8.2  409 Bolton School District  64  64  100.0  64 * * 33  51.6  18  28.1 * * * * 506 Branford School District  188  177  94.1  177  34  19.2  81  45.8  46  26.0  16  9.0  62  35.0  494 Bridgeport School District  1,268  1,106  87.2  1,103  734  66.5  259  23.5  82  7.4  28  2.5  110  10.0  394 Bristol School District  557  536  96.2  534  210  39.3  201  37.6  108  20.2  15  2.8  123  23.0  449 Brookfield School District  205  202  98.5  202  23  11.4  92  45.5  67  33.2  20  9.9  87  43.1  515 Brooklyn School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Canterbury School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Canton School District  99  99  100.0  99  9  9.1  41  41.4  41  41.4  8  8.1  49  49.5  524 Capital Preparatory Harbor School District  54  54  100.0  54  31  57.4  16  29.6  7  13.0  0  0.0  7  13.0  421 Capitol Region Education Council  575  543  94.4  543  347  63.9  152  28.0 * * * * 44  8.1  397 Cheshire School District  296  284  95.9  284  30  10.6  98  34.5  111  39.1  45  15.8  156  54.9  541 Clinton School District  132  129  97.7  128  31  24.2  58  45.3  32  25.0  7  5.5  39  30.5  485 Colchester School District  147  142  96.6  142  30  21.1  52  36.6  53  37.3  7  4.9  60  42.3  501 Common Ground High School District  49  45  91.8  45  20  44.4  15  33.3 * * * * 10  22.2  436 Connecticut Technical Education and Career System  2,590  2,540  98.1  2,535  1,395  55.0  896  35.3  223  8.8  21  0.8  244  9.6  412 Cooperative Educational Services  7  6 * 6 * * * * * * * * * * * Coventry School District  116  110  94.8  110  10  9.1  43  39.1  48  43.6  9  8.2  57  51.8  526 Cromwell School District  113  111  98.2  110  21  19.1  46  41.8  30  27.3  13  11.8  43  39.1  500 Danbury School District  865  835  96.5  835  476  57.0  260  31.1  83  9.9  16  1.9  99  11.9  412 Darien School District  359  351  97.8  351  11  3.1  64  18.2  151  43.0  125  35.6  276  78.6  603 Derby School District  69  67  97.1  66  36  54.5  24  36.4  6  9.1  0  0.0  6  9.1  411 East Granby School District  66  66  100.0  66  9  13.6  26  39.4  20  30.3  11  16.7  31  47.0  529 East Haddam School District  61  59  96.7  59  19  32.2  21  35.6 * * * * 19  32.2  468 East Hampton School District  120  117  97.5  117  19  16.2  57  48.7  34  29.1  7  6.0  41  35.0  490 East Hartford School District  557  514  92.3  514  255  49.6  152  29.6  91  17.7  16  3.1  107  20.8  435 East Haven School District  216  209  96.8  209  95  45.5  73  34.9  34  16.3  7  3.3  41  19.6  434 East Lyme School District  242  234  96.7  234  28  12.0  92  39.3  74  31.6  40  17.1  114  48.7  534 East Windsor School District  58  58  100.0  58  19  32.8  26  44.8 * * * * 13  22.4  456 Eastern Connecticut Regional Educational Service Center (EASTCONN)  88  76  86.4  76  44  57.9  25  32.9 * * * * 7  9.2  427 EdAdvance  10  7 * 7 * * * * * * * * * * * Ellington School District  194  177  91.2  177  27  15.3  63  35.6  56  31.6  31  17.5  87  49.2  532 Elm City College Preparatory School District  39  32  82.1  32  16  50.0  10  31.3  6  18.8  0  0.0  6  18.8  421 Enfield School District  322  313  97.2  313  90  28.8  130  41.5  83  26.5  10  3.2  93  29.7  470 Explorations District  21  21  100.0  21  15  71.4 * * * * 0  0.0 * * 388 Fairfield School District  729  708  97.1  707  94  13.3  239  33.8  238  33.7  136  19.2  374  52.9  538 Farmington School District  328  324  98.8  320  50  15.6  72  22.5  101  31.6  97  30.3  198  61.9  564 Franklin School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Glastonbury School District  428  423  98.8  423  42  9.9  138  32.6  122  28.8  121  28.6  243  57.4  560 Goodwin University Educational Services (GUES)  119  107  89.9  105  51  48.6  42  40.0 * * * * 12  11.4  433 Granby School District  132  132  100.0  132  23  17.4  39  29.5  56  42.4  14  10.6  70  53.0  524 Great Oaks Charter School District  87  76  87.4  76  59  77.6 * * * * 0  0.0 * * 376 Greenwich School District  661  649  98.2  649  69  10.6  166  25.6  220  33.9  194  29.9  414  63.8  571 Griswold School District  146  139  95.2  139  60  43.2  54  38.8 * * * * 25  18.0  440 Groton School District  234  224  95.7  221  67  30.3  83  37.6  52  23.5  19  8.6  71  32.1  479 Guilford School District  220  217  98.6  217  19  8.8  75  34.6  85  39.2  38  17.5  123  56.7  544 Hamden School District  411  386  93.9  386  147  38.1  168  43.5  58  15.0  13  3.4  71  18.4  448 Hartford School District  1,024  868  84.8  862  519  60.2  207  24.0  99  11.5  37  4.3  136  15.8  407 Highville Charter School District  11  11 * 11 * * * * * * * * * * * Jumoke Academy District * * * * * * * * * * * * * * * Killingly School District  198  189  95.5  189  73  38.6  85  45.0 * * * * 31  16.4  444 Learn  115  110  95.7  109  31  28.4  34  31.2  32  29.4  12  11.0  44  40.4  495 Lebanon School District  72  70  97.2  70  24  34.3  25  35.7 * * * * 21  30.0  465 Ledyard School District  176  174  98.9  174  33  19.0  75  43.1  53  30.5  13  7.5  66  37.9  498 Lisbon School District * * * * * * * * * * * * * * * Madison School District  187  183  97.9  183 * * 47  25.7  87  47.5 * * * * 578 Manchester School District  422  367  87.0  365  178  48.8  124  34.0  53  14.5  10  2.7  63  17.3  431 Meriden School District  648  596  92.0  596  329  55.2  180  30.2  77  12.9  10  1.7  87  14.6  420 Middletown School District  323  280  86.7  280  139  49.6  98  35.0  34  12.1  9  3.2  43  15.4  430 Milford School District  392  374  95.4  374  95  25.4  131  35.0  121  32.4  27  7.2  148  39.6  499 Monroe School District  278  268  96.4  268  44  16.4  98  36.6  85  31.7  41  15.3  126  47.0  523 Montville School District  137  136  99.3  136  57  41.9  46  33.8 * * * * 33  24.3  451 Naugatuck School District  300  289  96.3  289  173  59.9  81  28.0  29  10.0  6  2.1  35  12.1  412 New Britain School District  632  557  88.1  554  391  70.6  124  22.4 * * * * 39  7.0  385 New Canaan School District  310  297  95.8  297  10  3.4  65  21.9  110  37.0  112  37.7  222  74.7  602 New Fairfield School District  178  178  100.0  178  16  9.0  66  37.1  73  41.0  23  12.9  96  53.9  534 New Haven School District  1,315  1,162  88.4  1,159  722  62.3  302  26.1  101  8.7  34  2.9  135  11.6  406 New London School District  200  185  92.5  180  148  82.2 * * * * 0  0.0 * * 361 New Milford School District  280  268  95.7  267  87  32.6  108  40.4  54  20.2  18  6.7  72  27.0  466 Newington School District  301  292  97.0  292  73  25.0  118  40.4  84  28.8  17  5.8  101  34.6  484 Newtown School District  288  281  97.6  281  34  12.1  114  40.6  86  30.6  47  16.7  133  47.3  527 North Branford School District  103  101  98.1  101  21  20.8  39  38.6  32  31.7  9  8.9  41  40.6  499 North Haven School District  212  211  99.5  210  44  21.0  77  36.7  72  34.3  17  8.1  89  42.4  498 North Stonington School District  49  49  100.0  49 * * 23  46.9  15  30.6 * * * * 516 Norwalk School District  886  839  94.7  839  325  38.7  288  34.3  160  19.1  66  7.9  226  26.9  465 Norwich Free Academy District  517  490  94.8  490  225  45.9  177  36.1  72  14.7  16  3.3  88  18.0  437 Norwich School District  11 * * * * * * * * * * * * * * Old Saybrook School District  73  72  98.6  71  14  19.7  27  38.0  21  29.6  9  12.7  30  42.3  515 Oxford School District  116  116  100.0  116 * * 58  50.0  36  31.0 * * * * 492 Plainfield School District  152  146  96.1  146  76  52.1  53  36.3 * * * * 17  11.6  419 Plainville School District  178  171  96.1  170  55  32.4  69  40.6 * * * * 46  27.1  464 Plymouth School District  89  82  92.1  82  24  29.3  35  42.7 * * * * 23  28.0  464 Portland School District  83  81  97.6  81 * * 31  38.3  23  28.4 * * * * 482 Preston School District * * * * * * * * * * * * * * * Putnam School District  61  58  95.1  58  30  51.7  17  29.3 * * * * 11  19.0  427 Regional School District 01  88  84  95.5  84 * * 33  39.3  30  35.7 * * * * 490 Regional School District 04  106  104  98.1  104  17  16.3  50  48.1  27  26.0  10  9.6  37  35.6  496 Regional School District 05  320  319  99.7  319  36  11.3  115  36.1  96  30.1  72  22.6  168  52.7  548 Regional School District 07  131  118  90.1  118  24  20.3  50  42.4  32  27.1  12  10.2  44  37.3  506 Regional School District 08  185  176  95.1  176  16  9.1  72  40.9  65  36.9  23  13.1  88  50.0  532 Regional School District 09  170  165  97.1  165  17  10.3  50  30.3  61  37.0  37  22.4  98  59.4  554 Regional School District 10  161  159  98.8  159  16  10.1  78  49.1  57  35.8  8  5.0  65  40.9  512 Regional School District 11  19  18 * 18 * * * * * * * * * * * Regional School District 12  104  103  99.0  103  11  10.7  37  35.9  41  39.8  14  13.6  55  53.4  538 Regional School District 13  81  77  95.1  77  12  15.6  25  32.5  32  41.6  8  10.4  40  51.9  515 Regional School District 14  185  185  100.0  185  34  18.4  75  40.5  56  30.3  20  10.8  76  41.1  504 Regional School District 15  239  236  98.7  234  28  12.0  105  44.9  71  30.3  30  12.8  101  43.2  515 Regional School District 16  150  149  99.3  149  29  19.5  58  38.9  44  29.5  18  12.1  62  41.6  512 Regional School District 17  126  125  99.2  125  11  8.8  53  42.4  44  35.2  17  13.6  61  48.8  531 Regional School District 18  93  86  92.5  86 * * * * 33  38.4  28  32.6  61  70.9  582 Regional School District 19  236  232  98.3  232  53  22.8  76  32.8  66  28.4  37  15.9  103  44.4  516 Regional School District 20  151  146  96.7  146  30  20.5  62  42.5  45  30.8  9  6.2  54  37.0  496 Ridgefield School District  361  352  97.5  352  17  4.8  103  29.3  154  43.8  78  22.2  232  65.9  569 Rocky Hill School District  186  182  97.8  182  28  15.4  55  30.2  58  31.9  41  22.5  99  54.4  546 Salem School District * * * * * * * * * * * * * * * Seymour School District  155  149  96.1  149  41  27.5  67  45.0  33  22.1  8  5.4  41  27.5  467 Shelton School District  302  296  98.0  296  62  20.9  119  40.2  76  25.7  39  13.2  115  38.9  501 Simsbury School District  300  289  96.3  289  24  8.3  104  36.0  106  36.7  55  19.0  161  55.7  547 Somers School District  73  70  95.9  70 * * 25  35.7  25  35.7 * * * * 492 South Windsor School District  370  367  99.2  366  53  14.5  112  30.6  113  30.9  88  24.0  201  54.9  543 Southington School District  496  489  98.6  488  116  23.8  196  40.2  154  31.6  22  4.5  176  36.1  488 Stafford School District  94  91  96.8  91 * * 38  41.8  31  34.1 * * * * 501 Stamford School District  1,213  1,070  88.2  1,068  464  43.4  356  33.3  186  17.4  62  5.8  248  23.2  450 Sterling School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Stonington School District  132  129  97.7  129  17  13.2  60  46.5  35  27.1  17  13.2  52  40.3  518 Stratford School District  569  551  96.8  551  241  43.7  237  43.0  67  12.2  6  1.1  73  13.2  435 Suffield School District  143  139  97.2  137  26  19.0  53  38.7  43  31.4  15  10.9  58  42.3  508 The Bridge Academy District  45  45  100.0  45  21  46.7  18  40.0 * * * * 6  13.3  438 The Gilbert School District  61  58  95.1  58  25  43.1  24  41.4 * * * * 9  15.5  439 The Woodstock Academy District  276  271  98.2  270  64  23.7  114  42.2  67  24.8  25  9.3  92  34.1  488 Thomaston School District  41  40  97.6  40  11  27.5  19  47.5  10  25.0  0  0.0  10  25.0  470 Thompson School District  56  48  85.7  46 * * 22  47.8 * * 0  0.0 * * 436 Tolland School District  171  168  98.2  168  30  17.9  57  33.9  52  31.0  29  17.3  81  48.2  518 Torrington School District  277  257  92.8  257  124  48.2  88  34.2 * * * * 45  17.5  435 Trumbull School District  560  555  99.1  555  75  13.5  201  36.2  187  33.7  92  16.6  279  50.3  532 Unified School District #2  13  11 * 11 * * * * * * * * * * * Vernon School District  246  233  94.7  233  101  43.3  77  33.0  46  19.7  9  3.9  55  23.6  448 Wallingford School District  413  397  96.1  397  112  28.2  171  43.1  90  22.7  24  6.0  114  28.7  478 Waterbury School District  1,214  1,168  96.2  1,168  803  68.8  245  21.0  97  8.3  23  2.0  120  10.3  389 Waterford School District  186  181  97.3  181  20  11.0  57  31.5  83  45.9  21  11.6  104  57.5  536 Watertown School District  178  168  94.4  167  53  31.7  69  41.3 * * * * 45  26.9  464 West Hartford School District  705  690  97.9  689  115  16.7  194  28.2  232  33.7  148  21.5  380  55.2  540 West Haven School District  500  474  94.8  470  240  51.1  180  38.3 * * * * 50  10.6  420 Westbrook School District  44  43  97.7  43 * * 19  44.2  14  32.6 * * * * 497 Weston School District  169  166  98.2  166  10  6.0  36  21.7  68  41.0  52  31.3  120  72.3  583 Westport School District  407  405  99.5  405  27  6.7  74  18.3  167  41.2  137  33.8  304  75.1  593 Wethersfield School District  293  292  99.7  292  82  28.1  123  42.1  68  23.3  19  6.5  87  29.8  480 Wilton School District  288  282  97.9  282  11  3.9  50  17.7  116  41.1  105  37.2  221  78.4  602 Windham School District  116  105  90.5  105  66  62.9  25  23.8 * * * * 14  13.3  401 Windsor Locks School District  104  95  91.3  95  45  47.4  37  38.9 * * * * 13  13.7  442 Windsor School District  276  256  92.8  254  90  35.4  110  43.3  47  18.5  7  2.8  54  21.3  451 Wolcott School District  147  140  95.2  140  34  24.3  65  46.4  32  22.9  9  6.4  41  29.3  480 Woodstock School District * * * * * * * * * * * * * * * * The data are suppressed to ensure confidentiality. For more information, please view the Suppression Guidelines.",2025,Math,,,,,,
