District,fiscal_year,subject,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Lebanon School District,2023,ELA,84.0,83.0,98.8,82.0,57.3,484.0
Ledyard School District,2023,ELA,189.0,182.0,96.3,181.0,61.3,506.0
Litchfield School District,2023,ELA,60.0,60.0,100.0,60.0,70.0,541.0
Madison School District,2023,ELA,212.0,211.0,99.5,211.0,80.1,562.0
Manchester School District,2023,ELA,419.0,327.0,78.0,325.0,37.5,455.0
Meriden School District,2023,ELA,586.0,530.0,90.4,529.0,35.5,446.0
Middletown School District,2023,ELA,313.0,274.0,87.5,270.0,43.0,469.0
Milford School District,2023,ELA,410.0,396.0,96.6,395.0,62.3,509.0
Monroe School District,2023,ELA,259.0,240.0,92.7,239.0,70.7,545.0
Montville School District,2023,ELA,114.0,112.0,98.2,112.0,58.0,501.0
Naugatuck School District,2023,ELA,322.0,271.0,84.2,269.0,38.7,453.0
New Britain School District,2023,ELA,572.0,513.0,89.7,513.0,22.4,422.0
New Canaan School District,2023,ELA,309.0,301.0,97.4,300.0,86.3,597.0
New Fairfield School District,2023,ELA,177.0,173.0,97.7,172.0,69.8,527.0
New Haven School District,2023,ELA,1280.0,1070.0,83.6,1058.0,26.8,432.0
New London School District,2023,ELA,200.0,188.0,94.0,186.0,19.4,411.0
New Milford School District,2023,ELA,299.0,286.0,95.7,284.0,58.5,505.0
Newington School District,2023,ELA,321.0,309.0,96.3,309.0,58.6,504.0
Newtown School District,2023,ELA,338.0,326.0,96.4,326.0,76.1,545.0
North Branford School District,2023,ELA,99.0,96.0,97.0,96.0,62.5,502.0
North Haven School District,2023,ELA,231.0,228.0,98.7,227.0,58.1,506.0
North Stonington School District,2023,ELA,44.0,44.0,100.0,44.0,,518.0
Norwalk School District,2023,ELA,976.0,926.0,94.9,926.0,41.8,459.0
Norwich Free Academy District,2023,ELA,489.0,469.0,95.9,468.0,41.7,459.0
Norwich School District,2023,ELA,11.0,7.0,,7.0,,
Old Saybrook School District,2023,ELA,81.0,80.0,98.8,80.0,77.5,534.0
Oxford School District,2023,ELA,130.0,126.0,96.9,126.0,71.4,523.0
Plainfield School District,2023,ELA,124.0,112.0,90.3,109.0,,460.0
Plainville School District,2023,ELA,161.0,158.0,98.1,158.0,57.0,505.0
Plymouth School District,2023,ELA,104.0,98.0,94.2,98.0,41.8,472.0
Portland School District,2023,ELA,74.0,72.0,97.3,71.0,64.8,525.0
Preston School District,2023,ELA,,0.0,,0.0,,
Putnam School District,2023,ELA,56.0,53.0,94.6,53.0,49.1,486.0
Regional School District 01,2023,ELA,61.0,58.0,95.1,58.0,,478.0
Regional School District 04,2023,ELA,142.0,136.0,95.8,133.0,62.4,524.0
Regional School District 05,2023,ELA,353.0,346.0,98.0,345.0,78.6,559.0
Regional School District 06,2023,ELA,89.0,85.0,95.5,85.0,55.3,502.0
Regional School District 07,2023,ELA,141.0,132.0,93.6,132.0,68.2,528.0
Regional School District 08,2023,ELA,209.0,197.0,94.3,197.0,73.6,540.0
Regional School District 09,2023,ELA,192.0,186.0,96.9,186.0,86.0,577.0
Regional School District 10,2023,ELA,150.0,146.0,97.3,146.0,71.2,535.0
Regional School District 11,2023,ELA,36.0,36.0,100.0,36.0,,488.0
Regional School District 12,2023,ELA,80.0,80.0,100.0,80.0,66.3,523.0
Regional School District 13,2023,ELA,91.0,86.0,94.5,86.0,66.3,530.0
Regional School District 14,2023,ELA,160.0,159.0,99.4,158.0,61.4,502.0
Regional School District 15,2023,ELA,270.0,262.0,97.0,260.0,70.8,533.0
Regional School District 16,2023,ELA,145.0,143.0,98.6,143.0,69.9,524.0
Regional School District 17,2023,ELA,135.0,129.0,95.6,129.0,82.2,552.0
Regional School District 18,2023,ELA,105.0,102.0,97.1,102.0,83.3,583.0
Regional School District 19,2023,ELA,272.0,260.0,95.6,259.0,68.0,531.0
Ridgefield School District,2023,ELA,364.0,345.0,94.8,343.0,87.8,582.0
Rocky Hill School District,2023,ELA,182.0,173.0,95.1,173.0,73.4,545.0
Salem School District,2023,ELA,,,,,,
Seymour School District,2023,ELA,123.0,122.0,99.2,120.0,58.3,508.0
Shelton School District,2023,ELA,297.0,292.0,98.3,292.0,54.1,495.0
Simsbury School District,2023,ELA,326.0,318.0,97.5,318.0,76.7,550.0
Somers School District,2023,ELA,102.0,102.0,100.0,101.0,63.4,514.0
South Windsor School District,2023,ELA,317.0,315.0,99.4,314.0,65.9,529.0
Southington School District,2023,ELA,479.0,465.0,97.1,464.0,60.3,505.0
Sprague School District,2023,ELA,,,,,,
Stafford School District,2023,ELA,100.0,98.0,98.0,98.0,63.3,512.0
Stamford School District,2023,ELA,1133.0,1016.0,89.7,1014.0,46.9,484.0
Stonington School District,2023,ELA,138.0,135.0,97.8,135.0,69.6,534.0
Stratford School District,2023,ELA,567.0,543.0,95.8,542.0,41.5,466.0
Suffield School District,2023,ELA,197.0,194.0,98.5,194.0,67.5,525.0
The Bridge Academy District,2023,ELA,40.0,40.0,100.0,40.0,20.0,418.0
The Gilbert School District,2023,ELA,63.0,63.0,100.0,62.0,,464.0
The Woodstock Academy District,2023,ELA,232.0,228.0,98.3,228.0,63.6,510.0
Thomaston School District,2023,ELA,43.0,42.0,97.7,42.0,,503.0
Thompson School District,2023,ELA,63.0,50.0,79.4,50.0,,481.0
Tolland School District,2023,ELA,191.0,186.0,97.4,185.0,70.8,543.0
Torrington School District,2023,ELA,241.0,210.0,87.1,209.0,37.8,460.0
Trumbull School District,2023,ELA,543.0,534.0,98.3,534.0,72.3,537.0
Unified School District #2,2023,ELA,15.0,13.0,,13.0,,
Vernon School District,2023,ELA,241.0,229.0,95.0,226.0,44.7,471.0
Wallingford School District,2023,ELA,400.0,385.0,96.3,384.0,57.0,497.0
Waterbury School District,2023,ELA,1165.0,1118.0,96.0,1092.0,21.1,419.0
Waterford School District,2023,ELA,171.0,169.0,98.8,168.0,73.2,535.0
Watertown School District,2023,ELA,185.0,177.0,95.7,173.0,52.0,486.0
West Hartford School District,2023,ELA,730.0,698.0,95.6,697.0,69.7,542.0
West Haven School District,2023,ELA,431.0,406.0,94.2,398.0,34.9,447.0
Westbrook School District,2023,ELA,50.0,48.0,96.0,48.0,,509.0
Weston School District,2023,ELA,181.0,172.0,95.0,171.0,91.2,597.0
Westport School District,2023,ELA,415.0,413.0,99.5,411.0,87.3,602.0
Wethersfield School District,2023,ELA,268.0,264.0,98.5,264.0,51.5,494.0
Wilton School District,2023,ELA,316.0,311.0,98.4,311.0,92.9,607.0
Winchester School District,2023,ELA,,0.0,,0.0,,
Windham School District,2023,ELA,123.0,120.0,97.6,120.0,13.3,398.0
Windsor Locks School District,2023,ELA,102.0,90.0,88.2,90.0,,477.0
Windsor School District,2023,ELA,295.0,276.0,93.6,271.0,42.8,472.0
Wolcott School District,2023,ELA,156.0,142.0,91.0,142.0,50.7,483.0
Woodstock School District,2023,ELA,,0.0,,0.0,,
"CT School Day SAT, 2022-23 All Districts, ELA, All Students Export .csv file  Level 1Not Met Level 2Approaching Level 3Met Level 4Exceeded Level 3&4Met or Exceeded  District TotalNumberofStudents TotalNumberTested CT SchoolDay SATParticipationRate TotalNumberwithScoredTests Count % Count % Count % Count % Count % AverageScore Achievement First Bridgeport Academy District  49  46  93.9  46  21  45.7  13  28.3 * * * * 12  26.1  430 Achievement First Hartford Academy District  66  61  92.4  61  38  62.3  12  19.7  11  18.0  0  0.0  11  18.0  394 Amistad Academy District  69  63  91.3  63  27  42.9 * * 18  28.6 * * * * 432 Ansonia School District  139  137  98.6  137  61  44.5 * * 43  31.4 * * * * 438 Area Cooperative Educational Services  26  13  50.0  13 * * * * * * * * * * * Avon School District  227  218  96.0  218  12  5.5  25  11.5  100  45.9  81  37.2  181  83.0  586 Berlin School District  192  189  98.4  189  27  14.3  38  20.1  91  48.1  33  17.5  124  65.6  523 Bethel School District  246  235  95.5  234  41  17.5  41  17.5  106  45.3  46  19.7  152  65.0  527 Bloomfield School District  128  121  94.5  120  54  45.0  35  29.2  31  25.8  0  0.0  31  25.8  432 Bolton School District  48  44  91.7  44 * * 8  18.2  24  54.5 * * * * 531 Branford School District  217  206  94.9  206  40  19.4  43  20.9  105  51.0  18  8.7  123  59.7  497 Bridgeport School District  1,194  1,080  90.5  1,074  603  56.1  214  19.9  225  20.9  32  3.0  257  23.9  421 Bristol School District  592  545  92.1  542  159  29.3  149  27.5  203  37.5  31  5.7  234  43.2  472 Brookfield School District  225  224  99.6  224  24  10.7  49  21.9  122  54.5  29  12.9  151  67.4  522 Brooklyn School District * * * * * * * * * * * * * * * Canton School District  106  103  97.2  103  13  12.6  8  7.8  53  51.5  29  28.2  82  79.6  556 Capital Preparatory Harbor School District  54  54  100.0  54  27  50.0  16  29.6 * * * * 11  20.4  427 Capitol Region Education Council  490  421  85.9  417  169  40.5  113  27.1  108  25.9  27  6.5  135  32.4  448 Cheshire School District  286  280  97.9  280  26  9.3  55  19.6  132  47.1  67  23.9  199  71.1  544 Clinton School District  121  119  98.3  119  24  20.2  28  23.5  54  45.4  13  10.9  67  56.3  505 Colchester School District  161  152  94.4  151  21  13.9  25  16.6  84  55.6  21  13.9  105  69.5  523 Common Ground High School District  47  43  91.5  40  25  62.5 * * 10  25.0 * * * * 416 Connecticut Technical Education and Career System  2,668  2,621  98.2  2,612  1,058  40.5  732  28.0  758  29.0  64  2.5  822  31.5  442 Cooperative Educational Services  16  12 * 12 * * * * * * * * * * * Coventry School District  102  98  96.1  98  15  15.3  20  20.4  49  50.0  14  14.3  63  64.3  519 Cromwell School District  141  138  97.9  137  33  24.1  23  16.8  68  49.6  13  9.5  81  59.1  503 Danbury School District  768  736  95.8  734  299  40.7  180  24.5  205  27.9  50  6.8  255  34.7  450 Darien School District  329  315  95.7  310  12  3.9  24  7.7  138  44.5  136  43.9  274  88.4  598 Derby School District  95  86  90.5  86  37  43.0 * * 24  27.9 * * * * 440 East Granby School District  47  47  100.0  47 * * * * 20  42.6  12  25.5  32  68.1  528 East Haddam School District  64  62  96.9  62  16  25.8  13  21.0  25  40.3  8  12.9  33  53.2  492 East Hampton School District  147  144  98.0  143  16  11.2  31  21.7  77  53.8  19  13.3  96  67.1  519 East Hartford School District  471  441  93.6  441  181  41.0  100  22.7  142  32.2  18  4.1  160  36.3  450 East Haven School District  200  193  96.5  193  72  37.3  49  25.4  63  32.6  9  4.7  72  37.3  457 East Lyme School District  241  235  97.5  235  15  6.4  34  14.5  128  54.5  58  24.7  186  79.1  550 East Windsor School District  64  59  92.2  59  20  33.9 * * 19  32.2 * * * * 450 Eastern Connecticut Regional Educational Service Center (EASTCONN)  66  55  83.3  54  13  24.1 * * 27  50.0 * * * * 487 EdAdvance  14  6 * 6 * * * * * * * * * * * Ellington School District  194  179  92.3  179  25  14.0  47  26.3  83  46.4  24  13.4  107  59.8  511 Elm City College Preparatory School District  50  47  94.0  47  18  38.3 * * 15  31.9 * * * * 448 Enfield School District  355  345  97.2  344  78  22.7  97  28.2  145  42.2  24  7.0  169  49.1  483 Explorations District  23  23  100.0  23  9  39.1 * * 7  30.4 * * * * 452 Fairfield School District  811  779  96.1  776  75  9.7  98  12.6  398  51.3  205  26.4  603  77.7  556 Farmington School District  302  295  97.7  295  30  10.2  31  10.5  132  44.7  102  34.6  234  79.3  569 Glastonbury School District  446  434  97.3  434  38  8.8  72  16.6  217  50.0  107  24.7  324  74.7  551 Goodwin University Educational Services (GUES)  105  99  94.3  98  33  33.7  33  33.7  26  26.5  6  6.1  32  32.7  453 Granby School District  140  138  98.6  138  10  7.2  22  15.9  81  58.7  25  18.1  106  76.8  542 Great Oaks Charter School District  66  55  83.3  54  30  55.6 * * * * 0  0.0 * * 405 Greenwich School District  648  632  97.5  626  73  11.7  72  11.5  269  43.0  212  33.9  481  76.8  567 Griswold School District  113  104  92.0  104  29  27.9  27  26.0  41  39.4  7  6.7  48  46.2  473 Groton School District  238  222  93.3  221  49  22.2  50  22.6  92  41.6  30  13.6  122  55.2  505 Guilford School District  268  264  98.5  264  25  9.5  27  10.2  142  53.8  70  26.5  212  80.3  563 Hamden School District  430  398  92.6  396  153  38.6  93  23.5  120  30.3  30  7.6  150  37.9  464 Hartford School District  1,043  878  84.2  870  463  53.2  178  20.5  192  22.1  37  4.3  229  26.3  427 Highville Charter School District  18  15 * 15 * * * * * * * * * * * Jumoke Academy District  6 * * * * * * * * * * * * * * Killingly School District  157  147  93.6  147  18  12.2  43  29.3  78  53.1  8  5.4  86  58.5  496 Learn  95  90  94.7  90  11  12.2  23  25.6  39  43.3  17  18.9  56  62.2  527 Lebanon School District  84  83  98.8  82  26  31.7  9  11.0  36  43.9  11  13.4  47  57.3  484 Ledyard School District  189  182  96.3  181  36  19.9  34  18.8  87  48.1  24  13.3  111  61.3  506 Litchfield School District  60  60  100.0  60 * * * * 28  46.7  14  23.3  42  70.0  541 Madison School District  212  211  99.5  211  13  6.2  29  13.7  106  50.2  63  29.9  169  80.1  562 Manchester School District  419  327  78.0  325  116  35.7  87  26.8  102  31.4  20  6.2  122  37.5  455 Meriden School District  586  530  90.4  529  233  44.0  108  20.4  169  31.9  19  3.6  188  35.5  446 Middletown School District  313  274  87.5  270  99  36.7  55  20.4  86  31.9  30  11.1  116  43.0  469 Milford School District  410  396  96.6  395  82  20.8  67  17.0  192  48.6  54  13.7  246  62.3  509 Monroe School District  259  240  92.7  239  34  14.2  36  15.1  110  46.0  59  24.7  169  70.7  545 Montville School District  114  112  98.2  112  27  24.1  20  17.9  51  45.5  14  12.5  65  58.0  501 Naugatuck School District  322  271  84.2  269  106  39.4  59  21.9  92  34.2  12  4.5  104  38.7  453 New Britain School District  572  513  89.7  513  267  52.0  131  25.5 * * * * 115  22.4  422 New Canaan School District  309  301  97.4  300  9  3.0  32  10.7  130  43.3  129  43.0  259  86.3  597 New Fairfield School District  177  173  97.7  172  20  11.6  32  18.6  97  56.4  23  13.4  120  69.8  527 New Haven School District  1,280  1,070  83.6  1,058  545  51.5  229  21.6  229  21.6  55  5.2  284  26.8  432 New London School District  200  188  94.0  186  118  63.4  32  17.2 * * * * 36  19.4  411 New Milford School District  299  286  95.7  284  51  18.0  67  23.6  130  45.8  36  12.7  166  58.5  505 Newington School District  321  309  96.3  309  48  15.5  80  25.9  148  47.9  33  10.7  181  58.6  504 Newtown School District  338  326  96.4  326  30  9.2  48  14.7  180  55.2  68  20.9  248  76.1  545 North Branford School District  99  96  97.0  96  18  18.8  18  18.8  50  52.1  10  10.4  60  62.5  502 North Haven School District  231  228  98.7  227  40  17.6  55  24.2  107  47.1  25  11.0  132  58.1  506 North Stonington School District  44  44  100.0  44 * * 10  22.7  24  54.5 * * * * 518 Norwalk School District  976  926  94.9  926  348  37.6  191  20.6  304  32.8  83  9.0  387  41.8  459 Norwich Free Academy District  489  469  95.9  468  184  39.3  89  19.0  168  35.9  27  5.8  195  41.7  459 Norwich School District  11  7 * 7 * * * * * * * * * * * Old Saybrook School District  81  80  98.8  80  9  11.3  9  11.3  51  63.8  11  13.8  62  77.5  534 Oxford School District  130  126  96.9  126  20  15.9  16  12.7  71  56.3  19  15.1  90  71.4  523 Plainfield School District  124  112  90.3  109  43  39.4 * * 40  36.7 * * * * 460 Plainville School District  161  158  98.1  158  34  21.5  34  21.5  73  46.2  17  10.8  90  57.0  505 Plymouth School District  104  98  94.2  98  27  27.6  30  30.6  33  33.7  8  8.2  41  41.8  472 Portland School District  74  72  97.3  71  9  12.7  16  22.5  36  50.7  10  14.1  46  64.8  525 Preston School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Putnam School District  56  53  94.6  53  11  20.8  16  30.2  20  37.7  6  11.3  26  49.1  486 Regional School District 01  61  58  95.1  58  18  31.0 * * 24  41.4 * * * * 478 Regional School District 04  142  136  95.8  133  25  18.8  25  18.8  56  42.1  27  20.3  83  62.4  524 Regional School District 05  353  346  98.0  345  32  9.3  42  12.2  182  52.8  89  25.8  271  78.6  559 Regional School District 06  89  85  95.5  85  18  21.2  20  23.5  38  44.7  9  10.6  47  55.3  502 Regional School District 07  141  132  93.6  132  15  11.4  27  20.5  69  52.3  21  15.9  90  68.2  528 Regional School District 08  209  197  94.3  197  22  11.2  30  15.2  101  51.3  44  22.3  145  73.6  540 Regional School District 09  192  186  96.9  186  7  3.8  19  10.2  104  55.9  56  30.1  160  86.0  577 Regional School District 10  150  146  97.3  146  20  13.7  22  15.1  73  50.0  31  21.2  104  71.2  535 Regional School District 11  36  36  100.0  36  9  25.0 * * 19  52.8 * * * * 488 Regional School District 12  80  80  100.0  80  10  12.5  17  21.3  41  51.3  12  15.0  53  66.3  523 Regional School District 13  91  86  94.5  86  14  16.3  15  17.4  38  44.2  19  22.1  57  66.3  530 Regional School District 14  160  159  99.4  158  27  17.1  34  21.5  84  53.2  13  8.2  97  61.4  502 Regional School District 15  270  262  97.0  260  34  13.1  42  16.2  132  50.8  52  20.0  184  70.8  533 Regional School District 16  145  143  98.6  143  20  14.0  23  16.1  77  53.8  23  16.1  100  69.9  524 Regional School District 17  135  129  95.6  129  8  6.2  15  11.6  83  64.3  23  17.8  106  82.2  552 Regional School District 18  105  102  97.1  102 * * * * 48  47.1  37  36.3  85  83.3  583 Regional School District 19  272  260  95.6  259  40  15.4  43  16.6  125  48.3  51  19.7  176  68.0  531 Ridgefield School District  364  345  94.8  343  18  5.2  24  7.0  187  54.5  114  33.2  301  87.8  582 Rocky Hill School District  182  173  95.1  173  24  13.9  22  12.7  81  46.8  46  26.6  127  73.4  545 Salem School District * * * * * * * * * * * * * * * Seymour School District  123  122  99.2  120  29  24.2  21  17.5  48  40.0  22  18.3  70  58.3  508 Shelton School District  297  292  98.3  292  64  21.9  70  24.0  127  43.5  31  10.6  158  54.1  495 Simsbury School District  326  318  97.5  318  37  11.6  37  11.6  168  52.8  76  23.9  244  76.7  550 Somers School District  102  102  100.0  101  13  12.9  24  23.8  52  51.5  12  11.9  64  63.4  514 South Windsor School District  317  315  99.4  314  39  12.4  68  21.7  141  44.9  66  21.0  207  65.9  529 Southington School District  479  465  97.1  464  74  15.9  110  23.7  225  48.5  55  11.9  280  60.3  505 Sprague School District * * * * * * * * * * * * * * * Stafford School District  100  98  98.0  98  14  14.3  22  22.4  51  52.0  11  11.2  62  63.3  512 Stamford School District  1,133  1,016  89.7  1,014  310  30.6  228  22.5  343  33.8  133  13.1  476  46.9  484 Stonington School District  138  135  97.8  135  17  12.6  24  17.8  69  51.1  25  18.5  94  69.6  534 Stratford School District  567  543  95.8  542  187  34.5  130  24.0  194  35.8  31  5.7  225  41.5  466 Suffield School District  197  194  98.5  194  26  13.4  37  19.1  100  51.5  31  16.0  131  67.5  525 The Bridge Academy District  40  40  100.0  40  20  50.0  12  30.0  8  20.0  0  0.0  8  20.0  418 The Gilbert School District  63  63  100.0  62  24  38.7 * * 22  35.5 * * * * 464 The Woodstock Academy District  232  228  98.3  228  34  14.9  49  21.5  120  52.6  25  11.0  145  63.6  510 Thomaston School District  43  42  97.7  42 * * 11  26.2  21  50.0 * * * * 503 Thompson School District  63  50  79.4  50 * * 16  32.0  18  36.0 * * * * 481 Tolland School District  191  186  97.4  185  21  11.4  33  17.8  91  49.2  40  21.6  131  70.8  543 Torrington School District  241  210  87.1  209  68  32.5  62  29.7  70  33.5  9  4.3  79  37.8  460 Trumbull School District  543  534  98.3  534  70  13.1  78  14.6  281  52.6  105  19.7  386  72.3  537 Unified School District #2  15  13 * 13 * * * * * * * * * * * Vernon School District  241  229  95.0  226  81  35.8  44  19.5  84  37.2  17  7.5  101  44.7  471 Wallingford School District  400  385  96.3  384  75  19.5  90  23.4  181  47.1  38  9.9  219  57.0  497 Waterbury School District  1,165  1,118  96.0  1,092  609  55.8  253  23.2  208  19.0  22  2.0  230  21.1  419 Waterford School District  171  169  98.8  168  25  14.9  20  11.9  93  55.4  30  17.9  123  73.2  535 Watertown School District  185  177  95.7  173  37  21.4  46  26.6  78  45.1  12  6.9  90  52.0  486 West Hartford School District  730  698  95.6  697  98  14.1  113  16.2  305  43.8  181  26.0  486  69.7  542 West Haven School District  431  406  94.2  398  174  43.7  85  21.4  121  30.4  18  4.5  139  34.9  447 Westbrook School District  50  48  96.0  48  9  18.8 * * 29  60.4 * * * * 509 Weston School District  181  172  95.0  171  7  4.1  8  4.7  79  46.2  77  45.0  156  91.2  597 Westport School District  415  413  99.5  411  15  3.6  37  9.0  173  42.1  186  45.3  359  87.3  602 Wethersfield School District  268  264  98.5  264  71  26.9  57  21.6  99  37.5  37  14.0  136  51.5  494 Wilton School District  316  311  98.4  311 * * * * 152  48.9  137  44.1  289  92.9  607 Winchester School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Windham School District  123  120  97.6  120  83  69.2  21  17.5 * * * * 16  13.3  398 Windsor Locks School District  102  90  88.2  90 * * 24  26.7  45  50.0 * * * * 477 Windsor School District  295  276  93.6  271  82  30.3  73  26.9  94  34.7  22  8.1  116  42.8  472 Wolcott School District  156  142  91.0  142  36  25.4  34  23.9  64  45.1  8  5.6  72  50.7  483 Woodstock School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A * The data are suppressed to ensure confidentiality. For more information, please view the Suppression Guidelines.",2023,ELA,,,,,,
