District,fiscal_year,subject,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Litchfield School District,2019,Math,80.0,80.0,100.0,78.0,48.7,523.0
Madison School District,2019,Math,282.0,281.0,99.6,281.0,71.5,579.0
Manchester School District,2019,Math,377.0,340.0,90.2,340.0,30.9,469.0
Meriden School District,2019,Math,549.0,515.0,93.8,511.0,11.7,424.0
Middletown School District,2019,Math,319.0,310.0,97.2,309.0,28.8,471.0
Milford School District,2019,Math,424.0,410.0,96.7,408.0,45.3,514.0
Monroe School District,2019,Math,234.0,224.0,95.7,223.0,71.3,570.0
Montville School District,2019,Math,140.0,128.0,91.4,127.0,,479.0
Naugatuck School District,2019,Math,310.0,296.0,95.5,294.0,19.0,446.0
New Britain School District,2019,Math,539.0,491.0,91.1,490.0,12.2,412.0
New Canaan School District,2019,Math,299.0,294.0,98.3,294.0,81.3,619.0
New Fairfield School District,2019,Math,193.0,189.0,97.9,189.0,48.1,522.0
New Haven School District,2019,Math,1229.0,1147.0,93.3,1139.0,12.1,423.0
New London School District,2019,Math,225.0,211.0,93.8,209.0,17.7,431.0
New Milford School District,2019,Math,332.0,325.0,97.9,325.0,49.8,530.0
Newington School District,2019,Math,309.0,305.0,98.7,303.0,51.8,528.0
Newtown School District,2019,Math,416.0,401.0,96.4,401.0,71.8,579.0
North Branford School District,2019,Math,134.0,134.0,100.0,134.0,,504.0
North Haven School District,2019,Math,257.0,248.0,96.5,246.0,39.0,504.0
North Stonington School District,2019,Math,46.0,46.0,100.0,45.0,66.7,549.0
Norwalk School District,2019,Math,777.0,757.0,97.4,750.0,32.7,478.0
Norwich Free Academy District,2019,Math,606.0,574.0,94.7,572.0,34.8,479.0
Norwich School District,2019,Math,13.0,7.0,,7.0,,
Old Saybrook School District,2019,Math,127.0,121.0,95.3,121.0,54.5,528.0
Oxford School District,2019,Math,136.0,133.0,97.8,133.0,,489.0
Plainfield School District,2019,Math,168.0,158.0,94.0,157.0,19.7,453.0
Plainville School District,2019,Math,157.0,155.0,98.7,155.0,36.1,498.0
Plymouth School District,2019,Math,95.0,93.0,97.9,91.0,,493.0
Portland School District,2019,Math,89.0,88.0,98.9,86.0,50.0,520.0
Preston School District,2019,Math,,,,,,
Putnam School District,2019,Math,64.0,62.0,96.9,60.0,13.3,435.0
Regional School District 01,2019,Math,94.0,91.0,96.8,89.0,,480.0
Regional School District 04,2019,Math,148.0,140.0,94.6,138.0,54.3,537.0
Regional School District 05,2019,Math,371.0,369.0,99.5,369.0,63.7,563.0
Regional School District 06,2019,Math,108.0,108.0,100.0,108.0,34.3,495.0
Regional School District 07,2019,Math,158.0,156.0,98.7,156.0,73.7,562.0
Regional School District 08,2019,Math,252.0,246.0,97.6,246.0,66.3,571.0
Regional School District 09,2019,Math,209.0,206.0,98.6,206.0,75.2,587.0
Regional School District 10,2019,Math,161.0,150.0,93.2,150.0,52.0,527.0
Regional School District 11,2019,Math,27.0,27.0,100.0,27.0,,523.0
Regional School District 12,2019,Math,75.0,74.0,98.7,74.0,58.1,540.0
Regional School District 13,2019,Math,124.0,122.0,98.4,122.0,53.3,535.0
Regional School District 14,2019,Math,145.0,142.0,97.9,142.0,44.4,503.0
Regional School District 15,2019,Math,321.0,314.0,97.8,313.0,72.5,569.0
Regional School District 16,2019,Math,169.0,169.0,100.0,169.0,58.6,542.0
Regional School District 17,2019,Math,162.0,160.0,98.8,160.0,56.9,544.0
Regional School District 18,2019,Math,129.0,128.0,99.2,128.0,75.0,580.0
Regional School District 19,2019,Math,291.0,287.0,98.6,286.0,65.7,572.0
Ridgefield School District,2019,Math,391.0,378.0,96.7,378.0,80.4,604.0
Rocky Hill School District,2019,Math,182.0,178.0,97.8,178.0,49.4,521.0
Seymour School District,2019,Math,162.0,160.0,98.8,160.0,36.3,493.0
Shelton School District,2019,Math,371.0,362.0,97.6,361.0,50.7,528.0
Simsbury School District,2019,Math,360.0,356.0,98.9,356.0,70.8,577.0
Somers School District,2019,Math,105.0,102.0,97.1,102.0,46.1,518.0
South Windsor School District,2019,Math,323.0,318.0,98.5,317.0,60.6,554.0
Southington School District,2019,Math,528.0,514.0,97.3,512.0,53.9,532.0
Stafford School District,2019,Math,98.0,95.0,96.9,95.0,48.4,510.0
Stamford Academy District,2019,Math,38.0,29.0,76.3,28.0,0.0,374.0
Stamford School District,2019,Math,1112.0,1019.0,91.6,1008.0,37.7,488.0
Sterling School District,2019,Math,,,,,,
Stonington School District,2019,Math,165.0,163.0,98.8,163.0,52.8,532.0
Stratford School District,2019,Math,496.0,490.0,98.8,486.0,24.9,463.0
Suffield School District,2019,Math,189.0,185.0,97.9,184.0,46.2,525.0
The Bridge Academy District,2019,Math,35.0,35.0,100.0,35.0,,425.0
The Gilbert School District,2019,Math,91.0,89.0,97.8,89.0,30.3,466.0
The Woodstock Academy District,2019,Math,280.0,276.0,98.6,273.0,52.7,528.0
Thomaston School District,2019,Math,52.0,50.0,96.2,50.0,40.0,491.0
Thompson School District,2019,Math,48.0,41.0,85.4,41.0,31.7,470.0
Tolland School District,2019,Math,204.0,200.0,98.0,200.0,69.5,571.0
Torrington School District,2019,Math,185.0,178.0,96.2,178.0,23.6,461.0
Trumbull School District,2019,Math,490.0,484.0,98.8,480.0,67.1,567.0
Unified School District #2,2019,Math,12.0,10.0,,10.0,,
Vernon School District,2019,Math,192.0,186.0,96.9,185.0,36.8,486.0
Wallingford School District,2019,Math,473.0,463.0,97.9,462.0,41.3,502.0
Waterbury School District,2019,Math,1128.0,1051.0,93.2,1039.0,9.7,407.0
Waterford School District,2019,Math,206.0,203.0,98.5,203.0,48.8,515.0
Watertown School District,2019,Math,206.0,201.0,97.6,200.0,32.0,482.0
West Hartford School District,2019,Math,720.0,704.0,97.8,702.0,61.7,556.0
West Haven School District,2019,Math,350.0,331.0,94.6,331.0,15.7,436.0
Westbrook School District,2019,Math,54.0,51.0,94.4,51.0,54.9,530.0
Weston School District,2019,Math,186.0,182.0,97.8,180.0,74.4,590.0
Westport School District,2019,Math,442.0,437.0,98.9,436.0,78.2,610.0
Wethersfield School District,2019,Math,271.0,269.0,99.3,267.0,45.3,514.0
Wilton School District,2019,Math,311.0,307.0,98.7,306.0,76.1,595.0
Winchester School District,2019,Math,,,,,,
Windham School District,2019,Math,123.0,113.0,91.9,113.0,17.7,420.0
Windsor Locks School District,2019,Math,113.0,107.0,94.7,107.0,21.5,448.0
Windsor School District,2019,Math,294.0,279.0,94.9,277.0,26.0,468.0
Wolcott School District,2019,Math,207.0,205.0,99.0,204.0,49.0,521.0
Woodstock School District,2019,Math,,,,,,
"CT School Day SAT, 2018-19 All Districts, Math, All Students Export .csv file  Level 1Not Met Level 2Approaching Level 3Met Level 4Exceeded Level 3&4Met or Exceeded  District TotalNumberofStudents TotalNumberTested CT SchoolDay SATParticipationRate TotalNumberwithScoredTests Count % Count % Count % Count % Count % AverageScore Achievement First Bridgeport Academy District  47  47  100.0  47  13  27.7  21  44.7 * * * * 13  27.7  487 Achievement First Hartford Academy District  39  39  100.0  39  10  25.6  13  33.3  16  41.0  0  0.0  16  41.0  492 Amistad Academy District  57  55  96.5  54 * * 31  57.4  11  20.4 * * * * 474 Ansonia School District  149  147  98.7  147  65  44.2  56  38.1 * * * * 26  17.7  439 Area Cooperative Educational Services  22  18  81.8  17 * * * * * * * * * * * Avon School District  236  232  98.3  231  21  9.1  42  18.2  94  40.7  74  32.0  168  72.7  588 Berlin School District  202  202  100.0  202  32  15.8  86  42.6  61  30.2  23  11.4  84  41.6  516 Bethel School District  228  226  99.1  225  33  14.7  87  38.7  78  34.7  27  12.0  105  46.7  523 Bloomfield School District  160  154  96.3  152  62  40.8  70  46.1 * * * * 20  13.2  439 Bolton School District  61  61  100.0  61 * * 25  41.0  22  36.1 * * * * 506 Bozrah School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Branford School District  238  229  96.2  229  43  18.8  80  34.9  82  35.8  24  10.5  106  46.3  513 Bridgeport School District  1,149  1,066  92.8  1,062  618  58.2  310  29.2  111  10.5  23  2.2  134  12.6  413 Bristol School District  528  510  96.6  506  127  25.1  213  42.1  134  26.5  32  6.3  166  32.8  484 Brookfield School District  204  198  97.1  198  21  10.6  59  29.8  82  41.4  36  18.2  118  59.6  550 Brooklyn School District * * * * * * * * * * * * * * * Canton School District  115  113  98.3  112  8  7.1  26  23.2  61  54.5  17  15.2  78  69.6  555 Capital Preparatory Harbor School District  44  44  100.0  44  19  43.2  21  47.7 * * * * * * 440 Capitol Region Education Council  517  486  94.0  479  179  37.4  191  39.9  79  16.5  30  6.3  109  22.8  458 Cheshire School District  344  333  96.8  332  27  8.1  93  28.0  137  41.3  75  22.6  212  63.9  562 Clinton School District  162  161  99.4  161  33  20.5  68  42.2  47  29.2  13  8.1  60  37.3  492 Colchester School District  181  179  98.9  178  28  15.7  79  44.4  50  28.1  21  11.8  71  39.9  509 Common Ground High School District  41  41  100.0  41  23  56.1 * * * * 0  0.0 * * 412 Connecticut Technical Education and Career System  2,429  2,417  99.5  2,411  1,022  42.4  1,097  45.5  275  11.4  17  0.7  292  12.1  434 Cooperative Educational Services  12  12 * 10 * * * * * * * * * * * Coventry School District  122  120  98.4  119  14  11.8  37  31.1  55  46.2  13  10.9  68  57.1  532 Cromwell School District  128  125  97.7  124  24  19.4  40  32.3  47  37.9  13  10.5  60  48.4  510 Danbury School District  741  714  96.4  711  260  36.6  296  41.6  130  18.3  25  3.5  155  21.8  454 Darien School District  358  347  96.9  346  9  2.6  40  11.6  136  39.3  161  46.5  297  85.8  628 Derby School District  88  82  93.2  80  40  50.0  29  36.3 * * * * 11  13.8  423 East Granby School District  53  53  100.0  53  9  17.0  17  32.1  18  34.0  9  17.0  27  50.9  518 East Haddam School District  79  78  98.7  78 * * 32  41.0  31  39.7 * * * * 512 East Hampton School District  118  115  97.5  115  22  19.1  41  35.7  45  39.1  7  6.1  52  45.2  501 East Hartford School District  507  489  96.4  487  213  43.7  174  35.7  84  17.2  16  3.3  100  20.5  443 East Haven School District  226  219  96.9  218  103  47.2  87  39.9 * * * * 28  12.8  436 East Lyme School District  241  235  97.5  235  33  14.0  77  32.8  88  37.4  37  15.7  125  53.2  533 East Windsor School District  71  66  93.0  66  16  24.2  32  48.5 * * * * 18  27.3  475 Eastern Connecticut Regional Educational Service Center (EASTCONN)  93  90  96.8  90  43  47.8  38  42.2  9  10.0  0  0.0  9  10.0  427 EdAdvance  9  7 * 7 * * * * * * * * * * * Ellington School District  186  181  97.3  181  18  9.9  83  45.9  64  35.4  16  8.8  80  44.2  519 Elm City College Preparatory School District  51  50  98.0  49  19  38.8 * * 13  26.5 * * * * 474 Enfield School District  328  325  99.1  324  65  20.1  134  41.4  95  29.3  30  9.3  125  38.6  499 Explorations District  22  22  100.0  22  15  68.2 * * * * 0  0.0 * * 414 Fairfield School District  739  731  98.9  729  56  7.7  189  25.9  294  40.3  190  26.1  484  66.4  570 Farmington School District  300  296  98.7  295  21  7.1  79  26.8  113  38.3  82  27.8  195  66.1  575 Glastonbury School District  497  493  99.2  493  45  9.1  86  17.4  218  44.2  144  29.2  362  73.4  583 Granby School District  161  160  99.4  160  18  11.3  43  26.9  63  39.4  36  22.5  99  61.9  551 Greenwich School District  692  683  98.7  682  71  10.4  169  24.8  244  35.8  198  29.0  442  64.8  571 Griswold School District  131  128  97.7  128  46  35.9  47  36.7 * * * * 35  27.3  461 Groton School District  237  221  93.2  219  48  21.9  82  37.4  66  30.1  23  10.5  89  40.6  502 Guilford School District  284  284  100.0  283  17  6.0  72  25.4  114  40.3  80  28.3  194  68.6  576 Hamden School District  391  377  96.4  376  134  35.6  125  33.2  84  22.3  33  8.8  117  31.1  474 Hartford School District  1,152  987  85.7  980  485  49.5  304  31.0  151  15.4  40  4.1  191  19.5  436 Hartland School District * * * * * * * * * * * * * * * Highville Charter School District  14  14 * 14 * * * * * * * * * * * Jumoke Academy District * * * * * * * * * * * * * * * Killingly School District  169  156  92.3  155  40  25.8  77  49.7  32  20.6  6  3.9  38  24.5  474 Learn  214  204  95.3  203  44  21.7  82  40.4  61  30.0  16  7.9  77  37.9  495 Lebanon School District  78  77  98.7  76  17  22.4  24  31.6  28  36.8  7  9.2  35  46.1  509 Ledyard School District  187  183  97.9  182  36  19.8  72  39.6  64  35.2  10  5.5  74  40.7  498 Litchfield School District  80  80  100.0  78  12  15.4  28  35.9  27  34.6  11  14.1  38  48.7  523 Madison School District  282  281  99.6  281  13  4.6  67  23.8  124  44.1  77  27.4  201  71.5  579 Manchester School District  377  340  90.2  340  127  37.4  108  31.8  85  25.0  20  5.9  105  30.9  469 Meriden School District  549  515  93.8  511  250  48.9  201  39.3  51  10.0  9  1.8  60  11.7  424 Middletown School District  319  310  97.2  309  100  32.4  120  38.8  76  24.6  13  4.2  89  28.8  471 Milford School District  424  410  96.7  408  79  19.4  144  35.3  138  33.8  47  11.5  185  45.3  514 Monroe School District  234  224  95.7  223  19  8.5  45  20.2  108  48.4  51  22.9  159  71.3  570 Montville School District  140  128  91.4  127 * * 57  44.9  33  26.0 * * * * 479 Naugatuck School District  310  296  95.5  294  122  41.5  116  39.5  48  16.3  8  2.7  56  19.0  446 New Britain School District  539  491  91.1  490  285  58.2  145  29.6  54  11.0  6  1.2  60  12.2  412 New Canaan School District  299  294  98.3  294  13  4.4  42  14.3  102  34.7  137  46.6  239  81.3  619 New Fairfield School District  193  189  97.9  189  24  12.7  74  39.2  72  38.1  19  10.1  91  48.1  522 New Haven School District  1,229  1,147  93.3  1,139  610  53.6  391  34.3  115  10.1  23  2.0  138  12.1  423 New London School District  225  211  93.8  209  100  47.8  72  34.4 * * * * 37  17.7  431 New Milford School District  332  325  97.9  325  42  12.9  121  37.2  124  38.2  38  11.7  162  49.8  530 Newington School District  309  305  98.7  303  44  14.5  102  33.7  116  38.3  41  13.5  157  51.8  528 Newtown School District  416  401  96.4  401  33  8.2  80  20.0  176  43.9  112  27.9  288  71.8  579 North Branford School District  134  134  100.0  134 * * 50  37.3  54  40.3 * * * * 504 North Haven School District  257  248  96.5  246  44  17.9  106  43.1  73  29.7  23  9.3  96  39.0  504 North Stonington School District  46  46  100.0  45  7  15.6  8  17.8  23  51.1  7  15.6  30  66.7  549 Norwalk School District  777  757  97.4  750  243  32.4  262  34.9  186  24.8  59  7.9  245  32.7  478 Norwich Free Academy District  606  574  94.7  572  174  30.4  199  34.8  158  27.6  41  7.2  199  34.8  479 Norwich School District  13  7 * 7 * * * * * * * * * * * Old Saybrook School District  127  121  95.3  121  16  13.2  39  32.2  53  43.8  13  10.7  66  54.5  528 Oxford School District  136  133  97.8  133 * * 61  45.9  42  31.6 * * * * 489 Plainfield School District  168  158  94.0  157  48  30.6  78  49.7 * * * * 31  19.7  453 Plainville School District  157  155  98.7  155  34  21.9  65  41.9  41  26.5  15  9.7  56  36.1  498 Plymouth School District  95  93  97.9  91 * * 40  44.0  33  36.3 * * * * 493 Portland School District  89  88  98.9  86  16  18.6  27  31.4  30  34.9  13  15.1  43  50.0  520 Preston School District * * * * * * * * * * * * * * * Putnam School District  64  62  96.9  60  26  43.3  26  43.3  8  13.3  0  0.0  8  13.3  435 Regional School District 01  94  91  96.8  89 * * 37  41.6  29  32.6 * * * * 480 Regional School District 04  148  140  94.6  138  17  12.3  46  33.3  52  37.7  23  16.7  75  54.3  537 Regional School District 05  371  369  99.5  369  41  11.1  93  25.2  142  38.5  93  25.2  235  63.7  563 Regional School District 06  108  108  100.0  108  21  19.4  50  46.3  29  26.9  8  7.4  37  34.3  495 Regional School District 07  158  156  98.7  156  13  8.3  28  17.9  87  55.8  28  17.9  115  73.7  562 Regional School District 08  252  246  97.6  246  21  8.5  62  25.2  95  38.6  68  27.6  163  66.3  571 Regional School District 09  209  206  98.6  206  13  6.3  38  18.4  94  45.6  61  29.6  155  75.2  587 Regional School District 10  161  150  93.2  150  22  14.7  50  33.3  58  38.7  20  13.3  78  52.0  527 Regional School District 11  27  27  100.0  27 * * 10  37.0  10  37.0 * * * * 523 Regional School District 12  75  74  98.7  74  12  16.2  19  25.7  31  41.9  12  16.2  43  58.1  540 Regional School District 13  124  122  98.4  122  16  13.1  41  33.6  45  36.9  20  16.4  65  53.3  535 Regional School District 14  145  142  97.9  142  30  21.1  49  34.5  54  38.0  9  6.3  63  44.4  503 Regional School District 15  321  314  97.8  313  23  7.3  63  20.1  153  48.9  74  23.6  227  72.5  569 Regional School District 16  169  169  100.0  169  21  12.4  49  29.0  73  43.2  26  15.4  99  58.6  542 Regional School District 17  162  160  98.8  160  13  8.1  56  35.0  66  41.3  25  15.6  91  56.9  544 Regional School District 18  129  128  99.2  128  7  5.5  25  19.5  61  47.7  35  27.3  96  75.0  580 Regional School District 19  291  287  98.6  286  24  8.4  74  25.9  110  38.5  78  27.3  188  65.7  572 Ridgefield School District  391  378  96.7  378  13  3.4  61  16.1  172  45.5  132  34.9  304  80.4  604 Rocky Hill School District  182  178  97.8  178  40  22.5  50  28.1  57  32.0  31  17.4  88  49.4  521 Seymour School District  162  160  98.8  160  33  20.6  69  43.1  51  31.9  7  4.4  58  36.3  493 Shelton School District  371  362  97.6  361  55  15.2  123  34.1  132  36.6  51  14.1  183  50.7  528 Simsbury School District  360  356  98.9  356  24  6.7  80  22.5  160  44.9  92  25.8  252  70.8  577 Somers School District  105  102  97.1  102  19  18.6  36  35.3  36  35.3  11  10.8  47  46.1  518 South Windsor School District  323  318  98.5  317  32  10.1  93  29.3  121  38.2  71  22.4  192  60.6  554 Southington School District  528  514  97.3  512  62  12.1  174  34.0  221  43.2  55  10.7  276  53.9  532 Stafford School District  98  95  96.9  95  13  13.7  36  37.9  39  41.1  7  7.4  46  48.4  510 Stamford Academy District  38  29  76.3  28  22  78.6  6  21.4  0  0.0  0  0.0  0  0.0  374 Stamford School District  1,112  1,019  91.6  1,008  320  31.7  308  30.6  278  27.6  102  10.1  380  37.7  488 Sterling School District * * * * * * * * * * * * * * * Stonington School District  165  163  98.8  163  17  10.4  60  36.8  64  39.3  22  13.5  86  52.8  532 Stratford School District  496  490  98.8  486  162  33.3  203  41.8  100  20.6  21  4.3  121  24.9  463 Suffield School District  189  185  97.9  184  19  10.3  80  43.5  64  34.8  21  11.4  85  46.2  525 The Bridge Academy District  35  35  100.0  35 * * 19  54.3 * * 0  0.0 * * 425 The Gilbert School District  91  89  97.8  89  35  39.3  27  30.3 * * * * 27  30.3  466 The Woodstock Academy District  280  276  98.6  273  45  16.5  84  30.8  106  38.8  38  13.9  144  52.7  528 Thomaston School District  52  50  96.2  50  12  24.0  18  36.0  20  40.0  0  0.0  20  40.0  491 Thompson School District  48  41  85.4  41  13  31.7  15  36.6 * * * * 13  31.7  470 Tolland School District  204  200  98.0  200  14  7.0  47  23.5  93  46.5  46  23.0  139  69.5  571 Torrington School District  185  178  96.2  178  62  34.8  74  41.6  33  18.5  9  5.1  42  23.6  461 Trumbull School District  490  484  98.8  480  36  7.5  122  25.4  203  42.3  119  24.8  322  67.1  567 Unified School District #2  12  10 * 10 * * * * * * * * * * * Vernon School District  192  186  96.9  185  49  26.5  68  36.8  60  32.4  8  4.3  68  36.8  486 Wallingford School District  473  463  97.9  462  89  19.3  182  39.4  159  34.4  32  6.9  191  41.3  502 Waterbury School District  1,128  1,051  93.2  1,039  648  62.4  290  27.9  90  8.7  11  1.1  101  9.7  407 Waterford School District  206  203  98.5  203  36  17.7  68  33.5  80  39.4  19  9.4  99  48.8  515 Watertown School District  206  201  97.6  200  56  28.0  80  40.0  54  27.0  10  5.0  64  32.0  482 West Hartford School District  720  704  97.8  702  91  13.0  178  25.4  273  38.9  160  22.8  433  61.7  556 West Haven School District  350  331  94.6  331  150  45.3  129  39.0 * * * * 52  15.7  436 Westbrook School District  54  51  94.4  51  7  13.7  16  31.4  20  39.2  8  15.7  28  54.9  530 Weston School District  186  182  97.8  180  16  8.9  30  16.7  75  41.7  59  32.8  134  74.4  590 Westport School District  442  437  98.9  436  29  6.7  66  15.1  155  35.6  186  42.7  341  78.2  610 Wethersfield School District  271  269  99.3  267  46  17.2  100  37.5  87  32.6  34  12.7  121  45.3  514 Wilton School District  311  307  98.7  306  11  3.6  62  20.3  134  43.8  99  32.4  233  76.1  595 Winchester School District * * * * * * * * * * * * * * * Windham School District  123  113  91.9  113  66  58.4  27  23.9 * * * * 20  17.7  420 Windsor Locks School District  113  107  94.7  107  42  39.3  42  39.3 * * * * 23  21.5  448 Windsor School District  294  279  94.9  277  89  32.1  116  41.9  60  21.7  12  4.3  72  26.0  468 Wolcott School District  207  205  99.0  204  31  15.2  73  35.8  78  38.2  22  10.8  100  49.0  521 Woodstock School District * * * * * * * * * * * * * * * * The data are suppressed to ensure confidentiality. For more information, please view the Suppression Guidelines.",2019,Math,,,,,,
