"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
,,"Math",356,347,97.5,346,43,12.4,77,22.3,109,31.5,117,33.8,226,65.3
"Bozrah School District","=""0130011""","ELA",134,133,99.3,132,31,23.5,40,30.3,40,30.3,21,15.9,61,46.2
,,"Math",134,133,99.3,132,31,23.5,53,40.2,35,26.5,13,9.8,48,36.4
"Branford School District","=""0140011""","ELA",1355,1341,99.0,1334,183,13.7,303,22.7,448,33.6,400,30.0,848,63.6
,,"Math",1353,1337,98.8,1332,275,20.6,348,26.1,367,27.6,342,25.7,709,53.2
"Brass City Charter School District","=""2900013""","ELA",39,39,100.0,39,"*","*","*","*",12,30.8,20,51.3,32,82.1
,,"Math",39,39,100.0,39,"*","*","*","*",15,38.5,17,43.6,32,82.1
"Bridgeport School District","=""0150011""","ELA",9373,9322,99.5,9313,4994,53.6,2224,23.9,1574,16.9,521,5.6,2095,22.5
,,"Math",9369,9302,99.3,9299,6166,66.3,2217,23.8,726,7.8,190,2.0,916,9.9
"Bristol School District","=""0170011""","ELA",3549,3535,99.6,3535,804,22.7,835,23.6,1177,33.3,719,20.3,1896,53.6
,,"Math",3551,3533,99.5,3533,1017,28.8,1156,32.7,846,23.9,514,14.5,1360,38.5
"Brookfield School District","=""0180011""","ELA",1267,1195,94.3,1195,134,11.2,242,20.3,415,34.7,404,33.8,819,68.5
,,"Math",1267,1190,93.9,1190,135,11.3,319,26.8,405,34.0,331,27.8,736,61.8
"Brooklyn School District","=""0190011""","ELA",521,516,99.0,516,61,11.8,97,18.8,191,37.0,167,32.4,358,69.4
,,"Math",521,515,98.8,515,105,20.4,209,40.6,129,25.0,72,14.0,201,39.0
"Canaan School District","=""0210011""","ELA",51,49,96.1,49,8,16.3,9,18.4,18,36.7,14,28.6,32,65.3
,,"Math",51,48,94.1,48,"*","*",20,41.7,17,35.4,"*","*","*","*"
"Canterbury School District","=""0220011""","ELA",308,303,98.4,303,50,16.5,86,28.4,105,34.7,62,20.5,167,55.1
,,"Math",308,303,98.4,303,70,23.1,116,38.3,82,27.1,35,11.6,117,38.6
"Canton School District","=""0230011""","ELA",793,785,99.0,785,67,8.5,135,17.2,279,35.5,304,38.7,583,74.3
,,"Math",793,785,99.0,785,93,11.8,169,21.5,256,32.6,267,34.0,523,66.6
"Capital Preparatory Harbor School District","=""2970013""","ELA",110,110,100.0,110,42,38.2,34,30.9,"*","*","*","*",34,30.9
,,"Math",109,109,100.0,109,75,68.8,28,25.7,6,5.5,0,0.0,6,5.5
"Capitol Region Education Council","=""2410014""","ELA",3119,3065,98.3,3064,825,26.9,720,23.5,949,31.0,570,18.6,1519,49.6
,,"Math",3116,3038,97.5,3038,1083,35.6,973,32.0,551,18.1,431,14.2,982,32.3
"Chaplin School District","=""0240011""","ELA",78,77,98.7,77,15,19.5,18,23.4,24,31.2,20,26.0,44,57.1
,,"Math",78,76,97.4,76,28,36.8,28,36.8,"*","*","*","*",20,26.3
"Cheshire School District","=""0250011""","ELA",2053,2035,99.1,2035,136,6.7,303,14.9,722,35.5,874,42.9,1596,78.4
,,"Math",2053,2033,99.0,2033,224,11.0,492,24.2,603,29.7,714,35.1,1317,64.8
"Chester School District","=""0260011""","ELA",131,130,99.2,130,6,4.6,22,16.9,46,35.4,56,43.1,102,78.5
,,"Math",131,130,99.2,130,7,5.4,33,25.4,42,32.3,48,36.9,90,69.2
"Clinton School District","=""0270011""","ELA",900,888,98.7,885,98,11.1,177,20.0,313,35.4,297,33.6,610,68.9
,,"Math",902,890,98.7,890,135,15.2,262,29.4,273,30.7,220,24.7,493,55.4
"Colchester School District","=""0280011""","ELA",1136,1130,99.5,1130,105,9.3,206,18.2,431,38.1,388,34.3,819,72.5
,,"Math",1134,1128,99.5,1128,159,14.1,333,29.5,359,31.8,277,24.6,636,56.4
"Colebrook School District","=""0290011""","ELA",46,44,95.7,44,"*","*","*","*",11,25.0,20,45.5,31,70.5
,,"Math",46,44,95.7,44,7,15.9,12,27.3,15,34.1,10,22.7,25,56.8
"Columbia School District","=""0300011""","ELA",287,279,97.2,279,32,11.5,61,21.9,108,38.7,78,28.0,186,66.7
,,"Math",287,279,97.2,279,52,18.6,87,31.2,87,31.2,53,19.0,140,50.2
"Cooperative Educational Services","=""2430014""","ELA",342,336,98.2,336,105,31.3,78,23.2,93,27.7,60,17.9,153,45.5
,,"Math",342,337,98.5,337,123,36.5,102,30.3,75,22.3,37,11.0,112,33.2
"Cornwall School District","=""0310011""","ELA",63,61,96.8,61,6,9.8,10,16.4,27,44.3,18,29.5,45,73.8
,,"Math",63,61,96.8,61,9,14.8,19,31.1,15,24.6,18,29.5,33,54.1
"Coventry School District","=""0320011""","ELA",753,744,98.8,744,78,10.5,129,17.3,289,38.8,248,33.3,537,72.2
,,"Math",753,744,98.8,744,104,14.0,229,30.8,229,30.8,182,24.5,411,55.2
"Cromwell School District","=""0330011""","ELA",923,920,99.7,920,131,14.2,198,21.5,326,35.4,265,28.8,591,64.2
,,"Math",923,920,99.7,919,200,21.8,296,32.2,251,27.3,172,18.7,423,46.0
"Danbury School District","=""0340011""","ELA",5078,5036,99.2,5033,1264,25.1,1403,27.9,1554,30.9,812,16.1,2366,47.0
,,"Math",5077,5019,98.9,5017,1593,31.8,1707,34.0,1121,22.3,596,11.9,1717,34.2
"Darien School District","=""0350011""","ELA",2282,2255,98.8,2255,75,3.3,220,9.8,719,31.9,1241,55.0,1960,86.9
,,"Math",2282,2254,98.8,2254,91,4.0,321,14.2,600,26.6,1242,55.1,1842,81.7
"Deep River School District","=""0360011""","ELA",200,199,99.5,199,26,13.1,48,24.1,61,30.7,64,32.2,125,62.8
,,"Math",200,199,99.5,199,22,11.1,74,37.2,49,24.6,54,27.1,103,51.8
"Derby School District","=""0370011""","ELA",680,678,99.7,678,238,35.1,168,24.8,193,28.5,79,11.7,272,40.1
,,"Math",679,673,99.1,673,303,45.0,219,32.5,114,16.9,37,5.5,151,22.4
"East Granby School District","=""0400011""","ELA",396,395,99.7,395,46,11.6,68,17.2,144,36.5,137,34.7,281,71.1
,,"Math",396,395,99.7,395,49,12.4,85,21.5,118,29.9,143,36.2,261,66.1
"East Haddam School District","=""0410011""","ELA",499,479,96.0,479,63,13.2,99,20.7,155,32.4,162,33.8,317,66.2
,,"Math",498,477,95.8,477,112,23.5,133,27.9,122,25.6,110,23.1,232,48.6
"East Hampton School District","=""0420011""","ELA",885,831,93.9,831,152,18.3,205,24.7,286,34.4,188,22.6,474,57.0
,,"Math",885,830,93.8,830,175,21.1,288,34.7,242,29.2,125,15.1,367,44.2
"East Hartford School District","=""0430011""","ELA",2921,2906,99.5,2895,1225,42.3,748,25.8,663,22.9,259,8.9,922,31.8
,,"Math",2912,2883,99.0,2873,1570,54.6,816,28.4,359,12.5,128,4.5,487,17.0
"East Haven School District","=""0440011""","ELA",1319,1311,99.4,1311,329,25.1,364,27.8,407,31.0,211,16.1,618,47.1
,,"Math",1319,1307,99.1,1306,469,35.9,435,33.3,289,22.1,113,8.7,402,30.8
"East Lyme School District","=""0450011""","ELA",1198,1169,97.6,1169,116,9.9,198,16.9,396,33.9,459,39.3,855,73.1
,,"Math",1197,1166,97.4,1165,133,11.4,275,23.6,326,28.0,431,37.0,757,65.0
"East Windsor School District","=""0470011""","ELA",466,460,98.7,459,104,22.7,131,28.5,163,35.5,61,13.3,224,48.8
,,"Math",466,459,98.5,459,159,34.6,156,34.0,93,20.3,51,11.1,144,31.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA",45,43,95.6,43,41,95.3,"*","*","*","*",0,0.0,"*","*"
,,"Math",45,41,91.1,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","ELA",86,86,100.0,86,7,8.1,22,25.6,31,36.0,26,30.2,57,66.3
,,"Math",86,86,100.0,86,14,16.3,29,33.7,23,26.7,20,23.3,43,50.0
"Easton School District","=""0460011""","ELA",632,617,97.6,617,30,4.9,75,12.2,210,34.0,302,48.9,512,83.0
,,"Math",632,609,96.4,609,39,6.4,104,17.1,181,29.7,285,46.8,466,76.5
"EdAdvance","=""2420014""","ELA",7,7,"*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA",1262,1253,99.3,1253,95,7.6,234,18.7,393,31.4,531,42.4,924,73.7
,,"Math",1263,1254,99.3,1254,134,10.7,309,24.6,420,33.5,391,31.2,811,64.7
"Elm City College Preparatory School District","=""2890013""","ELA",376,376,100.0,376,81,21.5,78,20.7,131,34.8,86,22.9,217,57.7
,,"Math",376,376,100.0,376,95,25.3,112,29.8,78,20.7,91,24.2,169,44.9
"Enfield School District","=""0490011""","ELA",2233,2220,99.4,2220,387,17.4,580,26.1,782,35.2,471,21.2,1253,56.4
,,"Math",2230,2215,99.3,2215,514,23.2,817,36.9,617,27.9,267,12.1,884,39.9
"Essex School District","=""0500011""","ELA",230,223,97.0,223,16,7.2,35,15.7,72,32.3,100,44.8,172,77.1
,,"Math",230,223,97.0,223,20,9.0,51,22.9,82,36.8,70,31.4,152,68.2
"Fairfield School District","=""0510011""","ELA",4734,4685,99.0,4683,423,9.0,793,16.9,1663,35.5,1804,38.5,3467,74.0
,,"Math",4731,4671,98.7,4671,489,10.5,1144,24.5,1512,32.4,1526,32.7,3038,65.0
"Farmington School District","=""0520011""","ELA",1903,1895,99.6,1895,129,6.8,276,14.6,637,33.6,853,45.0,1490,78.6
,,"Math",1903,1894,99.5,1894,152,8.0,368,19.4,535,28.2,839,44.3,1374,72.5
"Franklin School District","=""0530011""","ELA",110,108,98.2,108,21,19.4,22,20.4,40,37.0,25,23.1,65,60.2
,,"Math",110,108,98.2,108,26,24.1,33,30.6,29,26.9,20,18.5,49,45.4
"Glastonbury School District","=""0540011""","ELA",2827,2817,99.6,2817,197,7.0,388,13.8,984,34.9,1248,44.3,2232,79.2
,,"Math",2828,2817,99.6,2817,230,8.2,485,17.2,820,29.1,1282,45.5,2102,74.6
"Granby School District","=""0560011""","ELA",840,831,98.9,831,60,7.2,126,15.2,296,35.6,349,42.0,645,77.6
,,"Math",840,831,98.9,831,81,9.7,217,26.1,246,29.6,287,34.5,533,64.1
"Great Oaks Charter School District","=""2940013""","ELA",210,210,100.0,210,107,51.0,63,30.0,"*","*","*","*",40,19.0
,,"Math",210,207,98.6,207,133,64.3,55,26.6,"*","*","*","*",19,9.2
"Greenwich School District","=""0570011""","ELA",3970,3956,99.6,3956,361,9.1,591,14.9,1252,31.6,1752,44.3,3004,75.9
,,"Math",3970,3954,99.6,3954,505,12.8,828,20.9,994,25.1,1627,41.1,2621,66.3
"Griswold School District","=""0580011""","ELA",823,814,98.9,814,142,17.4,194,23.8,292,35.9,186,22.9,478,58.7
,,"Math",823,815,99.0,815,178,21.8,245,30.1,211,25.9,181,22.2,392,48.1
"Groton School District","=""0590011""","ELA",1952,1938,99.3,1938,431,22.2,456,23.5,615,31.7,436,22.5,1051,54.2
,,"Math",1953,1939,99.3,1938,479,24.7,589,30.4,517,26.7,353,18.2,870,44.9
"Guilford School District","=""0600011""","ELA",1630,1626,99.8,1624,103,6.3,195,12.0,557,34.3,769,47.4,1326,81.7
,,"Math",1630,1626,99.8,1623,141,8.7,337,20.8,470,29.0,675,41.6,1145,70.5
"Hamden School District","=""0620011""","ELA",2432,2403,98.8,2403,642,26.7,545,22.7,701,29.2,515,21.4,1216,50.6
,,"Math",2432,2391,98.3,2391,779,32.6,702,29.4,541,22.6,369,15.4,910,38.1
"Hampton School District","=""0630011""","ELA",48,48,100.0,48,8,16.7,14,29.2,15,31.3,11,22.9,26,54.2
,,"Math",48,48,100.0,48,13,27.1,13,27.1,14,29.2,8,16.7,22,45.8
"Hartford School District","=""0640011""","ELA",9376,9270,98.9,9267,4668,50.4,2207,23.8,1714,18.5,678,7.3,2392,25.8
,,"Math",9369,9182,98.0,9177,5331,58.1,2382,26.0,966,10.5,498,5.4,1464,16.0
"Hartland School District","=""0650011""","ELA",126,126,100.0,126,14,11.1,26,20.6,51,40.5,35,27.8,86,68.3
,,"Math",126,125,99.2,125,22,17.6,38,30.4,34,27.2,31,24.8,65,52.0
"Hebron School District","=""0670011""","ELA",437,437,100.0,437,68,15.6,90,20.6,166,38.0,113,25.9,279,63.8
,,"Math",437,437,100.0,437,56,12.8,124,28.4,177,40.5,80,18.3,257,58.8
"Highville Charter School District","=""2860013""","ELA",231,231,100.0,231,81,35.1,73,31.6,57,24.7,20,8.7,77,33.3
,,"Math",231,231,100.0,231,102,44.2,83,35.9,"*","*","*","*",46,19.9
"Integrated Day Charter School District","=""2640013""","ELA",199,199,100.0,196,50,25.5,49,25.0,71,36.2,26,13.3,97,49.5
,,"Math",199,193,97.0,192,69,35.9,65,33.9,38,19.8,20,10.4,58,30.2
"Interdistrict School for Arts and Comm District","=""2650013""","ELA",262,259,98.9,259,89,34.4,86,33.2,68,26.3,16,6.2,84,32.4
,,"Math",262,258,98.5,258,157,60.9,76,29.5,16,6.2,9,3.5,25,9.7
"Jumoke Academy District","=""2610013""","ELA",419,418,99.8,418,137,32.8,120,28.7,113,27.0,48,11.5,161,38.5
,,"Math",419,419,100.0,419,193,46.1,141,33.7,63,15.0,22,5.3,85,20.3
"Kent School District","=""0680011""","ELA",158,151,95.6,151,13,8.6,18,11.9,57,37.7,63,41.7,120,79.5
,,"Math",158,151,95.6,151,11,7.3,35,23.2,60,39.7,45,29.8,105,69.5
"Killingly School District","=""0690011""","ELA",1012,982,97.0,982,160,16.3,249,25.4,375,38.2,198,20.2,573,58.4
,,"Math",1012,981,96.9,981,280,28.5,355,36.2,253,25.8,93,9.5,346,35.3
"Learn","=""2450014""","ELA",418,413,98.8,413,99,24.0,104,25.2,118,28.6,92,22.3,210,50.8
,,"Math",418,413,98.8,413,158,38.3,134,32.4,77,18.6,44,10.7,121,29.3
"Lebanon School District","=""0710011""","ELA",458,439,95.9,439,51,11.6,96,21.9,148,33.7,144,32.8,292,66.5
,,"Math",458,439,95.9,439,67,15.3,120,27.3,151,34.4,101,23.0,252,57.4
"Ledyard School District","=""0720011""","ELA",1010,1004,99.4,1003,193,19.2,220,21.9,350,34.9,240,23.9,590,58.8
,,"Math",1010,1004,99.4,1002,184,18.4,345,34.4,278,27.7,195,19.5,473,47.2
"Lisbon School District","=""0730011""","ELA",252,249,98.8,249,32,12.9,63,25.3,85,34.1,69,27.7,154,61.8
,,"Math",252,249,98.8,249,59,23.7,94,37.8,72,28.9,24,9.6,96,38.6
"Litchfield School District","=""0740011""","ELA",437,432,98.9,432,35,8.1,62,14.4,149,34.5,186,43.1,335,77.5
,,"Math",437,432,98.9,432,40,9.3,98,22.7,121,28.0,173,40.0,294,68.1
"Madison School District","=""0760011""","ELA",1333,1211,90.8,1211,128,10.6,222,18.3,447,36.9,414,34.2,861,71.1
,,"Math",1333,1204,90.3,1204,136,11.3,305,25.3,397,33.0,366,30.4,763,63.4
"Manchester School District","=""0770011""","ELA",2678,2644,98.7,2643,976,36.9,601,22.7,674,25.5,392,14.8,1066,40.3
,,"Math",2678,2641,98.6,2640,1089,41.3,768,29.1,507,19.2,276,10.5,783,29.7
"Mansfield School District","=""0780011""","ELA",815,760,93.3,760,72,9.5,97,12.8,241,31.7,350,46.1,591,77.8
,,"Math",816,761,93.3,761,68,8.9,156,20.5,219,28.8,318,41.8,537,70.6
"Marlborough School District","=""0790011""","ELA",341,340,99.7,340,31,9.1,59,17.4,101,29.7,149,43.8,250,73.5
,,"Math",341,339,99.4,339,21,6.2,66,19.5,107,31.6,145,42.8,252,74.3
"Meriden School District","=""0800011""","ELA",3414,3393,99.4,3393,1194,35.2,837,24.7,917,27.0,445,13.1,1362,40.1
,,"Math",3410,3354,98.4,3353,1465,43.7,1029,30.7,568,16.9,291,8.7,859,25.6
"Middletown School District","=""0830011""","ELA",2092,2090,99.9,2088,542,26.0,462,22.1,652,31.2,432,20.7,1084,51.9
,,"Math",2091,2084,99.7,2083,685,32.9,594,28.5,467,22.4,337,16.2,804,38.6
"Milford School District","=""0840011""","ELA",2752,2697,98.0,2697,361,13.4,607,22.5,997,37.0,732,27.1,1729,64.1
,,"Math",2751,2689,97.7,2689,495,18.4,807,30.0,781,29.0,606,22.5,1387,51.6
"Monroe School District","=""0850011""","ELA",1448,1436,99.2,1436,101,7.0,208,14.5,516,35.9,611,42.5,1127,78.5
,,"Math",1449,1436,99.1,1436,157,10.9,320,22.3,469,32.7,490,34.1,959,66.8
"Montville School District","=""0860011""","ELA",1048,1044,99.6,1044,161,15.4,252,24.1,362,34.7,269,25.8,631,60.4
,,"Math",1047,1043,99.6,1043,218,20.9,340,32.6,296,28.4,189,18.1,485,46.5
"Naugatuck School District","=""0880011""","ELA",1958,1951,99.6,1951,502,25.7,509,26.1,592,30.3,348,17.8,940,48.2
,,"Math",1958,1951,99.6,1951,679,34.8,645,33.1,416,21.3,211,10.8,627,32.1
"New Beginnings Inc Family Academy District","=""2800013""","ELA",237,237,100.0,237,86,36.3,76,32.1,56,23.6,19,8.0,75,31.6
,,"Math",237,237,100.0,237,109,46.0,81,34.2,37,15.6,10,4.2,47,19.8
"New Britain School District","=""0890011""","ELA",4353,4332,99.5,4331,2393,55.3,978,22.6,674,15.6,286,6.6,960,22.2
,,"Math",4334,4304,99.3,4302,2705,62.9,1054,24.5,409,9.5,134,3.1,543,12.6
"New Canaan School District","=""0900011""","ELA",2031,2016,99.3,2016,93,4.6,243,12.1,659,32.7,1021,50.6,1680,83.3
,,"Math",2033,2017,99.2,2017,87,4.3,335,16.6,560,27.8,1035,51.3,1595,79.1
"New Fairfield School District","=""0910011""","ELA",1071,985,92.0,985,95,9.6,180,18.3,347,35.2,363,36.9,710,72.1
,,"Math",1071,972,90.8,971,117,12.0,257,26.5,306,31.5,291,30.0,597,61.5
"New Hartford School District","=""0920011""","ELA",295,283,95.9,283,25,8.8,61,21.6,84,29.7,113,39.9,197,69.6
,,"Math",295,283,95.9,283,46,16.3,88,31.1,98,34.6,51,18.0,149,52.7
"New Haven School District","=""0930011""","ELA",9063,8971,99.0,8960,3679,41.1,2405,26.8,2023,22.6,853,9.5,2876,32.1
,,"Math",9069,8957,98.8,8943,4530,50.7,2760,30.9,1132,12.7,521,5.8,1653,18.5
"New London School District","=""0950011""","ELA",1453,1441,99.2,1439,663,46.1,365,25.4,284,19.7,127,8.8,411,28.6
,,"Math",1454,1438,98.9,1434,756,52.7,423,29.5,185,12.9,70,4.9,255,17.8
"New Milford School District","=""0960011""","ELA",1977,1868,94.5,1868,411,22.0,458,24.5,618,33.1,381,20.4,999,53.5
,,"Math",1977,1835,92.8,1835,423,23.1,555,30.2,514,28.0,343,18.7,857,46.7
"Newington School District","=""0940011""","ELA",1901,1895,99.7,1895,352,18.6,450,23.7,641,33.8,452,23.9,1093,57.7
,,"Math",1900,1892,99.6,1892,370,19.6,562,29.7,555,29.3,405,21.4,960,50.7
"Newtown School District","=""0970011""","ELA",2082,2065,99.2,2065,162,7.8,351,17.0,795,38.5,757,36.7,1552,75.2
,,"Math",2082,2062,99.0,2062,165,8.0,438,21.2,631,30.6,828,40.2,1459,70.8
"Norfolk School District","=""0980011""","ELA",57,57,100.0,57,12,21.1,13,22.8,13,22.8,19,33.3,32,56.1
,,"Math",57,57,100.0,57,10,17.5,16,28.1,19,33.3,12,21.1,31,54.4
"North Branford School District","=""0990011""","ELA",877,842,96.0,842,133,15.8,202,24.0,284,33.7,223,26.5,507,60.2
,,"Math",877,842,96.0,842,166,19.7,281,33.4,236,28.0,159,18.9,395,46.9
"North Canaan School District","=""1000011""","ELA",157,155,98.7,155,29,18.7,35,22.6,51,32.9,40,25.8,91,58.7
,,"Math",157,155,98.7,155,31,20.0,48,31.0,53,34.2,23,14.8,76,49.0
"North Haven School District","=""1010011""","ELA",1481,1444,97.5,1444,153,10.6,264,18.3,501,34.7,526,36.4,1027,71.1
,,"Math",1481,1440,97.2,1440,181,12.6,394,27.4,421,29.2,444,30.8,865,60.1
"North Stonington School District","=""1020011""","ELA",340,338,99.4,338,28,8.3,50,14.8,130,38.5,130,38.5,260,76.9
,,"Math",340,337,99.1,337,29,8.6,75,22.3,94,27.9,139,41.2,233,69.1
"Norwalk School District","=""1030011""","ELA",5082,5045,99.3,5034,1380,27.4,1286,25.5,1405,27.9,963,19.1,2368,47.0
,,"Math",5079,5032,99.1,5027,1782,35.4,1542,30.7,1026,20.4,677,13.5,1703,33.9
"Norwich School District","=""1040011""","ELA",2206,2167,98.2,2165,895,41.3,550,25.4,502,23.2,218,10.1,720,33.3
,,"Math",2202,2163,98.2,2161,1000,46.3,706,32.7,315,14.6,140,6.5,455,21.1
"Odyssey Community School District","=""2630013""","ELA",216,215,99.5,215,42,19.5,53,24.7,78,36.3,42,19.5,120,55.8
,,"Math",216,215,99.5,215,69,32.1,66,30.7,56,26.0,24,11.2,80,37.2
"Old Saybrook School District","=""1060011""","ELA",617,610,98.9,610,62,10.2,122,20.0,241,39.5,185,30.3,426,69.8
,,"Math",617,608,98.5,608,83,13.7,194,31.9,177,29.1,154,25.3,331,54.4
"Orange School District","=""1070011""","ELA",734,720,98.1,720,61,8.5,102,14.2,239,33.2,318,44.2,557,77.4
,,"Math",734,719,98.0,719,55,7.6,168,23.4,268,37.3,228,31.7,496,69.0
"Oxford School District","=""1080011""","ELA",963,949,98.5,949,119,12.5,222,23.4,347,36.6,261,27.5,608,64.1
,,"Math",963,947,98.3,947,158,16.7,286,30.2,295,31.2,208,22.0,503,53.1
"Park City Prep Charter School District","=""2830013""","ELA",348,346,99.4,346,114,32.9,94,27.2,99,28.6,39,11.3,138,39.9
,,"Math",348,346,99.4,346,149,43.1,121,35.0,49,14.2,27,7.8,76,22.0
"Plainfield School District","=""1090011""","ELA",1028,1017,98.9,1017,187,18.4,248,24.4,357,35.1,225,22.1,582,57.2
,,"Math",1028,1017,98.9,1017,221,21.7,366,36.0,288,28.3,142,14.0,430,42.3
"Plainville School District","=""1100011""","ELA",1043,1042,99.9,1042,199,19.1,239,22.9,378,36.3,226,21.7,604,58.0
,,"Math",1044,1042,99.8,1042,243,23.3,350,33.6,278,26.7,171,16.4,449,43.1
"Plymouth School District","=""1110011""","ELA",664,657,98.9,657,141,21.5,154,23.4,212,32.3,150,22.8,362,55.1
,,"Math",664,657,98.9,657,150,22.8,211,32.1,177,26.9,119,18.1,296,45.1
"Pomfret School District","=""1120011""","ELA",278,278,100.0,275,23,8.4,54,19.6,97,35.3,101,36.7,198,72.0
,,"Math",278,278,100.0,275,28,10.2,76,27.6,79,28.7,92,33.5,171,62.2
"Portland School District","=""1130011""","ELA",644,629,97.7,629,47,7.5,106,16.9,215,34.2,261,41.5,476,75.7
,,"Math",644,629,97.7,629,76,12.1,156,24.8,199,31.6,198,31.5,397,63.1
"Preston School District","=""1140011""","ELA",281,269,95.7,269,33,12.3,57,21.2,100,37.2,79,29.4,179,66.5
,,"Math",281,268,95.4,268,34,12.7,86,32.1,78,29.1,70,26.1,148,55.2
"Putnam School District","=""1160011""","ELA",537,523,97.4,522,147,28.2,119,22.8,160,30.7,96,18.4,256,49.0
,,"Math",536,521,97.2,520,171,32.9,160,30.8,118,22.7,71,13.7,189,36.3
"Redding School District","=""1170011""","ELA",662,654,98.8,654,45,6.9,91,13.9,228,34.9,290,44.3,518,79.2
,,"Math",662,654,98.8,654,51,7.8,119,18.2,201,30.7,283,43.3,484,74.0
"Regional School District 01","=""2010012""","ELA",6,6,"*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math",6,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA",311,308,99.0,308,38,12.3,62,20.1,134,43.5,74,24.0,208,67.5
,,"Math",311,308,99.0,308,61,19.8,80,26.0,90,29.2,77,25.0,167,54.2
"Regional School District 05","=""2050012""","ELA",756,738,97.6,738,55,7.5,105,14.2,306,41.5,272,36.9,578,78.3
,,"Math",756,738,97.6,738,70,9.5,166,22.5,198,26.8,304,41.2,502,68.0
"Regional School District 06","=""2060012""","ELA",331,313,94.6,313,44,14.1,53,16.9,124,39.6,92,29.4,216,69.0
,,"Math",331,313,94.6,313,62,19.8,94,30.0,97,31.0,60,19.2,157,50.2
