"Smarter Balanced Assessments, 2017-18"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Regional School District 05","=""2050012""","ELA",719,708,98.5,708,31,4.4,79,11.2,275,38.8,323,45.6,598,84.5
,,"Math",719,706,98.2,706,47,6.7,126,17.8,183,25.9,350,49.6,533,75.5
"Regional School District 06","=""2060012""","ELA",295,291,98.6,291,24,8.2,40,13.7,99,34.0,128,44.0,227,78.0
,,"Math",295,290,98.3,289,32,11.1,62,21.5,98,33.9,97,33.6,195,67.5
"Regional School District 07","=""2070012""","ELA",311,303,97.4,303,37,12.2,59,19.5,121,39.9,86,28.4,207,68.3
,,"Math",311,301,96.8,301,58,19.3,91,30.2,79,26.2,73,24.3,152,50.5
"Regional School District 08","=""2080012""","ELA",467,464,99.4,464,43,9.3,79,17.0,222,47.8,120,25.9,342,73.7
,,"Math",467,463,99.1,463,64,13.8,111,24.0,131,28.3,157,33.9,288,62.2
"Regional School District 10","=""2100012""","ELA",1091,1079,98.9,1079,80,7.4,197,18.3,410,38.0,392,36.3,802,74.3
,,"Math",1091,1079,98.9,1079,97,9.0,277,25.7,325,30.1,380,35.2,705,65.3
"Regional School District 11","=""2110012""","ELA",90,89,98.9,89,9,10.1,26,29.2,37,41.6,17,19.1,54,60.7
,,"Math",90,90,100.0,90,22,24.4,37,41.1,19,21.1,12,13.3,31,34.4
"Regional School District 12","=""2120012""","ELA",281,280,99.6,278,20,7.2,50,18.0,103,37.1,105,37.8,208,74.8
,,"Math",280,279,99.6,276,15,5.4,66,23.9,79,28.6,116,42.0,195,70.7
"Regional School District 13","=""2130012""","ELA",770,767,99.6,767,84,11.0,148,19.3,287,37.4,248,32.3,535,69.8
,,"Math",770,765,99.4,765,103,13.5,207,27.1,220,28.8,235,30.7,455,59.5
"Regional School District 14","=""2140012""","ELA",674,668,99.1,665,97,14.6,137,20.6,247,37.1,184,27.7,431,64.8
,,"Math",674,668,99.1,665,142,21.4,215,32.3,193,29.0,115,17.3,308,46.3
"Regional School District 15","=""2150012""","ELA",1663,1643,98.8,1642,166,10.1,292,17.8,605,36.8,579,35.3,1184,72.1
,,"Math",1665,1642,98.6,1642,173,10.5,388,23.6,473,28.8,608,37.0,1081,65.8
"Regional School District 16","=""2160012""","ELA",1016,997,98.1,997,99,9.9,165,16.5,374,37.5,359,36.0,733,73.5
,,"Math",1016,998,98.2,998,145,14.5,246,24.6,286,28.7,321,32.2,607,60.8
"Regional School District 17","=""2170012""","ELA",962,959,99.7,959,90,9.4,161,16.8,346,36.1,362,37.7,708,73.8
,,"Math",960,956,99.6,956,103,10.8,233,24.4,293,30.6,327,34.2,620,64.9
"Regional School District 18","=""2180012""","ELA",550,549,99.8,548,29,5.3,76,13.9,210,38.3,233,42.5,443,80.8
,,"Math",549,548,99.8,546,35,6.4,83,15.2,133,24.4,295,54.0,428,78.4
"Ridgefield School District","=""1180011""","ELA",2255,2193,97.3,2193,138,6.3,276,12.6,758,34.6,1021,46.6,1779,81.1
,,"Math",2255,2190,97.1,2190,182,8.3,424,19.4,643,29.4,941,43.0,1584,72.3
"Rocky Hill School District","=""1190011""","ELA",1211,1209,99.8,1209,109,9.0,163,13.5,425,35.2,512,42.3,937,77.5
,,"Math",1208,1206,99.8,1206,125,10.4,263,21.8,345,28.6,473,39.2,818,67.8
"Salem School District","=""1210011""","ELA",254,254,100.0,254,22,8.7,34,13.4,86,33.9,112,44.1,198,78.0
,,"Math",254,254,100.0,254,35,13.8,57,22.4,65,25.6,97,38.2,162,63.8
"Salisbury School District","=""1220011""","ELA",184,182,98.9,182,13,7.1,29,15.9,69,37.9,71,39.0,140,76.9
,,"Math",184,182,98.9,182,19,10.4,40,22.0,55,30.2,68,37.4,123,67.6
"Scotland School District","=""1230011""","ELA",55,55,100.0,55,"*","*","*","*",22,40.0,15,27.3,37,67.3
,,"Math",56,56,100.0,56,8,14.3,22,39.3,20,35.7,6,10.7,26,46.4
"Seymour School District","=""1240011""","ELA",1040,1028,98.8,1028,221,21.5,261,25.4,322,31.3,224,21.8,546,53.1
,,"Math",1040,1027,98.8,1027,241,23.5,283,27.6,278,27.1,225,21.9,503,49.0
"Sharon School District","=""1250011""","ELA",97,94,96.9,94,16,17.0,32,34.0,25,26.6,21,22.3,46,48.9
,,"Math",97,92,94.8,92,29,31.5,24,26.1,28,30.4,11,12.0,39,42.4
"Shelton School District","=""1260011""","ELA",2189,2172,99.2,2172,224,10.3,381,17.5,776,35.7,791,36.4,1567,72.1
,,"Math",2189,2172,99.2,2171,272,12.5,525,24.2,634,29.2,740,34.1,1374,63.3
"Sherman School District","=""1270011""","ELA",210,190,90.5,190,21,11.1,45,23.7,73,38.4,51,26.8,124,65.3
,,"Math",210,188,89.5,188,29,15.4,52,27.7,56,29.8,51,27.1,107,56.9
"Side By Side Charter School District","=""2700013""","ELA",127,127,100.0,127,24,18.9,42,33.1,40,31.5,21,16.5,61,48.0
,,"Math",127,127,100.0,127,19,15.0,40,31.5,35,27.6,33,26.0,68,53.5
"Simsbury School District","=""1280011""","ELA",1844,1832,99.3,1832,100,5.5,213,11.6,607,33.1,912,49.8,1519,82.9
,,"Math",1842,1826,99.1,1826,183,10.0,390,21.4,503,27.5,750,41.1,1253,68.6
"Somers School District","=""1290011""","ELA",652,644,98.8,644,124,19.3,150,23.3,228,35.4,142,22.0,370,57.5
,,"Math",652,639,98.0,639,98,15.3,205,32.1,210,32.9,126,19.7,336,52.6
"South Windsor School District","=""1320011""","ELA",1927,1906,98.9,1906,183,9.6,309,16.2,606,31.8,808,42.4,1414,74.2
,,"Math",1927,1906,98.9,1906,193,10.1,394,20.7,499,26.2,820,43.0,1319,69.2
"Southington School District","=""1310011""","ELA",3008,2973,98.8,2973,339,11.4,618,20.8,1181,39.7,835,28.1,2016,67.8
,,"Math",3010,2973,98.8,2973,413,13.9,830,27.9,946,31.8,784,26.4,1730,58.2
"Sprague School District","=""1330011""","ELA",195,194,99.5,194,47,24.2,51,26.3,71,36.6,25,12.9,96,49.5
,,"Math",195,194,99.5,194,58,29.9,68,35.1,45,23.2,23,11.9,68,35.1
"Stafford School District","=""1340011""","ELA",712,688,96.6,686,133,19.4,182,26.5,246,35.9,125,18.2,371,54.1
,,"Math",710,685,96.5,684,159,23.2,241,35.2,186,27.2,98,14.3,284,41.5
"Stamford Charter School for Excellence District","=""2960013""","ELA",49,49,100.0,49,"*","*","*","*",18,36.7,22,44.9,40,81.6
,,"Math",49,49,100.0,49,"*","*","*","*",16,32.7,30,61.2,46,93.9
"Stamford School District","=""1350011""","ELA",7199,7143,99.2,7138,1980,27.7,1705,23.9,2032,28.5,1421,19.9,3453,48.4
,,"Math",7193,7128,99.1,7125,2220,31.2,1924,27.0,1493,21.0,1488,20.9,2981,41.8
"Sterling School District","=""1360011""","ELA",244,237,97.1,237,58,24.5,66,27.8,72,30.4,41,17.3,113,47.7
,,"Math",244,237,97.1,237,75,31.6,94,39.7,44,18.6,24,10.1,68,28.7
"Stonington School District","=""1370011""","ELA",937,932,99.5,931,108,11.6,128,13.7,349,37.5,346,37.2,695,74.7
,,"Math",937,931,99.4,930,156,16.8,184,19.8,272,29.2,318,34.2,590,63.4
"Stratford School District","=""1380011""","ELA",3174,3163,99.7,3163,797,25.2,825,26.1,997,31.5,544,17.2,1541,48.7
,,"Math",3173,3159,99.6,3159,1099,34.8,1033,32.7,653,20.7,374,11.8,1027,32.5
"Suffield School District","=""1390011""","ELA",958,940,98.1,940,125,13.3,188,20.0,350,37.2,277,29.5,627,66.7
,,"Math",954,933,97.8,933,167,17.9,259,27.8,258,27.7,249,26.7,507,54.3
"The Bridge Academy District","=""2690013""","ELA",94,94,100.0,94,22,23.4,41,43.6,25,26.6,6,6.4,31,33.0
,,"Math",93,93,100.0,93,50,53.8,30,32.3,"*","*","*","*",13,14.0
"The Gilbert School District","=""9020022""","ELA",160,159,99.4,159,47,29.6,49,30.8,49,30.8,14,8.8,63,39.6
,,"Math",160,160,100.0,160,76,47.5,51,31.9,27,16.9,6,3.8,33,20.6
"Thomaston School District","=""1400011""","ELA",400,393,98.3,393,83,21.1,77,19.6,140,35.6,93,23.7,233,59.3
,,"Math",400,392,98.0,392,110,28.1,119,30.4,94,24.0,69,17.6,163,41.6
"Thompson School District","=""1410011""","ELA",490,475,96.9,475,152,32.0,124,26.1,142,29.9,57,12.0,199,41.9
,,"Math",490,474,96.7,474,154,32.5,171,36.1,111,23.4,38,8.0,149,31.4
"Tolland School District","=""1420011""","ELA",1134,1099,96.9,1099,124,11.3,228,20.7,414,37.7,333,30.3,747,68.0
,,"Math",1134,1098,96.8,1098,133,12.1,327,29.8,357,32.5,281,25.6,638,58.1
"Torrington School District","=""1430011""","ELA",2013,1972,98.0,1972,482,24.4,570,28.9,619,31.4,301,15.3,920,46.7
,,"Math",2013,1970,97.9,1968,657,33.4,704,35.8,425,21.6,182,9.2,607,30.8
"Trailblazers Academy District","=""2780013""","ELA",122,112,91.8,112,62,55.4,37,33.0,13,11.6,0,0.0,13,11.6
,,"Math",123,113,91.9,113,94,83.2,16,14.2,"*","*","*","*","*","*"
"Trumbull School District","=""1440011""","ELA",3027,3001,99.1,3001,180,6.0,391,13.0,981,32.7,1449,48.3,2430,81.0
,,"Math",3028,3000,99.1,3000,213,7.1,495,16.5,798,26.6,1494,49.8,2292,76.4
"Unified School District #2","=""3470015""","ELA",32,31,96.9,30,25,83.3,"*","*","*","*",0,0.0,"*","*"
,,"Math",34,31,91.2,31,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","ELA",33,33,100.0,33,"*","*","*","*",10,30.3,11,33.3,21,63.6
,,"Math",33,33,100.0,33,7,21.2,10,30.3,10,30.3,6,18.2,16,48.5
"Vernon School District","=""1460011""","ELA",1412,1402,99.3,1401,403,28.8,343,24.5,396,28.3,259,18.5,655,46.8
,,"Math",1413,1400,99.1,1400,395,28.2,421,30.1,315,22.5,269,19.2,584,41.7
"Voluntown School District","=""1470011""","ELA",166,166,100.0,166,22,13.3,28,16.9,64,38.6,52,31.3,116,69.9
,,"Math",166,166,100.0,166,27,16.3,37,22.3,57,34.3,45,27.1,102,61.4
"Wallingford School District","=""1480011""","ELA",2579,2545,98.7,2545,591,23.2,675,26.5,828,32.5,451,17.7,1279,50.3
,,"Math",2579,2514,97.5,2514,627,24.9,835,33.2,661,26.3,391,15.6,1052,41.8
"Waterbury School District","=""1510011""","ELA",8697,8654,99.5,8654,4151,48.0,2214,25.6,1664,19.2,625,7.2,2289,26.5
,,"Math",8693,8633,99.3,8631,4754,55.1,2218,25.7,1176,13.6,483,5.6,1659,19.2
"Waterford School District","=""1520011""","ELA",1152,1149,99.7,1149,136,11.8,233,20.3,457,39.8,323,28.1,780,67.9
,,"Math",1153,1150,99.7,1150,194,16.9,305,26.5,297,25.8,354,30.8,651,56.6
"Watertown School District","=""1530011""","ELA",1299,1280,98.5,1280,153,12.0,276,21.6,475,37.1,376,29.4,851,66.5
,,"Math",1300,1279,98.4,1279,244,19.1,379,29.6,356,27.8,300,23.5,656,51.3
"West Hartford School District","=""1550011""","ELA",4360,4337,99.5,4336,564,13.0,745,17.2,1424,32.8,1603,37.0,3027,69.8
,,"Math",4358,4325,99.2,4325,681,15.7,1009,23.3,1183,27.4,1452,33.6,2635,60.9
"West Haven School District","=""1560011""","ELA",2690,2669,99.2,2669,710,26.6,709,26.6,860,32.2,390,14.6,1250,46.8
,,"Math",2688,2667,99.2,2667,701,26.3,901,33.8,671,25.2,394,14.8,1065,39.9
"Westbrook School District","=""1540011""","ELA",321,321,100.0,321,32,10.0,56,17.4,110,34.3,123,38.3,233,72.6
,,"Math",321,321,100.0,321,20,6.2,78,24.3,96,29.9,127,39.6,223,69.5
"Weston School District","=""1570011""","ELA",1092,1078,98.7,1078,67,6.2,158,14.7,414,38.4,439,40.7,853,79.1
,,"Math",1092,1077,98.6,1077,72,6.7,200,18.6,350,32.5,455,42.2,805,74.7
"Westport School District","=""1580011""","ELA",2579,2513,97.4,2513,131,5.2,283,11.3,797,31.7,1302,51.8,2099,83.5
,,"Math",2579,2513,97.4,2513,139,5.5,317,12.6,656,26.1,1401,55.8,2057,81.9
"Wethersfield School District","=""1590011""","ELA",1621,1604,99.0,1604,238,14.8,331,20.6,556,34.7,479,29.9,1035,64.5
,,"Math",1621,1603,98.9,1603,268,16.7,423,26.4,403,25.1,509,31.8,912,56.9
"Willington School District","=""1600011""","ELA",285,285,100.0,285,37,13.0,64,22.5,116,40.7,68,23.9,184,64.6
,,"Math",285,285,100.0,285,43,15.1,88,30.9,76,26.7,78,27.4,154,54.0
"Wilton School District","=""1610011""","ELA",1904,1845,96.9,1845,118,6.4,246,13.3,695,37.7,786,42.6,1481,80.3
,,"Math",1904,1843,96.8,1842,134,7.3,358,19.4,573,31.1,777,42.2,1350,73.3
"Winchester School District","=""1620011""","ELA",294,292,99.3,292,85,29.1,70,24.0,81,27.7,56,19.2,137,46.9
,,"Math",292,290,99.3,290,53,18.3,101,34.8,82,28.3,54,18.6,136,46.9
"Windham School District","=""1630011""","ELA",1653,1651,99.9,1651,663,40.2,425,25.7,366,22.2,197,11.9,563,34.1
,,"Math",1652,1646,99.6,1645,712,43.3,454,27.6,312,19.0,167,10.2,479,29.1
"Windsor Locks School District","=""1650011""","ELA",660,656,99.4,656,159,24.2,145,22.1,208,31.7,144,22.0,352,53.7
,,"Math",664,658,99.1,657,189,28.8,202,30.7,155,23.6,111,16.9,266,40.5
"Windsor School District","=""1640011""","ELA",1396,1380,98.9,1380,438,31.7,326,23.6,376,27.2,240,17.4,616,44.6
,,"Math",1396,1375,98.5,1374,432,31.4,396,28.8,309,22.5,237,17.2,546,39.7
"Wolcott School District","=""1660011""","ELA",1009,1004,99.5,1004,106,10.6,184,18.3,388,38.6,326,32.5,714,71.1
,,"Math",1009,1004,99.5,1004,107,10.7,254,25.3,310,30.9,333,33.2,643,64.0
"Woodbridge School District","=""1670011""","ELA",478,468,97.9,468,38,8.1,82,17.5,120,25.6,228,48.7,348,74.4
,,"Math",478,464,97.1,464,48,10.3,93,20.0,133,28.7,190,40.9,323,69.6
"Woodstock School District","=""1690011""","ELA",587,572,97.4,572,72,12.6,130,22.7,217,37.9,153,26.7,370,64.7
,,"Math",587,570,97.1,570,111,19.5,181,31.8,166,29.1,112,19.6,278,48.8

