"Smarter Balanced Assessments, 2024-25"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
,,"Math",446,444,99.6,444,137,30.9,114,25.7,92,20.7,101,22.7,193,43.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","ELA",101,101,100.0,101,9,8.9,15,14.9,38,37.6,39,38.6,77,76.2
,,"Math",101,101,100.0,101,17,16.8,27,26.7,24,23.8,33,32.7,57,56.4
"Easton School District","=""0460011""","ELA",583,581,99.7,581,55,9.5,90,15.5,194,33.4,242,41.7,436,75.0
,,"Math",583,581,99.7,581,47,8.1,79,13.6,166,28.6,289,49.7,455,78.3
"EdAdvance","=""2420014""","ELA",34,32,94.1,32,20,62.5,"*","*","*","*",0,0.0,"*","*"
,,"Math",34,29,85.3,27,19,70.4,"*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA",1174,1164,99.1,1164,165,14.2,200,17.2,389,33.4,410,35.2,799,68.6
,,"Math",1174,1160,98.8,1159,133,11.5,233,20.1,295,25.5,498,43.0,793,68.4
"Elm City College Preparatory School District","=""2890013""","ELA",366,363,99.2,363,139,38.3,91,25.1,91,25.1,42,11.6,133,36.6
,,"Math",366,360,98.4,360,164,45.6,92,25.6,67,18.6,37,10.3,104,28.9
"Elm City Montessori School District","=""2910013""","ELA",127,127,100.0,127,46,36.2,27,21.3,31,24.4,23,18.1,54,42.5
,,"Math",127,127,100.0,126,55,43.7,38,30.2,23,18.3,10,7.9,33,26.2
"Enfield School District","=""0490011""","ELA",2023,1989,98.3,1989,624,31.4,458,23.0,611,30.7,296,14.9,907,45.6
,,"Math",2022,1971,97.5,1971,638,32.4,573,29.1,448,22.7,312,15.8,760,38.6
"Essex School District","=""0500011""","ELA",153,150,98.0,150,23,15.3,27,18.0,46,30.7,54,36.0,100,66.7
,,"Math",153,149,97.4,149,17,11.4,33,22.1,50,33.6,49,32.9,99,66.4
"Fairfield School District","=""0510011""","ELA",4158,4135,99.4,4135,412,10.0,724,17.5,1424,34.4,1575,38.1,2999,72.5
,,"Math",4157,4126,99.3,4126,388,9.4,752,18.2,1211,29.4,1775,43.0,2986,72.4
"Farmington School District","=""0520011""","ELA",1992,1992,100.0,1992,208,10.4,280,14.1,627,31.5,877,44.0,1504,75.5
,,"Math",1992,1984,99.6,1984,204,10.3,344,17.3,460,23.2,976,49.2,1436,72.4
"Franklin School District","=""0530011""","ELA",101,101,100.0,101,11,10.9,21,20.8,47,46.5,22,21.8,69,68.3
,,"Math",101,101,100.0,101,10,9.9,31,30.7,33,32.7,27,26.7,60,59.4
"Glastonbury School District","=""0540011""","ELA",2589,2584,99.8,2584,288,11.1,415,16.1,839,32.5,1042,40.3,1881,72.8
,,"Math",2589,2582,99.7,2582,258,10.0,426,16.5,641,24.8,1257,48.7,1898,73.5
"Goodwin University Educational Services (GUES)","=""2310018""","ELA",422,421,99.8,421,229,54.4,96,22.8,76,18.1,20,4.8,96,22.8
,,"Math",422,421,99.8,421,261,62.0,95,22.6,45,10.7,20,4.8,65,15.4
"Granby School District","=""0560011""","ELA",783,777,99.2,777,108,13.9,137,17.6,280,36.0,252,32.4,532,68.5
,,"Math",782,776,99.2,776,126,16.2,207,26.7,191,24.6,252,32.5,443,57.1
"Great Oaks Charter School District","=""2940013""","ELA",259,252,97.3,252,125,49.6,64,25.4,46,18.3,17,6.7,63,25.0
,,"Math",259,249,96.1,249,166,66.7,46,18.5,30,12.0,7,2.8,37,14.9
"Greenwich School District","=""0570011""","ELA",3649,3626,99.4,3626,300,8.3,444,12.2,1082,29.8,1800,49.6,2882,79.5
,,"Math",3649,3617,99.1,3617,300,8.3,512,14.2,767,21.2,2038,56.3,2805,77.6
"Griswold School District","=""0580011""","ELA",743,725,97.6,725,214,29.5,165,22.8,219,30.2,127,17.5,346,47.7
,,"Math",743,725,97.6,725,252,34.8,212,29.2,163,22.5,98,13.5,261,36.0
"Groton School District","=""0590011""","ELA",1828,1810,99.0,1810,522,28.8,418,23.1,510,28.2,360,19.9,870,48.1
,,"Math",1828,1808,98.9,1808,570,31.5,478,26.4,413,22.8,347,19.2,760,42.0
"Guilford School District","=""0600011""","ELA",1371,1366,99.6,1364,125,9.2,215,15.8,476,34.9,548,40.2,1024,75.1
,,"Math",1371,1366,99.6,1364,141,10.3,254,18.6,338,24.8,631,46.3,969,71.0
"Hamden School District","=""0620011""","ELA",2428,2402,98.9,2402,907,37.8,533,22.2,589,24.5,373,15.5,962,40.0
,,"Math",2425,2380,98.1,2380,989,41.6,584,24.5,407,17.1,400,16.8,807,33.9
"Hampton School District","=""0630011""","ELA",29,29,100.0,29,"*","*","*","*",11,37.9,7,24.1,18,62.1
,,"Math",29,29,100.0,29,7,24.1,13,44.8,"*","*","*","*",9,31.0
"Hartford School District","=""0640011""","ELA",6864,6809,99.2,6809,4113,60.4,1344,19.7,931,13.7,421,6.2,1352,19.9
,,"Math",6852,6756,98.6,6755,4151,61.5,1342,19.9,767,11.4,495,7.3,1262,18.7
"Hartland School District","=""0650011""","ELA",81,81,100.0,81,8,9.9,16,19.8,40,49.4,17,21.0,57,70.4
,,"Math",81,81,100.0,81,15,18.5,15,18.5,25,30.9,26,32.1,51,63.0
"Hebron School District","=""0670011""","ELA",362,361,99.7,361,56,15.5,57,15.8,110,30.5,138,38.2,248,68.7
,,"Math",362,361,99.7,361,46,12.7,84,23.3,99,27.4,132,36.6,231,64.0
"Highville Charter School District","=""2860013""","ELA",235,234,99.6,234,100,42.7,68,29.1,48,20.5,18,7.7,66,28.2
,,"Math",235,234,99.6,234,114,48.7,83,35.5,27,11.5,10,4.3,37,15.8
"Integrated Day Charter School District","=""2640013""","ELA",230,230,100.0,230,56,24.3,57,24.8,72,31.3,45,19.6,117,50.9
,,"Math",230,230,100.0,230,76,33.0,73,31.7,39,17.0,42,18.3,81,35.2
"Interdistrict School for Arts and Comm District","=""2650013""","ELA",314,310,98.7,310,76,24.5,87,28.1,110,35.5,37,11.9,147,47.4
,,"Math",314,310,98.7,310,96,31.0,113,36.5,62,20.0,39,12.6,101,32.6
"Jumoke Academy District","=""2610013""","ELA",322,322,100.0,322,176,54.7,81,25.2,50,15.5,15,4.7,65,20.2
,,"Math",322,320,99.4,320,210,65.6,60,18.8,40,12.5,10,3.1,50,15.6
"Kent School District","=""0680011""","ELA",116,106,91.4,106,14,13.2,13,12.3,36,34.0,43,40.6,79,74.5
,,"Math",116,106,91.4,106,15,14.2,18,17.0,32,30.2,41,38.7,73,68.9
"Killingly School District","=""0690011""","ELA",1013,997,98.4,997,281,28.2,284,28.5,274,27.5,158,15.8,432,43.3
,,"Math",1011,991,98.0,991,395,39.9,299,30.2,180,18.2,117,11.8,297,30.0
"Learn","=""2450014""","ELA",225,222,98.7,222,95,42.8,42,18.9,51,23.0,34,15.3,85,38.3
,,"Math",225,221,98.2,221,105,47.5,61,27.6,24,10.9,31,14.0,55,24.9
"Lebanon School District","=""0710011""","ELA",369,363,98.4,363,54,14.9,70,19.3,120,33.1,119,32.8,239,65.8
,,"Math",369,361,97.8,361,54,15.0,92,25.5,93,25.8,122,33.8,215,59.6
"Ledyard School District","=""0720011""","ELA",1061,1052,99.2,1052,287,27.3,242,23.0,286,27.2,237,22.5,523,49.7
,,"Math",1061,1052,99.2,1052,287,27.3,283,26.9,271,25.8,211,20.1,482,45.8
"Lisbon School District","=""0730011""","ELA",255,254,99.6,254,54,21.3,77,30.3,78,30.7,45,17.7,123,48.4
,,"Math",255,254,99.6,254,65,25.6,76,29.9,63,24.8,50,19.7,113,44.5
"Madison School District","=""0760011""","ELA",1090,1082,99.3,1082,66,6.1,135,12.5,383,35.4,498,46.0,881,81.4
,,"Math",1090,1080,99.1,1080,67,6.2,145,13.4,293,27.1,575,53.2,868,80.4
"Manchester School District","=""0770011""","ELA",2617,2594,99.1,2593,1126,43.4,533,20.6,551,21.2,383,14.8,934,36.0
,,"Math",2619,2568,98.1,2566,1181,46.0,635,24.7,413,16.1,337,13.1,750,29.2
"Mansfield School District","=""0780011""","ELA",632,625,98.9,625,100,16.0,107,17.1,176,28.2,242,38.7,418,66.9
,,"Math",632,623,98.6,623,99,15.9,126,20.2,151,24.2,247,39.6,398,63.9
"Marlborough School District","=""0790011""","ELA",251,248,98.8,248,34,13.7,44,17.7,83,33.5,87,35.1,170,68.5
,,"Math",251,248,98.8,248,30,12.1,44,17.7,79,31.9,95,38.3,174,70.2
"Meriden School District","=""0800011""","ELA",3934,3900,99.1,3898,1217,31.2,817,21.0,1037,26.6,827,21.2,1864,47.8
,,"Math",3921,3863,98.5,3862,1284,33.2,863,22.3,801,20.7,914,23.7,1715,44.4
"Middletown School District","=""0830011""","ELA",1961,1940,98.9,1939,751,38.7,414,21.4,450,23.2,324,16.7,774,39.9
,,"Math",1960,1941,99.0,1938,868,44.8,498,25.7,321,16.6,251,13.0,572,29.5
"Milford School District","=""0840011""","ELA",2239,2199,98.2,2198,415,18.9,480,21.8,741,33.7,562,25.6,1303,59.3
,,"Math",2239,2200,98.3,2198,379,17.2,498,22.7,591,26.9,730,33.2,1321,60.1
"Monroe School District","=""0850011""","ELA",1563,1545,98.8,1545,164,10.6,241,15.6,545,35.3,595,38.5,1140,73.8
,,"Math",1563,1539,98.5,1539,208,13.5,356,23.1,454,29.5,521,33.9,975,63.4
"Montville School District","=""0860011""","ELA",976,973,99.7,973,233,23.9,263,27.0,294,30.2,183,18.8,477,49.0
,,"Math",975,971,99.6,971,263,27.1,260,26.8,218,22.5,230,23.7,448,46.1
"Naugatuck School District","=""0880011""","ELA",1832,1818,99.2,1818,585,32.2,457,25.1,489,26.9,287,15.8,776,42.7
,,"Math",1831,1816,99.2,1816,733,40.4,506,27.9,321,17.7,256,14.1,577,31.8
"New Beginnings Inc Family Academy District","=""2800013""","ELA",118,118,100.0,118,44,37.3,39,33.1,28,23.7,7,5.9,35,29.7
,,"Math",118,118,100.0,118,59,50.0,34,28.8,15,12.7,10,8.5,25,21.2
"New Britain School District","=""0890011""","ELA",4466,4423,99.0,4422,2800,63.3,869,19.7,523,11.8,230,5.2,753,17.0
,,"Math",4468,4408,98.7,4404,2949,67.0,824,18.7,406,9.2,225,5.1,631,14.3
"New Canaan School District","=""0900011""","ELA",1844,1836,99.6,1836,70,3.8,158,8.6,495,27.0,1113,60.6,1608,87.6
,,"Math",1844,1835,99.5,1835,59,3.2,165,9.0,394,21.5,1217,66.3,1611,87.8
"New Fairfield School District","=""0910011""","ELA",919,916,99.7,916,128,14.0,173,18.9,327,35.7,288,31.4,615,67.1
,,"Math",919,915,99.6,915,118,12.9,193,21.1,259,28.3,345,37.7,604,66.0
"New Hartford School District","=""0920011""","ELA",236,235,99.6,235,39,16.6,44,18.7,77,32.8,75,31.9,152,64.7
,,"Math",236,235,99.6,235,40,17.0,66,28.1,75,31.9,54,23.0,129,54.9
"New Haven School District","=""0930011""","ELA",7778,7693,98.9,7691,4174,54.3,1684,21.9,1290,16.8,543,7.1,1833,23.8
,,"Math",7778,7676,98.7,7676,4765,62.1,1583,20.6,805,10.5,523,6.8,1328,17.3
"New London School District","=""0950011""","ELA",1288,1274,98.9,1273,725,57.0,261,20.5,202,15.9,85,6.7,287,22.5
,,"Math",1287,1269,98.6,1267,833,65.7,276,21.8,102,8.1,56,4.4,158,12.5
"New Milford School District","=""0960011""","ELA",1530,1520,99.3,1519,459,30.2,384,25.3,443,29.2,233,15.3,676,44.5
,,"Math",1531,1512,98.8,1512,458,30.3,499,33.0,340,22.5,215,14.2,555,36.7
"Newington School District","=""0940011""","ELA",1703,1693,99.4,1692,371,21.9,387,22.9,541,32.0,393,23.2,934,55.2
,,"Math",1703,1691,99.3,1690,425,25.1,466,27.6,377,22.3,422,25.0,799,47.3
"Newtown School District","=""0970011""","ELA",1784,1762,98.8,1762,194,11.0,327,18.6,599,34.0,642,36.4,1241,70.4
,,"Math",1784,1763,98.8,1763,156,8.8,347,19.7,500,28.4,760,43.1,1260,71.5
"Norfolk School District","=""0980011""","ELA",31,31,100.0,31,8,25.8,9,29.0,6,19.4,8,25.8,14,45.2
,,"Math",31,31,100.0,31,6,19.4,8,25.8,8,25.8,9,29.0,17,54.8
"North Branford School District","=""0990011""","ELA",721,714,99.0,714,105,14.7,179,25.1,247,34.6,183,25.6,430,60.2
,,"Math",721,713,98.9,713,113,15.8,212,29.7,188,26.4,200,28.1,388,54.4
"North Canaan School District","=""1000011""","ELA",146,146,100.0,146,23,15.8,31,21.2,52,35.6,40,27.4,92,63.0
,,"Math",146,146,100.0,146,31,21.2,33,22.6,33,22.6,49,33.6,82,56.2
"North Haven School District","=""1010011""","ELA",1482,1442,97.3,1442,183,12.7,251,17.4,484,33.6,524,36.3,1008,69.9
,,"Math",1480,1440,97.3,1439,214,14.9,322,22.4,334,23.2,569,39.5,903,62.8
"North Stonington School District","=""1020011""","ELA",327,305,93.3,305,39,12.8,64,21.0,109,35.7,93,30.5,202,66.2
,,"Math",327,304,93.0,304,35,11.5,54,17.8,90,29.6,125,41.1,215,70.7
"Norwalk School District","=""1030011""","ELA",4775,4736,99.2,4736,1569,33.1,1136,24.0,1251,26.4,780,16.5,2031,42.9
,,"Math",4775,4726,99.0,4725,1646,34.8,1342,28.4,904,19.1,833,17.6,1737,36.8
"Norwich School District","=""1040011""","ELA",2029,2009,99.0,2009,993,49.4,464,23.1,391,19.5,161,8.0,552,27.5
,,"Math",2030,2002,98.6,2002,1119,55.9,507,25.3,241,12.0,135,6.7,376,18.8
"Odyssey Community School District","=""2630013""","ELA",220,218,99.1,218,42,19.3,54,24.8,68,31.2,54,24.8,122,56.0
,,"Math",220,218,99.1,218,50,22.9,54,24.8,58,26.6,56,25.7,114,52.3
"Old Saybrook School District","=""1060011""","ELA",414,410,99.0,410,52,12.7,75,18.3,148,36.1,135,32.9,283,69.0
,,"Math",414,411,99.3,411,62,15.1,106,25.8,107,26.0,136,33.1,243,59.1
"Orange School District","=""1070011""","ELA",707,701,99.2,701,71,10.1,117,16.7,211,30.1,302,43.1,513,73.2
,,"Math",707,702,99.3,702,64,9.1,150,21.4,206,29.3,282,40.2,488,69.5
"Oxford School District","=""1080011""","ELA",754,747,99.1,747,87,11.6,139,18.6,283,37.9,238,31.9,521,69.7
,,"Math",754,744,98.7,744,105,14.1,204,27.4,215,28.9,220,29.6,435,58.5
"Park City Prep Charter School District","=""2830013""","ELA",412,412,100.0,412,128,31.1,107,26.0,111,26.9,66,16.0,177,43.0
,,"Math",411,398,96.8,398,161,40.5,122,30.7,75,18.8,40,10.1,115,28.9
"Plainfield School District","=""1090011""","ELA",856,840,98.1,840,243,28.9,222,26.4,248,29.5,127,15.1,375,44.6
,,"Math",856,839,98.0,839,249,29.7,269,32.1,190,22.6,131,15.6,321,38.3
"Plainville School District","=""1100011""","ELA",989,979,99.0,979,211,21.6,215,22.0,332,33.9,221,22.6,553,56.5
,,"Math",989,968,97.9,968,202,20.9,244,25.2,250,25.8,272,28.1,522,53.9
"Plymouth School District","=""1110011""","ELA",574,565,98.4,565,166,29.4,159,28.1,158,28.0,82,14.5,240,42.5
,,"Math",575,565,98.3,564,172,30.5,177,31.4,134,23.8,81,14.4,215,38.1
"Pomfret School District","=""1120011""","ELA",219,218,99.5,214,32,15.0,48,22.4,66,30.8,68,31.8,134,62.6
,,"Math",219,218,99.5,214,22,10.3,40,18.7,70,32.7,82,38.3,152,71.0
"Portland School District","=""1130011""","ELA",573,562,98.1,562,89,15.8,105,18.7,172,30.6,196,34.9,368,65.5
,,"Math",573,559,97.6,559,99,17.7,138,24.7,143,25.6,179,32.0,322,57.6
"Preston School District","=""1140011""","ELA",264,263,99.6,263,49,18.6,58,22.1,93,35.4,63,24.0,156,59.3
,,"Math",264,263,99.6,263,60,22.8,80,30.4,63,24.0,60,22.8,123,46.8
"Putnam School District","=""1160011""","ELA",548,543,99.1,543,183,33.7,138,25.4,146,26.9,76,14.0,222,40.9
,,"Math",548,539,98.4,539,216,40.1,163,30.2,107,19.9,53,9.8,160,29.7
"Redding School District","=""1170011""","ELA",563,558,99.1,558,53,9.5,87,15.6,188,33.7,230,41.2,418,74.9
,,"Math",563,557,98.9,557,40,7.2,89,16.0,149,26.8,279,50.1,428,76.8
"Regional School District 01","=""2010012""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA",189,186,98.4,186,42,22.6,27,14.5,75,40.3,42,22.6,117,62.9
,,"Math",189,186,98.4,186,35,18.8,43,23.1,54,29.0,54,29.0,108,58.1
