District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
East Haddam School District,2023,High Needs,15.0,14.0,
East Haddam School District,2023,Non-High Needs,46.0,44.0,95.7
East Hampton School District,2023,High Needs,49.0,48.0,98.0
East Hampton School District,2023,Non-High Needs,75.0,73.0,97.3
East Hartford School District,2023,High Needs,311.0,264.0,84.9
East Hartford School District,2023,Non-High Needs,118.0,114.0,96.6
East Haven School District,2023,High Needs,155.0,122.0,78.7
East Haven School District,2023,Non-High Needs,71.0,64.0,90.1
East Lyme School District,2023,High Needs,77.0,70.0,90.9
East Lyme School District,2023,Non-High Needs,182.0,180.0,98.9
East Windsor School District,2023,High Needs,48.0,39.0,81.3
East Windsor School District,2023,Non-High Needs,25.0,24.0,96.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2023,High Needs,75.0,64.0,85.3
Eastern Connecticut Regional Educational Service Center (EASTCONN),2023,Non-High Needs,22.0,16.0,72.7
Ellington School District,2023,High Needs,67.0,57.0,85.1
Ellington School District,2023,Non-High Needs,143.0,143.0,100.0
Elm City College Preparatory School District,2023,High Needs,33.0,33.0,100.0
Elm City College Preparatory School District,2023,Non-High Needs,10.0,10.0,
Enfield School District,2023,High Needs,228.0,192.0,84.2
Enfield School District,2023,Non-High Needs,186.0,178.0,95.7
Explorations District,2023,High Needs,,,
Explorations District,2023,Non-High Needs,,,
Fairfield School District,2023,High Needs,271.0,250.0,92.3
Fairfield School District,2023,Non-High Needs,470.0,467.0,99.4
Farmington School District,2023,High Needs,92.0,88.0,95.7
Farmington School District,2023,Non-High Needs,205.0,205.0,100.0
Glastonbury School District,2023,High Needs,120.0,108.0,90.0
Glastonbury School District,2023,Non-High Needs,359.0,359.0,100.0
Goodwin University Educational Services (GUES),2023,High Needs,100.0,93.0,93.0
Goodwin University Educational Services (GUES),2023,Non-High Needs,18.0,17.0,
Granby School District,2023,High Needs,43.0,39.0,90.7
Granby School District,2023,Non-High Needs,88.0,88.0,100.0
Great Oaks Charter School District,2023,High Needs,58.0,50.0,86.2
Great Oaks Charter School District,2023,Non-High Needs,9.0,8.0,
Greenwich School District,2023,High Needs,292.0,271.0,92.8
Greenwich School District,2023,Non-High Needs,398.0,394.0,99.0
Griswold School District,2023,High Needs,79.0,62.0,78.5
Griswold School District,2023,Non-High Needs,58.0,56.0,96.6
Groton School District,2023,High Needs,156.0,123.0,78.8
Groton School District,2023,Non-High Needs,84.0,81.0,96.4
Guilford School District,2023,High Needs,74.0,63.0,85.1
Guilford School District,2023,Non-High Needs,218.0,216.0,99.1
Hamden School District,2023,High Needs,276.0,216.0,78.3
Hamden School District,2023,Non-High Needs,186.0,177.0,95.2
Hartford School District,2023,High Needs,1034.0,825.0,79.8
Hartford School District,2023,Non-High Needs,152.0,147.0,96.7
Highville Charter School District,2023,High Needs,,,
Highville Charter School District,2023,Non-High Needs,,,
Jumoke Academy District,2023,High Needs,,,
Jumoke Academy District,2023,Non-High Needs,,,
Killingly School District,2023,High Needs,104.0,87.0,83.7
Killingly School District,2023,Non-High Needs,85.0,79.0,92.9
Learn,2023,High Needs,59.0,52.0,88.1
Learn,2023,Non-High Needs,49.0,49.0,100.0
Lebanon School District,2023,High Needs,33.0,31.0,93.9
Lebanon School District,2023,Non-High Needs,36.0,36.0,100.0
Ledyard School District,2023,High Needs,94.0,88.0,93.6
Ledyard School District,2023,Non-High Needs,94.0,94.0,100.0
Litchfield School District,2023,High Needs,25.0,24.0,96.0
Litchfield School District,2023,Non-High Needs,32.0,32.0,100.0
Madison School District,2023,High Needs,53.0,52.0,98.1
Madison School District,2023,Non-High Needs,166.0,165.0,99.4
Manchester School District,2023,High Needs,327.0,271.0,82.9
Manchester School District,2023,Non-High Needs,126.0,120.0,95.2
Meriden School District,2023,High Needs,536.0,444.0,82.8
Meriden School District,2023,Non-High Needs,113.0,107.0,94.7
Middletown School District,2023,High Needs,210.0,187.0,89.0
Middletown School District,2023,Non-High Needs,125.0,123.0,98.4
Milford School District,2023,High Needs,190.0,169.0,88.9
Milford School District,2023,Non-High Needs,240.0,238.0,99.2
Monroe School District,2023,High Needs,77.0,75.0,97.4
Monroe School District,2023,Non-High Needs,173.0,172.0,99.4
Montville School District,2023,High Needs,64.0,54.0,84.4
Montville School District,2023,Non-High Needs,56.0,51.0,91.1
Naugatuck School District,2023,High Needs,235.0,207.0,88.1
Naugatuck School District,2023,Non-High Needs,100.0,95.0,95.0
New Britain School District,2023,High Needs,601.0,434.0,72.2
New Britain School District,2023,Non-High Needs,59.0,54.0,91.5
New Canaan School District,2023,High Needs,61.0,58.0,95.1
New Canaan School District,2023,Non-High Needs,268.0,268.0,100.0
New Fairfield School District,2023,High Needs,53.0,53.0,100.0
New Fairfield School District,2023,Non-High Needs,100.0,100.0,100.0
New Haven School District,2023,High Needs,1171.0,878.0,75.0
New Haven School District,2023,Non-High Needs,294.0,269.0,91.5
New London School District,2023,High Needs,213.0,154.0,72.3
New London School District,2023,Non-High Needs,15.0,13.0,
New Milford School District,2023,High Needs,147.0,117.0,79.6
New Milford School District,2023,Non-High Needs,198.0,191.0,96.5
Newington School District,2023,High Needs,155.0,141.0,91.0
Newington School District,2023,Non-High Needs,180.0,177.0,98.3
Newtown School District,2023,High Needs,108.0,98.0,90.7
Newtown School District,2023,Non-High Needs,254.0,254.0,100.0
North Branford School District,2023,High Needs,51.0,50.0,98.0
North Branford School District,2023,Non-High Needs,71.0,70.0,98.6
North Haven School District,2023,High Needs,78.0,66.0,84.6
North Haven School District,2023,Non-High Needs,145.0,145.0,100.0
North Stonington School District,2023,High Needs,12.0,12.0,
North Stonington School District,2023,Non-High Needs,44.0,44.0,100.0
Norwalk School District,2023,High Needs,621.0,564.0,90.8
Norwalk School District,2023,Non-High Needs,274.0,271.0,98.9
Norwich Free Academy District,2023,High Needs,352.0,314.0,89.2
Norwich Free Academy District,2023,Non-High Needs,195.0,188.0,96.4
Old Saybrook School District,2023,High Needs,38.0,37.0,97.4
Old Saybrook School District,2023,Non-High Needs,58.0,57.0,98.3
Oxford School District,2023,High Needs,36.0,34.0,94.4
Oxford School District,2023,Non-High Needs,107.0,107.0,100.0
Plainfield School District,2023,High Needs,82.0,74.0,90.2
Plainfield School District,2023,Non-High Needs,54.0,54.0,100.0
Plainville School District,2023,High Needs,107.0,84.0,78.5
Plainville School District,2023,Non-High Needs,77.0,73.0,94.8
Plymouth School District,2023,High Needs,48.0,41.0,85.4
Plymouth School District,2023,Non-High Needs,45.0,45.0,100.0
Portland School District,2023,High Needs,33.0,23.0,69.7
Portland School District,2023,Non-High Needs,49.0,47.0,95.9
Putnam School District,2023,High Needs,51.0,41.0,80.4
Putnam School District,2023,Non-High Needs,20.0,19.0,95.0
Regional School District 01,2023,High Needs,46.0,44.0,95.7
Regional School District 01,2023,Non-High Needs,36.0,35.0,97.2
Regional School District 04,2023,High Needs,42.0,39.0,92.9
Regional School District 04,2023,Non-High Needs,88.0,87.0,98.9
Regional School District 05,2023,High Needs,78.0,68.0,87.2
Regional School District 05,2023,Non-High Needs,241.0,241.0,100.0
Regional School District 06,2023,High Needs,38.0,37.0,97.4
Regional School District 06,2023,Non-High Needs,60.0,60.0,100.0
Regional School District 07,2023,High Needs,47.0,44.0,93.6
Regional School District 07,2023,Non-High Needs,105.0,105.0,100.0
Regional School District 08,2023,High Needs,64.0,58.0,90.6
Regional School District 08,2023,Non-High Needs,151.0,148.0,98.0
Regional School District 09,2023,High Needs,63.0,55.0,87.3
Regional School District 09,2023,Non-High Needs,139.0,138.0,99.3
Regional School District 10,2023,High Needs,39.0,35.0,89.7
Regional School District 10,2023,Non-High Needs,125.0,125.0,100.0
Regional School District 11,2023,High Needs,24.0,17.0,70.8
Regional School District 11,2023,Non-High Needs,9.0,9.0,
Regional School District 12,2023,High Needs,32.0,30.0,93.8
Regional School District 12,2023,Non-High Needs,36.0,36.0,100.0
Regional School District 13,2023,High Needs,44.0,35.0,79.5
Regional School District 13,2023,Non-High Needs,79.0,79.0,100.0
Regional School District 14,2023,High Needs,60.0,58.0,96.7
Regional School District 14,2023,Non-High Needs,106.0,103.0,97.2
Regional School District 15,2023,High Needs,84.0,80.0,95.2
Regional School District 15,2023,Non-High Needs,196.0,192.0,98.0
Regional School District 16,2023,High Needs,55.0,44.0,80.0
Regional School District 16,2023,Non-High Needs,105.0,105.0,100.0
Regional School District 17,2023,High Needs,47.0,44.0,93.6
Regional School District 17,2023,Non-High Needs,107.0,104.0,97.2
Regional School District 18,2023,High Needs,28.0,26.0,92.9
Regional School District 18,2023,Non-High Needs,80.0,80.0,100.0
Regional School District 19,2023,High Needs,98.0,86.0,87.8
Regional School District 19,2023,Non-High Needs,160.0,157.0,98.1
Ridgefield School District,2023,High Needs,90.0,79.0,87.8
Ridgefield School District,2023,Non-High Needs,302.0,302.0,100.0
Rocky Hill School District,2023,High Needs,76.0,65.0,85.5
Rocky Hill School District,2023,Non-High Needs,103.0,102.0,99.0
Seymour School District,2023,High Needs,83.0,68.0,81.9
Seymour School District,2023,Non-High Needs,73.0,70.0,95.9
Shelton School District,2023,High Needs,159.0,131.0,82.4
Shelton School District,2023,Non-High Needs,192.0,189.0,98.4
Simsbury School District,2023,High Needs,87.0,71.0,81.6
Simsbury School District,2023,Non-High Needs,205.0,205.0,100.0
Somers School District,2023,High Needs,29.0,25.0,86.2
Somers School District,2023,Non-High Needs,84.0,84.0,100.0
South Windsor School District,2023,High Needs,116.0,108.0,93.1
South Windsor School District,2023,Non-High Needs,230.0,229.0,99.6
Southington School District,2023,High Needs,205.0,181.0,88.3
Southington School District,2023,Non-High Needs,345.0,343.0,99.4
Stafford School District,2023,High Needs,50.0,43.0,86.0
Stafford School District,2023,Non-High Needs,52.0,51.0,98.1
Stamford School District,2023,High Needs,837.0,649.0,77.5
Stamford School District,2023,Non-High Needs,329.0,313.0,95.1
Stonington School District,2023,High Needs,64.0,59.0,92.2
Stonington School District,2023,Non-High Needs,83.0,82.0,98.8
Stratford School District,2023,High Needs,375.0,314.0,83.7
Stratford School District,2023,Non-High Needs,192.0,187.0,97.4
Suffield School District,2023,High Needs,53.0,50.0,94.3
Suffield School District,2023,Non-High Needs,110.0,108.0,98.2
The Bridge Academy District,2023,High Needs,29.0,28.0,96.6
The Bridge Academy District,2023,Non-High Needs,7.0,7.0,
The Gilbert School District,2023,High Needs,44.0,39.0,88.6
The Gilbert School District,2023,Non-High Needs,30.0,29.0,96.7
The Woodstock Academy District,2023,High Needs,48.0,47.0,97.9
The Woodstock Academy District,2023,Non-High Needs,275.0,274.0,99.6
Thomaston School District,2023,High Needs,26.0,25.0,96.2
Thomaston School District,2023,Non-High Needs,35.0,35.0,100.0
Thompson School District,2023,High Needs,29.0,23.0,79.3
Thompson School District,2023,Non-High Needs,21.0,21.0,100.0
Tolland School District,2023,High Needs,45.0,41.0,91.1
Tolland School District,2023,Non-High Needs,141.0,141.0,100.0
Torrington School District,2023,High Needs,197.0,160.0,81.2
Torrington School District,2023,Non-High Needs,55.0,52.0,94.5
Trumbull School District,2023,High Needs,164.0,150.0,91.5
Trumbull School District,2023,Non-High Needs,345.0,343.0,99.4
Unified School District #1,2023,High Needs,,,
Unified School District #1,2023,Non-High Needs,,,
Unified School District #2,2023,High Needs,,,
Vernon School District,2023,High Needs,135.0,100.0,74.1
Vernon School District,2023,Non-High Needs,87.0,85.0,97.7
Wallingford School District,2023,High Needs,202.0,171.0,84.7
Wallingford School District,2023,Non-High Needs,237.0,233.0,98.3
Waterbury School District,2023,High Needs,1047.0,883.0,84.3
Waterbury School District,2023,Non-High Needs,140.0,128.0,91.4
Waterford School District,2023,High Needs,82.0,70.0,85.4
Waterford School District,2023,Non-High Needs,106.0,103.0,97.2
Watertown School District,2023,High Needs,100.0,82.0,82.0
Watertown School District,2023,Non-High Needs,94.0,93.0,98.9
West Hartford School District,2023,High Needs,279.0,244.0,87.5
West Hartford School District,2023,Non-High Needs,463.0,458.0,98.9
West Haven School District,2023,High Needs,451.0,397.0,88.0
West Haven School District,2023,Non-High Needs,34.0,30.0,88.2
Westbrook School District,2023,High Needs,32.0,28.0,87.5
Westbrook School District,2023,Non-High Needs,33.0,33.0,100.0
Weston School District,2023,High Needs,27.0,25.0,92.6
Weston School District,2023,Non-High Needs,153.0,153.0,100.0
Westport School District,2023,High Needs,72.0,71.0,98.6
Westport School District,2023,Non-High Needs,368.0,368.0,100.0
Wethersfield School District,2023,High Needs,133.0,112.0,84.2
Wethersfield School District,2023,Non-High Needs,174.0,168.0,96.6
Wilton School District,2023,High Needs,108.0,94.0,87.0
Wilton School District,2023,Non-High Needs,225.0,225.0,100.0
Windham School District,2023,High Needs,144.0,111.0,77.1
Windham School District,2023,Non-High Needs,12.0,12.0,
Windsor Locks School District,2023,High Needs,71.0,59.0,83.1
Windsor Locks School District,2023,Non-High Needs,46.0,45.0,97.8
Windsor School District,2023,High Needs,171.0,146.0,85.4
Windsor School District,2023,Non-High Needs,121.0,119.0,98.3
Wolcott School District,2023,High Needs,81.0,73.0,90.1
Wolcott School District,2023,Non-High Needs,94.0,94.0,100.0
