District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
New Britain School District,2016,Non-High Needs,76.0,72.0,94.7
New Canaan School District,2016,High Needs,46.0,42.0,91.3
New Canaan School District,2016,Non-High Needs,237.0,237.0,100.0
New Fairfield School District,2016,High Needs,46.0,40.0,87.0
New Fairfield School District,2016,Non-High Needs,198.0,198.0,100.0
New Haven School District,2016,High Needs,1174.0,962.0,81.9
New Haven School District,2016,Non-High Needs,273.0,236.0,86.4
New London School District,2016,High Needs,192.0,147.0,76.6
New London School District,2016,Non-High Needs,51.0,46.0,90.2
New Milford School District,2016,High Needs,93.0,76.0,81.7
New Milford School District,2016,Non-High Needs,246.0,239.0,97.2
Newington School District,2016,High Needs,118.0,103.0,87.3
Newington School District,2016,Non-High Needs,189.0,188.0,99.5
Newtown School District,2016,High Needs,70.0,59.0,84.3
Newtown School District,2016,Non-High Needs,351.0,349.0,99.4
North Branford School District,2016,High Needs,51.0,42.0,82.4
North Branford School District,2016,Non-High Needs,93.0,92.0,98.9
North Haven School District,2016,High Needs,68.0,57.0,83.8
North Haven School District,2016,Non-High Needs,198.0,196.0,99.0
North Stonington School District,2016,High Needs,18.0,16.0,
North Stonington School District,2016,Non-High Needs,28.0,28.0,100.0
Norwalk School District,2016,High Needs,458.0,411.0,89.7
Norwalk School District,2016,Non-High Needs,352.0,347.0,98.6
Norwich Free Academy District,2016,High Needs,347.0,271.0,78.1
Norwich Free Academy District,2016,Non-High Needs,232.0,220.0,94.8
Old Saybrook School District,2016,High Needs,40.0,36.0,90.0
Old Saybrook School District,2016,Non-High Needs,94.0,92.0,97.9
Oxford School District,2016,High Needs,33.0,28.0,84.8
Oxford School District,2016,Non-High Needs,110.0,106.0,96.4
Path Academy District,2016,High Needs,,,
Path Academy District,2016,Non-High Needs,,,
Plainfield School District,2016,High Needs,107.0,78.0,72.9
Plainfield School District,2016,Non-High Needs,86.0,85.0,98.8
Plainville School District,2016,High Needs,76.0,60.0,78.9
Plainville School District,2016,Non-High Needs,125.0,125.0,100.0
Plymouth School District,2016,High Needs,52.0,43.0,82.7
Plymouth School District,2016,Non-High Needs,53.0,51.0,96.2
Portland School District,2016,High Needs,25.0,22.0,88.0
Portland School District,2016,Non-High Needs,64.0,64.0,100.0
Putnam School District,2016,High Needs,52.0,49.0,94.2
Putnam School District,2016,Non-High Needs,19.0,19.0,
Regional School District 01,2016,High Needs,36.0,34.0,94.4
Regional School District 01,2016,Non-High Needs,66.0,65.0,98.5
Regional School District 04,2016,High Needs,42.0,41.0,97.6
Regional School District 04,2016,Non-High Needs,110.0,110.0,100.0
Regional School District 05,2016,High Needs,78.0,66.0,84.6
Regional School District 05,2016,Non-High Needs,315.0,313.0,99.4
Regional School District 06,2016,High Needs,31.0,29.0,93.5
Regional School District 06,2016,Non-High Needs,71.0,71.0,100.0
Regional School District 07,2016,High Needs,49.0,45.0,91.8
Regional School District 07,2016,Non-High Needs,137.0,137.0,100.0
Regional School District 08,2016,High Needs,53.0,45.0,84.9
Regional School District 08,2016,Non-High Needs,202.0,197.0,97.5
Regional School District 09,2016,High Needs,46.0,39.0,84.8
Regional School District 09,2016,Non-High Needs,208.0,206.0,99.0
Regional School District 10,2016,High Needs,41.0,35.0,85.4
Regional School District 10,2016,Non-High Needs,154.0,153.0,99.4
Regional School District 11,2016,High Needs,19.0,16.0,
Regional School District 11,2016,Non-High Needs,13.0,12.0,
Regional School District 12,2016,High Needs,19.0,18.0,
Regional School District 12,2016,Non-High Needs,59.0,58.0,98.3
Regional School District 13,2016,High Needs,46.0,39.0,84.8
Regional School District 13,2016,Non-High Needs,99.0,99.0,100.0
Regional School District 14,2016,High Needs,36.0,33.0,91.7
Regional School District 14,2016,Non-High Needs,150.0,149.0,99.3
Regional School District 15,2016,High Needs,65.0,57.0,87.7
Regional School District 15,2016,Non-High Needs,223.0,223.0,100.0
Regional School District 16,2016,High Needs,58.0,52.0,89.7
Regional School District 16,2016,Non-High Needs,127.0,126.0,99.2
Regional School District 17,2016,High Needs,37.0,33.0,89.2
Regional School District 17,2016,Non-High Needs,111.0,109.0,98.2
Regional School District 18,2016,High Needs,20.0,16.0,80.0
Regional School District 18,2016,Non-High Needs,83.0,83.0,100.0
Regional School District 19,2016,High Needs,99.0,84.0,84.8
Regional School District 19,2016,Non-High Needs,187.0,186.0,99.5
Ridgefield School District,2016,High Needs,64.0,61.0,95.3
Ridgefield School District,2016,Non-High Needs,366.0,362.0,98.9
Rocky Hill School District,2016,High Needs,56.0,47.0,83.9
Rocky Hill School District,2016,Non-High Needs,127.0,127.0,100.0
Seymour School District,2016,High Needs,60.0,57.0,95.0
Seymour School District,2016,Non-High Needs,105.0,102.0,97.1
Shelton School District,2016,High Needs,139.0,114.0,82.0
Shelton School District,2016,Non-High Needs,279.0,276.0,98.9
Simsbury School District,2016,High Needs,80.0,69.0,86.3
Simsbury School District,2016,Non-High Needs,286.0,285.0,99.7
Somers School District,2016,High Needs,33.0,25.0,75.8
Somers School District,2016,Non-High Needs,92.0,92.0,100.0
South Windsor School District,2016,High Needs,73.0,58.0,79.5
South Windsor School District,2016,Non-High Needs,252.0,249.0,98.8
Southington School District,2016,High Needs,143.0,124.0,86.7
Southington School District,2016,Non-High Needs,355.0,354.0,99.7
Stafford School District,2016,High Needs,43.0,37.0,86.0
Stafford School District,2016,Non-High Needs,72.0,71.0,98.6
Stamford Academy District,2016,High Needs,47.0,20.0,42.6
Stamford School District,2016,High Needs,736.0,642.0,87.2
Stamford School District,2016,Non-High Needs,461.0,447.0,97.0
Stonington School District,2016,High Needs,53.0,46.0,86.8
Stonington School District,2016,Non-High Needs,140.0,137.0,97.9
Stratford School District,2016,High Needs,333.0,300.0,90.1
Stratford School District,2016,Non-High Needs,253.0,246.0,97.2
Suffield School District,2016,High Needs,47.0,39.0,83.0
Suffield School District,2016,Non-High Needs,163.0,159.0,97.5
The Bridge Academy District,2016,High Needs,,,
The Bridge Academy District,2016,Non-High Needs,,,
The Gilbert School District,2016,High Needs,58.0,49.0,84.5
The Gilbert School District,2016,Non-High Needs,41.0,41.0,100.0
The Woodstock Academy District,2016,High Needs,35.0,33.0,94.3
The Woodstock Academy District,2016,Non-High Needs,210.0,207.0,98.6
Thomaston School District,2016,High Needs,24.0,23.0,95.8
Thomaston School District,2016,Non-High Needs,28.0,28.0,100.0
Thompson School District,2016,High Needs,35.0,32.0,91.4
Thompson School District,2016,Non-High Needs,39.0,39.0,100.0
Tolland School District,2016,High Needs,50.0,43.0,86.0
Tolland School District,2016,Non-High Needs,167.0,165.0,98.8
Torrington School District,2016,High Needs,170.0,127.0,74.7
Torrington School District,2016,Non-High Needs,123.0,121.0,98.4
Trumbull School District,2016,High Needs,101.0,93.0,92.1
Trumbull School District,2016,Non-High Needs,435.0,434.0,99.8
Unified School District #1,2016,High Needs,,,
Unified School District #1,2016,Non-High Needs,,,
Unified School District #2,2016,High Needs,43.0,15.0,34.9
Vernon School District,2016,High Needs,104.0,69.0,66.3
Vernon School District,2016,Non-High Needs,99.0,95.0,96.0
Wallingford School District,2016,High Needs,190.0,157.0,82.6
Wallingford School District,2016,Non-High Needs,369.0,362.0,98.1
Waterbury School District,2016,High Needs,1088.0,812.0,74.6
Waterbury School District,2016,Non-High Needs,192.0,171.0,89.1
Waterford School District,2016,High Needs,66.0,58.0,87.9
Waterford School District,2016,Non-High Needs,121.0,120.0,99.2
Watertown School District,2016,High Needs,86.0,81.0,94.2
Watertown School District,2016,Non-High Needs,142.0,139.0,97.9
West Hartford School District,2016,High Needs,276.0,254.0,92.0
West Hartford School District,2016,Non-High Needs,496.0,491.0,99.0
West Haven School District,2016,High Needs,327.0,253.0,77.4
West Haven School District,2016,Non-High Needs,136.0,123.0,90.4
Westbrook School District,2016,High Needs,22.0,20.0,90.9
Westbrook School District,2016,Non-High Needs,42.0,42.0,100.0
Weston School District,2016,High Needs,30.0,29.0,96.7
Weston School District,2016,Non-High Needs,174.0,174.0,100.0
Westport School District,2016,High Needs,95.0,86.0,90.5
Westport School District,2016,Non-High Needs,385.0,385.0,100.0
Wethersfield School District,2016,High Needs,93.0,78.0,83.9
Wethersfield School District,2016,Non-High Needs,216.0,216.0,100.0
Wilton School District,2016,High Needs,58.0,54.0,93.1
Wilton School District,2016,Non-High Needs,284.0,283.0,99.6
Windham School District,2016,High Needs,125.0,99.0,79.2
Windham School District,2016,Non-High Needs,24.0,24.0,100.0
Windsor Locks School District,2016,High Needs,79.0,70.0,88.6
Windsor Locks School District,2016,Non-High Needs,67.0,64.0,95.5
Windsor School District,2016,High Needs,139.0,116.0,83.5
Windsor School District,2016,Non-High Needs,131.0,130.0,99.2
Wolcott School District,2016,High Needs,83.0,75.0,90.4
Wolcott School District,2016,Non-High Needs,133.0,132.0,99.2
