NAME,B19025_001E,B01003_001E,state,county,county subdivision
"Norfolk town, Northwest Hills Planning Region, Connecticut",103534500,1732,09,160,53470
"North Canaan town, Northwest Hills Planning Region, Connecticut",123179400,3200,09,160,54030
"Roxbury town, Northwest Hills Planning Region, Connecticut",192452200,2184,09,160,65930
"Salisbury town, Northwest Hills Planning Region, Connecticut",266556200,4206,09,160,66420
"Sharon town, Northwest Hills Planning Region, Connecticut",258312500,2710,09,160,67960
"Torrington town, Northwest Hills Planning Region, Connecticut",1324012100,35481,09,160,76570
"Warren town, Northwest Hills Planning Region, Connecticut",123069500,1474,09,160,79510
"Washington town, Northwest Hills Planning Region, Connecticut",242932200,3648,09,160,79720
"Winchester town, Northwest Hills Planning Region, Connecticut",434235200,10242,09,160,86440
"County subdivisions not defined, South Central Connecticut Planning Region, Connecticut",-666666666,0,09,170,00000
"Bethany town, South Central Connecticut Planning Region, Connecticut",390639000,5280,09,170,04580
"Branford town, South Central Connecticut Planning Region, Connecticut",1906913200,28090,09,170,07310
"East Haven town, South Central Connecticut Planning Region, Connecticut",1143474200,27729,09,170,22910
"Guilford town, South Central Connecticut Planning Region, Connecticut",1536925300,22037,09,170,34950
"Hamden town, South Central Connecticut Planning Region, Connecticut",2645500100,60297,09,170,35650
"Madison town, South Central Connecticut Planning Region, Connecticut",1469970500,17577,09,170,44560
"Meriden town, South Central Connecticut Planning Region, Connecticut",2192471400,60418,09,170,46520
"Milford town, South Central Connecticut Planning Region, Connecticut",3113200700,52340,09,170,47535
"New Haven town, South Central Connecticut Planning Region, Connecticut",4452256600,132893,09,170,52070
"North Branford town, South Central Connecticut Planning Region, Connecticut",726407600,13487,09,170,53890
"North Haven town, South Central Connecticut Planning Region, Connecticut",1430270200,24177,09,170,54870
"Orange town, South Central Connecticut Planning Region, Connecticut",913844900,14251,09,170,57600
"Wallingford town, South Central Connecticut Planning Region, Connecticut",2256882900,44039,09,170,78740
"West Haven town, South Central Connecticut Planning Region, Connecticut",1928707200,55147,09,170,82870
"Woodbridge town, South Central Connecticut Planning Region, Connecticut",790683900,9041,09,170,87700
"County subdivisions not defined, Southeastern Connecticut Planning Region, Connecticut",-666666666,0,09,180,00000
"Bozrah town, Southeastern Connecticut Planning Region, Connecticut",115801700,2373,09,180,06820
"Colchester town, Southeastern Connecticut Planning Region, Connecticut",851063000,15505,09,180,15910
"East Lyme town, Southeastern Connecticut Planning Region, Connecticut",1077302100,18638,09,180,23400
"Franklin town, Southeastern Connecticut Planning Region, Connecticut",84747600,1925,09,180,29910
"Griswold town, Southeastern Connecticut Planning Region, Connecticut",479275200,11484,09,180,33900
"Groton town, Southeastern Connecticut Planning Region, Connecticut",1826155000,38086,09,180,34250
"Lebanon town, Southeastern Connecticut Planning Region, Connecticut",359321700,7137,09,180,42390
"Ledyard town, Southeastern Connecticut Planning Region, Connecticut",673253800,15394,09,180,42600
"Lisbon town, Southeastern Connecticut Planning Region, Connecticut",172000000,4213,09,180,43230
"Montville town, Southeastern Connecticut Planning Region, Connecticut",706747300,18006,09,180,48900
"New London town, Southeastern Connecticut Planning Region, Connecticut",878998400,27199,09,180,52350
"North Stonington town, Southeastern Connecticut Planning Region, Connecticut",259700600,5154,09,180,55500
"Norwich town, Southeastern Connecticut Planning Region, Connecticut",1455502500,39992,09,180,56270
"Preston town, Southeastern Connecticut Planning Region, Connecticut",222276400,4812,09,180,62150
"Salem town, Southeastern Connecticut Planning Region, Connecticut",262977500,4247,09,180,66210
"Sprague town, Southeastern Connecticut Planning Region, Connecticut",114840000,2945,09,180,71670
"Stonington town, Southeastern Connecticut Planning Region, Connecticut",1244195100,18381,09,180,73770
"Waterford town, Southeastern Connecticut Planning Region, Connecticut",1016723700,19629,09,180,80280
"Windham town, Southeastern Connecticut Planning Region, Connecticut",645664500,23905,09,180,86790
"County subdivisions not defined, Western Connecticut Planning Region, Connecticut",-666666666,0,09,190,00000
"Bethel town, Western Connecticut Planning Region, Connecticut",1136667900,20498,09,190,04720
"Bridgewater town, Western Connecticut Planning Region, Connecticut",162589300,1670,09,190,08210
"Brookfield town, Western Connecticut Planning Region, Connecticut",1154534400,17490,09,190,08980
"Danbury town, Western Connecticut Planning Region, Connecticut",3736526300,86086,09,190,18500
"Darien town, Western Connecticut Planning Region, Connecticut",3235823000,21683,09,190,18850
"Greenwich town, Western Connecticut Planning Region, Connecticut",8142153800,63505,09,190,33620
"New Canaan town, Western Connecticut Planning Region, Connecticut",2824215900,20704,09,190,50580
"New Fairfield town, Western Connecticut Planning Region, Connecticut",772607000,13558,09,190,50860
"New Milford town, Western Connecticut Planning Region, Connecticut",1355382900,28161,09,190,52630
"Newtown town, Western Connecticut Planning Region, Connecticut",1846583500,27384,09,190,52980
"Norwalk town, Western Connecticut Planning Region, Connecticut",5363951900,91375,09,190,56060
"Redding town, Western Connecticut Planning Region, Connecticut",863039900,8756,09,190,63480
"Ridgefield town, Western Connecticut Planning Region, Connecticut",2246480400,24992,09,190,63970
"Sherman town, Western Connecticut Planning Region, Connecticut",352031500,3508,09,190,68310
"Stamford town, Western Connecticut Planning Region, Connecticut",8507367700,135806,09,190,73070
"Weston town, Western Connecticut Planning Region, Connecticut",1257318300,10335,09,190,83430
"Westport town, Western Connecticut Planning Region, Connecticut",3650265300,27282,09,190,83500
"Wilton town, Western Connecticut Planning Region, Connecticut",1977816800,18439,09,190,86370
