NAME,B19025_001E,B01003_001E,state,county,county subdivision
"Ellington town, Tolland County, Connecticut",881997200,16339,09,013,25360
"Hebron town, Tolland County, Connecticut",536521500,9122,09,013,37910
"Mansfield town, Tolland County, Connecticut",563000500,26431,09,013,44910
"Somers town, Tolland County, Connecticut",465066400,10398,09,013,69220
"Stafford town, Tolland County, Connecticut",452822700,11472,09,013,72090
"Tolland town, Tolland County, Connecticut",830756500,14546,09,013,76290
"Union town, Tolland County, Connecticut",46175100,932,09,013,77830
"Vernon town, Tolland County, Connecticut",1184037100,30002,09,013,78250
"Willington town, Tolland County, Connecticut",220782500,5586,09,013,85950
"Ashford town, Windham County, Connecticut",220877200,4193,09,015,01430
"Brooklyn town, Windham County, Connecticut",279204600,8421,09,015,09190
"Canterbury town, Windham County, Connecticut",230046400,5053,09,015,12130
"Chaplin town, Windham County, Connecticut",77366600,2208,09,015,13810
"Eastford town, Windham County, Connecticut",67370100,1648,09,015,21860
"Hampton town, Windham County, Connecticut",79277200,1685,09,015,36000
"Killingly town, Windham County, Connecticut",582086100,17681,09,015,40500
"Plainfield town, Windham County, Connecticut",489879100,14991,09,015,59980
"Pomfret town, Windham County, Connecticut",202031400,4255,09,015,61030
"Putnam town, Windham County, Connecticut",291109000,9250,09,015,62710
"Scotland town, Windham County, Connecticut",58386800,1639,09,015,67400
"Sterling town, Windham County, Connecticut",111851500,3599,09,015,73420
"Thompson town, Windham County, Connecticut",359786700,9213,09,015,75870
"Windham town, Windham County, Connecticut",529850000,24480,09,015,86790
"Woodstock town, Windham County, Connecticut",428503900,8187,09,015,88190
