NAME,B19025_001E,B01003_001E,state,county,county subdivision
"Westbrook town, Lower Connecticut River Valley Planning Region, Connecticut",395525200,6816,09,130,81680
"Ansonia town, Naugatuck Valley Planning Region, Connecticut",747513300,18954,09,140,01220
"Beacon Falls town, Naugatuck Valley Planning Region, Connecticut",334951800,6061,09,140,03250
"Bethlehem town, Naugatuck Valley Planning Region, Connecticut",182489900,3399,09,140,04930
"Bristol town, Naugatuck Valley Planning Region, Connecticut",2384898300,61052,09,140,08490
"Cheshire town, Naugatuck Valley Planning Region, Connecticut",1787546700,28791,09,140,14160
"Derby town, Naugatuck Valley Planning Region, Connecticut",476521700,12373,09,140,19550
"Middlebury town, Naugatuck Valley Planning Region, Connecticut",422513400,7665,09,140,46940
"Naugatuck town, Naugatuck Valley Planning Region, Connecticut",1317196800,31653,09,140,49950
"Oxford town, Naugatuck Valley Planning Region, Connecticut",705209300,12801,09,140,58300
"Plymouth town, Naugatuck Valley Planning Region, Connecticut",475559600,11712,09,140,60750
"Prospect town, Naugatuck Valley Planning Region, Connecticut",446428800,9411,09,140,62290
"Seymour town, Naugatuck Valley Planning Region, Connecticut",766621100,16766,09,140,67610
"Shelton town, Naugatuck Valley Planning Region, Connecticut",2213107500,41206,09,140,68170
"Southbury town, Naugatuck Valley Planning Region, Connecticut",1262580200,19936,09,140,69640
"Thomaston town, Naugatuck Valley Planning Region, Connecticut",397455200,7487,09,140,75730
"Waterbury town, Naugatuck Valley Planning Region, Connecticut",3189387000,114480,09,140,80070
"Watertown town, Naugatuck Valley Planning Region, Connecticut",993026600,22177,09,140,80490
"Wolcott town, Naugatuck Valley Planning Region, Connecticut",796384900,16188,09,140,87560
"Woodbury town, Naugatuck Valley Planning Region, Connecticut",651395100,9775,09,140,87910
"Ashford town, Northeastern Connecticut Planning Region, Connecticut",244607200,4218,09,150,01430
"Brooklyn town, Northeastern Connecticut Planning Region, Connecticut",330258100,8402,09,150,09190
"Canterbury town, Northeastern Connecticut Planning Region, Connecticut",237309600,5067,09,150,12130
"Chaplin town, Northeastern Connecticut Planning Region, Connecticut",83582600,2229,09,150,13810
"Eastford town, Northeastern Connecticut Planning Region, Connecticut",68499200,1618,09,150,21860
"Hampton town, Northeastern Connecticut Planning Region, Connecticut",84569800,1639,09,150,36000
"Killingly town, Northeastern Connecticut Planning Region, Connecticut",638691300,17757,09,150,40500
"Plainfield town, Northeastern Connecticut Planning Region, Connecticut",508622400,15065,09,150,59980
"Pomfret town, Northeastern Connecticut Planning Region, Connecticut",209870400,4289,09,150,61030
"Putnam town, Northeastern Connecticut Planning Region, Connecticut",316612900,9270,09,150,62710
"Scotland town, Northeastern Connecticut Planning Region, Connecticut",65029400,1542,09,150,67400
"Sterling town, Northeastern Connecticut Planning Region, Connecticut",118229700,3610,09,150,73420
"Thompson town, Northeastern Connecticut Planning Region, Connecticut",398948100,9254,09,150,75870
"Union town, Northeastern Connecticut Planning Region, Connecticut",47714700,917,09,150,77830
"Voluntown town, Northeastern Connecticut Planning Region, Connecticut",110359700,2567,09,150,78600
"Woodstock town, Northeastern Connecticut Planning Region, Connecticut",473552800,8243,09,150,88190
"Barkhamsted town, Northwest Hills Planning Region, Connecticut",187463900,3660,09,160,02760
"Burlington town, Northwest Hills Planning Region, Connecticut",558002300,9557,09,160,10100
"Canaan town, Northwest Hills Planning Region, Connecticut",62438900,1155,09,160,10940
"Colebrook town, Northwest Hills Planning Region, Connecticut",81329300,1594,09,160,16050
"Cornwall town, Northwest Hills Planning Region, Connecticut",99292400,1315,09,160,17240
"Goshen town, Northwest Hills Planning Region, Connecticut",250666800,3144,09,160,32290
"Hartland town, Northwest Hills Planning Region, Connecticut",103670400,1806,09,160,37140
"Harwinton town, Northwest Hills Planning Region, Connecticut",284667400,5509,09,160,37280
"Kent town, Northwest Hills Planning Region, Connecticut",210128600,3015,09,160,40290
"Litchfield town, Northwest Hills Planning Region, Connecticut",502491900,8232,09,160,43370
"Morris town, Northwest Hills Planning Region, Connecticut",143857800,2059,09,160,49460
"New Hartford town, Northwest Hills Planning Region, Connecticut",426907100,6680,09,160,51350
"Norfolk town, Northwest Hills Planning Region, Connecticut",115574800,1856,09,160,53470
"North Canaan town, Northwest Hills Planning Region, Connecticut",113203400,3212,09,160,54030
"Roxbury town, Northwest Hills Planning Region, Connecticut",176201600,2069,09,160,65930
"Salisbury town, Northwest Hills Planning Region, Connecticut",266633500,4170,09,160,66420
"Sharon town, Northwest Hills Planning Region, Connecticut",233717300,2691,09,160,67960
"Torrington town, Northwest Hills Planning Region, Connecticut",1209120200,35510,09,160,76570
"Warren town, Northwest Hills Planning Region, Connecticut",113653600,1533,09,160,79510
"Washington town, Northwest Hills Planning Region, Connecticut",230232800,3651,09,160,79720
"Winchester town, Northwest Hills Planning Region, Connecticut",415168600,10278,09,160,86440
"County subdivisions not defined, South Central Connecticut Planning Region, Connecticut",-666666666,0,09,170,00000
"Bethany town, South Central Connecticut Planning Region, Connecticut",347252900,5295,09,170,04580
"Branford town, South Central Connecticut Planning Region, Connecticut",1773773700,28177,09,170,07310
"East Haven town, South Central Connecticut Planning Region, Connecticut",1104623100,27871,09,170,22910
"Guilford town, South Central Connecticut Planning Region, Connecticut",1530313000,22046,09,170,34950
"Hamden town, South Central Connecticut Planning Region, Connecticut",2595700000,61069,09,170,35650
"Madison town, South Central Connecticut Planning Region, Connecticut",1398563600,17658,09,170,44560
"Meriden town, South Central Connecticut Planning Region, Connecticut",2102660600,60556,09,170,46520
"Milford town, South Central Connecticut Planning Region, Connecticut",3088283700,52283,09,170,47535
"New Haven town, South Central Connecticut Planning Region, Connecticut",4390136000,135736,09,170,52070
"North Branford town, South Central Connecticut Planning Region, Connecticut",765246900,13560,09,170,53890
"North Haven town, South Central Connecticut Planning Region, Connecticut",1405830200,24179,09,170,54870
"Orange town, South Central Connecticut Planning Region, Connecticut",872141200,14231,09,170,57600
"Wallingford town, South Central Connecticut Planning Region, Connecticut",2131587200,44251,09,170,78740
"West Haven town, South Central Connecticut Planning Region, Connecticut",1886601700,55336,09,170,82870
"Woodbridge town, South Central Connecticut Planning Region, Connecticut",755241800,9050,09,170,87700
"County subdivisions not defined, Southeastern Connecticut Planning Region, Connecticut",-666666666,0,09,180,00000
"Bozrah town, Southeastern Connecticut Planning Region, Connecticut",112549200,2410,09,180,06820
"Colchester town, Southeastern Connecticut Planning Region, Connecticut",799651300,15550,09,180,15910
"East Lyme town, Southeastern Connecticut Planning Region, Connecticut",1018866700,18600,09,180,23400
"Franklin town, Southeastern Connecticut Planning Region, Connecticut",80557400,1892,09,180,29910
"Griswold town, Southeastern Connecticut Planning Region, Connecticut",458332800,11488,09,180,33900
"Groton town, Southeastern Connecticut Planning Region, Connecticut",1735835900,38217,09,180,34250
"Lebanon town, Southeastern Connecticut Planning Region, Connecticut",358709200,7145,09,180,42390
"Ledyard town, Southeastern Connecticut Planning Region, Connecticut",643635900,15394,09,180,42600
"Lisbon town, Southeastern Connecticut Planning Region, Connecticut",164616200,4202,09,180,43230
"Montville town, Southeastern Connecticut Planning Region, Connecticut",690772400,18160,09,180,48900
"New London town, Southeastern Connecticut Planning Region, Connecticut",805369500,27596,09,180,52350
"North Stonington town, Southeastern Connecticut Planning Region, Connecticut",236477200,5160,09,180,55500
"Norwich town, Southeastern Connecticut Planning Region, Connecticut",1420621300,40054,09,180,56270
"Preston town, Southeastern Connecticut Planning Region, Connecticut",212494800,4804,09,180,62150
"Salem town, Southeastern Connecticut Planning Region, Connecticut",229540900,4230,09,180,66210
"Sprague town, Southeastern Connecticut Planning Region, Connecticut",118732700,2964,09,180,71670
"Stonington town, Southeastern Connecticut Planning Region, Connecticut",1143477800,18397,09,180,73770
"Waterford town, Southeastern Connecticut Planning Region, Connecticut",957630300,19580,09,180,80280
"Windham town, Southeastern Connecticut Planning Region, Connecticut",636841800,24450,09,180,86790
"County subdivisions not defined, Western Connecticut Planning Region, Connecticut",-666666666,0,09,190,00000
"Bethel town, Western Connecticut Planning Region, Connecticut",1064916700,20406,09,190,04720
"Bridgewater town, Western Connecticut Planning Region, Connecticut",160868100,1701,09,190,08210
"Brookfield town, Western Connecticut Planning Region, Connecticut",1094975600,17468,09,190,08980
"Danbury town, Western Connecticut Planning Region, Connecticut",3568813300,86456,09,190,18500
"Darien town, Western Connecticut Planning Region, Connecticut",3158749400,21571,09,190,18850
"Greenwich town, Western Connecticut Planning Region, Connecticut",7659978900,63498,09,190,33620
"New Canaan town, Western Connecticut Planning Region, Connecticut",2819908000,20639,09,190,50580
"New Fairfield town, Western Connecticut Planning Region, Connecticut",742127500,13596,09,190,50860
"New Milford town, Western Connecticut Planning Region, Connecticut",1276783600,28181,09,190,52630
"Newtown town, Western Connecticut Planning Region, Connecticut",1742952300,27341,09,190,52980
"Norwalk town, Western Connecticut Planning Region, Connecticut",5110614000,91050,09,190,56060
"Redding town, Western Connecticut Planning Region, Connecticut",764864000,8785,09,190,63480
"Ridgefield town, Western Connecticut Planning Region, Connecticut",2309965200,25021,09,190,63970
"Sherman town, Western Connecticut Planning Region, Connecticut",329823300,3499,09,190,68310
"Stamford town, Western Connecticut Planning Region, Connecticut",7898054100,135413,09,190,73070
"Weston town, Western Connecticut Planning Region, Connecticut",1147526600,10336,09,190,83430
"Westport town, Western Connecticut Planning Region, Connecticut",3517305000,27232,09,190,83500
"Wilton town, Western Connecticut Planning Region, Connecticut",1950159600,18473,09,190,86370
