School Year,Type,DistrictName,Count*,Percent*
2017-18,Private Schools or Other Settings,Unified School District #2,19.0,14.7
2017-18,Private Schools or Other Settings,Union School District,0.0,0.0
2017-18,Private Schools or Other Settings,Vernon School District,23.0,4.6
2017-18,Private Schools or Other Settings,Voluntown School District,,
2017-18,Private Schools or Other Settings,Wallingford School District,38.0,4.8
2017-18,Private Schools or Other Settings,Waterbury School District,167.0,4.9
2017-18,Private Schools or Other Settings,Waterford School District,20.0,5.0
2017-18,Private Schools or Other Settings,Watertown School District,23.0,6.2
2017-18,Private Schools or Other Settings,West Hartford School District,96.0,7.8
2017-18,Private Schools or Other Settings,West Haven School District,89.0,8.4
2017-18,Private Schools or Other Settings,Westbrook School District,,
2017-18,Private Schools or Other Settings,Weston School District,13.0,6.0
2017-18,Private Schools or Other Settings,Westport School District,27.0,4.4
2017-18,Private Schools or Other Settings,Wethersfield School District,34.0,6.3
2017-18,Private Schools or Other Settings,Willington School District,,
2017-18,Private Schools or Other Settings,Wilton School District,31.0,5.7
2017-18,Private Schools or Other Settings,Winchester School District,27.0,11.6
2017-18,Private Schools or Other Settings,Windham School District,22.0,3.5
2017-18,Private Schools or Other Settings,Windsor Locks School District,8.0,3.5
2017-18,Private Schools or Other Settings,Windsor School District,41.0,6.4
2017-18,Private Schools or Other Settings,Wolcott School District,9.0,3.4
2017-18,Private Schools or Other Settings,Woodbridge School District,6.0,7.3
2017-18,Private Schools or Other Settings,Woodstock School District,7.0,5.5
2017-18,Public Schools in Other Districts,Andover School District,,
2017-18,Public Schools in Other Districts,Ansonia School District,63.0,12.3
2017-18,Public Schools in Other Districts,Ashford School District,,
2017-18,Public Schools in Other Districts,Avon School District,13.0,4.1
2017-18,Public Schools in Other Districts,Barkhamsted School District,,
2017-18,Public Schools in Other Districts,Berlin School District,22.0,6.0
2017-18,Public Schools in Other Districts,Bethany School District,,
2017-18,Public Schools in Other Districts,Bethel School District,6.0,1.7
2017-18,Public Schools in Other Districts,Bloomfield School District,72.0,20.2
2017-18,Public Schools in Other Districts,Bolton School District,,
2017-18,Public Schools in Other Districts,Bozrah School District,14.0,41.2
2017-18,Public Schools in Other Districts,Branford School District,19.0,4.8
2017-18,Public Schools in Other Districts,Bridgeport School District,565.0,14.9
2017-18,Public Schools in Other Districts,Bristol School District,83.0,5.7
2017-18,Public Schools in Other Districts,Brookfield School District,12.0,3.3
2017-18,Public Schools in Other Districts,Brooklyn School District,40.0,27.0
2017-18,Public Schools in Other Districts,Canaan School District,,
2017-18,Public Schools in Other Districts,Canterbury School District,23.0,32.9
2017-18,Public Schools in Other Districts,Canton School District,9.0,4.8
2017-18,Public Schools in Other Districts,Chaplin School District,,
2017-18,Public Schools in Other Districts,Cheshire School District,25.0,5.1
2017-18,Public Schools in Other Districts,Clinton School District,8.0,3.7
2017-18,Public Schools in Other Districts,Colchester School District,26.0,6.8
2017-18,Public Schools in Other Districts,Columbia School District,38.0,39.2
2017-18,Public Schools in Other Districts,Connecticut Technical Education and Career System,0.0,0.0
2017-18,Public Schools in Other Districts,Cornwall School District,,
2017-18,Public Schools in Other Districts,Coventry School District,15.0,6.4
2017-18,Public Schools in Other Districts,Cromwell School District,9.0,4.0
2017-18,Public Schools in Other Districts,Danbury School District,18.0,1.3
2017-18,Public Schools in Other Districts,Darien School District,,
2017-18,Public Schools in Other Districts,Deep River School District,0.0,0.0
2017-18,Public Schools in Other Districts,Department of Mental Health and Addiction Services,0.0,0.0
2017-18,Public Schools in Other Districts,Derby School District,28.0,11.6
2017-18,Public Schools in Other Districts,East Granby School District,,
2017-18,Public Schools in Other Districts,East Haddam School District,,
2017-18,Public Schools in Other Districts,East Hampton School District,14.0,6.9
2017-18,Public Schools in Other Districts,East Hartford School District,179.0,14.1
2017-18,Public Schools in Other Districts,East Haven School District,73.0,16.5
2017-18,Public Schools in Other Districts,East Lyme School District,20.0,6.0
2017-18,Public Schools in Other Districts,East Windsor School District,8.0,4.0
2017-18,Public Schools in Other Districts,Eastford School District,8.0,22.9
2017-18,Public Schools in Other Districts,Easton School District,,
2017-18,Public Schools in Other Districts,Ellington School District,14.0,4.3
2017-18,Public Schools in Other Districts,Enfield School District,58.0,6.9
2017-18,Public Schools in Other Districts,Essex School District,0.0,0.0
2017-18,Public Schools in Other Districts,Fairfield School District,23.0,1.9
2017-18,Public Schools in Other Districts,Farmington School District,14.0,3.0
2017-18,Public Schools in Other Districts,Franklin School District,9.0,45.0
2017-18,Public Schools in Other Districts,Glastonbury School District,34.0,5.3
2017-18,Public Schools in Other Districts,Granby School District,7.0,3.0
2017-18,Public Schools in Other Districts,Greenwich School District,7.0,0.7
2017-18,Public Schools in Other Districts,Griswold School District,15.0,6.0
2017-18,Public Schools in Other Districts,Groton School District,71.0,9.4
2017-18,Public Schools in Other Districts,Guilford School District,17.0,4.2
2017-18,Public Schools in Other Districts,Hamden School District,185.0,17.0
2017-18,Public Schools in Other Districts,Hartford School District,833.0,21.2
2017-18,Public Schools in Other Districts,Hartland School District,6.0,15.4
2017-18,Public Schools in Other Districts,Hebron School District,,
2017-18,Public Schools in Other Districts,Kent School District,,
2017-18,Public Schools in Other Districts,Killingly School District,72.0,18.7
2017-18,Public Schools in Other Districts,Lebanon School District,7.0,5.0
2017-18,Public Schools in Other Districts,Ledyard School District,30.0,7.1
2017-18,Public Schools in Other Districts,Lisbon School District,19.0,24.1
2017-18,Public Schools in Other Districts,Litchfield School District,,
2017-18,Public Schools in Other Districts,Madison School District,9.0,2.4
2017-18,Public Schools in Other Districts,Manchester School District,143.0,14.2
2017-18,Public Schools in Other Districts,Mansfield School District,,
2017-18,Public Schools in Other Districts,Marlborough School District,,
2017-18,Public Schools in Other Districts,Meriden School District,115.0,7.1
2017-18,Public Schools in Other Districts,Middletown School District,40.0,6.2
2017-18,Public Schools in Other Districts,Milford School District,26.0,3.2
2017-18,Public Schools in Other Districts,Monroe School District,20.0,5.4
2017-18,Public Schools in Other Districts,Montville School District,25.0,7.2
2017-18,Public Schools in Other Districts,Naugatuck School District,31.0,4.6
2017-18,Public Schools in Other Districts,New Britain School District,288.0,14.0
2017-18,Public Schools in Other Districts,New Canaan School District,,
2017-18,Public Schools in Other Districts,New Fairfield School District,,
2017-18,Public Schools in Other Districts,New Hartford School District,,
2017-18,Public Schools in Other Districts,New Haven School District,359.0,11.7
2017-18,Public Schools in Other Districts,New London School District,102.0,15.5
2017-18,Public Schools in Other Districts,New Milford School District,15.0,2.6
2017-18,Public Schools in Other Districts,Newington School District,19.0,3.6
2017-18,Public Schools in Other Districts,Newtown School District,22.0,4.2
2017-18,Public Schools in Other Districts,North Branford School District,17.0,6.7
2017-18,Public Schools in Other Districts,North Canaan School District,,
2017-18,Public Schools in Other Districts,North Haven School District,22.0,6.2
2017-18,Public Schools in Other Districts,North Stonington School District,,
2017-18,Public Schools in Other Districts,Norwalk School District,76.0,4.7
2017-18,Public Schools in Other Districts,Norwich School District,314.0,31.5
2017-18,Public Schools in Other Districts,Old Saybrook School District,11.0,6.3
2017-18,Public Schools in Other Districts,Orange School District,6.0,6.1
2017-18,Public Schools in Other Districts,Oxford School District,10.0,4.7
2017-18,Public Schools in Other Districts,Plainfield School District,23.0,7.1
2017-18,Public Schools in Other Districts,Plainville School District,10.0,3.3
2017-18,Public Schools in Other Districts,Plymouth School District,20.0,8.3
2017-18,Public Schools in Other Districts,Pomfret School District,22.0,33.3
2017-18,Public Schools in Other Districts,Portland School District,6.0,4.2
2017-18,Public Schools in Other Districts,Preston School District,33.0,33.7
2017-18,Public Schools in Other Districts,Putnam School District,12.0,6.0
2017-18,Public Schools in Other Districts,Redding School District,,
2017-18,Public Schools in Other Districts,Regional School District 01,,
2017-18,Public Schools in Other Districts,Regional School District 04,,
2017-18,Public Schools in Other Districts,Regional School District 05,14.0,4.9
2017-18,Public Schools in Other Districts,Regional School District 06,,
2017-18,Public Schools in Other Districts,Regional School District 07,6.0,4.3
2017-18,Public Schools in Other Districts,Regional School District 08,26.0,11.5
2017-18,Public Schools in Other Districts,Regional School District 09,8.0,7.0
2017-18,Public Schools in Other Districts,Regional School District 10,18.0,6.7
2017-18,Public Schools in Other Districts,Regional School District 11,9.0,15.5
2017-18,Public Schools in Other Districts,Regional School District 12,,
2017-18,Public Schools in Other Districts,Regional School District 13,,
2017-18,Public Schools in Other Districts,Regional School District 14,,
2017-18,Public Schools in Other Districts,Regional School District 15,9.0,1.6
2017-18,Public Schools in Other Districts,Regional School District 16,7.0,2.4
2017-18,Public Schools in Other Districts,Regional School District 17,9.0,2.6
2017-18,Public Schools in Other Districts,Regional School District 18,,
2017-18,Public Schools in Other Districts,Regional School District 19,13.0,8.1
2017-18,Public Schools in Other Districts,Ridgefield School District,,
2017-18,Public Schools in Other Districts,Rocky Hill School District,12.0,4.2
2017-18,Public Schools in Other Districts,Salem School District,30.0,31.9
2017-18,Public Schools in Other Districts,Salisbury School District,,
2017-18,Public Schools in Other Districts,Scotland School District,,
2017-18,Public Schools in Other Districts,Seymour School District,15.0,4.9
2017-18,Public Schools in Other Districts,Sharon School District,,
2017-18,Public Schools in Other Districts,Shelton School District,27.0,4.1
