District,fiscal_year,cohort_count,graduation_count,graduation_rate
Meriden School District,2013,626.0,464.0,74.1
Middletown School District,2013,376.0,318.0,84.6
Milford School District,2013,523.0,467.0,89.3
Monroe School District,2013,309.0,304.0,98.4
Montville School District,2013,188.0,165.0,87.8
Naugatuck School District,2013,333.0,273.0,82.0
New Britain School District,2013,651.0,433.0,66.5
New Canaan School District,2013,339.0,332.0,97.9
New Fairfield School District,2013,258.0,249.0,96.5
New Haven School District,2013,1309.0,994.0,75.9
New London School District,2013,258.0,174.0,67.4
New Milford School District,2013,389.0,347.0,89.2
Newington School District,2013,375.0,344.0,91.7
Newtown School District,2013,471.0,453.0,96.2
North Branford School District,2013,170.0,164.0,96.5
North Haven School District,2013,312.0,284.0,91.0
North Stonington School District,2013,48.0,46.0,95.8
Norwalk School District,2013,781.0,680.0,87.1
Norwich Free Academy District,2013,594.0,500.0,84.2
Old Saybrook School District,2013,139.0,132.0,95.0
Oxford School District,2013,155.0,151.0,97.4
Plainfield School District,2013,201.0,176.0,87.6
Plainville School District,2013,207.0,187.0,90.3
Plymouth School District,2013,128.0,112.0,87.5
Portland School District,2013,93.0,81.0,87.1
Putnam School District,2013,97.0,85.0,87.6
Regional School District 01,2013,109.0,101.0,92.7
Regional School District 04,2013,162.0,155.0,95.7
Regional School District 05,2013,396.0,381.0,96.2
Regional School District 06,2013,97.0,93.0,95.9
Regional School District 07,2013,193.0,187.0,96.9
Regional School District 08,2013,284.0,266.0,93.7
Regional School District 09,2013,238.0,229.0,96.2
Regional School District 10,2013,198.0,188.0,94.9
Regional School District 11,2013,44.0,38.0,86.4
Regional School District 12,2013,90.0,80.0,88.9
Regional School District 13,2013,157.0,144.0,91.7
Regional School District 14,2013,202.0,189.0,93.6
Regional School District 15,2013,319.0,310.0,97.2
Regional School District 16,2013,186.0,170.0,91.4
Regional School District 17,2013,164.0,159.0,97.0
Regional School District 18,2013,113.0,109.0,96.5
Regional School District 19,2013,314.0,291.0,92.7
Ridgefield School District,2013,414.0,404.0,97.6
Rocky Hill School District,2013,177.0,165.0,93.2
Seymour School District,2013,180.0,159.0,88.3
Shelton School District,2013,394.0,363.0,92.1
Simsbury School District,2013,400.0,392.0,98.0
Somers School District,2013,147.0,143.0,97.3
South Windsor School District,2013,386.0,371.0,96.1
Southington School District,2013,488.0,463.0,94.9
Stafford School District,2013,129.0,116.0,89.9
Stamford Academy District,2013,36.0,16.0,44.4
Stamford School District,2013,1211.0,1110.0,91.7
Stonington School District,2013,201.0,194.0,96.5
Stratford School District,2013,560.0,513.0,91.6
Suffield School District,2013,219.0,207.0,94.5
The Bridge Academy District,2013,36.0,34.0,94.4
The Gilbert School District,2013,86.0,72.0,83.7
The Woodstock Academy District,2013,282.0,271.0,96.1
Thomaston School District,2013,78.0,74.0,94.9
Thompson School District,2013,85.0,79.0,92.9
Tolland School District,2013,244.0,230.0,94.3
Torrington School District,2013,275.0,246.0,89.5
Trumbull School District,2013,550.0,541.0,98.4
Unified School District #1,2013,447.0,10.0,2.2
Unified School District #2,2013,45.0,14.0,31.1
Vernon School District,2013,238.0,203.0,85.3
Wallingford School District,2013,535.0,496.0,92.7
Waterbury School District,2013,1297.0,890.0,68.6
Waterford School District,2013,242.0,223.0,92.1
Watertown School District,2013,272.0,242.0,89.0
West Hartford School District,2013,832.0,790.0,95.0
West Haven School District,2013,437.0,311.0,71.2
Westbrook School District,2013,78.0,75.0,96.2
Weston School District,2013,208.0,206.0,99.0
Westport School District,2013,465.0,461.0,99.1
Wethersfield School District,2013,269.0,247.0,91.8
Wilton School District,2013,326.0,315.0,96.6
Windham School District,2013,194.0,159.0,82.0
Windsor Locks School District,2013,140.0,128.0,91.4
Windsor School District,2013,345.0,312.0,90.4
Wolcott School District,2013,221.0,209.0,94.6
"Five-Year Graduation Rates, 2012-13 All Districts, All Students Export .csv file Notes:Five-Year Graduation Rate is the percentage of students who received a standard diploma within five years, including early and summer graduates from the cohort.  Graduates District Five-Year Cohort Count  Graduation Count  Graduation Rate Amistad Academy District  23  20  87.0 Ansonia School District  210  173  82.4 Avon School District  263  257  97.7 Berlin School District  263  253  96.2 Bethel School District  233  222  95.3 Bloomfield School District  161  151  93.8 Bolton School District  82  79  96.3 Branford School District  271  253  93.4 Bridgeport School District  1,218  885  72.7 Bristol School District  629  536  85.2 Brookfield School District  240  234  97.5 Canton School District  124  122  98.4 Capitol Region Education Council  253  216  85.4 Cheshire School District  384  368  95.8 Clinton School District  145  131  90.3 Colchester School District  254  241  94.9 Common Ground High School District  38  36  94.7 Connecticut Technical Education and Career System  2,473  2,399  97.0 Coventry School District  138  125  90.6 Cromwell School District  142  134  94.4 Danbury School District  775  645  83.2 Darien School District  316  308  97.5 Department of Mental Health and Addiction Services * * * Derby School District  87  70  80.5 East Granby School District  71  67  94.4 East Haddam School District  99  96  97.0 East Hampton School District  132  127  96.2 East Hartford School District  546  456  83.5 East Haven School District  246  187  76.0 East Lyme School District  310  295  95.2 East Windsor School District  95  82  86.3 Eastern Connecticut Regional Educational Service Center (EASTCONN)  71  60  84.5 Ellington School District  198  187  94.4 Elm City College Preparatory School District  13  10 * Enfield School District  443  400  90.3 Explorations District  30  21  70.0 Fairfield School District  705  665  94.3 Farmington School District  326  315  96.6 Glastonbury School District  551  537  97.5 Granby School District  198  192  97.0 Greenwich School District  691  667  96.5 Griswold School District  168  152  90.5 Groton School District  327  272  83.2 Guilford School District  280  265  94.6 Hamden School District  450  403  89.6 Hartford School District  1,442  1,098  76.1 Killingly School District  225  175  77.8 Learn  42  39  92.9 Lebanon School District  118  111  94.1 Ledyard School District  231  209  90.5 Lisbon School District  6 * * Litchfield School District  89  87  97.8 Madison School District  316  315  99.7 Manchester School District  473  386  81.6 Meriden School District  626  464  74.1 Middletown School District  376  318  84.6 Milford School District  523  467  89.3 Monroe School District  309  304  98.4 Montville School District  188  165  87.8 Naugatuck School District  333  273  82.0 New Britain School District  651  433  66.5 New Canaan School District  339  332  97.9 New Fairfield School District  258  249  96.5 New Haven School District  1,309  994  75.9 New London School District  258  174  67.4 New Milford School District  389  347  89.2 Newington School District  375  344  91.7 Newtown School District  471  453  96.2 North Branford School District  170  164  96.5 North Haven School District  312  284  91.0 North Stonington School District  48  46  95.8 Norwalk School District  781  680  87.1 Norwich Free Academy District  594  500  84.2 Old Saybrook School District  139  132  95.0 Oxford School District  155  151  97.4 Plainfield School District  201  176  87.6 Plainville School District  207  187  90.3 Plymouth School District  128  112  87.5 Portland School District  93  81  87.1 Putnam School District  97  85  87.6 Regional School District 01  109  101  92.7 Regional School District 04  162  155  95.7 Regional School District 05  396  381  96.2 Regional School District 06  97  93  95.9 Regional School District 07  193  187  96.9 Regional School District 08  284  266  93.7 Regional School District 09  238  229  96.2 Regional School District 10  198  188  94.9 Regional School District 11  44  38  86.4 Regional School District 12  90  80  88.9 Regional School District 13  157  144  91.7 Regional School District 14  202  189  93.6 Regional School District 15  319  310  97.2 Regional School District 16  186  170  91.4 Regional School District 17  164  159  97.0 Regional School District 18  113  109  96.5 Regional School District 19  314  291  92.7 Ridgefield School District  414  404  97.6 Rocky Hill School District  177  165  93.2 Seymour School District  180  159  88.3 Shelton School District  394  363  92.1 Simsbury School District  400  392  98.0 Somers School District  147  143  97.3 South Windsor School District  386  371  96.1 Southington School District  488  463  94.9 Stafford School District  129  116  89.9 Stamford Academy District  36  16  44.4 Stamford School District  1,211  1,110  91.7 Stonington School District  201  194  96.5 Stratford School District  560  513  91.6 Suffield School District  219  207  94.5 The Bridge Academy District  36  34  94.4 The Gilbert School District  86  72  83.7 The Woodstock Academy District  282  271  96.1 Thomaston School District  78  74  94.9 Thompson School District  85  79  92.9 Tolland School District  244  230  94.3 Torrington School District  275  246  89.5 Trumbull School District  550  541  98.4 Unified School District #1  447  10  2.2 Unified School District #2  45  14  31.1 Vernon School District  238  203  85.3 Wallingford School District  535  496  92.7 Waterbury School District  1,297  890  68.6 Waterford School District  242  223  92.1 Watertown School District  272  242  89.0 West Hartford School District  832  790  95.0 West Haven School District  437  311  71.2 Westbrook School District  78  75  96.2 Weston School District  208  206  99.0 Westport School District  465  461  99.1 Wethersfield School District  269  247  91.8 Wilton School District  326  315  96.6 Windham School District  194  159  82.0 Windsor Locks School District  140  128  91.4 Windsor School District  345  312  90.4 Wolcott School District  221  209  94.6 * The data are suppressed to ensure confidentiality. * N/A is displayed when a category is not applicable for a district or school.",2013,,,
