District,fiscal_year,cohort_count,graduation_count,graduation_rate
Old Saybrook School District,2017,96.0,93.0,96.9
Oxford School District,2017,177.0,170.0,96.0
Path Academy District,2017,52.0,6.0,11.5
Plainfield School District,2017,179.0,152.0,84.9
Plainville School District,2017,192.0,173.0,90.1
Plymouth School District,2017,136.0,119.0,87.5
Portland School District,2017,102.0,95.0,93.1
Putnam School District,2017,71.0,62.0,87.3
Regional School District 01,2017,114.0,109.0,95.6
Regional School District 04,2017,149.0,149.0,100.0
Regional School District 05,2017,349.0,337.0,96.6
Regional School District 06,2017,112.0,111.0,99.1
Regional School District 07,2017,200.0,195.0,97.5
Regional School District 08,2017,261.0,245.0,93.9
Regional School District 09,2017,267.0,256.0,95.9
Regional School District 10,2017,200.0,189.0,94.5
Regional School District 11,2017,45.0,44.0,97.8
Regional School District 12,2017,49.0,48.0,98.0
Regional School District 13,2017,149.0,139.0,93.3
Regional School District 14,2017,173.0,164.0,94.8
Regional School District 15,2017,319.0,299.0,93.7
Regional School District 16,2017,176.0,159.0,90.3
Regional School District 17,2017,150.0,144.0,96.0
Regional School District 18,2017,124.0,115.0,92.7
Regional School District 19,2017,293.0,260.0,88.7
Ridgefield School District,2017,433.0,418.0,96.5
Rocky Hill School District,2017,176.0,171.0,97.2
Seymour School District,2017,163.0,155.0,95.1
Shelton School District,2017,397.0,367.0,92.4
Simsbury School District,2017,387.0,358.0,92.5
Somers School District,2017,109.0,106.0,97.2
South Windsor School District,2017,341.0,324.0,95.0
Southington School District,2017,486.0,463.0,95.3
Stafford School District,2017,123.0,112.0,91.1
Stamford Academy District,2017,66.0,24.0,36.4
Stamford School District,2017,1197.0,1096.0,91.6
Stonington School District,2017,183.0,164.0,89.6
Stratford School District,2017,516.0,459.0,89.0
Suffield School District,2017,186.0,169.0,90.9
The Bridge Academy District,2017,33.0,30.0,90.9
The Gilbert School District,2017,108.0,98.0,90.7
The Woodstock Academy District,2017,266.0,254.0,95.5
Thomaston School District,2017,62.0,59.0,95.2
Thompson School District,2017,57.0,50.0,87.7
Tolland School District,2017,208.0,197.0,94.7
Torrington School District,2017,242.0,171.0,70.7
Trumbull School District,2017,495.0,484.0,97.8
Unified School District #1,2017,412.0,,
Unified School District #2,2017,25.0,9.0,36.0
Vernon School District,2017,238.0,182.0,76.5
Wallingford School District,2017,485.0,449.0,92.6
Waterbury School District,2017,1316.0,996.0,75.7
Waterford School District,2017,221.0,204.0,92.3
Watertown School District,2017,219.0,199.0,90.9
West Hartford School District,2017,775.0,726.0,93.7
West Haven School District,2017,416.0,319.0,76.7
Westbrook School District,2017,74.0,68.0,91.9
Weston School District,2017,206.0,205.0,99.5
Westport School District,2017,433.0,424.0,97.9
Wethersfield School District,2017,278.0,256.0,92.1
Wilton School District,2017,335.0,327.0,97.6
Windham School District,2017,157.0,121.0,77.1
Windsor Locks School District,2017,122.0,100.0,82.0
Windsor School District,2017,291.0,249.0,85.6
Wolcott School District,2017,193.0,184.0,95.3
"Five-Year Graduation Rates, 2016-17 All Districts, All Students Export .csv file Notes:Five-Year Graduation Rate is the percentage of students who received a standard diploma within five years, including early and summer graduates from the cohort.  Graduates District Five-Year Cohort Count  Graduation Count  Graduation Rate Achievement First Bridgeport Academy District  31  25  80.6 Achievement First Hartford Academy District  31  28  90.3 Amistad Academy District  43  35  81.4 Ansonia School District  178  151  84.8 Avon School District  247  241  97.6 Berlin School District  235  222  94.5 Bethel School District  209  196  93.8 Bloomfield School District  193  167  86.5 Bolton School District  69  67  97.1 Branford School District  258  242  93.8 Bridgeport School District  1,393  1,056  75.8 Bristol School District  632  552  87.3 Brookfield School District  228  220  96.5 Canton School District  118  113  95.8 Capital Preparatory Harbor School District  16  8 * Capitol Region Education Council  505  461  91.3 Cheshire School District  392  381  97.2 Clinton School District  136  126  92.6 Colchester School District  211  194  91.9 Common Ground High School District  43  37  86.0 Connecticut Technical Education and Career System  2,431  2,370  97.5 Coventry School District  131  128  97.7 Cromwell School District  142  141  99.3 Danbury School District  782  616  78.8 Darien School District  329  320  97.3 Department of Mental Health and Addiction Services * * * Derby School District  95  85  89.5 East Granby School District  58  56  96.6 East Haddam School District  83  80  96.4 East Hampton School District  133  127  95.5 East Hartford School District  519  463  89.2 East Haven School District  239  186  77.8 East Lyme School District  260  251  96.5 East Windsor School District  72  61  84.7 Eastern Connecticut Regional Educational Service Center (EASTCONN)  54  40  74.1 Ellington School District  206  199  96.6 Elm City College Preparatory School District  35  30  85.7 Enfield School District  389  331  85.1 Explorations District  22  18  81.8 Fairfield School District  734  704  95.9 Farmington School District  303  299  98.7 Glastonbury School District  485  476  98.1 Granby School District  156  149  95.5 Greenwich School District  640  606  94.7 Griswold School District  141  133  94.3 Groton School District  275  235  85.5 Guilford School District  259  257  99.2 Hamden School District  441  388  88.0 Hartford School District  1,544  1,071  69.4 Highville Charter School District  13  10 * Jumoke Academy District  8 * * Killingly School District  227  191  84.1 Learn  190  177  93.2 Lebanon School District  89  84  94.4 Ledyard School District  205  193  94.1 Litchfield School District  76  72  94.7 Madison School District  302  299  99.0 Manchester School District  429  373  86.9 Meriden School District  595  456  76.6 Middletown School District  334  308  92.2 Milford School District  505  456  90.3 Monroe School District  284  277  97.5 Montville School District  152  137  90.1 Naugatuck School District  328  279  85.1 New Britain School District  662  492  74.3 New Canaan School District  328  326  99.4 New Fairfield School District  232  230  99.1 New Haven School District  1,508  1,214  80.5 New London School District  228  171  75.0 New Milford School District  342  282  82.5 Newington School District  317  296  93.4 Newtown School District  424  404  95.3 North Branford School District  155  144  92.9 North Haven School District  255  244  95.7 North Stonington School District  55  51  92.7 Norwalk School District  865  806  93.2 Norwich Free Academy District  637  555  87.1 Old Saybrook School District  96  93  96.9 Oxford School District  177  170  96.0 Path Academy District  52  6  11.5 Plainfield School District  179  152  84.9 Plainville School District  192  173  90.1 Plymouth School District  136  119  87.5 Portland School District  102  95  93.1 Putnam School District  71  62  87.3 Regional School District 01  114  109  95.6 Regional School District 04  149  149 100.0 Regional School District 05  349  337  96.6 Regional School District 06  112  111  99.1 Regional School District 07  200  195  97.5 Regional School District 08  261  245  93.9 Regional School District 09  267  256  95.9 Regional School District 10  200  189  94.5 Regional School District 11  45  44  97.8 Regional School District 12  49  48  98.0 Regional School District 13  149  139  93.3 Regional School District 14  173  164  94.8 Regional School District 15  319  299  93.7 Regional School District 16  176  159  90.3 Regional School District 17  150  144  96.0 Regional School District 18  124  115  92.7 Regional School District 19  293  260  88.7 Ridgefield School District  433  418  96.5 Rocky Hill School District  176  171  97.2 Seymour School District  163  155  95.1 Shelton School District  397  367  92.4 Simsbury School District  387  358  92.5 Somers School District  109  106  97.2 South Windsor School District  341  324  95.0 Southington School District  486  463  95.3 Stafford School District  123  112  91.1 Stamford Academy District  66  24  36.4 Stamford School District  1,197  1,096  91.6 Stonington School District  183  164  89.6 Stratford School District  516  459  89.0 Suffield School District  186  169  90.9 The Bridge Academy District  33  30  90.9 The Gilbert School District  108  98  90.7 The Woodstock Academy District  266  254  95.5 Thomaston School District  62  59  95.2 Thompson School District  57  50  87.7 Tolland School District  208  197  94.7 Torrington School District  242  171  70.7 Trumbull School District  495  484  97.8 Unified School District #1  412 * * Unified School District #2  25  9  36.0 Vernon School District  238  182  76.5 Wallingford School District  485  449  92.6 Waterbury School District  1,316  996  75.7 Waterford School District  221  204  92.3 Watertown School District  219  199  90.9 West Hartford School District  775  726  93.7 West Haven School District  416  319  76.7 Westbrook School District  74  68  91.9 Weston School District  206  205  99.5 Westport School District  433  424  97.9 Wethersfield School District  278  256  92.1 Wilton School District  335  327  97.6 Windham School District  157  121  77.1 Windsor Locks School District  122  100  82.0 Windsor School District  291  249  85.6 Wolcott School District  193  184  95.3 * The data are suppressed to ensure confidentiality. * N/A is displayed when a category is not applicable for a district or school.",2017,,,
